numrodeligne,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,origine,DoubleAccounts
1893,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,angleterre,15215271,,0
1894,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,danemark,1592423,,0
1895,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,espagne,27671487,,0
1896,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,flandre,11518182,,0
1897,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,genes,3169616,,0
1898,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,geneve,352299,,0
1899,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,hollande,19192004,,0
1900,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,ilesamer,1.011e+08,,0
1901,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,indes,29884148,,0
1902,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,italie,11508601,,0
1903,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,levant,24950228,,0
1904,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,naples,7376569,,0
1905,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,nord,10515248,,0
1906,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,portugal,4360902,,0
1907,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,russie,2728763,,0
1908,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,savpie,4099306,,0
1909,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,suede,4083924,,0
1910,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,suisse,5813979,,0
1911,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1775,Imports,,venise,4046,,0
1912,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,allemagne,31551163,,0
1913,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,angleterre,12921126,,0
1914,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,danemark,4645245,,0
1915,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,espagne,40567137,,0
1916,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,flandre,21547567,,0
1917,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,genes,3489185,,0
1918,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,geneve,2788766,,0
1919,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,guinee,12536392,,0
1920,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,hollande,58562641,,0
1921,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,ilesamer,43338849,,0
1922,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,indes,2952232,,0
1923,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,italie,27362628,,0
1924,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,levant,19199600,,0
1925,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,naples,3078083,,0
1926,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,nord,52029144,,0
1927,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,portugal,4060365,,0
1928,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,russie,3856640,,0
1929,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,savpie,7311839,,0
1930,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,suede,7526135,,0
1931,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,suisse,8031076,,0
1932,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Exports,,venise,16135,,0
1933,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,allemagne,8411882,,0
1934,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,angleterre,8486655,,0
1935,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,danemark,1809468,,0
1936,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,espagne,36105523,,0
1937,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,flandre,12152928,,0
1938,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,genes,2581056,,0
1939,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,geneve,450481,,0
1940,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,hollande,22940006,,0
1941,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,ilesamer,1.746e+08,,0
1942,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,indes,1618641,,0
1943,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,italie,18657864,,0
1944,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,levant,27686783,,0
1945,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,naples,5759347,,0
1946,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,nord,13125633,,0
1947,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,portugal,3211582,,0
1948,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,russie,4472002,,0
1949,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,savpie,3619894,,0
1950,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,suede,4012470,,0
1951,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,suisse,5960841,,0
1952,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1777,Imports,,venise,56288,,0
1953,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,allemagne,32749573,,0
1954,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,angleterre,5953755,,0
1955,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,danemark,2911239,,0
1956,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,espagne,32396150,,0
1957,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,eua,1639868,,0
1958,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,flandre,20105722,,0
1959,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,genes,1949711,,0
1960,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,geneve,3290602,,0
1961,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,guinee,3423138,,0
1962,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,hollande,36203094,,0
1963,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,ilesamer,33247267,,0
1964,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,indes,2352133,,0
1965,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,italie,22777392,,0
1966,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,levant,17591408,,0
1967,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,naples,2499687,,0
1968,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,nord,31116793,,0
1969,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,portugal,4267330,,0
1970,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,russie,1884243,,0
1971,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,savpie,6370230,,0
1972,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,suede,5680181,,0
1973,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,suisse,8168210,,0
1974,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Exports,,venise,6506,,0
1975,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,allemagne,10447107,,0
1976,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,angleterre,3794846,,0
1977,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,danemark,1307487,,0
1978,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,espagne,24304619,,0
1979,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,eua,3095638,,0
1980,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,flandre,13377947,,0
1981,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,genes,1747466,,0
1982,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,geneve,574449,,0
1983,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,hollande,22066341,,0
1984,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,ilesamer,1.783e+08,,0
1985,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,indes,45186,,0
1986,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,italie,16828119,,0
1987,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,levant,18540335,,0
1988,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,naples,10667453,,0
1989,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,nord,9582337,,0
1990,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,portugal,3082952,,0
1991,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,russie,2401338,,0
1992,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,savpie,21563185,,0
1993,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,suede,3856965,,0
1994,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,suisse,8215184,,0
1995,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1778,Imports,,venise,76400,,0
1996,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,allemagne,39020606,,0
1997,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,angleterre,4454690,,0
1998,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,danemark,4158325,,0
1999,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,dunkerque,1044958,,0
2000,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,espagne,35315449,,0
2001,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,eua,2694450,,0
2002,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,flandre,15810507,,0
2003,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,genes,1255409,,0
2004,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,geneve,2905779,,0
2005,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,guinee,58152,,0
2006,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,hollande,25735711,,0
2007,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,ilesamer,26832169,,0
2008,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,indes,440731,,0
2009,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,italie,16832491,,0
2010,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,levant,13339784,,0
2011,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,naples,609910,,0
2012,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,nord,22515118,,0
2013,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,portugal,4105720,,0
2014,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,russie,2365978,,0
2015,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,savpie,6759964,,0
2016,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,suede,3238551,,0
2017,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,suisse,6388559,,0
2018,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Exports,,venise,128472,,0
2019,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Imports,,allemagne,12337933,,0
2020,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Imports,,angleterre,2683698,,0
2021,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1779,Imports,,danemark,2751865,,0
