sources,product,orthographic_normalization,simplification,categorization,sitc_rev1,sitc_rev2,medicinal
toflit18,Toile ; de Bretagne ; serpillere,toile ; de Bretagne ; serpillière,toile ; de Bretagne ; serpillière,,6,6a,
toflit18,Vaisselle ; de bois,vaisselle ; de bois,vaisselle ; de bois,vaisselle,6,6,
toflit18,Drap ; de lain,drap ; de laine,drap,drap,6,,
toflit18,Tuile ; de Bretagne ; de halle,tuile ; de Bretagne ; de halle,toile ; de Bretagne ; de halle,,6,6a,
toflit18,Tuile ; de Bretagne ; de pontivy,tuile ; de Bretagne ; de pontivy,toile ; de Bretagne ; de Pontivy,,6,6a,
toflit18,Tuile ; de lin ; de Beauvais,tuile ; de lin ; de Beauvais,toile ; de lin ; de Beauvais,,6,6a,
toflit18,Tuile ; à voile,tuile ; à voile,toile ; à voile,,6,6a,
toflit18,Cuirs ; de genisses,cuir ; de génisse,cuir ; de génisse,cuirs,???,,
toflit18,Cuirs ; de vache ; corroïés,cuir ; de vache ; corroyé,cuir ; de vache ; corroyé,cuirs ; corroyés,6,6,
toflit18,Epées ; de cuivre,épée ; de cuivre,épée ; de cuivre,épées,9,,
toflit18,Mouchoirs ; de toile ; chole,mouchoir ; de soie ; de Cholet,,,,,
toflit18,Seïndoux,saindoux,saindoux,saindoux,4,4,
toflit18,Toile ; de Bretagne ; crée large,toile ; de Bretagne ; crée ; large,,,,,
toflit18,Toile ; de Bretagne ; entre-large,toile ; de Bretagne ; entre large,toile ; de Bretagne ; entre large,,6,6a,
toflit18,Toile ; de Bretagne ; étroitte,toile ; de Bretagne ; étroite,toile ; de Bretagne ; étroite,,6,6a,
toflit18,Toile ; de Bretagne ; gracienne,toile ; de Bretagne ; gracienne,toile ; de Bretagne ; gracienne,,6,6a,
toflit18,Toile ; de Bretagne ; de haut-brin,toile ; de Bretagne ; de haut-brin,,,,,
toflit18,Toile ; de Bretagne ; de Langerneau,toile ; de Bretagne ; de Landerneau,toile ; de Bretagne ; de Landerneau,,6,6a,
toflit18,Toile ; de Bretagne ; d'Ollonne,toile ; de Bretagne ; d'Olonne,,,,,
toflit18,Toile ; de Bretagne ; ouvrée,toile ; de Bretagne ; ouvrée,toile ; de Bretagne ; ouvrée,,6,6a,
toflit18,Toile ; de Bretagne ; Pouldavi,toile ; de Bretagne ; de Pouldavy,toile ; de Bretagne ; de Pouldavy,,6,6a,
toflit18,Toile ; de Bretagne ; rayée,toile ; de Bretagne ; rayée,toile ; de Bretagne ; rayée,,6,6a,
toflit18,Toile ; de Bretagne ; rosconne,toile ; de Bretagne ; de rosconne,toile ; de Bretagne ; de rosconne,,6,6a,
toflit18,Chille,chilas,chilas,toile ; de coton,6,6d,
toflit18,Chuquelas,chuquelas,chuquelas,toile ; de soie et coton,???,,
toflit18,Curcaca,curcuma,curcuma,curcuma,0,0b,curcuma
toflit18,Cuirs ; de Genisse,cuir ; de génisse,cuir ; de génisse,cuirs,???,,
toflit18,Garas ; blanc,garas ; blanc,garas ; blanc,toile ; de coton,6,6d,
toflit18,Graisse ; d'ours,graisse ; d'ours,graisse ; d'ours,graisse,4,4,graisse ; d'ours
toflit18,Guinée ; blanc,guinée ; blanc,indienne ; guinée ; blanc,,6,6d,
toflit18,Huitres ; à la daube,huître ; à la daube,huître ; à la daube,huître,0,0a,
toflit18,Mouchois ; de Masulipatan,mouchoir ; de masulipatan,mouchoir ; de masulipatan,mouchoirs,8,8,
toflit18,Toile ; de Bretagne ; de mortaix,toile ; de Bretagne ; de Morlaix,,,,,
toflit18,Beuf ; à la daube,bœuf ; à la daube,bœuf ; à la daube,bœuf ; à la daube,0,0a,
toflit18,Beuf ; à l'Ecarlate,bœuf ; à l'écarlate,bœuf ; à l'écarlate,,0,0a,
toflit18,Bordures ; dorées,bordure ; dorée,bordure ; dorée,bordure,???,,
toflit18,Coëffe ; de Gaze,coiffe ; de gaze,coiffe ; de gaze,chapeaux,8,8,
toflit18,Epées ; d'argent et de cuivre,épée ; d'argent et de cuivre,épée ; d'argent et de cuivre,épées,9,,
toflit18,Pierres ; de St. Fas,pierre ; de St. Fas,pierre ; de St. Fas,,2,,
toflit18,Pioches ; de fer,pioche ; de fer,pioche ; de fer,pioches ; de fer,6,6,
toflit18,Toile ; de lin ; de Marigny,toile ; de lin ; de Marigny,toile ; de lin ; de Marigny,,6,6a,
toflit18,Vin ; d'Aubague,vin ; d'Aubagne,vin ; d'Aubagne,vin ; de france,1,1,
toflit18,Candetas,candeta,candeta,candetas,???,,
toflit18,Damas ; à frange d'argent,damas ; à frange ; d'argent,damas ; à frange ; d'argent,étoffe ; de soie,6,6c,
toflit18,Vin ; de Aubagne,vin ; d'Aubagne,vin ; d'Aubagne,vin ; de france,1,1,
toflit18,Chitte ; étoffe,chitte ; étoffe,chitte ; étoffe,étoffe,6,6,
toflit18,Nelis ; étoffe,nelis ; étoffe,nelis ; étoffe,étoffe,6,6,
toflit18,Taffetas ; foulas,taffetas ; foulas,taffetas ; foulas,taffetas ; foulas,6,6c,
toflit18,Bagues ; de cuivre,bague ; de cuivre,bague ; de cuivre,bague,8,8,
toflit18,Bonnets ; écarlatte,bonnet ; écarlatte,,,,,
toflit18,Croix ; de cuivre,croix ; de cuivre,croix ; de cuivre,croix,8,8,
toflit18,Lampes ; de cuivre,lampe ; de cuivre,lampe ; de cuivre,lampes,8,8,
toflit18,Mords ; de bride,moquette,moquette,moquette,6,6,
toflit18,Pendants ; d'oreilles,pendant ; d'oreille,pendant ; d'oreille,pendants ; d'oreilles,8,8,
toflit18,Toile ; gracienne,toile ; gracienne,toile ; gracienne,,6,6a,
toflit18,Toile ; de Bretagne ; de Pontigny,toile ; de Bretagne ; de Pontivy,,,,,
toflit18,Toile ; de Bretagne ; de Pouldavy,toile ; de Bretagne ; de Pouldavy,toile ; de Bretagne ; de Pouldavy,,6,6a,
toflit18,Toile ; de Bretagne ; rousse,toile ; de Bretagne ; rousse,toile ; de Bretagne ; rousse,,6,6a,
toflit18,Roques ; de stofiche,rogue ; de stockfish,rogue ; de stockfish,,,,
toflit18,Prastre,piastre,monnaie ; piastre,monnaie,9,9a,
toflit18,Bassins ; à barbe,bassin ; à barbe,bassin ; à barbe,bassin,8,8,
toflit18,Fil ; à relingues,fil ; à ralingue,,,,,
toflit18,Guipont,guipon,guipon,guipons,???,,
toflit18,Horloges ; de fable,horlogerie ; horloge ; de table,horlogerie ; horloge ; de table,,8,8,
toflit18,Huile ; fine,huile ; fine,huile ; fine,,4,4,
toflit18,Pluches ; de bois,pluche ; de bois,pluche ; de bois,,,,
toflit18,Spicaceltica,spicaceltica,spicaceltica,spicaceltica,2,,spicaceltica
toflit18,Quilles ; de hêtre,quille ; de hêtre,quille ; de hêtre,quilles ; de hêtre,7,7,
toflit18,Bois ; tord,bois ; tord,bois ; tord,,2,,
toflit18,Bourdille,bourdille,bourdille,bourdille,???,,
toflit18,Epagnolette,espagnolette,étoffe ; espagnolette,étoffe,6,,
toflit18,Feux ; argentés,feu ; argenté,feu ; argenté,flambeaux,8,8,
toflit18,Lassets ; de fleures,lacet ; de fleuret,lacet ; de fleuret,lacets,6,6c,
toflit18,Quincuina,quinquina,drogue ; médicinale ; quinquina,drogue ; médicinale,2,,drogue ; médicinale ; quinquina
toflit18,Trousse ; de fleures,trousse ; de fleures,,,,,
toflit18,Chapelets ; commun,chapelet ; commun,chapelet ; commun,chapelets,8,8,
toflit18,Clavesin,clavecin,clavecin,instruments ; de musique,8,8,
toflit18,Confection ; d'Alrkerme,confection ; d'alkermès,confection ; d'alkermès,,,,
toflit18,Dentelle ; fine,dentelle ; fine,dentelle ; fine,,6,6a,
toflit18,Echalottes,échalote,echalote,echalotes,0,0a,
toflit18,Figures ; de platre,figure ; de bronze,figure ; de bronze,figure ; de bronze,8,8,
toflit18,Oeüillards ; de brie,œuillard ; de Brie,œuillard ; de Brie,œuillards,6,6,
toflit18,Potterie ; de fer,poterie ; de fer,poterie ; de fer,poterie,6,6,
toflit18,Marmittes,marmite,marmite,marmites,6,6,
toflit18,Tuile ; cirée,toile ; cirée,,,,,
toflit18,Tuile ; de lin ; de Laval,tuile ; de lin ; de Laval,toile ; de lin ; de Laval,,6,6a,
toflit18,Chrits ; d'yvoire,christ ; d'ivoire,christ ; d'ivoire,christ ; d'ivoire,8,8,
toflit18,Cloches ; de verre,cloche ; de verre,cloche ; de verre,cloches,8,8,
toflit18,Dentelle ; de Roüen,dentelle ; de fil ; de Rouen,,,,,
toflit18,Gaze ; de soye et argent,gaze ; de soie et d'argent,gaze ; de soie et d'argent,gaze,6,6c,
toflit18,Toile ; coffre,toile ; coffre,,,,,
toflit18,Toile ; linon,toile ; linon,toile ; linon,,6,6a,
toflit18,Drap ; d'Arnelat,drap ; d'Arnetal,drap ; d'Arnetal,drap,6,,
toflit18,Boucles ; d'oreilles,boucle ; d'oreille,boucle ; d'oreille,boucle,8,8,
toflit18,Cordes ; violon,corde ; à violon,corde ; à violon,cordes,6,6,
toflit18,Cordons ; d'or,cordon ; d'or,cordon ; d'or,cordons,6,6,
toflit18,Esprit ; de bergamotte,esprit ; de bergamote,esprit ; de bergamote,esprit,5,,esprit ; de bergamote
toflit18,Etamine ; de lain,étamine ; de laine,étamine ; de laine,étamine,6,,
toflit18,Extrait ; de genievre,extrait ; de genièvre,extrait ; de genièvre,extrait ; de genièvre,5,,extrait ; de genièvre
toflit18,Ouvrages ; de cuivre ; doré,ouvrage ; de cuivre ; doré,ouvrage ; de cuivre,,6,6,
toflit18,Peaux ; de chevres ; passées,peau ; de chèvre ; passée,peau ; de chèvre ; passée,,2,,
toflit18,Plumes ; d'autruche ; apretées,plume ; d'autruche ; apprêtée,plume ; apprêtée ; d'autruche,,8,8,
toflit18,Tabatieres ; de forme,tabatière ; de forme,tabatière ; de forme,tabatière,8,8,
toflit18,Tapisserais ; de Roüen,tapisseraie ; de Rouen,,,,,
toflit18,Artiffice,artifice,artifice,artifice,???,,
toflit18,Camelot ; ecarlatte,camelot ; des Indes,camelot ; des Indes,camelot,???,,
toflit18,Cartons ; peints,carton ; peint,,,,,
toflit18,Chaises ; de Jongs,chaise ; de jonc,chaise ; de jonc,chaises,8,8,
toflit18,Chaises ; de Rotin,chaise ; de rotin,chaise ; de rotin,,,,
toflit18,Fusils ; vieux,fusil ; vieux,,,,,
toflit18,Hamacts,hamac,hamac,hamac,6,6,
toflit18,Jarretieres ; de filozelle,jarretière ; de filoselle,jarretière ; de filoselle,jarretière,8,8,
toflit18,Ouvrages ; de fil,ouvrage ; de fer,ouvrage ; de fer,ouvrage ; de fer,6,6,
toflit18,Ouvrages ; de Religieuses,ouvrage ; de religieuse,ouvrage ; divers,,???,,
toflit18,Pavés,pavé,pavé,pavés,2,,
toflit18,Raiseaux ; or et argent,réseau ; d'or ; et d'argent,,,,,
toflit18,Tamis ; à tabac,tamis ; à tabac,tamis ; à tabac,tamis,6,6,
toflit18,Tripieds,tripieds,,,,,
toflit18,Bernes,berne,berne,bernes,???,,
toflit18,Castas,castalogne,castalogne,castalogne,6,,
toflit18,Hartreuse,hartreuse,hartreuse,hartreuse,???,,
toflit18,Laine ; à tricoter,laine ; à tricoter,laine ; à tricoter,laine,2,,
toflit18,Mitaines ; garnies de soye,mitaine ; garnies; de soie,mitaine ; garnie de soie,mitaines,8,8,
toflit18,Cardes ; neuves,carde ; neuve,carde ; neuve,cardes,6,6,
toflit18,Drapeaux ; vigognes,drapeau ; vigogne,drapeau ; vigogne,drapeaux,6,,
toflit18,Drapeaux ; my vigogne,drapeau ; mi vigogne,drapeau ; mi vigogne,drapeaux,6,,
toflit18,Christs ; d'yvoire,christ ; d'ivoire,christ ; d'ivoire,christ ; d'ivoire,8,8,
toflit18,Eventails ; de la ffetas,éventail ; de la fetas,,,,,
toflit18,Mitaines ; brodées,mitaine ; brodée,mitaine ; brodée,mitaines,8,8,
toflit18,Paste ; de guimauve,pâte ; de guimauve,pâte ; de guimauve,pâte ; de guimauve,0,0a,
toflit18,Peaux ; de cigne,peau ; de cygne,,,2,,
toflit18,Raz ; de castor,raz ; de castor,raz ; de castor,,6,,
toflit18,Tapisserie ; point d'Hongrie,tapisserie ; point ; de Hongrie,,,,,
toflit18,Toile ; blancart,toile ; blancard,toile ; blancard,,6,6a,
toflit18,Plume ; d'autruche,plume ; d'autruche,plume ; d'autruche,,2,,
toflit18,Toile ; de lin de Roüen,toile ; de lin ; de Rouen,toile ; de lin ; de Rouen,,6,6a,
toflit18,Chardon,chardon,chardon,chardons,2,,chardon
toflit18,Mitaines ; lizerées,mitaine ; liserée,mitaine ; liserée,mitaines,8,8,
toflit18,Toile ; de Roüen,toile ; de Rouen,toile ; de Rouen,,6,6a,
toflit18,Cornes ; de platte,corne ; plate,,,,,
toflit18,Ergots ; de bœuf,ergot ; de bœuf,ergot ; de bœuf,ergots,2,,
toflit18,Galins,galin,galin,galins,???,,
toflit18,Laine ; d'Agnelin,laine ; d'agnelin,laine ; d'agnelin,laine,2,,
toflit18,Laine ; d'Ecosse,laine ; d'...cosse,,,,,
toflit18,Sal ; de verre,sel ; de verre,sel ; de verre,sel,5,,
toflit18,Sapins ; à f. pioche,sapin ; à faire pioche,,,,,
toflit18,Vin ; d'Espagne ; d'Alicant,vin ; d'Espagne ; d'Alicante,vin ; d'Alicante,vin ; étranger,1,1,
toflit18,Acacia,acacia,ouvrage ; de bois,ouvrage ; de bois,6,6,
toflit18,Arcanum ; du plicatum,arcanum ; duplicatum,,,,,
toflit18,Asphaltum,asphalte,asphalte,asphalte,2,,asphalte
toflit18,Asustum,assa fétide,drogue ; médicinale ; assa fétide,drogue ; médicinale,2,,drogue ; médicinale ; assa fétide
toflit18,Bezoüard ; du Tonent,bézoard ; du Tonent,,,,,
toflit18,Bitume ; de Judée,bitume ; de Judée,bitume ; de Judée,bitume ; de judée,5,,bitume ; de Judée
toflit18,Bois ; de Cedre,bois ; de cèdre,bois ; de cèdre,,2,,
toflit18,Bois ; de crabe,bois ; de crabe,bois ; de crabe,,2,,
toflit18,Bois ; à foureau ; d'épée,bois ; à fourreau d'épée,bois ; à fourreau d'épée,,2,,
toflit18,Bois ; de Japon,bois ; du Japon,bois ; du Japon,,2,,
toflit18,Bois ; de Levant,bois ; du Levant,,,,,
toflit18,Bois ; de pourpre,bois ; de pourpre,,,,,
toflit18,Braulé,braule,braule,braule,???,,
toflit18,Calamus ; armoatisé,calamus ; aromatisé,calamus ; aromatisé,calamus ; aromatisé,2,,calamus ; aromatisé
toflit18,Cardes ; à drapier,carde ; à drapier,carde ; à drapier,cardes,6,6,
toflit18,Cendre ; broyée ; à l'huile,cendre ; broyée ; à l'huile,cendre ; broyée ; à l'huile,cendre,5,,
toflit18,Civettes,civette,,,,,
toflit18,Contrayerva,contrahierba,contrahierba,contrahierba,2,,contrahierba
toflit18,Coque ; Levant,coque ; Levant,coque ; Levant,coque ; levant,2,,coque ; Levant
toflit18,Dents ; cheval marin,dent ; de cheval ; marin,dent ; de cheval ; marin,,2,,dent ; de cheval ; marin
toflit18,Eau ; medecinalle,eau ; médicinale,eau ; médicinale,,,,
toflit18,Esprit ; de sel armoniac,esprit ; de sel,esprit ; de sel,esprit,5,,esprit ; de sel
toflit18,Esteres ; de jong,estampe et gravure,estampe et gravure,estampes et gravures,8,8,
toflit18,Fleur ; d'esquinante,fleur ; d'esquinante,fleur ; d'esquinante,fleurs,2,,fleur ; d'esquinante
toflit18,Folium ; indi,folium,folium,folicule,2,,
toflit18,Fouets,fouet,fouet,fouets,6,6,
toflit18,Galbamum,galbanum,galbanum,drogues,2,,galbanum
toflit18,Gome ; adragan,gomme ; adragante,gomme ; adragante,,2,,gomme ; adragante
toflit18,Gome ; animée,gomme ; animée,gomme ; animée,gomme,2,,gomme ; animée
toflit18,Gome ; armoniac,gomme ; ammoniac,gomme ; ammoniac,gomme,5,,
toflit18,Gome ; de cedre,gomme ; de cèdre,gomme ; de cèdre,gomme,2,,gomme ; de cèdre
toflit18,Gome ; elemy,gomme ; élemi,,,,,
toflit18,Graine ; d'ambrette,graine ; d'ambrette,graine ; d'ambrette,graine,2,,
toflit18,Graine ; d'anis,graine ; d'anis,graine ; d'anis,graine,2,,
toflit18,Huile ; de rhodes,huile ; de Rhodes,,,,,
toflit18,Lacques ; ronde,laque ; ronde,,,,,
toflit18,Laine ; de Brabant,laine ; de Brabant,laine ; de Brabant,,,,
toflit18,Laine ; de Danemark,laine ; de Danemark,laine ; de Danemark,laine,2,,
toflit18,Laine ; de Venise,laine ; de Venise,laine ; d'Italie,laine,2,,
toflit18,Linge ; de la table ; damassé,linge ; de table ; damassé,linge ; de table ; damassé,linge,???,,
toflit18,Muse,muse,muse,muse,???,,
toflit18,Os ; de cœur ; de beuf,os ; de cœur ; de bœuf,os ; de cœur ; de bœuf,os ; de bœuf,2,,
toflit18,Papier ; brun,papier ; brun,papier ; brun,papier,6,6,
toflit18,Papier ; des Indes,papier ; des Indes,papier ; des Indes,papier,6,6,
toflit18,Papier ; noir,papier ; noir,papier ; noir,papier,6,6,
toflit18,Peaux ; de léopard,peau ; de léopard,peau ; de léopard,peaux,2,,
toflit18,Pierres ; pourrie,pierre ; pourrie,pierre ; pourrie,,2,,
toflit18,Plumes ; à cure-dent,plume ; à cure-dent,,,,,
toflit18,Pointes ; de queue de martre,pointe ; de queue ; de martre,pointe ; de queue ; de martre,pointes ; de queue ; de martre,6,6,
toflit18,Pottin ; gris,potin ; gris,potin ; gris,,6,6,
toflit18,Raisine ; de scamonée,résine ; de scammonée,,,,,
toflit18,Rubuiatinctorum,Garance,,,,,
toflit18,Schine,chine,chine,chine,???,,
toflit18,Sels ; de Saturne,sel ; de saturne,,sel,5,,sel ; de saturne
toflit18,Semences ; de perles,semence ; de perle,,,,,
toflit18,Spalte,spalte,spalte,spalte,???,,
toflit18,Tabac ; ouvré,ouvrage ; de tabac,tabac ; ouvré,tabac,1,1,
toflit18,Terre ; de veronne,terre ; de Vérone,terre ; de Vérone,terre,2,,
toflit18,Testes ; de carabé,tête ; de carabe,,,,,
toflit18,Toile ;cirée,toile ; cirée,,,,,
toflit18,Velour ; d'Ytrez,velours ; d'Ytreck,,,,,
toflit18,Verd ; de montagne,verd ; de montagne,verd ; de montagne,verd,5,,
toflit18,Viperine,vipérine,vipérine,,,,
toflit18,Vulneraires ; de Suisse,vulnéraire ; de Suisse,vulnéraire ; de Suisse,vulnéraires ; de suisse,5,,vulnéraire ; de Suisse
toflit18,Cerneaux,cerneau,cerneau,cerneaux,0,0a,
toflit18,Dents ; de vache marine,dent ; de vache marine,dent ; de vache marine,,2,,
toflit18,Eau ; de Barbades,eau ; de Barbade,,,,,
toflit18,Sucre ; d'Arabe,sucre ; d'arabe,,,,,
toflit18,Aiguiles,aiguille,aiguille,aiguille,6,6,
toflit18,Bois ; à f. foureaux,bois ; à faire des foureaux,,,,,
toflit18,Chivelles,chivelle,chivelle,chivelles,???,,
toflit18,Clinquant ; d'or faux,clinquant ; d'or faux,clinquant ; d'or faux,clinquant ; d'or faux,8,8,
toflit18,Cornes ; platte,corne ; plate,,,,,
toflit18,Léton ; en feüilles,laiton ; en feuille,laiton ; en feuille,laiton,6,6,
toflit18,Queües ; de martre,queue ; de martre,queue ; de martre,,2,,
toflit18,Toutenage,toutenague,toutenague,métaux,6,6,
toflit18,Trictrac,trictrac,trictrac,trictrac,8,8,
toflit18,Vestes ; de bazin,veste ; de basin,,,,,
toflit18,Bois ; de jaraconda,bois ; de jacaranda,bois ; de jacaranda,,2,,
toflit18,Grenade,grenade,grenade,grenades,0,0b,grenade
toflit18,Toile ; de voile,toile ; de voile,toile ; de voile,,6,6a,
toflit18,Colle : forte,colle ; forte,colle ; forte,colle,5,,
toflit18,Saloirs ; de bois,saloir ; de bois,saloir ; de bois,saloirs ; de bois,8,8,
toflit18,Sapins ; pioche,sapin ; à faire pioche,,,,,
toflit18,Vin ; d'Orléans,vin ; d'Orléans,vin ; d'Orléans,vin ; de france,1,1,
toflit18,Agrément ; de soye,agrément ; de soie,agrément ; de soie,agrément,6,6c,
toflit18,Blonde ; d'argent,blonde ; d'argent,blonde ; d'argent,blonde,6,6c,
toflit18,Blonde ; d'or,blonde ; d'or,blonde ; d'or,blonde,6,6c,
toflit18,Bonnets ; montés,bonnet ; monté,,,,,
toflit18,Cachets ; d'argent,cachet ; d'argent,cachet ; d'argent,cachets ; d'argent,8,8,
toflit18,Chapelets ; de coco,chapelet ; de coco,chapelet ; de coco,chapelets,8,8,
toflit18,Cordons ; de montre,cordon ; de montre,cordon ; de montre,cordons,6,6,
toflit18,Dentelle ; d'or,dentelle ; d'or,dentelle ; d'or,,6,6,
toflit18,Domino,domino,domino,domino,8,8,
toflit18,Eau ; de metier,eau ; de mélisse,eau ; de mélisse,eau,5,,eau ; de mélisse
toflit18,Frange ; d'or et d'argent,frange ; or et argent,frange ; or et argent,frange,6,6c,
toflit18,Garnitures ; de bride,garniture ; de bride,garniture ; de bride,garnitures,???,,
toflit18,Matelats ; vieux,matelas ; vieux,matelas ; vieux,,8,8,
toflit18,Point ; d'or,point ; d'or,point ; d'or,point ; d'or,6,6,
toflit18,Point ; or et argent,point ; or ; et argent,,,,,
toflit18,Toilette ; de bois,toilette ; de bois,toilette ; de bois,toilettes,8,8,
toflit18,Trait ; d'or,trait ; d'or,trait ; d'or,trait ; d'or,8,8,
toflit18,Trait ; d'or et d'argent,trait ; d'or ; et d'argent,,,,,
toflit18,Vin ; de poisson,vin ; de poisson,vin ; de poisson,alcool,1,1,
toflit18,Ruban ; de fleures,ruban ; de fleurs,,,,,
toflit18,Quëues ; de martres,queue ; de martre,queue ; de martre,,2,,
toflit18,Toile ; crise,toile ; crise,toile ; crise,,6,6a,
toflit18,Fil ; d'Epinay,fil ; d'Espinay,fil ; d'Espinay,,6,6,
toflit18,Drap ; d'amiens,drap ; d'Amiens,drap ; d'Amiens,drap,6,,
toflit18,Savon ; marbre,savon ; marbre,,,,,
toflit18,Toile ; crin,toile ; crin,,,,,
toflit18,Verres ; vitres,verre ; vitre,,,,,
toflit18,Bois ; d'inde,bois ; d'Inde,bois ; d'Inde,,2,,
toflit18,Fromage ; de Gruïere,fromage ; de Gruyère,fromage ; de Gruyère,fromage,0,0a,
toflit18,Poires et pommes,poire ; et pomme,,,,,
toflit18,Vin ; de Bourgogne ; de Maçon,vin ; de Bourgogne ; de Mâcon,,,,,
toflit18,Arbres ; a planter,arbre ; à planter,arbre ; à planter,arbres et arbrisseaux,2,,
toflit18,Cuirs ; d'hongrie,cuir ; de Hongrie,,,???,,
toflit18,Doüelles ; à barils,douelle ; à baril,,,,,
toflit18,Gallons ; d'or ; fin,gallon ; d'or ; fin,,,,,
toflit18,Pains ; d'épice,pain ; d'épice,pain ; d'épice,pain ; d'épice,0,0a,
toflit18,Plumes ; d'autruches ; appretés,plume ; d'autruche ; apprêtée,plume ; apprêtée ; d'autruche,,8,8,
toflit18,Poudres ; à poudrer,poudre ; à poudrer,poudre ; à poudrer,,,,
toflit18,Bois ; joly,bois ; joli,,,,,
toflit18,Bois . De roüage,bois ; de rouage,bois ; de rouage,,2,,
toflit18,Batteaux,bateau,bateau,bateau,7,7,
toflit18,Bois ; à teinde,bois ; à teindre,bois ; à teindre,,2,,
toflit18,Cabas ; de jongs,cabas ; de jonc,cabas ; de jonc,,6,6,
toflit18,Cardes ; a carder,carde ; à carder,carde ; à carder,cardes,6,6,
toflit18,Caracteres ; à imprimer,caractère ; à imprimer,caractère ; à imprimer,,,,
toflit18,Cendre ; à fumer,cendre ; à fumer,cendre ; à fumer,cendre,5,,
toflit18,Chapeaux ; mi vigogne,chapeau ; mi vigogne,chapeau ; mi vigogne,chapeaux,8,8,
toflit18,Chardons ; a drapiers,chardon ; à drapier,chardon ; à drapier,,,,
toflit18,Cocqs ; d'inde,coq ; d'Inde,coq ; d'Inde,coqs ; d'inde,0,0b,
toflit18,Compotiers; de terre,compotiers; de terre,compotiers; de terre,,,,
