numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
180,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Cire en bougie,,2472,824,Le Mans,,livres,3972,,,,,,0
181,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Cire en bougie,,1500,501,Le Mans,,livres,3972,,,,,,0
182,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Cire jaune,,2400,1128,Rouen,,livres,,,,,,,0
183,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Charbon de terre,,9346,519500,Angleterre,,livres,,,,,,,0
184,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Charbon de terre,,3550,197250,Angleterre,,livres,,,,,,,0
185,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Charbon de terre,,4176,232000,Angleterre,,livres,,,,,,,0
186,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,40,Charbon de terre,,76,2250,Angleterre,,livres,,,,,,,0
187,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Charbon de terre,,891,49500,Angleterre,,livres,,,,,,,0
188,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Charbon de terre,,5958,331000,Angleterre,,livres,,,,,,,0
189,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Chaux,,2400,60,Le Havre,,bariques,6780,,,,,,0
190,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Chaux,,4380,100,Le Havre,,bariques,6780,,,,,,1
191,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Chaux,,4380,54,Le Havre,,barils,6780,,,,,,2
192,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Confitures,,1186,593,Rouen,,livres,1958,,,,,,0
193,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Confitures,,400,200,Rouen,,livres,1958,,,,,,0
194,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Confitures,,372,186,Rouen,,livres,1958,,,,,,0
195,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Corail,,16900,253,Marseille,,livres,,,,,,,0
196,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Cordages,,3330,4757,Russie,,livres,,,,,,,0
197,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Cordages,,3580,7800,Angleterre,,livres,,,,,,,0
198,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Cordages,,27522,50040,Suède,,livres,,,,,,,0
199,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Cordages,,2412,4020,Le Havre,,livres,,,,,,,0
200,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Cordages,,1685,2809,Le Havre,,livres,,,,,,,0
201,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Cordons de fil de lin,,2000,20,Lille,,livres,,,,,,,0
202,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Courtes pointes de coton,,574,12,Angleterre,,en nombre,,,,,,,0
203,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Couteaux de traite,,60,24,Hollande,,douzaines,,,,,,,0
204,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Couteaux de traite,,21827,8731,Hollande,,douzaines,,,,,,,0
205,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Couteaux garnis en argent,,200,3,Paris,,caisses,688,,,,,,0
206,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Couteaux garnis en argent,,488,3,Paris,,caisses,688,,,,,,1
207,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Couteaux garnis en argent,,488,1,Paris,,douzaines,688,,,,,,2
208,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Coutelas,,255,60,Angleterre,,en nombre,,,,,,,0
209,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Couvertures de coton,,2811,102,Rouen,,en nombre,3361,,,,,,0
210,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Couvertures de coton,,550,24,Rouen,,en nombre,3361,,,,,,0
211,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Couvertures diverses pour nègres,,18220,3708,,,en nombre,19094,,,,,,0
212,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Couvertures diverses pour nègres,,874,172,,,en nombre,19094,,,,,,0
213,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Couvertures diverses pour nègres,,3000,240,,,en nombre,,,,,,,0
214,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Couvertures de laine,,1722,287,Bordeaux,,en nombre,,,,,,,0
215,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Couvertures de laine,,900,60,Rouen,,en nombre,4290,,,,,,0
216,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Couvertures de laine,,3390,226,Rouen,,en nombre,4290,,,,,,0
217,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Couvertures de laine,,3000,200,Rouen,,en nombre,,,,,,,0
218,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Couvertures de laine,,12864,1072,Angleterre,,en nombre,,,,,,,0
219,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Couvertures de laine,,6864,527,Angleterre,,en nombre,,,,,,,0
220,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Craye,,1235,27456,Rouen,,livres,,,,,,,0
221,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Crin frisé,,24763,19811,Russie,,livres,28242,,,,,,0
222,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Crin frisé,,1540,1232,Russie,,livres,28242,,,,,,0
223,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,41,Crin frisé,,1437,1150,Russie,,livres,28242,,,,,,0
224,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,41,Crin frisé,,252,202,Russie,,livres,28242,,,,,,0
225,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Crin frisé,,250,200,Rennes,,livres,28242,,,,,,0
226,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Cuirs de vaches tannées,,480,200,Le Havre,,livres,,,,,,,0
227,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Cuivrerie,,800,450,Angleterre,,livres,,,,,,,0
228,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Cuivrerie,,7000,3500,Angleterre,,livres,,,,,,,0
229,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Cuivre en feuilles,,7932,4175,Angleterre,,livres,16583,,,,,,0
230,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Cuivre en feuilles,,8651,4553,Angleterre,,livres,16583,,,,,,0
231,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Cuivre en feuilles,,39572,20830,Angleterre,,livres,,,,,,,0
232,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Cuivre ouvré,,526,263,Angleterre,,livres,,,,,,,0
233,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Cuivre ouvré,,26000,7900,Angleterre,,livres,,,,,,,0
234,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Cuivre ouvré en baignoire,,364,,Paris,,,2014,,,,,,0
235,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Cuivre ouvré en baignoire,,1250,,Paris,,,2014,,,,,,0
236,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,41,Cuivre ouvré en baignoire,,400,,Paris,,,2014,,,,,,0
237,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Dentelle de fil,,9050,9,Lille,,livres,9850,,,,,,0
238,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Dentelle de fil,,600,12,Lille,,onces,9850,,,,,,0
239,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,41,Dentelle de fil,,200,4,Lille,,onces,9850,,,,,,0
240,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Draps divers,,50,"2,5",Elbeuf,,aunes,,,,,,,0
241,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Draps de laine,,6300,254,Louviers,,aunes,6450,,,,,,0
242,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Draps de laine,,150,5,Louviers,,aunes,6450,,,,,,0
243,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Drap,,31716,1229,Sedan,,aunes,34296,,,,,,0
244,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,41,Drap,,2580,89,Sedan,,aunes,34296,,,,,,0
245,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Drap,,29268,1084,Angleterre,,aunes,,,,,,,0
246,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Drap,,2900,900,Beauvais,,aunes,,,,,,,0
247,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Drap,,80730,8970,Carcassonne,,aunes,,,,,,,0
248,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Drap,,2800,196,Reims,,aunes,,,,,,,0
249,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Drap,,11421,1269,Abbeville,,aunes,,,,,,,0
250,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Drap petit dit raz maroc,,1256,314,Amiens,,aunes,,,,,,,0
251,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Drogues odorantes (ambre),,7200,120,Dantzick,,livres,,,,,,,0
252,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Drogues médicinales,,218,,Hambourg,,,2622,,,,,,0
253,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Drogues médicinales,,2100,,Hambourg,,,2622,,,,,,0
254,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,41,Drogues médicinales,,280,,Hambourg,,,2622,,,,,,0
255,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Drogues médicinales,,24,,Hambourg,,,2622,,,,,,0
256,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Drogues médicinales,,386,,Hambourg,,,,,,,,,0
257,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Herbes médicinales,,745,444,Marseille,,livres,,,,,,,0
258,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Médicaments composés,,4815,,Paris,,,15907,,,,,,0
259,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Médicaments composés,,900,,Paris,,,15907,,,,,,0
260,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,41,Médicaments composés,,1600,,Paris,,,15907,,,,,,0
261,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Médicaments composés,,8592,,Paris,,,15907,,,,,,0
262,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Médicaments composés,,600,,Paris,,,,,,,,,0
263,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Médicaments composés,,4840,,Angleterre,,,,,,,,,0
264,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Médicaments composés,,800,,Angleterre,,,,,,,,,0
265,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Drogues pour la peinture et teinture,,55,,,,,317,,,,,,0
266,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,41,Drogues pour la peinture et teinture,,114,,,,,317,,,,,,0
267,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Drogues pour la peinture et teinture,,148,,,,,317,,,,,,0
268,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Pierre bleue,,1290,98,Angleterre,,livres,,,,,,,0
269,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Peinture broyée,,2792,13988,,,livres,18801,,,,,,0
270,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Peinture broyée,,14538,20769,,,livres,18801,,,,,,0
271,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Peinture broyée,,1471,2102,,,livres,18801,,,,,,0
272,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Eau d'odeur,,286,143,Paris,,livres,986,,,,,,0
273,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Eau d'odeur,,700,350,Paris,,livres,986,,,,,,0
274,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie de genièvre,,32212,185,Ostende,,muids,,,,,,,1
275,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie de genièvre,,32212,240,Ostende,,pintes,,,,,,,2
276,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie de genièvre,,12463,72,Hollande,,muids,,,,,,,1
277,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie de genièvre,,12463,36,Hollande,,pintes,,,,,,,2
278,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie d'Andaye,,345,2,Bayonne,,muids,,,,,,,1
279,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie d'Andaye,,345,24,Bayonne,,pintes,,,,,,,2
280,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie simple,,128068,684,Bordeaux,,muids,,,,,,,1
281,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie simple,,128068,36,Bordeaux,,pintes,,,,,,,2
282,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie simple,,20526,118,Cette,,muids,,,,,,,1
283,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie simple,,20526,256,Cette,,pintes,,,,,,,2
284,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Eau de vie simple,,218,1,La Rochelle,,muids,,,,,,,1
285,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,41,Eau de vie simple,,218,76,La Rochelle,,pintes,,,,,,,2
286,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,41,Eau de vie simple,,142,236,La Rochelle,,pintes,,,,,,,0
287,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,41,Eau de vie simple,,47,72,La Rochelle,,pintes,,,,,,,0
288,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Eau de vie simple,,524,3,La Rochelle,,muids,,,,,,,1
289,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Eau de vie simple,,524,10,La Rochelle,,pintes,,,,,,,2
290,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Bourbon,,41,Eau de vie simple,,274,1,La Rochelle,,muids,,,,,,,1
291,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Bourbon,,41,Eau de vie simple,,274,168,La Rochelle,,pintes,,,,,,,2
292,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie simple,,39294,227,La Rochelle,,muids,,,,,,,1
293,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,41,Eau de vie simple,,39294,100,La Rochelle,,pintes,,,,,,,2
294,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,41,Encre rouge,,300,5,Angleterre,,bouteilles,,,,,,,0
295,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Epicerie mêlée,,1256,,Angleterre,,,,,,,,,0
296,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Epicerie mêlée,,600,,Angleterre,,,,,,,,,0
297,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,42,Epicerie mêlée,,1150,,Angleterre,,,,,,,,,0
298,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Epicerie mêlée,,48,,Angleterre,,,,,,,,,0
299,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Estampes,,685,,Paris,,,,,,,,,0
300,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etain ouvré,,695,695,Le Havre,,livres,1767,,,,,,0
301,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etain ouvré,,300,300,Le Havre,,livres,1767,,,,,,0
302,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,42,Etain ouvré,,350,294,Le Havre,,livres,1767,,,,,,0
303,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,42,Etain ouvré,,422,310,Le Havre,,livres,1767,,,,,,0
304,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etain ouvré,,2000,2250,Le Havre,,livres,,,,,,,0
305,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etoffe de coton en drap et velours,,6075,1215,Rouen,,aunes,8525,,,,,,0
306,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,42,Etoffe de coton en drap et velours,,650,130,Rouen,,aunes,8525,,,,,,0
307,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,42,Etoffe de coton en drap et velours,,1800,335,Rouen,,aunes,8525,,,,,,0
308,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe de coton en drap et velours,,300,100,Rouen,,aunes,,,,,,,0
309,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,42,Etoffe de coton en drap et velours,,3700,300,Angleterre,,aunes,,,,,,,0
310,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe de camelot dit bayette,,21453,5716,Beauvais,,aunes,,,,,,,0
311,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,42,Etoffe bayette,,300,100,Angleterre,,aunes,,,,,,,0
312,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe bayette,,5040,1680,Angleterre,,aunes,,,,,,,0
313,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe callemande de laine,,200,72,Lille,,aunes,1530,,,,,,0
314,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etoffe callemande de laine,,1330,466,Lille,,aunes,1530,,,,,,0
315,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe de laine,,8400,2800,Hambourg,,aunes,,,,,,,0
316,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe burat,,2300,577,Reims,,aunes,9410,,,,,,0
317,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etoffe burat,,7110,1896,Reims,,aunes,9410,,,,,,0
318,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etoffe camelot laine,,26500,5300,Lille,,aunes,,,,,,,0
319,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe étamine laine,,6300,2522,Reims,,aunes,20400,,,,,,0
320,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etoffe étamine laine,,9100,6716,Reims,,aunes,20400,,,,,,0
321,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,42,Etoffe étamine laine,,5000,903,Reims,,aunes,20400,,,,,,0
322,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe flanelle,,90,58,Reims,,aunes,990,,,,,,0
323,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etoffe flanelle,,900,276,Reims,,aunes,990,,,,,,0
324,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe flanelle,,700,400,Angleterre,,aunes,,,,,,,0
325,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,42,Etoffe de laine,,13741,6017,Angleterre,,aunes,,,,,,,0
326,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etoffe prunelle laine,,6000,1223,Abbeville,,aunes,,,,,,,0
327,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe prunelle laine,,1200,200,Lille,,aunes,,,,,,,0
328,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe satinette,,2100,600,Rouen,,aunes,,,,,,,0
329,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,42,Etoffe dite belinge,,210,140,,,aunes,,,,,,,0
330,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe fil en coton,,16400,4100,Rouen,,aunes,,,,,,,0
331,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe de soye,,8827,"160,5",Lyon,,aunes,11084,,,,,,0
332,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etoffe de soye,,2145,391,Lyon,,livres,11084,,,,,,0
333,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,42,Etoffe de soye,,112,4,Lyon,,livres,11084,,,,,,0
334,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Bourbon,,42,Etoffe de soye,,504,12,Lyon,,livres,,,,,,,0
335,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe de soye,,17050,310,Lyon,,livres,,,,,,,0
336,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe de soye,,330,6,Paris,,livres,,,,,,,0
337,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe de soye,,1475,485,Nîmes,,aunes,,,,,,,0
338,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,42,Etoffe satin,,250,25,Lyon,,aunes,,,,,,,0
339,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe soyerie,,12500,250,Lyon,,aunes,,,,,,,0
340,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Etoffe soye et laine,,400,112,Lyon,,aunes,1240,,,,,,0
341,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Etoffe soye et laine,,640,125,Lyon,,aunes,1240,,,,,,0
342,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,42,Etoffe soye et laine,,200,80,Lyon,,aunes,1240,,,,,,0
343,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe au quart de soye,,4455,1609,Nîmes,,aunes,,,,,,,0
344,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe au sixième de soye,,873,410,Paris,,aunes,,,,,,,0
345,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Etoffe soye et coton,,1220,209,Nîmes,,aunes,,,,,,,0
346,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,42,Etoffe sirsacas,,60,22,Paris,,aunes,,,,,,,0
347,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Farine,,25954,173030,Isle de France,,livres,54270,,,,,,0
348,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Farine,,14784,98560,Isle de France,,livres,54270,,,,,,0
349,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,42,Farine,,8569,57124,Isle de France,,livres,54270,,,,,,0
350,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,42,Farine,,4963,33085,Isle de France,,livres,54270,,,,,,0
351,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Bourbon,,42,Farine,,1980,13200,Isle de France,,livres,,,,,,,0
352,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Farine,,5116,34109,Isle de France,,livres,,,,,,,0
353,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Farine,,14600,97335,Pontoise,,livres,78587,,,,,,0
354,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Farine,,50253,335025,Pontoise,,livres,78587,,,,,,0
355,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,42,Farine,,12420,82800,Pontoise,,livres,78587,,,,,,0
356,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,42,Farine,,1314,8760,Pontoise,,livres,78587,,,,,,0
357,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,42,Farine,,14334,95560,Pontoise,,livres,,,,,,,0
358,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,42,Farine,,30730,204870,Bordeaux,,livres,66297,,,,,,0
359,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,42,Farine,,32016,213440,Bordeaux,,livres,66297,,,,,,0
360,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,42,Farine,,2640,17600,Bordeaux,,livres,66297,,,,,,0
