numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
63,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,36,Suif en chandelle,,696,1160,Hambourg,,livres,,,,,,,0
64,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,36,Suif en chandelle,,591,985,Marseille,,livres,,,,,,,0
65,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,36,Toile bazin de coton,,65,26,Ferol,,aunes,,,,,,Origine : sans doute Ferrole,0
66,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,36,Toile coutil fil,,2124,607,Rouen,,livres,,,,,,,0
67,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,36,Toile blanche,,150,50,Férol,,aunes,,,,,,Origine : sans doute Ferrole,0
68,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,36,Toile de Bretagne,,24480,10200,Nantes,,aunes,,,,,,,0
69,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,36,Toile à voile,,67,30,Ferol,,aunes,,,,,,,0
70,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vins de liqueur,,179,212,Bordeaux,,bouteilles,,,,,,,0
71,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin de Gaillac,,3200,27,Bordeaux,,muids,,,,,,,1
72,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin de Gaillac,,3200,218,Bordeaux,,pintes,,,,,,,2
73,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin d'Agenais,,525,5,Bordeaux,,muids,,,,,,,1
74,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin d'Agenais,,525,60,Bordeaux,,pintes,,,,,,,2
75,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,697,26,Isle de Ré,,muids,,,,,,,1
76,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,697,262,Isle de Ré,,pintes,,,,,,,2
77,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin de ville,,9264,80,Bordeaux,,muids,,,,,,,1
78,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin de ville,,9264,40,Bordeaux,,pintes,,,,,,,2
79,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,1182,9,Bordeaux,,muids,,,,,,,1
80,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,1182,158,Bordeaux,,pintes,,,,,,,2
81,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,990,31,Saintonge,,muids,,,,,,,1
82,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,990,72,Saintonge,,pintes,,,,,,,2
83,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,3575,111,Charente,,muids,,,,,,,1
84,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,3575,282,Charente,,pintes,,,,,,,2
85,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,4565,144,Riberon,,muids,,,,,,,1
86,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,37,Vin,,4565,28,Riberon,,pintes,,,,,,,2
87,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
88,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
89,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
90,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
91,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
92,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
93,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
94,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
95,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
96,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
97,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
98,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
99,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
100,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
101,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
102,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
103,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
104,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
105,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
106,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
107,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
108,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
109,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
110,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
111,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
112,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
113,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
114,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
115,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
116,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
117,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
118,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
119,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
120,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
121,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
122,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
123,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
124,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
125,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
126,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
127,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
128,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
129,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
130,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
131,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
132,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
133,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
134,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
135,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
136,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
137,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
138,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
139,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
140,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
141,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
142,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
143,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
144,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
145,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
146,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
147,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
148,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
149,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
150,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
151,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
152,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
153,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
154,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
155,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
156,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
157,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
158,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
159,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
160,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
161,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
162,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
163,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
164,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
165,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
166,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
167,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
168,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
169,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
170,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
171,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
172,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
173,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
174,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
175,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
176,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
177,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
178,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
179,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
180,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
181,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
182,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
183,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
184,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
185,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
186,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
187,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
188,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
189,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
190,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
191,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
192,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
193,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
194,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
195,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
196,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
197,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
198,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
199,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
200,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
201,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
202,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
203,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
204,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
205,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
206,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
207,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
208,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
209,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
210,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
211,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
212,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
213,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
214,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
215,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
216,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
217,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
218,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
219,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
220,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
221,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,,,,,,,,,,,,,,,
