numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Unverified
31,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Arcenic,Espagne,250,livres,"0,25",62,"-0,5",,1
32,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Argent vif,Espagne,50,livres,5,250,0,,1
33,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Barres ; de bois,Espagne,108,en nombre,1,108,0,,1
34,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bas ; de cotton,Espagne,902,livres,5,4510,0,,1
35,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bas ; de fil,Espagne,117,livres,5,585,0,,1
36,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,bas ; de filozelle,Espagne,890,livres,15,13350,0,,1
37,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bas ; de laine,Espagne,4043,livres,6,24258,0,,1
38,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bas ; de soye,Espagne,867,livres,40,34680,0,,1
39,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Batanonis,Espagne,784,pièces,3,2352,0,,1
40,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bazin,Espagne,2190,livres,6,13140,0,,1
41,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Beurre,Espagne,1850,livres,"0,35",647,"-0,5",,1
42,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bierre,Espagne,2,barriques,40,80,0,,1
43,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bierre,Espagne,308,livres,"0,05",15,"-0,4",,1
44,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bled ; froment,Espagne,21192,charges,24,508608,0,,1
45,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bois ; de Brezil,Espagne,1009,livres,"0,5",504,"-0,5",,1
46,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bois ; de campeche,Espagne,11075,livres,"0,25",2768,"-0,75",,1
47,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bois ; de construction,Espagne,882,pièces,20,17640,0,,1
48,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bois ; fustel,Espagne,12100,livres,"0,1",1210,0,,1
49,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bois ; merrain ; a tonneaux,Espagne,240,tonneaux,10,2400,0,,1
50,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bonnets ; de cotton,Espagne,220,livres,8,1760,0,,1
51,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bonnets ; de fil,Espagne,78,livres,9,702,0,,1
52,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bonnets ; de laine,Espagne,450,livres,1,450,0,,1
53,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bonnets ; de laine,Espagne,490,douzaines,10,4900,0,,1
54,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bouchons ; de liege,Espagne,150,livres,3,450,0,,1
55,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bours ; de fil,Espagne,50,pièces,6,300,0,,1
56,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bours ; de laine,Espagne,453,pièces,10,4530,0,,1
57,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bouteilles ; de verre,Espagne,250,livres,"0,2",50,0,,1
58,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Bray ; sec,Espagne,20000,livres,"0,1",2000,0,,1
59,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Cacao,Espagne,114448,livres,"1,4",160277,"49,8",erreur d'écriture 160 227,1
60,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Caffé,Espagne,3807,livres,"0,9",3426,"-0,3",,1
61,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Callemande,Espagne,2634,livres,4,10536,0,,1
62,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Canelle,Espagne,2207,livres,10,22070,0,,1
63,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Capres,Espagne,5778,livres,"0,3",1733,"-0,4",,1
64,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Cardes ; a carder,Espagne,1720,livres,2,3440,0,,1
65,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Carreaux ; de terre,Espagne,928,milliers,20,18560,0,,1
66,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Cartons,Espagne,570,livres,"0,5",285,0,,1
67,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Cendre ; gravelée,Espagne,3000,livres,"0,25",750,0,,1
68,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Cercles ; a tonneaux,Espagne,19,milliers,40,760,0,,1
69,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Ceruze,Espagne,2096,livres,"0,25",524,0,,1
70,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Chaises ; de paille,Espagne,117,douzaines,10,1170,0,,1
71,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Chandelle,Espagne,25036,livres,"0,4",10014,"-0,4",,1
72,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Chanvre ; peigné,Espagne,14915,livres,"0,35",5220,"-0,25",,1
73,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Chapeaux ; de paille,Espagne,15,douzaines,12,180,0,,1
74,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Chapeaux ; poil et laine,Espagne,2939,douzaines,60,176340,0,,1
75,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Charbon ; de terre,Espagne,3100,chapeaux ???,5,15500,0,,1
76,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Chataignes,Espagne,13846,livres,"0,05",692,"-0,3",,1
77,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1762,Exports,Marseille,2,Cheveux,Espagne,48,livres,20,960,0,,1
78,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cire ; blanche,Espagne,6515,livres,2,13030,0,,1
79,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cire ; jaune,Espagne,26043,livres,"1,5",39064,"-0,5",,1
80,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cloux ; de fer,Espagne,14293,livres,"0,25",3573,"-0,25",,1
81,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Colle ; forte,Espagne,15334,livres,"0,4",6133,"-0,6",,1
82,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Colle ; de poisson,Espagne,200,livres,10,2000,0,,1
83,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Coloquinte,Espagne,70,livres,"1,5",105,0,,1
84,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Confitures,Espagne,8339,livres,1,8339,0,,1
85,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cochon ; salé,Espagne,9060,livres,"0,35",3171,0,,1
86,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cornes ; de cerf ; rapées,Espagne,200,livres,"0,3",60,0,,1
87,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cotton ; filé,Espagne,85730,livres,"1,1",94303,0,,1
88,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cotton ; en laine,Espagne,685,livres,1,685,0,,1
89,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cotonne,Espagne,2785,livres,3,8355,0,,1
90,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Couperose,Espagne,12775,livres,"0,09",1149,"-0,75",,1
91,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Couteaux,Espagne,300,livres,2,600,0,,1
92,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Couvertures ; de laine,Espagne,550,livres,2,1100,0,,1
93,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Craye,Espagne,2635,livres,4,10540,0,,1
94,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Crin,Espagne,600,livres,"0,75",450,0,,1
95,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cuirs ; de bœuf ; en poil,Espagne,20541,cuirs,18,369738,0,,1
96,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cuirs ; de bœuf ; tannés,Espagne,23556,livres,"0,6",14133,"-0,6",,1
97,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cuirs ; de russie,Espagne,1300,livres,1,1300,0,,1
98,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cuir ?? ; ouvré,Espagne,592,livres,"1,5",888,0,cuivre ???,1
99,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Cuivre ; tangoul,Espagne,30205,livres,"0,9",27184,"-0,5",,1
100,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Dattes,Espagne,3294,livres,"0,24",790,"-0,56",,1
101,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Dentelle ; du Puy,Espagne,200,livres,50,10000,0,,1
102,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Dorure ; fine,Espagne,2114,livres,100,211400,0,,1
103,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Drap ; londrin,Espagne,2990,livres,7,20930,0,,1
104,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Draperie ; ordinaire,Espagne,152521,livres,6,915126,0,,1
105,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Draperie ; petite,Espagne,167187,livres,3,501561,0,,1
106,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Drogueries,Espagne,115801,livres,1,115801,0,,1
107,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Eau ; de fleur d'orange,Espagne,230,livres,"0,4",92,0,,1
108,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Eau ; forte,Espagne,5186,livres,1,5186,0,,1
109,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Eau ; de lavande,Espagne,775,livres,1,775,0,,1
110,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Eau ; de melice,Espagne,117,livres,1,117,0,,1
111,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille - Exports - 1762.csv,Local,1760,Exports,Marseille,3,Eau ; de la Reyne d'hongrie,Espagne,4073,livres,"0,75",3054,"-0,75",,1
