line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,Local,1758,Marseille,,Espagne,Exports,bijouterie,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,Local,1758,Marseille,,Espagne,Exports,biscuit,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627,Local,1758,Marseille,,Espagne,Exports,bled froment,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628,Local,1758,Marseille,,Espagne,Exports,bois de Brezil,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629,Local,1758,Marseille,,Espagne,Exports,bois a bruler,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630,Local,1758,Marseille,,Espagne,Exports,bois de campeche,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631,Local,1758,Marseille,,Espagne,Exports,bois de chene,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632,Local,1758,Marseille,,Espagne,Exports,Bois de Construction,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633,Local,1758,Marseille,,Espagne,Exports,bois fustel,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634,Local,1758,Marseille,,Espagne,Exports,bois merrain,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,Local,1758,Marseille,,Espagne,Exports,bois de sandal,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636,Local,1758,Marseille,,Espagne,Exports,bois de sapin,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,Local,1758,Marseille,,Espagne,Exports,Bonnets de Coton,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,Local,1758,Marseille,,Espagne,Exports,Bonnets de Laine,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639,Local,1758,Marseille,,Espagne,Exports,bonnets de soye,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,Local,1758,Marseille,,Espagne,Exports,bouchons de liege ,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,Local,1758,Marseille,,Espagne,Exports,bours de coton,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642,Local,1758,Marseille,,Espagne,Exports,bours de levant,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643,Local,1758,Marseille,,Espagne,Exports,bours de soye,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644,Local,1758,Marseille,,Espagne,Exports,bray sec,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645,Local,1758,Marseille,,Espagne,Exports,bouteille de verre,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6646,Local,1758,Marseille,,Espagne,Exports,brun rouge,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647,Local,1758,Marseille,,Espagne,Exports,cacao,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6648,Local,1758,Marseille,,Espagne,Exports,caffé,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649,Local,1758,Marseille,,Espagne,Exports,canefice,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650,Local,1758,Marseille,,Espagne,Exports,canelle,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,Local,1758,Marseille,,Espagne,Exports,cantarides,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,Local,1758,Marseille,,Espagne,Exports,capots,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653,Local,1758,Marseille,,Espagne,Exports,capres,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654,Local,1758,Marseille,,Espagne,Exports,cardes a carder,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6655,Local,1758,Marseille,,Espagne,Exports,carreaux de briques,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656,Local,1758,Marseille,,Espagne,Exports,cartes a joüer,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657,Local,1758,Marseille,,Espagne,Exports,cendre gravelée,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6658,Local,1758,Marseille,,Espagne,Exports,cercles de bois,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659,Local,1758,Marseille,,Espagne,Exports,ceruze,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6660,Local,1758,Marseille,,Espagne,Exports,chair salée,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661,Local,1758,Marseille,,Espagne,Exports,chandelle,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662,Local,1758,Marseille,,Espagne,Exports,Chamvres peigné,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663,Local,1758,Marseille,,Espagne,Exports,chapeaux poil et laine,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664,Local,1758,Marseille,,Espagne,Exports,Cheveux,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6665,Local,1758,Marseille,,Espagne,Exports,Chocolat,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666,Local,1758,Marseille,,Espagne,Exports,cire blanche,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667,Local,1758,Marseille,,Espagne,Exports,Cire jaune,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6668,Local,1758,Marseille,,Espagne,Exports,clous de fer,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6669,Local,1758,Marseille,,Espagne,Exports,Colle forte,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6670,Local,1758,Marseille,,Espagne,Exports,colle de poisson,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671,Local,1758,Marseille,,Espagne,Exports,confitures,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,Local,1758,Marseille,,Espagne,Exports,corail,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673,Local,1758,Marseille,,Espagne,Exports,corbeilles d’ozier,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6674,Local,1758,Marseille,,Espagne,Exports,cordages de chanvre,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675,Local,1758,Marseille,,Espagne,Exports,cordage de cerf rapé,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6676,Local,1758,Marseille,,Espagne,Exports,cotton filé,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677,Local,1758,Marseille,,Espagne,Exports,Cotton en laine,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6678,Local,1758,Marseille,,Espagne,Exports,couffes a boulanger,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6679,Local,1758,Marseille,,Espagne,Exports,couperose,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,Local,1758,Marseille,,Espagne,Exports,couteaux,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6681,Local,1758,Marseille,,Espagne,Exports,couvertures,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682,Local,1758,Marseille,,Espagne,Exports,craye,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6683,Local,1758,Marseille,,Espagne,Exports,creme de tartre,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,Local,1758,Marseille,,Espagne,Exports,cuirs de beuf en poil,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,Local,1758,Marseille,,Espagne,Exports,cuirs de beuf tannés,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686,Local,1758,Marseille,,Espagne,Exports,cuivre tangoul,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687,Local,1758,Marseille,,Espagne,Exports,cuirs tannées,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6688,Local,1758,Marseille,,Espagne,Exports,dattes,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6689,Local,1758,Marseille,,Espagne,Exports,dentelle du Puy,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6690,Local,1758,Marseille,,Espagne,Exports,dorure fine,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
