quantity_unit,marchandises_normalisees,N2_quantity_unit_ajustees,N2_u_conv,N2_q_conv,N2_Remarque_unit,source_hambourg,incertitude_unit,need_geo
pièces,Jaspe ; ouvré,pièces,pieces,1,,0,,0
pièces,Lanillas,pièces,pieces,1,,0,,0
pièces,Librairie,pièces,pieces,1,,0,,0
pièces,Lie de Vin,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Ligatures,pièces,pieces,1,,0,,0
pièces,Ligatures ; de fil et soie,pièces,pieces,1,,0,,0
pièces,Ligatures ou Droguet ; de fil et laine,pièces,pieces,1,,0,,0
pièces,Lilas,pièces,pieces,1,,0,,0
pièces,Limeneas,pièces,pieces,1,,0,,0
pièces,Linge ; de table,pièces,pieces,1,,0,,0
pièces,Lingerie,pièces,pieces,1,,0,,0
pièces,Lingettes,pièces,pieces,1,,0,,0
pièces,Liqueur,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Marbre ; brut,pièces,pieces,1,,0,,0
pièces,Marbre ; en Pierre,pièces,pieces,1,,0,,0
pièces,Marchandise ; prohibée,pièces,pieces,1,,0,,0
pièces,Marchandises ; blanches,pièces,pieces,1,,0,,0
pièces,Merrain,pièces,pieces,1,,0,,0
pièces,Mollerons,pièces,pieces,1,,0,,0
pièces,Monnaie ; Sequin,pièces,pieces,1,,0,,0
pièces,Moquette,pièces,pieces,1,,0,,0
pièces,Moucade,pièces,pieces,1,,0,,0
pièces,Mouchoir,pièces,pieces,1,,0,,0
pièces,Mouchoir ; d'indienne,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de Bengal,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de Cholet,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de Madras,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de Pondichéry,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de Romald,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de Rouen,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de coton,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de fil,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de fil et coton,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de masulipatan,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de siamoise,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de soie,pièces,pieces,1,,0,,0
pièces,Mouchoir ; de toile ; de Cholet,pièces,pieces,1,,0,,0
pièces,Mouchoir ; des Indes,pièces,pieces,1,,0,,0
pièces,Mouchoir ; peints,pièces,pieces,1,,0,,0
pièces,Mouchoir ; à vignettes,pièces,pieces,1,,0,,0
pièces,Mousseline,pièces,pieces,1,,0,,0
pièces,Mousseline ; des Indes,pièces,pieces,1,,0,,0
pièces,Neganepeau,pièces,pieces,1,,0,,0
pièces,Nelis ; étoffe,pièces,pieces,1,,0,,0
pièces,Osier,pièces,pieces,1,,0,,0
pièces,Pagne,pièces,pieces,1,,0,,0
pièces,Panestons,pièces,pieces,1,,0,,0
pièces,Papier ; bâtard ; fin,pièces,pieces,1,,0,,0
pièces,Papier ; peint,pièces,pieces,1,,0,,0
pièces,Pariera,pièces,pieces,1,,0,,0
pièces,Peaux ; de mouton,pièces,pieces,1,,0,,0
pièces,Peluche,pièces,pieces,1,,0,,0
pièces,Perpétuane,pièces,pieces,1,,0,,0
pièces,Philipichine,pièces,pieces,1,,0,,0
pièces,Picotte,pièces,pieces,1,,0,,0
pièces,Pierre ; de St. Fas,pièces,pieces,1,,0,,0
pièces,Pierre ; à bâtir,pièces,pieces,1,,0,,0
pièces,Pinchina,pièces,pieces,1,,0,,0
pièces,Planches ; d'orme,pièces,pieces,1,,0,,0
pièces,Polemits,pièces,pieces,1,,0,,0
pièces,Potasse,pièces,pieces,1,,0,,0
pièces,Quinette,pièces,pieces,1,,0,,0
pièces,Ratine,pièces,pieces,1,,0,,0
pièces,Raz ; du Maroc,pièces,pieces,1,,0,,0
pièces,Raz et revêche ; ???,pièces,pieces,1,,0,,0
pièces,Rouauls,pièces,pieces,1,,0,,0
pièces,"Roulleaux, Rooles",pièces,pieces,1,,0,,0
pièces,Récipients ; en cuivre,pièces,pieces,1,,0,,0
pièces,Salemporis,pièces,pieces,1,,0,,0
pièces,Sanas,pièces,pieces,1,,0,,0
pièces,Satin,pièces,pieces,1,,0,,0
pièces,Sempiterne,pièces,pieces,1,,0,,0
pièces,Serviette ; à nappe,pièces,pieces,1,,0,,0
pièces,Socreton,pièces,pieces,1,,0,,0
pièces,Tabac ; fabriqué,pièces,pieces,1,,0,,0
pièces,Taffetas,pièces,pieces,1,,0,,0
pièces,Taffetas ; foulas,pièces,pieces,1,,0,,0
pièces,Tapis ; de laine,pièces,pieces,1,,0,,0
pièces,Tapisserie ; d'Auvergne,pièces,pieces,1,,0,,0
pièces,Tapisserie ; d'Hautelisse,pièces,pieces,1,,0,,0
pièces,Tapisserie ; de moquette,pièces,pieces,1,,0,,0
pièces,Tapisserie ; peinte,pièces,pieces,1,,0,,0
pièces,Tapisserie ; peinte ; de Hongrie,pièces,pieces,1,,0,,0
pièces,Tapsel,pièces,pieces,1,,0,,0
pièces,Tayolles,pièces,pieces,1,,0,,0
pièces,Tiges ; en bottes,pièces,pieces,1,,0,,0
pièces,Tiretaine,pièces,pieces,1,,0,,0
pièces,Toile,pièces,pieces,1,,0,,0
pièces,Toile ; Bem ; A voile,pièces,pieces,1,,0,,0
pièces,Toile ; Cholet,pièces,pieces,1,,0,,0
pièces,Toile ; Courtrai,pièces,pieces,1,,0,,0
pièces,Toile ; Guingamp,pièces,pieces,1,,0,,0
pièces,Toile ; Killis,pièces,pieces,1,,0,,0
pièces,Toile ; Manouf,pièces,pieces,1,,0,,0
pièces,Toile ; Sangalette,pièces,pieces,1,,0,,0
pièces,Toile ; bajutapeau,pièces,pieces,1,,0,,0
pièces,Toile ; baptiste,pièces,pieces,1,,0,,0
pièces,Toile ; barriere,pièces,pieces,1,,0,,0
pièces,Toile ; basin,pièces,pieces,1,,0,,0
pièces,Toile ; beaudille,pièces,pieces,1,,0,,0
pièces,Toile ; beurrière,pièces,pieces,1,,0,,0
pièces,Toile ; blanche,pièces,pieces,1,,0,,0
pièces,Toile ; bleue,pièces,pieces,1,,0,,0
pièces,Toile ; bougran,pièces,pieces,1,,0,,0
pièces,Toile ; caisse,pièces,pieces,1,,0,,0
pièces,Toile ; canevas,pièces,pieces,1,,0,,0
pièces,Toile ; carisel ou créseau,pièces,pieces,1,,0,,0
pièces,Toile ; chapelure,pièces,pieces,1,,0,,0
pièces,Toile ; chapilas,pièces,pieces,1,,0,,0
pièces,Toile ; cirée,pièces,pieces,1,,0,,0
pièces,Toile ; commune,pièces,pieces,1,,0,,0
pièces,Toile ; coton ; blanche,pièces,pieces,1,,0,,0
pièces,Toile ; coutil,pièces,pieces,1,,0,,0
pièces,Toile ; crue,pièces,pieces,1,,0,,0
pièces,Toile ; d'Allemagne,pièces,pieces,1,,0,,0
pièces,Toile ; d'Amat,pièces,pieces,1,,0,,0
pièces,Toile ; d'Antioche,pièces,pieces,1,,0,,0
pièces,Toile ; d'emballage,pièces,pieces,1,,0,,0
pièces,Toile ; d'étoupe,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; blanche,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; crue,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; crée large,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; d'Ollonne,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; de Landerneau,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; de Lucarnon,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; de Morlaix,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; de Pouldavy,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; de bas brin,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; de rosconne,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; gracienne,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; large,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; à carreaux,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; à voile,pièces,pieces,1,,0,,0
pièces,Toile ; de Bretagne ; étroite,pièces,pieces,1,,0,,0
pièces,Toile ; de Cambrais,pièces,pieces,1,,0,,0
pièces,Toile ; de Grenoble,pièces,pieces,1,,0,,0
pièces,Toile ; de Piémont,pièces,pieces,1,,0,,0
pièces,Toile ; de Quintin,pièces,pieces,1,,0,,0
pièces,Toile ; de Saintonge,pièces,pieces,1,,0,,0
pièces,Toile ; de chanvre,pièces,pieces,1,,0,,0
pièces,Toile ; de coton,pièces,pieces,1,,0,,0
pièces,Toile ; de coton ; basin,pièces,pieces,1,,0,,0
pièces,Toile ; de coton ; des Indes,pièces,pieces,1,,0,,0
pièces,Toile ; de coton ; divers,pièces,pieces,1,,0,,0
pièces,Toile ; de coton ; imprimée,pièces,pieces,1,,0,,0
pièces,Toile ; de fil de coton ; siamoise,pièces,pieces,1,,0,,0
pièces,Toile ; de fil et coton,pièces,pieces,1,,0,,0
pièces,Toile ; de lin ; batiste,pièces,pieces,1,,0,,0
pièces,Toile ; de lin ; blanche,pièces,pieces,1,,0,,0
pièces,Toile ; de lin ; de Flandre,pièces,pieces,1,,0,,0
pièces,Toile ; de lin ; de Hollande,pièces,pieces,1,,0,,0
pièces,Toile ; de lin ; de Lille,pièces,pieces,1,,0,,0
pièces,Toile ; de lin ; de Troyes,pièces,pieces,1,,0,,0
pièces,Toile ; de lin ; de Valenciennes,pièces,pieces,1,,0,,0
pièces,Toile ; de ménage,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Biranpeaux,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Brauls,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Cachelis,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Caladaris,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Chafelas,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Chouclas,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Gastas,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Korola,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Meganepeau,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Nicanéas,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Nilas,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Photes,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Platille,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Ricanias,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Romalis,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Tapse,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Tapsels,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; Tepaye,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; bajutapeau,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; bayette,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; coupis,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; diverses,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; guinée blanche,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; guinée blanche et bleue,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; liménéas,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; mousseline,pièces,pieces,1,,0,,0
pièces,Toile ; des Indes ; peinte,pièces,pieces,1,,0,,0
pièces,Toile ; du Béarn,pièces,pieces,1,,0,,0
pièces,Toile ; du Levant,pièces,pieces,1,,0,,0
pièces,Toile ; fine,pièces,pieces,1,,0,,0
pièces,Toile ; grise,pièces,pieces,1,,0,,0
pièces,Toile ; grosse,pièces,pieces,1,,0,,0
pièces,Toile ; guinée,pièces,pieces,1,,0,,0
pièces,Toile ; guinée ; bleue,pièces,pieces,1,,0,,0
pièces,Toile ; limeneas,pièces,pieces,1,,0,,0
pièces,Toile ; lin ; gingas,pièces,pieces,1,,0,,0
pièces,Toile ; linge de table,pièces,pieces,1,,0,,0
pièces,Toile ; nicanéas,pièces,pieces,1,,0,,0
pièces,Toile ; peinte,pièces,pieces,1,,0,,0
pièces,Toile ; piquée,pièces,pieces,1,,0,,0
pièces,Toile ; platille,pièces,pieces,1,,0,,0
pièces,Toile ; rayée,pièces,pieces,1,,0,,0
pièces,Toile ; serpillière,pièces,pieces,1,,0,,0
pièces,Toile ; Étoffe ; coton ; Nankin,pièces,pieces,1,,0,,0
pièces,Toile ; à carreaux,pièces,pieces,1,,0,,0
pièces,Toile ; à matelas,pièces,pieces,1,,0,,0
pièces,Toile ; à serviette,pièces,pieces,1,,0,,0
pièces,Toile ; à voile,pièces,pieces,1,,0,,0
pièces,Toile ; étrangère,pièces,pieces,1,,0,,0
pièces,Treillis ; d'Allemagne,pièces,pieces,1,,0,,0
pièces,Tripe ; de Lannoy,pièces,pieces,1,,0,,0
pièces,Tripe ; de laine,pièces,pieces,1,,0,,0
pièces,Tripe ; de velours,pièces,pieces,1,,0,,0
pièces,Velours,pièces,pieces,1,,0,,0
pièces,Velours ; d'Utrecht,pièces,pieces,1,,0,,0
pièces,Verre ; à vitres,pièces,pieces,1,,0,,0
pièces,Vin,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; Champagne,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; blanc,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; d'Espagne,pièces pour les liquides = pipes (d'Espagne),kg,435.70001,"p 414 doursther, p442",0,,0
pièces,Vin ; d'Espagne ; de Rancio,pièces,pieces,1,,0,,0
pièces,Vin ; d'Orléans,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; de Barrois,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; de Bordeaux,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; de Bourgogne,pièce/poinçon de bourgogne,kg,226,métrologie bourgogne,0,,0
pièces,Vin ; de Bourgogne ; de Beaune,pièce/poinçon de bourgogne,kg,226,métrologie bourgogne,0,,0
pièces,Vin ; de Bourgogne ; de Dijon,pintes de dijon,kg,1.6109999,métrologie bourgogne,0,,0
pièces,Vin ; de Champagne,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; de Clermont,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; de Comté,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; de France,pièces,pieces,1,,0,,0
pièces,Vin ; de Lorraine,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; jauge gros bard,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vin ; rouge,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Vinaigre,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Volaille,pièces,pieces,1,,0,,0
pièces,Étamine ; de Reims,pièces,pieces,1,,0,,0
pièces,Étamine ; de laine,pièces,pieces,1,,0,,0
pièces,Étamine ; à bluteau,pièces,pieces,1,,0,,0
pièces,Étamine ; à pavillon,pièces,pieces,1,,0,,0
pièces,Étoffe,pièces,pieces,1,,0,,0
pièces,Étoffe ; barracan,pièces,pieces,1,,0,,0
pièces,Étoffe ; calemande,pièces,pieces,1,,0,,0
pièces,Étoffe ; coton ; Nankin,pièces,pieces,1,,0,,0
pièces,Étoffe ; d'Herbe,pièces,pieces,1,,0,,0
pièces,Étoffe ; de coton ; cotonné,pièces,pieces,1,,0,,0
pièces,Étoffe ; de coton ; velours,pièces,pieces,1,,0,,0
pièces,Étoffe ; de fil et laine,pièces,pieces,1,,0,,0
pièces,Étoffe ; de laine ; baracan,pièces,pieces,1,,0,,0
pièces,Étoffe ; de laine ; dauphine,pièces,pieces,1,,0,,0
pièces,Étoffe ; de laine ; en molton,pièces,pieces,1,,0,,0
pièces,Étoffe ; de laine ; flanelle,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; allemande,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; baracan,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; bouras,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; callemande,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; camelot,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; de catalogne,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; lampareille,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; philipichine,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; polini,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; prunelle,pièces,pieces,1,,0,,0
pièces,Étoffe ; de poil ; tanillas,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; bours,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; damas,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; des Indes,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; diverses,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; du Levant,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; raz de St Mans,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; satin,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; soucy,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; taffetas,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; velours,pièces,pieces,1,,0,,0
pièces,Étoffe ; de soie ; voile,pièces,pieces,1,,0,,0
pièces,Étoffe ; diverses ; des Indes,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlée de soie,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlée de soie ; au quart,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlée de soie ; grisette,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlée de soie ; mi soie,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlée de soie ; panne,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlée de soie ; peluche,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlée de soie ; tripe de velours,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlée de soie ; velours de Gênes,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlée de soie ; à peu,pièces,pieces,1,,0,,0
pièces,Étoffe ; mêlées de soie ; velours d'Utrecht,pièces,pieces,1,,0,,0
pièces,Étoupe,pièces,pieces,1,,0,,0
poinçons,Bière,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Chaux,,,,p447 doursther,0,,1
poinçons,Eau ; de vie,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Futailles ; vides,poinçons en nombre,pieces,1,p447 doursther,0,,0
poinçons,Huile ; de noix,poinçons,kg,201.16,p 435 doursther,0,,0
poinçons,Tonneaux ; vides,poinçons en nombre,pieces,1,p447 doursther,0,,0
poinçons,Vin ; d'Arbois,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; d'Espagne,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; d'Orléans,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; de Barrois,poinçons/muids/tonneau de bourgogne,kg,227,métrologie bourgogne,0,,0
poinçons,Vin ; de Bourgogne,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; de Bourgogne ; d'Auxerre,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; de Bourgogne ; d'Auxonne,poinçons/muids/tonneau de bourgogne,kg,227,métrologie bourgogne,0,,0
poinçons,Vin ; de Bourgogne ; de Beaune,poinçons/muids/pieces de beaune,kg,257.06,métrologie bourgogne,0,,0
poinçons,Vin ; de Bourgogne ; de Dijon,poinçons/muids/tonneau de bourgogne,kg,227,métrologie bourgogne,0,,0
poinçons,Vin ; de Bourgogne ; de Macon,poinçons/muids/tonneau de bourgogne,kg,227,métrologie bourgogne,0,,0
poinçons,Vin ; de Bourgogne ; de Nuit,poinçons/muids/tonneau de bourgogne,kg,227,métrologie bourgogne,0,,0
poinçons,Vin ; de Bourgogne ; de Rully,poinçons/muids/tonneau de bourgogne,kg,227,métrologie bourgogne,0,,0
poinçons,Vin ; de Bugey,poinçons/muids/tonneau de bourgogne,kg,227,métrologie bourgogne,0,,0
poinçons,Vin ; de Champagne,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; de Comté,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; de Suisse,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; de Tokay,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; en fût,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; jauge gros bard,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vin ; ordinaire,poinçons,kg,201.16,p447 doursther,0,,0
poinçons,Vinaigre,poinçons,kg,201.16,p447 doursther,0,,0
pots,Anchois,pots de rouen,litres,1.6464,"p450 doursther, et bddc renvoit à rouen et nantes",0,,0
pots,Anisette,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Bière,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Cidre,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Clarifiant,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Coutellerie ; commune,,,,,0,,1
pots,Câpres,pots de rouen,litres,1.6464,"p450 doursther, et bddc renvoit à rouen et nantes",0,,0
pots,Eau ; de genièvre,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Eau ; de senteur,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Eau ; de vie,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Eau ; de vie ; d'Espagne,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Eau ; de vie ; de Genièvre,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Eau ; ocgeniente,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Farine ; en déchet,,,,,0,,1
pots,Huile ; d'olive,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Huile ; de graine,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Huile ; de lin,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Liqueur,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Liqueur ; Sirops ; Mélasse,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Marbre ; brut,,,,,0,,1
pots,Moutarde,pots de rouen,litres,1.6464,"p450 doursther, et bddc renvoit à rouen et nantes",0,,0
pots,Olives,pots de rouen,litres,1.6464,"p450 doursther, et bddc renvoit à rouen et nantes",0,,0
pots,Poisson ; saumon,,,,,0,,1
pots,Pommade,pots de rouen,litres,1.6464,"p450 doursther, et bddc renvoit à rouen et nantes",0,,0
pots,Poterie ; de grès,,,,,0,,1
pots,Poterie ; de terre,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Tafia,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; blanc,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; d'Alicante,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; d'Espagne,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; d'Espagne ; d'Alicante,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; d'Espagne ; de Malaga,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Bayonne,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Bordeaux,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Bourgogne,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Bretagne,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Canaries,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Champagne,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
