marchandises_simplifiees,marchandises_tres_simplifiees,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_simplifiees
bois ; jaune ; moulu,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; jaune ; rapé,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0
bois ; jaune ; râpé,bois,2,2,,,,,,,,,,,,,,,,,,1,2
bois ; lourd,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; marbré,bois,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,11
bois ; mat,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2
bois ; matraux,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; merrain,bois,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,445
bois ; merrain  ; a barrique,bois,2,2,,,,,,,,,,,,,,,,,,1,41
bois ; merrain ; a barrique,bois,2,2,,,,,,,,,,,,,,,,,,0,0
bois ; merrain ; bourdille,bois,2,2,,,,,,,,,,,,,,,,,,1,2
bois ; merrain ; bourdillon,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; merrain ; de 4 pieds,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; merrain ; de sapin,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; merrain ; douelle,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; merrain ; merrain,bois,2,2,,,,,,,,,,,,,,,,,,0,0
bois ; merrain ; ordinaire,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; merrain ; pour ferraille,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; merrain ; à barrique,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; merrain ; à cardine,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; merrain ; à fond,bois,2,2,,,,,,,,,,,,,,,,,,1,38
bois ; merrain ; à pipe,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; merrain ; à tierçon,bois,2,2,,,,,,,,,,,,,,,,,,1,2
bois ; merrain à barrique,bois,2,2,,,,,,,,,,,,,,,,,,1,4
bois ; merrain à quart,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,5
bois ; morceau,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; moulu,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; mêlée,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; néphrétique,bois,2,2,1,") was a traditional diuretic derived from the wood of two tree species, the narra (Pterocarpus indicus) and the Mexican kidneywood (Eysenhardtia polystacha).",1,0,Lignum Nephriticum,0,1,,,7,,,,0,0,0,,1,5
bois ; osier,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,5
bois ; ouvré,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0
bois ; ouvré ; à bâtir,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; palissandre,bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bois ; peint,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2
"bois ; perche, échala, éclisse",bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; petit ; de rouage,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pile de,bois,2,2,0,,0,,,0,0,,,3,,Bois ; de Pernambouc,,0,0,0,,1,1
bois ; planche,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2
bois ; planche ; de sapin,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; portatif dit Neyster,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour Latte,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour arbalète,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour bordage,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; pour chaise,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour construction,bois,2,2,0,,0,,,0,0,,,61,,,,0,0,0,,1,8
bois ; pour crible,bois,2,2,0,,0,,,0,0,,,52,,,,0,0,0,,1,20
bois ; pour fond de tonneau,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour fusil,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour fût,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour instrument de musique,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour meuble,bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,3
bois ; pour navire,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour palissade,bois,2,2,,,,,,,,,,,,,,,,,,1,2
bois ; pour palissade et terrasse,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour pipe,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour plafond,bois,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,2
bois ; pour pompe,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour quille,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; pour teinture,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; préparé,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; rouge,bois,2,2,0,,0,,,0,0,,,10,Bois ; de teinture,Bois ; de teinture,,0,0,0,,1,69
bois ; royal,bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bois ; scié,bois,2,2,0,,0,,,0,0,,,66,,Bois ; de Pernambouc,,0,0,0,,1,51
bois ; scié ; en barreau,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; scié en planche,bois,2,2,,,,,,,,,,,,,,,,,,1,3
bois ; soutreaux,bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bois ; tord,bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,7
bois ; travaillé,bois,2,2,,,,,,,,,,,,,,,,,,1,4
bois ; tropique,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; verni,bois,2,2,0,,0,,,0,0,,,19,Bois ; de teinture,Bois ; de teinture,,0,0,0,,1,7
bois ; violet,bois,2,2,0,,0,,,0,0,,,4,Bois ; de teinture,Bois ; de teinture,,0,0,0,,1,24
bois ; à banquiere,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à baril,bois,2,2,0,,0,,,0,0,,,7,,Bois ; de Pernambouc,,0,0,0,,1,15
bois ; à baril ; long,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à baril ; ordinaire,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à baril ; à fond,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à baril non scié,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à barrique,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2
bois ; à bat,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; à bruler,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0
bois ; à brûler,bois,2,2,0,,0,,,0,0,,,155,,Bois ; de Pernambouc,,0,0,0,,1,360
bois ; à bâtir,bois,2,2,0,,0,,,0,0,,,12,,Bois ; de Pernambouc,,0,0,0,,1,58
bois ; à chocolat,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à crible,bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bois ; à faire comble,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à faire corbin,bois,2,2,0,,0,,,0,0,,,18,,,,0,0,0,,1,5
bois ; à faire des boîte,bois,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,4
bois ; à faire des foureau,bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bois ; à faire des étui,bois,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
bois ; à faire fourreau,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à faire fourreau ; d'épée,bois,2,2,,,,,,,,,,,,,,,,,,1,2
bois ; à faire fourreau d'épée,bois,2,2,0,,0,,,0,0,,,10,,,,0,0,0,,0,0
bois ; à faire sabot,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à faire sommier,bois,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,5
bois ; à faire violon,bois,2,2,0,,0,,,0,0,,,6,,,,0,0,0,,1,1
bois ; à foureau d'épée,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; à fourreau d'épée,bois,2,2,,,,,,,,,,,,,,,,,,1,3
bois ; à fourreau épée,bois,2,2,0,,0,,,0,0,,,7,,,,0,0,0,,0,0
bois ; à fusil,bois,2,2,0,,0,,,0,0,,,7,,,,0,0,0,,1,2
bois ; à gaisne,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; à houblon,bois,2,2,0,,0,,,0,0,,,31,,,,0,0,0,,1,1
bois ; à lit,bois,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,1
bois ; à meuble,bois,2,2,0,,0,,,0,0,,,11,,,,0,0,0,,1,13
bois ; à pipe,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,6
bois ; à quart,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2
bois ; à tamis,bois,2,2,0,,0,,,0,0,,,13,,,,0,0,0,,1,11
bois ; à tapis,bois,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
bois ; à teindre,bois,2,2,,,,,,,,,,,,,,,,,,1,234
bois ; à teindre ; de Fernambourg,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à teindre ; en bûche,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2
bois ; à teindre ; moulu,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,5
bois ; à teindre ; râpé,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
bois ; à teindre de toute sorte,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à tierçon,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ; à tonneau,bois,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
bois ; à tourner,bois,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bois ; écarié,bois,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,1
bois ; épar,bois,2,2,0,,0,,,0,0,,,0,,Bois ; de Pernambouc,,0,0,0,,0,0
bois ; épar ; de 4 à 5 pieds,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois ;de campêche,bois,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0
bois bordage,bois,2,2,,,,,,,,,,,,,,,,,,1,40
bois de bordage ; de chêne,bois,2,2,,,,,,,,,,,,,,,,,,0,0
bois et merrain,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois et ouvrage de charronerie,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois et panier ; de coudre,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois et papier ; d'éventail,bois,2,2,,,,,,,,,,,,,,,,,,1,1
bois; de teinture,bois,2,2,,,,,,,,,,,,,,,,,,0,0
boisson,boisson,1,1,,,,,,,,,,,,,,,,,,1,1
boisson ; bière et cidre,boisson,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,15
boisson ; eaux-de-vie,boisson,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,1
boisson ; liqueur,boisson,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,17
boisson ; vin de Bordeaux,boisson,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,12
boisson ; vin de liqueur,boisson,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,9
boisson ; vin divers ordinaire,boisson,1,1,0,,,,,0,0,,,,,,,0,0,0,,1,20
boisson ; vinaigre,vinaigre,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,17
boisson gazeuse à la salsepareille,,,,,,,,,,,,,,,,,,,,,1,1
bol,bol,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,10
bol ; blanche,,,,,,,,,,,,,,,,,,,,,1,1
bol ; commun,,,,,,,,,,,,,,,,,,,,,1,2
bol ; d'Arménie,bol,5,5,1,"Dapriez, Dictionnaire classique des sciences naturelles, volume 1, 1837 : Voir Ocreuse Rouge « Les bols d'Arménie et de Lemnos autrefois très employés dans la médecine, sont aussi des var. de cette substance. »",1,0,Bolus Communis & Armoniacus,0,1,5,5,7,,,,0,0,0,,1,10
bol ; en bois,,,,,,,,,,,,,,,,,,,,,1,1
bol ; fin,bol,8,8,,,,,,,,,,,,,,,,,,1,1
bol et planche,bol et planche,8,8,,,,,,,,,,,,,,,,,,1,1
boldavid,,,,,,,,,,,,,,,,,,,,,1,1
bombarde,bombarde,8,8,0,"Vraisemblablement l'instrument de musique, la pièce d'artillerie fut rendue obsolète par l'invention des canons à roue à la fin du 15ème siècle",0,,,0,0,,,,,,1,0,0,0,,1,1
bombarde ; de cuivre,bombarde,8,8,0,Peut-être «Bombarde »,,,,0,0,,,,,,,0,0,0,,1,1
bombarde ; de fer,bombarde,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bombasin,basin,6,6d,,,,,,,,,,,,,,,,,,1,17
bombe de coton,bombes de coton,???,???,0,,0,,,0,0,,,2,,,,0,0,0,,1,2
bombe et boulet,bombes et boulets,9,9,0,,0,,,0,0,,,,,,,0,0,0,,1,1
bombe et grenade,bombes et grenades,9,9,0,,0,,,0,0,9,9,3,,,,0,0,0,,1,4
bon basin,basin,6,6d,0,"Savary, volume 1, 1748 : « Bombasin : Etoffe de soie »",,,,0,0,,,,,,,0,0,0,,0,0
bonnet ; brodé ; d'or,bonnet,8,8,,,,,,,,,,,,,,,,,,1,1
bonnet ; d'enfant,bonnet,8,8,,,,,,,,,,,,,,,,,,1,7
bonnet ; de blonde,bonnet,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2
bonnet ; de castor,bonnet,8,8,,,,,,,,,,,,,,,,,,0,0
bonnet ; de castor ; brodé,bonnet,8,8,,,,,,,,,,,,,,,,,,1,1
bonnet ; de coton,bonnet,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,0,0
bonnet ; de fil,bonnet,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,10
bonnet ; de gaze,bonnet,8,8,,,,,,,,,,,,,,,,,,1,1
bonnet ; de laine,bonnet,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,269
bonnet ; de soie,bonnet,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,0,0
bonnet ; de taffetas,bonnet,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,3
bonnet ; de toile,bonnet,8,8,,,,,,,,,,,,,,,,,,1,2
bonnet ; de velours,bonnet,8,8,0,,,,,0,0,,,,,,,0,0,0,,0,0
bonnet ; de velours ; brodé,bonnet,8,8,,,,,,,,,,,,,,,,,,1,1
bonnet ; fil et coton,bonnet,8,8,,,,,,,,,,,,,,,,,,1,1
bonnet ; picque,bonnet,8,8,0,,,,,0,0,,,,,,,0,0,0,,0,0
bonnet ; pique ; carcasse et fer à coiffure,bonnet,8,8,,,,,,,,,,,,,,,,,,1,1
bonnet ; à dentelle,bonnet,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2
bonnet ; à la turc ; de fer ; blanc,bonnet,8,8,,,,,,,,,,,,,,,,,,1,1
bonnet et pique,bonnet,8,8,,,,,,,,,,,,,,,,,,1,3
bonnetere ; de laine,bonneterie,8,8,,,,,,,,,,,,,,,,,,0,0
bonneterie,bonneterie,8,8,0,,0,,,0,0,,,37,,,,0,0,0,,1,302
bonneterie ; bas ; de bourre ; de soie,bonneterie,8,8,0,,0,,,0,0,,,27,,,,0,0,0,,1,2
bonneterie ; bas ; de coton,bonneterie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bonneterie ; bas ; de laine,bonneterie,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
bonneterie ; bas ; de soie,bonneterie,8,8,0,,0,,,0,0,,,10,,,,0,0,0,,1,3
bonneterie ; bonnet,bonneterie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,5
bonneterie ; bonnet ; d'enfant,bonneterie,8,8,0,,0,,,0,0,,,66,,,,0,0,0,,1,1
"bonneterie ; bonnet ; d'enfant, de velours et bonnet à la postillonne",bonneterie,8,8,,,,,,,,,,,,,,,,,,1,1
bonneterie ; bonnet ; de castor,bonneterie,8,8,,,,,,,,,,,,,,,,,,1,2
bonneterie ; bonnet ; de coton,bonneterie,8,8,0,,0,,,0,0,,,25,,,,0,0,0,,1,148
bonneterie ; bonnet ; de femme,bonneterie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bonneterie ; bonnet ; de fil et coton,bonneterie,8,8,0,,0,,,0,0,,,72,,,,0,0,0,,1,2
bonneterie ; bonnet ; de filosel,bonneterie,8,8,,,,,,,,,,,,,,,,,,1,1
bonneterie ; bonnet ; de grenadine,bonneterie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bonneterie ; bonnet ; de laine,bonneterie,8,8,0,,0,,,0,0,,,26,,,,0,0,0,,0,0
bonneterie ; bonnet ; de laine fin,bonneterie,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
"bonneterie ; bonnet ; de laine, fil et coton",bonneterie,8,8,,,,,,,,,,,,,,,,,,1,1
bonneterie ; bonnet ; de peau,bonneterie,8,8,,,,,,,,,,,,,,,,,,1,1
bonneterie ; bonnet ; de postillon,bonneterie,8,8,,,,,,,,,,,,,,,,,,1,1
bonneterie ; bonnet ; de prêtre,bonneterie,8,8,,,,,,,,,,,,,,,,,,1,1
bonneterie ; bonnet ; de soie,bonneterie,8,8,0,,0,,,0,0,,,10,,,,0,0,0,,1,11
bonneterie ; bonnet ; de toile cirée,bonneterie,8,8,0,,0,,,0,0,,,12,,,,0,0,0,,1,3
bonneterie ; bonnet ; de velours,bonneterie,8,8,0,,0,,,0,0,,,168,,,,0,0,0,,1,9
bonneterie ; bonnet ; piqué,bonneterie,8,8,0,,0,,,0,0,,,10,,,,0,0,0,,1,7
bonneterie ; d'estam,bonneterie,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bonneterie ; de bourre ; de fil,bonneterie,8,8,0,,0,,,0,0,,,10,,,,0,0,0,,1,1
bonneterie ; de bourre ; de soie,bonneterie,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,3
bonneterie ; de coton,bonneterie,8,8,,,,,,,,,,,,,,,,,,1,55
bonneterie ; de coton ; fil et laine,bonneterie,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bonneterie ; de coton ; tricot,bonneterie,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
bonneterie ; de coton et laine,bonneterie,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2
bonneterie ; de fil,bonneterie,8,8,0,,0,,,0,0,,,19,,,,0,0,0,,1,55
bonneterie ; de fil et coton,bonneterie,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,11
"bonneterie ; de fil, coton et laine",bonneterie,8,8,0,,0,,,0,0,,,96,,,,0,0,0,,1,24
bonneterie ; de filain ; d'or,bonneterie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,3
bonneterie ; de filoselle,bonneterie,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,20
bonneterie ; de laine,bonneterie,8,8,0,,0,,,0,0,,,46,,,,0,0,0,,1,141
bonneterie ; de laine et coton,bonneterie,8,8,,,,,,,,,,,,,,,,,,1,1
bonneterie ; de laine et de soie,bonneterie,8,8,0,,,,,0,0,,,,,,,0,0,0,,0,0
bonneterie ; de soie,bonneterie,8,8,0,,0,,,0,0,,,29,,,,0,0,0,,1,330
bonneterie ; de soie ; tricot,bonneterie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
bonneterie ; de soie et dorure,bonneterie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,3
bonneterie ; en poil ; de lapin,bonneterie,8,8,0,,0,,,0,0,,,10,,,,0,0,0,,1,1
bonneterie ; fil et coton,bonneterie,8,8,,,,,,,,,,,,,,,,,,1,1
bonneterie ; écarlate,bonneterie,8,8,,,,,,,,,,,,,,,,,,1,1
borax,borax,2,2,1,"Savary, volume 1, 1748 : « Sel minéraux qui sert à souder et braser l'or et les minéraux. […] Le Borax est de quelque usage dans la Médecine où il entre dans la composition de l'onguent citrin. » Il est de deux types naturel ou raffiné.",1,1,Borax In Paste,0,1,,,1,,,,0,0,0,,0,0
borax ; brut,borax,2,2,,,,,,,,,,,,,,,,,,1,1
borax ; gras,borax,2,2,,,,,,,,,,,,,,,,,,1,8
borax ; raffiné,borax,2,2,,,,,,,,,,,,,,,,,,1,7
borax ; rafiné,borax,2,2,1,,,,,0,1,,,,,,,0,0,0,,1,5
borax gras,borax,2,2,1,,,,,0,1,,,,,,,0,0,0,,0,0
bordage,bordage,6,6,0,"Wikitionary : «Bordage : (Marine) Fer et acier revêtant le corps d'un bâtiment, tant ) l'extérieur qu'à l'intérieur. »",,,,0,0,,,,,,,0,0,0,,1,7
bordage ; de chêne,bordage,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,27
bordage ; de cipres,bordage,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
bordage ; de sapin,bordage,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,9
bordage ; de sapin ; de 20 pieds,bordage,6,6,,,,,,,,,,,,,,,,,,1,1
bordage ; pour navire,bordage,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
bordage de chêne,bordage,6,6,,,,,,,,,,,,,,,,,,0,0
bordure ; de bois ; doré,bordure,???,???,,,,,,,,,,,,,,,,,,1,2
bordure ; de tapisserie,bordure,???,???,,,,,,,,,,,,,,,,,,1,1
bordure ; dorée,bordure,???,???,0,Cadres ?,0,,,0,0,,,2,,,,0,0,0,,1,1
botte,botte,8,8,0,,0,,,0,0,,,5,,,,0,0,0,,1,13
botte ; de cuir,botte,8,8,,,,,,,,,,,,,,,,,,1,13
botte ; de cuir ; forte,botte,8,8,,,,,,,,,,,,,,,,,,1,1
botte ; de cuir à matelot,botte,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
botte ; forte,botte,8,8,0,,0,,,0,0,,,44,,,,0,0,0,,1,46
botte ; molle,botte,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,4
botte ; neuve,botte,8,8,,,,,,,,,,,,,,,,,,1,3
botte et bottine,botte,8,8,0,,0,,,0,0,,,8,,,,0,0,0,,1,3
botte pantalon,botte,8,8,,,,,,,,,,,,,,,,,,1,1
bottine,botte,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,12
boucassin,boucassin,6,6d,0,Toile de coton,0,,,0,0,,,1,,,,0,0,0,,1,16
bouchon,bouchon,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,7
bouchon ; de liège,bouchon,6,6,0,,0,,,0,0,,,77,,,,0,0,0,,1,543
boucle,boucle,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,8
boucle ; d'argent,boucle,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,2
boucle ; d'oreille,boucle,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,4
boucle ; de Pinsbeck,boucle,8,8,,,,,,,,,,,,,,,,,,1,1
boucle ; de cuivre,boucle,8,8,0,,0,,,0,0,,,16,,,,0,0,0,,1,2
boucle ; de fer,boucle,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
boucle ; de sapin,boucle,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2
boucle ; de soulier ; à pierre ; fausse,boucle,8,8,,,,,,,,,,,,,,,,,,1,1
boudille,boudille,9,9,0,"R. Mineau et L. Racinoux, Glossaire des vieux parlers du département de la Vienne, 1975 : « Bédiche : Génisse. Syn : Boudille »",,,,0,0,,,,,,,0,0,0,,1,1
boudin de poisson,boudin de poisson,,,,,,,,,,,,,,,,,,,,1,1
bouette ; de sapin,bouette,2,2,0,"J.B.P. Willaumez, Dictionnaire de marine, 1820 : « Bouette ou boîte : Nom que les pêcheurs donnent à toutes sorte d'appâts dont ils amorcent leurs hains pour la pêche à la ligne. »",,,,0,0,,,,,,,0,0,0,,1,1
bougie,bougie,8,8,0,,0,,,0,0,,,68,Bougie ; de suif,Bougie ; de suif,,0,0,0,,1,469
bougie ; blanche,bougie,8,8,0,,0,,,0,0,,,2,Bougie ; de suif,Bougie ; de suif,,0,0,0,,1,23
bougie ; de blanc ; de baleine,bougie,8,8,,,,,,,,,,,,,,,,,,1,1
bougie ; de cire ; blanche,bougie,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,12
bougie ; de cire ; verte,bougie,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bougie ; de suif,bougie,8,8,,,,,,,,,,,,,,,,,,1,1
bougie ; de table,bougie,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,5
bougie ; de table et cierge,bougie,8,8,,,,,,,,,,,,,,,,,,1,1
bougie ; jaune,bougie,8,8,0,,0,,,0,0,,,2,Bougie ; de suif,Bougie ; de suif,,0,0,0,,1,1
bougie ; verte,bougie,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
bougran,bougran,6,6a,0,"Savary, volume 1, 1748 : « Sorte de grosse toile de chanvre, gommée, calendrée et teinte en différentes couleurs. »",0,,,0,0,,,16,,,,0,0,0,,1,72
bouguette,,,,,,,,,,,,,,,,,,,,,1,1
boulan,boulan,???,???,0,,0,,,0,0,,,,,,1,0,0,0,,1,1
boulange,boulange,0,0a,0,"Wikitionary : «  Boulange : Produit de la mouture du blé transformé par la meule en son, gruau et farine. »",0,,,0,0,,,4,,,,1,2,5,,1,14
boulangerie ; petit pain rond,,,,,,,,,,,,,,,,,,,,,1,1
boule,boule,8,8,0,,0,,,0,0,,,,,,1,0,0,0,,1,3
boule ; de bois,boule,8,8,0,,0,,,0,0,,,27,,,,0,0,0,,1,7
boule ; de buis,boule,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
boule ; de mail,boule,8,8,0,"Boule de buis, pour jouer au maillet (Savary)",0,,,0,0,,,0,,,,0,0,0,,1,10
boule ; de sapin,boule,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
boule ; de terre,boule,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
boule ; de verre,boule,8,8,,,,,,,,,,,,,,,,,,1,1
boule ; vulneraire,boules ; vulneraires,5,5,1,"Wikipedia : « Ce remède est évoqué en 1725 dans la Pharmacopée de Strasbourg mais divers variantes et produits proches seront produis jusqu'en 1972 ; on en tirait une solution ferrugineuse à administrer au patient, qui était réputée soigner de ",0,,,0,1,,,8,,,,0,0,0,,1,8
boulet ; de canon,boulet de canon,9,9,0,,0,,,0,0,,,4,,,,0,0,0,,1,81
boulet ; de canon ; de 4 livre,boulet de canon,9,9,,,,,,,,,,,,,,,,,,1,1
boulet ; de fer,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,1
boulette de marbre,boulettes de marbre,6,6a,0,,0,,,0,0,,,6,,,,0,0,0,,1,5
