numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value
15,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,4,"Allemagne, Lorraine et pais de Liege",Langres,633245
16,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,4,"Allemagne, Lorraine et pais de Liege",La Rochelle,120634
17,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,4,"Allemagne, Lorraine et pais de Liege",Lyon,20886685
18,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,4,"Allemagne, Lorraine et pais de Liege",Montpellier,1205053
19,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,4,"Allemagne, Lorraine et pais de Liege",Paris,2924553
20,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,4,"Allemagne, Lorraine et pais de Liege",Rennes,9472
21,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,4,"Allemagne, Lorraine et pais de Liege",Roüen,817824
22,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,4,"Allemagne, Lorraine et pais de Liege",Saint Quentin,842987
23,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Amiens,1102146
24,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Bayonne,19387
25,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Bordeaux,1614105
26,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Caën,99641
27,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,La Rochelle,258671
28,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Marseille,290145
29,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Montpellier,3991
30,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Nantes,489918
31,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Paris,23300
32,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Rennes,410759
33,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,5,Angleterre,Roüen,4174592
34,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Amiens,3251516
35,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Bayonne,137678
36,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Bordeaux,2813976
37,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Bourgogne,1080
38,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Caën,190197
39,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Châlons,423238
40,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Flandre,863532
41,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,La Rochelle,88061
42,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Lyon,59085
43,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Marseille,389385
44,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Montpellier,1540598
45,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Nantes,417360
46,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Narbonne,11300
47,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Paris,576383
48,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Rennes,770368
49,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Roüen,1325164
50,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,6,Angleterre,Saint Quentin,62205
51,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,Amiens,87940
52,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,Bayonne,2848
53,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,Bordeaux,495861
54,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,Caën,17635
55,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,La Rochelle,39620
56,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,Montpellier,2609
57,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,Nantes,294336
58,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,Paris,15449
59,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,Rennes,282534
60,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,7,Danemark,Roüen,570636
61,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,Amiens,8808
62,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,Bayonne,95443
63,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,Bordeaux,2449516
64,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,Caën,1668
65,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,La Rochelle,36966
66,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,Montpellier,1565633
67,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,Nantes,79116
68,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,Paris,63696
69,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,Rennes,47183
70,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,8,Danemark,Roüen,297216
71,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Amiens,943972
72,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Bayonne,4289780
73,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Bordeaux,6259392
74,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",La Rochelle,1886086
75,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Marseille,8003283
76,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Montpellier,582298
77,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Nantes,1448050
78,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Narbonne,165448
79,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Paris,11406
80,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Rennes,862751
81,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Roüen,11629897
82,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,9,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,23160
83,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Amiens,1125452
84,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Bayonne,5823918
85,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Bordeaux,634322
86,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Châlons,343725
87,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Flandre,228343
88,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Langres,3275
89,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Lyon,6120434
90,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Marseille,7887145
91,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Montpellier,873999
92,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Nantes,3925435
93,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Narbonne,523988
94,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Paris,1508268
95,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Rennes,5964987
96,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Roüen,3923846
97,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,10,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,1680000
98,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,11,Flandre Autrichienne,Bayonne,57590
99,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,11,Flandre Autrichienne,Caën,127132
100,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,11,Flandre Autrichienne,Charleville,16691
101,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,11,Flandre Autrichienne,Flandre,9370155
102,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,11,Flandre Autrichienne,Nantes,618312
103,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,11,Flandre Autrichienne,Roüen,1863914
104,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,11,Flandre Autrichienne,Saint Quentin,99134
105,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Amiens,513064
106,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Bayonne,177574
107,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Bordeaux,2325675
108,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Bourgogne,101206
109,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Caën,115833
110,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Châlons,393870
111,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Charleville,81648
112,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Flandre,10253430
113,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Langres,1450
114,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,La Rochelle,674452
115,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Lyon,1128139
116,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Montpellier,73818
117,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Nantes,3285336
118,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Paris,536927
119,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Rennes,1154076
120,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Roüen,347179
121,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,12,Flandre Autrichienne,Saint Quentin,383890
122,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,13,Geneve,Bourgogne,2698
123,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,13,Geneve,Lyon,447783
124,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Bordeaux,444395
125,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Bourgogne,100858
126,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Châlons,3986
127,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Flandre,12201
128,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,La Rochelle,17023
129,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Lyon,1616751
130,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Marseille,2867
131,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Montpellier,65951
132,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Paris,165567
133,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Rennes,223572
134,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Roüen,127055
135,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,14,Geneve,Saint Quentin,8540
136,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Amiens,742843
137,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Bayonne,1052763
138,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Bordeaux,3495263
139,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Caën,224081
140,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Flandre,51892
141,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,La Rochelle,1991341
142,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Marseille,3009630
143,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Montpellier,10437
144,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Nantes,4572920
145,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Paris,95838
146,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Rennes,1967099
147,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Roüen,5213823
148,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,15,Hollande,Saint Quentin,512076
149,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Amiens,54623
150,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Bayonne,531972
151,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Bordeaux,37954351
152,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Bourgogne,1062
153,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Châlons,71558
154,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Flandre,19892
155,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,La Rochelle,504864
156,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Lyon,610536
157,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Marseille,2920801
158,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Montpellier,1434199
159,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Nantes,6892189
160,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Paris,779003
161,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Rennes,2401918
162,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Roüen,4153751
163,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,16,Hollande,Saint Quentin,231922
164,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,17,Italie,Marseille,15977395
165,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,17,Italie,Montpellier,642907
166,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,17,Italie,Narbonne,730
167,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,17,Italie,Paris,3522
168,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,17,Italie,Roüen,2033310
169,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Amiens,521744
170,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Bordeaux,542933
171,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Bourgogne,437
172,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Caën,32975
173,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Châlons,468905
174,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Flandre,236927
175,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Langres,510
176,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,La Rochelle,353034
177,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Lyon,8130748
178,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Marseille,12956982
179,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Montpellier,1309952
180,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Nantes,932676
181,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Narbonne,18220
182,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Paris,286808
183,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Rennes,8527
184,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Roüen,966418
185,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Italie,Saint Quentin,594832
186,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Imports,17,Naples,Marseille,5759347
187,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Naples,Marseille,2780537
188,Stephen Jackson,AN F12 245,National toutes directions sans produits/1777.csv,National toutes directions sans produits,1777,Exports,18,Naples,Paris,124086
