numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value
16,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,88,"Allemagne, Lorraine et pais de Liege",Montpellier,1915893
17,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,88,"Allemagne, Lorraine et pais de Liege",Paris,3106888
18,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,88,"Allemagne, Lorraine et pais de Liege",Roüen,762017
19,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,88,"Allemagne, Lorraine et pais de Liege",Saint Quentin,721757
20,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Amiens,855329
21,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Bayonne,5040
22,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Bordeaux,7056661
23,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Caën,77255
24,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,La Rochelle,369040
25,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Marseille,1633438
26,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Montpellier,53343
27,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Nantes,314701
28,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Paris,36106
29,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Rennes,713014
30,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,89,Angleterre,Roüen,4268354
31,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Amiens,3898253
32,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Bayonne,32921
33,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Bordeaux,998470
34,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Bourgogne,2940
35,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Caën,246677
36,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Châlons,65157
37,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Flandre,723952
38,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,La Rochelle,742138
39,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Lyon,79123
40,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Marseille,419330
41,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Montpellier,387240
42,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Nantes,61347
43,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Paris,704872
44,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Rennes,1780596
45,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Roüen,1131210
46,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,89,Angleterre,Saint Quentin,11460
47,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,90,Danemark,Amiens,162540
48,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,90,Danemark,Bordeaux,973324
49,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,90,Danemark,Caën,28229
50,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,90,Danemark,La Rochelle,228918
51,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,90,Danemark,Marseille,34110
52,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,90,Danemark,Nantes,50197
53,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,90,Danemark,Paris,39735
54,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,90,Danemark,Rennes,232080
55,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,90,Danemark,Roüen,535605
56,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,Amiens,9945
57,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,Bordeaux,2107517
58,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,Caën,3186
59,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,La Rochelle,170131
60,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,Marseille,58662
61,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,Montpellier,58416
62,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,Nantes,56749
63,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,Paris,36028
64,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,Rennes,23140
65,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,90,Danemark,Roüen,108968
66,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Amiens,1304056
67,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Bayonne,3019798
68,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Bordeaux,893570
69,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Caën,1360
70,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",La Rochelle,2416952
71,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Marseille,4364083
72,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Montpellier,456976
73,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Nantes,1066970
74,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Narbonne,234592
75,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Paris,18257
76,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Rennes,535692
77,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,91,"Espagne, Canaries et les Indes Occidentales",Roüen,8983500
78,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Amiens,2194969
79,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Bayonne,5884003
80,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Bordeaux,891885
81,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Caën,1750
82,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Châlons,177299
83,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Flandre,335413
84,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",La Rochelle,11550
85,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Lyon,6481729
86,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Marseille,14500275
87,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Montpellier,876456
88,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Nantes,2006811
89,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Narbonne,752157
90,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Paris,1497561
91,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Rennes,6989109
92,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Roüen,4348098
93,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,91,"Espagne, Canaries et les Indes Occidentales",Saint Quentin,2851100
94,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,92,Flandre Autrichienne,Bayonne,1560
95,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,92,Flandre Autrichienne,Caën,117274
96,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,92,Flandre Autrichienne,Charleville,112880
97,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,92,Flandre Autrichienne,Flandre,8071491
98,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,92,Flandre Autrichienne,Nantes,57006
99,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,92,Flandre Autrichienne,Roüen,898291
100,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,92,Flandre Autrichienne,Saint Quentin,319058
101,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Amiens,350777
102,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Bayonne,509615
103,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Bordeaux,4008434
104,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Bourgogne,76457
105,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Caën,13478
106,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Châlons,509884
107,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Charleville,39503
108,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Flandre,5322800
109,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Langres,860
110,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,La Rochelle,122427
111,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Lyon,1015558
112,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Montpellier,79570
113,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Nantes,983730
114,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Paris,633013
115,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Roüen,521157
116,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,92,Flandre Autrichienne,Saint Quentin,350121
117,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,93,Geneve,Bourgogne,2190
118,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,93,Geneve,Lyon,378835
119,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,93,Geneve,Bourgogne,128356
120,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,93,Geneve,Châlons,245
121,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,93,Geneve,Flandre,17153
122,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,93,Geneve,Lyon,2619599
123,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,93,Geneve,Marseille,1958
124,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,93,Geneve,Montpellier,220548
125,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,93,Geneve,Paris,68090
126,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,93,Geneve,Roüen,131765
127,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,93,Geneve,Saint Quentin,11060
128,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Amiens,751798
129,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Bayonne,1036960
130,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Bordeaux,5380261
131,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Caën,317119
132,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,La Rochelle,3139937
133,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Marseille,4519945
134,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Montpellier,55362
135,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Nantes,1290461
136,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Paris,215556
137,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Rennes,737177
138,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Roüen,6538610
139,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,94,Hollande,Saint Quentin,150048
140,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Amiens,62196
141,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Bayonne,1286880
142,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Bordeaux,16722627
143,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Bourgogne,196
144,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Caën,105
145,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Châlons,91663
146,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Flandre,9516
147,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,La Rochelle,153804
148,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Lyon,391441
149,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Marseille,2362154
150,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Montpellier,762847
151,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Nantes,6409857
152,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Paris,657463
153,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Rennes,2685527
154,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Roüen,2614516
155,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,94,Hollande,Saint Quentin,142390
156,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Italie,Amiens,123612
157,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Italie,Marseille,4125224
158,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Italie,Montpellier,760374
159,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Italie,Narbonne,550
160,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Italie,Paris,8150
161,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Italie,Roüen,5937916
162,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Amiens,490114
163,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Bordeaux,595349
164,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Bourgogne,1332
165,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Caën,20968
166,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Châlons,315559
167,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Flandre,190420
168,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Lyon,7807504
169,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Marseille,11115473
170,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Montpellier,286348
171,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Nantes,710953
172,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Narbonne,25563
173,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Paris,454535
174,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Roüen,297436
175,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Italie,Saint Quentin,465640
176,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Naples et Sicile,Marseille,7123888
177,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Naples et Sicile,Paris,5781
178,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Naples et Sicile,Marseille,4496519
179,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Naples et Sicile,Paris,56509
180,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Naples et Sicile,Saint Quentin,104160
181,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Genes,Marseille,3151015
182,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Genes,Narbonne,510
183,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Genes,Châlons,8300
184,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Genes,Marseille,4883801
185,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Genes,Paris,15175
186,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Genes,Saint Quentin,30940
187,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Venise,Marseille,1757160
188,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Imports,95,Venise,Paris,700
189,Stephen Jackson,IIHS-123,National toutes directions sans produits/1774.csv,National toutes directions sans produits,1774,Exports,95,Venise,Marseille,1517516
