numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value,,
12,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,24,"Allemagne, Lorraine et pais de Liege",Langres,644136,,
13,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,24,"Allemagne, Lorraine et pais de Liege",Lyon,15471977,,
14,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,24,"Allemagne, Lorraine et pais de Liege",Montpellier,32997,,
15,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,24,"Allemagne, Lorraine et pais de Liege",Roüen,818322,,
16,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,24,"Allemagne, Lorraine et pais de Liege",Saint Quentin,814126,,
17,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,25,Angleterre,Amiens,676844,,
18,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,25,Angleterre,Bordeaux,5676753,,
19,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,25,Angleterre,Caën,124069,,
20,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,25,Angleterre,La Rochelle,210400,,
21,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,25,Angleterre,Marseille,1244771,,
22,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,25,Angleterre,Nantes,178000,,
23,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,25,Angleterre,Rennes,1010044,,
24,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,25,Angleterre,Roüen,2770658,,
25,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Amiens,3060097,,
26,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Bayonne,23000,,
27,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Bordeaux,1860827,,
28,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Bourgogne,2775,,
29,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Caën,156064,,
30,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Châlons,32027,,
31,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Flandre,102816,,
32,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,La Rochelle,590944,,
33,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Marseille,521699,,
34,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Montpellier,244581,,
35,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Nantes,219646,,
36,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Rennes,1031533,,
37,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Roüen,2743296,,
38,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,25,Angleterre,Saint Quentin,50089,,
39,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,26,Danemark,Amiens,63509,,
40,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,26,Danemark,Bordeaux,1217298,,
41,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,26,Danemark,Caën,30975,,
42,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,26,Danemark,La Rochelle,128374,,
43,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,26,Danemark,Nantes,59001,,
44,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,26,Danemark,Rennes,271900,,
45,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,26,Danemark,Roüen,540419,,
46,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,26,Danemark,Amiens,2736,,
47,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,26,Danemark,Bordeaux,3209115,,
48,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,26,Danemark,Caën,1396,,
49,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,26,Danemark,La Rochelle,432730,,
50,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,26,Danemark,Nantes,446393,,
51,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,26,Danemark,Rennes,2958,,
52,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,26,Danemark,Roüen,170013,,
53,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Amiens,932630,,
54,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Bayonne,2965291,,
55,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Bordeaux,1194874,,
56,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",La Rochelle,202660,,
57,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Marseille,6236442,,
58,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Montpellier,622668,,
59,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Nantes,741556,,
60,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Narbonne,143173,,
61,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Rennes,424691,,
62,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Roüen,7829103,,
63,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,27,"Espagne, Canaries et Indes Occidentales",Saint Quentin,34286,,
64,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Amiens,2008748,,problème de somme
65,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Bayonne,5875480,,problème de somme
66,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Bordeaux,1961642,,problème de somme
67,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Châlons,178871,,problème de somme
68,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Flandre,412035,,problème de somme
69,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Lyon,2916028,,problème de somme
70,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Marseille,10356220,,problème de somme
71,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Montpellier,374195,,problème de somme
72,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Nantes,1697899,,problème de somme
73,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Narbonne,687613,,problème de somme
74,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Rennes,7513611,,problème de somme
75,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Roüen,2124938,,problème de somme
76,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,27,"Espagne, Canaries et Indes Occidentales",Saint Quentin,1381380,,problème de somme
77,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,28,Flandre Autrichienne,Amiens,10375,,problème de somme
78,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,28,Flandre Autrichienne,Caën,65331,,problème de somme
79,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,28,Flandre Autrichienne,Charleville,76205,,problème de somme
80,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,28,Flandre Autrichienne,Flandre,3050686,,problème de somme
81,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,28,Flandre Autrichienne,La Rochelle,6453,,problème de somme
82,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,28,Flandre Autrichienne,Nantes,519419,,problème de somme
83,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,28,Flandre Autrichienne,Roüen,811692,,problème de somme
84,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,28,Flandre Autrichienne,Saint Quentin,115924,,problème de somme
85,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Amiens,486999,,
86,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Bayonne,429957,,
87,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Bordeaux,4190671,,
88,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Bourgogne,96163,,
89,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Caën,3443,,
90,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Châlons,70969,,
91,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Charleville,298927,,
92,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Flandre,5116155,,
93,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,La Rochelle,152606,,
94,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Lyon,760981,,
95,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Montpellier,9580,,
96,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Nantes,1572502,,
97,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Roüen,447960,,
98,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,28,Flandre Autrichienne,Saint Quentin,407585,,
99,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,29,Geneve,Lyon,69639,,
100,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,29,Geneve,Bourgogne,6547,,
101,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,29,Geneve,Châlons,300,,
102,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,29,Geneve,Flandre,27754,,
103,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,29,Geneve,Langres,5480,,
104,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,29,Geneve,Lyon,806228,,
105,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,29,Geneve,Marseille,32696,,
106,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,29,Geneve,Montpellier,2300,,
107,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,29,Geneve,Roüen,67882,,
108,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,29,Geneve,Saint Quentin,9940,,
109,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Amiens,800895,,
110,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Bayonne,1317198,,
111,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Bordeaux,8109420,,
112,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Caën,580302,,
113,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Charleville,5644,,
114,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,La Rochelle,1206265,,
115,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Marseille,4097856,,
116,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Montpellier,41407,,
117,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Nantes,4130293,,
118,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Rennes,1840213,,
119,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Roüen,7485249,,
120,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,30,Hollande,Saint Quentin,146235,,
121,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Amiens,66375,,
122,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Bayonne,1292087,,
123,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Bordeaux,17054575,,
124,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Bourgogne,1080,,
125,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Caën,6351,,
126,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Châlons,18092,,
127,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Flandre,33000,,
128,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,La Rochelle,575780,,
129,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Lyon,394252,,
130,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Marseille,2900090,,
131,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Montpellier,1156434,,
132,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Nantes,4196219,,
133,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Rennes,2308622,,
134,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Roüen,3672725,,
135,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,30,Hollande,Saint Quentin,82580,,
136,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,31,Italie,Amiens,64464,,
137,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,31,Italie,Lyon,30036,,
138,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,31,Italie,Marseille,6791379,,
139,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,31,Italie,Montpellier,792190,,
140,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,31,Italie,Roüen,2199297,,
141,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Amiens,596119,,
142,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Bordeaux,4234081,,
143,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Bourgogne,1210,,
144,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Châlons,341753,,
145,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Flandre,163140,,
146,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,La Rochelle,261323,,
147,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Lyon,8626416,,
148,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Marseille,9291697,,
149,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Montpellier,303747,,
150,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Nantes,299219,,
151,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Narbonne,4079,,
152,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Roüen,239890,,
153,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Italie,Saint Quentin,763196,,
154,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,31,Naples et Sicile,Marseille,10169491,,
155,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Naples et Sicile,Amiens,74707,,
156,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Naples et Sicile,Lyon,60765,,
157,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Naples et Sicile,Marseille,4197133,,
158,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Naples et Sicile,Saint Quentin,139440,,
159,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,31,Genes,Marseille,4019063,,
160,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,31,Genes,Narbonne,9177,,
161,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Genes,Amiens,1470,,
162,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Genes,Châlons,27640,,
163,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Genes,Lyon,76370,,
164,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Genes,Marseille,4500127,,
165,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Genes,Narbonne,9034,,
166,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Genes,Saint Quentin,12460,,
167,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,31,Venise,Marseille,1362207,,
168,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Venise,Lyon,12760,,
169,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Venise,Marseille,1654612,,
170,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,31,Venise,Saint Quentin,2380,,
171,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,32,Levant,Amiens,1250,,
172,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,32,Levant,Marseille,32679298,,
173,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,32,Levant,Flandre,1409776,,
174,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,32,Levant,Marseille,20294867,,
175,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,33,Nord,Amiens,204840,,
176,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,33,Nord,Bayonne,693284,,
177,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,33,Nord,Bordeaux,12561281,,
178,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,33,Nord,La Rochelle,336801,,
179,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,33,Nord,Marseille,15350,,
180,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,33,Nord,Nantes,5731473,,
181,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,33,Nord,Rennes,620155,,
182,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,33,Nord,Roüen,3398359,,
183,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,33,Nord,Bayonne,547681,,
184,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,33,Nord,Bordeaux,33178630,,
