"Ville";"Exports_imports";"Partner";"year";"Index_value";"Part_value";"Part_flux"
"Bayonne";"Exports";"All";1766;104,901084874709;0,938053959182671;0,629746835443038
"Bayonne";"Exports";"All";1767;108,25497145619;0,924979287686596;0,652920962199313
"Bayonne";"Exports";"All";1768;102,799412688709;0,863344117778382;0,575539568345324
"Bayonne";"Exports";"All";1769;102,684784366539;0,807503236143612;0,610486891385768
"Bayonne";"Exports";"All";1770;110,426452718827;0,864016840496287;0,609243697478992
"Bayonne";"Exports";"All";1771;111,775753691046;0,777160523312905;0,546099290780142
"Bayonne";"Exports";"All";1772;110,044292867579;0,823979761038906;0,599415204678363
"Bayonne";"Exports";"All";1773;110,014644980938;0,832643855281293;0,528619528619529
"Bayonne";"Exports";"All";1774;108,86213152276;0,793401045314545;0,537313432835821
"Bayonne";"Exports";"All";1775;NA;NA;NA
"Bayonne";"Exports";"All";1776;108,0710467227;0,712486881854064;0,535384615384615
"Bayonne";"Exports";"All";1777;NA;NA;NA
"Bayonne";"Exports";"All";1778;108,124722641398;0,778183978649158;0,563888888888889
"Bayonne";"Exports";"All";1779;117,883856273465;0,779404973366497;0,583050847457627
"Bayonne";"Exports";"All";1780;110,449939162964;0,878099109877039;0,556313993174061
"Bayonne";"Exports";"All";1781;NA;NA;NA
"Bayonne";"Exports";"All";1782;NA;NA;NA
"Bayonne";"Exports";"All";1783;NA;NA;NA
"Bayonne";"Exports";"All";1784;NA;NA;NA
"Bayonne";"Exports";"All";1785;NA;NA;NA
"Bayonne";"Exports";"All";1786;NA;NA;NA
"Bayonne";"Exports";"All";1787;NA;NA;NA
"Bayonne";"Exports";"All";1788;NA;NA;NA
"Bayonne";"Exports";"All";1789;108,490778005102;0,541656904388014;0,27331486611265
"Rennes";"Imports";"All";1714;100;0,0431599011987243;0,0505181347150259
"Rennes";"Imports";"All";1715;NA;NA;NA
"Rennes";"Imports";"All";1716;NA;NA;NA
"Rennes";"Imports";"All";1717;NA;NA;NA
"Rennes";"Imports";"All";1718;NA;NA;NA
"Rennes";"Imports";"All";1719;NA;NA;NA
"Rennes";"Imports";"All";1720;NA;NA;NA
"Rennes";"Imports";"All";1721;NA;NA;NA
"Rennes";"Imports";"All";1722;NA;NA;NA
"Rennes";"Imports";"All";1723;NA;NA;NA
"Rennes";"Imports";"All";1724;NA;NA;NA
"Rennes";"Imports";"All";1725;NA;NA;NA
"Rennes";"Imports";"All";1726;NA;NA;NA
"Rennes";"Imports";"All";1727;NA;NA;NA
"Rennes";"Imports";"All";1728;NA;NA;NA
"Rennes";"Imports";"All";1729;NA;NA;NA
"Rennes";"Imports";"All";1730;NA;NA;NA
"Rennes";"Imports";"All";1731;NA;NA;NA
"Rennes";"Imports";"All";1732;NA;NA;NA
"Rennes";"Imports";"All";1733;NA;NA;NA
"Rennes";"Imports";"All";1734;NA;NA;NA
"Rennes";"Imports";"All";1735;NA;NA;NA
"Rennes";"Imports";"All";1736;NA;NA;NA
"Rennes";"Imports";"All";1737;NA;NA;NA
"Rennes";"Imports";"All";1738;NA;NA;NA
"Rennes";"Imports";"All";1739;NA;NA;NA
"Rennes";"Imports";"All";1740;NA;NA;NA
"Rennes";"Imports";"All";1741;NA;NA;NA
"Rennes";"Imports";"All";1742;NA;NA;NA
"Rennes";"Imports";"All";1743;NA;NA;NA
"Rennes";"Imports";"All";1744;NA;NA;NA
"Rennes";"Imports";"All";1745;NA;NA;NA
"Rennes";"Imports";"All";1746;NA;NA;NA
"Rennes";"Imports";"All";1747;75,6662594924638;0,366155901089625;0,586206896551724
"Rennes";"Imports";"All";1748;NA;NA;NA
"Rennes";"Imports";"All";1749;78,623934630011;0,753343869362113;0,453580901856764
"Rennes";"Imports";"All";1750;78,9022558718679;0,81418048447086;0,439393939393939
"Rennes";"Imports";"All";1751;NA;NA;NA
"Rennes";"Imports";"All";1752;94,0089113778886;0,656666123926353;0,421602787456446
"Rennes";"Imports";"All";1753;NA;NA;NA
"Rennes";"Imports";"All";1754;93,507057862534;0,744722795839994;0,518796992481203
"Rennes";"Imports";"All";1755;79,2101455673823;0,588736441294401;0,479674796747967
"Rennes";"Imports";"All";1756;63,4215603092783;0,770710743579687;0,548387096774194
"Rennes";"Imports";"All";1757;66,1615297205127;0,584419426988541;0,549815498154982
"Rennes";"Imports";"All";1758;78,5239708023066;0,907611191296315;0,634259259259259
"Rennes";"Imports";"All";1759;69,7550052787167;0,936120754558594;0,595
"Rennes";"Imports";"All";1760;58,6778426039347;0,916784960454957;0,591715976331361
"Rennes";"Imports";"All";1761;59,7616462390756;0,278595501852098;0,531365313653137
"Rennes";"Imports";"All";1762;65,2270341797418;0,891717204326914;0,569948186528497
"Rennes";"Imports";"All";1763;64,0835602209524;0,864201563034406;0,549738219895288
"Rennes";"Imports";"All";1764;66,6492229802673;0,822367974286231;0,600694444444444
"Rennes";"Imports";"All";1765;66,8008735626679;0,768183238441066;0,58203125
"Rennes";"Imports";"All";1766;78,455803490511;0,663648287514329;0,611940298507463
"Rennes";"Imports";"All";1767;63,9308377294074;0,786727032248031;0,548223350253807
"Rennes";"Imports";"All";1768;61,6060146434232;0,888610158748733;0,655555555555556
"Rennes";"Imports";"All";1769;63,3692100440037;0,820847488568124;0,610619469026549
"Rennes";"Imports";"All";1770;NA;NA;NA
"Rennes";"Imports";"All";1771;74,6411128719463;0,433820895969184;0,582474226804124
"Rennes";"Imports";"All";1772;66,0148737444835;0,81926527309624;0,685714285714286
"Rennes";"Imports";"All";1773;65,8497815073384;0,858714468855461;0,581589958158996
"Rennes";"Imports";"All";1774;51,5778238930606;0,735110742494169;0,598086124401914
"Rennes";"Imports";"All";1775;63,9158715187977;0,91134449104117;0,589090909090909
"Rennes";"Imports";"All";1776;78,0482634068267;0,902806009975774;0,594771241830065
"Rennes";"Imports";"All";1777;NA;NA;NA
"Rennes";"Imports";"All";1778;87,0234285312025;0,825414243138659;0,567099567099567
"Rennes";"Imports";"All";1779;87,0851824979213;0,923249195490819;0,497652582159624
"Rennes";"Imports";"All";1780;86,8430830200583;0,894406045268454;0,484304932735426
"Rennes";"Exports";"All";1714;100;0,239180974148202;0,0187224669603524
"Rennes";"Exports";"All";1715;NA;NA;NA
"Rennes";"Exports";"All";1716;NA;NA;NA
"Rennes";"Exports";"All";1717;NA;NA;NA
"Rennes";"Exports";"All";1718;NA;NA;NA
"Rennes";"Exports";"All";1719;NA;NA;NA
"Rennes";"Exports";"All";1720;NA;NA;NA
"Rennes";"Exports";"All";1721;NA;NA;NA
"Rennes";"Exports";"All";1722;NA;NA;NA
"Rennes";"Exports";"All";1723;NA;NA;NA
"Rennes";"Exports";"All";1724;NA;NA;NA
"Rennes";"Exports";"All";1725;NA;NA;NA
"Rennes";"Exports";"All";1726;NA;NA;NA
"Rennes";"Exports";"All";1727;NA;NA;NA
"Rennes";"Exports";"All";1728;NA;NA;NA
"Rennes";"Exports";"All";1729;NA;NA;NA
"Rennes";"Exports";"All";1730;NA;NA;NA
"Rennes";"Exports";"All";1731;NA;NA;NA
"Rennes";"Exports";"All";1732;NA;NA;NA
"Rennes";"Exports";"All";1733;NA;NA;NA
"Rennes";"Exports";"All";1734;NA;NA;NA
"Rennes";"Exports";"All";1735;NA;NA;NA
"Rennes";"Exports";"All";1736;NA;NA;NA
"Rennes";"Exports";"All";1737;NA;NA;NA
"Rennes";"Exports";"All";1738;NA;NA;NA
"Rennes";"Exports";"All";1739;NA;NA;NA
"Rennes";"Exports";"All";1740;NA;NA;NA
"Rennes";"Exports";"All";1741;NA;NA;NA
"Rennes";"Exports";"All";1742;NA;NA;NA
"Rennes";"Exports";"All";1743;NA;NA;NA
"Rennes";"Exports";"All";1744;NA;NA;NA
"Rennes";"Exports";"All";1745;NA;NA;NA
"Rennes";"Exports";"All";1746;NA;NA;NA
"Rennes";"Exports";"All";1747;79,9761622540128;0,721974066563051;0,54126679462572
"Rennes";"Exports";"All";1748;NA;NA;NA
"Rennes";"Exports";"All";1749;74,2076519499375;0,857209194964418;0,439189189189189
"Rennes";"Exports";"All";1750;77,6346551759921;0,492907533057573;0,475268817204301
"Rennes";"Exports";"All";1751;80,6609216242775;0,763389912670587;0,502970297029703
"Rennes";"Exports";"All";1752;NA;NA;NA
"Rennes";"Exports";"All";1753;96,6427933592411;0,372513264728804;0,483870967741935
"Rennes";"Exports";"All";1754;91,7587423865766;0,506635050659391;0,434065934065934
"Rennes";"Exports";"All";1755;94,2762742893654;0,501943625608414;0,487870619946092
"Rennes";"Exports";"All";1756;97,7286142528759;0,279068729532249;0,526515151515151
"Rennes";"Exports";"All";1757;91,5328708944835;0,793811153276852;0,605263157894737
"Rennes";"Exports";"All";1758;83,930728108759;0,720185180173245;0,53156146179402
"Rennes";"Exports";"All";1759;82,1119043085587;0,469029238957836;0,585492227979275
"Rennes";"Exports";"All";1760;75,7803127552349;0,805734653009079;0,553846153846154
"Rennes";"Exports";"All";1761;80,4634565881138;0,666087724572974;0,571428571428571
"Rennes";"Exports";"All";1762;77,8176395266247;0,859983152189801;0,486166007905138
"Rennes";"Exports";"All";1763;82,1881347254525;0,693072625268695;0,503389830508475
"Rennes";"Exports";"All";1764;76,8403793885179;0,688351238064792;0,498924731182796
"Rennes";"Exports";"All";1765;69,4307838109414;0,763361189580415;0,503916449086162
"Rennes";"Exports";"All";1766;69,3603818859501;0,791346681940297;0,521739130434783
"Rennes";"Exports";"All";1767;82,6886786825423;0,949764924784214;0,506535947712418
"Rennes";"Exports";"All";1768;78,3688862888474;0,674904755962577;0,513661202185792
"Rennes";"Exports";"All";1769;81,5926771271628;0,751860041699772;0,49620253164557
"Rennes";"Exports";"All";1770;NA;NA;NA
"Rennes";"Exports";"All";1771;87,6135633544963;0,888928266053381;0,511627906976744
"Rennes";"Exports";"All";1772;86,542550065932;0,69383572174477;0,437777777777778
"Rennes";"Exports";"All";1773;86,6174862843358;0,720540049692611;0,464751958224543
"Rennes";"Exports";"All";1774;79,586596836192;0,696589313424506;0,446300715990453
"Rennes";"Exports";"All";1775;81,6547187690202;0,613609836591705;0,426739926739927
"Rennes";"Exports";"All";1776;79,2478129801906;0,661609059400172;0,395534290271132
"Rennes";"Exports";"All";1777;NA;NA;NA
"Rennes";"Exports";"All";1778;86,145358634856;0,809835715422674;0,42914979757085
"Rennes";"Exports";"All";1779;84,0704788261179;0,890095336240521;0,45679012345679
"Rennes";"Exports";"All";1780;87,8407769460679;0,884133571618339;0,440265486725664
"Nantes";"Imports";"Europe_et_Mediterranee";1730;100;0,242157306327087;0,519893899204244
"Nantes";"Imports";"Europe_et_Mediterranee";1731;134,810558306621;0,302218073612897;0,547683923705722
"Nantes";"Imports";"Europe_et_Mediterranee";1732;114,964598144703;0,24069475791116;0,56957928802589
"Nantes";"Imports";"Europe_et_Mediterranee";1733;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1734;113,43008280038;0,218087218136287;0,527918781725888
"Nantes";"Imports";"Europe_et_Mediterranee";1735;106,586228593562;0,194363673193945;0,593567251461988
"Nantes";"Imports";"Europe_et_Mediterranee";1736;91,7322771985676;0,20210697335313;0,5275
"Nantes";"Imports";"Europe_et_Mediterranee";1737;88,7828544596065;0,188912758743904;0,605042016806723
"Nantes";"Imports";"Europe_et_Mediterranee";1738;88,7818857216719;0,287191701294028;0,593333333333333
"Nantes";"Imports";"Europe_et_Mediterranee";1739;110,811191939377;0,158689643310626;0,545454545454545
"Nantes";"Imports";"Europe_et_Mediterranee";1740;104,847909679778;0,15022958014828;0,604368932038835
"Nantes";"Imports";"Europe_et_Mediterranee";1741;115,278722629803;0,157567490633927;0,57258064516129
"Nantes";"Imports";"Europe_et_Mediterranee";1742;112,954327573241;0,195849500281263;0,565137614678899
"Nantes";"Imports";"Europe_et_Mediterranee";1743;96,8276223248251;0,198861460461295;0,548983364140481
"Nantes";"Imports";"Europe_et_Mediterranee";1744;93,0204063124818;0,229002792842304;0,557172557172557
"Nantes";"Imports";"Europe_et_Mediterranee";1745;95,326851492464;0,231083487065115;0,563694267515924
"Nantes";"Imports";"Europe_et_Mediterranee";1746;99,2146310263934;0,220076114441216;0,543543543543544
"Nantes";"Imports";"Europe_et_Mediterranee";1747;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1748;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1749;110,683751411438;0,41716132940258;0,55743879472693
"Nantes";"Imports";"Europe_et_Mediterranee";1750;133,215833515247;0,195663094738258;0,479838709677419
"Nantes";"Imports";"Europe_et_Mediterranee";1751;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1752;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1753;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1754;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1755;123,608282575903;0,153783979296898;0,528089887640449
"Nantes";"Imports";"Europe_et_Mediterranee";1756;153,77233020992;0,325632459847205;0,503424657534247
"Nantes";"Imports";"Europe_et_Mediterranee";1757;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1758;147,937448971146;0,626160211928098;0,595744680851064
"Nantes";"Imports";"Europe_et_Mediterranee";1759;129,449581412263;0,700176033930837;0,571428571428571
"Nantes";"Imports";"Europe_et_Mediterranee";1760;133,686173047183;0,86917947955146;0,518324607329843
"Nantes";"Imports";"Europe_et_Mediterranee";1761;165,079997299521;0,663400685369109;0,60126582278481
"Nantes";"Imports";"Europe_et_Mediterranee";1762;160,258556474739;0,912572142539111;0,681647940074906
"Nantes";"Imports";"Europe_et_Mediterranee";1763;130,310113949955;0,18641872016726;0,641651031894934
"Nantes";"Imports";"Europe_et_Mediterranee";1764;163,071566671396;0,151065676891469;0,595628415300546
"Nantes";"Imports";"Europe_et_Mediterranee";1765;179,660000677879;0,190421512822988;0,600961538461538
"Nantes";"Imports";"Europe_et_Mediterranee";1766;232,237684455257;0,25959311845423;0,576315789473684
"Nantes";"Imports";"Europe_et_Mediterranee";1767;229,23015694857;0,152038374466416;0,509433962264151
"Nantes";"Imports";"Europe_et_Mediterranee";1768;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1769;255,283980574732;0,345677576554464;0,538904899135447
"Nantes";"Imports";"Europe_et_Mediterranee";1770;252,493001832247;0,434898969233787;0,503086419753086
"Nantes";"Imports";"Europe_et_Mediterranee";1771;251,145038679152;0,22333624838578;0,515527950310559
"Nantes";"Imports";"Europe_et_Mediterranee";1772;228,542728272945;0,179151073855289;0,505464480874317
"Nantes";"Imports";"Europe_et_Mediterranee";1773;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1774;211,203584987456;0,157663527535026;0,540453074433657
"Nantes";"Imports";"Europe_et_Mediterranee";1775;222,115623251848;0,535971455918233;0,504792332268371
"Nantes";"Imports";"Europe_et_Mediterranee";1776;204,132084307349;0,261239188273346;0,498721227621483
"Nantes";"Imports";"Europe_et_Mediterranee";1777;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1778;235,145039013538;0,194083254314576;0,435374149659864
"Nantes";"Imports";"Europe_et_Mediterranee";1779;246,897004088704;0,351986649708124;0,534810126582278
"Nantes";"Imports";"Europe_et_Mediterranee";1780;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1781;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1782;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1783;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1784;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1785;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1786;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1787;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1788;NA;NA;NA
"Nantes";"Imports";"Europe_et_Mediterranee";1789;241,428590069758;0,230750428452711;0,321187584345479
"Nantes";"Exports";"Europe_et_Mediterranee";1728;100;0,494733012966511;0,215210355987055
"Nantes";"Exports";"Europe_et_Mediterranee";1729;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1730;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1731;82,9651411137438;0,533594741271222;0,243686868686869
"Nantes";"Exports";"Europe_et_Mediterranee";1732;92,2791196869116;0,629670774142252;0,27
"Nantes";"Exports";"Europe_et_Mediterranee";1733;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1734;84,9089900489523;0,740695165569746;0,281420765027322
"Nantes";"Exports";"Europe_et_Mediterranee";1735;82,8397436085676;0,712653466661458;0,280769230769231
"Nantes";"Exports";"Europe_et_Mediterranee";1736;78,3560324078591;0,696520101493706;0,262626262626263
"Nantes";"Exports";"Europe_et_Mediterranee";1737;77,4790785961567;0,599410805309379;0,222551928783383
"Nantes";"Exports";"Europe_et_Mediterranee";1738;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1739;82,3915119118895;0,48579758746005;0,25261780104712
"Nantes";"Exports";"Europe_et_Mediterranee";1740;89,2850564301357;0,693059451759544;0,269513991163476
"Nantes";"Exports";"Europe_et_Mediterranee";1741;77,308557605665;0,6232821390483;0,228004956629492
"Nantes";"Exports";"Europe_et_Mediterranee";1742;68,5230101442501;0,683079996374108;0,244922341696535
"Nantes";"Exports";"Europe_et_Mediterranee";1743;67,5105189200879;0,607908967236571;0,236572890025575
"Nantes";"Exports";"Europe_et_Mediterranee";1744;82,1357858691555;0,792617873768822;0,26
"Nantes";"Exports";"Europe_et_Mediterranee";1745;73,7719802582426;0,660848450299232;0,333976833976834
"Nantes";"Exports";"Europe_et_Mediterranee";1746;92,0002522427697;0,457075436982352;0,281045751633987
"Nantes";"Exports";"Europe_et_Mediterranee";1747;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1748;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1749;70,651301824234;0,649257230245733;0,179447852760736
"Nantes";"Exports";"Europe_et_Mediterranee";1750;71,9587209828162;0,681589116518791;0,196864111498258
"Nantes";"Exports";"Europe_et_Mediterranee";1751;65,2966931100657;0,696270675031939;0,243859649122807
"Nantes";"Exports";"Europe_et_Mediterranee";1752;72,7746164103109;0,5911803756002;0,228769497400347
"Nantes";"Exports";"Europe_et_Mediterranee";1753;80,1098759114619;0,671816872994104;0,198738170347003
"Nantes";"Exports";"Europe_et_Mediterranee";1754;82,2335340338696;0,656284339360527;0,165178571428571
"Nantes";"Exports";"Europe_et_Mediterranee";1755;74,2744386580206;0,6243273730281;0,177391304347826
"Nantes";"Exports";"Europe_et_Mediterranee";1756;89,4745114932942;0,747104770946401;0,284745762711864
"Nantes";"Exports";"Europe_et_Mediterranee";1757;79,6319354192488;0,755155606060953;0,282700421940928
"Nantes";"Exports";"Europe_et_Mediterranee";1758;85,4404049366034;0,849582264207817;0,312883435582822
"Nantes";"Exports";"Europe_et_Mediterranee";1759;79,541229648927;0,932018386187254;0,353448275862069
"Nantes";"Exports";"Europe_et_Mediterranee";1760;79,2122327725832;0,880420772715382;0,363636363636364
"Nantes";"Exports";"Europe_et_Mediterranee";1761;96,5390075754664;0,57087507488913;0,396
"Nantes";"Exports";"Europe_et_Mediterranee";1762;80,5409397181721;0,942150659749735;0,384297520661157
"Nantes";"Exports";"Europe_et_Mediterranee";1763;84,7273950516697;0,473621306852203;0,11822125813449
"Nantes";"Exports";"Europe_et_Mediterranee";1764;73,6606313226997;0,636994148592126;0,121338912133891
"Nantes";"Exports";"Europe_et_Mediterranee";1765;77,2478028390393;0,673834019301308;0,156840934371524
"Nantes";"Exports";"Europe_et_Mediterranee";1766;75,3635351766201;0,167001054154161;0,142666666666667
"Nantes";"Exports";"Europe_et_Mediterranee";1767;80,7411023717276;0,596814389293453;0,159887798036466
"Nantes";"Exports";"Europe_et_Mediterranee";1768;80,9647468042608;0,531346375413121;0,154285714285714
"Nantes";"Exports";"Europe_et_Mediterranee";1769;93,1311365780959;0,485249178728281;0,174496644295302
"Nantes";"Exports";"Europe_et_Mediterranee";1770;101,491235060613;0,721161265249137;0,158273381294964
"Nantes";"Exports";"Europe_et_Mediterranee";1771;99,1319304532639;0,704328545314829;0,165615141955836
"Nantes";"Exports";"Europe_et_Mediterranee";1772;92,6316037534251;0,630168835043889;0,172535211267606
"Nantes";"Exports";"Europe_et_Mediterranee";1773;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1774;80,51437532941;0,709157007916504;0,127348643006263
"Nantes";"Exports";"Europe_et_Mediterranee";1775;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1776;78,9755887972043;0,626179958753156;0,137834036568214
"Nantes";"Exports";"Europe_et_Mediterranee";1777;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1778;90,0681786193587;0,493019741504515;0,0792186652197504
"Nantes";"Exports";"Europe_et_Mediterranee";1779;89,5124719852731;0,573067352996226;0,169291338582677
"Nantes";"Exports";"Europe_et_Mediterranee";1780;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1781;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1782;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1783;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1784;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1785;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1786;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1787;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1788;NA;NA;NA
"Nantes";"Exports";"Europe_et_Mediterranee";1789;110,615117223594;0,0662779356106599;0,0839107005388761
"Marseille";"Imports";"Europe_et_Mediterranee";1725;100;0,449261260929401;0,518518518518518
"Marseille";"Imports";"Europe_et_Mediterranee";1726;98,9819434603255;0,339487378578379;0,524193548387097
"Marseille";"Imports";"Europe_et_Mediterranee";1727;106,585586890645;0,272878912165814;0,512064343163539
"Marseille";"Imports";"Europe_et_Mediterranee";1728;96,890073705271;0,335317378694191;0,531428571428571
"Marseille";"Imports";"Europe_et_Mediterranee";1729;106,770489818603;0,259724066558273;0,55205047318612
"Marseille";"Imports";"Europe_et_Mediterranee";1730;101,873322511672;0,340145317756442;0,545994065281899
"Marseille";"Imports";"Europe_et_Mediterranee";1731;98,1497305384593;0,433233201315905;0,548022598870056
"Marseille";"Imports";"Europe_et_Mediterranee";1732;103,717791958163;0,254046500544607;0,54380664652568
"Marseille";"Imports";"Europe_et_Mediterranee";1733;109,416528429078;0,518354165396496;0,553623188405797
"Marseille";"Imports";"Europe_et_Mediterranee";1734;NA;NA;NA
"Marseille";"Imports";"Europe_et_Mediterranee";1735;106,129431050023;0,393355430925737;0,561728395061728
"Marseille";"Imports";"Europe_et_Mediterranee";1736;109,523633076137;0,38558998445541;0,547169811320755
"Marseille";"Imports";"Europe_et_Mediterranee";1737;105,909020797691;0,270006595789348;0,564356435643564
"Marseille";"Imports";"Europe_et_Mediterranee";1738;104,151312336732;0,224607246914082;0,623348017621145
"Marseille";"Imports";"Europe_et_Mediterranee";1739;99,8274275403144;0,380599863570649;0,477580813347237
"Marseille";"Imports";"Europe_et_Mediterranee";1740;110,077330600225;0,513492066154722;0,461312438785504
"Marseille";"Imports";"Europe_et_Mediterranee";1741;113,140992955805;0,495005164516668;0,462603878116344
"Marseille";"Imports";"Europe_et_Mediterranee";1742;111,729484146322;0,547922686862382;0,471
"Marseille";"Imports";"Europe_et_Mediterranee";1743;111,228668200078;0,587811551187027;0,463713477851084
"Marseille";"Imports";"Europe_et_Mediterranee";1744;111,806888911656;0,562138072308505;0,480815347721823
"Marseille";"Imports";"Europe_et_Mediterranee";1745;111,140978918027;0,651752180273451;0,498893805309735
"Marseille";"Imports";"Europe_et_Mediterranee";1746;118,708033473737;0,669708327502753;0,491990846681922
"Marseille";"Imports";"Europe_et_Mediterranee";1747;120,63684071219;0,776599463798053;0,500643500643501
"Marseille";"Imports";"Europe_et_Mediterranee";1748;111,554835302088;0,772311478841292;0,476683937823834
"Marseille";"Imports";"Europe_et_Mediterranee";1749;NA;NA;NA
"Marseille";"Imports";"Europe_et_Mediterranee";1750;125,745730143667;0,57244346736616;0,429009193054137
"Marseille";"Imports";"Europe_et_Mediterranee";1751;115,96641870989;0,75004963490001;0,512061403508772
"Marseille";"Imports";"Europe_et_Mediterranee";1752;115,83333418178;0,5597182780638;0,472320376914017
"Marseille";"Imports";"Europe_et_Mediterranee";1753;112,460319670828;0,608689512717184;0,471101417666303
"Marseille";"Imports";"Europe_et_Mediterranee";1754;112,42626536934;0,645800071467828;0,457173447537473
"Marseille";"Imports";"Europe_et_Mediterranee";1755;112,970497898397;0,62329232159765;0,451152579582876
"Marseille";"Imports";"Europe_et_Mediterranee";1756;113,831906654032;0,75120599894414;0,44692144373673
"Marseille";"Imports";"Europe_et_Mediterranee";1757;113,97056534827;0,773125432541298;0,445219123505976
"Marseille";"Imports";"Europe_et_Mediterranee";1758;119,799684471527;0,77089182974898;0,382466281310212
"Marseille";"Imports";"Europe_et_Mediterranee";1759;120,488115020839;0,784351825402034;0,389539422326308
"Marseille";"Imports";"Europe_et_Mediterranee";1760;NA;NA;NA
"Marseille";"Imports";"Europe_et_Mediterranee";1761;128,211075365031;0,802549923104321;0,390315480557594
"Marseille";"Imports";"Europe_et_Mediterranee";1762;128,340519901273;0,864851429335572;0,389705882352941
"Marseille";"Imports";"Europe_et_Mediterranee";1763;128,975349972878;0,613251662372691;0,347911227154047
"Marseille";"Imports";"Europe_et_Mediterranee";1764;125,91780649609;0,707505632784611;0,36852723604573
"Marseille";"Imports";"Europe_et_Mediterranee";1765;127,496363166752;0,699491283601511;0,391304347826087
"Marseille";"Imports";"Europe_et_Mediterranee";1766;126,567318865931;0,726529537433953;0,369047619047619
"Marseille";"Imports";"Europe_et_Mediterranee";1767;130,183843310224;0,691584373915046;0,378195488721805
"Marseille";"Imports";"Europe_et_Mediterranee";1768;128,391860513546;0,728138761604434;0,376777251184834
"Marseille";"Imports";"Europe_et_Mediterranee";1769;124,72858370275;0,695658245495216;0,389402859545837
"Marseille";"Imports";"Europe_et_Mediterranee";1770;124,591779804927;0,704407496273351;0,374784110535406
"Marseille";"Imports";"Europe_et_Mediterranee";1771;124,132877892057;0,762277708225853;0,375510204081633
"Marseille";"Imports";"Europe_et_Mediterranee";1772;125,130384286281;0,700373480677426;0,356739305891848
"Marseille";"Imports";"Europe_et_Mediterranee";1773;122,363557292437;0,700560966645685;0,355465587044534
"Marseille";"Imports";"Europe_et_Mediterranee";1774;123,670728882099;0,658966820910036;0,36644407345576
"Marseille";"Imports";"Europe_et_Mediterranee";1775;121,791946145477;0,645875240958517;0,364190012180268
"Marseille";"Imports";"Europe_et_Mediterranee";1776;121,226450380425;0,614599039295411;0,356881851400731
"Marseille";"Imports";"Europe_et_Mediterranee";1777;125,850492953433;0,621456308977829;0,342141863699583
"Marseille";"Imports";"Europe_et_Mediterranee";1778;111,979945063766;0,612062958575172;0,337025316455696
"Marseille";"Imports";"Europe_et_Mediterranee";1779;123,226025478773;0,72909011631926;0,361904761904762
"Marseille";"Imports";"Europe_et_Mediterranee";1780;119,498237519364;0,443405819566588;0,342483660130719
"Marseille";"Imports";"Europe_et_Mediterranee";1781;NA;NA;NA
"Marseille";"Imports";"Europe_et_Mediterranee";1782;NA;NA;NA
"Marseille";"Imports";"Europe_et_Mediterranee";1783;NA;NA;NA
"Marseille";"Imports";"Europe_et_Mediterranee";1784;NA;NA;NA
"Marseille";"Imports";"Europe_et_Mediterranee";1785;NA;NA;NA
