"Ville";"year";"Termes_echange_value"
"Marseille";1758;NA
"Marseille";1759;1,07783255610115
"Marseille";1760;NA
"Marseille";1761;1,03120160985217
"Marseille";1762;1,08354560102387
"Marseille";1763;1,15298028023924
"Marseille";1764;1,08390724382617
"Marseille";1765;1,09338600642437
"Marseille";1766;1,13030267876488
"Marseille";1767;1,07515512301454
"Marseille";1768;1,06380333078688
"Marseille";1769;1,17386605644828
"Marseille";1770;1,20572620848098
"Marseille";1771;NA
"Marseille";1772;1,21559716362302
"Marseille";1773;1,2026227983159
"Marseille";1774;1,16537339975943
"Marseille";1775;1,19232822434014
"Marseille";1776;1,17913848842959
"Marseille";1777;1,14400625552464
"Marseille";1778;1,35017488692376
"Marseille";1779;1,31959267153248
"Marseille";1780;1,17483898002789
"Marseille";1781;NA
"Marseille";1782;NA
"Marseille";1783;NA
"Marseille";1784;NA
"Marseille";1785;NA
"Marseille";1786;NA
"Marseille";1787;NA
"Marseille";1788;NA
"Marseille";1789;1,14656226397014
"Nantes";1728;NA
"Nantes";1729;NA
"Nantes";1730;NA
"Nantes";1731;0,756533769368878
"Nantes";1732;0,958652686667614
"Nantes";1733;NA
"Nantes";1734;0,91467852327615
"Nantes";1735;0,935742733166231
"Nantes";1736;0,944134076380832
"Nantes";1737;0,920430536569532
"Nantes";1738;NA
"Nantes";1739;0,917299498162255
"Nantes";1740;0,845605367612385
"Nantes";1741;0,847662510418845
"Nantes";1742;0,761949238451862
"Nantes";1743;0,82852839671362
"Nantes";1744;1,01074927033584
"Nantes";1745;0,937349946228988
"Nantes";1746;0,995307700797908
"Nantes";1747;NA
"Nantes";1748;NA
"Nantes";1749;1,0713787410455
"Nantes";1750;NA
"Nantes";1751;NA
"Nantes";1752;NA
"Nantes";1753;NA
"Nantes";1754;NA
"Nantes";1755;1,22684738081848
"Nantes";1756;1,62195290911822
"Nantes";1757;NA
"Nantes";1758;0,755283023161974
"Nantes";1759;1,08250937818223
"Nantes";1760;0,922107863078315
"Nantes";1761;0,850721650573973
"Nantes";1762;0,63254980926331
"Nantes";1763;0,908467265019562
"Nantes";1764;0,827504820140644
"Nantes";1765;0,813279003204496
"Nantes";1766;0,886327164338883
"Nantes";1767;0,758095402065082
"Nantes";1768;NA
"Nantes";1769;0,684133955322954
"Nantes";1770;0,723842477346182
"Nantes";1771;0,698392612542363
"Nantes";1772;0,678263313206751
"Nantes";1773;NA
"Nantes";1774;0,590121874501071
"Nantes";1775;NA
"Nantes";1776;0,60687200266654
"Nantes";1777;NA
"Nantes";1778;0,556426402712154
"Nantes";1779;0,551368462216991
"Nantes";1780;NA
"Nantes";1781;NA
"Nantes";1782;NA
"Nantes";1783;NA
"Nantes";1784;NA
"Nantes";1785;NA
"Nantes";1786;NA
"Nantes";1787;NA
"Nantes";1788;NA
"Nantes";1789;0,647772399768909
"Rennes";1714;1
"Rennes";1715;NA
"Rennes";1716;NA
"Rennes";1717;NA
"Rennes";1718;NA
"Rennes";1719;NA
"Rennes";1720;NA
"Rennes";1721;NA
"Rennes";1722;NA
"Rennes";1723;NA
"Rennes";1724;NA
"Rennes";1725;NA
"Rennes";1726;NA
"Rennes";1727;NA
"Rennes";1728;NA
"Rennes";1729;NA
"Rennes";1730;NA
"Rennes";1731;NA
"Rennes";1732;NA
"Rennes";1733;NA
"Rennes";1734;NA
"Rennes";1735;NA
"Rennes";1736;NA
"Rennes";1737;NA
"Rennes";1738;NA
"Rennes";1739;NA
"Rennes";1740;NA
"Rennes";1741;NA
"Rennes";1742;NA
"Rennes";1743;NA
"Rennes";1744;NA
"Rennes";1745;NA
"Rennes";1746;NA
"Rennes";1747;1,18832356465783
"Rennes";1748;NA
"Rennes";1749;1,11327635439124
"Rennes";1750;NA
"Rennes";1751;NA
"Rennes";1752;NA
"Rennes";1753;NA
"Rennes";1754;1,15081447563636
"Rennes";1755;1,37292490540622
"Rennes";1756;1,72739969254461
"Rennes";1757;1,56874143709156
"Rennes";1758;1,21564470729071
"Rennes";1759;1,33982103748146
"Rennes";1760;1,46130115342174
"Rennes";1761;1,5299361540377
"Rennes";1762;1,3469592881975
"Rennes";1763;1,43769956867187
"Rennes";1764;1,29024067391129
"Rennes";1765;1,16527558832651
"Rennes";1766;1,28137516678264
"Rennes";1767;1,49261582776768
"Rennes";1768;1,34914771660918
"Rennes";1769;1,38360016917153
"Rennes";1770;NA
"Rennes";1771;1,28717627059328
"Rennes";1772;1,45698617212525
"Rennes";1773;1,47183540798015
"Rennes";1774;1,74284283391476
"Rennes";1775;1,44950184928851
"Rennes";1776;1,14199328951208
"Rennes";1777;NA
"Rennes";1778;1,11330443230866
"Rennes";1779;1,09072688254228
"Rennes";1780;1,1383032619113
