numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
30,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Eau de vie simple,,69472,240,Bordeaux,,pintes,,,,,,,2
31,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Eau de vie simple,,5882,31,Languedoc,,muids,,,,,,,1
32,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Eau de vie simple,,5882,32,Languedoc,,pintes,,,,,,,2
33,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Eau de vie double,,882,3,Bordeaux,,muids,,,,,,,1
34,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Eau de vie double,,882,16,Bordeaux,,pintes,,,,,,,2
35,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Etoffes de laine,,272,,France,,,,,,,,,0
36,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Etoffes dites pekin,,330,3,Lorient,,pièces,,,,,,Dernier chiffre illisible,0
37,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Etoffes de soye,,670,146,Lyon,,aunes,,,,,,Dernier chiffre illisible,0
38,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,farine,,1720,9600,Bordeaux,,livres,,,,,,Dernier chiffre illisible,0
39,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,fayence,,300,,Angleterre,,,,,,,,Dernier chiffre illisible,0
40,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,63,Fer en ancres,,150,500,St Esprit les Bayonne,,livres,,,,,,,0
41,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Fer en barre,,1580,7200,Suède,,livres,,,,,,Dernier chiffre illisible,0
42,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Fer en marmites,,280,150,Rouen,,en nombre,,,,,,Dernier chiffre illisible,0
43,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,63,Fer ouvré,,98,,,,,,,,,,,0
44,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,63,Fil à voiler,,1050,750,,,livres,,,,,,,0
45,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Fromage de gruyère,,100,336,,,livres,,,,,,Dernier chiffre illisible,0
46,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Fruits secs en confits,,40,,,,,,,,,,,0
47,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Futailles divers,,8625,,,,,,,,,,,0
48,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Grains comestibles ris,,11000,44000,Lorient,,livres,,,,,,,0
49,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,hardes diverses,,194,,,,,,,,,,,0
50,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,légumes fèves,,33250,332500,Nantes,,livres,,,,,,,0
51,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,63,Lingerie en chemises,,3000,1200,,,en nombre,,,,,,,0
52,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Liqueur anisette,,5120,11,Bordeaux,,muids,,,,,,,1
53,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Liqueur anisette,,5120,38,Bordeaux,,pintes,,,,,,,2
54,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,63,Marchandises à la valeur,,444,,,,,,,,,,,0
55,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Marchandises à la valeur,,633,,,,,,,,,,,0
56,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Mouchoirs de fil,,48108,2532,Cholet,,pièces,,,,,,,0
57,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,mouchoirs romals,,7562,398,Lorient,,pièces,,,,,,,0
58,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,mouchoirs romals,,3420,180,Nantes,,pièces,,,,,,,0
59,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Mouchoirs mazulipatan,,640,16,Lorient,,pièces,,,,,,,0
60,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Mouchoirs baffetas,,960,30,Lorient,,pièces,,,,,,,0
61,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,mouchoirs de soye,,1017,44,Lorient,,pièces,,,,,,,1
62,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,mouchoirs de soye,,1017,76,Lorient,,en nombre,,,,,,,2
63,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Orfèvrerie vaisselle d'argent,,474,9,Paris,,marcs,,,,,,,1
64,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Orfèvrerie vaisselle d'argent,,474,1,Paris,,onces,,,,,,,2
65,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Ouvrage en cuir,,72,,Paris,,,,,,,,,0
66,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Ouvrage de terre cuite pipe,,1584,264,Hollande,,grosses,,,,,,,0
67,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Papier à doublage,,120,400,Hambourg,,livres,,,,,,,0
68,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Parapluie,,7350,350,St Malo,,en nombre,,,,,,,0
69,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Plomb à giboyer,,259,740,St Malo,,livres,,,,,,,0
70,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,La Martinique,,63,Morue sèche,,25460,127300,Miquelon,,livres,,,,,,,0
71,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Poudre de traite,,4263,28320,Régie des poudres,,livres,,,,,,,0
72,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Quincaillerie de fer,,300,,,,,,,,,,,0
73,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,63,Sacs de toille,,150,100,,,en nombre,,,,,,,0
74,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,63,Suif fondu,,1800,3000,,,livres,,,,,,,0
75,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Tabac,,7986,6655,Virginie,,livres,,,,,,,0
76,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Tabac du brésil acheté à Lisbonne,,45900,102000,,,livres,,,,,,,0
77,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Toiles diverses,,96,,,,,,,,,,,0
78,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Toiles de lin étroite,,3125,1250,Quintin,,aunes,,,,,,,0
79,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Toiles à robes,,26400,550,Cholet,,pièces,,,,,,,0
80,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Toiles coutil,,24485,678,Rouen,,pièces,,,,,,,0
81,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Toiles bajutapaux,,7416,309,Lorient,,pièces,,,,,,,0
82,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,63,Toiles chasselas,,1920,80,Lorient,,pièces,,,,,,,0
83,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles chasselas,,2156,98,Nantes,,pièces,,,,,,,0
84,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles coupis,,600,12,Lorient,,pièces,,,,,,,0
85,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles chille,,300,15,Lorient,,pièces,,,,,,,0
86,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles guinée bleue,,2990,115,Lorient,,pièces,,,,,,,0
87,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles guinée bleue,,8220,411,Nantes,,pièces,,,,,,,0
88,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles guingams,,1540,70,Nantes,,pièces,,,,,,,0
89,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles limencas,,3762,171,Nantes,,pièces,,,,,,,0
90,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles néganepaux,,2760,120,Nantes,,pièces,,,,,,,0
91,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles nicanéas,,6670,290,Nantes,,pièces,,,,,,,0
92,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles platille,,122880,16384,Hollande,,pièces,,,,,,,0
93,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles de coton,,484,22,Rouen,,pièces,,,,,,,0
94,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles bazin,,960,40,Rouen,,pièces,,,,,,,0
95,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles indienne,,15876,567,Nantes,,pièces,,,,,,,0
96,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,St Domingue,,64,Toiles de halle de Languenan,,5038,3888,,,aunes,,,,,,,0
97,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Toiles siamoise fil et coton,,15928,724,Rouen,,pièces,,,,,,,0
98,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Veroterie,,420,375,Nantes,,marcs,,,,,,,0
99,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,vin,,12480,173,Provence,,muids,,,,,,,1
100,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,vin,,12480,96,Provence,,pintes,,,,,,,2
101,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,vin,,4399,19,Bordeaux,,muids,,,,,,,1
102,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,vin,,4399,278,Bordeaux,,pintes,,,,,,,2
103,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,vin,,4399,1510,Bordeaux,,bouteilles,,,,,,,2
104,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,Vinaigre,,86,1,Bordeaux,,muids,,,,,,,1
105,Cyril Mouton,ANOM Col F 2B 14,,,1789,Exports,Sénégal et Guinée,,64,vinaigre,,86,212,Bordeaux,,pintes,,,,,,,2
