numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,remarks
114,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,5,1725,Exports,Etamine de laine,Marseille,Espagne,"1 400,00",livres,"6,0000000",
115,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,5,1725,Exports,Evantails fins,Marseille,Espagne,"480,00",en nombre,"2,0000000",
116,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,5,1725,Exports,Essence et pomade,Marseille,Espagne,"72,00",livres,"1,0000000",
117,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,5,1725,Exports,Fil de poil de chevre,Marseille,Espagne,"200,00",livres,"2,5000000",
118,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,5,1725,Exports,Fil cru,Marseille,Espagne,"3 040,00",livres,"0,7500000",
119,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,5,1725,Exports,Filet a pecher,Marseille,Espagne,"24,00",pièces,"3,5000000",
120,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,5,1725,Exports,Filet a pecher,Marseille,Espagne,"1 400,00",livres,"1,0000000",
121,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Fayence,Marseille,Espagne,"900,00",livres,"0,1500000",
122,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Fer ouvré,Marseille,Espagne,"1 252,00",livres,"0,2000000",
123,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Gans de peau,Marseille,Espagne,"678,00",en nombre,"0,7500000",
124,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Gans de peau,Marseille,Espagne,"400,00",livres,"1,0000000",
125,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Galon or et argent faux,Marseille,Espagne,"150,00",livres,"1,0000000",
126,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Librairie,Marseille,Espagne,"3 400,00",livres,"3,0000000",
127,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Manchon pour femme,Marseille,Espagne,"100,00",livres,"15,0000000",
128,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Mercerie,Marseille,Espagne,"29 970,00",livres,"6,0000000",
129,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Ouvrage de soye,Marseille,Espagne,"507,00",livres,"35,0000000",
130,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Ouvrage de filozelle,Marseille,Espagne,"168,00",livres,"15,0000000",
131,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Plumets pour chapeaux,Marseille,Espagne,"24,00",en nombre,"5,0000000",
132,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Plumes pour écrire,Marseille,Espagne,"1 000,00",en nombre,"0,0300000",
133,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Pelleterie sauvagine aprestée,Marseille,Espagne,"2 785,00",livres,"0,6000000",
134,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Peaux de veau tannées,Marseille,Espagne,"6,00",douzaines,"14,0000000",
135,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Peaux de mouton en bazanes,Marseille,Espagne,"30,00",douzaines,"4,0000000",
136,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Peaux de mouton en bazanes,Marseille,Espagne,"200,00",livres,"0,2500000",
137,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Papier blanc,Marseille,Espagne,"1 000,00",livres,"0,5000000",
138,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Papier de pliage,Marseille,Espagne,"11,00",charges,"50,0000000",
139,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Quincailles,Marseille,Espagne,"14 465,00",livres,"1,0000000",
140,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Robes de chambre d'etofe de soye,Marseille,Espagne,"12,00",en nombre,"60,0000000",
141,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Souliers,Marseille,Espagne,"4,00",paires,"3,0000000",
142,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Savon,Marseille,Espagne,"600,00",livres,"0,1800000",
143,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Tafetas,Marseille,Espagne,"28,00",pans,"12,0000000",
144,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Toile blanche,Marseille,Espagne,"122 640,00",livres,"2,5000000",
145,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Toile crue,Marseille,Espagne,"19 350,00",livres,"1,5000000",
146,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Toile peinte des Indes,Marseille,Espagne,"160,00",pièces,"1,5000000",
147,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,6,1725,Exports,Toile peinte des Indes,Marseille,Espagne,"400,00",livres,"40,0000000",
148,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Toile bleue,Marseille,Espagne,"12,00",pièces,"5,0000000",
149,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Toile de cotton,Marseille,Espagne,"3 600,00",livres,"0,2500000",
150,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,toile à voile,Marseille,Espagne,"3 600,00",livres,"0,5000000",
151,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Tabac en poudre,Marseille,Espagne,"5 070,00",livres,"1,0000000",
152,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Tabac de Bresil,Marseille,Espagne,"8 810,00",livres,"0,7500000",
153,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Verres à boire,Marseille,Espagne,"1 380,00",livres,"0,3000000",
154,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Anchois ,Marseille,Piedmont,"4,00",barrils,"4,0000000",
155,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Amandes cassées,Marseille,Piedmont,"8 130,00",livres,"0,1600000",
156,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Bled froment,Marseille,Piedmont,"280,00",charges,"20,0000000",
157,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Beurre,Marseille,Piedmont,"6 480,00",livres,"0,4000000",
158,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Coqs d'inde,Marseille,Piedmont,"170,00",en nombre,"1,5000000",
159,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Caffé,Marseille,Piedmont,"17 754,00",livres,"1,5000000",
160,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Confitures,Marseille,Piedmont,"65,00",livres,"1,0000000",
161,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Capres,Marseille,Piedmont,"840,00",livres,"0,1500000",
162,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Citrons,Marseille,Piedmont,"2,00",charges,"4,0000000",
163,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Chataignes  ,Marseille,Piedmont,"7,00",panaux,"3,5000000",
164,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Eau de vie commune,Marseille,Piedmont,"18 000,00",livres,"0,0900000",
165,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Eau de vie raffinée,Marseille,Piedmont,"930,00",livres,"0,1000000",
166,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Eau de la Reyne d'hongrie,Marseille,Piedmont,"390,00",livres,"1,2500000",
167,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Fromage,Marseille,Piedmont,"6 160,00",livres,"0,1500000",
168,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Figues,Marseille,Piedmont,"18 700,00",livres,"0,0500000",
169,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,7,1725,Exports,Fruit crû,Marseille,Piedmont,"165,00",charges,"4,0000000",
170,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Graisse de porc,Marseille,Piedmont,"775,00",livres,"0,1500000",
171,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Huile d'olive,Marseille,Piedmont,"9 850,00",livres,"0,2600000",
172,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Jarres,Marseille,Piedmont,"1 640,00",barrils,"1,0000000",
173,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Lard,Marseille,Piedmont,"250,00",livres,"0,2000000",
174,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Miel,Marseille,Piedmont,"825,00",livres,"0,0800000",
175,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Noix,Marseille,Piedmont,"8,00",charges,"5,0000000",
176,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Œufs,Marseille,Piedmont,"29 000,00",pièces,"0,0333333",29 milliers à 8 sols la douzaine
177,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Oranges,Marseille,Piedmont,"33 000,00",en nombre,"0,0010000",
178,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Poules,Marseille,Piedmont,"85,00",en nombre,"0,7500000",
179,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Poulets,Marseille,Piedmont,"4 230,00",en nombre,"0,5000000",
180,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Poisson fraix menu,Marseille,Piedmont,"3 850,00",livres,"0,1000000",
181,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Poisson frit,Marseille,Piedmont,"62,00",barrils,"20,0000000",
182,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Poisson frit,Marseille,Piedmont,"5 000,00",livres,"0,1500000",
183,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Poisson mariné,Marseille,Piedmont,"150,00",livres,"0,6000000",
184,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Poisson sallé,Marseille,Piedmont,"60,00",barrils,"20,0000000",
185,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Prunes Brignolles,Marseille,Piedmont,"3 850,00",livres,"0,1200000",
186,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Pommes,Marseille,Piedmont,"30,00",charges,"12,0000000",
187,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Pommes,Marseille,Piedmont,"3 000,00",livres,"0,2500000",
188,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Raisin sec,Marseille,Piedmont,"2 000,00",livres,"0,0800000",
189,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Raisin fraix,Marseille,Piedmont,"37 000,00",livres,"0,0600000",
190,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Ton mariné,Marseille,Piedmont,"70,00",livres,"1,0000000",
191,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Volailles grasses,Marseille,Piedmont,"1 980,00",pièces,"1,0000000",
192,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Vin,Marseille,Piedmont,"1 120,00",charges,"5,0000000",
193,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Vin,Marseille,Piedmont,"335,00",milleroles,"2,5000000",
194,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Vinaigre,Marseille,Piedmont,"21,50",charges,"2,5000000",
195,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Airin,Marseille,Piedmont,"70,00",livres,"1,0000000",
196,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,8,1725,Exports,Amidon,Marseille,Piedmont,"20,00",livres,"0,1200000",
197,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,9,1725,Exports,Bois à bruler,Marseille,Piedmont,"7 700,00",quintaux,"0,6000000",
198,Pascal Fontaine,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1725,Local,9,1725,Exports,Chevaux,Marseille,Piedmont,"2,00",en nombre,"200,0000000",
