numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,unit_price,value,probleme,remarks
1087,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,fil blanc,Marseille,Savoye et Piemont,"600,00",livres,"2,0000000","1200,00","0,00",
1088,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,fil a coudre,Marseille,Savoye et Piemont,"5 921,00",livres,"2,0000000","11842,00","0,00",
1089,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,fil crû,Marseille,Savoye et Piemont,"64,00",livres,"1,2500000","80,00","0,00",
1090,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,filets d'espars,Marseille,Savoye et Piemont,"130,00",livres,"0,4000000","52,00","0,00",
1091,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,filets a peches,Marseille,Savoye et Piemont,"21,00",livres,"0,6000000","12,00","-0,60",
1092,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,folicule de sené,Marseille,Savoye et Piemont,"3 400,00",livres,"3,0000000","10200,00","0,00",
1093,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,fromage,Marseille,Savoye et Piemont,"569 247,00",livres,"0,2500000","14231,00","-128 080,75","oubli du ""cent"""
1094,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,fruits verds,Marseille,Savoye et Piemont,"21 550,00",livres,"0,0500000","1077,00","-0,50",
1095,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,galles,Marseille,Savoye et Piemont,"3 000,00",livres,"0,9000000","2700,00","0,00",
1096,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,16,1759,Imports,galons de fleuret,Marseille,Savoye et Piemont,"780,50",livres,"1,0000000","780,00","-0,50",
1097,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,gans de laine,Marseille,Savoye et Piemont,"12,00",douzaines,"12,0000000","144,00","0,00",
1098,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,gomme d'amandier,Marseille,Savoye et Piemont,"3 245,00",livres,"0,1000000","324,00","-0,50",
1099,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,graine de canaries,Marseille,Savoye et Piemont,"10,00",livres,"8,0000000","80,00","0,00",
1100,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,grabeau de cire,Marseille,Savoye et Piemont,"250,00",livres,"0,5000000","125,00","0,00",
1101,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,grabeau de cochenille,Marseille,Savoye et Piemont,"100,00",livres,"4,0000000","400,00","0,00",
1102,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,grabeau de mirrhe,Marseille,Savoye et Piemont,"400,00",livres,"0,5000000","200,00","0,00",
1103,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,graine de chanvre,Marseille,Savoye et Piemont,"17 913,00",livres,"0,1000000","1791,00","-0,30",
1104,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,graine de jardin,Marseille,Savoye et Piemont,"15,00",livres,"0,2500000","4,00","0,25",
1105,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,graine de moutarde,Marseille,Savoye et Piemont,"1 200,00",livres,"0,2000000","240,00","0,00",
1106,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,graisse,Marseille,Savoye et Piemont,"5 938,00",livres,"0,2500000","1484,00","-0,50",
1107,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,grenades,Marseille,Savoye et Piemont,"1 050,00",nombre,"0,0500000","52,00","-0,50",
1108,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,harangs blanc,Marseille,Savoye et Piemont,"30,00",barils,"50,0000000","1500,00","0,00",
1109,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,harangs fumés,Marseille,Savoye et Piemont,"80,00",nombre,"0,0250000","2,00","0,00",
1110,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,herbages,Marseille,Savoye et Piemont,"57,00",charges,"10,0000000","570,00","0,00",
1111,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,herbes perelle,Marseille,Savoye et Piemont,"600,00",livres,"0,4000000","240,00","0,00",
1112,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,horlogeries,Marseille,Savoye et Piemont,"2 300,00",livres,"40,0000000","92000,00","0,00",
1113,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,huille d'olive,Marseille,Savoye et Piemont,"16 897,00",milleroles,"40,0000000","675880,00","0,00",
1114,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,huille d'olive,Marseille,Savoye et Piemont,"290,00",livres,"0,4000000","116,00","0,00",
1115,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,huille de poisson,Marseille,Savoye et Piemont,"400,00",livres,"0,3000000","120,00","0,00",
1116,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,huille de vitriol,Marseille,Savoye et Piemont,"4 123,00",livres,"0,7500000","3092,00","-0,25",
1117,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,jongs a voile,Marseille,Savoye et Piemont,"667,00",livres,"0,3000000","200,00","-0,10",
1118,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,iris,Marseille,Savoye et Piemont,"5 740,00",livres,"0,2000000","1148,00","0,00",
1119,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,jus de reglisse,Marseille,Savoye et Piemont,"8 320,00",livres,"0,3500000","2912,00","0,00",
1120,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,lacque,Marseille,Savoye et Piemont,"1 200,00",livres,"1,4000000","1680,00","0,00",
1121,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,laine lavée,Marseille,Savoye et Piemont,"2 400,00",livres,"1,1000000","2640,00","0,00",
1122,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,laine pellade,Marseille,Savoye et Piemont,"5 292,00",livres,"0,4000000","2116,00","-0,80",
1123,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,laine surge,Marseille,Savoye et Piemont,"194 425,00",livres,"0,4000000","77770,00","0,00",
1124,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,laine teinte,Marseille,Savoye et Piemont,"40,00",livres,"1,5000000","60,00","0,00",
1125,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,lard,Marseille,Savoye et Piemont,"6 800,00",livres,"0,3000000","2040,00","0,00",
1126,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,legumes,Marseille,Savoye et Piemont,"112 345,00",livres,"0,1500000","16851,00","-0,75",
1127,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,leton,Marseille,Savoye et Piemont,"200,00",livres,"0,6000000","120,00","0,00",
1128,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,librairie,Marseille,Savoye et Piemont,"24 750,00",livres,"2,0000000","49500,00","0,00",
1129,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,lin crû,Marseille,Savoye et Piemont,"390,00",livres,"0,7500000","292,00","-0,50",
1130,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,liqueurs,Marseille,Savoye et Piemont,"1 644,00",bouteilles,"0,5000000","822,00","0,00",
1131,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,liqueurs,Marseille,Savoye et Piemont,"6 919,00",livres,"0,7500000","5188,00","-1,25",
1132,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,macarons,Marseille,Savoye et Piemont,"6,00",livres,"0,2000000","1,00","-0,20",
1133,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,manches de mail,Marseille,Savoye et Piemont,"4,00",milliers,"400,0000000","1600,00","0,00",
1134,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,mâne,Marseille,Savoye et Piemont,"90 558,00",livres,"1,7500000","158476,00","-0,50",
1135,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,maquet,Marseille,Savoye et Piemont,"424,00",barils,"2,0000000","848,00","0,00",
1136,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,maquet,Marseille,Savoye et Piemont,"1 717,00",livres,"0,2000000","343,00","-0,40",
1137,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,matelats de laine,Marseille,Savoye et Piemont,"3,00",nombre,"24,0000000","72,00","0,00",
1138,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,mercerie,Marseille,Savoye et Piemont,"5 364,00",livres,"3,5000000","18774,00","0,00",
1139,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,merluche,Marseille,Savoye et Piemont,"6 573,00",livres,"0,2000000","1314,00","-0,60",
1140,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,miel,Marseille,Savoye et Piemont,"150,00",livres,"0,3000000","45,00","0,00",
1141,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,millet,Marseille,Savoye et Piemont,"225,00",livres,"0,0500000","11,00","-0,25",
1142,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,mortiers de marbre,Marseille,Savoye et Piemont,"474,00",nombre,"1,5000000","711,00","0,00",
1143,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,mortiers de pierre,Marseille,Savoye et Piemont,"100,00",nombre,"1,0000000","100,00","0,00",
1144,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,morüe seche,Marseille,Savoye et Piemont,"26 736,00",livres,"0,3000000","8020,00","-0,80",
1145,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,mouchoirs de fil,Marseille,Savoye et Piemont,"50,00",pieces,"5,0000000","250,00","0,00",
1146,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,mouchoirs de fil et coton,Marseille,Savoye et Piemont,"100,00",pieces,"6,0000000","600,00","0,00",
1147,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,mouchoirs de gaze,Marseille,Savoye et Piemont,"12,00",livres,"3,0000000","36,00","0,00",
1148,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,mouchoirs de soye,Marseille,Savoye et Piemont,"55,00",douzaines,"18,0000000","990,00","0,00",
1149,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,moutons,Marseille,Savoye et Piemont,"372,00",nombre,"10,0000000","3720,00","0,00",
1150,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,mules et mulets,Marseille,Savoye et Piemont,"1,00",en nombre,"200,0000000","200,00","0,00",
1151,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,oignons,Marseille,Savoye et Piemont,"6,00",charges,"10,0000000","60,00","0,00",
1152,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,olives,Marseille,Savoye et Piemont,"600,00",livres,"0,1500000","90,00","0,00",
1153,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,oranges,Marseille,Savoye et Piemont,"845,00",milliers,"10,0000000","8450,00","0,00",
1154,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,oranges chinoises,Marseille,Savoye et Piemont,"2,00",milliers,"8,0000000","16,00","0,00",
1155,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,orpiment,Marseille,Savoye et Piemont,"3 800,00",livres,"0,2500000","950,00","0,00",
1156,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,opium,Marseille,Savoye et Piemont,"65,00",livres,"5,0000000","325,00","0,00",
1157,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,ozier,Marseille,Savoye et Piemont,"50,00",grosses,"20,0000000","1000,00","0,00",
1158,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,ozier,Marseille,Savoye et Piemont,"12 500,00",livres,"0,2000000","2500,00","0,00",
1159,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,papier blanc,Marseille,Savoye et Piemont,"3 410,00",livres,"0,6000000","2046,00","0,00",
1160,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,papier gris,Marseille,Savoye et Piemont,"1,00",rame,"2,5000000","3,00","0,50",
1161,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,papier de pliage,Marseille,Savoye et Piemont,"20 325,00",livres,"0,2000000","4065,00","0,00",
1162,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,parapluyes,Marseille,Savoye et Piemont,"22,00",douzaines,"60,0000000","1320,00","0,00",
1163,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,päte d'amande,Marseille,Savoye et Piemont,"2 360,00",livres,"0,3000000","708,00","0,00",
1164,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux d'agneaux en laine,Marseille,Savoye et Piemont,"2,00",douzaines,"12,0000000","24,00","0,00",
1165,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux d'agneaux en laine,Marseille,Savoye et Piemont,"4 000,00",livres,"1,2000000","4800,00","0,00",
1166,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux de buffle,Marseille,Savoye et Piemont,"140,00",en nombre,"18,0000000","2500,00","-20,00",erreur de calcul
1167,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux de cerf,Marseille,Savoye et Piemont,"124,00",en nombre,"2,0000000","248,00","0,00",
1168,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux de chamois,Marseille,Savoye et Piemont,"17,00",en nombre,"4,0000000","68,00","0,00",
1169,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux de chevre en poil,Marseille,Savoye et Piemont,"11 227,00",en nombre,"1,2500000","14033,00","-0,75",
1170,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux de chevre en poil,Marseille,Savoye et Piemont,"7 762,00",livres,"1,2500000","9702,00","-0,50",
1171,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux de chevreau aprestées,Marseille,Savoye et Piemont,"20,00",douzaines,"24,0000000","480,00","0,00",
1172,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux de lapin,Marseille,Savoye et Piemont,"522,00",livres,"1,2500000","652,00","-0,50",
1173,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,17,1759,Imports,peaux de lievre,Marseille,Savoye et Piemont,"180,00",livres,"1,5000000","270,00","0,00",
1174,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,peaux de maroquin,Marseille,Savoye et Piemont,"12,00",en nombre,"5,0000000","60,00","0,00",
1175,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,peaux de maroquin,Marseille,Savoye et Piemont,"572,00",livres,"2,0000000","1144,00","0,00",
1176,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,peaux de mouton en laine,Marseille,Savoye et Piemont,"156,00",douzaines,"1,5000000","234,00","0,00",
1177,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,peaux de mouton en laine,Marseille,Savoye et Piemont,"714,00",livres,"0,5000000","357,00","0,00",
1178,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,peaux de renard,Marseille,Savoye et Piemont,"250,00",en nombre,"1,0000000","250,00","0,00",
1179,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,peaux de veaux en poil,Marseille,Savoye et Piemont,"84,00",en nombre,"3,0000000","252,00","0,00",
1180,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,peaux de veaux en poil,Marseille,Savoye et Piemont,"27 162,00",livres,"0,3000000","8148,00","-0,60",
1181,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,peignes d'yvoire,Marseille,Savoye et Piemont,"36,00",livres,"3,0000000","108,00","0,00",
1182,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,pertiolles,Marseille,Savoye et Piemont,"28,00",nombre,"1,0000000","28,00","0,00",
1183,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,pierre noire,Marseille,Savoye et Piemont,"60,00",livres,"0,1500000","9,00","0,00",
1184,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,pistaches,Marseille,Savoye et Piemont,"800,00",livres,"0,4000000","320,00","0,00",
1185,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,planches de sapin,Marseille,Savoye et Piemont,"1 495,00",douzaines,"9,0000000","13455,00","0,00",
1186,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,plants de cedra,Marseille,Savoye et Piemont,"20,00",nombre,"0,7500000","15,00","0,00",
1187,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,plants d'orangers,Marseille,Savoye et Piemont,"2 025,00",livres,"0,6000000","1215,00","0,00",
1188,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,platre,Marseille,Savoye et Piemont,"722,00",charges,"3,0000000","2166,00","0,00",
1189,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,platre,Marseille,Savoye et Piemont,"167 860,00",livres,"0,0100000","1678,00","-0,60",
1190,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,plomb en grenailles,Marseille,Savoye et Piemont,"250,00",livres,"0,2500000","62,00","-0,50",
1191,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,plomb en saumon,Marseille,Savoye et Piemont,"66 932,00",livres,"0,2000000","13386,00","-0,40",
1192,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,plumes d'autruche brutes,Marseille,Savoye et Piemont,"200,00",livres,"4,0000000","800,00","0,00",
1193,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,plumes de poule,Marseille,Savoye et Piemont,"700,00",livres,"1,5000000","1050,00","0,00",
1194,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,18,1759,Imports,poil de lapin,Marseille,Savoye et Piemont,"300,00",livres,"4,0000000","1200,00","0,00",
