numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,unverified
59,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Cochenille,Espagne,125050,livres,17,2125850,0,,1
60,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Collequinte,Espagne,4060,livres,"2,5",10150,0,,1
61,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Colombine,Espagne,32300,livres,"0,05",1615,0,,1
62,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Confitures,Espagne,300,livres,1,300,0,,1
63,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Corail,Espagne,5203,livres,20,104060,0,,1
64,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Cordages ; d'espars,Espagne,2444,douzaines,7,17108,0,,1
65,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Cornes ; de mouton,Espagne,67600,pièces,"0,05",3380,0,,1
66,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Couffins ; d'espars,Espagne,55,douzaines,3,165,0,,1
67,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Couperose,Espagne,47100,livres,"0,11",5181,0,,1
68,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Couteaux,Espagne,300,livres,2,600,0,,1
69,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Couvertures ; de laine,Espagne,52,douzaines,120,6240,0,,1
70,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Cuirs ; de bœuf ; en poil,Espagne,15269,pièces,14,213766,0,,1
71,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Douelles,Espagne,50,tonneaux,5,250,0,,1
72,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Drogueries,Espagne,1482,livres,1,1482,0,,1
73,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Eau de vie,Espagne,1200,livres,"0,15",180,0,,1
74,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Esparts,Espagne,370,milliers,80,29600,0,,1
75,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Etoffe ; de soye,Espagne,1280,livres,40,51200,0,,1
76,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,2,Etoffe ; de soye,Espagne,11,pièces,300,3300,0,,1
77,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Fer ; en cercles,Espagne,50700,livres,"0,25",12675,0,,1
78,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Fer ; vieux,Espagne,3000,livres,"0,07",210,0,,1
79,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Feves,Espagne,42,charges,10,420,0,,1
80,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Ficelle,Espagne,835,livres,"0,8",668,0,,1
81,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Figues,Espagne,29400,livres,"0,1",2940,0,,1
82,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Filets ; d'esparts,Espagne,7179,grosses,40,287160,0,,1
83,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Filets ; d'esparts,Espagne,447,milliers,50,22350,0,,1
84,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Fondette ; de corail,Espagne,1865,livres,3,5595,0,,1
85,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Fromage,Espagne,38050,livres,"0,25",9512,"-0,5",,1
86,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Galles,Espagne,9075,livres,"0,5",4537,"-0,5",,1
87,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Gomme ; amandes,Espagne,690,livres,"0,5",345,0,,1
88,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Gomme ; elemy,Espagne,1012,livres,"1,5",1518,0,,1
89,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Gomme ; lacque,Espagne,517,livres,3,1551,0,,1
90,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Grabeau ; d'email,Espagne,175,livres,"0,5",87,"-0,5",,1
91,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Graine ; de jardin,Espagne,4456,livres,1,4456,0,,1
92,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Graine ; jeaune,Espagne,4100,livres,"0,25",1025,0,,1
93,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Graine ; de millet,Espagne,8100,livres,"0,13",1053,0,,1
94,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Herbe ; capilaire,Espagne,5910,livres,1,5910,0,,1
95,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Huile ; d'olive,Espagne,21017,milleroles,40,840680,0,,1
96,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Huile ; de poisson,Espagne,81250,livres,"0,25",20312,"-0,5",,1
97,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Jalap,Espagne,1238,livres,"2,25",2785,"-0,5",,1
98,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Indigo,Espagne,71549,livres,10,715490,0,,1
99,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Ipecacuana,Espagne,884,livres,4,3536,0,,1
100,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Laine ; de chevron,Espagne,500,livres,3,1500,0,,1
101,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Laine ; lavée,Espagne,161800,livres,"1,1",177980,0,,1
102,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Laine ; de sigovie,Espagne,114000,livres,"1,1",125400,0,,1
103,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Laine ; surge,Espagne,348670,livres,"0,4",139468,0,,1
104,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Laine ; vigogne,Espagne,11811,livres,10,118110,0,,1
105,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Legumes,Espagne,7200,livres,"0,15",1080,0,,1
106,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Liege,Espagne,202240,livres,"0,15",30336,0,,1
107,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Mercerie,Espagne,2761,livres,"3,5",9663,"-0,5",,1
108,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Miel,Espagne,1100,livres,"0,12",132,0,,1
109,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Mouchoirs ; de soye,Espagne,9573,douzaines,28,268044,0,,1
110,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Nattes,Espagne,120,douzaines,12,1440,0,,1
111,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Noisettes,Espagne,4500,livres,"0,1",450,0,,1
112,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille-Imports-1755.csv,Local,1755,Imports,Marseille,3,Orge,Espagne,800,charges,12,9600,0,,1
