numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
1403,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Draps ; d'elbeuf,Espagne,95046,6789,Aulnes,14,
1404,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Draps ; d'elbeuf,Espagne,29700,5940,Livres,5,
1405,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Draps ; de Louviers,Espagne,21300,1065,Aulnes,20,
1406,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Draps ; de Louviers,Espagne,1464,244,Livres,6,
1407,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Draps ; de Sedan,Espagne,105750,"211,5",Pièces,500,
1408,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Draps ; de Sedan,Espagne,4500,180,Aulnes,25,
1409,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Draps ; de Vanrobais,Espagne,15480,2580,Livres,6,
1410,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Eau des carmes,Espagne,2000,800,Livres,"2,5",
1411,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Epingles,Espagne,50990,1,Valeur,50990,
1412,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Espagnolette ; croisé,Espagne,6475,925,Livres,7,
1413,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Espagnolette ; simple,Espagne,1260,210,Livres,6,
1414,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Estampes,Espagne,37000,370,Livres,100,
1415,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Etamine ; de laine,Espagne,110352,27588,Livres,4,
1416,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Etamine ; du Mans,Espagne,12300,2050,Livres,6,
1417,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Etamine ; a peu de soye,Espagne,1520,190,Livres,8,
1418,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Etoffe ; de soye,Espagne,675,"11,25",Livres,60,
1419,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Etoffe ; au quart,Espagne,44460,2223,Livres,20,
1420,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Eventails,Espagne,450,1,Valeur,450,
1421,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Fayance,Espagne,4077,6795,Livres,"0,6",
1422,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Fer ; en batterie,Espagne,200,1,Valeur,200,
1423,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Fer ; blanc simple,Espagne,220,2,Barils de 450 feuillles,110,
1424,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Fer ; en marmittes,Espagne,607,6070,Livres,"0,1",
1425,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Fer ; en poids,Espagne,"180,1",1801,Livres,"0,1",
1426,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Feves,Espagne,2000,20000,Livres,"0,1",
1427,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Fil a coudre,Espagne,160,1,Valeur,160,
1428,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Flanelle ; a fleurs,Espagne,600,150,Livres,4,
1429,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Flanelle ; de laine,Espagne,3980,995,Livres,4,
1430,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,7,Fruits cruds,Espagne,690,46,Barils,15,
1431,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Futaine,Espagne,900,300,Livres,3,
1432,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Gaudron,Espagne,1116,62,Barils,18,
1433,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Indigo,Espagne,370,1,Valeur,370,
1434,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Librairie,Espagne,6400,3200,Livres,2,
1435,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Lunettes,Espagne,412,1,Valeur,412,
1436,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Manchettes brodées,Espagne,500,1,Valeur,500,
1437,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Marchandises mêlées,Espagne,6100,1,Valeur,6100,
1438,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Mercerie,Espagne,2440,610,Livres,4,
1439,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Mercerie,Espagne,13057,1,Valeur,13057,
1440,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Mouchoirs fil et coton,Espagne,19036,4759,Livres,4,
1441,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Mousseline,Espagne,15000,50,Livres,300,
1442,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Padoux de fil,Espagne,2090,1,Valeur,2090,
1443,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Panne d'amiens,Espagne,33964,4852,Livres,7,
1444,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Papier ; blanc,Espagne,"225,5",451,Livres,"0,5","Le copiste a oublié de noter ""papier"" avant l'accolade."
1445,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Papier ; peint,Espagne,1550,775,Livres,2,"Le copiste a oublié de noter ""papier"" avant l'accolade."
1446,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Peaux ; de mouton apretées,Espagne,261,"14,5",Douzaines,18,
1447,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Peaux ; de veaux coroyées,Espagne,477,"13,25",Douzaines,36,
1448,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Peaux ; de veaux coroyées,Espagne,232,1,Valeur,232,
1449,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Peluche de laine,Espagne,130963,18709,Livres,7,
1450,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Pendules,Espagne,380,1,Valeur,380,
1451,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Plâtre,Espagne,450,75,Monts,6,
1452,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Poudre à poudrer,Espagne,"1375,5",4585,Livres,"0,3",
1453,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Quincaillerie,Espagne,420,700,Livres,"0,6",
1454,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Quincaillerie,Espagne,2200,1,Valeur,2200,
1455,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Ratine croisée,Espagne,2730,390,Livres,7,
1456,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Ruban ; de fil,Espagne,6906,1,Valeur,6906,
1457,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Ruban ; de soye,Espagne,11936,1,Valeur,11936,
1458,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Savon blan,Espagne,315,700,Livres,"0,45",
1459,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Serge ; a doubler,Espagne,1800,450,Livres,4,
1460,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Serge ; imprimée,Espagne,34460,8615,Livres,4,
1461,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Siamoise ; ordinaire,Espagne,271140,67785,Livres,4,
1462,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Siamoise ; a peu,Espagne,9180,918,Livres,10,
1463,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Souliers,Espagne,568,142,Paires,4,
1464,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Tabatieres,Espagne,200,1,Valeur,200,
1465,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,8,Toile ; blancard,Espagne,"641028,5",183151,Livres,"3,5",
1466,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; boucassine,Espagne,497,142,Livres,"3,5",
1467,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; a carreaux,Espagne,316,79,Livres,4,
1468,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; cirée,Espagne,1881,1,Valeur,1881,
1469,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; de crin,Espagne,810,162,Livres,5,
1470,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; fil et coton,Espagne,16972,4243,Livres,4,
1471,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; gingas,Espagne,"85557,5",24445,Livres,"3,5",
1472,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; de lin batiste,Espagne,6965,199,Livres,35,
1473,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; de lin de Beauvais,Espagne,1500,150,Livres,10,
1474,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; de lin Blanches,Espagne,61470,6147,Livres,10,
1475,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; Cholet,Espagne,5180,518,Livres,10,
1476,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; de laval,Espagne,15000,1500,Livres,10,
1477,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; de Rouen,Espagne,14000,1400,Livres,10,
1478,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Toile ; Royale,Espagne,4770,477,Livres,10,
1479,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Velours de coton,Espagne,10040,1004,Livres,10,
1480,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Verres ; a boire,Espagne,195,195,Livres,1,
1481,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Verres ; à vitres,Espagne,1960,49,Pamiers,40,
1482,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Verres ; en carreaux,Espagne,2950,2950,Livres,1,
1483,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Vin ; de Bourgogne,Espagne,10500,35,Pots,300,
1484,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Vin ; de Champagne,Espagne,350,1,Muids,350,
1485,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Vin ; ordinaire,Espagne,100,"0,5",Muids,200,marqué comme 1/2 Muid de 100 Livres
1486,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Bas de soye,Flandre,"162,5","3,25",Livres,50,
1487,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Cire blanche,Flandre,"292,6",154,Livres,"1,9",
1488,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Confitures,Flandre,361,361,Livres,1,
1489,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Coton filé,Flandre,1115,223,Livres,5,
1490,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Couvertures de laine,Flandre,752,376,Livres,2,
1491,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Drap ; d'arnetal,Flandre,994,71,Aulnes,14,
1492,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Drap ; d'Elbeuf,Flandre,13888,992,Aulnes,14,
1493,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Drap ; de Louviers,Flandre,7680,384,Aulnes,20,
1494,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Epingles,Flandre,160,1,Valeur,160,
1495,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Espagnolette ; croisée,Flandre,2891,413,Livres,7,
1496,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,9,Espagnolette ; simple,Flandre,498,83,Livres,6,
1497,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Etamine de laine,Flandre,4236,706,Livres,6,
1498,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Etoffe au quart,Flandre,117900,5895,Livres,20,
1499,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Flanelle a fleurs,Flandre,1712,428,Livres,4,
1500,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Gans de fleuret,Flandre,1185,"59,25",Livres,20,
1501,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Huile d'olive,Flandre,"684,6",978,Livres,"0,7",
1502,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Marchandises mêlées,Flandre,990,1,Valeur,990,
1503,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Mercerie,Flandre,748,1,Valeur,748,
1504,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Molton ; de coton,Flandre,808,202,Livres,4,
1505,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Molton ; de laine,Flandre,2284,571,Livres,4,
1506,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Mouchoir fil et coton,Flandre,48784,12196,Livres,4,
1507,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Papier peint,Flandre,250,125,Livres,2,
1508,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Serge ; drapée,Flandre,248,62,Livres,4,
1509,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Serge ; imprimée,Flandre,4808,1202,Livres,4,
1510,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Siamoise ; ordinaire,Flandre,143848,35962,Livres,4,
1511,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Siamoise ; a peu,Flandre,43240,4324,Livres,10,
1512,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Soye à coudre,Flandre,140,4,Livres,35,
1513,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Toile ; boucassine,Flandre,"290,5",83,Livres,"3,5",
1514,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Toile ; a carreaux,Flandre,1600,400,Livres,4,
1515,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Toile ; cholet,Flandre,266,76,Livres,"3,5",
1516,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Toile ; cirée,Flandre,750,1,Valeur,750,
1517,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Toile ; de coton a fleurs,Flandre,17192,4298,Livres,4,
1518,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Toile ; fil et coton,Flandre,17840,4460,Livres,4,
1519,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Toile ; de lingerie,Flandre,3900,390,Livres,10,
1520,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Velours de coton,Flandre,4170,417,Livres,10,
1521,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Confitures,Génêve,183,183,Livres,1,
1522,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Couvertures de laine,Génêve,910,455,Livres,2,
1523,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Drap d'Elbeuf,Génêve,5908,422,Livres,14,
1524,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Espagnolette ; croisée,Génêve,3276,468,Livres,7,
1525,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Espagnolette ; simple,Génêve,1182,197,Livres,6,
1526,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Etoffe de soye,Génêve,240,4,Livres,60,
1527,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,10,Flanelle,Génêve,320,80,Livres,4,
1528,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Mercerie,Génêve,400,1,Valeur,400,
1529,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Mouchoir fil et coton,Génêve,"1487,5",425,Livres,"3,5",
1530,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Serge imprimée,Génêve,848,212,Livres,4,
1531,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Siamoise,Génêve,46200,11550,Livres,4,
1532,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Toile ; cirée,Génêve,1129,1,Valeur,1129,
1533,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Toile ; de fil et coton,Génêve,12580,3145,Livres,4,
1534,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Toile ; de lin blanche,Génêve,7850,785,Livres,10,
1535,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Velours de coton,Génêve,730,73,Livres,10,
1536,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Argenterie,Hollande,"15945,75","279,75",Marcs,57,
1537,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1769,Exports,Rouen,11,Bas ; de coton,Hollande,650,130,Livres,5,
