numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
20,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Etoffe ; de soye,Allemagne la Loraine et le pays de Liege,150,"2,5",Livres,60,
21,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Flanelle ; simple,Allemagne la Loraine et le pays de Liege,"1167,5",467,Livres,"2,5",
22,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Flanelle ; a fleurs,Allemagne la Loraine et le pays de Liege,1580,395,Livres,4,
23,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Huile de terebenthine,Allemagne la Loraine et le pays de Liege,130,1,Valeur,130,
24,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Indienne,Allemagne la Loraine et le pays de Liege,60,15,Livres,4,
25,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Mercerie,Allemagne la Loraine et le pays de Liege,511,1,Valeur,511,
26,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Molton,Allemagne la Loraine et le pays de Liege,364,91,Livres,4,
27,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Mouchoirs ; coton,Allemagne la Loraine et le pays de Liege,90380,22595,Livres,4,
28,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Mouchoirs ; fil et coton,Allemagne la Loraine et le pays de Liege,"8543,5",2441,Livres,"3,5",
29,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Padoux de fil,Allemagne la Loraine et le pays de Liege,398,1,Valeur,398,
30,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Papier a feites,Allemagne la Loraine et le pays de Liege,238,119,Livres,2,C'est quoi?
31,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Pelleterie crue,Allemagne la Loraine et le pays de Liege,1008,1260,Livres,"0,8",
32,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Peluche,Allemagne la Loraine et le pays de Liege,245,35,Livres,7,
33,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Ruban de fil,Allemagne la Loraine et le pays de Liege,120,1,Valeur,120,
34,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Serge ; imprimée,Allemagne la Loraine et le pays de Liege,6344,1586,Livres,4,
35,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Serge ; de laine,Allemagne la Loraine et le pays de Liege,150,60,Livres,"2,5",
36,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Siamoise ; ordinaire,Allemagne la Loraine et le pays de Liege,184704,46176,Livres,4,
37,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Siamoise ; a fleurs,Allemagne la Loraine et le pays de Liege,59784,14946,Livres,4,
38,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Siamoise ; a peu de soye,Allemagne la Loraine et le pays de Liege,79990,7999,Livres,10,
39,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Soude,Allemagne la Loraine et le pays de Liege,"37,5",150,Livres,"0,25",
40,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Sucre terré,Allemagne la Loraine et le pays de Liege,243,486,Livres,"0,5",
41,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Tabatiere,Allemagne la Loraine et le pays de Liege,1260,1,Valeur,1260,
42,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Tapisserie de Rouen,Allemagne la Loraine et le pays de Liege,4450,2225,Livres,2,
43,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Toile ; cirée,Allemagne la Loraine et le pays de Liege,800,1,Valeur,800,
44,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Toile ; de coton,Allemagne la Loraine et le pays de Liege,101935,20387,Livres,5,
45,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Toile ; fil et coton,Allemagne la Loraine et le pays de Liege,31520,7880,Livres,4,
46,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Toile ; de fil a carreaux,Allemagne la Loraine et le pays de Liege,828,414,Livres,2,
47,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Toile ; grenade,Allemagne la Loraine et le pays de Liege,"192,5",55,Livres,"3,5",
48,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Toile ; Gingas,Allemagne la Loraine et le pays de Liege,"262,5",75,Livres,"3,5",
49,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Toile ; de Laval,Allemagne la Loraine et le pays de Liege,1650,165,Livres,10,
50,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,2,Velours de coton,Allemagne la Loraine et le pays de Liege,17990,1799,Livres,10,
51,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Amandes en coques,Angleterre,"34,8",116,Livres,"0,3",
52,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Amidon,Angleterre,9674,38696,Livres,"0,25",
53,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Arbres fruitiers,Angleterre,98,1,Valeur,98,
54,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Argenterie,Angleterre,"27160,5","476,5",Marc,57,476 marcs 1/2
55,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Avoine,Angleterre,"31632,5",1265300,Livres,"0,025",
56,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Bas de soye,Angleterre,4625,"92,5",Livres,50,
57,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Beurre,Angleterre,195,390,Livres,"0,5",
58,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Bierre,Angleterre,128,"5,333",Muids,24,
59,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Bled froment,Angleterre,141117,940780,Livres,"0,15",
60,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Blonde de soye,Angleterre,1200,8,Livres,150,
61,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Bois ouvré,Angleterre,182,1,Valeur,182,
62,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Bougie,Angleterre,3500,1750,Livres,2,
63,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Bouteille de verre,Angleterre,75,300,En nombre,"0,25",
64,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Bouton or en traits,Angleterre,160,8,Livres,20,
65,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Cacao,Angleterre,"1592,1",1769,Livres,"0,9",
66,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Canards,Angleterre,180,60,En nombre,3,
67,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Carreaux ; meulage de Brie,Angleterre,1738,3476,En nombre,"0,5",
68,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Carreaux ; meulage de France,Angleterre,1900,4750,En nombre,"0,4",
69,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Cercles de bois,Angleterre,1000,20000,En nombre,"0,05",
70,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Chaises et fauteuils,Angleterre,146,1,Valeur,146,
71,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Chandelle,Angleterre,47,94,Livres,"0,5",
72,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Chapelet de bois,Angleterre,600,1,Valeur,600,
73,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Chataignes,Angleterre,772,7720,Livres,"0,1",
74,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Chocolat,Angleterre,900,300,Livres,3,
75,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Cidre,Angleterre,"70,5",282,Pots,"0,25",
76,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Cire a cacheter,Angleterre,120,30,Livres,4,
77,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Citrons,Angleterre,25,500,En nombre,"0,05",
78,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Confitures,Angleterre,1413,1413,Livres,1,
79,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Cordages,Angleterre,"1300,8",3252,Livres,"0,4",
80,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Cuivre en batterie,Angleterre,1575,900,Livres,"1,75",
81,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Dentelle ; de fil,Angleterre,11025,"110,25",Livres,100,
82,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Dentelle ; de soye,Angleterre,"248291,75","709,375",Livres,350,"10,5 erreur calcul"
83,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Dominoterie,Angleterre,3100,310,Livres,10,
84,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,3,Drap d'Elbeuf,Angleterre,525,105,Livres,5,
85,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Eau ; de senteur,Angleterre,115,46,Livres,"2,5",
86,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Eau ; de vie,Angleterre,52416,182,Muids,288,
87,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Etoffe ; de soye,Angleterre,10710,"178,5",Livres,60,
88,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Etoffe ; a peu,Angleterre,130,13,Livres,10,
89,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Eventails d'yvoire,Angleterre,576,16,Douzaine,36,
90,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Farine,Angleterre,"881985,8",4409929,Livres,"0,2",
91,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Fayance,Angleterre,"9981,6",16636,Livres,"0,6",
92,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Fer en marmitte,Angleterre,491,4910,Livres,"0,1",
93,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Fil ; d'or,Angleterre,40,8,Onces,5,
94,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Fil ; a coudre,Angleterre,360,72,Livres,5,
95,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Fleurs artificielles,Angleterre,600,1,Valeur,600,
96,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Fromage du pays,Angleterre,"197,6",494,Livres,"0,4",
97,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Fruits cruds,Angleterre,975,65,Barils,15,
98,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Galon or et argent,Angleterre,288,2,Livres,144,
99,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Gans ; communs,Angleterre,675,135,Livres,5,
100,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Gans ; liserés de soye,Angleterre,180,10,douzaine,18,
101,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Garance,Angleterre,"4687,5",3125,Livres,"1,5",
102,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Glaces de miroir,Angleterre,9725,1945,Livres,5,
103,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Graine ; de jardin,Angleterre,500,500,Livres,1,
104,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Graine ; de luzerne,Angleterre,50,100,Livres,"0,5",
105,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Habillemens ; brodés or et argent,Angleterre,360,1,Valeur,360,
106,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Habillemens ; de soye,Angleterre,1080,18,Livres,60,
107,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Huile ; d'olive,Angleterre,72,120,Livres,"0,6",
108,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Huile ; de Rabette,Angleterre,"10,8",36,Livres,"0,3",
109,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,jambons,Angleterre,375,500,Livres,"0,75",
110,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Indigo,Angleterre,149772,21396,Livres,7,
111,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Laine filée,Angleterre,50,10,Livres,5,
112,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Librairie,Angleterre,2880,1440,Livres,2,
113,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Lingerie de lin,Angleterre,1700,170,Livres,10,
114,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Marchandises meslées,Angleterre,118300,1,Valeur,118300,
115,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Matelats de laine,Angleterre,360,180,Livres,2,
116,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Mercerie,Angleterre,105560,26390,Livres,4,
117,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Mouches de soye,Angleterre,96,12,Onces,8,doute nom produit
118,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Mousseline,Angleterre,250,5,Livres,50,
119,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Noix,Angleterre,65,"6,5",Poinçons,10,
120,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,4,Oeufs,Angleterre,"22,5",900,En nombre,"0,025",
121,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,5,Olives,Angleterre,30,50,Livres,"0,6",
122,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,5,Oranges,Angleterre,150,3000,En nombre,"0,05",
123,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,5,Orge,Angleterre,50060,1001200,Livres,"0,05",
124,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,5,orseille aprestée,Angleterre,"537,6",896,,"0,6",
125,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,5,Peaux de chèvre,Angleterre,180,1,Valeur,180,
126,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,5,Peignes de buis,Angleterre,1355,1,Valeur,1355,
127,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,5,Platre,Angleterre,1128,188,Monts,6,
128,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,5,Plumes d'autruche aprestées,Angleterre,8000,100,Livres,80,
