line number,source_type,year,customs_region,customs_office,partner,Export_Import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,value_minus_unit_val_x_qty,filepath,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Beurre,,,"29007,1",,116030,livres,"0,25","-0,400000000001455",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,7,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Bierre,,,18,,1,barrique,18,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,7,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Cuisses d’oie,,,175,1,7,barils ,25,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,7,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,cuisses d’oie,,,240,2,60,douzaines,4,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,7,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,cuisses d’oie,,,760,3,2000,livres,"0,38",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,7,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Cervelats,,,50,,100,livres,"0,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Canelle,,,600,,100,livres,6,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Caffé,,,"2787,1",,1115,livres,"2,5","-0,400000000000091",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Confitures,,,1308,,2180,livres,"0,6",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Capres,,,"697,1",,1550,livres,"0,45","-0,399999999999977",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Caoutchouc,,,40,,100,livres,"0,4",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Casse en baston,,,20,,100,livres,"0,2",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Drogues d'apothicaire,,,"772,11",,2146,livres,"0,36","-0,449999999999932",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Epiceries,,,1806,,602,livres,3,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Farines,,,40545,1,2703,barils,15,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,farines,,,69915,2,9322,boisseaux,"7,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Fromage,,,"6643,15",,26575,livres,"0,25","-0,600000000000364",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Figues,,,182,,910,livres,"0,2",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Fruit Vert,,,30,,100,livres,"0,3",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Geroffle,,,234,,39,livres,6,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,harans blancs,,,1200,,50,barils,24,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Huile d'olive,,,"15630,6",,37215,livres,"0,42","0,300000000001091",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Jambon,,,14019,,46730,livres,"0,3",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Lard,,,31305,,208700,livres,"0,15",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Langues de boeuf,,,197,1,394,pièces,"0,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,langues de bœuf,,,"77,8",2,215,livres,"0,36","0,400000000000006",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Legumes,,,108,1,6,barriques,18,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,Legumes,,,4806,2,801,boisseaux,6,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,Legumes,,,"89,5",3,1700,livres,"0,0525","0,25",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Morue Seches,,,"5392,1",,35950,livres,"0,15","-0,399999999999636",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Muscade,,,168,,42,livres,4,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Noix confites,,,54,,50,livres,"0,9",9,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Noisettes,,,762,,1905,livres,"0,4",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Olives,,,12,1,12,barils,1,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,olives,,,600,2,2000,livres,"0,3",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,8,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Poivre,,,"27,18",,31,livres,"0,9","-0,720000000000002",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Peches à l'eau de vie,,,100,,100,livres,1,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Prunes de brignolles,,,400,,400,boistes,1,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Pruneaux,,,"3047,2",,43530,livres,"0,07","0,0999999999994543",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Ris,,,141,,705,livres,"0,2",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Raisin Sec,,,2508,,11400,livres,"0,22",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Ratafia,,,150,,100,pots,"1,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Rubarbe,,,66,,6,livres,11,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Saucisson,,,100,,200,livres,"0,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Saumons Salés,,,120,,3,barils,40,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Sardines,,,1650,,75,barriques,22,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Sel,,,1320,1,66,pièces,20,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,sel,,,"325,1",2,93,pièces,"3,5","-0,399999999999977",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Sucre en pain,,,22,,40,livres,"0,55",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Sirop,,,60,,600,livres,"0,1",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Thé,,,30,,3,livres,10,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Truffles Seches,,,18,,6,livres,3,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,anizette,,,"2726,5",,2181,pots,"1,25","0,25",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Bierre,,,600,,12,barriques,50,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Cidre,,,50,,2,barriques,25,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,9,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Eau de vie,,,57255,,1041,barriques,55,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Eau de la Reyne d'hongrie,,,"137,1",,55,pots,"0,25","123,35",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Eau mineralle,,,36,,36,bouteilles,"0,1","32,4",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Liqueurs,,,"6837,1",1,5470,pots,"1,25","-0,399999999999636",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,liqueurs,,,2016,2,336,douzaines,6,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,liqueurs,,,960,3,3840,livres,"0,25",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Vin de St Laurent,,,595,,456,pots,"1,75",-203,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Vin de frontignan,,,1200,1,6,tonneaux,200,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,vin de frontignan,,,100,2,2,barriques,50,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,vin de frontignan,,,"1427,8",3,2379,pots,"0,6","0,400000000000091",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Vin d'Espagne,,,400,,2,bottes,200,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Isles françaises de l'Amerique,,vin d’espagne,,,75,,30,pots,"2,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Eau de Capbreton,,,300,,2,tonneaux,150,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Eau de Villes,,,412300,,4123,tonneaux,100,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Eau de Heau,,,160,,2,tonneaux,80,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Vinaigre,,,7200,,90,tonneaux,80,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,acier,,,243,,810,livres,"0,3",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,alun,,,112,,400,livres,"0,28",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,amidon,,,42,,150,livres,"0,28",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,avirons,,,42,,12,pièces,"3,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Bray gras,,,2847,,219,barils,13,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Bray sec,,,"746,4",,10660,livres,"0,07","0,199999999999932",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Barrique en bottes,,,11340,,7560,botte ,"1,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Couperose,,,30,,500,livres,"0,06",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,10,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Charbon de terre,,,200,,1,tonneau ,200,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Cuir de boeuf en poil,,,13,,1,pièces,13,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Corne de boeuf,,,20,,1,baril,20,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Étoupe,,,749,,"10700,12",livres,"0,07","-0,00840000000016516",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,feuillards,,,7305,,9740,faix,"0,75",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,fer en barres,,,1040,,10400,livres,"0,1",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,fer en verges,,,40,,400,livres,"0,1",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Gaudron,,,2261,,323,barils,7,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,graine de jardin,,,60,,20,livres,3,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,grapins de fer pour chaloupe,,,15,,1,pièce,15,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,huille de poisson,,,"979,1",,6530,livres,"0,15","-0,399999999999977",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Liege,,,16,,200,livres,"0,08",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Mats de navires grandes,,,300,,2,pièces,150,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Meules a Coutelier,,,1188,,594,pièces,2,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Noix de galle,,,80,,200,livres,"0,4",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Noir a Noircir,,,27,,36,barilles,"0,75",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,ozier,,,10800,,72000,bottes;pots,"0,15",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Plume a lit,,,36,,100,livres,"0,36",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,plomb en plaque,,,"417,6",,3210,livres,"0,13","0,300000000000011",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,plomb en poids,,,112,,800,livres,"0,14",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,pierres a fusil,,,60,,12,pièces,"0,25",57,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,pierre à éguiser,,,3,,2,barriques,30,-57,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Planches de chene pour bordage,,,550,,550,pièces,1,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,11,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Planches de Sapin,,,"307,1",,410,pièces,"0,75","-0,399999999999977",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Suif,,,3385,,13540,livres,"0,25",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Souffre,,,"222,12",,1590,livres,15,"-23627,88",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Terre grasse,,,100,,10,barriques,10,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Vieux oin,,,858,,42900,livres,"0,02",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises servant aux ouvrages,Export,Visme,,,228,,57000,livres,4,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bierre,,,75,,60,aunes,"1,25",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bazin,,,80,,80,aunes,1,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bas de Soye,,,3330,,444,paires,"7,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bas de laine pour hommes,,,1938,,646,paires,3,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bas de laine pour femmes,,,384,,192,paires,2,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bas de fil,,,2280,,228,douzaine de paires,10,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Boutons d'or filé,,,120,,12,pièces,10,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Boutons de fil or et argent,,,792,,33,pièces,24,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Boutons de cuivre Doré,,,21,,3,pièces,7,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Boutons de Poil,,,300,,30,grosse,10,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
