line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
25,Local,1758,Marseille,,Espagne,Exports,biscuit,,,1770,,11800,livres,0.15,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
26,Local,1758,Marseille,,Espagne,Exports,bled froment,,,108210,,3607,charges,30,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
27,Local,1758,Marseille,,Espagne,Exports,bois de Brezil,,,1745,,3491,livres,0.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,
28,Local,1758,Marseille,,Espagne,Exports,bois a bruler,,,2870,,382700,livres,0.0075,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.25,,,,,,,,,
29,Local,1758,Marseille,,Espagne,Exports,bois de campeche,,,9499,,37999,livres,0.25,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.75,,,,,,,,,
30,Local,1758,Marseille,,Espagne,Exports,bois de chene,,,500,,25,pièces,20,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
31,Local,1758,Marseille,,Espagne,Exports,Bois de Construction,,,8000,,400,pièces,20,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
32,Local,1758,Marseille,,Espagne,Exports,bois fustel,,,2448,,24485,livres,0.1,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,
33,Local,1758,Marseille,,Espagne,Exports,bois merrain,,,2835,,567,tonneaux,5,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
34,Local,1758,Marseille,,Espagne,Exports,bois de sandal,,,3310,,8275,livres,0.4,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
35,Local,1758,Marseille,,Espagne,Exports,bois de sapin,,,681,,227,pièces,3,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
36,Local,1758,Marseille,,Espagne,Exports,Bonnets de Coton,,,216,,36,douzaines,6,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
37,Local,1758,Marseille,,Espagne,Exports,Bonnets de Laine,,,14430,,1443,douzaines,10,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
38,Local,1758,Marseille,,Espagne,Exports,bonnets de soye,,,10800,,270,livres,40,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
39,Local,1758,Marseille,,Espagne,Exports,bouchons de liege ,,,450,,150,livres,3,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
40,Local,1758,Marseille,,Espagne,Exports,bours de coton,,,800,,80,pièces,10,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
41,Local,1758,Marseille,,Espagne,Exports,bours de coton,,,1500,,300,livres,5,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
42,Local,1758,Marseille,,Espagne,Exports,bours de levant,,,920,,23,pièces,40,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
43,Local,1758,Marseille,,Espagne,Exports,bours de soye,,,10300,,515,livres,20,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
44,Local,1758,Marseille,,Espagne,Exports,bray sec,,,1440,,9600,livres,0.15,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
45,Local,1758,Marseille,,Espagne,Exports,bouteille de verre,,,954,,6360,livres,0.15,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
46,Local,1758,Marseille,,Espagne,Exports,brun rouge,,,120,,4800,livres,0.025,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
47,Local,1758,Marseille,,Espagne,Exports,cacao,,,157609,,112578,livres,1.4,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.199999999982538,,,,,,,,,
48,Local,1758,Marseille,,Espagne,Exports,caffé,,,26926,,17951,livres,1.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,
49,Local,1758,Marseille,,Espagne,Exports,canefice,,,1182,,1971,livres,0.6,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.599999999999909,,,,,,,,,
50,Local,1758,Marseille,,Espagne,Exports,canelle,,,17682,,2947,livres,6,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
51,Local,1758,Marseille,,Espagne,Exports,cantarides,,,152,,38,livres,4,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
52,Local,1758,Marseille,,Espagne,Exports,capots,,,6000,,60,douzaines,100,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
53,Local,1758,Marseille,,Espagne,Exports,capres,,,1155,,3850,livres,0.3,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
54,Local,1758,Marseille,,Espagne,Exports,cardes a carder,,,400,,200,livres,2,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
55,Local,1758,Marseille,,Espagne,Exports,carreaux de briques,,,520,,26,milliers,20,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
56,Local,1758,Marseille,,Espagne,Exports,cartes a joüer,,,15250,,6100,livres,2.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
57,Local,1758,Marseille,,Espagne,Exports,cendre gravelée,,,112,,800,livres,0.14,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
58,Local,1758,Marseille,,Espagne,Exports,cercles de bois,,,2200,,55,,40,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
59,Local,1758,Marseille,,Espagne,Exports,cercles de bois,,,80,,40,,2,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
60,Local,1758,Marseille,,Espagne,Exports,ceruze,,,323,,1615,livres,0.2,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
61,Local,1758,Marseille,,Espagne,Exports,chair salée,,,500,,2000,livres,0.25,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
62,Local,1758,Marseille,,Espagne,Exports,chandelle,,,13070,,29045,livres,0.45,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.25,,,,,,,,,
63,Local,1758,Marseille,,Espagne,Exports,Chamvre peigné,,,4712,,13089,livres,0.36,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.0399999999999636,,,,,,,,,
64,Local,1758,Marseille,,Espagne,Exports,chapeaux poil et laine,,,302640,,5044,douzaines,60,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
65,Local,1758,Marseille,,Espagne,Exports,Cheveux,,,6540,,218,livres,30,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
66,Local,1758,Marseille,,Espagne,Exports,Chocolat,,,600,,300,livres,2,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
67,Local,1758,Marseille,,Espagne,Exports,cire blanche,,,31203,,14859,livres,2.1,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.900000000001455,,,,,,,,,
68,Local,1758,Marseille,,Espagne,Exports,Cire jaune,,,63663,,42442,livres,1.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
69,Local,1758,Marseille,,Espagne,Exports,clous de fer,,,14559,,58237,livres,0.25,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.25,,,,,,,,,
70,Local,1758,Marseille,,Espagne,Exports,Colle forte,,,13840,,34602,livres,0.4,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.800000000001091,,,,,,,,,
71,Local,1758,Marseille,,Espagne,Exports,colle de poisson,,,72,,96,livres,0.75,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
72,Local,1758,Marseille,,Espagne,Exports,confitures,,,9193,,9193,livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
73,Local,1758,Marseille,,Espagne,Exports,corail,,,2000,,200,livres,10,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
74,Local,1758,Marseille,,Espagne,Exports,corbeilles d’ozier,,,216,,12,douzaines,18,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
75,Local,1758,Marseille,,Espagne,Exports,cordages de chanvre,,,4233,,8467,livres,0.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,
76,Local,1758,Marseille,,Espagne,Exports,cordage de cerf rapé,,,303,,1010,livres,0.3,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
77,Local,1758,Marseille,,Espagne,Exports,cotton filé,,,19170,,17428,livres,1.1,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,-0.80000000000291,,,,,,,,,
78,Local,1758,Marseille,,Espagne,Exports,Cotton en laine,,,840,,1680,livres,0.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
79,Local,1758,Marseille,,Espagne,Exports,couffes a boulanger,,,756,,63,douzaines,12,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
80,Local,1758,Marseille,,Espagne,Exports,couperose,,,2097,,23311,livres,0.09,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,-0.989999999999782,,,,,,,,,
81,Local,1758,Marseille,,Espagne,Exports,couteaux,,,4000,,2000,livres,2,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
82,Local,1758,Marseille,,Espagne,Exports,couvertures,,,350,,350,livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
83,Local,1758,Marseille,,Espagne,Exports,craye,,,31,,1043,livres,0.03,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,-0.289999999999999,,,,,,,,,
84,Local,1758,Marseille,,Espagne,Exports,creme de tartre,,,390,,1300,livres,0.3,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
85,Local,1758,Marseille,,Espagne,Exports,cuirs de beuf en poil,,,76446,,4247,livres,18,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
86,Local,1758,Marseille,,Espagne,Exports,cuirs de beuf en poil,,,9268,,23170,livres,0.4,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
87,Local,1758,Marseille,,Espagne,Exports,cuirs de beuf tannés,,,16418,,27364,livres,0.6,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,-0.399999999997817,,,,,,,,,
88,Local,1758,Marseille,,Espagne,Exports,cuivre tangoul,,,17686,,19652,livres,0.9,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,-0.799999999999272,,,,,,,,,
89,Local,1758,Marseille,,Espagne,Exports,cuirs tannées,,,,,,,,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,rien sur cette ligne,,,,,,,,,,
90,Local,1758,Marseille,,Espagne,Exports,dattes,,,493,,2467,livres,0.2,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,-0.400000000000034,,,,,,,,,
91,Local,1758,Marseille,,Espagne,Exports,dentelle du Puy,,,623250,,12465,livres,50,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
92,Local,1758,Marseille,,Espagne,Exports,dorure fine,,,945700,,9457,livres,100,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
93,Local,1758,Marseille,,Espagne,Exports,drap londrin,,,13500,,1500,aunes,9,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
94,Local,1758,Marseille,,Espagne,Exports,drap londrin,,,32900,,4700,livres,7,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
95,Local,1758,Marseille,,Espagne,Exports,draperie ordinaire,,,389886,,64981,livres,6,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
96,Local,1758,Marseille,,Espagne,Exports,draperie petite,,,89133,,29711,livres,3,sources/Local/Archives_de_la_CCI_de_Marseille_I_23_Marseille_Exports_1758.csv,Archives de la CCI de Marseille - I 33,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
