line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,absurd_value,value_part_of_bundle,quantity,quantity_unit,absurd_quantity,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
3388,Local,1766,Bordeaux,,Danemark,Exports,Pruneaux,,,15142,,,151420,Livres,,"0,1",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,1,,,,,Pascal Fontaine,,,,,,,,,,,
3389,Local,1766,Bordeaux,,Danemark,Exports,Rocou,,,309,,,309,Livres,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3390,Local,1766,Bordeaux,,Danemark,Exports,Sucre blanc,,,112818,,,188030,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3391,Local,1766,Bordeaux,,Danemark,Exports,Sucre brut,,,"45815,4",,,152718,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3392,Local,1766,Bordeaux,,Danemark,Exports,Vin de haut,,,97350,,,"486,75",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3393,Local,1766,Bordeaux,,Danemark,Exports,Vin de ville,,,"923062,5",,,"3692,25",Tonneaux,,250,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3394,Local,1766,Bordeaux,,Danemark,Exports,Vinaigre,,,3900,,,"19,5",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3395,Local,1766,Bordeaux,,Espagne,Exports,Cacao,,,"11260,8",,,18768,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3396,Local,1766,Bordeaux,,Espagne,Exports,Caffé des Isles,,,"3487,5",,,4650,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3397,Local,1766,Bordeaux,,Espagne,Exports,Eau de vie,,,12600,,,105,Barriques,,120,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3398,Local,1766,Bordeaux,,Espagne,Exports,Pruneaux,,,5475,,,54750,Livres,,"0,1",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3399,Local,1766,Bordeaux,,Espagne,Exports,Sucre blanc,,,29445,,,49075,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3400,Local,1766,Bordeaux,,Espagne,Exports,Sucre brut,,,2136,,,7120,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3401,Local,1766,Bordeaux,,Espagne,Exports,Vin de haut,,,86200,,,431,Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3402,Local,1766,Bordeaux,,Espagne,Exports,Vin de ville,,,300875,,,"1203,5",Tonneaux,,250,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3403,Local,1766,Bordeaux,,Espagne,Exports,Vinaigre,,,1350,,,"6,75",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3404,Local,1766,Bordeaux,,Flandre autrichienne,Exports,Caffé des Isles,,,"28368,75",,,37825,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3405,Local,1766,Bordeaux,,Flandre autrichienne,Exports,Eau de vie,,,7680,,,64,Barriques,,120,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3406,Local,1766,Bordeaux,,Flandre autrichienne,Exports,Indigo,,,100044,,,16674,Livres,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3407,Local,1766,Bordeaux,,Flandre autrichienne,Exports,Sucre blanc,,,13131,,,21885,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3408,Local,1766,Bordeaux,,Flandre autrichienne,Exports,Vin de haut,,,16700,,,"83,5",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3409,Local,1766,Bordeaux,,Flandre autrichienne,Exports,Vin de ville,,,"156312,5",,,"625,25",Tonneaux,,250,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3410,Local,1766,Bordeaux,,Flandre autrichienne,Exports,Vinaigre,,,1400,,,7,Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3411,Local,1766,Bordeaux,,Hollande,Exports,Cacao,,,12246,,,20410,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3412,Local,1766,Bordeaux,,Hollande,Exports,Caffé des Isles,,,697467,,,929956,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3413,Local,1766,Bordeaux,,Hollande,Exports,Chataignes,,,53580,,,8930,Boisseaux,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3414,Local,1766,Bordeaux,,Hollande,Exports,Eau de vie,,,252120,,,2101,Barriques,,120,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3415,Local,1766,Bordeaux,,Hollande,Exports,Graine de genievre,,,"174,5",,,3490,Livres,,"0,05",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3416,Local,1766,Bordeaux,,Hollande,Exports,Indigo,,,121308,,,20218,Livres,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3417,Local,1766,Bordeaux,,Hollande,Exports,Pruneaux,,,189338,,,1893380,Livres,,"0,1",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3418,Local,1766,Bordeaux,,Hollande,Exports,Rocou,,,29876,,,29876,Livres,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3419,Local,1766,Bordeaux,,Hollande,Exports,Sucre blanc,,,"127574,4",absurd,,212624,Livres,absurd,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,Torsten Arnold pense que la valeur devrait être 2126240,,,,,,,,,
3420,Local,1766,Bordeaux,,Hollande,Exports,Sucre brut,,,"47838,6",absurd,,159462,Livres,absurd,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3421,Local,1766,Bordeaux,,Hollande,Exports,Vin de Blaye,,,98010,,,"544,5",Tonneaux,,180,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3422,Local,1766,Bordeaux,,Hollande,Exports,Vin de Bourg,,,5310,,,"29,5",Tonneaux,,180,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3423,Local,1766,Bordeaux,,Hollande,Exports,Vin de haut,,,185750,,,"928,75",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3424,Local,1766,Bordeaux,,Hollande,Exports,Vin de haut,,,2557350,,,"8524,5",Tonneaux,,300,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3425,Local,1766,Bordeaux,,Hollande,Exports,Vin de ville,,,"2856687,5",,,"11426,75",Tonneaux,,250,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3426,Local,1766,Bordeaux,,Hollande,Exports,Vin de ville,,,204225,,,"583,5",Tonneaux,,350,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3427,Local,1766,Bordeaux,,Hollande,Exports,Vinaigre,,,34900,,,"174,5",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3428,Local,1766,Bordeaux,,Italie,Exports,Caffé des Isles,,,"946751,25",,,1262335,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3429,Local,1766,Bordeaux,,Italie,Exports,Indigo,,,288708,,,48118,Livres,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3430,Local,1766,Bordeaux,,Italie,Exports,Sucre blanc,,,37034460,absurd,,61724100,Livres,absurd,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,Torsten Arnold pense que la valeur devrait être 6172410,,,,,,,,,
3431,Local,1766,Bordeaux,,Italie,Exports,Sucre brut,,,"224638,8",,,748796,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3432,Local,1766,Bordeaux,,Genes,Exports,Bled froment,,,51040,,,4640,Boisseaux,,11,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3433,Local,1766,Bordeaux,,Nord,Exports,Cacao,,,"589,2",,,982,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,2,,,,,Pascal Fontaine,,,,,,,,,,,
3434,Local,1766,Bordeaux,,Nord,Exports,Caffé du levant,,,189344,,,94672,Livres,,2,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3435,Local,1766,Bordeaux,,Nord,Exports,Eau de vie,,,219120,,,1826,Barriques,,120,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3436,Local,1766,Bordeaux,,Nord,Exports,Indigo,,,190920,,,31820,Livres,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3437,Local,1766,Bordeaux,,Nord,Exports,Noix,,,750,,,75,Boisseaux,,10,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3438,Local,1766,Bordeaux,,Nord,Exports,Pruneaux,,,4065745,,,40657450,Livres,,"0,1",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3439,Local,1766,Bordeaux,,Nord,Exports,Rocou,,,3167,,,3167,Livres,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3440,Local,1766,Bordeaux,,Nord,Exports,Sucre blanc,,,25927392,absurd,,43212320,Livres,absurd,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,Torsten Arnold pense que la valeur devrait être 4321232,,,,,,,,,
3441,Local,1766,Bordeaux,,Nord,Exports,Sucre brut,,,"914116,5",,,3047055,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3442,Local,1766,Bordeaux,,Nord,Exports,Vin de Blaye,,,13050,,,87,Tonneaux,,150,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3443,Local,1766,Bordeaux,,Nord,Exports,Vin de Bourg,,,4875,,,"32,5",Tonneaux,,150,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3444,Local,1766,Bordeaux,,Nord,Exports,Vin de haut,,,1514100,,,"7570,5",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3445,Local,1766,Bordeaux,,Nord,Exports,Vin de haut,,,162050,,,463,Tonneaux,,350,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3446,Local,1766,Bordeaux,,Nord,Exports,Vin de ville,,,9886875,,,"39547,5",Livres,,250,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3447,Local,1766,Bordeaux,,Nord,Exports,Vin de ville,,,53200,,,133,Tonneaux,,400,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3448,Local,1766,Bordeaux,,Nord,Exports,Vinaigre,,,40400,,,202,Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3449,Local,1766,Bordeaux,,Russie,Exports,Caffé des Isles,,,"6056,25",,,8075,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3450,Local,1766,Bordeaux,,Russie,Exports,Eau de vie,,,40680,,,339,Barriques,,120,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3451,Local,1766,Bordeaux,,Russie,Exports,Indigo,,,117810,,,19635,Livres,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3452,Local,1766,Bordeaux,,Russie,Exports,Vin de haut,,,18450,,,"92,25",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3453,Local,1766,Bordeaux,,Russie,Exports,Vin de ville,,,139625,,,"558,5",Tonneaux,,250,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3454,Local,1766,Bordeaux,,Savoye et le Piemont,Exports,Caffé des Isles,,,"15243,75",,,20325,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3455,Local,1766,Bordeaux,,Savoye et le Piemont,Exports,Sucre blanc,,,5046,,,8410,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3456,Local,1766,Bordeaux,,Savoye et le Piemont,Exports,Sucre rafiné,,,"8221,5",,,11745,Livres,,"0,7",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3457,Local,1766,Bordeaux,,Suede,Exports,Caffé des Isles,,,102957,,,137276,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3458,Local,1766,Bordeaux,,Suede,Exports,Eau de vie,,,111000,,,925,Barriques,,120,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3459,Local,1766,Bordeaux,,Suede,Exports,Indigo,,,54714,,,9119,Livres,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3460,Local,1766,Bordeaux,,Suede,Exports,Pruneaux,,,96200,,,962000,Livres,,"0,1",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3461,Local,1766,Bordeaux,,Suede,Exports,Rocou,,,410,,,410,Livres,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3462,Local,1766,Bordeaux,,Suede,Exports,Sucre blanc,,,1877910,,,3129850,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3463,Local,1766,Bordeaux,,Suede,Exports,Sucre brut,,,50619,,,168730,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3464,Local,1766,Bordeaux,,Suede,Exports,Vin de haut,,,86700,,,"433,5",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3465,Local,1766,Bordeaux,,Suede,Exports,Vin de ville,,,"627062,5",,,"2508,25",Tonneaux,,250,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3466,Local,1766,Bordeaux,,Suede,Exports,Vinaigre,,,4300,,,"21,5",Tonneaux,,200,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3467,Local,1766,Bordeaux,,Suisse,Exports,Caffé des Isles,,,14184,,,18912,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3468,Local,1766,Bordeaux,,Suisse,Exports,Indigo,,,89784,,,14964,Livres,,6,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3469,Local,1766,Bordeaux,,Suisse,Exports,Rocou,,,1414,,,1414,Livres,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3470,Local,1766,Bordeaux,,Suisse,Exports,Sucre blanc,,,13197,,,21995,Livres,,"0,6",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3471,Local,1766,Bordeaux,,Suisse,Exports,Sucre brut,,,"2605,5",,,8685,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3472,Local,1766,Bordeaux,,Guinée,Exports,Alibanis,,,8333,,,833,Pièces,,10,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,3 erreur calcul,,,,,,,,,
3473,Local,1766,Bordeaux,,Guinée,Exports,Anabas,,,1308,,,1308,Pièces,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3474,Local,1766,Bordeaux,,Guinée,Exports,Baffetas,,,6325,,,275,Pièces,,23,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3475,Local,1766,Bordeaux,,Guinée,Exports,Bajutapeau,,,14467,,,629,Pièces,,23,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3476,Local,1766,Bordeaux,,Guinée,Exports,Canettes de grez,,,"542,5",,,3100,En nombre,,"0,175",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3477,Local,1766,Bordeaux,,Guinée,Exports,Chemises a negres,,,2250,,,1500,En nombre,,"1,5",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3478,Local,1766,Bordeaux,,Guinée,Exports,Cordages de chanvre,,,9630,,,32100,Livres,,"0,3",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3479,Local,1766,Bordeaux,,Guinée,Exports,Coris,,,9600,,,12000,Livres,,"0,8",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3480,Local,1766,Bordeaux,,Guinée,Exports,Couteaux flamans,,,3375,,,4500,Livres,,"0,75",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3481,Local,1766,Bordeaux,,Guinée,Exports,Cuivre en bassin,,,1169,,,835,Livres,,"1,4",sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3482,Local,1766,Bordeaux,,Guinée,Exports,Eau de vie,,,14152,,,14152,Pots,,1,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3483,Local,1766,Bordeaux,,Guinée,Exports,Fusils de traite,,,16200,,,1800,En nombre,,9,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3484,Local,1766,Bordeaux,,Guinée,Exports,Guinée blanc,,,24408,,,1017,Pièces,,24,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,3,,,,,Pascal Fontaine,,,,,,,,,,,
3485,Local,1766,Bordeaux,,Guinée,Exports,Guingas,,,9120,,,304,Pièces,,30,sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,AD33 C4388,4,,,,,Pascal Fontaine,,,,,,,,,,,
