line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,
343,Local,1753,Nantes,,Nord,Imports,toille de bretagne,,,,,2780,aune,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,12,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
344,Local,1753,Nantes,,Nord,Imports,toille cholet,,,,,2,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,"la valeur unitaire est donnée à 1,5 livre l’aune",0,,,,,,,,,,,,,,,
345,Local,1753,Nantes,,Nord,Imports,toille platille,,,,,28543,piece,5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
346,Local,1753,Nantes,,Nord,Imports,toille à voille,,,,,12798,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
347,Local,1753,Nantes,,Nord,Imports,verres cristalins,,,,,3125,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
348,Local,1753,Nantes,,Nord,Imports,vin du Rhin,,,,,110,pots,150,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
349,Local,1753,Nantes,,De Portugal,Imports,citrons,,,,,20,Caisse,25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
350,Local,1753,Nantes,,De Portugal,Imports,Figues,,,,,21324,livres,0.15,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
351,Local,1753,Nantes,,De Portugal,Imports,graine de chapelet,,,,,1300,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
352,Local,1753,Nantes,,De Portugal,Imports,huille de copahu,,,,,2500,livres,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
353,Local,1753,Nantes,,De Portugal,Imports,ipecacuana,,,,,350,livres,3.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
354,Local,1753,Nantes,,De Portugal,Imports,Oranges,,,,,525,Caisse,12,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
355,Local,1753,Nantes,,De Portugal,Imports,pruneaux,,,,,27,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
356,Local,1753,Nantes,,De Portugal,Imports,Raisins,,,,,2800,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
357,Local,1753,Nantes,,De Portugal,Imports,Salsepareille,,,,,290,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
358,Local,1753,Nantes,,De Portugal,Imports,vin de madere,,,,,60,pots,1.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
359,Local,1753,Nantes,,De Russie,Imports,barres d’anspects,,,,,990,pièces,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
360,Local,1753,Nantes,,De Russie,Imports,chanvre cru,,,,,670581,livres,0.18,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
361,Local,1753,Nantes,,De Russie,Imports,fer plas,,,,,58971,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
362,Local,1753,Nantes,,De Russie,Imports,Mats de 40 à 60 pieds,,,,,41,pièces,100,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
363,Local,1753,Nantes,,De Russie,Imports,Mats de 50 à 55 pueds,,,,,42,pièces,90,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
364,Local,1753,Nantes,,De Russie,Imports,Mats de 40 à 45 pieds,,,,,30,pièces,70,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
365,Local,1753,Nantes,,De Russie,Imports,Mats de 30 à 32 pieds,,,,,239,pièces,60,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,13,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
366,Local,1753,Nantes,,De Russie,Imports,Planches de sapin de 13 à 14 pieds,,,,,103,Pièces,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
367,Local,1753,Nantes,,De Russie,Imports,Planches de sapin de 16 pieds,,,,,314,pièces,5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
368,Local,1753,Nantes,,De Russie,Imports,Planches de sapin de 22 pieds,,,,,18,pièces,7,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
369,Local,1753,Nantes,,De Russie,Imports,Planches de sapin ordinaires,,,,,122,pièces,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
370,Local,1753,Nantes,,De Russie,Imports,Platre,,,,,2000,livres,0.05,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
371,Local,1753,Nantes,,De Russie,Imports,vergues de 42 à 50 pieds,,,,,12,pièces,50,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
372,Local,1753,Nantes,,De la Suède,Imports,acier,,,,,63989,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
373,Local,1753,Nantes,,De la Suède,Imports,barre d’anspects,,,,,180,pièces,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
374,Local,1753,Nantes,,De la Suède,Imports,bled seigle,,,,,85,tonneaux,90,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
375,Local,1753,Nantes,,De la Suède,Imports,bois de sapin,,,,,630,barres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
376,Local,1753,Nantes,,De la Suède,Imports,bordages de chesne,,,,,12,pièces,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante ; « il faut savoir leur longueur et leur épaisseur »,0,,,,,,,,,,,,,,,
377,Local,1753,Nantes,,De la Suède,Imports,bray gras,,,,,914,Baril,22,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
378,Local,1753,Nantes,,De la Suède,Imports,Cloux de fer,,,,,30500,livres,0.3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
379,Local,1753,Nantes,,De la Suède,Imports,douelles à bariques,,,,,2024,pièces,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
380,Local,1753,Nantes,,De la Suède,Imports,douelles à fond,,,,,1096,pièces,90,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
381,Local,1753,Nantes,,De la Suède,Imports,douelles de saoin,,,,,1763,pièces,0.07,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
382,Local,1753,Nantes,,De la Suède,Imports,espars,,,,,6,pièces,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
383,Local,1753,Nantes,,De la Suède,Imports,fer en barres,,,,,619684,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
384,Local,1753,Nantes,,De la Suède,Imports,fer en plaques,,,,,3600,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
385,Local,1753,Nantes,,De la Suède,Imports,fil de leton,,,,,270,Baril,20,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
386,Local,1753,Nantes,,De la Suède,Imports,gaudron,,,,,452,barils,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
387,Local,1753,Nantes,,De la Suède,Imports,manches de gaffe,,,,,24,pièces,20,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
388,Local,1753,Nantes,,De la Suède,Imports,Matreaux,,,,,11,pièces,12,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
389,Local,1753,Nantes,,De la Suède,Imports,Matreaux,,,,,8,pièces,26,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
390,Local,1753,Nantes,,De la Suède,Imports,Matreaux,,,,,75,pièces,130,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
391,Local,1753,Nantes,,De la Suède,Imports,pelles de bois,,,,,48,Douzaine,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,14,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
392,Local,1753,Nantes,,De la Suède,Imports,Planches de sapin,,,,,74735,pièces,6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
393,Local,1753,Nantes,,De la Suède,Imports,Demies-planches de sapin,,,,,3067,pièces,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
394,Local,1753,Nantes,,De la Suède,Imports,Bout de planches de sapin,,,,,978,pièces,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
395,Local,1753,Nantes,,De la Suède,Imports,vitriol,,,,,254,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
396,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,ancres de fer,,,,,3600,pièce,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
397,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,avirons,,,,,23,traques,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
398,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,barbe de baleine,,,,,18,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
399,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,bas de fil,,,,,12,Paire,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
400,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,beaume  ,,,,,18,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante ; « savoir de quelle qualité »,,,,,,,,,,,,,,,,
401,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,madriers de bois d’acajou,,,,,208,pièces,1.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
402,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Planches de bois d’acajou,,,,,142,pièces,0.3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
403,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,bois de Brezil,,,,,17660,livres,0.15,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
404,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,bois de campeche,,,,,150721,livres,0.15,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
405,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,planches de bois de cedre,,,,,12,pièces,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
406,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Madriers de bois de chêne,,,,,30,pièces,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
407,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Bois de gayac,,,,,123286,livres,0.06,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
408,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Bois jaune,,,,,32167,livres,0.04,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
409,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Planches de bois d'inde,,,,,10,pièces,0.09,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
410,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Bois d'inde,,,,,175,livres,0.09,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
411,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,bois de sainte marthe,,,,,15207,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
412,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,cacao broyé,,,,,126,livres,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
413,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,cacao en grain,,,,,135394,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
414,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,caffé,,,,,28499795,livres,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
415,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,canefice,,,,,1470,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
416,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Cedres,,,,,150,pièces,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
417,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Cendres de potasse,,,,,432,livres,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,15,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
418,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Chocolat,,,,,79.5,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
419,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Citrons confits,,,,,991,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
420,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,cocos,,,,,100,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
421,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Confitures,,,,,13221,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
422,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,coquillages,,,,,20825,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
423,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,coton en laine,,,,,777023,livres,1.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
424,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,cuirs secs en poil,,,,,28182,pièces,6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
425,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Cuirs tannés,,,,,1993,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
426,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Cuirs tannés,,,,,698,pièces,12,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
427,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,cuivre vieux,,,,,2276,livres,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
428,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,dents de morphil,,,,,7352,livres,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
429,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,douelles à tonneaux,,,,,3,mil,400,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
430,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,ecaille de cahouanne,,,,,285,livres,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
431,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,ecaille de tortue,,,,,2465,livres,7,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
432,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Gingembre,,,,,97862,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
433,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,gomme de gayac,,,,,26,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
434,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,gomme rouge,,,,,42,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
435,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,graine de bois d’inde,,,,,20,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
436,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,graine de chapelet,,,,,705,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
437,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,herbes à charpentier,,,,,37,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
438,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,huilles de copahu,,,,,15,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
439,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Huiles de Poisson,,,,,112,bariques,120,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
440,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Huiles de Poisson,,,,,1,tierçon,40,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
441,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Huiles de Poisson,,,,,8433,livres,0.3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
442,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,huiles de sardines,,,,,7.5,Barique,80,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
443,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,indigo,,,,,802930,livres,3.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
444,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,jus de citron,,,,,42,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
445,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,jus de citron,,,,,6,pintes,1.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
446,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,liqueurs,,,,,1691,pintes,1.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
447,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,liqueurs,,,,,63,pots,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
448,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,morue seche,,,,,417626,livres,0.26,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
449,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,morue verte,,,,,152005,pièces,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,16,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
450,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,morue verte,,,,,19231,poignées,1.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
451,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,morue verte,,,,,12000,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
452,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,noix d’acajou,,,,,935,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
