marchandises_normalisees,marchandises_simplifies,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_normalisees,nbr_bdc_marchandises_simplifies
Résine ; de scamonée,,2,2,1,"SCAMONEE – Magnen, Dictionnaire des productions de la nature et de l'art, volume 2, 1809 : « Tiré d'une racine de Syrie […] est un purgatif très actif, et fort usité dans les maladies qui viennent d'obstructions, dans les enflures, l'hydropisie",1,0,rezina Scamonii,0,1,,,2,,,,0,0,0,,1,2,63124
Résine ; en pots,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Résine ou harpoix,,,,,,,,,,,,,,,,,,,,,1,1,63124
Réveils,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sabatines,Sabatines,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Sable,Sable,2,2,0,sable commun,0,,,0,0,2,2,129,,,,0,0,0,,1,4,5
Sable ; de mer,Sable,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,5
Sable ; de verre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sablier,,2,2,0,,0,,,0,0,,,8,,,,0,0,0,,1,9,63124
Sabot ; de bouc,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sabot ; de bœuf,,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,13,63124
Sabot ; de carne,,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,63124
Sabot ; de rennes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sabots,Sabots,6,6,0,,0,,,0,0,,,16,,,,0,0,0,,1,70,70
Sabre,,9,9,0,,0,,,0,0,,,0,,,,0,0,0,,1,26,63124
Sac,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sachet,,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,11,63124
Sachet d'odeur,,6,6,0,,0,,,0,0,,,12,,,,0,0,0,,1,3,63124
Sacs,Sacs,6,6,0,,0,,,0,0,,,6,,,,0,0,0,,1,41,64
Sacs ; de poluard,Sacs,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,64
Sacs ; de toile,Sacs,6,6a,0,,0,,,0,0,,,2,,,,0,0,0,,1,22,64
Sacs ; de toile ; vides,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Sacs ; de toile ; vieux,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Sacs ; vides,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,5,63124
Sacs ; vieux,,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,4,63124
Saffle,Drogues ; pour la teinture,2,2,0,Safre ou zafre (nommé saffle dans le tarif de 1664) : « Minéral de couleur d'œil de perdrix que les verriers et fayanciers employent pour donner une couleur bleue »,0,,,0,0,,,19,,,,0,0,0,,1,19,50
Safran,,0,0a,1,"Savary, volume 3, 1748 : « Les enlumineurs se servent du safran pour faire du jaune doré ; il est d'usage dans la médecine, & on l'emploie même dans beaucoup de ragouts »",0,,,1,0,,,,,,,0,0,0,,1,8,63124
Safran ; de gastinois,,0,0a,1,"Savary, volume 3, 1748 : « Les enlumineurs se servent du safran pour faire du jaune doré ; il est d'usage dans la médecine, & on l'emploie même dans beaucoup de ragouts »",0,,,1,0,,,,,,,0,0,0,,0,0,0
Safran ; du Gatinoir,,0,0a,1,"Savary, volume 3, 1748 : « Les enlumineurs se servent du safran pour faire du jaune doré ; il est d'usage dans la médecine, & on l'emploie même dans beaucoup de ragouts »",0,,,1,0,,,,,,,0,0,0,,1,1,63124
Safran ; du Gâtinois,,,,,,,,,,,,,,,,,,,,,1,12,63124
Safran ; orange,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sagne,Sagne,2,2,0,Wikipédia : «  Roseau commun très utilisé autrefois en Camarague»,0,,,0,0,,,4,,,,0,0,0,,1,9,9
Sagou,Sagou,0,0b,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,2
Sagu,Sagu,0,0b,0,"Savary, volume 3, 1748 :  « Espèce de farine faite de la moelle d'un arbre »",0,,,0,0,5,5,24,,,,0,0,0,,1,22,22
Sain,,9,9a,0,"Savary, volume 3, 1748 : «  Monnaie qui a cours en Géorgie »",0,,,0,0,,,,,,1,0,0,0,,1,2,63124
Saindoux,Saindoux,4,4,0,Sorte de gras tiré du porc,0,,,0,0,,,13,,,,0,0,0,,1,19,19
Salage,Salage,???,???,0,"Savary, volume 3, 1748 : « Droit qui se paye au Roi sur chacun des bateaux de sel » ou « En Normandie et en Picardie façon que l'on donne au hareng en vrac lorsqu'on le veut pacquer et lui donner son dernier sel »",0,,,0,0,,,2,,,,0,0,0,,1,3,3
Salemporis,Toile ; de coton,6,6d,0,Toile de coton qui vient de l'Orient (le Levant ou les Indes) et qui fait partie de la famille des Lisats (Savary),0,,,0,0,,,10,,,,0,0,0,,1,71,399
Salemporis ; blanc,,6,6d,0,,0,,,0,0,,,,,,,0,0,0,,1,7,63124
Salemporis ; bleu,,6,6d,0,,0,,,0,0,,,,,,,0,0,0,,1,15,63124
Salemporis ; bleu,,,,,,,,,,,,,,,,,,,,,1,1,63124
Salicor,Salicor,2,2,0,"Plante qui croît sur le bord de la mer, et dont on retire de la soude, salicornia herbacea, L., famille des chénopodées. Nom donné à la soude en Languedoc et dans le Roussillon.",1,0,Nitrum,0,0,,,2,,,,0,0,0,,1,53,53
Salin,Salin,8,8,0,"Savary, volume 3, 1748 : « Espèce de baquet de figure ovale dans lequelles vendeuses renferment le sel qu'elles débitent aux coins des rues de la Ville de Paris. »",0,,,0,0,,,22,,,,0,0,0,,1,4,4
Saloirs,,8,8,0,Larousse : « Coffre de bois dans lequel on conservait le sel »,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Saloirs ; de bois,Saloirs ; de bois,8,8,0,,0,,,0,0,,,64,,,,0,0,0,,1,1,1
Salpêtre,Salpêtre,2,2,0,"Soude, surtout utilisé par les artificiers",0,,,0,0,,,11,,,,0,0,0,,1,125,125
"Salpêtre, crû",,,,,,,,,,,,,,,,,,,,,1,1,63124
"Salpêtre, raffiné",,,,,,,,,,,,,,,,,,,,,1,1,63124
Salsaphra,,,,,,,,,,,,,,,,,,,,,1,1,63124
Salsepareille,Salsepareille,0,0a,1,"Savary, volume 3, 1748 : ou SARCEPAREILLE ou SMILAX ASPERA « Plante qui croit dans la nouvelle Espagne & au Pérou, & qu'on apporte aussi des Indes Orientales.  […] le principal usage est d'entrer dans les décoctions & les tisanes qu'on donne po",1,0,Sarsaparilla,0,1,,,1,,,,0,0,0,,1,381,381
Sanas,Sanas,6,6d,0,"Savary, volume 3, 1748 : « Toile de coton blanc »",0,,,0,0,,,0,,,,0,0,0,,1,3,3
Sandales,Sandales,8,8,0,,0,,,0,0,8,8,0,,,,0,0,0,,1,2,2
Sandarac,,2,2,1,"Savary, volume 3, 1748 : OU SANDARAQUE « Espèce de gomme […] entre dans la composition du vernis »",1,0,Sandaracha,1,0,,,,,,,0,0,0,,1,2,63124
Sang,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sang ; de bouquetin,,,,,,,,,,,,,,,,,,,,,1,2,63124
Sang ; de dragon,Sang ; de dragon,5,5,1,"Savary, volume 3, 1748 : « Est une drogue autrefois très estimé mais très peu connue des Anciens. [...] Chez les Modernes cette gomme n'est qu'une simple gomme qui découle de différents arbres […] L'on prétend que le sang de dragon est fort ast",1,0,Sanguis Draconis,0,1,,,0,,,,0,0,0,,1,49,49
Sangles,Sangles,8,8,0,,0,,,0,0,8,8,0,,,,0,0,0,,1,27,27
Sangliers,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sanguine,,2,2,0,"Synonyme de jaspe : Savary, volume 2, 1748 : « Espèce de marbre ou de pierre précieuse assez semblable à l'agathe. »",,,,0,0,,,,,,,0,0,0,,1,3,63124
Sanitaires,Sanitaires,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,1
Santal,,2,2,1,"Savary, volume 3, 1748 : « Bois dur, pesant et odorant qu'on apporte des Indes Orientales. »",,,,1,0,,,,,,,0,0,0,,1,11,63124
Santal ; blanc,,2,2,1,"Savary, volume 3, 1748 :  « Le santal blanc approche beaucoup du citrin, la couleur seule & l'odeur les distinguent ; il entre comme lui dans les remèdes ; il l'est aussi en buches & sans écorce » (cf Santal)",,,Saunders White,0,1,,,,,,,0,0,0,,1,3,63124
Santal ; citrin,,2,2,1,"Savary, volume 3, 1748 :  « L'on appelle Santal Citrin, celui qui vient de la Chine et du Royaume de Siam, il est jaune, pesant & de bonne odeur ; sert à la médecine & aux parfumeurs  » (cf Santal)",1,0,Saunders Yellow,0,1,,,,,Bois ; de Pernambouc,,0,0,0,,1,3,63124
Santal ; moulu,,2,2,1,Voir Santal citrin ou santal blanc,,,,1,0,,,,,,,0,0,0,,1,1,63124
Sapeline,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sapien Violet,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sapins,Sapins,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,26,100
Sapins ; anspects,Sapins ; anspects,2,2,0,Sorte de levier en bois (Savary),0,,,0,0,,,0,,,,0,0,0,,1,1,1
Sapins ; en bloc,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sapins ; à faire belle,Sapins,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,3,100
Sapins ; à faire comble,Sapins,2,2,0,,0,,,0,0,,,58,,,,0,0,0,,1,16,100
Sapins ; à faire gaffe,Sapins,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,7,100
Sapins ; à faire pioche,Sapins,2,2,0,,0,,,0,0,,,106,,,,0,0,0,,1,24,100
Sapins ; à faire échelle,Sapins,2,2,0,,0,,,0,0,,,102,,,,0,0,0,,1,24,100
Sapins ; à bâtir,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sardines,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,7,63124
Sardines ; salées,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Sarge,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,5,63124
Sarge ; de Saint-Mexant,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Sarge ; de poitou,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sarge ; de soie,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sarge ; fil et laine,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Sarots de toile,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sas,Sas,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,4,4
Satin,Satin,6,6c,0,,0,,,0,0,,,5,,,,0,0,0,,1,9,10
Satin ; brodé ; en or,Satin,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,10
Satin ; de Chine,,6,6c,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Satin ; de Florence et Gênes,,6,6c,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Satin ; gris,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Saturne,,???,???,0,"Savary, volume 3, 1748 : « L'on tire encore du plomb par le secours de la chimie, des sels, des beaumes […] auxquels on ajoute le nom de Saturne. »",,,,0,0,,,,,,,0,0,0,,1,1,63124
Saucisse ; de Boulogne,,,,,,,,,,,,,,,,,,,,,1,1,63124
Saucisses,Saucisses,0,0a,0,,0,,,0,0,,,1,,,,0,0,0,,1,7,7
Saucissons,Saucissons,0,0a,0,,0,,,0,0,,,4,,,,0,0,0,,1,131,131
Sauge,,2,2,1,"Wiki : Certaines espèces de sauge principalement la sauge officinale, possèdent en effet de nombreuses vertus médicinales. Elles étaient considérées au Moyen Âge comme une panacée. Deux espèces étaient particulièrement utilisées pour leurs somm",,,,0,1,,,,,,,0,0,0,,1,3,63124
Saumon,Poisson,0,0a,0,,0,,,0,0,,,2,,,,0,0,0,,1,11,3430
Saumon ; en daube,,,,,,,,,,,,,,,,,,,,,1,1,63124
Saumon ; frais,Poisson,0,0a,0,,0,,,0,0,,,8,,,,0,0,0,,1,72,3430
Saumon ; fumé,Poisson,0,0a,0,,0,,,0,0,0,0a,2,,,,0,0,0,,1,29,3430
Saumon ; fumés,,,,,,,,,,,,,,,,,,,,,1,16,63124
Saumon ; mariné,Poisson,0,0a,0,,0,,,0,0,,,19,,,,0,0,0,,1,3,3430
Saumon ; salé,Poisson,0,0a,0,,0,,,0,0,,,34,,,,0,0,0,,1,434,3430
Saumure,Saumure,5,5,0,Solution aqueuse de sel,0,,,0,0,,,3,,,,0,0,0,,1,27,27
Savon,Savon,5,5,0,,0,,,0,0,,,34,Savon,Savon,,0,0,0,,1,928,1337
Savon ; blanc,Savon,5,5,0,,0,,,0,0,,,5,Savon,Savon,,0,0,0,,1,53,1337
Savon ; blanc et marbré,,,,,,,,,,,,,,,,,,,,,1,1,63124
Savon ; d'Alicante,Savon,5,5,0,,0,,,0,0,,,23,,Savon,,0,0,0,,1,17,1337
Savon ; de Marseille,Savon,5,5,0,,0,,,0,0,,,,,,,0,0,0,,1,17,1337
Savon ; d’Espagne,,,,,,,,,,,,,,,,,,,,,1,2,63124
Savon ; madré,,,,,,,,,,,,,,,,,,,,,1,3,63124
Savon ; marbré,Savon,5,5,0,,0,,,0,0,,,3,Savon,Savon,,0,0,0,,1,243,1337
Savon ; noir,Savon,5,5,0,,0,,,0,0,5,5,2,Savon,Savon,,0,0,0,,1,76,1337
Savon ; vert,Savon,5,5,0,,0,,,0,0,,,10,Savon,Savon,,0,0,0,,1,3,1337
Savon et cuir,,,,,,,,,,,,,,,,,,,,,1,1,63124
Savon et pruneaux,,,,,,,,,,,,,,,,,,,,,1,1,63124
Savon; d'Alicante,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Savonnettes,Savonnettes,5,5,0,,0,,,0,0,,,4,Savon,Savon,,0,0,0,,1,128,128
Savonnettes ; de senteur,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Saxafras,Saxafras,0,0b,1,"Bois, écorce, essence de sassafras employé(e) notamment comme sudorifique. Une infusion d'écorce de sassafras (Geoffroy, Méd. prat., 1800, p. 501).Produit thérapeutique extrait du sassafras. Le sassafras est un stimulant diaphorétique recommand",1,0,Sassafras Wood,0,1,,,118,,,,0,0,0,,1,59,59
Saye ; blanche,,,,,,,,,,,,,,,,,,,,,1,1,63124
Saye ; blanche sans apprêt,,,,,,,,,,,,,,,,,,,,,1,1,63124
Saye ; de Bruges,,,,,,,,,,,,,,,,,,,,,1,1,63124
Saye ; de Liège,,,,,,,,,,,,,,,,,,,,,1,1,63124
Saye ; mellée,,,,,,,,,,,,,,,,,,,,,1,1,63124
Saye ; teinte,,,,,,,,,,,,,,,,,,,,,1,2,63124
Sayessa,Sayessa,???,???,0,,0,,,0,0,,,3,,,,0,0,0,,1,1,1
Scamonée,Scamonée,2,2,1,"SCAMONEE – Magnen, Dictionnaire des productions de la nature et de l'art, volume 2, 1809 : « Tiré d'une racine de Syrie […] est un purgatif très actif, et fort usité dans les maladies qui viennent d'obstructions, dans les enflures, l'hydropisie",1,0,Scammony,0,1,,,188,,,,0,0,0,,1,66,66
Scaps,,???,???,0,,0,,,0,0,,,,,,,0,0,0,,1,2,63124
Scarfs,,,,,,,,,,,,,,,,,,,,,1,1,63124
Scarlatine,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Sceaux ; de Bois,,???,???,0,Peut-être seaux,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sceaux ; de bois,,,,,,,,,,,,,,,,,,,,,1,19,63124
Schiste,,,,,,,,,,,,,,,,,,,,,1,1,63124
Scielle,Scielle,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1
Scies,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,8,63124
Scies ; de fer,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Scies ; à moulu,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Scilles ; maritime,,,,,,,,,,,,,,,,,,,,,1,1,63124
Seaux,Seaux,6,6,0,,0,,,0,0,,,3,,,,0,0,0,,1,6,50
Seaux ; de Martre,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Seaux ; de bois,Seaux,6,6,0,,0,,,0,0,,,234,,,,0,0,0,,1,44,50
Seaux ; de cuirs,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Seaux ; de fer ; blanc,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Seaux ; de sapin,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Seaux ; de vin,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sebestes,Sebestes,0,0b,1,"Savary, volume 3, 1748 : «Ce sont des fruits […] qui ressemblent assez aux petites prunes de damas »",1,0,Sebestens,0,1,,,62,,,,0,0,0,,0,0,0
Secrétaires,Secrétaires,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,4,4
Segrin,,,,,,,,,,,,,,,,,,,,,1,1,63124
Seigle ; de grain,,0,0a,0,,,,,0,0,,,,,,,1,1,2,,1,3,63124
Seines,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sekt,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel,Sel,2,2,0,,0,,,0,0,,,66,,,,0,0,0,,1,968,1648
Sel ; ammoniac,,5,5,1,"Savary, volume 1, 1748 : OU ARMONIAC « L'usage de ce sel en France est fort considérable, soit pour la médecine, pour laquelle on en tire quantité de préparations, soit pour de nombreux ouvriers. »",1,1,Sal Armoniacum,1,0,,,,,,,0,0,0,,1,12,63124
Sel ; antarctique,Sel,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,4,1648
Sel ; armoniac,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Sel ; blanc,Sel,2,2,0,sel blanc et rafiné,0,,,0,0,2,2,3,,,,0,0,0,,1,7,1648
Sel ; chimique,Sel,5,5,0,,0,,,0,0,,,14,,,,0,0,0,,1,283,1648
Sel ; chimique ; de Globert,,5,5,1,"Glaubert ? Sulfate de sodium : Le sel de Glauber, la forme décahydratée, était utilisé dans le passé comme laxatif.",0,,,1,0,,,,,,,0,0,0,,1,4,63124
Sel ; chimique ; de lait,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Sel ; chimique ; de nitre,,5,5,1,Cf. P.H.Wallis,1,0,Sal Niter,1,0,,,,,,,0,0,0,,1,2,63124
Sel ; chimique ; gemme,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Sel ; d'Angleterre,Sel,2,2,0,,0,,,0,0,5,5,9,,,,0,0,0,,1,8,1648
Sel ; d'Espagne,,,,,,,,,,,,,,,,,,,,,1,2,63124
Sel ; d'absinthe (alsem),,,,,,,,,,,,,,,,,,,,,1,2,63124
Sel ; d'alsem,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; d'orseille,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; d'oseille,Sel,5,5,0,,0,,,0,0,5,5,1,,,,0,0,0,,1,1,1648
Sel ; d'ypossum,Sel,5,5,1,Sel d'epsom: Sulfate de magnésium : purgatif doux (Savary volume 1),1,0,epsom salts,0,1,,,13,,,,0,0,0,,1,74,1648
Sel ; de France,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; de Franche-Comté,Sel,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,1648
Sel ; de Globert,Sel,5,5,1,"Glaubert ? Sulfate de sodium : Le sel de Glauber, la forme décahydratée, était utilisé dans le passé comme laxatif.",0,,,1,0,,,29,,,,0,0,0,,1,49,1648
Sel ; de Lorraine,Sel,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,1648
Sel ; de Lunenbourg,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; de Marennes,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,21,63124
Sel ; de Nike,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sel ; de Poulinguen,Sel,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,1648
Sel ; de Rez,Sel,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,110,1648
Sel ; de Rocq,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; de boue,,,,,,,,,,,,,,,,,,,,,1,2,63124
Sel ; de carabé,Sel,5,5,1,"Savary, volume 1, 1748 : ou KARABE Surtout pour la teinture et le vernis cependant : « Il a quelque usage en Médecine, pourvu qu'il soit véritable Karabé ; bien des gens ayant l'art de le contrefaire... ».",1,0,Carrabe,1,0,,,15,,,,0,0,0,,1,1,1648
Sel ; de chimie,Sel,5,5,0,,0,,,0,0,,,,,,,0,0,0,,1,1,1648
Sel ; de gemme,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; de l'île d'Oleron,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,41,63124
Sel ; de mer,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Sel ; de nitres,Sel,2,2,1,Cf. P.H.Wallis,1,0,Sal Niter,1,0,,,15,,,,0,0,0,,1,2,1648
Sel ; de roche,Sel,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,4,1648
Sel ; de samoine,Sel,5,5,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,1648
Sel ; de saturne,Sel,5,5,1,"Sucre ou sel de plomb : (Médecine ancienne) Sel d'acétate de plomb (métal) cristallisé, utilisé dans les préparations chimiques.",1,0,Saccarum Saturne,0,1,,,17,,,,0,0,0,,1,31,1648
Sel ; de saturne et autre,,5,5,1,"Sucre ou sel de plomb : (Médecine ancienne) Sel d'acétate de plomb (métal) cristallisé, utilisé dans les préparations chimiques.",1,0,Saccarum Saturne,0,1,,,,,,,0,0,0,,1,7,63124
Sel ; de seignette,Sel,5,5,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,1648
Sel ; de seignette policreste et globere,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; de st Huber ou de Portugal,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; de tamarin,Sel,5,5,1,"Savary, volume 3, 1748 « Espèce de fruit médicinal et purgatif, d'un goût aigret et assez agréable ». Peut servir dans la confection de baumes (Dictionnaire classique des sciences naturelles, Drapiez)",1,0,Sal Tamarisci,0,1,,,3,,,,0,0,0,,1,6,1648
Sel ; de tartaric,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; de tartre,Sel,5,5,1,"Savary, volume 3, 1748 : « On peut en trouver dans la pharmacopée »",1,1,Sal Tartari,1,0,5,5,10,,,,0,0,0,,1,5,1648
Sel ; de verre,Sel,5,5,0,,0,,,0,0,,,14,,,,0,0,0,,1,18,1648
Sel ; de vitre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; des sables d'olonne,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Sel ; des îles d'Oleron et Ré,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sel ; dit beggere,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; en grabeau,Sel,2,2,0,,0,,,0,0,,,16,,,,0,0,0,,1,1,1648
Sel ; gemme,Sel,2,2,0,,0,,,0,0,,,43,,,,0,0,0,,1,12,1648
Sel ; gris,Sel,2,2,0,sel gris de France,0,,,0,0,2,2,86,,,,0,0,0,,1,4,1648
Sel ; minéral,Sel,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,1648
Sel ; misay,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sel ; mistry,Sel,5,5,0,,0,,,0,0,,,25,,,,0,0,0,,1,7,1648
Sel ; médicinal,Sel,5,5,1,,0,,,0,1,,,7,,,,0,0,0,,1,15,1648
Sel ; ordinaire,Sel,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,17,1648
Sel ; peccain,Sel,5,5,0,,0,,,0,0,,,22,,,,0,0,0,,1,2,1648
Sel ; policreste et d'Ipson,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; pour la pèche libre,,,,,,,,,,,,,,,,,,,,,1,2,63124
Sel ; sucsin,Sel,5,5,0,,0,,,0,0,,,13,,,,0,0,0,,1,3,1648
Sel ; teint,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sel ; volatil,,,,,,,,,,,,,,,,,,,,,1,1,63124
Sel ; volatile,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sel ; végétal,Sel,5,5,0,,0,,,0,0,,,7,,,,0,0,0,,1,2,1648
Sel; volatile,Sel,5,5,0,,0,,,0,0,,,1,,,,0,0,0,,1,3,1648
Selle,Selle,6,6,0,,0,,,0,0,9,9,3,,,,0,0,0,,1,4,117
Selle ; communes,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Selle ; de cheval,Selle,6,6,0,,0,,,0,0,,,29,,,,0,0,0,,1,113,117
Selle ; de cheval ; commune,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Selle ; de cheval ; en mumes,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Selle ; de cheval ; garnis de velours,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Selle ; de fer,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Selle ; de poste,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Selle et harnais ; de cheval,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Sellerie,,6,6,0,,0,,,0,0,,,32,,,,0,0,0,,1,1,63124
Sellet et télescope,,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,63124
Selleterie Comune,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sel ; d'opium,,5,5,1,"P.H. Nysten Dictionnaire de médecine, de chirurgie, de pharmacie : « Narcotine »",1,0,Opium,0,1,,,,,,,0,0,0,,1,6,63124
Sel ; d'oseille,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Sel ; de gemme,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Sel ; de lait,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,13,63124
Sel ; de mer et de salins,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,35,63124
Sel ; duobus,,5,5,1,"P.H. Nysten Dictionnaire de médecine, de chirurgie, de pharmacie : « Sulfate de potassium »",,,,1,0,,,,,,,0,0,0,,1,2,63124
Sel ; grain,,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Semence ; d'anis,,,,,,,,,,,,,,,,,,,,,1,1,63124
"Semence ; d'anis, carui, coriandre etc.",,,,,,,,,,,,,,,,,,,,,1,1,63124
Semence ; d'oliettes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Semence ; de canaris,,,,,,,,,,,,,,,,,,,,,1,2,63124
Semence ; de chanvre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Semence ; de colsaet,,,,,,,,,,,,,,,,,,,,,1,1,63124
Semence ; de cumin,,,,,,,,,,,,,,,,,,,,,1,1,63124
Semence ; de fenegré,,,,,,,,,,,,,,,,,,,,,1,1,63124
