numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
847,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Sumac,Marseille,Italie,"193,00",livres,"0,2500000","48,25","-0,25",
848,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tabac,Marseille,Italie,"77 031,00",livres,"0,2500000","19 257,75","-0,75",
849,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tabatières d'ecailles à charnières d'or,Marseille,Italie,"1,00",pièces,"36,0000000","36,00","0,00",
850,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tabatières d'écailles inscrustées d'or,Marseille,Italie,"1,00",pièces,"48,0000000","48,00","0,00",
851,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tabatières d'oliviers,Marseille,Italie,"34,00",douzaines,"2,0000000","68,00","0,00",
852,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tabatières d'oliviers,Marseille,Italie,"1 000,00",livres,"2,0000000","2 000,00","0,00",
853,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tableaux,Marseille,Italie,"36,00",douzaines,"48,0000000","1 728,00","0,00",
854,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Talons de bois,Marseille,Italie,"700,00",livres,"0,3000000","210,00","0,00",
855,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tapis,Marseille,Italie,"75,00",en nombre,"60,0000000","4 500,00","0,00",
856,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tapis,Marseille,Italie,"750,00",livres,"3,0000000","2 250,00","0,00",
857,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tapisserie,Marseille,Italie,"44,00",pièces,"150,0000000","6 600,00","0,00",
858,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tapisserie,Marseille,Italie,"2 217,00",livres,"4,0000000","8 868,00","0,00",
859,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Tartre,Marseille,Italie,"11 800,00",livres,"0,2400000","2 832,00","0,00",
860,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Terebentine,Marseille,Italie,"54,00",livres,"0,3000000","16,20","-0,20",
861,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Terraille,Marseille,Italie,"155,00",charges,"20,0000000","3 100,00","0,00",
862,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Terraille,Marseille,Italie,"4 910,00",livres,"0,0700000","343,70","-0,70",
863,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Terre d'ombre,Marseille,Italie,"200,00",livres,"0,1000000","20,00","0,00",
864,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,26,1750,Exports,Thé,Marseille,Italie,"2 022,00",livres,"3,5000000","7 077,00","0,00",
865,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Thon mariné,Marseille,Italie,"1 724,00",livres,"0,9000000","1 551,60","-0,60",
866,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille d'aman,Marseille,Italie,"80,00",pièces,"15,0000000","1 200,00","0,00",
867,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille d'antioche,Marseille,Italie,"2 879,00",pièces,"12,0000000","34 548,00","0,00",
868,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille blanche,Marseille,Italie,"3 347,00",livres,"4,0000000","13 388,00","0,00",
869,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille caissies,Marseille,Italie,"31,00",pièces,"5,0000000","155,00","0,00",
870,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille Cambray,Marseille,Italie,"150,00",livres,"40,0000000","6 000,00","0,00",
871,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille cirée,Marseille,Italie,"236,00",livres,"1,3000000","306,80","-0,80",
872,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille de coton de ?,Marseille,Italie,"78 114,00",livres,"3,0000000","234 342,00","0,00",
873,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille d'embalage,Marseille,Italie,"5 320,00",livres,"0,6000000","3 192,00","0,00",
874,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille de France,Marseille,Italie,"2 000,00",livres,"10,0000000","20 000,00","0,00",
875,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille manouf,Marseille,Italie,"1 078,00",pièces,"7,0000000","7 546,00","0,00",
876,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille piquée,Marseille,Italie,"346,00",livres,"10,0000000","3 460,00","0,00",
877,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille a voile,Marseille,Italie,"85,00",pièces,"25,0000000","2 125,00","0,00",
878,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports, Toille a voile,Marseille,Italie,"456,00",livres,"0,8000000","364,80","-0,80",
879,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Tonneaux vuides,Marseille,Italie,"3,00",en nombre,"12,0000000","36,00","0,00",
880,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Tournesol,Marseille,Italie,"130,00",livres,"0,5000000","65,00","0,00",
881,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Treilly,Marseille,Italie,"1 650,00",livres,"1,2500000","2 062,50","-0,50",
882,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Trenelles d'Espars,Marseille,Italie,"17 215,00",livres,"0,1500000","2 582,25","-0,25",
883,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Truffes,Marseille,Italie,"885,00",livres,"4,0000000","3 540,00","0,00",
884,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Truittes,Marseille,Italie,"250,00",livres,"0,4000000","100,00","0,00",
885,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Tuilles,Marseille,Italie,"23 700,00",livres,"0,0240000","568,80","-0,80",
886,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vanille,Marseille,Italie,"50,00",livres,"20,0000000","1 000,00","0,00",
887,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Velours,Marseille,Italie,"30,00",pièces,"400,0000000","12 000,00","0,00",
888,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Verdet,Marseille,Italie,"88 206,00",livres,"0,8000000","70 564,80","-0,80",
889,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vermillon,Marseille,Italie,"1 998,00",livres,"5,0000000","9 990,00","0,00",
890,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Verres cassés,Marseille,Italie,"600,00",livres,"0,0300000","18,00","0,00",
891,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Verres cristallins,Marseille,Italie,"500,00",livres,"2,0000000","1 000,00","0,00",
892,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vin de Bourgogne,Marseille,Italie,"576,00",milleroles,"110,0000000","63 360,00","0,00",
893,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vin de champagne,Marseille,Italie,"262,00",milleroles,"150,0000000","39 300,00","0,00",
894,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vin de chipre,Marseille,Italie,"31,00",milleroles,"90,0000000","2 790,00","0,00",
895,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vin d'Espagne,Marseille,Italie,"62,00",milleroles,"60,0000000","3 720,00","0,00",
896,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vin muscat,Marseille,Italie,"4,00",caisses,"24,0000000","96,00","0,00",
897,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vin muscat,Marseille,Italie,"417,00",milleroles,"50,0000000","20 850,00","0,00",
898,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vin rouge commun,Marseille,Italie,"1 636,00",charges,"12,0000000","19 632,00","0,00",
899,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vin rouge commun,Marseille,Italie,"57 328,00",milleroles,"8,0000000","458 624,00","0,00",
900,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,27,1750,Exports,Vin de l'inde,Marseille,Italie,"26,00",milleroles,"60,0000000","1 560,00","0,00",ça ressemble à une bêtise de la part du copiste.
901,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Vin aigre,Marseille,Italie,"30,00",charges,"12,0000000","360,00","0,00",
902,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Vin aigre,Marseille,Italie,"6,00",milleroles,"8,0000000","48,00","0,00",
903,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Violon,Marseille,Italie,"25,00",livres,"20,0000000","500,00","0,00",
904,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Vitriol de chipre,Marseille,Italie,"462,00",livres,"0,6000000","277,20","-0,20",
905,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Acier,Marseille,Levant,"3 667,00",livres,"0,3500000","1 283,45","-0,45",
906,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Ajamis,Marseille,Levant,"946,00",pièces,"9,0000000","8 514,00","0,00",
907,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Alun,Marseille,Levant,"35 173,00",livres,"0,1200000","4 220,76","-0,76",
908,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Amandes cassées,Marseille,Levant,"157 069,00",livres,"0,2000000","31 413,80","-0,80",
909,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Ambre jaune,Marseille,Levant,"600,00",livres,"1,0000000","600,00","0,00",
910,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Amidon,Marseille,Levant,"1 237,00",livres,"0,2000000","247,40","-0,40",
911,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Arcenic,Marseille,Levant,"1 008,00",livres,"0,3000000","302,40","-0,40",
912,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Arquifou,Marseille,Levant,"13 344,00",livres,"0,1500000","2 001,60","-0,60",
913,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Avoine,Marseille,Levant,"305,00",charges,"15,0000000","4 575,00","0,00",
914,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Azur,Marseille,Levant,"1 961,00",livres,"0,6000000","1 176,60","-0,60",
915,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Bas de coton,Marseille,Levant,"200,00",livres,"5,0000000","1 000,00","0,00",
916,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Bas de laine,Marseille,Levant,"580,00",livres,"6,0000000","3 480,00","0,00",
917,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Bas de soye,Marseille,Levant,"168,00",livres,"40,0000000","6 720,00","0,00",
918,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Batanoni,Marseille,Levant,"300,00",pièces,"4,0000000","1 200,00","0,00",
919,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Bazin,Marseille,Levant,"100,00",livres,"5,0000000","500,00","0,00",
920,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Beure,Marseille,Levant,"7 425,00",livres,"0,4000000","2 970,00","0,00",
921,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Bierre,Marseille,Levant,"800,00",livres,"0,0800000","64,00","0,00",
922,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Blanc de balaine,Marseille,Levant,"64,00",livres,"1,5000000","96,00","0,00",
923,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,28,1750,Exports,Bois de Brezil,Marseille,Levant,"108 814,00",livres,"0,2500000","27 203,50","-0,50",
