numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
72,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Coffres de chirurgie,,13980,65,,,en nombres,15740,,,,,,0
73,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,10,Coffres de chirurgie,,760,4,,,en nombres,15740,,,,,,0
74,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Coffres de chirurgie,,1000,5,,,en nombres,15740,,,,,,0
75,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Coffres de chirurgie,,10200,29,,,en nombres,,,,,,,0
76,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Corail ouvré,,7000,14,,,livres,,,,,,,0
77,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; divers,,2648,,,,,3419,,,,,,0
78,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,10,Comestibles ; divers,,555,,,,,3419,,,,,,0
79,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; divers,,216,,,,,3419,,,,,,0
80,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; divers,,213,,,,,,,,,,,0
81,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; beurre frais,,43283,61834,,,livres,64325,,,,,,0
82,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,10,Comestibles ; beurre frais,,17126,24038,,,livres,64325,,,,,,0
83,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; beurre frais,,3916,5595,,,livres,64325,,,,,,0
84,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; beurre frais,,14101,20143,,,livres,,,,,,,0
85,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; bière,,15377,255,,,muids,15519,,,,,,1
86,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; bière,,15377,80,,,pintes,15519,,,,,,2
87,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; bière,,15377,22930,,,bouteilles,15519,,,,,,2
88,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,10,Comestibles ; bière,,24,240,,,muids,15519,,,,,,0
89,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; bière,,118,1,,,muids,15519,,,,,,1
90,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; bière,,118,293,,,pintes,15519,,,,,,2
91,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; bière,,118,200,,,bouteilles,15519,,,,,,2
92,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; bière,,550,10,,,muids,,,,,,,1
93,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; bière,,550,240,,,pintes,,,,,,,2
94,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; bière,,550,680,,,bouteilles,,,,,,,2
95,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; biscuits,,32297,201860,,,livres,33434,,,,,,0
96,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,10,Comestibles ; biscuits,,545,3406,,,livres,33434,,,,,,0
97,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; biscuits,,592,3700,,,livres,33434,,,,,,0
98,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; biscuits,,28984,181150,,,livres,,,,,,,0
99,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; bled noir,,3213,40170,,,livres,3693,,,,,,0
100,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; bled noir,,480,6000,,,livres,3693,,,,,,0
101,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; bled noir,,874,10930,,,livres,,,,,,,0
102,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; confiture,,12772,8515,,,livres,13016,,,,,,0
103,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,10,Comestibles ; confiture,,222,148,,,livres,13016,,,,,,0
104,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; confiture,,22,15,,,livres,13016,,,,,,0
105,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; confiture,,1003,669,,,livres,,,,,,,0
106,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; farine,,387572,1937860,,,livres,455788,,,,,,0
107,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,10,Comestibles ; farine,,34576,172880,,,livres,455788,,,,,,0
108,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; farine,,33640,168200,,,livres,455788,,,,,,0
109,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; farine,,13326,66630,,,livres,,,,,,,0
110,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; fromage,,94693,169542,,,livres,105452,,,,,,0
111,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,10,Comestibles ; fromage,,8035,14192,,,livres,105452,,,,,,0
112,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; fromage,,2724,4971,,,livres,105452,,,,,,0
113,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; fromage,,1099,2055,,,livres,,,,,,,0
114,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; gruau,,480,3202,,,livres,,,,,,,0
115,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; gruau,,2014,13430,,,livres,,,,,,,0
116,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; riz,,729,3070,,,livres,3420,,,,,,0
117,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,10,Comestibles ; riz,,94,350,,,livres,3420,,,,,,0
118,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; riz,,63531,246341,,,livres,,,,,,,0
119,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,10,Comestibles ; saindoux,,7077,11796,,,livres,7113,,,,,,0
120,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,10,Comestibles ; saindoux,,36,61,,,livres,7113,,,,,,0
121,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,10,Comestibles ; saindoux,,124,208,,,livres,,,,,,,0
122,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Chairs salées ; bœuf salé,,130209,370883,,,livres,175192,,,,,,0
123,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Chairs salées ; bœuf salé,,29817,85192,,,livres,175192,,,,,,0
124,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Chairs salées ; bœuf salé,,15166,43333,,,livres,175192,,,,,,0
125,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Chairs salées ; bœuf salé,,67836,193477,,,livres,,,,,,,0
126,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Chairs salées ; bœuf en daube,,8667,5417,,,livres,9284,,,,,,0
127,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Chairs salées ; bœuf en daube,,576,360,,,livres,9284,,,,,,0
128,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Chairs salées ; bœuf en daube,,41,26,,,livres,9284,,,,,,0
129,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Chairs salées ; bœuf en daube,,5760,3600,,,livres,,,,,,,0
130,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,"Chairs salées ; cervelas, cuisses d'oyes et langues",,5798,5367,,,livres,6242,,,,,,0
131,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,"Chairs salées ; cervelas, cuisses d'oyes et langues",,332,277,,,livres,6242,,,,,,0
132,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,"Chairs salées ; cervelas, cuisses d'oyes et langues",,112,110,,,livres,6242,,,,,,0
133,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,"Chairs salées ; cervelas, cuisses d'oyes et langues",,664,780,,,livres,,,,,,,0
134,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Chairs salées ; jambon,,14259,23247,,,livres,17761,,,,,,0
135,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Chairs salées ; jambon,,2049,3340,,,livres,17761,,,,,,0
136,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Chairs salées ; jambon,,1453,2422,,,livres,17761,,,,,,0
137,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Chairs salées ; jambon,,1321,2202,,,livres,,,,,,,0
138,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Chairs salées ; lard,,41762,106755,,,livres,53260,,,,,,0
139,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Chairs salées ; lard,,9343,24208,,,livres,53260,,,,,,0
140,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Chairs salées ; lard,,2155,5440,,,livres,53260,,,,,,0
141,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Chairs salées ; lard,,16560,44132,,,livres,,,,,,,0
142,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Chairs salées ; petit salé,,21782,54455,,,livres,25986,,,,,,0
143,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Chairs salées ; petit salé,,3668,9172,,,livres,25986,,,,,,0
144,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Chairs salées ; petit salé,,536,1340,,,livres,25986,,,,,,0
145,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Chairs salées ; petit salé,,4164,10411,,,livres,,,,,,,0
146,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Cordages,,99654,248617,,,livres,105322,,,,,,0
147,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Cordages,,1720,4250,,,livres,105322,,,,,,0
148,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,11,Cordages,,3948,9870,,,livres,105322,,,,,,0
149,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Cordages,,28873,72183,,,livres,,,,,,,0
150,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Coutellerie ; divers,,2192,,,,,2392,,,,,,0
151,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,11,Coutellerie ; divers,,200,,,,,2392,,,,,,0
152,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Coutellerie ; divers,,750,,,,,,,,,,,0
153,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,11,Coutellerie ; couteaux de traite,,30390,12156,,,douzaines,,,,,,,0
154,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,11,Couvertures à nègres,,1836,153,,,en nombres,,,,,,,0
