numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
34,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Cordages,,16200,45000,,,livres,,,,,,,0
35,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Cuivre ouvré,,294,,,,,,,,,,,0
36,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Cuivre ouvré,,3120,,,,,,,,,,,0
37,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Drap de Carcassonne,,1050,150,,,aunes,,,,,,,0
38,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Eau de vie simple,,600,4,,,muids,,,,,,,1
39,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Eau de vie simple,,600,48,,,pintes,,,,,,,2
40,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Eau de vie simple,,36012,250,,,muids,,,,,,,1
41,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Eau de vie simple,,36012,24,,,pintes,,,,,,,2
42,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Etoffes diverses,,24,4,,,aunes,,,,,,,0
43,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Etoffes diverses,,12996,2517,,,aunes,,,,,,,0
44,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Fayence,,12329,,,,,,,,,,,0
45,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Fayence,,600,,,,,,,,,,,0
46,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Fer en barres,,800,4000,,,livres,1946,,,,,,0
47,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,31,Fer en barres,,1146,5733,,,livres,1946,,,,,,0
48,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Fer en barres,,3164,15819,,,livres,,,,,,,0
49,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Fer en ancres,,3362,8405,,,livres,,,,,,,0
50,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Fer en clous,,3744,8320,,,livres,,,,,,,0
51,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Fil à coudre,,3232,404,,,livres,,,,,,,0
52,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Hardes diverses,,774,,,,,,,,,,,0
53,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Hardes diverses,,648,,,,,,,,,,,0
54,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Huile de lin,,1408,3520,,,livres,,,,,,,0
55,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Légumes en fèves pois,,1632,10880,,,livres,,,,,,,0
56,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Légumes en fèves pois,,169000,169000,,,livres,,,,,,,0
57,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Lingerie en chemises,,20988,5527,,,en nombre,21988,,,,,,0
58,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,31,Lingerie en chemises,,1000,400,,,en nombre,21988,,,,,,0
59,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Lingerie en chemises,,2530,474,,,en nombre,,,,,,,0
60,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Liqueurs,,1428,476,,,bouteilles,,,,,,,0
61,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Marchandises à la valeur,,5081,,,,,5849,,,,,,0
62,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,31,Marchandises à la valeur,,768,,,,,5849,,,,,,0
63,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Marchandises à la valeur,,5266,,,,,,,,,,,0
64,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Mouchoirs des Indes,,40,1,,,,,,,,,,0
65,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Mouchoirs des Indes,,1440,36,,,pièces,,,,,,,0
66,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,31,Mouchoirs de fil de ??? de Cholet et ???,,120,6,,,douzaines,,,,,,,0
67,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Mouchoirs de fil de ??? de Cholet et ???,,29392,1512,,,pièces,,,,,,,0
68,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,31,Mouchoirs de fil de ??? de Cholet et ???,,29392,260,,,douzaines,,,,,,,0
69,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Ouvrages en terre cuite,,2999,,,,,4749,,,,,,0
70,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,32,Ouvrages en terre cuite,,1750,,,,,4749,,,,,,0
71,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Parasols,,1575,75,,,en nombre,,,,,,,0
72,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Pipes à fumer,,450,75,,,grosses,,,,,,,0
73,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Pipes à fumer,,9030,1505,,,grosses,,,,,,,0
74,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Poisson salé en morue sèche,,2745,12478,,,livres,10269,,,,,,0
75,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,32,Poisson salé en morue sèche,,7524,34200,,,livres,10269,,,,,,0
76,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Poudre de traite,,1038,1053,,,livres,,,,,,,0
77,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Poudre de traite,,8144,10771,,,livres,,,,,,,0
78,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Sac vides,,6161,6161,,,en nombre,,,,,,,0
79,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Tabac de la ferme,,69,16,,,balles,,,,,,,0
80,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Tabac de la ferme,,1376,300,,,balles,,,,,,,1
81,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Tabac de la ferme,,1376,24,,,livres,,,,,,,2
82,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Toiles des indes du commerce français,,32521,1491,,,pièces,,,,,,,1
83,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Toiles des indes du commerce français,,32521,700,,,aunes,,,,,,,2
84,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Toiles des indes du commerce étranger,,69822,6837,,,pièces,,,,,,,0
85,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Toiles indiennes ???,,9300,200,,,pièces,,,,,,Marchandise illisible,1
86,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Toiles indiennes ???,,9300,720,,,aunes,,,,,,Marchandise illisible,2
87,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Toiles divers de Bretagne,,172779,136215,,,aunes,186159,,,,,,0
88,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,32,Toiles divers de Bretagne,,13380,11511,,,aunes,186159,,,,,,0
89,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Toiles divers de Bretagne,,9824,4241,,,aunes,,,,,,,0
90,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Toiles coutil,,800,1600,,,aunes,,,,,,,0
91,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Toiles coutil,,7952,3976,,,aunes,,,,,,,0
92,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Toiles siamoise,,22135,610,,,pièces,,,,,,,0
93,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Toiles siamoise,,22135,1050,,,aunes,,,,,,,0
94,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Toiles à voiles,,15926,18098,,,aunes,17251,,,,,,0
95,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,32,Toiles à voiles,,1325,1506,,,aunes,17251,,,,,,0
96,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Ustensiles pour la pêche,,2877,,,,,,,,,,,0
97,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Vins divers,,17184,126,,,muids,,,,,,,1
98,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,32,Vins divers,,17184,60,,,bouteilles,,,,,,,2
99,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Vins divers,,13465,145,,,muids,,,,,,,1
100,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Vins divers,,13465,240,,,pintes,,,,,,,2
101,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,32,Vins divers,,13465,465,,,bouteilles,,,,,,,2
