product,orthographic,note,sourceFR,sourceFR_nbr,sourceBEL,sourceBEL_nbr,sourceSUND,sourceSUND_nbr,sourceNAVIGO_nbr,_merge,sourceNAVIGO
graines pour teinture,graine pour teinture,,,,,,,,1,Using only (2),1
grains de lin,graine de lin,,,,,,,,1,Using only (2),1
grais,grès,,,,,,,,4,Using only (2),1
graisse,graisse,,,,,,,,5,Using only (2),1
graisse de bœuf,graisse de boeuf,,,,,,,,2,Using only (2),1
graisses,graisse,,,,,,,,2,Using only (2),1
granon,blé,,,,,,,,1,Using only (2),1
gray,grès,,,,,,,,1,Using only (2),1
grignon,déchet d' olive,,,,,,,,3,Using only (2),1
gros et petit millet,céréales,,,,,,,,2,Using only (2),1
gros mahis,maïs,,,,,,,,1,Using only (2),1
gros mays,maïs,,,,,,,,1,Using only (2),1
gros millet,sorgho,,,,,,,,60,Using only (2),1
gros millets,sorgho,,,,,,,,4,Using only (2),1
gréments,gréement de navire,,,,,,,,1,Using only (2),1
grés,grès,,,,,,,,13,Using only (2),1
grés a paver,grès à paver,,,,,,,,9,Using only (2),1
gödron [goudron],goudron,,,,,,,,1,Using only (2),1
harans,hareng,,,,,,,,4,Using only (2),1
harans blanc,hareng blanc,,,,,,,,1,Using only (2),1
harans salé,hareng salé / noir,,,,,,,,1,Using only (2),1
harans sores,hareng saur,,,,,,,,1,Using only (2),1
harans sorés,hareng saur,,,,,,,,2,Using only (2),1
hardes,hardes,,,,,,,,1,Using only (2),1
hardes de mer,hardes de gens de mer,,,,,,,,1,Using only (2),1
hardes des passagers,bagages des passagers,,,,,,,,2,Using only (2),1
harengs,hareng,,,,,,,,1,Using only (2),1
harens,hareng,,,,,,,,5,Using only (2),1
harens sores,hareng saur,,,,,,,,1,Using only (2),1
harens sores [harengs saurs],hareng saur,,,,,,,,1,Using only (2),1
haricots,haricots,,,,,,,,44,Using only (2),1
herbages,herbage,,,,,,,,1,Using only (2),1
herbe à teinture,herbe à teinture,,,,,,,,1,Using only (2),1
herbes pour la teinture,herbe à teinture,,,,,,,,1,Using only (2),1
homme,homme,,,,,,,,1,Using only (2),1
homme compris dans son rôle d' equipage,membre de l' équipage,,,,,,,,1,Using only (2),1
homme d' équipage,membre de l' équipage,,,,,,,,1,Using only (2),1
homme de son équipage,equipage,,,,,,,,1,Using only (2),1
hommes d' équipage,membre de l' équipage,,,,,,,,1,Using only (2),1
huie,huile,,,,,,,,1,Using only (2),1
huile,huile,,,,,,,,1638,Using only (2),1
huile [de morue],huile de morue,,,,,,,,4,Using only (2),1
huile [morue],huile de morue,,,,,,,,1,Using only (2),1
huile de baleine,huile de baleine,,,,,,,,2,Using only (2),1
huile de lin,huile de lin,,,,,,,,11,Using only (2),1
huile de poisson,huile,,,,,,,,67,Using only (2),1
huile de poisson de sa cargaison,huile de poisson,,,,,,,,2,Using only (2),1
huile de poisson en pacotille,huile de poisson,,,,,,,,4,Using only (2),1
huile de poissons,huile de poisson,,,,,,,,1,Using only (2),1
huile de poissson,huile de poisson,,,,,,,,1,Using only (2),1
huile en bouteille,huile,,,,,,,,1,Using only (2),1
huiles,huile,,,,,,,,4,Using only (2),1
huille [huile],huile,,,,,,,,5,Using only (2),1
huille de térbantine,térébenthine (huile),,,,,,,,1,Using only (2),1
huitres,huitres,,,,,,,,3,Using only (2),1
indigo,indigo,,,,,,,,34,Using only (2),1
jalap,jalap,,,,,,,,1,Using only (2),1
jarre,jarres (vides),,,,,,,,1,Using only (2),1
jarres,jarres (vides),,,,,,,,41,Using only (2),1
jerres,jarres (vides),,,,,,,,28,Using only (2),1
jus de citron,jus de citron,,,,,,,,2,Using only (2),1
jus de limon,jus de limon,,,,,,,,4,Using only (2),1
jus de limons,jus de limon,,,,,,,,1,Using only (2),1
jus de reglise [réglisse],jus de réglisse,,,,,,,,1,Using only (2),1
jus de reglisse,jus de réglisse,,,,,,,,6,Using only (2),1
jus de réglisse,jus de réglisse,,,,,,,,6,Using only (2),1
laine,laine,,,,,,,,34,Using only (2),1
laines,laine,,,,,,,,11,Using only (2),1
laines d' Espagne,laine d' espagne,,,,,,,,1,Using only (2),1
lard,lard,,,,,,,,1,Using only (2),1
leenes [laines],laine,,,,,,,,1,Using only (2),1
lege,lège,,,,,,,,1,Using only (2),1
legumes,légumes,,,,,,,,83,Using only (2),1
les [lest],lest,,,,,,,,1,Using only (2),1
lest,lest,,,,,,,,1001,Using only (2),1
lest en fer,fer,,,,,,,,1,Using only (2),1
leste,lest,,,,,,,,1,Using only (2),1
lie de vin,lies de vin,,,,,,,,1,Using only (2),1
ligne de pesche,effets de pêche,,,,,,,,1,Using only (2),1
limon,citrons verts,,,,,,,,3,Using only (2),1
limons,citrons verts,,,,,,,,10,Using only (2),1
lin,lin,,,,,,,,1,Using only (2),1
linge,"vieux effets, vieux linge",,,,,,,,1,Using only (2),1
linge à usage,"vieux effets, vieux linge",,,,,,,,1,Using only (2),1
linges lescivés,"vieux effets, vieux linge",,,,,,,,1,Using only (2),1
linges lessivés,"vieux effets, vieux linge",,,,,,,,1,Using only (2),1
liqueur,liqueurs,,,,,,,,2,Using only (2),1
liqueurs,liqueurs,,,,,,,,1,Using only (2),1
lisaris,alizari,,,,,,,,1,Using only (2),1
liège,liège,,,,,,,,9,Using only (2),1
lèges,lège,,,,,,,,1,Using only (2),1
légumes,légumes,,,,,,,,183,Using only (2),1
machandises,"divers, assortiment",,,,,,,,3,Using only (2),1
mahy [maïs?],maïs,,,,,,,,2,Using only (2),1
mairain,merrain,,,,,,,,1,Using only (2),1
mairain [merrain],merrain,,,,,,,,1,Using only (2),1
manne,manne,,,,,,,,33,Using only (2),1
mannes,manne,,,,,,,,3,Using only (2),1
mannne,manne,,,,,,,,1,Using only (2),1
marbre,marbre,,,,,,,,11,Using only (2),1
marbres,marbre,,,,,,,,2,Using only (2),1
marc d' olive,"grignons, marc d' olive",,,,,,,,86,Using only (2),1
marchandise,"divers, assortiment",,,,,,,,6,Using only (2),1
marchandises,"divers, assortiment",,,,,,,,2270,Using only (2),1
marchandises coloniales,denrées des colonies,,,,,,,,3,Using only (2),1
marchandises de Beaucaire,"divers, assortiment (foire de beaucaire)",,,,,,,,1,Using only (2),1
marchandises de Marseille,"divers, assortiment",,,,,,,,1,Using only (2),1
marchandises de foire,"divers, assortiment",,,,,,,,1,Using only (2),1
marchandises de la foire Beaucaire,"divers, assortiment (foire de beaucaire)",,,,,,,,4,Using only (2),1
marchandises de la foire de Beaucaire,"divers, assortiment (foire de beaucaire)",,,,,,,,31,Using only (2),1
marchandises de retour,"divers, assortiment",,,,,,,,1,Using only (2),1
marchandises de retour de la foire,"divers, assortiment",,,,,,,,2,Using only (2),1
marchandises des colonies,denrées des colonies,,,,,,,,4,Using only (2),1
marchandises diverses,"divers, assortiment",,,,,,,,1,Using only (2),1
marchandises naufragé,effets de naufrage,,,,,,,,1,Using only (2),1
marchandises permises,diverses marchandises autorisées,,,,,,,,10,Using only (2),1
marchandises permises pour la traitte des noirs,marchandises pour la traite négrière,,,,,,,,1,Using only (2),1
marchandises pour la traitte des noirs,marchandises pour la traite négrière,,,,,,,,1,Using only (2),1
marchandises provenant d' avarie de navire,"divers, assortiment",,,,,,,,1,Using only (2),1
marchandises provenant de nauffrage,effets de naufrage,,,,,,,,1,Using only (2),1
marchandses,"divers, assortiment",,,,,,,,1,Using only (2),1
marins hollandais,passager (marin hollandais),,,,,,,,1,Using only (2),1
marmites,pot,,,,,,,,1,Using only (2),1
matelot,passager,,,,,,,,2,Using only (2),1
matelot passager,passager,,,,,,,,3,Using only (2),1
matelots,passager,,,,,,,,1,Using only (2),1
matelots [passagers],passager,,,,,,,,1,Using only (2),1
matelots passagers,passager,,,,,,,,1,Using only (2),1
mathelot ligurien,passager (marin ligurien),,,,,,,,1,Using only (2),1
matthures,matures,,,,,,,,1,Using only (2),1
mattures,matures,,,,,,,,1,Using only (2),1
mature,matures,,,,,,,,2,Using only (2),1
matures,matures,,,,,,,,2,Using only (2),1
medecine,médicament,,,,,,,,1,Using only (2),1
melasse,mélasses,,,,,,,,3,Using only (2),1
melons,melon,,,,,,,,1,Using only (2),1
membres d' équipages,membre de l' équipage,,,,,,,,1,Using only (2),1
membres de l' équipage hollandais,membre de l' équipage,,,,,,,,1,Using only (2),1
membres de l' équipage suédois capturé,membre de l' équipage,,,,,,,,1,Using only (2),1
merains,merrain,,,,,,,,1,Using only (2),1
merceries,mercerie,,,,,,,,1,Using only (2),1
merein,merrain,,,,,,,,1,Using only (2),1
mereins,merrain,,,,,,,,1,Using only (2),1
merin,merrain,,,,,,,,1,Using only (2),1
merrain,merrain,,,,,,,,1,Using only (2),1
merrains,merrain,,,,,,,,1,Using only (2),1
merrein,merrain,,,,,,,,2,Using only (2),1
merrin,merrain,,,,,,,,1,Using only (2),1
merrins,merrain,,,,,,,,2,Using only (2),1
meteil,"méteil, méture",,,,,,,,1,Using only (2),1
meubles,meubles,,,,,,,,6,Using only (2),1
meubles de maison,meubles,,,,,,,,2,Using only (2),1
meules de mofulin,meule de moulin,,,,,,,,1,Using only (2),1
miel,miel,,,,,,,,10,Using only (2),1
militaires,passager militaires,,,,,,,,15,Using only (2),1
militaires de la division française de Rome,passager militaires,,,,,,,,1,Using only (2),1
militaires français ou romains de la division de Rome,passager militaires,,,,,,,,1,Using only (2),1
militaires ou patriotes romains,passager militaires,,,,,,,,1,Using only (2),1
mine de plomb,graphite,,,,,,,,4,Using only (2),1
minium,minium,,,,,,,,1,Using only (2),1
minot,farine de blé,,,,,,,,4,Using only (2),1
minots,farine de blé,,,,,,,,2,Using only (2),1
mistule,mixture de céréals et légumineuses,,,,,,,,1,Using only (2),1
misture,mixture de céréals et légumineuses,,,,,,,,15,Using only (2),1
mojette,haricots,,,,,,,,2,Using only (2),1
morceaux de bois,bois,,,,,,,,2,Using only (2),1
moresque,"divers, assortiment",,,,,,,,1,Using only (2),1
morue,morue,,,,,,,,95,Using only (2),1
morue de sa cargaison,morue,,,,,,,,1,Using only (2),1
morue en pacotille,morue,,,,,,,,8,Using only (2),1
morue sèche,morue sèche,,,,,,,,1,Using only (2),1
morue verte,morue verte,,,,,,,,16,Using only (2),1
morues,morue,,,,,,,,28,Using only (2),1
morues de sa cargaison,morue,,,,,,,,3,Using only (2),1
morues en pacotille,morue,,,,,,,,8,Using only (2),1
mouchoirs,mouchoir,,,,,,,,3,Using only (2),1
mouchoirs de soye,mouchoir (soie),,,,,,,,1,Using only (2),1
mouele [moules?],moules,,,,,,,,1,Using only (2),1
moule,moules,,,,,,,,1,Using only (2),1
moules,moules,,,,,,,,7,Using only (2),1
mousseline,moussline,,,,,,,,5,Using only (2),1
moutarde,moutarde,,,,,,,,5,Using only (2),1
mulets,mulets,,,,,,,,1,Using only (2),1
mélasse,mélasses,,,,,,,,2,Using only (2),1
méture,"méteil, méture",,,,,,,,1,Using only (2),1
nacre,nacre,,,,,,,,1,Using only (2),1
natron en couffe,natron,,,,,,,,1,Using only (2),1
ocres,ocre,,,,,,,,1,Using only (2),1
oignon,oignons,,,,,,,,20,Using only (2),1
oignons,oignons,,,,,,,,2,Using only (2),1
olive,olive,,,,,,,,3,Using only (2),1
olives,olive,,,,,,,,2,Using only (2),1
olives s[$],olive,,,,,,,,1,Using only (2),1
olivier,bois d' olivier,,,,,,,,1,Using only (2),1
orange,oranges,,,,,,,,1,Using only (2),1
oranges,oranges,,,,,,,,66,Using only (2),1
oranges et limons,orange et limon,,,,,,,,2,Using only (2),1
orge,orge,,,,,,,,69,Using only (2),1
osiers,osier,,,,,,,,1,Using only (2),1
ozier,osier,,,,,,,,1,Using only (2),1
oziers,osier,,,,,,,,1,Using only (2),1
pacotille,"divers, assortiment",,,,,,,,6,Using only (2),1
pacotilles,"divers, assortiment",,,,,,,,12,Using only (2),1
paille,paille,,,,,,,,3,Using only (2),1
pailles,paille,,,,,,,,3,Using only (2),1
pailles pour chaises,paille (pour rempaillage),,,,,,,,1,Using only (2),1
pailles pour les chaises,paille (pour rempaillage),,,,,,,,1,Using only (2),1
palme,palme,,,,,,,,1,Using only (2),1
panier,panier,,,,,,,,1,Using only (2),1
pannes,drap,,,,,,,,1,Using only (2),1
papier,papier,,,,,,,,12,Using only (2),1
parassols,parasol,,,,,,,,1,Using only (2),1
parfumerie,articles de parfumerie,,,,,,,,2,Using only (2),1
parfumeries,articles de parfumerie,,,,,,,,4,Using only (2),1
parfurmeries,articles de parfumerie,,,,,,,,1,Using only (2),1
partie de chargement,partie de la cargaison,,,,,,,,1,Using only (2),1
"partie de la cargaison consistant en sucre, café et cacao",denrées des colonies,,,,,,,,1,Using only (2),1
passager,passager,,,,,,,,1102,Using only (2),1
passagers,passager,,,,,,,,2193,Using only (2),1
passagers [marins],passager,,,,,,,,1,Using only (2),1
passagers anglais prisonniers,prisonier (anglais),,,,,,,,1,Using only (2),1
passagers esclaves corses rachetés,passager,,,,,,,,1,Using only (2),1
passagers français,passager (français),,,,,,,,1,Using only (2),1
passagers militaires,passager militaires,,,,,,,,2,Using only (2),1
passagers soldats,passager militaires,,,,,,,,1,Using only (2),1
passsager,passager,,,,,,,,1,Using only (2),1
passsagers,passager,,,,,,,,1,Using only (2),1
passsgers,passager,,,,,,,,1,Using only (2),1
pataques,espèces (argent),,,,,,,,1,Using only (2),1
pavé,pavés de pierre,,,,,,,,2,Using only (2),1
peau de veau,peau de veau,,,,,,,,1,Using only (2),1
peaux,"peaux, pelleteries",,,,,,,,10,Using only (2),1
peaux de beuf,peau de boeuf,,,,,,,,1,Using only (2),1
peaux de boeuf,peau de boeuf,,,,,,,,4,Using only (2),1
peaux de boeufs en poils,peau de boeuf,,,,,,,,1,Using only (2),1
peaux de bœuf,peau de boeuf,,,,,,,,1,Using only (2),1
peaux de bœufs,peau de boeuf,,,,,,,,1,Using only (2),1
peaux de chevre,peau de chèvre,,,,,,,,4,Using only (2),1
peaux de chevre en poil,peau de chèvre en poil,,,,,,,,1,Using only (2),1
peaux de chevreaux,peau de chèvre,,,,,,,,1,Using only (2),1
peaux de chevres,peau de chèvre,,,,,,,,2,Using only (2),1
peaux de chevres et de mouton,peau (chèvre et mouton),,,,,,,,1,Using only (2),1
peaux de chevreuil,peau de chèvre,,,,,,,,1,Using only (2),1
peaux de chèvre,peau de chèvre,,,,,,,,6,Using only (2),1
peaux de chèvre et de mouton,peau (chèvre et mouton),,,,,,,,1,Using only (2),1
peaux de chèvres,peau de chèvre,,,,,,,,4,Using only (2),1
peaux de lapin,peau de lapin,,,,,,,,1,Using only (2),1
peaux de mouton,peaux de mouton,,,,,,,,2,Using only (2),1
peaux de retour,peau (de retour),,,,,,,,1,Using only (2),1
peche du poisson [frais],pêche au poisson frais,,,,,,,,1,Using only (2),1
peille,"vieux effets, vieux linge",,,,,,,,1,Using only (2),1
pelleteries,"peaux, pelleteries",,,,,,,,3,Using only (2),1
personnes,passager,,,,,,,,1,Using only (2),1
personnes d' équipage,equipage,,,,,,,,1,Using only (2),1
pescheur,pescheur,,,,,,,,1,Using only (2),1
petit millet,millet,,,,,,,,28,Using only (2),1
petit reste de marchandise,"divers, assortiment",,,,,,,,1,Using only (2),1
petites fèves,fèves,,,,,,,,2,Using only (2),1
petits articles,"divers, assortiment",,,,,,,,1,Using only (2),1
petits millet,millet,,,,,,,,1,Using only (2),1
petits millets,millet,,,,,,,,2,Using only (2),1
pierre,pierres,,,,,,,,6,Using only (2),1
pierre de corail,pierre de corail,,,,,,,,1,Using only (2),1
pierre de grais,grès,,,,,,,,1,Using only (2),1
pierre de gray,grès,,,,,,,,5,Using only (2),1
pierre de grés,grès,,,,,,,,4,Using only (2),1
pierre de taille,pierre de construction,,,,,,,,4,Using only (2),1
pierre froide,pierre réfractaire,,,,,,,,20,Using only (2),1
pierre meulle,meule de moulin,,,,,,,,1,Using only (2),1
pierre pavé,pavés de pierre,,,,,,,,1,Using only (2),1
pierre ponse,pierre ponce,,,,,,,,1,Using only (2),1
pierre à aiguiser,pierre à aiguiser,,,,,,,,2,Using only (2),1
pierre à paver,pavés de pierre,,,,,,,,3,Using only (2),1
pierres,pierres,,,,,,,,86,Using only (2),1
pierres a pavé,pavés de pierre,,,,,,,,31,Using only (2),1
pierres ardoises,ardoise,,,,,,,,1,Using only (2),1
pierres blanches,pierre (blanche),,,,,,,,1,Using only (2),1
pierres d' agres,grès,,,,,,,,1,Using only (2),1
pierres de Moulin,meule de moulin,,,,,,,,1,Using only (2),1
pierres de grais,grès,,,,,,,,3,Using only (2),1
pierres de gray,grès,,,,,,,,3,Using only (2),1
pierres de grés,grès,,,,,,,,11,Using only (2),1
pierres de pavage,pavés de pierre,,,,,,,,1,Using only (2),1
pierres de taille,pierre de construction,,,,,,,,1,Using only (2),1
pierres froides,pierre réfractaire,,,,,,,,45,Using only (2),1
pierres à aiguiser,pierre à aiguiser,,,,,,,,3,Using only (2),1
pierres à batisse,pierre de construction,,,,,,,,1,Using only (2),1
pierres à bâtisse,pierre de construction,,,,,,,,1,Using only (2),1
pierres à paver,pavés de pierre,,,,,,,,6,Using only (2),1
pierres à pavé,pavés de pierre,,,,,,,,2,Using only (2),1
pierres à éguiser,pierre à aiguiser,,,,,,,,1,Using only (2),1
pignons,pignon,,,,,,,,1,Using only (2),1
pin,pin,,,,,,,,207,Using only (2),1
pin de construction,bois de construction,,,,,,,,13,Using only (2),1
pipes à fumer,pipes à fumer,,,,,,,,1,Using only (2),1
pirre [pierre],pierres,,,,,,,,1,Using only (2),1
pistache,pistache,,,,,,,,1,Using only (2),1
pistaches,pistache,,,,,,,,3,Using only (2),1
pièces de bois,copeaux ou pièces de bois,,,,,,,,1,Using only (2),1
plan[ches],planche,,,,,,,,1,Using only (2),1
planch[$],planche,,,,,,,,1,Using only (2),1
planche,planche,,,,,,,,71,Using only (2),1
planches,planche,,,,,,,,451,Using only (2),1
platre,plâtre,,,,,,,,94,Using only (2),1
platre gris,plâtre,,,,,,,,1,Using only (2),1
plomb a giboyer,plombs de chasse,,,,,,,,8,Using only (2),1
plomb à giboyer,plombs de chasse,,,,,,,,8,Using only (2),1
plumes,plume,,,,,,,,2,Using only (2),1
plumes de poule,plume (poule),,,,,,,,1,Using only (2),1
poil de chameaux,poil de chameau,,,,,,,,1,Using only (2),1
poil de lapin,poil (lapin),,,,,,,,1,Using only (2),1
poils de chèvres,poil de chèvre,,,,,,,,1,Using only (2),1
poires,poires,,,,,,,,2,Using only (2),1
pois,pois,,,,,,,,2,Using only (2),1
pois chiches,pois chiches,,,,,,,,4,Using only (2),1
pois ciches [pois chiches],pois chiches,,,,,,,,1,Using only (2),1
pois quarré,gesse ou garobe,,,,,,,,1,Using only (2),1
pois vert,pois vert,,,,,,,,1,Using only (2),1
poisson frais,poisson frais,,,,,,,,1,Using only (2),1
poisson salé,poisson salé,,,,,,,,167,Using only (2),1
poisson salé de retour de la foire de Beaucaire,poisson salé,,,,,,,,2,Using only (2),1
poisson salé et mariné,poisson salé et mariné,,,,,,,,2,Using only (2),1
poisson salés,poisson salé,,,,,,,,1,Using only (2),1
poisson sec,poisson sec,,,,,,,,1,Using only (2),1
poissons salés,poisson salé,,,,,,,,1,Using only (2),1
poissons secs,poisson sec,,,,,,,,1,Using only (2),1
poissson salé,poisson salé,,,,,,,,1,Using only (2),1
poivre giroflé,girofle,,,,,,,,1,Using only (2),1
poix,"brai, poix",,,,,,,,1,Using only (2),1
pommes,pomme,,,,,,,,21,Using only (2),1
pommes de terre,pomme de terre,,,,,,,,2,Using only (2),1
poterie,"poterie, céramique",,,,,,,,7,Using only (2),1
poteries,"poterie, céramique",,,,,,,,31,Using only (2),1
potherie,"poterie, céramique",,,,,,,,1,Using only (2),1
pots de fer,pot (fer),,,,,,,,5,Using only (2),1
pots de terre,"poterie, céramique",,,,,,,,72,Using only (2),1
potteries,"poterie, céramique",,,,,,,,3,Using only (2),1
poudre,poudre,,,,,,,,3,Using only (2),1
poudre a canon,poudre à canon,,,,,,,,1,Using only (2),1
poudre a poudrier,poudre à poudrer,,,,,,,,1,Using only (2),1
poudre à canon,poudre à canon,,,,,,,,13,Using only (2),1
poudres,poudre,,,,,,,,1,Using only (2),1
pour faire du cabotage,cabotage,,,,,,,,3,Using only (2),1
pour faire la pêche,pêche au poisson frais,,,,,,,,6,Using only (2),1
poutres,bois de construction,,,,,,,,2,Using only (2),1
pozolane,puzzolane,,,,,,,,1,Using only (2),1
pozzolane,puzzolane,,,,,,,,24,Using only (2),1
pozzollane,puzzolane,,,,,,,,2,Using only (2),1
prendre de la sardine [pêche à la sardine],pêche à la sardine,,,,,,,,4,Using only (2),1
prisonnier anglais,prisonier (anglais),,,,,,,,3,Using only (2),1
prisonniers,prisonnier,,,,,,,,2,Using only (2),1
prisonniers anglais,prisonier (anglais),,,,,,,,10,Using only (2),1
prisonniers de guerre français échangés,"prisonnier de guerre (français, échangé)",,,,,,,,1,Using only (2),1
prisonniers de guerre échangés,prisonnier de guerre (échangé),,,,,,,,1,Using only (2),1
prune,prunes,,,,,,,,11,Using only (2),1
pèche du poisson [frais],pêche au poisson frais,,,,,,,,49,Using only (2),1
pèche du poisson frais,pêche au poisson frais,,,,,,,,6,Using only (2),1
pêche [au possion frais],pêche au poisson frais,,,,,,,,1,Using only (2),1
pêche au cachalot,pêche au cachalot,,,,,,,,1,Using only (2),1
pêche au poisson frais,pêche au poisson frais,,,,,,,,4,Using only (2),1
pêche de la morue,pêche à la morue,,,,,,,,1,Using only (2),1
pêche de la morue verte,pêche à la morue,,,,,,,,32,Using only (2),1
pêche de poisson frai,pêche au poisson frais,,,,,,,,1,Using only (2),1
pêche de poisson frais,pêche au poisson frais,,,,,,,,8,Using only (2),1
pêche des moules et du poisson frais,pêche des moules et du poisson frais,,,,,,,,2,Using only (2),1
pêche du cachalot,pêche au cachalot,,,,,,,,3,Using only (2),1
pêche du hareng,pêche au hareng,,,,,,,,2,Using only (2),1
pêche du poisson frais,pêche au poisson frais,,,,,,,,26,Using only (2),1
pêche su poisson frais,pêche au poisson frais,,,,,,,,3,Using only (2),1
pêche à Terre Neuve,pêche à la morue,,,,,,,,1,Using only (2),1
pêche à la baleine,pêche à la baleine,,,,,,,,2,Using only (2),1
pêche à la morue,pêche à la morue,,,,,,,,58,Using only (2),1
pêche à la morue de Terre Neuve,pêche à la morue,,,,,,,,2,Using only (2),1
pêche à la morue verte,pêche à la morue,,,,,,,,5,Using only (2),1
pêche à la morue à Terre Neuve,pêche à la morue,,,,,,,,1,Using only (2),1
quelque drogueries,droguerie,,,,,,,,1,Using only (2),1
quelques drogueries,droguerie,,,,,,,,1,Using only (2),1
queques marchandises,"divers, assortiment",,,,,,,,1,Using only (2),1
raclures de cornes,sciure de corne,,,,,,,,2,Using only (2),1
raisains secs,raisin sec,,,,,,,,1,Using only (2),1
raisine [résine],résine,,,,,,,,1,Using only (2),1
raisins de Coreinte [Corinthe],raisin de corinthe,,,,,,,,1,Using only (2),1
raisins de Corinthe,raisin de corinthe,,,,,,,,13,Using only (2),1
raisins de corinthe,raisin de corinthe,,,,,,,,1,Using only (2),1
raisins secs,raisin sec,,,,,,,,18,Using only (2),1
rapure de Corne,sciure de corne,,,,,,,,1,Using only (2),1
rature de cornes,sciure de corne,,,,,,,,1,Using only (2),1
raves,navet,,,,,,,,1,Using only (2),1
restant de Boeure,beurre,,,,,,,,2,Using only (2),1
restant de marchandise,"divers, assortiment",,,,,,,,1,Using only (2),1
restant de marchandises en boeure,beurre,,,,,,,,1,Using only (2),1
restant de sa cargaison,"divers, assortiment",,,,,,,,1,Using only (2),1
restant de son chargement,"divers, assortiment",,,,,,,,2,Using only (2),1
restant de son chargement pris à Cette,"divers, assortiment",,,,,,,,1,Using only (2),1
restant de son chargement qu'il a apporté ici,"divers, assortiment",,,,,,,,1,Using only (2),1
reste de beurre,beurre,,,,,,,,2,Using only (2),1
reste de blés,blé,,,,,,,,1,Using only (2),1
reste de fer,fer,,,,,,,,1,Using only (2),1
reste de futailles,"tonneaux vides, futailles vides",,,,,,,,1,Using only (2),1
reste de grains,grains,,,,,,,,1,Using only (2),1
reste de marchandise,"divers, assortiment",,,,,,,,1,Using only (2),1
reste de marchandises des isles,"divers, assortiment",,,,,,,,1,Using only (2),1
reste de sardines pressé de Bretagne,sardine préssée,,,,,,,,1,Using only (2),1
reste du chargement,"divers, assortiment",,,,,,,,1,Using only (2),1
reste en futaille,"tonneaux vides, futailles vides",,,,,,,,1,Using only (2),1
rhum,rhum,,,,,,,,2,Using only (2),1
ris,riz,,,,,,,,159,Using only (2),1
ris [riz],riz,,,,,,,,105,Using only (2),1
ris de retour de Beaucaire,riz,,,,,,,,1,Using only (2),1
risettes,riz,,,,,,,,1,Using only (2),1
riz,riz,,,,,,,,315,Using only (2),1
rocou,rocou,,,,,,,,2,Using only (2),1
rocourt [roucou],rocou,,,,,,,,2,Using only (2),1
roseau de canne,roseau (canne),,,,,,,,1,Using only (2),1
roseaux,roseau,,,,,,,,1,Using only (2),1
roseaux de Cannes,roseau (canne),,,,,,,,1,Using only (2),1
rosseau de canne,roseau (canne),,,,,,,,1,Using only (2),1
rouge brun,fromage brun,,,,,,,,6,Using only (2),1
rusque,ecorce,,,,,,,,1,Using only (2),1
résine,résine,,,,,,,,1,Using only (2),1
s[?],son,,,,,,,,1,Using only (2),1
sable,sable,,,,,,,,3,Using only (2),1
sables,sable,,,,,,,,7,Using only (2),1
sables pour la verrerie,sable (pour verrerie),,,,,,,,1,Using only (2),1
sables pour les verreries,sable (pour verrerie),,,,,,,,6,Using only (2),1
sacs vides pour le roy,"sac (vide, service du roi)",,,,,,,,1,Using only (2),1
sacs vuides,sac (vide),,,,,,,,2,Using only (2),1
sacs vuides [vides],sac (vide),,,,,,,,1,Using only (2),1
saigle [seigle],seigle,,,,,,,,1,Using only (2),1
salaison,salaison,,,,,,,,5,Using only (2),1
salaisons,salaison,,,,,,,,4,Using only (2),1
salpêtre,salpêtre,,,,,,,,1,Using only (2),1
sandal moulu,bois sandal (moulu),,,,,,,,1,Using only (2),1
sandre [cendres],cendres,,,,,,,,6,Using only (2),1
sardines,sardine,,,,,,,,9,Using only (2),1
sardines salées,sardine salée,,,,,,,,5,Using only (2),1
sarmans,sarment,,,,,,,,1,Using only (2),1
sarmants,sarment,,,,,,,,6,Using only (2),1
sarmens,sarment,,,,,,,,1,Using only (2),1
sarments,sarment,,,,,,,,5,Using only (2),1
saumon,saumon,,,,,,,,15,Using only (2),1
saumons,saumon,,,,,,,,3,Using only (2),1
savon,savon,,,,,,,,57,Using only (2),1
segle [seigle],seigle,,,,,,,,6,Using only (2),1
seigle,seigle,,,,,,,,41,Using only (2),1
seigles,seigle,,,,,,,,4,Using only (2),1
sel,sel,,,,,,,,2219,Using only (2),1
sel de natron en couffe,natron,,,,,,,,1,Using only (2),1
sel natron,natron,,,,,,,,24,Using only (2),1
sel natron en coufe,natron,,,,,,,,1,Using only (2),1
sels tonnes,sel,,,,,,,,1,Using only (2),1
semoule ou courgousons,semoule,,,,,,,,1,Using only (2),1
semoulle,semoule,,,,,,,,1,Using only (2),1
sendre [cendres],cendres,,,,,,,,1,Using only (2),1
sené,sené,,,,,,,,1,Using only (2),1
serdine [sardines],sardine,,,,,,,,1,Using only (2),1
serdines [sardines],sardine,,,,,,,,3,Using only (2),1
serises [cerises],cérises,,,,,,,,1,Using only (2),1
sermants,sarment,,,,,,,,1,Using only (2),1
serments,sarment,,,,,,,,4,Using only (2),1
siena,sené,,,,,,,,1,Using only (2),1
sinabre,cinabre,,,,,,,,3,Using only (2),1
sirop,sirop,,,,,,,,2,Using only (2),1
soieries,tissu de soie,,,,,,,,2,Using only (2),1
solicor,salicorne,,,,,,,,12,Using only (2),1
solicors,salicorne,,,,,,,,1,Using only (2),1
