numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,doubleaccounts
6841,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Indigo,Ile française des Amériques et du Canada,2115250.5,497706,livres,4.25,0,,0
6842,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Madriers d'Acajou,Ile française des Amériques et du Canada,1050,70,nombre,15,0,,0
6843,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Poids verds,Ile française des Amériques et du Canada,900,50,Quarts,18,0,,0
6844,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Pellesterie de canda,Ile française des Amériques et du Canada,140107.5,62270,livres,2.25,0,,0
6845,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Peaux d'orignau,Ile française des Amériques et du Canada,6540,436,nombre,15,0,,0
6846,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Peaux de Loup Cervier,Ile française des Amériques et du Canada,35300,1765,nombre,20,0,,0
6847,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Peaux de Loup de Bois,Ile française des Amériques et du Canada,1450,580,nombre,2.5,0,,0
6848,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Peaux de Loup Marin,Ile française des Amériques et du Canada,60,30,nombre,2,0,,0
6849,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Peaux d'Ours,Ile française des Amériques et du Canada,79926,14532,nombre,5.5,0,,0
6850,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Peaux de Martres,Ile française des Amériques et du Canada,118139,33754,nombre,3.5,0,,0
6851,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Peaux de cerf,Ile française des Amériques et du Canada,246408,20534,nombre,12,0,,0
6852,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Peaux de chevreuil,Ile française des Amériques et du Canada,60335,24134,nombre,2.5,0,,0
6853,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Peaux de vEau Tannée,Ile française des Amériques et du Canada,648,324,nombre,2,0,,0
6854,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Plumes a Lit,Ile française des Amériques et du Canada,40,40,livres,1,0,,0
6855,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Planches de Sapin,Ile française des Amériques et du Canada,300,400,nombre,.75,0,,0
6856,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,ris,Ile française des Amériques et du Canada,26,130,livres,.2,0,prix divisé par cent,0
6857,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Rognons de Castor,Ile française des Amériques et du Canada,262.5,75,livres,3.5,0,,0
6858,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,5,Rocou,Ile française des Amériques et du Canada,57125,45700,livres,1.25,0,,0
6859,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Saumon salé,Ile française des Amériques et du Canada,1690,13,Bariques,130,0,,0
6860,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Sucre blanc,Ile française des Amériques et du Canada,137637.5,393250,livres,35,-13626113,oublie de divisé par 100,0
6861,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Sucre terré,Ile française des Amériques et du Canada,8002.5,26675,livres,30,-792247.5,oublie de divisé par 100,0
6862,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Sucre teste de forme,Ile française des Amériques et du Canada,1050,4200,livres,25,-103950,oublie de divisé par 100,0
6863,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Sucre Brut,Ile française des Amériques et du Canada,1336875,5812500,livres,23,-132400000,oublie de divisé par 100,0
6864,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Salsepareille,Ile française des Amériques et du Canada,4050,5400,livres,.75,0,prix divisé par cent,0
6865,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,simanombre,Ile française des Amériques et du Canada,675,450,livres,1.5,0,,0
6866,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Tabac en Poudre,Ile française des Amériques et du Canada,21,7,livres,3,0,,0
6867,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Tabac de brezil,Ile française des Amériques et du Canada,87.5,175,livres,.5,0,,0
6868,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Tabac filé,Ile française des Amériques et du Canada,325,1300,livres,.25,0,,0
6869,Demba,41 ETP 270 / 9409,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1741,Imports,La Rochelle,6,Tabac en manoque,Ile française des Amériques et du Canada,1831.25,7325,livres,.25,0,,0
6870,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Bœuf Salé,Angleterre,35700,1190,Barils,30,0,,0
6871,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Bœuf Salé,Angleterre,22710.65,136400,livres,.1665,.05,erreur de calcul et prix divisé par 100,0
6872,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Beurre Salé,Angleterre,163448.64,430128,livres,.38,-.003,erreur de calcul et prix divisé par 100,0
6873,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Chandelle,Angleterre,3480,6960,livres,.5,0,prix divisé par cent,0
6874,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Charbon de Terre,Angleterre,1330,3.5,muids,380,0,,0
6875,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Charbon de Terre,Angleterre,2256,564,Barils,4,0,,0
6876,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Fromage,Angleterre,2281.4,6942,livres,.32,59.96,erreur de calcul et prix divisé par 100,0
6877,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Langue de bœuf Salée,Angleterre,35,1,baril,0,35,pas de prix unitaire,0
6878,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Langue de bœuf Salée,Angleterre,465,1550,livres,.3,0,,0
6879,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Plomb en Saumon,Angleterre,860,4300,livres,.2,0,prix divisé par cent,0
6880,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Saumon Salé,Angleterre,2160,24,Bariques,90,0,,0
6881,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Saumure,Angleterre,20,100,Pots,.2,0,,0
6882,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Suif,Angleterre,28164,70410,livres,.4,0,,0
6883,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Acier,Hollande,1478.75,4225,livres,.35,0,,0
6884,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Amidon,Hollande,5284,29120,livres,.2,-540,erreur de calcule,0
6885,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,argrent vif,Hollande,330,60,livres,5.5,0,,0
6886,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,1,Arcenic,Hollande,157.5,450,livres,.35,0,nom de marchandise absent car morceau de Feuille déchiré et prix divisé par cent,0
6887,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Azur commun,Hollande,4332.6,7221,livres,.6,0,,0
6888,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Baleine coupée,Hollande,14122.5,5649,livres,2.5,0,,0
6889,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Bariques wides,Hollande,36,9,nombre,4,,,0
6890,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Baton Lave place,Hollande,9,18,douz,.5,0,,0
6891,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Bœuf Salé,Hollande,1980,66,Barils,30,0,,0
6892,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Beure Salé,Hollande,45444,113610,livres,40,-4498956,manque la division par 100,0
6893,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Biere,Hollande,4424,39.5,tonneaux,112,0,,0
6894,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Biere,Hollande,14812,529,Bariques,28,0,,0
6895,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Biere,Hollande,2812,152,tiercons,18.5,0,,0
6896,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Bois de brezil,Hollande,84,280,livres,.3,0,,0
6897,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Bois de calliatour Moulu,Hollande,330,1100,livres,.3,0,,0
6898,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Bois de cmapesphe en buches,Hollande,1877.75,26825,livres,.07,0,prix divisé par cent,0
6899,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Bois de cmapesphe rapé,Hollande,681,5875,livres,.12,-24,erreur de calcul et prix divisé par 100,0
6900,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Bois a teindre,Hollande,1140,9500,livres,.12,0,prix divisé par cent,0
6901,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Borax,Hollande,82.5,55,livres,1.5,0,,0
6902,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Bourre de beuf,Hollande,672,5600,livres,.12,0,prix divisé par cent,0
6903,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Broserie,Hollande,90,60,livres,1.5,0,,0
6904,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,camphre,Hollande,300,75,livres,4,0,,0
6905,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Canelle,Hollande,4205.5,647,livres,6.5,0,,0
6906,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cave Garnies,Hollande,72,12,9 flacons,6,0,,0
6907,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cauris,Hollande,1010.5,2021,livres,.5,0,,0
6908,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cetuze,Hollande,3712.2,18561,livres,.2,0,,0
6909,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Chandelle,Hollande,675,1500,livres,.45,0,,0
6910,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Charbon de Terre,Hollande,22110,64.5,muids,380,-2400,erreur de calcul,0
6911,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Charbon de Terre,Hollande,1340,335,Barils,4,0,,0
6912,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Charbon de Terre,Hollande,3971,836,Barils,4.75,0,,0
6913,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,ciment,Hollande,375,15000,livres,.025,0,prix divisé par cent,0
6914,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cinabre,Hollande,600,150,livres,4,0,,0
6915,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,clou de Fer,Hollande,243,900,livres,.27,0,prix divisé par cent,0
6916,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Colle Forte,Hollande,350,875,livres,.4,0,,0
6917,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,couperose Verte,Hollande,4016,50200,livres,.08,0,prix divisé par cent,0
6918,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,craye rouge,Hollande,65,1300,livres,.05,0,prix divisé par cent,0
6919,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cruches de Terre,Hollande,25,5,douz,5,0,,0
6920,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cuirs de rousy,Hollande,228,190,livres,1.2,0,,0
6921,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cuivre Brut,Hollande,19251.4,13751,livres,1.4,0,,0
6922,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cuivre Jaune,Hollande,3335,2900,livres,1.15,0,,0
6923,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cuivre en Mitraille,Hollande,2250,3000,livres,.75,0,,0
6924,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cuivre Ouvre,Hollande,26256,16410,livres,1.6,0,,0
6925,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Cuivre en lancher,Hollande,42686.55,29439,livres,1.45,0,,0
6926,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,DemoiSellede Bois,Hollande,320,80,nombre,4,0,,0
6927,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Droguerie commun,Hollande,147,147,livres,1,0,,0
6928,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,ecope de Sapin,Hollande,60,120,nombre,.5,0,,0
6929,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,emercy,Hollande,40,100,livres,.4,0,,0
6930,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Epars de Sapin,Hollande,90,45,nombre,2,0,,0
6931,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,epousetterie,Hollande,47.75,31.5,livres,1.5,.5,,0
6932,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,esprit de Vitriol,Hollande,120,60,livres,2,0,,0
6933,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,faiance,Hollande,324,810,livres,.4,0,,0
6934,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fer ; en barres,Hollande,2615.55,17437,livres,.15,0,,0
6935,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fer ; blanc,Hollande,270,3,Barils,90,0,,0
6936,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fer ; coulé,Hollande,3460,17300,livres,.2,0,,0
6937,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fer ; Ouvre,Hollande,560,2240,livres,.25,0,,0
6938,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fer ; en Plaques,Hollande,1011.5,7225,livres,.14,0,prix divisé par cent,0
6939,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fer ; en Taule,Hollande,425,1700,livres,.25,0,,0
6940,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Ficelle,Hollande,436.6,1180,livres,.37,0,prix divisé par cent,0
6941,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fil de Fer,Hollande,765,1510,livres,.5,10,erreur de calcul,0
6942,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fil de laton,Hollande,126,90,livres,1.4,0,,0
6943,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fil a Voile,Hollande,112,112,livres,1,0,,0
6944,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fleaux de Fer,Hollande,210,420,livres,.5,0,prix divisé par cent,0
6945,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Fromage,Hollande,64107.3,213691,livres,.3,0,,0
6946,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Garance,Hollande,4015,8030,livres,.5,0,prix divisé par cent,0
6947,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Gaudron,Hollande,36,2,Barils,18,0,,0
6948,Demba,41 ETP 270 / 9410,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1744,Imports,La Rochelle,2,Geroffle,Hollande,3077,362,livres,8.5,0,,0
