numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,DoubleAccounts
156,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,13,Biscuits,Isles,20600,103000.0,,livres,,,,0
157,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,13,Bled ; froment,Espagne,603900,20130.0,1161728,charges,1116702,,,0
158,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,13,Bled ; froment,Italie,4290,143.0,1161728,charges,1116702,,,0
159,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,13,Bled ; froment,Genes,87540,2918.0,1161728,charges,1116702,,,0
160,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,13,Bled ; froment,Levant,93420,3114.0,1161728,charges,1116702,,,0
161,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,13,Bled ; froment,Savoye,,2564.0,1161728,charges,1116702,,,0
162,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,13,Bled ; froment,Savoye,327552,1670880.0,1161728,livres,1116702,,2 qtités pour Savoye,0
163,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,13,Bled ; meteil,Espagne,3556,41717.0,1161728,charges,,,,0
164,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,13,Bled ; seigle,Hollande,41470,319.0,1161728,tonneaux,,,,0
165,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Blonde de soye,Allemagne,7962,22.75,39028,livres,,,,0
166,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Blonde de soye,Angleterre,12250,35.0,39028,charges,,,,0
167,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Blonde de soye,Flandre,14616,38.0,39028,charges,,,,0
168,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Blonde de soye,Hollande,4200,12.0,39028,charges,,,,0
169,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; d'acajou,Hollande,1980,66.0,353914,madriers,,,,0
170,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de brezil,Espagne,19616,35730.0,353914,charges,61890,,,0
171,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de brezil,Italie,19410,38820.0,353914,charges,61890,,,0
172,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de brezil,Naples,15797,31595.0,353914,charges,61890,,,0
173,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de brezil,Savoye,7067,14135.0,353914,charges,61890,,,0
174,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; à bruler,Allemagne,3980,187.0,353914,chars,10653,,,0
175,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; à bruler,Flandre,6673,,353914,,10653,,,0
176,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de buis,Levant,98425,196850.0,353914,charges,,,,0
177,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de campèche,Italie,12312,49250.0,353914,charges,28712,,,0
178,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de campèche,Naples,5541,22167.0,353914,charges,28712,,,0
179,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de campèche,Levant,8838,58920.0,353914,charges,28712,,,0
180,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de campèche,Savoye,2021,8085.0,353914,charges,28712,,,0
181,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de chesne,Levant,20160,672.0,353914,pièces,,,,0
182,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de construction,Genes,11000,220.0,353914,pièces,,,,0
183,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; d'ebenne,Hollande,6750,45000.0,353914,charges,,,,0
184,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de fernambourg,Espagne,1800,4000.0,353914,charges,,,,0
185,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de fustel,Savoye,,,353914,,,,,0
186,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; de gayac,Isles,5894,11788.0,353914,charges,,,,0
187,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; d'inde,Allemagne,1586,6345.0,353914,charges,,,,0
188,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; merrain,Flandre,17241,22988.0,353914,douelles,40493,,,0
189,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,15,Bois ; merrain,Isles,23252,583520.0,353914,douelles,40493,,,0
190,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; d'orme,Levant,15200,760.0,353914,pièces,,,,0
191,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; ouvré,Flandre,1214,,353914,,,,,0
192,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; rouge,Angleterre,8750,100000.0,353914,livres,15653,,,0
193,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; rouge,Hollande,6903,78900.0,353914,livres,15653,,,0
194,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; de Ste Marthe,Levant,3958,26390.0,353914,livres,,,,0
195,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; de sandal,Savoye,1127,4510.0,353914,livres,,,,0
196,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; de sapan,Nord,8750,35000.0,353914,livres,,,,0
197,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; scié,Flandre,6345,42300.0,353914,planches,,,,0
198,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; à teindre,Allemagne,1626,5890.0,353914,livres,12324,,,0
199,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; à teindre,Angleterre,2030,16250.0,353914,livres,12324,,,0
200,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; à teindre,Espagne,2196,14640.0,353914,livres,12324,,,0
201,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; à teindre,Hollande,1755,13975.0,353914,livres,12324,,,0
202,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bois ; à teindre,Suisse,4717,17154.0,353914,livres,12324,,,0
203,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bonnets ; de coton,Angleterre,6166,172.0,352675,douzaines,10491,,,0
204,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bonnets ; de coton,Espagne,1750,87.0,352675,livres,10491,,,0
205,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bonnets ; de coton,Genes,2575,515.0,352675,livres,10491,,,0
206,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bonnets ; de laine,Italie,15600,780.0,352675,douzaines,342184,,,0
207,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bonnets ; de laine,Genes,8510,851.0,352675,douzaines,342184,,,0
208,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bonnets ; de laine,Levant,312360,31236.0,352675,douzaines,342184,,,0
209,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bonnets ; de laine,Savoye,4250,425.0,352675,douzaines,342184,,,0
210,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bonnets ; de laine,Guinée,1464,61.0,352675,douzaines,342184,,,0
211,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bottes fortes,Isles,8616,359.0,,paires,,,,0
212,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bouchons de liege,Angleterre,2250,750.0,14706,livres,,,,0
213,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bouchons de liege,Espagne,1800,600.0,14706,livres,,,,0
214,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bouchons de liege,Hollande,1248,416.0,14706,livres,,,,0
215,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bouchons de liege,Venise,1800,600.0,14706,livres,,,,0
216,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,16,Bouchons de liege,Savoye,7608,2536.0,14706,livres,,,,0
217,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bougie,Allemagne,3923,1924.0,247618,livres,,,,0
218,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bougie,Angleterre,3094,1547.0,247618,livres,,,,0
219,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bougie,Espagne,4615,2095.0,247618,livres,,,,0
220,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bougie,Flandre,5644,2822.0,247618,livres,,,,0
221,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bougie,Hollande,5161,2576.0,247618,livres,,,,0
222,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bougie,Suisse,1598,799.0,247618,livres,,,,0
223,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bougie,Isles,199860,99341.0,247618,livres,,,,0
224,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bougie,Indes,23723,10838.0,247618,livres,,,,0
225,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bourde,Italie,13446,134469.0,16373,livres,,,,0
226,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bourde,Venise,,,16373,,,,,0
227,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bourde,Savoye,2927,29275.0,16373,livres,,,,0
228,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bourre ; de soye,Naples,94000,9400.0,313000,livres,313000,,,0
229,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bourre ; de soye,Levant,219000,21900.0,313000,livres,313000,,,0
230,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bouteilles de verre,Espagne,3265,13063.0,46589,en nombre,,,,0
231,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bouteilles de verre,Italie,4504,22520.0,46589,en nombre,,,,0
232,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bouteilles de verre,Levant,1120,5600.0,46589,en nombre,,,,0
233,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bouteilles de verre,Savoye,20034,100170.0,46589,en nombre,,,,0
234,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bouteilles de verre,Isles,17666,88330.0,46589,en nombre,,,,0
235,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Boutons ; dorure ; d'or,Allemagne,9160,114.5,33375,livres,11190,33375,,0
236,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Boutons ; dorure ; d'or,Flandre,2030,4060.0,33375,douzaines,11190,33375,,0
237,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Boutons ; dorure ; or et argt,Espagne,22185,261.0,33375,livres,33375,,,0
238,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Boyeaux salés,Savoye,1123,4045.0,,livres,,,,0
239,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Allemagne,2290,195.0,470736,barils,,,,0
240,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Angleterre,3700,27000.0,470736,livres,,,,0
241,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Espagne,,9102.5,470736,barils,,,,0
242,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Espagne,168269,1225000.0,470736,livres,,,2 qtités pour Espagne,0
243,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Flandre,2950,59000.0,470736,livres,,,,0
244,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Hollande,20600,412000.0,470736,livres,,,,0
245,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Italie,57271,381810.0,470736,livres,,,,0
246,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Naples,89838,536490.0,470736,livres,,,,0
247,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Venise,9750,65000.0,470736,livres,,,,0
248,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Levant,50271,462855.0,470736,livres,,,,0
249,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Nord,2500,50000.0,470736,livres,,,,0
250,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Portugal,,458.0,470736,barils,,,,0
251,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,17,Bray et gaudron,Portugal,21970,355000.0,470736,livres,,,2 qtités pour Portugal,0
252,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Bray et gaudron,Isles,,260.0,470736,barils,,,,0
253,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Bray et gaudron,Isles,,309.0,470736,barils,,,,0
254,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Bray et gaudron,Isles,17499,64396.0,470736,livres,,,3 qtités pour Isles,0
255,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Bray et gaudron,Guinée,,21.0,470736,barils,,,,0
256,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Bray et gaudron,Guinée,3154,26291.0,470736,livres,,,2 qtités pour Guinée,0
257,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Bray et gaudron,Indes,,321.0,470736,livres,,,,0
258,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Bray et gaudron,Indes,20674,65150.0,470736,livres,,,2 qtités pour Indes,0
259,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Briques,Savoye,1234,61700.0,89042,en nombre,,,,0
260,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Briques,Isles,87808,7896000.0,89042,en nombre,,,,0
261,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Brosserie,Isles,3090,3090.0,,livres,,,,0
262,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Brouettes,Isles,2024,407.0,,en nombre,,,,0
263,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Brun rouge,Espagne,1266,10550.0,8551,livres,,,,0
264,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Brun rouge,Italie,1204,12040.0,8551,livres,,,,0
265,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Brun rouge,Levant,6081,202700.0,8551,livres,,,,0
266,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cabriolets,Isles,3500,10.0,,en nombre,,,,0
267,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Angleterre,1139,1005.0,951678,en nombre,,,,0
268,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Espagne,397503,476466.0,951678,livres,,,,0
269,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Hollande,1859,2469.0,951678,livres,,,,0
270,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Italie,128699,99092.0,951678,livres,,,,0
271,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Naples,108885,83758.0,951678,livres,,,,0
272,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Genes,118992,91533.0,951678,livres,,,,0
273,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Venise,21011,16163.0,951678,livres,,,,0
274,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Levant,64009,49238.0,951678,livres,,,,0
275,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Nord,25418,42110.0,951678,livres,,,,0
276,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Savoye,78391,60301.0,951678,livres,,,,0
277,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Suede,2326,3877.0,951678,livres,,,,0
278,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Cacao,Suisse,3446,1723.0,951678,livres,,,,0
279,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Caffé ; des Isles,Italie,1923132,2837297.0,4.64E7,livres,4.64E7,,,0
280,Milewski,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,18,Caffé ; des Isles,Allemagne,635004,635004.0,4.64E7,livres,4.64E7,,,0
