numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value,,
22,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,46,Angleterre,Marseille,1265821,,
23,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,46,Angleterre,Montpellier,23280,,
24,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,46,Angleterre,Nantes,574523,,
25,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,46,Angleterre,Rennes,3275484,,
26,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,46,Angleterre,Roüen,4534838,,
27,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Amiens,3711584,,
28,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Bayonne,14227,,
29,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Bordeaux,2400199,,
30,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Bourgogne,7800,,
31,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Caën,180083,,
32,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Châlons,37710,,
33,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Flandre,70868,,
34,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,La Rochelle,531887,,
35,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Marseille,504122,,
36,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Montpellier,256569,,
37,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Nantes,53045,,
38,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Rennes,544414,,
39,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Roüen,1807874,,
40,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,46,Angleterre,Saint Quentin,44240,,
41,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,47,Danemark,Amiens,116558,,
42,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,47,Danemark,Bordeaux,641683,,
43,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,47,Danemark,Caën,21052,,
44,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,47,Danemark,La Rochelle,49529,,
45,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,47,Danemark,Marseille,0,,
46,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,47,Danemark,Nantes,61470,,
47,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,47,Danemark,Rennes,237011,,
48,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,47,Danemark,Roüen,281408,,
49,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,47,Danemark,Amiens,2237,,
50,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,47,Danemark,Bordeaux,2705780,,
51,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,47,Danemark,Caën,3386,,
52,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,47,Danemark,La Rochelle,323218,,
53,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,47,Danemark,Marseille,3650,,
54,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,47,Danemark,Nantes,256497,,
55,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,47,Danemark,Rennes,126824,,
56,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,47,Danemark,Roüen,99611,,
57,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Amiens,2528231,,
58,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Bayonne,2389761,,
59,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Bordeaux,2023219,,
60,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Caën,2083,,
61,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",La Rochelle,31524,,
62,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Marseille,6472084,,
63,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Montpellier,976843,,
64,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Nantes,1597923,,
65,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Narbonne,157337,,
66,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Rennes,666821,,
67,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Roüen,10042609,,
68,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,48,"Espagne, Canaries et les Isles Occidentales",Saint Quentin,15665,,
69,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Amiens,3093224,,
70,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Bayonne,6932833,,
71,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Bordeaux,778619,,
72,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Caën,2318,,
73,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Châlons,369247,,
74,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Flandre,393937,,
75,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Lyon,2707564,,
76,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Marseille,13693259,,
77,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Montpellier,557497,,
78,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Nantes,2153415,,
79,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Narbonne,629631,,
80,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Rennes,6644319,,
81,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Roüen,2883351,,
82,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,48,"Espagne, Canaries et les Isles Occidentales",Saint Quentin,2100504,,
83,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,49,Flandre Autrichienne,Amiens,4849,,
84,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,49,Flandre Autrichienne,Bayonne,37000,,
85,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,49,Flandre Autrichienne,Caën,92622,,
86,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,49,Flandre Autrichienne,Charleville,77203,,
87,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,49,Flandre Autrichienne,Flandre,6648896,,
88,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,49,Flandre Autrichienne,Nantes,42943,,
89,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,49,Flandre Autrichienne,Roüen,1126823,,
90,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,49,Flandre Autrichienne,Saint Quentin,259507,,
91,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Amiens,498059,,
92,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Bayonne,925559,,
93,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Bordeaux,5555392,,
94,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Bourgogne,97595,,
95,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Caën,3771,,
96,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Châlons,421302,,
97,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Charleville,95027,,
98,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Flandre,6564466,,
99,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,La Rochelle,261635,,
100,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Lyon,841618,,
101,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Montpellier,6740,,
102,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Nantes,766314,,
103,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Roüen,481810,,
104,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,49,Flandre Autrichienne,Saint Quentin,378064,,
105,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,50,Geneve,Lyon,197490,,
106,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,50,Geneve,Bourgogne,6225,,
107,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,50,Geneve,Châlons,1792,,
108,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,50,Geneve,Flandre,42348,,
109,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,50,Geneve,Langres,1000,,
110,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,50,Geneve,Lyon,639759,,
111,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,50,Geneve,Marseille,1845,,
112,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,50,Geneve,Montpellier,2750,,
113,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,50,Geneve,Roüen,96063,,
114,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,50,Geneve,Saint Quentin,11900,,
115,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Amiens,709450,,
116,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Bayonne,2004438,,
117,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Bordeaux,17476533,,
118,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Caën,251464,,
119,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,La Rochelle,1466693,,
120,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Marseille,5620366,,
121,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Montpellier,436,,
122,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Nantes,1386896,,
123,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Rennes,708385,,
124,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Roüen,7630839,,
125,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,51,Hollande,Saint Quentin,118103,,
126,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Amiens,50879,,
127,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Bayonne,970934,,
128,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Bordeaux,23244619,,
129,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Bourgogne,100,,
130,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Caën,1678,,
131,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Châlons,25488,,
132,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,La Rochelle,306822,,
133,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Lyon,335427,,
134,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Marseille,2181241,,
135,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Montpellier,1232454,,
136,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Nantes,5221011,,
137,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Rennes,870885,,
138,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Roüen,4128138,,
139,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,51,Hollande,Saint Quentin,167790,,
140,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,52,Italie,Lyon,3180,,
141,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,52,Italie,Marseille,5630571,,
142,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,52,Italie,Montpellier,1363149,,
143,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,52,Italie,Roüen,2773645,,
144,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Amiens,515825,,
145,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Bordeaux,7937219,,
146,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Bourgogne,650,,
147,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Caën,12362,,
148,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Châlons,247009,,
149,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Flandre,127535,,
150,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,La Rochelle,219225,,
151,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Lyon,9048752,,
152,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Marseille,11808878,,
153,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Montpellier,183921,,
154,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Nantes,524247,,
155,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Narbonne,88675,,
156,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Roüen,377342,,
157,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Italie,Saint Quentin,498680,,
158,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,imports,52,Naples et Sicile,Marseille,12496500,,
159,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Naples et Sicile,Amiens,1080,,
160,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Naples et Sicile,Lyon,51126,,
161,Stephen Jackson,IIHS-123,National/Tableau Général par direction/Tableau Général par Direction 1771.csv,Tableau Général par direction,1771,exports,52,Naples et Sicile,Marseille,3503867,,
