numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
12,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Comestibles ; divers,,720,,,,,,,,,,,0
13,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Comestibles ; beurre,,1176,1960,,,livres,3651,,,,,,0
14,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Comestibles ; beurre,,2475,4125,,,livres,3651,,,,,,0
15,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Comestibles ; bled maïs,,650,10000,,,livres,3123,,,,,,0
16,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Comestibles ; bled maïs,,1385,16300,,,livres,3123,,,,,,0
17,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Comestibles ; bled maïs,,1088,12800,,,livres,3123,,,,,,0
18,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Comestibles ; farine,,41164,205820,,,livres,70744,,,,,,0
19,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Comestibles ; farine,,18968,94840,,,livres,70744,,,,,,0
20,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Comestibles ; farine,,10612,53060,,,livres,70744,,,,,,0
21,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Chairs salées ; bœuf salé,,225,750,,,livres,2775,,,,,,0
22,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Chairs salées ; bœuf salé,,2550,8500,,,livres,2775,,,,,,0
23,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Chairs salées ; bœuf salé,,900,3000,,,livres,,,,,,,0
24,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Chairs salées ; jambon,,25975,43291,,,livres,40030,,,,,,0
25,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Chairs salées ; jambon,,7320,12200,,,livres,40030,,,,,,0
26,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Chairs salées ; jambon,,6735,11242,,,livres,40030,,,,,,0
27,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Chairs salées ; porc salé,,1224,3060,,,livres,5900,,,,,,0
28,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Chairs salées ; porc salé,,4580,11450,,,livres,5900,,,,,,0
29,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Chairs salées ; porc salé,,96,240,,,livres,5900,,,,,,0
30,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Chairs salées ; lard salé,,840,2100,,,livres,1760,,,,,,0
31,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Chairs salées ; lard salé,,600,1500,,,livres,1760,,,,,,0
32,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Chairs salées ; lard salé,,320,800,,,livres,1760,,,,,,0
33,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Chairs salées ; cuisses d'oye,,15348,15348,,,livres,23396,,,,,,0
34,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Chairs salées ; cuisses d'oye,,3498,3498,,,livres,23396,,,,,,0
35,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Chairs salées ; cuisses d'oye,,4550,4550,,,livres,23396,,,,,,0
36,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Corail ouvré,,4200,21,,,livres,,,,,,,0
37,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Cordages,,13040,32600,,,livres,19040,,,,,,0
38,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Cordages,,6000,15000,,,livres,19040,,,,,,0
39,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Cordages,,800,2000,,,livres,,,,,,,0
40,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Drogues pour la peinture,,1500,,,,,2603,,,,,,0
41,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Drogues pour la peinture,,383,,,,,2603,,,,,,0
42,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Drogues pour la peinture,,720,,,,,2603,,,,,,0
43,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Eau de vie,,40584,268,,,muids,54482,,,,,,0
44,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Eau de vie,,40584,184,,,pintes,54482,,,,,,0
45,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Eau de vie,,40584,2920,,,bouteilles,54482,,,,,,0
46,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Eau de vie,,10912,72,,,muids,54482,,,,,,0
47,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Eau de vie,,10912,400,,,bouteilles,54482,,,,,,0
48,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Eau de vie,,2986,19,,,muids,54482,,,,,,0
49,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Eau de vie,,2986,80,,,pintes,54482,,,,,,0
50,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Eau de vie,,2986,210,,,bouteilles,54482,,,,,,0
51,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Eau de vie,,2880,20,,,muids,,,,,,,0
52,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Fers en barres,,800,4000,,,livres,1280,,,,,,0
53,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Fers en barres,,480,2400,,,livres,1280,,,,,,0
54,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Fers en ancres,,5868,19560,,,livres,,,,,,,0
55,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Fers en clous,,1231,4103,,,livres,,,,,,,0
56,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Fers ouvré,,16937,56457,,,livres,23119,,,,,,0
57,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Fers ouvré,,4754,15845,,,livres,23119,,,,,,0
58,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Fers ouvré,,1428,4761,,,livres,23119,,,,,,0
59,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Fusils,,4350,532,,,en nombre,,,,,,,0
60,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Huile d'olive,,3553,3553,,,livres,,,,,,,0
61,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Lingerie diverse,,4646,,,,,5026,,,,,,0
62,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Lingerie diverse,,380,,,,,5026,,,,,,0
63,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Marchandises à la valeur,,4883,,,,,6828,,,,,,0
64,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Marchandises à la valeur,,314,,,,,6828,,,,,,0
65,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Marchandises à la valeur,,1631,,,,,6828,,,,,,0
66,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Marchandises à la valeur,,900,,,,,,,,,,,0
67,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Mouchoirs fil en coton,,8524,"285,5",,,douzaines,20674,,,,,,0
68,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Mouchoirs fil en coton,,7650,140,,,douzaines,20674,,,,,,0
69,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Mouchoirs fil en coton,,4500,60,,,douzaines,20674,,,,,,0
70,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Mouchoirs fil en coton,,4800,200,,,douzaines,,,,,,,0
71,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Pierres en carreaux,,1848,8200,,,en nombre,3008,,,,,,0
72,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Pierres en carreaux,,640,3100,,,en nombre,3008,,,,,,0
73,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Pierres en carreaux,,520,2400,,,en nombre,3008,,,,,,0
74,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Plume à lit,,3000,3000,,,livres,4000,,,,,,0
75,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Plume à lit,,1000,1000,,,livres,4000,,,,,,0
76,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Souliers de cuir pour hommes,,58869,19623,,,paires,68007,,,,,,0
77,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Souliers de cuir pour hommes,,6300,2100,,,paires,68007,,,,,,0
78,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Souliers de cuir pour hommes,,2838,946,,,paires,68007,,,,,,0
79,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Toiles diverses,,3831,2855,,,aunes,3951,,,,,,0
80,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Toiles diverses,,120,40,,,aunes,3951,,,,,,0
81,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Toiles diverses,,1582,731,,,aunes,,,,,,,0
82,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Vins divers,,9562,172,,,muids,23717,,,,,,1
83,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Vins divers,,9562,54,,,pintes,23717,,,,,,2
84,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Vins divers,,9562,3438,,,bouteilles,23717,,,,,,2
85,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Vins divers,,9383,154,,,muids,23717,,,,,,1
86,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Vins divers,,9383,138,,,pintes,23717,,,,,,2
87,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Vins divers,,9383,1935,,,bouteilles,23717,,,,,,2
88,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Vins divers,,4772,44,,,muids,23717,,,,,,1
89,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Vins divers,,4772,25,,,pintes,23717,,,,,,2
90,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Vins divers,,4772,1437,,,bouteilles,23717,,,,,,2
91,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Vins divers,,1665,38,,,muids,,,,,,,1
92,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,24,Vins divers,,1665,156,,,pintes,,,,,,,2
93,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Vins de Bordeaux,,9870,114,,,muids,13422,,,,,,1
94,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Vins de Bordeaux,,9870,68,,,pintes,13422,,,,,,2
95,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Vins de Bordeaux,,3552,41,,,muids,13422,,,,,,1
96,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Vins de Bordeaux,,3552,32,,,pintes,13422,,,,,,2
97,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Vinaigre,,120,3,,,muids,554,,,,,,1
98,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,24,Vinaigre,,120,96,,,pintes,554,,,,,,2
99,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Vinaigre,,139,3,,,muids,554,,,,,,1
100,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Martinique,,24,Vinaigre,,139,248,,,pintes,554,,,,,,2
101,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Vinaigre,,295,8,,,muids,554,,,,,,1
102,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,24,Vinaigre,,295,56,,,pintes,554,,,,,,2
