goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
poisson salé et mariné,13,,non,483234
poisson salé morue accompagnée de ???,3,,non,483234
poisson sec,8,,non,483234
poivre,1558,,non,483234
poivre à meules,1,,non,483234
poivre blanc,55,,non,483234
poivre blanc-noir,1,,non,483234
poivre brun,2,,non,483234
poivre commun,53,,non,483234
poivre concassé,1,,non,483234
poivre de Bourgogne,1,,non,483234
poivre de girofle,2,,non,483234
poivre de Jamaïque,1,,non,483234
poivre de roussi,1,,non,483234
poivre des entrepôts,1,,non,483234
poivre des Indes,4,,non,483234
poivre dit maniquette,2,,non,483234
poivre doux,1,,non,483234
poivre en grabeau,44,,non,483234
poivre en grains,10,,non,483234
poivre en poudre,1,,non,483234
poivre en poussière,2,,non,483234
poivre giroflé,240,,non,483234
poivre léger,1,,non,483234
poivre long,41,,non,483234
poivre noir,102,,non,483234
poivre ordinaire,36,,non,483234
poivre piment,12,,non,483234
poivre rond,1,,non,483234
poivre sec,1,,non,483234
poivre vert,1,,non,483234
poix,193,,non,483234
poix blanche,10,,non,483234
poix blanche et noire et résines,6,,non,483234
poix blanche et résines,4,,non,483234
poix de Bourgogne,2,,non,483234
poix et tartre,2,,non,483234
poix et térébenthine,1,,non,483234
poix étrangère,1,,non,483234
poix grasse,6,,non,483234
poix molle,1,,non,483234
poix noire,67,,non,483234
poix noire et poix blanche,1,,non,483234
poix ou galipot,5,,non,483234
poix résines,211,,non,483234
poix terck daguet goudron,2,,non,483234
polimi,71,,non,483234
polimi de poil,11,,non,483234
polimi gris,2,,non,483234
polipode,0,,oui,483234
polonaises,2,,non,483234
polypode,8,,non,483234
pomargues,1,,non,483234
pomelles à voiliers,1,,non,483234
pomette d'acier,1,,non,483234
pommade,540,,non,483234
pommade commune,1,,non,483234
pommade de senteur,31,,non,483234
pommade et poudre,10,,non,483234
pommade et poudre et savonettes,0,,oui,483234
pommade et poudre et savonnettes,2,,non,483234
pommade et savonnettes,1,,non,483234
pommeaux de cuivre doré,1,,non,483234
pommes,184,,non,483234
pommes crues,1,,non,483234
pommes d'api,2,,non,483234
pommes de caille,1,,non,483234
pommes de cannes,1,,non,483234
pommes de grenade,1,,non,483234
pommes de paradis,1,,non,483234
pommes de rainettes,4,,non,483234
pommes de terre,41,,non,483234
pommes elemy,1,,non,483234
pommes et poires,17,,non,483234
pommes fraîches,36,,non,483234
pommes sèches,1,,non,483234
pompes,11,,non,483234
pompes à boire,1,,non,483234
pompes à éteindre le feu,1,,non,483234
pompes à feu,5,,non,483234
pompes à Hollande,1,,non,483234
pompes à incendie,3,,non,483234
pompes à laver les vitres,1,,non,483234
pompes à main et petites,1,,non,483234
pompes à navire,1,,non,483234
pompes de bois,26,,non,483234
pompes de cuivre,1,,non,483234
pompes de fer,1,,non,483234
pompes de Hollande,1,,non,483234
pompes de navire,1,,non,483234
pompes de plomb,1,,non,483234
pompes de plomb de 20 pieds,1,,non,483234
pompes pour pompiers,2,,non,483234
pompons,1,,non,483234
pompons d'argent et de soie,1,,non,483234
poncire,66,,non,483234
ponçure de pin,1,,non,483234
Pondichery,0,,oui,483234
Pondichéry,1,,non,483234
pondre à tirer,0,,oui,483234
popeline,18,,non,483234
popeline de coton et soie,1,,non,483234
popeline de filoselle,1,,non,483234
popeline de soie,1,,non,483234
popeline des prises,1,,non,483234
populeum,4,,non,483234
porcelaine,1463,"Porcelaine, Fayance, Poterie",non,4613
porcelaine à la valeur,1,,non,483234
porcelaine commune,133,,non,483234
porcelaine commune et fine,2,,non,483234
porcelaine contrefaite,5,,non,483234
porcelaine de Chine,1,,non,483234
porcelaine de Hollande,9,,non,483234
porcelaine de Saint-Cloud,5,,non,483234
porcelaine de Saxe,10,,non,483234
porcelaine de Tournai,2,,non,483234
porcelaine des Indes,53,,non,483234
porcelaine diverse,4,,non,483234
porcelaine du Faubourg Saint-Antoine,1,,non,483234
porcelaine du Japon,1,,non,483234
porcelaine et faïence,2,,non,483234
porcelaine fine,8,,non,483234
porcelaine fine à la valeur,1,,non,483234
porcelaine fine au kilogramme,2,,non,483234
porcelaine Hollande,1,,non,483234
porcelaine ordinaire,0,,oui,483234
porcelaine soucoupes et tasses,1,,non,483234
porcelets,85,,non,483234
porcelets et porcs,19,,non,483234
porcs,122,,non,483234
porcs au-dessous de 6 mois,4,,non,483234
porcs au-dessus de 6 mois,1,,non,483234
porcs confits,6,,non,483234
porcs de 6 mois et au-dessus,4,,non,483234
porcs de lait,33,,non,483234
porcs de lait au-dessous de 3 mois,2,,non,483234
porcs et porcelets,1,,non,483234
porcs et porcselets,0,,oui,483234
porcs frais,10,,non,483234
porcs fumés,1,,non,483234
porcs gras,292,,non,483234
porcs gras en vie,1,,non,483234
porcs gras et maigres,1,,non,483234
porcs maigres,20,,non,483234
porcs maigres salés,2,,non,483234
porcs poulets,2,,non,483234
porcs salés,382,,non,483234
porcs salés jambon,0,,oui,483234
porcs tués,1,,non,483234
porcs tués petits,1,,non,483234
porphir,0,,oui,483234
porphyre,1,,non,483234
porte de verre,1,,non,483234
portefeuilles,2,,non,483234
portemanteaux,4,,non,483234
portemanteaux de cuir,2,,non,483234
portemanteaux de cuir de Russie,1,,non,483234
portemanteaux de peau de Russie,1,,non,483234
portemanteaux de Russie,1,,non,483234
portevoix,1,,non,483234
portevue,6,,non,483234
portrait,1,,non,483234
portrait à cadres dorés,1,,non,483234
portrait de cour,5,,non,483234
portrait de famille,3,,non,483234
portrait et ses bordures,1,,non,483234
portrait et ses bordures dorées,1,,non,483234
portrait et ses bordures dorées et en pastel,1,,non,483234
ports de terre pour apothicaire,0,,oui,483234
pot de terre,1,,non,483234
pot de terre couvert d'étain,1,,non,483234
potache,4,,non,483234
potasse,387,,non,483234
potasse et gravelée et védasse,0,,oui,483234
potasse et védasse,6,,non,483234
potasse et védasse et gravelée,87,,non,483234
potasse gravelée et védasse,32,,non,483234
poterie,68,"Porcelaine, Fayance, Poterie",non,4613
poterie à feu,1,,non,483234
poterie commune,3,,non,483234
poterie crue,1,,non,483234
poterie de cuivre,1,,non,483234
poterie de Delft,1,,non,483234
poterie de faïence,263,"Porcelaine, Fayance, Poterie",non,4613
poterie de faïence et verrerie,53,,non,483234
poterie de fer,31,"Porcelaine, Fayance, Poterie",non,4613
poterie de grès,244,"Porcelaine, Fayance, Poterie",non,4613
poterie de grès barbançons,24,,non,483234
poterie de grès barbues,1,,non,483234
poterie de grès cavelle,1,,non,483234
poterie de grès commune,4,,non,483234
poterie de grès commune et fine,2,,non,483234
poterie de grès diverse,32,,non,483234
poterie de grès fine,2,,non,483234
poterie de grès moques,1,,non,483234
poterie de livre,4,,non,483234
poterie de pierre,1,,non,483234
poterie de pierre et de terre,1,,non,483234
poterie de raffinerie,1,,non,483234
poterie de terraille,1,,non,483234
poterie de terre,432,"Porcelaine, Fayance, Poterie",non,4613
poterie de terre barbançons,1,,non,483234
poterie de terre cannette,1,,non,483234
poterie de terre cruche,1,,non,483234
poterie de terre cuite,9,"Porcelaine, Fayance, Poterie",non,4613
poterie de terre diverse,57,,non,483234
poterie de terre grossière,7,,non,483234
poterie de terre terraille,43,,non,483234
poterie des Indes,1,,non,483234
poterie diverse,27,"Porcelaine, Fayance, Poterie",non,4613
poterie et terre,3,,non,483234
poterie façon d'Angleterre et de terre,1,,non,483234
poterie grès,1,,non,483234
poterie jarre,9,,non,483234
poterie ordinaire,1,,non,483234
poterie petite et forme à sucre,1,,non,483234
poterie terraille,59,,non,483234
poterie tuiles et verrerie,3,,non,483234
potin,101,,non,483234
potin à plomber pots,1,,non,483234
potin cru,1,,non,483234
potin gris,17,,non,483234
potin raffiné,1,,non,483234
pots,1,,non,483234
pots à fleurs de faïence,1,,non,483234
pots à forme à sucre,3,,non,483234
pots à forme à sucre de terre,4,,non,483234
pots à huile de terre,1,,non,483234
pots à moutarde et verres à boire,1,,non,483234
pots à peinture,1,,non,483234
pots à raffinerie,2,,non,483234
pots à rouler du tabac,1,,non,483234
pots à sucre de terre,9,,non,483234
pots d'étain,2,,non,483234
pots de brai en fer,1,,non,483234
pots de cervier,1,,non,483234
pots de chaises de commodité,1,,non,483234
pots de chaises de faïence,1,,non,483234
pots de chambre de faïence,1,,non,483234
pots de faïence,2,,non,483234
pots de faïence à eau,1,,non,483234
pots de faïence à jardin,1,,non,483234
pots de faïence de commodité,1,,non,483234
pots de fer,16,"Porcelaine, Fayance, Poterie",non,4613
pots de grès,18,,non,483234
pots de grès couverts d'étain,1,,non,483234
pots de grès grands,1,,non,483234
pots de rechange,2,,non,483234
pots de rouge,3,,non,483234
pots de sucre,1,,non,483234
pots de terre,23,,non,483234
pots de terre et forme de terre à sucre,1,,non,483234
pots de terre grands,1,,non,483234
pots de terre pour apothicaire,1,,non,483234
pots de terre rouge,1,,non,483234
pots garnis d'étain et de terre,1,,non,483234
pots non garnis et de terre,1,,non,483234
pots pour chaises de commodité,2,,non,483234
pou de soie,1,,non,483234
poudre,44,,non,483234
poudre ??? nationales d'après les états du département de poudre et de salpêtre,2,,non,483234
poudre à cacheter,1,,non,483234
poudre à canons,222,,non,483234
poudre à canons de guerre,2,,non,483234
poudre à canons et à tirer,1,,non,483234
poudre à cirer,1,,non,483234
poudre à encre,1,,non,483234
poudre à fers,1,,non,483234
poudre à feu,110,,non,483234
poudre à fusil,3,,non,483234
poudre à fusil et à tirer,1,,non,483234
poudre à liser,1,,non,483234
poudre à odeur,1,,non,483234
poudre à poudrer,693,,non,483234
poudre à poudrer et de senteur,2,,non,483234
poudre à poudrer et pommade,1,,non,483234
poudre à tirer,229,,non,483234
poudre à tirer d'après les états fournis par le directeur des poudres et salpêtre,5,,non,483234
poudre à tirer fine,1,,non,483234
poudre blanche,2,,non,483234
poudre brillant,2,,non,483234
poudre bronzante,1,,non,483234
poudre cosmétique,4,,non,483234
poudre d'Ailhaud,34,,non,483234
poudre d'aventurine,2,,non,483234
poudre d'émeri,1,,non,483234
poudre d'iris,6,,non,483234
poudre d'or,1,,non,483234
poudre d'oxaca,1,,non,483234
poudre de canons,1,,non,483234
poudre de capucin,1,,non,483234
poudre de carène,1,,non,483234
poudre de chasse,1,,non,483234
poudre de gouaxaca,1,,non,483234
poudre de guerre,2,,non,483234
poudre de marbre,1,,non,483234
poudre de mine,1,,non,483234
poudre de plomb,1,,non,483234
poudre de riz,2,,non,483234
poudre de sapin,1,,non,483234
poudre de terre,3,,non,483234
poudre de traite,6,,non,483234
poudre de traite d'Angleterre et de Hollande,1,,non,483234
poudre en grenaille,1,,non,483234
poudre en pommade,1,,non,483234
poudre et teinture verte,1,,non,483234
poudre fine,1,,non,483234
poudre jaune,1,,non,483234
poudre médicinale,8,,non,483234
poudre noire,1,,non,483234
poudre précipité,1,,non,483234
poudre purgative,3,,non,483234
poudre purgative d'Ailhaud,3,,non,483234
poudre verte,1,,non,483234
poudrer à encre,0,,oui,483234
poulailler de cordonnier,2,,non,483234
poulains,63,,non,483234
poulains à zin,1,,non,483234
poulains de somme,2,,non,483234
poulains mulards,2,,non,483234
poulardes,5,,non,483234
poules,26,,non,483234
poules d'étain,1,,non,483234
poules d'Inde,1,,non,483234
poules de bois,1,,non,483234
poules des Indes,2,,non,483234
poules en vie,1,,non,483234
poules et poulets,1,,non,483234
poulets,63,,non,483234
poulets d'Inde,4,,non,483234
poulets de cane,1,,non,483234
poulies,20,,non,483234
poulies de bois,3,,non,483234
poulies de gaïac,1,,non,483234
poulies de sapin,1,,non,483234
poulies de vaisseaux,1,,non,483234
poulies garnies,2,,non,483234
poulles en vie,0,,oui,483234
poupée,6,,non,483234
poupée d'enfant,1,,non,483234
pour les peintures et la teinture,1,,non,483234
pourette,1,,non,483234
pourette de mûrier,1,,non,483234
pourette de mûriers,0,,oui,483234
pousses de houblon et vignes,1,,non,483234
poussière,2,,non,483234
poussière d'écorce de pin,1,,non,483234
poussière d'encens,34,,non,483234
poussière de barille,1,,non,483234
poussière de bourde,2,,non,483234
poussière de buis,3,,non,483234
poussière de foin,3,,non,483234
poussière de martre,1,,non,483234
poussière de mûriers,1,,non,483234
poussière de pin,3,,non,483234
poussière de raisin,1,,non,483234
poussière de résine,0,,oui,483234
poussière de résines,4,,non,483234
poussière de soude,7,,non,483234
poussière de tartre,57,,non,483234
poussière de terre,1,,non,483234
poussière de vitriol,2,,non,483234
poussins,1,,non,483234
poutardes,1,,non,483234
poutargues,82,,non,483234
poutines,1,,non,483234
poutreaux,23,,non,483234
poutreaux de 12 pieds,1,,non,483234
poutreaux de 9 pieds,1,,non,483234
poutreaux de chêne,2,,non,483234
poutreaux de sapin,10,,non,483234
poutreaux de sapin de 10 pieds,1,,non,483234
poutreaux de sapin de 24 pieds,1,,non,483234
poutrelles,12,,non,483234
poutrelles de frêne,1,,non,483234
poutrelles de sapin,1,,non,483234
poutrelles et solives,1,,non,483234
poutres,187,,non,483234
poutres de 16 à 28 pieds,1,,non,483234
poutres de 60 pieds,1,,non,483234
poutres de bois pour bâtir,1,,non,483234
poutres de chêne,5,,non,483234
poutres de chêne de 20 pieds,1,,non,483234
poutres de chêne de 24 à 39 pieds,1,,non,483234
poutres de chêne de 30 pieds,2,,non,483234
poutres de chêne de 34 pieds,1,,non,483234
poutres de chêne de 45 pieds,1,,non,483234
poutres de sapin,45,,non,483234
poutres de sapin de 12 pieds,1,,non,483234
poutres de sapin de 14 pieds,2,,non,483234
poutres de sapin de 22 pieds,3,,non,483234
poutres de sapin de 24 pieds,4,,non,483234
poutres de sapin de 25 pieds,3,,non,483234
poutres de sapin de 26 pieds,2,,non,483234
poutres de sapin de 27 pieds,1,,non,483234
poutres de sapin de 28 pieds,1,,non,483234
poutres de sapin de 30 pieds,3,,non,483234
poutres de sapin de 32 pieds,1,,non,483234
poutres de sapin de 34 pieds,1,,non,483234
poutres de sapin de 35 pieds,2,,non,483234
poutres de sapin de 36 pieds,2,,non,483234
poutres de sapin de 40 pieds,3,,non,483234
poutres de sapin de 45 pieds,4,,non,483234
poutres de sapin de 55 pieds,2,,non,483234
poutres demies,6,,non,483234
poutres demies poutres,0,,oui,483234
poutres et poutrelles,3,,non,483234
poutres et solives de sapin,1,,non,483234
poutres grosses,1,,non,483234
pouzzolane,1,,non,483234
prastre,2,,non,483234
preceintes,34,,non,483234
preceintes de 30 à 40 pieds à 5 à 8 pouces d'épaisseur,1,,non,483234
preceintes de chêne,5,,non,483234
precipité,14,,non,483234
précipité,28,,non,483234
précipité rouge,5,,non,483234
preillons à faire colle,1,,non,483234
prélat de toile,1,,non,483234
prélat pour navire,1,,non,483234
préparation de chimie,1,,non,483234
presse,4,,non,483234
presse à étoffe,1,,non,483234
presse à imprimer,4,,non,483234
presse de bois,1,,non,483234
presse de bois de mâture,1,,non,483234
présure,40,,non,483234
pretes torches,2,,non,483234
primaselle,1,,non,483234
primula veris,1,,non,483234
provisions,454,,non,483234
provisions à poudrer,1,,non,483234
provisions de bouche,640,,non,483234
provisions de Carême,5,,non,483234
provisions de caserne,20,,non,483234
provisions diverses principalement en beurre,13,,non,483234
pruneaux,1052,,non,483234
pruneaux Brignoles,1,,non,483234
pruneaux communs,24,,non,483234
pruneaux cuits,1,,non,483234
pruneaux d'Amont,47,,non,483234
pruneaux de Bordeaux,1,,non,483234
pruneaux de Sainte-Catherine,66,,non,483234
pruneaux de Tours,1,,non,483234
pruneaux et prunes,4,,non,483234
pruneaux et raisin sec,1,,non,483234
pruneaux et sucre,1,,non,483234
pruneaux et verdet,1,,non,483234
pruneaux et vert-de-gris,0,,oui,483234
pruneaux noirs,5,,non,483234
prunelle,19,,non,483234
prunelle buratée de laine,1,,non,483234
prunelle de laine,18,,non,483234
prunelle de laine burail,4,,non,483234
prunelle de laine burat,2,,non,483234
prunelle de laine et de soie,1,,non,483234
prunelle de laine raz de castor,2,,non,483234
prunelle de poil,18,,non,483234
prunelle de soie,2,,non,483234
prunelle fine,3,,non,483234
prunelle mêlée de soie,1,,non,483234
prunes,284,,non,483234
prunes Brignoles,68,,non,483234
prunes communes,1,,non,483234
prunes communes sèches,13,,non,483234
prunes d'ente,5,,non,483234
prunes de Bordeaux,2,,non,483234
prunes de Sainte-Catherine,27,,non,483234
prunes et pruneaux,1,,non,483234
prunes et raisins,1,,non,483234
prunes fraîches,1,,non,483234
prunes fraîches de ???,1,,non,483234
prunes noires,2,,non,483234
prunes pêches cerises nèfles etc.,2,,non,483234
prunes sèches,65,,non,483234
prusses,1,,non,483234
prusses de 30 pieds,1,,non,483234
prussiate de potasse,3,,non,483234
prussiate de potasse cristallisée,2,,non,483234
prusus,1,,non,483234
psalterion,2,,non,483234
pumes,0,,oui,483234
pupitre,1,,non,483234
pyrèthre,13,,non,483234
pyrèthre racine,1,,non,483234
quadrilles,2,,non,483234
quadruple ou pièce d'or d'Espagne,1,,non,483234
quarlais bottes etc.,1,,non,483234
quart,1,,non,483234
quart à farine,1,,non,483234
quart de nonante,9,,non,483234
quart de nonante à prendre hauteur,1,,non,483234
quarteaux cerclés de fer,1,,non,483234
quartiers de réduction,1,,non,483234
quenouilles,13,,non,483234
quenouilles de cannes,1,,non,483234
quenouilles de cannes de peinte,1,,non,483234
quenouilles de roseau au peinte,1,,non,483234
quenouilles ou roseaux,2,,non,483234
quercas,1,,non,483234
quercitron,14,,non,483234
quercitron des entrepôts,1,,non,483234
