exportsimports,direction,country_grouping,product_simplification,quantity_unit_ortho,quantity_unit_ajustees,u_conv,q_conv,remarques
Exports,Marseille,Hollande,olives,barils,,,,
Exports,Nantes,Angleterre,olives,barils,,,,
Exports,Nantes,Hollande,olives,barils,,,,
Exports,Nantes,Nord,olives,barils,,,,
Exports,Rennes,Nord,olives,barils,,,,
Exports,Rennes,Outre-mers,olives,barils,,,,
Imports,Bayonne,Espagne,olives,barils,,,,
Imports,Bayonne,Hollande,olives,barils,,,,
Imports,Bordeaux,Espagne,olives,barils,,,,
Imports,Marseille,Espagne,olives,barils,,,,
Imports,Marseille,Italie,olives,barils,,,,
Imports,Nantes,Espagne,olives,barils,,,,
Imports,Rennes,Espagne,olives,barils,,,,
Imports,Rennes,Hollande,orge mondé,barils,,,,
Exports,Rennes,Outre-mers,outils,barils,,,,
Exports,Rennes,Outre-mers,ouvrages d'étain,barils,,,,
Imports,Rennes,Hollande,ouvrages d'étain,barils,,,,
Imports,Nantes,Nord,ouvrages de fer simples,barils,,,,
Exports,Nantes,Afrique,ouvrages de fer à nègre,barils,,,,
Exports,Rennes,Hollande,papier d'enveloppe,barils,,,,
Exports,Rennes,Angleterre,passes,barils,,,,
Imports,Rennes,Espagne,passes,barils,,,,
Imports,Rennes,Espagne,patate,barils,,,,
Imports,Nantes,Espagne,patates,barils,,,,
Imports,Nantes,Outre-mers,patates,barils,,,,
Imports,Rennes,Espagne,patates,barils,,,,
Exports,,États-Unis d'Amérique,peintures,barils,,,,
Exports,Rennes,Outre-mers,peintures,barils,,,,
Exports,Rouen,Colonies françaises,peintures,barils,,,,
Exports,Rouen,Outre-mers,peintures,barils,,,,
Exports,Rennes,États-Unis d'Amérique,peintures apprêtées,barils,,,,
Imports,Rennes,Hollande,peintures jaunes,barils,,,,
Imports,Nantes,,perches de sapin,barils,,,,
Imports,Nantes,Nord,perches de sapin,barils,,,,
Exports,Bayonne,Colonies françaises,petit salé,barils,,,,
Exports,Bayonne,Outre-mers,petit salé,barils,,,,
Exports,Rennes,Outre-mers,petit salé,barils,,,,
Imports,,Flandre et autres états de l'Empereur,piastres,barils,,,,
Imports,Rennes,Flandre et autres états de l'Empereur,piastres,barils,,,,
Exports,,Flandre et autres états de l'Empereur,pierres à faire chaux,barils,,,,
Exports,La Rochelle,Angleterre,pierres à fusils,barils,,,,
Exports,La Rochelle,Hollande,pierres à fusils,barils,,,,
Exports,Rennes,Outre-mers,pierres à fusils,barils,,,,
Imports,Rennes,Hollande,piment,barils,,,,
Exports,Rennes,Outre-mers,pipes à fumer,barils,,,,
Exports,Nantes,Portugal,plants d'asperge,barils,,,,
Exports,Nantes,Portugal,plants d'asperges,barils,,,,
Exports,,Indes,plomb en grenaille,barils,,,,
Exports,,Outre-mers,plomb en grenaille,barils,,,,
Exports,Rennes,Outre-mers,plomb en grenaille,barils,,,,
Imports,Bordeaux,Outre-mers,plomb en grenaille,barils,,,,
Imports,Rennes,Nord,plomb en grenaille,barils,,,,
Exports,Marseille,Outre-mers,plâtre,barils,,,,
Imports,Marseille,Italie,plâtre,barils,,,,
Exports,Rennes,Outre-mers,poil,barils,,,,
Exports,Rouen,Angleterre,poires,barils,,,,
Exports,Rouen,Portugal,poires,barils,,,,
Exports,Rouen,Colonies françaises,pois,barils,,,,
Exports,Rouen,Outre-mers,pois,barils,,,,
Imports,Nantes,Flandre et autres états de l'Empereur,pois confits,barils,,,,
Imports,Bordeaux,Hollande,pois secs,barils,,,,
Imports,La Rochelle,Colonies françaises,pois secs,barils,,,,
Imports,La Rochelle,Outre-mers,pois secs,barils,,,,
Imports,Bordeaux,Hollande,pois vert,barils,,,,
Exports,Rennes,Outre-mers,pois verts,barils,,,,
Exports,Rouen,Outre-mers,pois verts,barils,,,,
Imports,Bordeaux,Hollande,pois verts,barils,,,,
Imports,La Rochelle,Outre-mers,pois verts,barils,,,,
Imports,Marseille,Italie,poisson,barils,,,,
Imports,Toulon,France,poisson anchois,barils,,,,
Imports,Toulon,Italie,poisson anchois,barils,,,,
Imports,,Colonies françaises,poisson de mer morue tête,barils,,,,
Imports,Toulon,Italie,poisson de mer salé,barils,,,,
Imports,,France,poisson de mer salé anchois,barils,,,,
Exports,,France,poisson de mer salé harengs blanc,barils,,,,
Imports,,Nord,poisson de mer salé morue,barils,,,,
Imports,,France,poisson de mer salé rogue de morue,barils,,,,
Imports,Marseille,Italie,poisson de mersalé sardine,barils,,,,
Exports,,Italie,poisson frais,barils,,,,
Exports,Marseille,Italie,poisson frais,barils,,,,
Exports,,Italie,poisson frit,barils,,,,
Exports,Marseille,Italie,poisson frit,barils,,,,
Imports,Marseille,Italie,poisson frit,barils,,,,
Exports,Marseille,Italie,poisson frit salé,barils,,,,
Exports,,Outre-mers,poisson salé,barils,,,,
Exports,Marseille,Italie,poisson salé,barils,,,,
Exports,Marseille,Levant et Barbarie,poisson salé,barils,,,,
Exports,Rouen,France,poisson salé,barils,,,,
Imports,,Hollande,poisson salé,barils,,,,
Imports,,Italie,poisson salé,barils,,,,
Imports,Bordeaux,Nord,poisson salé,barils,,,,
Imports,La Rochelle,Nord,poisson salé,barils,,,,
Imports,Marseille,Espagne,poisson salé,barils,,,,
Imports,Marseille,Italie,poisson salé,barils,,,,
Imports,Nantes,Nord,poisson salé maquereau,barils,,,,
Imports,Marseille,France,poisson salé mariné anchois,barils,,,,
Exports,Bordeaux,Afrique,poisson salé sardine,barils,,,,
Imports,Marseille,France,poisson sardine,barils,,,,
Imports,Rennes,Hollande,poivre,barils,,,,
Imports,Rennes,Nord,poix,barils,,,,
Exports,Flandre,Flandre et autres états de l'Empereur,poix résines,barils,,,,
Exports,Rouen,Angleterre,pommes,barils,,,,
Exports,Rouen,Espagne,pommes,barils,,,,
Exports,Rouen,Hollande,pommes,barils,,,,
Exports,Rouen,Nord,pommes,barils,,,,
Exports,Rouen,Outre-mers,pommes,barils,,,,
Exports,Rouen,Portugal,pommes,barils,,,,
Exports,Caen,Angleterre,pommes de rainettes,barils,,,,
Exports,Rouen,Portugal,pommes de rainettes,barils,,,,
Imports,La Rochelle,Hollande,pommes de terre,barils,,,,
Imports,Nantes,Angleterre,pommes de terre,barils,,,,
Exports,Châlons,Allemagne,pommes et poires,barils,,,,
Exports,Châlons,Allemagne et Pologne (par terre),pommes et poires,barils,,,,
Exports,,Italie,porcs salés,barils,,,,
Exports,Bayonne,Colonies françaises,porcs salés,barils,,,,
Exports,Bayonne,Outre-mers,porcs salés,barils,,,,
Exports,Marseille,Italie,porcs salés,barils,,,,
Exports,Marseille,Outre-mers,porcs salés,barils,,,,
Imports,,États-Unis d'Amérique,porcs salés,barils,,,,
Imports,Marseille,Angleterre,porcs salés,barils,,,,
Imports,Marseille,Hollande,porcs salés,barils,,,,
Imports,Marseille,Nord,porcs salés,barils,,,,
Imports,Nantes,Angleterre,porcs salés,barils,,,,
Imports,,États-Unis d'Amérique,potasse,barils,,,,
Imports,Lorient,États-Unis d'Amérique,potasse,barils,,,,
Exports,Rouen,Outre-mers,poudre,barils,,,,
Imports,Nantes,Hollande,poudre,barils,,,,
Exports,Marseille,Espagne,poudre à canon,barils,,,,
Exports,,Outre-mers,poudre à canons,barils,,,,
Exports,Bordeaux,Outre-mers,poudre à canons,barils,,,,
Exports,Marseille,Espagne,poudre à canons,barils,,,,
Exports,Nantes,Outre-mers,poudre à canons,barils,,,,
Exports,Rennes,Outre-mers,poudre à canons,barils,,,,
Imports,,Italie,poudre à canons,barils,,,,
Imports,Marseille,Hollande,poudre à canons,barils,,,,
Exports,Rennes,Outre-mers,poudre à feu,barils,,,,
Imports,Marseille,Italie,poudre à feu,barils,,,,
Imports,Nantes,Espagne,poudre à feu,barils,,,,
Imports,Nantes,Hollande,poudre à feu,barils,,,,
Imports,Rouen,Hollande,poudre à feu,barils,,,,
Exports,Rouen,Outre-mers,poudre à poudrer,barils,,,,
Imports,,Nord,poudre à poudrer,barils,,,,
Imports,Rennes,Hollande,poudre à poudrer,barils,,,,
Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",Afrique,poudre à tirer,barils,,,,
Exports,France,Outre-mers,poudre à tirer,barils,,,,
Exports,La Rochelle,Outre-mers,poudre à tirer,barils,,,,
Exports,Rouen,Outre-mers,poudre à tirer,barils,,,,
Imports,Nantes,,poudre à tirer,barils,,,,
Imports,Nantes,Hollande,poudre à tirer,barils,,,,
Imports,Rennes,Hollande,poudre à tirer,barils,,,,
Exports,,Afrique,poudre à tirer d'après les états fournis par le directeur des poudres et salpêtre,barils,,,,
Exports,,Outre-mers,poudre à tirer d'après les états fournis par le directeur des poudres et salpêtre,barils,,,,
Exports,Rennes,Outre-mers,provisions,barils,,,,
Exports,Nantes,Nord,pruneaux,barils,,,,
Exports,Rennes,Angleterre,pruneaux,barils,,,,
Exports,Rouen,Angleterre,pruneaux,barils,,,,
Exports,Rouen,Hollande,pruneaux,barils,,,,
Exports,Rouen,Nord,pruneaux,barils,,,,
Exports,Rouen,Portugal,pruneaux,barils,,,,
Exports,Nantes,Nord,prunes,barils,,,,
Exports,Rennes,Outre-mers,péniens,barils,,,,
Exports,Rennes,Outre-mers,quincaillerie,barils,,,,
Imports,Rennes,Hollande,quincaillerie,barils,,,,
Imports,Bayonne,Hollande,quincaillerie de fer,barils,,,,
Imports,Nantes,Hollande,quincaillerie de fer,barils,,,,
Imports,Rennes,Hollande,quincaillerie de fer,barils,,,,
Imports,,Nord,quincaillerie de fer clou,barils,,,,
Exports,Rennes,Nord,raisin,barils,,,,
Exports,Rennes,Outre-mers,raisin,barils,,,,
Imports,Rennes,Espagne,raisin,barils,barils,kg,23,Doursther page 60
Imports,Rennes,Portugal,raisin,barils,,,,
Exports,Rennes,Angleterre,raisin sec,barils,,,,
Imports,Nantes,Espagne,raisin sec,barils,,,,
Imports,Rennes,Espagne,raisin sec,barils,,,,
Imports,Bordeaux,Nord,rames de morue,barils,,,,
Exports,,États-Unis d'Amérique,rassades,barils,,,,
Exports,Rennes,Outre-mers,rassades,barils,,,,
Imports,La Rochelle,Nord,rave,barils,,,,
Imports,Nantes,Espagne,rave,barils,,,,
Imports,Nantes,Hollande,rave,barils,,,,
Exports,,Espagne,rave de morue,barils,,,,
Exports,Bayonne,Espagne,rave de morue,barils,,,,
Exports,Nantes,Espagne,rave de morue,barils,,,,
Imports,La Rochelle,Espagne,rave de morue,barils,,,,
Imports,La Rochelle,Hollande,rave de morue,barils,,,,
Imports,La Rochelle,Nord,rave de morue,barils,,,,
Imports,La Rochelle,Outre-mers,rave de morue,barils,,,,
Imports,Nantes,,rave de morue,barils,,,,
Imports,Nantes,Hollande,rave de morue,barils,,,,
Imports,Nantes,Nord,rave de morue,barils,,,,
Imports,Rennes,Nord,rave de morue,barils,,,,
Imports,Nantes,Nord,rave de stockfish,barils,,,,
Imports,Nantes,Hollande,rave à pêche,barils,,,,
Imports,Nantes,Espagne,rave à pêcher,barils,,,,
Imports,Nantes,Hollande,rave à pêcher,barils,,,,
Imports,Nantes,Nord,rave à seches,barils,,,,
Imports,Nantes,Nord,rave à sèches,barils,,,,
Imports,La Rochelle,Colonies françaises,rognons de rat musqué,barils,,,,
Imports,La Rochelle,Outre-mers,rognons de rat musqué,barils,,,,
Imports,La Rochelle,Nord,rognons de stockfish,barils,,,,
Exports,,Espagne,rogues,barils,,,,
Exports,Nantes,Espagne,rogues,barils,,,,
Imports,,Espagne,rogues,barils,,,,
Imports,,Hollande,rogues,barils,,,,
Imports,,Nord,rogues,barils,,,,
Imports,La Rochelle,Hollande,rogues,barils,,,,
Imports,La Rochelle,Nord,rogues,barils,,,,
Imports,Nantes,Espagne,rogues,barils,,,,
Imports,Nantes,Hollande,rogues,barils,,,,
Imports,Nantes,Nord,rogues,barils,,,,
Imports,Rennes,Hollande,rogues,barils,,,,
Imports,Rennes,Nord,rogues,barils,,,,
Imports,,Nord,rogues de Macy,barils,,,,
Imports,,Nord,rogues de macy,barils,,,,
Imports,Rennes,Nord,rogues de maquereau,barils,,,,
Imports,Lorient,Hollande,rogues de maquereaux,barils,,,,
Imports,Lorient,Nord,rogues de maquereaux,barils,,,,
Exports,Nantes,Espagne,rogues de morue,barils,,,,
Exports,Rennes,Espagne,rogues de morue,barils,,,,
Imports,La Rochelle,Hollande,rogues de morue,barils,,,,
Imports,La Rochelle,Nord,rogues de morue,barils,,,,
Imports,Nantes,Hollande,rogues de morue,barils,,,,
Imports,Nantes,Nord,rogues de morue,barils,,,,
Imports,Rennes,Espagne,rogues de morue,barils,,,,
Imports,Rennes,Hollande,rogues de morue,barils,,,,
Imports,Rennes,Nord,rogues de morue,barils,,,,
Imports,Rennes,Outre-mers,rogues de morue,barils,,,,
Imports,,Divers,rogues de poisson,barils,,,,
Imports,,Europe,rogues de poisson,barils,,,,
Imports,,Hollande,rogues de poisson,barils,,,,
Exports,Rennes,Espagne,rogues de stockfisch,barils,,,,
Imports,La Rochelle,Nord,rogues de stockfisch,barils,,,,
Imports,Nantes,Hollande,rogues de stockfisch,barils,,,,
Imports,Nantes,Nord,rogues de stockfisch,barils,,,,
Imports,Rennes,Angleterre,rogues de stockfisch,barils,,,,
Imports,Rennes,Hollande,rogues de stockfisch,barils,,,,
Imports,Rennes,Nord,rogues de stockfisch,barils,,,,
Imports,Nantes,Nord,rogues de stockfish,barils,,,,
Exports,Lorient,France,rogues salées,barils,,,,
Imports,Bayonne,Espagne,réglisse,barils,,,,
Exports,Rouen,Colonies françaises,sable à mouler,barils,,,,
Exports,Rouen,Outre-mers,sable à mouler,barils,,,,
Imports,Bordeaux,Hollande,sacs,barils,,,,
Imports,Rennes,Hollande,salpêtre,barils,,,,
Exports,,Colonies françaises,sandarac,barils,,,,
Exports,,Outre-mers,sandarac,barils,,,,
Exports,Nantes,Outre-mers,sandarac,barils,,,,
Imports,Rennes,Hollande,sanguine,barils,,,,
Exports,Bordeaux,Outre-mers,sardines,barils,,,,
Exports,Châlons,Allemagne,sardines,barils,,,,
Exports,La Rochelle,Outre-mers,sardines,barils,,,,
Exports,Marseille,Hollande,sardines,barils,,,,
Exports,Marseille,Italie,sardines,barils,,,,
Exports,Nantes,Espagne,sardines,barils,,,,
Exports,Nantes,Outre-mers,sardines,barils,,,,
Exports,Rennes,Angleterre,sardines,barils,,,,
Exports,Rennes,Espagne,sardines,barils,,,,
Exports,Rennes,Italie,sardines,barils,,,,
Exports,Rennes,Outre-mers,sardines,barils,,,,
Exports,Saint-Malo,Angleterre,sardines,barils,,,,
Imports,"Grenoble, Lyon et Marseille",Italie,sardines,barils,,,,
Imports,Marseille,Angleterre,sardines,barils,,,,
Imports,Marseille,Espagne,sardines,barils,,,,
Imports,Marseille,France,sardines,barils,,,,
Imports,Marseille,Italie,sardines,barils,,,,
Imports,Montpellier,Espagne,sardines,barils,,,,
Imports,Nantes,Espagne,sardines,barils,,,,
Imports,Narbonne,Espagne,sardines,barils,,,,
Imports,Rennes,Angleterre,sardines,barils,,,,
Exports,Nantes,Outre-mers,sardines pressées,barils,,,,
Exports,Rennes,Espagne,sardines pressées,barils,,,,
Exports,,Angleterre,sardines salées,barils,,,,
Exports,,Outre-mers,sardines salées,barils,,,,
Exports,Bordeaux,Outre-mers,sardines salées,barils,,,,
Exports,Marseille,Espagne,sardines salées,barils,,,,
Exports,Marseille,Italie,sardines salées,barils,,,,
Exports,Marseille,Levant et Barbarie,sardines salées,barils,,,,
Exports,Nantes,Outre-mers,sardines salées,barils,,,,
Exports,Rennes,Angleterre,sardines salées,barils,,,,
Exports,Rennes,Hollande,sardines salées,barils,,,,
Exports,Rennes,Italie,sardines salées,barils,,,,
Imports,Bayonne,Espagne,sardines salées,barils,,,,
Imports,Grenoble,Italie,sardines salées,barils,,,,
Imports,Marseille,Espagne,sardines salées,barils,,,,
Imports,Marseille,Italie,sardines salées,barils,,,,
Imports,Montpellier,Espagne,sardines salées,barils,,,,
Imports,Rennes,Angleterre,sardines salées,barils,,,,
Exports,Rennes,Outre-mers,saucissons,barils,,,,
Exports,Rennes,Espagne,saumon,barils,,,,
Imports,Amiens,Angleterre,saumon,barils,,,,
Imports,La Rochelle,Angleterre,saumon,barils,,,,
Imports,La Rochelle,Nord,saumon,barils,,,,
Imports,Marseille,Angleterre,saumon,barils,,,,
Imports,Marseille,Espagne,saumon,barils,,,,
Imports,Marseille,Italie,saumon,barils,,,,
Imports,Montpellier,Angleterre,saumon,barils,barils,litres,158.98,Doursther page 60
Imports,Nantes,Angleterre,saumon,barils,,,,
Imports,Rennes,Nord,saumon,barils,,,,
Imports,Rennes,Outre-mers,saumon,barils,,,,
Imports,Rouen,Angleterre,saumon,barils,,,,
Imports,,Hollande,saumon fumé,barils,,,,
Imports,Rouen,Hollande,saumon fumé,barils,,,,
Exports,Bayonne,Espagne,saumon salé,barils,,,,
Exports,Bayonne,Outre-mers,saumon salé,barils,,,,
Exports,Bordeaux,,saumon salé,barils,,,,
Exports,Bordeaux,Outre-mers,saumon salé,barils,,,,
Exports,Châlons,Allemagne,saumon salé,barils,,,,
Exports,La Rochelle,Outre-mers,saumon salé,barils,,,,
Exports,Marseille,Italie,saumon salé,barils,,,,
Exports,Montpellier,Hollande,saumon salé,barils,,,,
Exports,Nantes,Outre-mers,saumon salé,barils,,,,
Exports,Rennes,Outre-mers,saumon salé,barils,,,,
Exports,Rouen,Espagne,saumon salé,barils,,,,
Exports,Rouen,Outre-mers,saumon salé,barils,,,,
Imports,,,saumon salé,barils,,,,
Imports,,Angleterre,saumon salé,barils,,,,
Imports,,Espagne,saumon salé,barils,,,,
Imports,,Hollande,saumon salé,barils,,,,
Imports,,[vide],saumon salé,barils,,,,
Imports,Amiens,Hollande,saumon salé,barils,,,,
Imports,Bayonne,Angleterre,saumon salé,barils,,,,
Imports,Bayonne,Hollande,saumon salé,barils,,,,
Imports,Bayonne,Portugal,saumon salé,barils,,,,
Imports,Bordeaux,Angleterre,saumon salé,barils,,,,
Imports,Bordeaux,Hollande,saumon salé,barils,,,,
Imports,Bordeaux,Nord,saumon salé,barils,,,,
Imports,Caen,Angleterre,saumon salé,barils,,,,
Imports,Caen,Hollande,saumon salé,barils,,,,
Imports,La Rochelle,Angleterre,saumon salé,barils,,,,
Imports,La Rochelle,Hollande,saumon salé,barils,,,,
Imports,La Rochelle,Nord,saumon salé,barils,,,,
Imports,La Rochelle,Outre-mers,saumon salé,barils,,,,
Imports,Marseille,Angleterre,saumon salé,barils,,,,
Imports,Marseille,Espagne,saumon salé,barils,,,,
Imports,Marseille,Hollande,saumon salé,barils,,,,
Imports,Marseille,Italie,saumon salé,barils,,,,
Imports,Marseille,Nord,saumon salé,barils,,,,
Imports,Montpellier,Hollande,saumon salé,barils,,,,
Imports,Nantes,Angleterre,saumon salé,barils,,,,
Imports,Nantes,Flandre et autres états de l'Empereur,saumon salé,barils,,,,
Imports,Nantes,Hollande,saumon salé,barils,,,,
Imports,Nantes,Nord,saumon salé,barils,,,,
Imports,Rennes,Angleterre,saumon salé,barils,,,,
Imports,Rennes,Hollande,saumon salé,barils,,,,
Imports,Rennes,Nord,saumon salé,barils,,,,
Imports,Rouen,Angleterre,saumon salé,barils,,,,
Imports,Rouen,Hollande,saumon salé,barils,,,,
Imports,Rouen,Nord,saumon salé,barils,,,,
Imports,Marseille,Italie,saumure,barils,,,,
Imports,Nantes,Allemagne,saumure,barils,,,,
Imports,Nantes,Angleterre,saumure,barils,,,,
Imports,Bordeaux,Angleterre,savine,barils,,,,Doute : savine = savon ??
Exports,Rouen,Colonies françaises,sel,barils,,,,
Exports,Rouen,Outre-mers,sel,barils,,,,
Imports,Marseille,Espagne,sel médicinal,barils,,,,
Exports,Rouen,Nord,serge,barils,,,,
Exports,Rouen,Nord,siamoise,barils,,,,
Imports,Rouen,Colonies françaises,sirop de limon,barils,,,,
Imports,Rouen,Outre-mers,sirop de limon,barils,,,,
Exports,Rennes,Angleterre,sirop de mélasse,barils,,,,
Exports,,Colonies françaises,sirop de vinaigre,barils,,,,
Exports,,Outre-mers,sirop de vinaigre,barils,,,,
Exports,Nantes,Outre-mers,sirop de vinaigre,barils,,,,
Imports,Rennes,Outre-mers,sirop des Indes,barils,,,,
Imports,Nantes,,soliveaux de sapin,barils,,,,
Imports,Nantes,Nord,soliveaux de sapin,barils,,,,
Imports,Rennes,Nord,soudes,barils,,,,
Imports,Rennes,Hollande,soudure,barils,,,,
Imports,Rennes,Hollande,soudure de cuivre,barils,,,,
Exports,Rennes,Outre-mers,soufre,barils,,,,
Imports,La Rochelle,Hollande,soufre en canons,barils,,,,
Imports,Rennes,Nord,stockfisch,barils,,,,
Imports,Rennes,Hollande,storax,barils,,,,
Imports,Rennes,Outre-mers,sucre brut,barils,,,,
Imports,Rennes,Hollande,sucre en pain,barils,,,,
Exports,Nantes,Nord,sucre terré,barils,,,,
Imports,Rennes,Outre-mers,sucre terré,barils,,,,
Exports,Nantes,Outre-mers,suif,barils,,,,
Exports,Rennes,Outre-mers,suif,barils,,,,
Exports,Rouen,Afrique,suif,barils,,,,
Exports,Rouen,Outre-mers,suif,barils,,,,
Imports,,Nord,suif,barils,,,,
Imports,La Rochelle,Angleterre,suif,barils,,,,
Imports,Rennes,Angleterre,suif,barils,,,,
Imports,Rennes,Nord,suif,barils,,,,
Exports,,Nord,tafia,barils,,,,
Exports,Bayonne,Hollande,tafia,barils,,,,
Exports,Nantes,Outre-mers,tafia,barils,,,,
Exports,Rouen,Afrique,tafia,barils,,,,
Exports,Rouen,Outre-mers,tafia,barils,,,,
Imports,Bayonne,Outre-mers,tafia,barils,,,,
Imports,Rennes,Hollande,teinture,barils,,,,
Imports,Rouen,Hollande,terc,barils,,,,
Imports,Bordeaux,Hollande,tetes de cabillaud,barils,,,,
Imports,La Rochelle,Espagne,thon,barils,,,,
Exports,Saint-Quentin,Flandre et autres états de l'Empereur,thon mariné,barils,,,,
Imports,Marseille,Italie,thon salé,barils,,,,
Exports,Marseille,Espagne,thonine,barils,,,,
Imports,Marseille,Italie,thonine,barils,,,,
Exports,Rouen,Colonies françaises,tripe d'huîtres,barils,,,,
Exports,Rouen,Outre-mers,tripe d'huîtres,barils,,,,
