product,orthographic,note,sourceFR,sourceFR_nbr,sourceBEL,sourceBEL_nbr,sourceSUND,sourceSUND_nbr,sourceNAVIGO,sourceNAVIGO_nbr,nbr_source,nbr_occurence_ttesources
///Drogues médicinales///Salsepareille,drogues médicinales salsepareille,,1,2,0,0,0,0,0,0,1,2
///Drogues Médicinales///Salsepareille,drogues médicinales salsepareille,,1,2,0,0,0,0,0,0,1,2
///Drogues médicinales///Séné,drogues médicinales séné,,1,3,0,0,0,0,0,0,1,3
///Drogues Médicinales///Séné,drogues médicinales séné,,1,4,0,0,0,0,0,0,1,4
///Drogues midicinales///Drogues réunies,drogues médicinales drogues réunies,,1,11,0,0,0,0,0,0,1,11
///Drogues midicinales///Jus de réglisse,drogues médicinales jus de réglisse,,1,3,0,0,0,0,0,0,1,3
///Drogues midicinales///Manne,drogues médicinales manne,,1,3,0,0,0,0,0,0,1,3
///Drogues midicinales///Quinquina,drogues médicinales quinquina,,1,2,0,0,0,0,0,0,1,2
///Drogues midicinales///Safran,drogues médicinales safran,,1,2,0,0,0,0,0,0,1,2
///Drogues midicinales///Salsepareille,drogues médicinales salsepareille,,1,2,0,0,0,0,0,0,1,2
///Drogues midicinales///Sené,drogues médicinales séné,,1,4,0,0,0,0,0,0,1,4
///Industrie Etrangère///Articles réunis,industrie étrangère articles réunis,,1,18,0,0,0,0,0,0,1,18
///Industrie étrangère///Articles réunis,industrie étrangère articles réunis,,1,36,0,0,0,0,0,0,1,36
///Industrie Etrangère///Bouchons de liège,industrie étrangère bouchons de liège,,1,1,0,0,0,0,0,0,1,1
///Industrie étrangère///Bouchons de liége,industrie étrangère bouchons de liège,,1,2,0,0,0,0,0,0,1,2
///Industrie étrangère///Cauris,industrie étrangère cauris,,1,1,0,0,0,0,0,0,1,1
///Industrie étrangère///Colle de toute sorte,industrie étrangère colle de toute sorte,,1,3,0,0,0,0,0,0,1,3
///Industrie Etrangère///Colles de toute sorte,industrie étrangère colle de toute sorte,,1,4,0,0,0,0,0,0,1,4
///Industrie étrangère///Colles de toute sorte,industrie étrangère colle de toute sorte,,1,9,0,0,0,0,0,0,1,9
///Industrie Etrangère///Faience et poterie,industrie étrangère faïence et poterie,,1,2,0,0,0,0,0,0,1,2
///Industrie étrangère///Faience et poterie,industrie étrangère faïence et poterie,,1,4,0,0,0,0,0,0,1,4
///Industrie Etrangère///Habillement et lingerie,industrie étrangère habillement et lingerie,,1,5,0,0,0,0,0,0,1,5
///Industrie étrangère///Habillement et lingerie,industrie étrangère habillement et lingerie,,1,12,0,0,0,0,0,0,1,12
///Industrie étrangère///Horlogerie,industrie étrangère horlogerie,,1,5,0,0,0,0,0,0,1,5
///Industrie Etrangère///Horlogeries,industrie étrangère horlogerie,,1,3,0,0,0,0,0,0,1,3
///Industrie Etrangère///Librairie,industrie étrangère librairie,,1,6,0,0,0,0,0,0,1,6
///Industrie étrangère///Librairie,industrie étrangère librairie,,1,16,0,0,0,0,0,0,1,16
///Industrie Etrangère///Marbres,industrie étrangère marbre,,1,3,0,0,0,0,0,0,1,3
///Industrie étrangère///Marbres,industrie étrangère marbre,,1,10,0,0,0,0,0,0,1,10
///Industrie Etrangère///Merceries,industrie étrangère mercerie,,1,8,0,0,0,0,0,0,1,8
///Industrie étrangère///Merceries,industrie étrangère mercerie,,1,18,0,0,0,0,0,0,1,18
///Industrie Etrangère///Meubles et miroirs,industrie étrangère meubles et miroirs,,1,4,0,0,0,0,0,0,1,4
///Industrie étrangère///Meubles et miroirs,industrie étrangère meubles et miroirs,,1,9,0,0,0,0,0,0,1,9
///Industrie Etrangère///Ouvrages de jonc,industrie étrangère ouvrages de jonc,,1,3,0,0,0,0,0,0,1,3
///Industrie étrangère///Ouvrages de jonc,industrie étrangère ouvrages de jonc,,1,14,0,0,0,0,0,0,1,14
///Industrie Etrangère///Ouvrages divers,industrie étrangère ouvrages divers,,1,11,0,0,0,0,0,0,1,11
///Industrie étrangère///Ouvrages divers,industrie étrangère ouvrages divers,,1,26,0,0,0,0,0,0,1,26
///Industrie Etrangère///Peaux et pelleteries,industrie étrangère peaux et pelleterie,,1,17,0,0,0,0,0,0,1,17
///Industrie étrangère///Peaux et pelleteries,industrie étrangère peaux et pelleterie,,1,35,0,0,0,0,0,0,1,35
///Industrie Etrangère///Plumes à écrire,industrie étrangère plumes à écrire,,1,4,0,0,0,0,0,0,1,4
///Industrie étrangère///Plumes à écrire,industrie étrangère plumes à écrire,,1,6,0,0,0,0,0,0,1,6
///Industrie Etrangère///Plumes d'autruche,industrie étrangère plumes d'autruche,,1,2,0,0,0,0,0,0,1,2
///Industrie étrangère///Plumes d'Autruche,industrie étrangère plumes d'autruche,,1,5,0,0,0,0,0,0,1,5
///Industrie Etrangère///Plumes de toute sorte,industrie étrangère plumes de toute sorte,,1,3,0,0,0,0,0,0,1,3
///Industrie étrangère///Plumes de toute sorte,industrie étrangère plumes de toute sorte,,1,20,0,0,0,0,0,0,1,20
"///Industrie étrangère///Porcelaine, faience et poterie",industrie étrangère porcelaine faïence et poterie,,1,12,0,0,0,0,0,0,1,12
///Industrie Etrangère///Quincailleries diverses,industrie étrangère quincaillerie diverse,,1,9,0,0,0,0,0,0,1,9
"///Industrie étrangère///Quincailleries diverses ; Faulx, faucilles, fil de laiton et limes...",industrie étrangère quincaillerie diverse faux faucilles fil de laiton et limes,,1,8,0,0,0,0,0,0,1,8
"///Industrie étrangère///Quincailleries diverses ; Faulx, faucilles,fil de laiton et limes ..",industrie étrangère quincaillerie diverse faux faucilles fil de laiton et limes,,1,12,0,0,0,0,0,0,1,12
///Industrie Etrangère///Savons,industrie étrangère savon,,1,3,0,0,0,0,0,0,1,3
///Industrie étrangère///Savons,industrie étrangère savon,,1,6,0,0,0,0,0,0,1,6
///Industrie Etrangère///Voitures,industrie étrangère voiture,,1,1,0,0,0,0,0,0,1,1
///Industrie étrangère///Voitures,industrie étrangère voiture,,1,2,0,0,0,0,0,0,1,2
///Industrie générale///Armes,industrie générale armes,,1,2,0,0,0,0,0,0,1,2
///Industrie générale///Articles d'industrie réunis,industrie générale articles d'industrie réunis,,1,35,0,0,0,0,0,0,1,35
///Industrie Générale///Articles d'industrie réunis,industrie générale articles d'industrie réunis,,1,21,0,0,0,0,0,0,1,21
///Industrie générale///Bijouterie,industrie générale bijouterie,,1,24,0,0,0,0,0,0,1,24
///Industrie Générale///Bijouterie,industrie générale bijouterie,,1,6,0,0,0,0,0,0,1,6
///Industrie générale///Bougie,industrie générale bougie,,1,1,0,0,0,0,0,0,1,1
///Industrie Générale///Bougie,industrie générale bougie,,1,1,0,0,0,0,0,0,1,1
///Industrie générale///Cauris,industrie générale cauris,,1,2,0,0,0,0,0,0,1,2
///Industrie Générale///Cauris,industrie générale cauris,,1,1,0,0,0,0,0,0,1,1
///Industrie générale///Chandelle,industrie générale chandelle,,1,1,0,0,0,0,0,0,1,1
///Industrie Générale///Chandelles,industrie générale chandelle,,1,1,0,0,0,0,0,0,1,1
///Industrie générale///Cordages,industrie générale cordage,,1,2,0,0,0,0,0,0,1,2
///Industrie Générale///Cordages,industrie générale cordage,,1,1,0,0,0,0,0,0,1,1
///Industrie générale///Dorures fines,industrie générale dorure fine,,1,17,0,0,0,0,0,0,1,17
///Industrie Générale///Dorures fines,industrie générale dorure fine,,1,6,0,0,0,0,0,0,1,6
///Industrie générale///Esprit de vin,industrie générale esprit-de-vin,,1,11,0,0,0,0,0,0,1,11
///Industrie Générale///Esprit de vin,industrie générale esprit-de-vin,,1,3,0,0,0,0,0,0,1,3
///Industrie générale///Faience et poterie,industrie générale faïence et poterie,,1,14,0,0,0,0,0,0,1,14
///Industrie Générale///Faience et poterie,industrie générale faïence et poterie,,1,5,0,0,0,0,0,0,1,5
///Industrie générale///Gants de peau,industrie générale gants de peau,,1,21,0,0,0,0,0,0,1,21
///Industrie Générale///Gants de peau,industrie générale gants de peau,,1,8,0,0,0,0,0,0,1,8
///Industrie générale///Habillemens et lingerie,industrie générale habillement et lingerie,,1,22,0,0,0,0,0,0,1,22
///Industrie Générale///Habillements et lingeries,industrie générale habillement et lingerie,,1,7,0,0,0,0,0,0,1,7
///Industrie générale///Horlogerie,industrie générale horlogerie,,1,15,0,0,0,0,0,0,1,15
///Industrie Générale///Horlogerie,industrie générale horlogerie,,1,6,0,0,0,0,0,0,1,6
///Industrie générale///Jeux de voiles,industrie générale jeux de voile,,1,2,0,0,0,0,0,0,1,2
///Industrie Générale///Jeux de voiles,industrie générale jeux de voile,,1,1,0,0,0,0,0,0,1,1
///Industrie générale///Librairie,industrie générale librairie,,1,31,0,0,0,0,0,0,1,31
///Industrie Générale///Librairie,industrie générale librairie,,1,14,0,0,0,0,0,0,1,14
///Industrie Générale///Marchandises des indes,industrie générale marchandises des Indes,,1,1,0,0,0,0,0,0,1,1
///Industrie générale///Merceries,industrie générale mercerie,,1,37,0,0,0,0,0,0,1,37
///Industrie Générale///Merceries,industrie générale mercerie,,1,17,0,0,0,0,0,0,1,17
///Industrie générale///Meubles et glaces,industrie générale meubles et glaces,,1,28,0,0,0,0,0,0,1,28
///Industrie Générale///Meubles et glaces,industrie générale meubles et glaces,,1,10,0,0,0,0,0,0,1,10
///Industrie Générale///Ouvrages de cruivre doré et argenté,industrie générale ouvrages de cuivre doré et argenté,,1,4,0,0,0,0,0,0,1,4
///Industrie générale///Ouvrages de cuir en cordonnerie et sellerie,industrie générale ouvrages de cuir en cordonnerie et sellerie,,1,9,0,0,0,0,0,0,1,9
///Industrie Générale///Ouvrages de cuir en cordonnerie et sellerie,industrie générale ouvrages de cuir en cordonnerie et sellerie,,1,2,0,0,0,0,0,0,1,2
///Industrie générale///Ouvrages de cuivre doré et argenté,industrie générale ouvrages de cuivre doré et argenté,,1,13,0,0,0,0,0,0,1,13
///Industrie générale///Ouvrages de modes et fleurs artificielles,industrie générale ouvrages de modes et fleurs artificielles,,1,24,0,0,0,0,0,0,1,24
///Industrie Générale///Ouvrages de modes et fleurs artificielles,industrie générale ouvrages de modes et fleurs artificielles,,1,8,0,0,0,0,0,0,1,8
///Industrie générale///Ouvrages de terre cuite,industrie générale ouvrages de terre cuite,,1,1,0,0,0,0,0,0,1,1
///Industrie générale///Ouvrages divers,industrie générale ouvrages divers,,1,22,0,0,0,0,0,0,1,22
///Industrie Générale///Ouvrages divers en bois et futailles vuides,industrie générale ouvrages divers en bois et futailles vides,,1,5,0,0,0,0,0,0,1,5
///Industrie Générale///Ouvrages en terre cuite,industrie générale ouvrages en terre cuite,,1,1,0,0,0,0,0,0,1,1
///Industrie générale///Papier pour tenture,industrie générale papier pour tenture,,1,6,0,0,0,0,0,0,1,6
///Industrie générale///Papiers à écrire,industrie générale papier à écrire,,1,36,0,0,0,0,0,0,1,36
///Industrie Générale///Papiers à écrire,industrie générale papier à écrire,,1,15,0,0,0,0,0,0,1,15
///Industrie générale///Papiers pour tenture,industrie générale papier pour tenture,,1,14,0,0,0,0,0,0,1,14
///Industrie Générale///Papiers pour tenture,industrie générale papier pour tenture,,1,8,0,0,0,0,0,0,1,8
///Industrie Générale///Parasols,industrie générale parasols,,1,1,0,0,0,0,0,0,1,1
///Industrie générale///Parfumerie,industrie générale parfumerie,,1,21,0,0,0,0,0,0,1,21
///Industrie Générale///Parfumerie,industrie générale parfumerie,,1,15,0,0,0,0,0,0,1,15
///Industrie générale///Passementerie,industrie générale passementerie,,1,6,0,0,0,0,0,0,1,6
///Industrie Générale///Passementerie,industrie générale passementerie,,1,2,0,0,0,0,0,0,1,2
///Industrie générale///Peaux et pelleteries,industrie générale peaux et pelleterie,,1,28,0,0,0,0,0,0,1,28
///Industrie Générale///Peaux et pelleteries,industrie générale peaux et pelleterie,,1,12,0,0,0,0,0,0,1,12
///Industrie générale///Porcelaine,industrie générale porcelaine,,1,13,0,0,0,0,0,0,1,13
///Industrie Générale///Porcelaine,industrie générale porcelaine,,1,7,0,0,0,0,0,0,1,7
///Industrie générale///Poudre à tirer,industrie générale poudre à tirer,,1,1,0,0,0,0,0,0,1,1
///Industrie Générale///Poudre à tirer,industrie générale poudre à tirer,,1,2,0,0,0,0,0,0,1,2
///Industrie générale///Quincaillerie,industrie générale quincaillerie,,1,26,0,0,0,0,0,0,1,26
///Industrie Générale///Quincaillerie,industrie générale quincaillerie,,1,14,0,0,0,0,0,0,1,14
///Industrie générale///Savons,industrie générale savon,,1,30,0,0,0,0,0,0,1,30
///Industrie Générale///Savons,industrie générale savon,,1,14,0,0,0,0,0,0,1,14
///Industrie générale///Tableaux et estampes,industrie générale tableaux et estampes,,1,12,0,0,0,0,0,0,1,12
///Industrie Générale///Tableaux et Estampes,industrie générale tableaux et estampes,,1,5,0,0,0,0,0,0,1,5
///Industrie générale///Verrerie,industrie générale verrerie,,1,19,0,0,0,0,0,0,1,19
///Industrie Générale///Verrerie,industrie générale verrerie,,1,12,0,0,0,0,0,0,1,12
///Matière d'Or et d'argent///Monnaies au type étranger,matières d'or et d'argent monnaies au type étranger,,1,6,0,0,0,0,0,0,1,6
///Matière d'Or et d'argent///Orfévrerie,matières d'or et d'argent orfévrerie,,1,16,0,0,0,0,0,0,1,16
///Matières d'Or et d'argent///Argenterie et orfévrerie,matières d'or et d'argent argenterie et orfévrerie,,1,4,0,0,0,0,0,0,1,4
///Matières d'Or et d'argent///Argenteries et orfévrerie,matières d'or et d'argent argenterie et orfévrerie,,1,5,0,0,0,0,0,0,1,5
///Matieres d'Or et d'argent///Monnaies au type étranger,matières d'or et d'argent monnaies au type étranger,,1,1,0,0,0,0,0,0,1,1
"///Matières d'Or et d'argent///Monnaies étrangères , ou lingots",matières d'or et d'argent monnaies étrangères ou lingots,,1,10,0,0,0,0,0,0,1,10
///Matières d'or et d'argent///Monnaies étrangères et lingots,matières d'or et d'argent monnaies étrangères et lingots,,1,3,0,0,0,0,0,0,1,3
///Matières d'Or et d'argent///Monnaies étrangères ou lingots,matières d'or et d'argent monnaies étrangères ou lingots,,1,4,0,0,0,0,0,0,1,4
///Matieres d'Or et d'argent///Orfévrerie,matières d'or et d'argent orfévrerie,,1,7,0,0,0,0,0,0,1,7
///Matières d'or et d'argent///Orfévrerie,matières d'or et d'argent orfévrerie,,1,11,0,0,0,0,0,0,1,11
///Métaux///Argent vif,métal argent vif,,1,7,0,0,0,0,0,0,1,7
///Métaux///Articles réunis,métal articles réunis,,1,4,0,0,0,0,0,0,1,4
///Métaux///Autres métaux,métal autre métal,,1,29,0,0,0,0,0,0,1,29
///Métaux///Cuivre,métal cuivre,,1,28,0,0,0,0,0,0,1,28
"///Métaux///Cuivre, bronze et laiton",métal cuivre bronze et laiton,,1,15,0,0,0,0,0,0,1,15
"///Métaux///Cuivre, bronze et Laiton",métal cuivre bronze et laiton,,1,10,0,0,0,0,0,0,1,10
"///Métaux///Cuivre,bronze et laiton",métal cuivre bronze et laiton,,1,9,0,0,0,0,0,0,1,9
///Métaux///Etain,métal étain,,1,12,0,0,0,0,0,0,1,12
///Métaux///Fer blanc,métal fer-blanc,,1,6,0,0,0,0,0,0,1,6
///Métaux///Fer-blanc,métal fer-blanc,,1,9,0,0,0,0,0,0,1,9
///Métaux///Fers,métal fer,,1,37,0,0,0,0,0,0,1,37
///Métaux///Fers blanc,métal fer-blanc,,1,3,0,0,0,0,0,0,1,3
///Métaux///Fers et aciers,métal fer et acier,,1,42,0,0,0,0,0,0,1,42
///Métaux///plomb,métal plomb,,1,8,0,0,0,0,0,0,1,8
///Métaux///Plomb,métal plomb,,1,18,0,0,0,0,0,0,1,18
///Objets manufacturés///Armes,objets manufacturés armes,,1,1,0,0,0,0,0,0,1,1
///Objets manufacturés///Articles réunis,objets manufacturés articles réunis,,1,21,0,0,0,0,0,0,1,21
"///Objets manufacturés///Bonneterie en fil , coton et laine",objets manufacturés bonneterie en fil coton et laine,,1,11,0,0,0,0,0,0,1,11
"///Objets manufacturés///Bonneterie en fil, coton et laine",objets manufacturés bonneterie en fil coton et laine,,1,4,0,0,0,0,0,0,1,4
///Objets manufacturés///Bonneterie ordinaire en coton et laine,objets manufacturés bonneterie ordinaire en coton et laine,,1,5,0,0,0,0,0,0,1,5
///Objets manufacturés///Bonneteries de soie,objets manufacturés bonneterie de soie,,1,48,0,0,0,0,0,0,1,48
///Objets manufacturés///Bonneteries diverses,objets manufacturés bonneterie diverse,,1,36,0,0,0,0,0,0,1,36
///Objets manufacturés///chapellerie,objets manufacturés chapellerie,,1,1,0,0,0,0,0,0,1,1
///Objets manufacturés///Chapellerie,objets manufacturés chapellerie,,1,44,0,0,0,0,0,0,1,44
///Objets manufacturés///Dentelles,objets manufacturés dentelle,,1,40,0,0,0,0,0,0,1,40
///Objets manufacturés///Dentelles de fil,objets manufacturés dentelle de fil,,1,8,0,0,0,0,0,0,1,8
///Objets manufacturés///Draperies,objets manufacturés draperie,,1,69,0,0,0,0,0,0,1,69
///Objets manufacturés///Etoffe mélangées de ces matieres,objets manufacturés étoffe mélangée de ces matières,,1,13,0,0,0,0,0,0,1,13
///Objets manufacturés///Etoffe riches,objets manufacturés étoffe riche,,1,15,0,0,0,0,0,0,1,15
///Objets manufacturés///Etoffes de coton,objets manufacturés étoffe de coton,,1,26,0,0,0,0,0,0,1,26
///Objets manufacturés///Etoffes de laine,objets manufacturés étoffe de laine,,1,32,0,0,0,0,0,0,1,32
///Objets manufacturés///Etoffes de laine et de poil,objets manufacturés étoffe de laine et de poil,,1,17,0,0,0,0,0,0,1,17
///Objets manufacturés///Etoffes de soie,objets manufacturés étoffe de soie,,1,57,0,0,0,0,0,0,1,57
///Objets manufacturés///Etoffes diverses,objets manufacturés étoffe diverse,,1,34,0,0,0,0,0,0,1,34
///Objets manufacturés///Etoffes en coton et en laine,objets manufacturés étoffe en coton et en laine,,1,16,0,0,0,0,0,0,1,16
///Objets manufacturés///Etoffes mélangées de ces matières,objets manufacturés étoffe mélangée de ces matières,,1,20,0,0,0,0,0,0,1,20
///Objets manufacturés///Etoffes riches,objets manufacturés étoffe riche,,1,16,0,0,0,0,0,0,1,16
"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",objets manufacturés gaze crêpe et mouchoirs de soie,,1,39,0,0,0,0,0,0,1,39
"///Objets manufacturés///Gazes, crêpes et mouchoirs de soie",objets manufacturés gaze crêpe et mouchoirs de soie,,1,19,0,0,0,0,0,0,1,19
///Objets manufacturés///Mouchoirs divers en fil et coton,objets manufacturés mouchoirs divers en fil et coton,,1,28,0,0,0,0,0,0,1,28
///Objets manufacturés///Mouchoirs divers et des Indes,objets manufacturés mouchoirs divers et des Indes,,1,17,0,0,0,0,0,0,1,17
///Objets manufacturés///Mousselines,objets manufacturés mousseline,,1,24,0,0,0,0,0,0,1,24
///Objets manufacturés///Objets manufacturés réunis,objets manufacturés objets manufacturés réunis,,1,27,0,0,0,0,0,0,1,27
///Objets manufacturés///Rubannerie de soie,objets manufacturés rubannerie de soie,,1,39,0,0,0,0,0,0,1,39
///Objets manufacturés///Rubannerie ordinaire,objets manufacturés rubannerie ordinaire,,1,16,0,0,0,0,0,0,1,16
///Objets manufacturés///Rubanneries diverses,objets manufacturés rubannerie diverse,,1,3,0,0,0,0,0,0,1,3
"///Objets manufacturés///Soierie en étoffe, mouchoirs, gazes et rubans",objets manufacturés soierie en étoffe mouchoirs gaze et ruban,,1,12,0,0,0,0,0,0,1,12
"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans",objets manufacturés soierie en étoffe mouchoirs gaze et ruban,,1,15,0,0,0,0,0,0,1,15
"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans",objets manufacturés soierie en étoffe mouchoirs gaze et ruban,,1,13,0,0,0,0,0,0,1,13
///Objets manufacturés///Toile de coton,objets manufacturés toile de coton,,1,12,0,0,0,0,0,0,1,12
///Objets manufacturés///Toile de fil et coton,objets manufacturés toile de fil et coton,,1,11,0,0,0,0,0,0,1,11
///Objets manufacturés///Toiles de coton,objets manufacturés toile de coton,,1,29,0,0,0,0,0,0,1,29
