goods_simpl_classification,nbr_occurences_simpl,ulrich_classification,obsolete,nbr_occurences_ulrich
instruments,107,out,non,483657
instruments d'arts libéraux,7,out,non,483657
instruments d'astronomie,5,out,non,483657
instruments d'optiques,11,out,non,483657
instruments d'optiques et ouvrages ditto,1,out,non,483657
instruments d'orfèvrerie,1,out,non,483657
instruments de b??? mêlés,1,out,non,483657
instruments de chimie,3,out,non,483657
instruments de chirurgie,23,out,non,483657
instruments de jardinage,1,out,non,483657
instruments de marine,14,out,non,483657
instruments de mathématique,38,out,non,483657
instruments de mathématique et de musique,9,out,non,483657
instruments de mathématique et instruments de chirurgie,2,out,non,483657
instruments de mécanique,3,out,non,483657
instruments de mer,2,out,non,483657
instruments de musique,415,out,non,483657
instruments de musique ???,1,out,non,483657
instruments de musique et autres,11,out,non,483657
instruments de navigation,2,out,non,483657
instruments de physique,22,out,non,483657
instruments de pilotage,4,out,non,483657
instruments épinettes,1,out,non,483657
instruments machine et mécanique,3,out,non,483657
instruments machine et mécanique propres aux arts et aux sciences,11,out,non,483657
instruments pour la pêche,10,out,non,483657
instruments pour les arts et les sciences,180,out,non,483657
instruments propres aux arts libéraux,6,out,non,483657
instruments propres aux science,2,out,non,483657
ipécacuanha,297,out,non,483657
iranis,1,out,non,483657
iris,177,out,non,483657
iris de citron,1,out,non,483657
iris de Florence,54,out,non,483657
irtaine,1,out,non,483657
isaris d'auf,1,out,non,483657
isatis,5,out,non,483657
issarions de palmes,4,out,non,483657
istarions d'espars,1,out,non,483657
ita à planter,1,out,non,483657
Itaine de laine,1,out,non,483657
ivies,1,out,non,483657
ivoire,41,out,non,483657
ivoire brûlé,1,out,non,483657
ivoire brut,1,out,non,483657
ivoire de Dieppe,1,out,non,483657
ivoire dent d'éléphant,20,out,non,483657
ivoire dent d'éléphant d'hippopotame et autres,2,out,non,483657
ivoire en morceaux,2,out,non,483657
ivoire noir,1,out,non,483657
ivoire ou morphil,1,out,non,483657
jaillet,1,out,non,483657
jais,139,out,non,483657
jais brut,1,out,non,483657
jais de chêne,1,out,non,483657
jais ou ouvrages de jais,1,out,non,483657
jalap,441,out,non,483657
jamard,2,out,non,483657
jamavar,20,out,non,483657
jambon,1268,out,non,483657
jambon de Bayonne,11,out,non,483657
jambon de Mayence,5,out,non,483657
jambon du pays,1,out,non,483657
jambon et lard,1,out,non,483657
jambon et lard salé,1,out,non,483657
jambon et saucisson,1,out,non,483657
jambon fumé,27,out,non,483657
jambon lard et saucissons,1,out,non,483657
jambon non fumé,2,out,non,483657
jambon pour l'entrepôt de la Compagnie,1,out,non,483657
jambon salé,88,out,non,483657
jambons,7,out,non,483657
jantes,1,out,non,483657
jantes et rais,1,out,non,483657
jardinage divers,1,out,non,483657
jardinage jasmin,2,out,non,483657
jarres,155,out,non,483657
jarres de terre,25,out,non,483657
jarres vides,1,out,non,483657
jarretières,3,out,non,483657
jarretières d'argent,4,out,non,483657
jarretières d'argent et d'or,1,out,non,483657
jarretières d'argent et d'or et de soie,1,out,non,483657
jarretières de fil,3,out,non,483657
jarretières de filoselle,2,out,non,483657
jarretières de fleuret,12,out,non,483657
jarretières de laine,10,out,non,483657
jarretières de soie,20,out,non,483657
jarretières et ruban de laine,1,out,non,483657
jarretières et tresse de laine,1,out,non,483657
jas,1,out,non,483657
jaspe,3,out,non,483657
jatape,1,out,non,483657
jattes de bois,3,out,non,483657
jaune commun,1,out,non,483657
jaune de Cassel,1,out,non,483657
jaune de chrome,2,out,non,483657
jaune de Naples,86,out,non,483657
jaune doré,1,out,non,483657
jaune gros,1,out,non,483657
jaune paille,2,out,non,483657
jaune royal,1,out,non,483657
jeanne,1,out,non,483657
jeanne gros,1,out,non,483657
jet de bière,1,out,non,483657
jet et lie de bière,1,out,non,483657
jetons d'argent,1,out,non,483657
jetons de cuivre,1,out,non,483657
jets de canettes,2,out,non,483657
jets de cannes,3,out,non,483657
jets de cannes à poignée d'ambre,1,out,non,483657
jets de grès,1,out,non,483657
jets de terre,1,out,non,483657
jets de voile,43,out,non,483657
jeux d'échecs,1,out,non,483657
jeux d'écrevisse,1,out,non,483657
jeux d'orgues,1,out,non,483657
jeux de camagnolle,1,out,non,483657
jeux de moulins,19,out,non,483657
jeux de moulins à sucre,6,out,non,483657
jeux de voile,57,out,non,483657
joaillerie,1,out,non,483657
jolités de cristal garnis de cuivre,1,out,non,483657
jolités en pinsbeck,1,out,non,483657
jolités mêlées,1,out,non,483657
joncs,73,out,non,483657
joncs à faire des cannes,4,out,non,483657
joncs à joncher les volailles,2,out,non,483657
joncs communs,1,out,non,483657
joncs de cannes,1,out,non,483657
joncs des Indes,1,out,non,483657
joncs en blocs,1,out,non,483657
joncs en herbe,1,out,non,483657
joncs entés,17,out,non,483657
joncs et roseaux,32,out,non,483657
joncs et roseaux des jardins,2,out,non,483657
joncs et roseaux des marais d'Europe Presle et Sparte brut,2,out,non,483657
joncs et roseaux exotiques bambous et joncs forts à cannes,2,out,non,483657
joncs et roseaux exotiques rotins de petit calibre,3,out,non,483657
joncs odorants,2,out,non,483657
joncs ou auf,2,out,non,483657
joncs pour cannes,1,out,non,483657
joncs pour cannes et bambou et rotin,19,out,non,483657
joncs pour cannes et bambou et ruban,8,out,non,483657
joncs pour chaises,4,out,non,483657
joncs pour couvrir,1,out,non,483657
joncs pour couvrir bottes,1,out,non,483657
joncs pour couvrir toits,1,out,non,483657
joncs pour faire ???,2,out,non,483657
joncs pour faire chaises,33,out,non,483657
joncs pour faire des vertugadins,1,out,non,483657
joncs pour faire les chaises des Indes,1,out,non,483657
joncs pour faire voile,1,out,non,483657
joncs pour joncher les volailles,1,out,non,483657
joncs pour joncher voiles,2,out,non,483657
joncs pour voile,25,out,non,483657
joncs rotin,3,out,non,483657
joncs Sparte brut et autres communs,1,out,non,483657
joncs travaillés et paille travaillée,1,out,non,483657
joncs vernis,1,out,non,483657
jonquine,14,out,non,483657
Joséphine de laine et de soie,1,out,non,483657
jouets,6,out,non,483657
jouets d'enfance,1,out,non,483657
jouets d'enfant,11,out,non,483657
jougs de bœuf,5,out,non,483657
joujoux d'enfants,9,out,non,483657
juifs qui payent le droit corporel à la sortie,1,out,non,483657
jujubes,94,out,non,483657
julaux,1,out,non,483657
julienne,2,out,non,483657
juments,38,out,non,483657
juments de somme,3,out,non,483657
juments et poulains,8,out,non,483657
juments ou mulets,1,out,non,483657
jupes,3,out,non,483657
jupes de basin brodée en soie,1,out,non,483657
jupes de callemande,1,out,non,483657
jupes de coton,1,cotton goods,non,14779
jupes de laine et de soie,1,out,non,483657
jupes de molleton,2,out,non,483657
jupes de satin brodée,1,out,non,483657
jupes de toile peinte,5,out,non,483657
jupes et tabliers de toile peinte,1,out,non,483657
jupes peintes,1,out,non,483657
jupes piquées,1,out,non,483657
jupons,24,out,non,483657
jupons brodés,2,out,non,483657
jupons de basin brodés,1,out,non,483657
jupons de Pékin brodé en soie or et argent,1,out,non,483657
jupons de satin,1,out,non,483657
jupons de taffetas,3,out,non,483657
jupons de toile,1,out,non,483657
jupons de toile peinte,2,out,non,483657
jupons peints,1,out,non,483657
jupons piqués,5,out,non,483657
jus,2,out,non,483657
jus d'orange,2,out,non,483657
jus de cerise,1,out,non,483657
jus de citrate calcaire,1,out,non,483657
jus de citron,393,out,non,483657
jus de citron et de limon,9,out,non,483657
jus de citron et de limonade,2,out,non,483657
jus de Florence,1,out,non,483657
jus de griotte,1,out,non,483657
jus de limon,26,out,non,483657
jus de réglisse,807,out,non,483657
jus et sirop de cerise et de grenade,1,out,non,483657
jus et sirop de cerise et de grenade avec nourritures,1,out,non,483657
kalmouk,1,out,non,483657
kichorchais,8,out,non,483657
kicoutis,2,out,non,483657
killis,1,out,non,483657
kirschwasser,3,out,non,483657
korola des Indes,2,out,non,483657
labdanum,3,out,non,483657
lac commun,1,out,non,483657
lacets,6,out,non,483657
lacets d'argent et de soie,1,out,non,483657
lacets de fil,30,out,non,483657
lacets de filoselle,14,out,non,483657
lacets de filoselle et de soie,1,out,non,483657
lacets de fleuret,19,out,non,483657
lacets de laine,2,out,non,483657
lacets de peau,3,out,non,483657
lacets de soie,21,out,non,483657
lackière,1,out,non,483657
lacoris,1,out,non,483657
ladanum,1,out,non,483657
lagias,12,out,non,483657
laimes,1,out,non,483657
laimois,1,out,non,483657
lain,1,out,non,483657
lainage couvertures,53,out,non,483657
laine,821,out,non,483657
laine à broder,19,out,non,483657
laine à laver,1,out,non,483657
laine à lisières,2,out,non,483657
laine à matelas,3,out,non,483657
laine à tapis fine,1,out,non,483657
laine à tapisserie,111,out,non,483657
laine à tricoter,1,out,non,483657
laine apprêtée pour perruques,1,out,non,483657
laine bâtarde,4,out,non,483657
laine blanche,3,out,non,483657
laine blanche et fine et filée et teinte,13,out,non,483657
laine blanche non filée,1,out,non,483657
laine bourre et déchets de laine,2,out,non,483657
laine brute,36,out,non,483657
laine brute fine,6,out,non,483657
laine brute surfine,5,out,non,483657
laine cardée,4,out,non,483657
laine chevron,8,out,non,483657
laine commune,119,out,non,483657
laine commune brute,6,out,non,483657
laine commune d'Espagne,2,out,non,483657
laine commune épurée,1,out,non,483657
laine commune et lavée et en suint,8,out,non,483657
laine commune lavée à chaud,4,out,non,483657
laine commune lavée à froid,6,out,non,483657
laine commune sans distinction,1,out,non,483657
laine crottelins,1,out,non,483657
laine crue,2,out,non,483657
laine d'agnelin,81,out,non,483657
laine d'agnelin en suint,2,out,non,483657
laine d'Allemagne,82,out,non,483657
laine d'alpaca,2,out,non,483657
laine d'Angleterre,2,out,non,483657
laine d'Ardenny,2,out,non,483657
laine d'Arles,1,out,non,483657
laine d'Arménie,1,out,non,483657
laine d'Autriche,30,out,non,483657
laine d'Écosse,1,out,non,483657
laine d'écrue,5,out,non,483657
laine d'Espagne,519,out,non,483657
laine d'Espagne fine,2,out,non,483657
laine d'Espagne fine par Rouen et Marseille,1,out,non,483657
laine d'Espagne grossière,1,out,non,483657
laine d'Espagne lavée,1,out,non,483657
laine d'Espagne non filée,2,out,non,483657
laine d'Estrémadure lavée,1,out,non,483657
laine d'Italie,14,out,non,483657
laine de ???,1,out,non,483657
laine de Barbarie,11,out,non,483657
laine de Bayonne,1,out,non,483657
laine de Bologne,3,out,non,483657
laine de Brême,1,out,non,483657
laine de Carmenie,30,out,non,483657
laine de chamois,1,out,non,483657
laine de chèvre,9,out,non,483657
laine de chevron,354,out,non,483657
laine de chevrons et poil de chameau,43,out,non,483657
laine de chevrons et poil de chameau et vigogne,18,out,non,483657
laine de chevrons et poil de lapin,5,out,non,483657
laine de chevrons non filée,1,out,non,483657
laine de Constantinople,2,out,non,483657
laine de farumie,2,out,non,483657
laine de fer,1,out,non,483657
laine de fil,1,out,non,483657
laine de France,1,out,non,483657
laine de Hollande,7,out,non,483657
laine de Moscou,1,out,non,483657
laine de pelade,1,out,non,483657
laine de Perse,10,out,non,483657
laine de Pologne,19,out,non,483657
laine de Pologne et autre laine étrangère,1,out,non,483657
laine de Poméranie,1,out,non,483657
laine de Prusse,1,out,non,483657
laine de Smyrne,1,out,non,483657
laine de Suède,1,out,non,483657
laine de surge,2,out,non,483657
laine de tan,1,out,non,483657
laine de vigogne,128,out,non,483657
laine demi lavée,14,out,non,483657
laine du Béarn,19,out,non,483657
laine du Brabant,1,out,non,483657
laine du Danemark,7,out,non,483657
laine du Levant,20,out,non,483657
laine du Nord,15,out,non,483657
laine du pays,8,out,non,483657
laine du Portugal,38,out,non,483657
laine écrue,1,out,non,483657
laine écrue lavée,1,out,non,483657
laine en ???,2,out,non,483657
laine en côtes,6,out,non,483657
laine en crin,2,out,non,483657
laine en flotte,1,out,non,483657
laine en lain,2,out,non,483657
laine en masses,4,out,non,483657
laine en peluches,18,out,non,483657
laine en poil de chameau,8,out,non,483657
laine en rames,37,out,non,483657
laine en Renne,1,out,non,483657
laine en suint,97,out,non,483657
laine en toison,35,out,non,483657
laine épurée surfine,1,out,non,483657
laine et filoselle,1,out,non,483657
laine fine,34,out,non,483657
laine fine de Rome,1,out,non,483657
laine fine en rames,2,out,non,483657
laine fine en suint,1,out,non,483657
laine fine épurée,1,out,non,483657
laine fine et de chevron,9,out,non,483657
laine fine lavée,1,out,non,483657
laine fine lavée à chaud,4,out,non,483657
laine fine lavée à froid,6,out,non,483657
laine fine mérinos en suint,10,out,non,483657
laine fine mérinos lavée,14,out,non,483657
laine grasse,8,out,non,483657
laine grasse de Barbarie,1,out,non,483657
laine grasse ou en suin,2,out,non,483657
laine gromures,1,out,non,483657
laine grosse,32,out,non,483657
laine l'ance,1,out,non,483657
laine lavée,639,out,non,483657
laine lavée à chaud surfine,4,out,non,483657
laine lavée à froid surfine,4,out,non,483657
laine lavée mérinos et métis,1,out,non,483657
laine lavée pelade,1,out,non,483657
laine lavée surge,1,out,non,483657
laine mêlée,1,out,non,483657
laine menue,3,out,non,483657
laine mérinos en suint,6,out,non,483657
laine mérinos et lavée et en suint,17,out,non,483657
laine mérinos lavée,23,out,non,483657
laine non filée,43,out,non,483657
laine non filée lavée,5,out,non,483657
laine non peignée,1,out,non,483657
laine ordinaire,69,out,non,483657
laine ordinaire en masse,16,out,non,483657
laine panorme,1,out,non,483657
laine par Abbeville,1,out,non,483657
laine par Cherbourg et Granville et Morlaix,1,out,non,483657
laine par Marseille,1,out,non,483657
laine peignée,159,out,non,483657
laine peignée et filée,1,out,non,483657
laine pelade,129,out,non,483657
laine pelade et serge,1,out,non,483657
laine pelleterie,1,out,non,483657
laine peluches ???,2,out,non,483657
laine petite,1,out,non,483657
laine place,2,out,non,483657
laine pour chapeliers,1,out,non,483657
laine pour navire de Hollande avec certificats de consul,1,out,non,483657
laine pour tapisserie,2,out,non,483657
laine rousse,3,out,non,483657
laine suin,1,out,non,483657
laine tannée,1,out,non,483657
laine teinte,18,out,non,483657
laine toison,3,out,non,483657
laine tressée,1,out,non,483657
laine vivante,1,out,non,483657
lainerie,1,out,non,483657
lait battu,1,out,non,483657
lait de Virginie,1,out,non,483657
lait doux,1,out,non,483657
laiton,99,out,non,483657
laiton battu ou coulé ou laminé,2,out,non,483657
laiton battu ou laminé,5,out,non,483657
laiton braisé,5,out,non,483657
laiton brun,3,out,non,483657
laiton brut,4,out,non,483657
laiton coulé en barres ou plaques,1,out,non,483657
laiton coulé en barres ou plaques régulières,1,out,non,483657
laiton coulé en masses brutes,3,out,non,483657
laiton cuivré,2,out,non,483657
laiton en barres ou plaques régulières,2,out,non,483657
laiton en feuilles,65,out,non,483657
laiton en masses brutes,3,out,non,483657
laiton en planches pour les fabriques,1,out,non,483657
laiton en rouleau,1,out,non,483657
laiton et cuivre,1,out,non,483657
laiton gratté,44,out,non,483657
laiton gravé,2,out,non,483657
laiton gravé ou gratté,2,out,non,483657
