goods_simpl_classification,nbr_occurences_simpl,ulrich_classification,obsolete,nbr_occurences_ulrich
masques de cire,1,out,non,488241
masques de Venise,23,out,non,488241
masques fins,3,out,non,488241
massepain,3,out,non,488241
masses,2,out,non,488241
masses de bois,1,out,non,488241
masses de coton,16,raw cotton,non,2382
masses de cuivre,1,out,non,488241
masses de cuivre rouge pour être raffiné,1,out,non,488241
masses de fer,9,out,non,488241
masses de lin,23,out,non,488241
masses de mail,3,out,non,488241
massicot,46,out,non,488241
massicot citron,1,out,non,488241
massicot fond d'or,1,out,non,488241
massicot jonquille,1,out,non,488241
massie,1,out,non,488241
massis,2,out,non,488241
massy,1,out,non,488241
mastaquy,1,out,non,488241
mastic,122,out,non,488241
mastic en larmes,9,out,non,488241
mastie,1,out,non,488241
mastrre,1,out,non,488241
masulipatan,5,cotton goods,non,14762
mateaux,1,out,non,488241
matelas,63,out,non,488241
matelas de coton,1,cotton goods,non,14762
matelas de crin,3,out,non,488241
matelas de crin et de noppes,1,out,non,488241
matelas de laine,70,out,non,488241
matelas de lit,1,out,non,488241
matelas de toile de coton et de fil,1,cotton goods,non,14762
matelas vieux,1,out,non,488241
mâtereaux,232,out,non,488241
mâtereaux à barques,1,out,non,488241
mâtereaux communs de 30 pieds,1,out,non,488241
mâtereaux d'acajou de 7 à 8 pieds,1,out,non,488241
mâtereaux de 11 à 13 palmes,1,out,non,488241
mâtereaux de 12 palmes,1,out,non,488241
mâtereaux de 12 pieds,1,out,non,488241
mâtereaux de 14 palmes,1,out,non,488241
mâtereaux de 14 pieds,1,out,non,488241
mâtereaux de 15 à 20 pieds,1,out,non,488241
mâtereaux de 16 à 18 pieds,1,out,non,488241
mâtereaux de 16 pieds,1,out,non,488241
mâtereaux de 18 à 19 pieds,1,out,non,488241
mâtereaux de 19 pieds,1,out,non,488241
mâtereaux de 20 à 22 pieds,1,out,non,488241
mâtereaux de 20 à 24 pieds,1,out,non,488241
mâtereaux de 20 pieds,2,out,non,488241
mâtereaux de 22 à 26 pieds,1,out,non,488241
mâtereaux de 22 pieds,2,out,non,488241
mâtereaux de 24,1,out,non,488241
mâtereaux de 24 pieds 6 pouces,1,out,non,488241
mâtereaux de 25 à 28 pieds,1,out,non,488241
mâtereaux de 25 à 30 pieds,9,out,non,488241
mâtereaux de 25 à 40 centimètres,1,out,non,488241
mâtereaux de 25 centimètres à 40,2,out,non,488241
mâtereaux de 25 centimètres inclusivement à 40 exclusivement,5,out,non,488241
mâtereaux de 25 pieds,4,out,non,488241
mâtereaux de 26 à 28 pieds,1,out,non,488241
mâtereaux de 26 à 30 pieds,1,out,non,488241
mâtereaux de 27 pieds,1,out,non,488241
mâtereaux de 28 à 30 pieds,1,out,non,488241
mâtereaux de 28 pieds,1,out,non,488241
mâtereaux de 30 à 32 pieds,2,out,non,488241
mâtereaux de 30 à 34 pieds,1,out,non,488241
mâtereaux de 30 à 35 pieds,1,out,non,488241
mâtereaux de 30 à 36 pieds,3,out,non,488241
mâtereaux de 30 à 40 pieds,2,out,non,488241
mâtereaux de 30 pieds,5,out,non,488241
mâtereaux de 32 à 33 pieds,1,out,non,488241
mâtereaux de 32 à 34 pieds,1,out,non,488241
mâtereaux de 32 pieds,2,out,non,488241
mâtereaux de 33 pieds,2,out,non,488241
mâtereaux de 34 à 36 pieds,1,out,non,488241
mâtereaux de 34 pieds,1,out,non,488241
mâtereaux de 35 à 37 pieds,1,out,non,488241
mâtereaux de 35 à 40 pieds,1,out,non,488241
mâtereaux de 35 à 45 pieds,1,out,non,488241
mâtereaux de 35 pieds,4,out,non,488241
mâtereaux de 36 à 38 pieds,2,out,non,488241
mâtereaux de 36 à 45 pieds,1,out,non,488241
mâtereaux de 36 pieds,4,out,non,488241
mâtereaux de 36 pieds 9 pouces,1,out,non,488241
mâtereaux de 37 à 38 pieds,1,out,non,488241
mâtereaux de 38 pieds,3,out,non,488241
mâtereaux de 40 à 44 pieds,1,out,non,488241
mâtereaux de 40 à 45 pieds,2,out,non,488241
mâtereaux de 40 pieds,7,out,non,488241
mâtereaux de 42 à 47 pieds,1,out,non,488241
mâtereaux de 45 à 50 pieds,2,out,non,488241
mâtereaux de 45 pieds,4,out,non,488241
mâtereaux de 46 à 60 pieds,1,out,non,488241
mâtereaux de 47 à 48 pieds,1,out,non,488241
mâtereaux de 47 à 49 pieds,1,out,non,488241
mâtereaux de 48 à 50 pieds,1,out,non,488241
mâtereaux de 48 pieds,1,out,non,488241
mâtereaux de 50 à 55 pieds,2,out,non,488241
mâtereaux de 54 à 60 pieds,1,out,non,488241
mâtereaux de 6 à 7 pieds,1,out,non,488241
mâtereaux de 60 pieds,1,out,non,488241
mâtereaux de 7 à 11 palmes,1,out,non,488241
mâtereaux de 7 à 13 palmes,1,out,non,488241
mâtereaux de 7 à 9 palmes,1,out,non,488241
mâtereaux de 9 à 12 palmes,1,out,non,488241
mâtereaux de bois,2,out,non,488241
mâtereaux de chaloupe,1,out,non,488241
mâtereaux de différente longueur,2,out,non,488241
mâtereaux de sapin,13,out,non,488241
mâtereaux de sapin de 20 pieds,1,out,non,488241
mâtereaux de sapin de 25 pieds,1,out,non,488241
mâtereaux de sapin de 28 pieds,1,out,non,488241
mâtereaux de sapin de 30 pieds,1,out,non,488241
mâtereaux et mâts,42,out,non,488241
mâtereaux petits,3,out,non,488241
matériaux,2,out,non,488241
matériaux de bois,9,out,non,488241
matériaux de construction,101,out,non,488241
matériaux de sapin,2,out,non,488241
matériaux moellons sable etc.,3,out,non,488241
matières de verre composées,1,out,non,488241
matières minérales,2,out,non,488241
matières premières,105,out,non,488241
matis,1,out,non,488241
matocaux,1,out,non,488241
mâts,370,out,non,488241
mâts à bateau,1,out,non,488241
mâts à chaloupe,1,out,non,488241
mâts assortis,16,out,non,488241
mâts au dessous de 6 paumes,1,out,non,488241
mâts bouts de 3 à 4 pieds,1,out,non,488241
mâts communs,5,out,non,488241
mâts communs de 50 pieds,1,out,non,488241
mâts de 12 à 13 palmes,1,out,non,488241
mâts de 13 à 20 palmes,1,out,non,488241
mâts de 13 à 25 palmes,1,out,non,488241
mâts de 14 palmes,2,out,non,488241
mâts de 16 à 18 pieds,1,out,non,488241
mâts de 18 pieds,1,out,non,488241
mâts de 20 à 25 palmes,1,out,non,488241
mâts de 20 à 30 pieds,1,out,non,488241
mâts de 20 pieds,1,out,non,488241
mâts de 24 a 30,1,out,non,488241
mâts de 24 pieds,1,out,non,488241
mâts de 25 palmes,1,out,non,488241
mâts de 28 à 32 pieds,1,out,non,488241
mâts de 30 à 40 pieds,1,out,non,488241
mâts de 30 pieds,6,out,non,488241
mâts de 31 à 36 pieds,1,out,non,488241
mâts de 33 à 43 pieds,1,out,non,488241
mâts de 35 à 40 pieds,1,out,non,488241
mâts de 35 à 45 pieds,1,out,non,488241
mâts de 36 à 38 pieds,1,out,non,488241
mâts de 38 à 40 pieds à barque,1,out,non,488241
mâts de 39 à 40 pieds,1,out,non,488241
mâts de 4 paumes,1,out,non,488241
mâts de 40 à 45 pieds,4,out,non,488241
mâts de 40 à 50 pieds,3,out,non,488241
mâts de 40 à 70 pieds,1,out,non,488241
mâts de 40 centimètres de diamètre et au-dessus,7,out,non,488241
mâts de 40 pieds,3,out,non,488241
mâts de 42 à 48 pieds,2,out,non,488241
mâts de 45 à 50 pieds,2,out,non,488241
mâts de 45 pieds,4,out,non,488241
mâts de 48 à 50 pieds,3,out,non,488241
mâts de 50 à 52 pieds,1,out,non,488241
mâts de 50 à 53 pied,1,out,non,488241
mâts de 50 à 55 pieds,2,out,non,488241
mâts de 50 à 56 pieds,1,out,non,488241
mâts de 50 à 60 pieds,2,out,non,488241
mâts de 50 pieds,4,out,non,488241
mâts de 52 à 55 pieds,1,out,non,488241
mâts de 55 à 56 pieds,1,out,non,488241
mâts de 55 à 60 pieds,2,out,non,488241
mâts de 55 pieds,1,out,non,488241
mâts de 56 pieds,1,out,non,488241
mâts de 59 à 60 pieds,1,out,non,488241
mâts de 6 à 9 palmes,1,out,non,488241
mâts de 60 à 65 pieds,1,out,non,488241
mâts de 60 à 66 pieds,1,out,non,488241
mâts de 60 à 70 pieds,2,out,non,488241
mâts de 60 à 80 pieds,1,out,non,488241
mâts de 60 pieds,1,out,non,488241
mâts de 66 à 55 pieds,1,out,non,488241
mâts de 66 à 70 pieds,1,out,non,488241
mâts de 66 à 72 pieds,1,out,non,488241
mâts de 66 pieds,1,out,non,488241
mâts de 68 à 70 pieds,1,out,non,488241
mâts de 68 pieds de long,1,out,non,488241
mâts de 7 pouces de diamètre,1,out,non,488241
mâts de 70 pieds,1,out,non,488241
mâts de 72 pieds,1,out,non,488241
mâts de 75 à 78 pieds,1,out,non,488241
mâts de barque,2,out,non,488241
mâts de beauprés,5,out,non,488241
mâts de beauprés de 35 pieds,1,out,non,488241
mâts de beauprés de 38 pieds,1,out,non,488241
mâts de beauprés de 40 pieds,1,out,non,488241
mâts de beauprés de 42 à 45 pieds,1,out,non,488241
mâts de bois petits,2,out,non,488241
mâts de chaloupe,12,out,non,488241
mâts de chêne,1,out,non,488241
mâts de diverse grandeur,3,out,non,488241
mâts de drapeaux,1,out,non,488241
mâts de hune,1,out,non,488241
mâts de navire,63,out,non,488241
mâts de navire de 10 palmes,2,out,non,488241
mâts de navire de 11 à 18 palmes,1,out,non,488241
mâts de navire de 12 palmes,2,out,non,488241
mâts de navire de 12 paumes de diamètre,1,out,non,488241
mâts de navire de 18 pieds,1,out,non,488241
mâts de navire de 22 pieds,1,out,non,488241
mâts de navire de 24 pieds,1,out,non,488241
mâts de navire de 25 pieds,1,out,non,488241
mâts de navire de 27 à 30 pieds,2,out,non,488241
mâts de navire de 27 pieds,1,out,non,488241
mâts de navire de 28 à 31 pieds,1,out,non,488241
mâts de navire de 30 pieds,9,out,non,488241
mâts de navire de 34 pieds,2,out,non,488241
mâts de navire de 35 pieds,3,out,non,488241
mâts de navire de 36 pieds,2,out,non,488241
mâts de navire de 38 pieds,2,out,non,488241
mâts de navire de 40 pieds,8,out,non,488241
mâts de navire de 42 pieds,1,out,non,488241
mâts de navire de 45 pieds,6,out,non,488241
mâts de navire de 46 pieds,1,out,non,488241
mâts de navire de 48 pieds,1,out,non,488241
mâts de navire de 49 pieds,1,out,non,488241
mâts de navire de 50 pieds,17,out,non,488241
mâts de navire de 52 pieds,1,out,non,488241
mâts de navire de 55 pieds,10,out,non,488241
mâts de navire de 56 pieds,1,out,non,488241
mâts de navire de 58 pieds,1,out,non,488241
mâts de navire de 6 palmes,1,out,non,488241
mâts de navire de 60 pieds,9,out,non,488241
mâts de navire de 61 pieds,1,out,non,488241
mâts de navire de 65 pieds,3,out,non,488241
mâts de navire de 66 pieds,1,out,non,488241
mâts de navire de 69 pieds,1,out,non,488241
mâts de navire de 7 palmes,1,out,non,488241
mâts de navire de 7 paumes,1,out,non,488241
mâts de navire de 70 pieds,1,out,non,488241
mâts de navire de 76 pieds,1,out,non,488241
mâts de navire de 78 pieds,1,out,non,488241
mâts de navire de 8 palmes,2,out,non,488241
mâts de navire de 8 pieds,1,out,non,488241
mâts de navire de 80 pieds,1,out,non,488241
mâts de navire de 9 palmes,1,out,non,488241
mâts de navire moyens,1,out,non,488241
mâts de navire petits,1,out,non,488241
mâts de passementerie,2,out,non,488241
mâts de petit navire,1,out,non,488241
mâts de sapin,35,out,non,488241
mâts de sapin à bateau,1,out,non,488241
mâts de sapin de 10 à 11 pieds,1,out,non,488241
mâts de sapin de 10 à 17 palmes,1,out,non,488241
mâts de sapin de 10 palmes,1,out,non,488241
mâts de sapin de 11 palmes,1,out,non,488241
mâts de sapin de 12 à 14 paumes,1,out,non,488241
mâts de sapin de 12 à 16 palmes,1,out,non,488241
mâts de sapin de 12 à 16 paumes,1,out,non,488241
mâts de sapin de 12 palmes,1,out,non,488241
mâts de sapin de 12 paumes de diamètre,1,out,non,488241
mâts de sapin de 13 à 15 palmes,1,out,non,488241
mâts de sapin de 14 paumes,1,out,non,488241
mâts de sapin de 14 pieds de long et de 3 pieds de diamètre,1,out,non,488241
mâts de sapin de 15 à 17 pouces de diamètre,1,out,non,488241
mâts de sapin de 15 à 20 palmes,1,out,non,488241
mâts de sapin de 15 palmes,1,out,non,488241
mâts de sapin de 16 à 17 paumes de diamètre,1,out,non,488241
mâts de sapin de 16 paumes,1,out,non,488241
mâts de sapin de 20 palmes,1,out,non,488241
mâts de sapin de 20 pieds de long et de 3 pieds de diamètre,2,out,non,488241
mâts de sapin de 24 à 25 pieds de long et de 4 à 5 pieds de diamètre,1,out,non,488241
mâts de sapin de 24 pieds,1,out,non,488241
mâts de sapin de 25 à 30 pieds,1,out,non,488241
mâts de sapin de 25 à 34 pieds,1,out,non,488241
mâts de sapin de 26 pieds de long et de 4 pieds de diamètre,1,out,non,488241
mâts de sapin de 28 pieds de long et de 4 pieds de diamètre,2,out,non,488241
mâts de sapin de 3 paumes,1,out,non,488241
mâts de sapin de 30 pieds,2,out,non,488241
mâts de sapin de 30 pieds à 40 pieds de long et de 9 pieds de diamètre,1,out,non,488241
mâts de sapin de 30 pieds de long et de 10 pieds de diamètre,1,out,non,488241
mâts de sapin de 30 pieds de long et de 3 pieds de diamètre,2,out,non,488241
mâts de sapin de 30 pieds de long et de 6 à 8 pieds de diamètre,1,out,non,488241
mâts de sapin de 30 pieds de long et de 6 pieds de diamètre,1,out,non,488241
mâts de sapin de 30 pieds de long et de 9 pieds de diamètre,1,out,non,488241
mâts de sapin de 35 pieds,1,out,non,488241
mâts de sapin de 36 pieds,1,out,non,488241
mâts de sapin de 36 pieds de long et de 5 pieds de diamètre,1,out,non,488241
mâts de sapin de 36 pieds de long et de 6 pieds de diamètre,1,out,non,488241
mâts de sapin de 36 pieds de long et de 7 pieds de diamètre,1,out,non,488241
mâts de sapin de 37 pieds de long et de 6 pieds de diamètre,1,out,non,488241
mâts de sapin de 38 à 40 pieds de long et de 7 pieds de diamètre,1,out,non,488241
mâts de sapin de 38 pieds de long et de 6 pieds de diamètre,1,out,non,488241
mâts de sapin de 38 pieds de long et de 7 pieds de diamètre,1,out,non,488241
mâts de sapin de 4 à 8 paumes,1,out,non,488241
mâts de sapin de 40 pieds,1,out,non,488241
mâts de sapin de 40 pieds de long et de 10 pieds de diamètre,2,out,non,488241
mâts de sapin de 40 pieds de long et de 11 pieds de diamètre,1,out,non,488241
mâts de sapin de 40 pieds de long et de 12 pieds de diamètre,1,out,non,488241
mâts de sapin de 40 pieds de long et de 18 pieds de diamètre,1,out,non,488241
mâts de sapin de 40 pieds de long et de 6 pieds de diamètre,1,out,non,488241
mâts de sapin de 42 pieds de long et de 11 pieds de diamètre,1,out,non,488241
"mâts de sapin de 44 pieds de long et de 13,5 pieds de diamètre",1,out,non,488241
mâts de sapin de 45 à 50 pieds de long et de 15 pieds de diamètre,1,out,non,488241
mâts de sapin de 45 pieds,2,out,non,488241
mâts de sapin de 45 pieds de long et de 4 pieds de diamètre,1,out,non,488241
mâts de sapin de 45 pieds de long et de 7 à 8 pieds de diamètre,1,out,non,488241
mâts de sapin de 45 pieds de long sans mention de diamètre,1,out,non,488241
mâts de sapin de 46 pieds de long et de 12 pieds de diamètre,1,out,non,488241
mâts de sapin de 48 pieds,1,out,non,488241
mâts de sapin de 48 pieds de long et de 6 à 7 pieds de diamètre,1,out,non,488241
mâts de sapin de 48 pieds de long et de 8 pieds de diamètre,1,out,non,488241
mâts de sapin de 48 pieds de long et de 9 pieds de diamètre,1,out,non,488241
mâts de sapin de 5 palmes,1,out,non,488241
mâts de sapin de 5 paumes,1,out,non,488241
mâts de sapin de 50 à 55 pieds,1,out,non,488241
mâts de sapin de 50 pieds,2,out,non,488241
mâts de sapin de 50 pieds de long et de 10 à 12 pieds de diamètre,1,out,non,488241
mâts de sapin de 50 pieds de long et de 16 pieds de diamètre,1,out,non,488241
mâts de sapin de 54 pieds de long et de 15 pieds de diamètre,1,out,non,488241
mâts de sapin de 54 pieds de long et de 16 pieds de diamètre,1,out,non,488241
mâts de sapin de 55 pieds,3,out,non,488241
mâts de sapin de 6 à 7 paumes de grosseur,1,out,non,488241
mâts de sapin de 6 palmes,1,out,non,488241
mâts de sapin de 60 pieds,1,out,non,488241
mâts de sapin de 60 pieds de long et 5 pieds de diamètre,1,out,non,488241
mâts de sapin de 60 pieds de long et de 10 pieds de diamètre,1,out,non,488241
mâts de sapin de 60 pieds de long et de 12 pieds de diamètre,1,out,non,488241
mâts de sapin de 7 palmes,1,out,non,488241
mâts de sapin de 78 pieds,1,out,non,488241
mâts de sapin de 8 à 12 paumes,1,out,non,488241
mâts de sapin de 9 palmes,1,out,non,488241
mâts de sapin et vergues de sapin,1,out,non,488241
mâts de sapin gros,1,out,non,488241
mâts de sapin moyens,1,out,non,488241
mâts de vaisseaux,21,out,non,488241
mâts de vaisseaux assortis,1,out,non,488241
mâts de vaisseaux beaupré,1,out,non,488241
mâts de vaisseaux de 71 pieds,1,out,non,488241
mâts de vaisseaux de chêne,1,out,non,488241
mâts de vaisseaux de misenne,1,out,non,488241
mâts doubles,1,out,non,488241
mâts en dessous de 8 paumes,1,out,non,488241
mâts espars,1,out,non,488241
mâts et espars de bois,2,out,non,488241
mâts et matériaux de bois,2,out,non,488241
mâts et planches de bois,1,out,non,488241
mâts façonnés,1,out,non,488241
mâts grands,6,out,non,488241
mâts gros,1,out,non,488241
mâts mâtereaux,16,out,non,488241
mâts matières,4,out,non,488241
mâts mâtures,26,out,non,488241
mâts peints,2,out,non,488241
mâts petits,51,out,non,488241
mâts pour galère,1,out,non,488241
mâts verts de 45 pieds,1,out,non,488241
mâts...,1,out,non,488241
matu,6,out,non,488241
mâtures,13,out,non,488241
mâtures complètes,6,out,non,488241
mâtures complètes d'un grand vaisseau,1,out,non,488241
mâtures complètes en 21 pièces,1,out,non,488241
mâtures en 56 pièces,1,out,non,488241
maugrebine,49,out,non,488241
maune,1,out,non,488241
maurelle,3,out,non,488241
mauris,1,cotton goods,non,14762
maurs,2,out,non,488241
mautes à mulets,1,out,non,488241
Mazamet,4,out,non,488241
mazon,1,out,non,488241
mèches,64,out,non,488241
mèches à canons,43,out,non,488241
mèches à chandelle,5,out,non,488241
mèches à flambeau,1,out,non,488241
mèches à mousquet,1,out,non,488241
mèches d'étoupes de chanvre ou de lin,4,out,non,488241
mèches d'étoupes de fil de chanvre ou en lin,2,out,non,488241
mèches de chandelles flambeaux et lampes,2,out,non,488241
mèches de coton,1,out,non,488241
mèches de coton pour chandelle,1,out,non,488241
mèches de lampe,1,out,non,488241
mèches de souffre,1,out,non,488241
mèches de tarière et herminettes,1,out,non,488241
mèches et soufre,1,out,non,488241
mèches soufrées,50,out,non,488241
mechoacam,15,out,non,488241
médailles,3,out,non,488241
médailles antiques,1,out,non,488241
médailles d'argent,2,out,non,488241
médaillons de terre,2,out,non,488241
médicament composés,67,out,non,488241
médicaments,289,out,non,488241
médicaments composés,21,out,non,488241
médicaments composés autre qu'eau distillée au poids,1,out,non,488241
médicaments composés autres qu'eau distillée à la valeur,1,out,non,488241
médicaments composés déclarés à la valeur,1,out,non,488241
médicaments composés déclarés au poids,2,out,non,488241
meffles,1,out,non,488241
megelanne,1,out,non,488241
mélangées,2,out,non,488241
mélasse,13,sugar,non,8358
mélasse des colonies françaises,1,sugar,non,8358
mélasse et sirop,1,sugar,non,8358
melle,1,out,non,488241
melon,3,out,non,488241
melon d'eau,2,out,non,488241
membrures,2,out,non,488241
membrures de 7 pieds,1,out,non,488241
ménage,5,out,non,488241
menie,1,out,non,488241
menottes de cuivre,3,out,non,488241
menottes de fer,1,out,non,488241
mentes à moulir,1,out,non,488241
mentes à taillandier,1,out,non,488241
menu charbon de terre,1,out,non,488241
menu charbon de terre dit sméegruys,1,out,non,488241
menuiserie,3,out,non,488241
menus grains,3,out,non,488241
menus sommiers,1,out,non,488241
menutés,1,out,non,488241
mercerie,3601,out,non,488241
mercerie ???,3,out,non,488241
mercerie à la valeur,5,out,non,488241
mercerie bimbeloterie,66,out,non,488241
mercerie commune,226,out,non,488241
mercerie cru,1,out,non,488241
mercerie d'Allemagne,1,out,non,488241
mercerie d'étoupe de lin,1,out,non,488241
mercerie de bois,5,out,non,488241
mercerie de cordonnier à laine,1,out,non,488241
mercerie de crin,2,out,non,488241
mercerie de cuivre,7,out,non,488241
mercerie de Nuremberg,2,out,non,488241
mercerie de quincaille,1,out,non,488241
mercerie de renvoi,2,out,non,488241
mercerie en lignets et hameçons,1,out,non,488241
mercerie en peigne d'ivoire,1,out,non,488241
mercerie en peignes de bois,1,out,non,488241
mercerie épingles,2,out,non,488241
mercerie et quincaillerie,27,out,non,488241
mercerie étrangère,1,out,non,488241
mercerie fine,295,out,non,488241
mercerie fort,1,out,non,488241
mercerie grosse,8,out,non,488241
mercerie grossière,62,out,non,488241
mercerie mêlée en lisière de drap,1,out,non,488241
mercerie ordinaire,36,out,non,488241
mercerie peignes de bois,1,out,non,488241
mercerie peignes de corne,1,out,non,488241
mercerie très commune,1,out,non,488241
mercerie très fine,1,out,non,488241
merciers,1,out,non,488241
mercure,602,out,non,488241
mercure corrosif,1,out,non,488241
mercure coulant,2,out,non,488241
mercure doux,17,out,non,488241
mercure natif,5,out,non,488241
mercure précipité,7,out,non,488241
meriers,12,out,non,488241
meriers à faire échelles,1,out,non,488241
meriers petits,1,out,non,488241
meriezes,1,out,non,488241
merlan,2,out,non,488241
merlan salé,1,out,non,488241
merles,1,out,non,488241
merlin,2,out,non,488241
merluche,92,out,non,488241
merluche salée,1,out,non,488241
merlus,1,out,non,488241
merrains,794,out,non,488241
merrains ???,1,out,non,488241
merrains à barils,47,out,non,488241
merrains à barriques,477,out,non,488241
merrains à barriques bûches,1,out,non,488241
merrains à barriques douves,1,out,non,488241
merrains à barriques et fonçaille,1,out,non,488241
merrains à bœuf,2,out,non,488241
merrains à bottes,10,out,non,488241
merrains à boucaud,1,out,non,488241
merrains à buses,4,out,non,488241
merrains à buses douelles,1,out,non,488241
merrains à fonçaille,13,out,non,488241
merrains à fond,93,out,non,488241
merrains à fonds,8,out,non,488241
merrains à futailles,2,out,non,488241
merrains à muid,1,out,non,488241
merrains à pipes,301,out,non,488241
merrains à pipes bûches,1,out,non,488241
merrains à pipes de 4 à 5 pieds à 1 pouce 1/2 d'épaisseur,1,out,non,488241
merrains à pipes de 4 pieds,1,out,non,488241
merrains à poinçon,1,out,non,488241
merrains à quart,49,out,non,488241
merrains à tierçons,23,out,non,488241
merrains à tonneaux,110,out,non,488241
merrains à tortue,2,out,non,488241
merrains au-dessous de 974 millimètres,2,out,non,488241
merrains autres que de chêne,2,out,non,488241
merrains autres que de chêne de toutes dimensions à la valeur,1,out,non,488241
merrains autres que de chêne de toutes dimensions au nombre,1,out,non,488241
merrains barillage,1,out,non,488241
merrains barricages,3,out,non,488241
merrains barriques douelles,1,out,non,488241
merrains bourdilles,2,out,non,488241
merrains bourdillons,1,out,non,488241
merrains cartage,1,out,non,488241
merrains communs,1,out,non,488241
merrains de 1 mètre 299 millimètres de longueur et au-dessus,2,out,non,488241
merrains de 1299mm de longueur et au-dessus,1,out,non,488241
merrains de 1299mm exclus à 974 inclus,1,out,non,488241
merrains de 4 pieds,1,out,non,488241
merrains de 5 pieds,1,out,non,488241
merrains de chêne,7,out,non,488241
merrains de chêne au-dessous de 974 millimètres,2,out,non,488241
merrains de chêne de 1 mètre 299 millimètres de long et au-dessus,1,out,non,488241
merrains de chêne de 1 mètre 299 millimètres inclusivement à 974 exclusivement,1,out,non,488241
"merrains de chêne de 1,299 mètres à 974 millimètres de long",1,out,non,488241
"merrains de chêne de 1,299 mètres de long et au-dessus",1,out,non,488241
merrains de douves,1,out,non,488241
merrains de maille,1,out,non,488241
merrains de sapin,14,out,non,488241
merrains douelles,2,out,non,488241
merrains en barriques,6,out,non,488241
merrains en fonçaille,3,out,non,488241
merrains en pipes,1,out,non,488241
merrains et feuillards,6,out,non,488241
merrains fonçaille,93,out,non,488241
merrains futaille,2,out,non,488241
merrains ganivelles,19,out,non,488241
merrains petits,1,out,non,488241
merrains pour faire des douves de fûts,1,out,non,488241
merrains pour ferraille,1,out,non,488241
merrains pour tonnellerie,3,out,non,488241
merrains quartage douelles,1,out,non,488241
merrains Scott,1,out,non,488241
mervillon,44,out,non,488241
mesat de clocher,1,out,non,488241
mesures d'étain,2,out,non,488241
métal,102,out,non,488241
métal argenté doré vernissé etc.,2,out,non,488241
métal composé,1,out,non,488241
métal des Indes,1,out,non,488241
métal moulu,1,out,non,488241
métal ou ???,1,out,non,488241
métal pour horlogerie,1,out,non,488241
métaux,144,out,non,488241
methe,1,out,non,488241
métiers,1,out,non,488241
métiers à faire bas,16,out,non,488241
métiers à faire tapisserie,1,out,non,488241
métiers à filer,1,out,non,488241
métiers de drapier,1,out,non,488241
métiers de tisserand,1,out,non,488241
métiers presse et bluteaux et cribles de moulin,2,out,non,488241
meubles,10,out,non,488241
meubles ???,1,out,non,488241
meubles à bijouterie,1,out,non,488241
meubles à coutelier,1,out,non,488241
meubles à moulins,3,out,non,488241
meubles à taillandier,18,out,non,488241
meubles affiloires,1,out,non,488241
meubles de bois,9,out,non,488241
meubles et effets,3,out,non,488241
meubles et miroirs,130,out,non,488241
meubles et ornements,14,out,non,488241
meubles et pierres,32,out,non,488241
meubles glaces et miroirs,13,out,non,488241
meubles habits et bijoux,1,out,non,488241
meubles matelas,2,out,non,488241
meubles miroirs de toilettes,1,out,non,488241
meubles ornements,1,out,non,488241
meulardeaux,12,out,non,488241
meulardeaux à coutelier,1,out,non,488241
meulardes,2,out,non,488241
meules,35,out,non,488241
meules à aiguiser,223,out,non,488241
meules à aiguiser au-dessus de 1218 millimètres en diamètre,1,out,non,488241
meules à aiguiser bâtardes,1,out,non,488241
meules à aiguiser de 1083 à 920 millimètres inclusivement en diamètre,2,out,non,488241
meules à aiguiser de 1218 à 1083 millimètres inclusivement en diamètre,2,out,non,488241
meules à aiguiser de 541 à 406 millimètres inclusivement en diamètre,3,out,non,488241
meules à aiguiser de 677 à 541 millimètres inclusivement en diamètre,3,out,non,488241
meules à aiguiser de 920 à 677 millimètres inclusivement en diamètre,3,out,non,488241
meules à aiguiser de moins de 406 millimètres inclusivement en diamètre,3,out,non,488241
meules à aiguiser grandes,1,out,non,488241
meules à aiguiser moyennes,1,out,non,488241
meules à aiguiser petites,1,out,non,488241
meules à callandre,2,out,non,488241
meules à coutelier,46,out,non,488241
meules à coutelier petites,1,out,non,488241
meules à Couteliers,1,out,non,488241
meules à couture,2,out,non,488241
meules à faire,22,out,non,488241
meules à faux,3,out,non,488241
meules à favre,33,out,non,488241
meules à gagne-petit,1,out,non,488241
meules à huile,2,out,non,488241
meules à moudre de 1949 millimètres à 1299 en diamètre,2,out,non,488241
meules à moudre de moins de 1299 millimètres en diamètre,3,out,non,488241
meules à moudre de plus de 1949 millimètres en diamètre,2,out,non,488241
meules à sabres,2,out,non,488241
meules à sucre,3,out,non,488241
meules à taillandier,196,out,non,488241
meules à taillandier d'1 à 2 pieds,1,out,non,488241
meules à taillandier de 2 pieds,1,out,non,488241
meules à taillandier de 3 à 4,1,out,non,488241
meules à taillandier de 4 à 5,1,out,non,488241
meules à taillandier de 4 à 5 pouces,1,out,non,488241
meules à taillandier de 4 pieds,1,out,non,488241
meules à Talandier,2,out,non,488241
meules acoustiques,1,out,non,488241
meules affiloires,7,out,non,488241
meules assorties,1,out,non,488241
meules au dessous de 4 pouces,1,out,non,488241
meules au dessus de 4 pouces,1,out,non,488241
meules bâtardes,34,out,non,488241
meules brodées,1,out,non,488241
meules coutier,1,out,non,488241
meules de 4 pieds,1,out,non,488241
meules de coutelier,2,out,non,488241
meules de différents modules à aiguiser,4,out,non,488241
meules de différents modules à moudre,4,out,non,488241
