goods_simpl_classification,nbr_occurences_simpl,ulrich_classification,obsolete,nbr_occurences_ulrich
meules de pierre,14,out,non,488241
meules en têtes de renne,1,out,non,488241
meules ordinaires et à taillandier,1,out,non,488241
meules petites,2,out,non,488241
meules pour moulin,6,out,non,488241
meules pour moulins,268,out,non,488241
meules pour moulins de 4 pieds 1/2,1,out,non,488241
meules pour moulins de 55 pieds,1,out,non,488241
meules pour moulins de 6 pieds,1,out,non,488241
meules pour moulins de haute catégorie,2,out,non,488241
meules pour moulins dites grand loup d'Angleterre,1,out,non,488241
meules pour moulins dites petit loup d'Angleterre,1,out,non,488241
meules pour moulins du poids de 1200 à 1800 livres,1,out,non,488241
meules pour moulins du poids de 2000 à 2800 livres,1,out,non,488241
meules pour moulins du poids de 300 à 1000 livres,1,out,non,488241
meules pour moulins du poids de 3000 à 4000 livres,1,out,non,488241
meules pour moulins du poids de 5000 à 6000 livres,1,out,non,488241
meules pour moulins grosses,1,out,non,488241
meules pour moulins petites,3,out,non,488241
meulières,1,out,non,488241
meuniers,1,out,non,488241
microscope,1,out,non,488241
miel,1326,out,non,488241
miel blanc,1,out,non,488241
miel brouche,1,out,non,488241
miel brun,1,out,non,488241
miel brut,1,out,non,488241
miel commun,1,out,non,488241
miel cru,4,out,non,488241
miel cuit,4,out,non,488241
miel de Narbonne,5,out,non,488241
miel façonné,7,out,non,488241
mignonette,1,out,non,488241
mignonette au quart de soie,1,out,non,488241
mignonette avec un brin de soie,1,out,non,488241
mignonette de soie,1,out,non,488241
mignonette des prises,2,out,non,488241
mignonette étoffe,9,out,non,488241
mignonnette,38,out,non,488241
mignotte étoffe,4,out,non,488241
migon,18,out,non,488241
mil,3,out,non,488241
mille gants,3,out,non,488241
milleret,1,out,non,488241
millet,10,out,non,488241
mine,3,out,non,488241
mine d'alquifoux,1,out,non,488241
mine d'asphalte,1,out,non,488241
mine de borde,1,out,non,488241
mine de cuivre,4,out,non,488241
mine de cuivre rouge,1,out,non,488241
mine de fer,82,out,non,488241
mine de plomb,332,out,non,488241
mine de plomb noire,2,out,non,488241
mine de plomb rouge,2,out,non,488241
mine de Prusse,1,out,non,488241
mine de roche,3,out,non,488241
mine lavée,1,out,non,488241
minerai de fer brut ou lavé,2,out,non,488241
minerai de fer chromaté,2,out,non,488241
minerai de fer sulfuré,1,out,non,488241
minerai de plomb,1,out,non,488241
minéraux,2,out,non,488241
minium,99,out,non,488241
minium et mine orange,4,out,non,488241
minium rouge divisé,3,out,non,488241
minutier,3,out,non,488241
miny,259,out,non,488241
mireau,2,out,non,488241
mirke,1,out,non,488241
mirobolant,47,out,non,488241
miroirs,206,out,non,488241
miroirs à bordures dorées,6,out,non,488241
miroirs à bordures dorées et grands,1,out,non,488241
miroirs à bordures dorées et petits,1,out,non,488241
miroirs à cadres dorés,10,out,non,488241
miroirs communs,3,out,non,488241
miroirs d'1 pied et demi,1,out,non,488241
miroirs d'Allemagne,1,out,non,488241
miroirs de 2 pieds,1,out,non,488241
miroirs de 25 pieds de haut et 1 de large,1,out,non,488241
miroirs de poche,2,out,non,488241
miroirs de toilette,4,out,non,488241
miroirs de traite,5,out,non,488241
miroirs encadrés,1,out,non,488241
miroirs grands,4,out,non,488241
miroirs grands de plus de 3 millimètres d'épaisseurs,2,out,non,488241
miroirs petits,31,out,non,488241
miroirs petits sans distinction,2,out,non,488241
mistelle,1,out,non,488241
mitaines,1,out,non,488241
mitaines bordées de soie par paires,3,out,non,488241
mitaines brodées,1,out,non,488241
mitaines de peau,1,out,non,488241
mitaines de peau lisérées de soie,1,out,non,488241
mitaines de soie,2,out,non,488241
mitaines de taffetas,2,out,non,488241
mitaines garnies de ruban,1,out,non,488241
mitaines garnies de soie,9,out,non,488241
mitaines liserées,1,out,non,488241
mitons à pierres fausses par paires de velours,1,out,non,488241
mitons de soie,3,out,non,488241
mitraille,2,out,non,488241
mitraille de cuivre,1,out,non,488241
mitraille vieille en batterie de cuisine,1,out,non,488241
mitrailles de cuivre,103,out,non,488241
mitrailles de cuivre pur vieux,1,out,non,488241
mittes,2,out,non,488241
mittes de soie,9,out,non,488241
mittières de fer,1,out,non,488241
mobilier,804,out,non,488241
mobilier vieux,14,out,non,488241
mode de bœuf,1,out,non,488241
"mode, peaux, porcelaine, ruban 16 onces",1,out,non,488241
modèle de château de carton,1,out,non,488241
modèle de plâtre,1,out,non,488241
modèle de sculpture,1,out,non,488241
modes de Montauban,1,out,non,488241
moelle,1,out,non,488241
moelle de bœuf,10,out,non,488241
moellons,6,out,non,488241
moellons à faire chaux,1,out,non,488241
moellons à faire des bâtiments,1,out,non,488241
moellons de brique,2,out,non,488241
moellons pierres meulières etc.,2,out,non,488241
moines garnis de fer-blanc,1,out,non,488241
moire,1,out,non,488241
moire blanche,2,out,non,488241
moire d'argent,1,out,non,488241
molenaers,1,out,non,488241
molleton,103,out,non,488241
molleton aune,1,out,non,488241
molleton de capiton,4,out,non,488241
molleton de coton,16,cotton goods,non,14762
molleton de laine,28,out,non,488241
molleton de laine imprimé,2,out,non,488241
molleton de soie,1,out,non,488241
molleton et taffetas de laine,3,out,non,488241
molleton frisé,1,out,non,488241
mollues,1,out,non,488241
momade,1,out,non,488241
momie,7,out,non,488241
moncayard,5,out,non,488241
mongette,44,out,non,488241
mongistere,7,out,non,488241
monnaies au type étranger,95,out,non,488241
monnaies d'argent,32,out,non,488241
monnaies d'argent en espèces coursables,1,out,non,488241
monnaies d'argent et d'or et au type étranger,7,out,non,488241
monnaies d'argent par Calais,2,out,non,488241
monnaies d'argent par Strasbourg et Metz,1,out,non,488241
monnaies d'argent par Valenciennes,1,out,non,488241
monnaies d'or,18,out,non,488241
monnaies d'or par Calais,1,out,non,488241
monnaies d'or quadruple,3,out,non,488241
monnaies de billon,3,out,non,488241
monnaies de cuivre,47,out,non,488241
monnaies de cuivre de Suède,4,out,non,488241
monnaies de cuivre jaune,1,out,non,488241
monnaies de cuivre ouvré,1,out,non,488241
monnaies de cuivre pur,4,out,non,488241
monnaies du Portugal,1,out,non,488241
montichon,2,out,non,488241
montres,2,out,non,488241
montres d'argent,8,out,non,488241
montres d'argent et d'or,1,out,non,488241
montres d'or,9,out,non,488241
montres d'or à répétition,1,out,non,488241
montres d'or ordinaires,1,out,non,488241
montres de cuivre,2,out,non,488241
montres de poche,3,out,non,488241
montres de poche à caisse d'argent,1,out,non,488241
montres de poche à caisse d'or,1,out,non,488241
montres de poches à caisse de pinsbeck,1,out,non,488241
montres et pendule,1,out,non,488241
moques de grès,1,out,non,488241
moquette,136,out,non,488241
moquette de fil et de laine,4,out,non,488241
moquette de fil et laine,1,out,non,488241
moquette de laine,2,out,non,488241
moquette de laine et de fil,1,out,non,488241
moquette grasse de laine et fil,1,out,non,488241
moquette rouge,1,out,non,488241
moquette verte,1,out,non,488241
morceaux cousus,2,out,non,488241
morceaux cousus de hamsters,2,out,non,488241
morceaux cousus de lapins et lièvres,2,out,non,488241
morceaux cousus dos et ventre de petits-gris,2,out,non,488241
morceaux d'espars,1,out,non,488241
morceaux de bois,1,out,non,488241
morceaux de bois ordinaire de 6 à 7 pieds,1,out,non,488241
morceaux de bois puant de 6 pieds,1,out,non,488241
morceaux de planches,1,out,non,488241
morceaux de sapin,2,out,non,488241
morenine de soie,1,out,non,488241
morilles,16,out,non,488241
morilles et mousserons et truffes,1,out,non,488241
morilles et mousserons frais,1,out,non,488241
morilles et mousserons secs ou marinés,2,out,non,488241
morilles et truffes,1,out,non,488241
mors de brides,29,out,non,488241
mors de brides dorés,1,out,non,488241
mors et brides,3,out,non,488241
mortiers,2,out,non,488241
mortiers de bois,1,out,non,488241
mortiers de bronze,1,out,non,488241
mortiers de fer,6,out,non,488241
mortiers de fonte,6,out,non,488241
mortiers de marbre,135,out,non,488241
mortiers de métal,1,out,non,488241
mortiers de métal et pilon,1,out,non,488241
mortiers de pierre,21,out,non,488241
mortiers de terre,1,out,non,488241
mortiers et pilon,1,out,non,488241
morue,188,out,non,488241
morue ???,1,out,non,488241
morue avariée,1,out,non,488241
morue avec harengs des prises,1,out,non,488241
morue blanche,1,out,non,488241
morue de Hollande,5,out,non,488241
morue de pêche française,10,out,non,488241
morue douce,1,out,non,488241
morue en pavé,1,out,non,488241
morue en saumure,2,out,non,488241
morue et stockfisch,41,out,non,488241
morue joues sèche,1,out,non,488241
morue marinée et salée,4,out,non,488241
morue note alang,1,out,non,488241
morue par Bayonne,1,out,non,488241
morue salée,62,out,non,488241
morue salée d'Islande,1,out,non,488241
morue salée et marinée,1,out,non,488241
morue salée sèche,1,out,non,488241
morue salée verte,1,out,non,488241
morue sèche,63,out,non,488241
morue sèche et salée et stockfisch salé suivant l'état des primes,6,out,non,488241
morue séchée,997,out,non,488241
morue stockfisch,9,out,non,488241
morue têtes,1,out,non,488241
morue verte,521,out,non,488241
morue verte cabillaud,1,out,non,488241
morue verte cap et queues,6,out,non,488241
morue verte des Îles,1,out,non,488241
morue verte et salée,3,out,non,488241
morue verte grande et moyenne,1,out,non,488241
morue verte salée,1,out,non,488241
motte de lin,1,out,non,488241
mottes à brûler,6,out,non,488241
moucherons,1,out,non,488241
mouches à miel,3,out,non,488241
mouches cantharides,13,out,non,488241
mouches de soie,110,out,non,488241
mouches de taffetas,5,out,non,488241
mouchoirs,214,out,non,488241
mouchoirs ??? de fil de France,5,out,non,488241
mouchoirs à carreaux,1,out,non,488241
mouchoirs à la valeur,1,out,non,488241
mouchoirs à peu de soie,1,out,non,488241
mouchoirs à toile peinte,1,out,non,488241
mouchoirs à vignettes,1,out,non,488241
mouchoirs au brin de soie,1,out,non,488241
mouchoirs baffetas,1,out,non,488241
mouchoirs bandanas,1,out,non,488241
mouchoirs batiste peint,1,out,non,488241
mouchoirs blancs,2,out,non,488241
mouchoirs blancs brodés en fil de chanvre ou de lin,3,out,non,488241
mouchoirs blancs de chanvre et de lin,2,out,non,488241
mouchoirs blancs et bleus,1,out,non,488241
mouchoirs blancs et teints,27,out,non,488241
mouchoirs bleus,3,out,non,488241
mouchoirs brodés,9,out,non,488241
mouchoirs brodés de soie,1,out,non,488241
mouchoirs communs,4,out,non,488241
mouchoirs coupés,3,out,non,488241
mouchoirs d'Alep,2,out,non,488241
mouchoirs d'indienne,72,out,non,488241
mouchoirs d'organdis,3,out,non,488241
mouchoirs de ???,2,out,non,488241
mouchoirs de batiste,20,out,non,488241
mouchoirs de batiste de Saint-Quentin,2,out,non,488241
mouchoirs de Bengale,113,out,non,488241
mouchoirs de Betton,1,out,non,488241
mouchoirs de Champafaris,2,out,non,488241
mouchoirs de chanvre et de lin blancs,2,out,non,488241
mouchoirs de chanvre et de lin imprimés teints rayés par le tissage,3,out,non,488241
mouchoirs de chanvre et de lin rayés teints ou imprimés,2,out,non,488241
mouchoirs de chasse,1,out,non,488241
mouchoirs de chocolat,2,out,non,488241
mouchoirs de Cholet,144,out,non,488241
mouchoirs de coton,793,cotton goods,non,14762
mouchoirs de coton blanc,1,cotton goods,non,14762
mouchoirs de coton blancs,1,cotton goods,non,14762
mouchoirs de coton brin de soie,2,cotton goods,non,14762
mouchoirs de coton communs,5,cotton goods,non,14762
mouchoirs de coton de France,15,cotton goods,non,14762
mouchoirs de coton de l'étranger,2,cotton goods,non,14762
mouchoirs de coton découpés,1,cotton goods,non,14762
mouchoirs de coton des Indes,14,cotton goods,non,14762
mouchoirs de coton en soie,1,cotton goods,non,14762
mouchoirs de coton et de fil,482,cotton goods,non,14762
mouchoirs de coton et de fil découpés,1,cotton goods,non,14762
mouchoirs de coton et de soie,1,cotton goods,non,14762
mouchoirs de coton et fil,25,cotton goods,non,14762
mouchoirs de coton et fil de coton,16,cotton goods,non,14762
mouchoirs de coton et soie,15,cotton goods,non,14762
mouchoirs de coton et soie de France,1,cotton goods,non,14762
mouchoirs de coton étrangers,3,cotton goods,non,14762
mouchoirs de coton fins,5,cotton goods,non,14762
mouchoirs de coton gros,1,cotton goods,non,14762
mouchoirs de coton grossiers,1,cotton goods,non,14762
mouchoirs de coton peints,7,cotton goods,non,14762
mouchoirs de Craité,1,out,non,488241
mouchoirs de demi soie,1,out,non,488241
mouchoirs de différentes qualités en coton,3,cotton goods,non,14762
mouchoirs de différentes quantités,6,out,non,488241
mouchoirs de fil,374,out,non,488241
mouchoirs de fil commun,1,out,non,488241
mouchoirs de fil de ??? de Cholet et ???,3,out,non,488241
mouchoirs de fil de Cholet,2,out,non,488241
mouchoirs de fil de lin,1,out,non,488241
mouchoirs de fil de lin imprimé,1,out,non,488241
mouchoirs de fil de Rouen,2,out,non,488241
mouchoirs de fil du Béarn,3,out,non,488241
mouchoirs de fil et de batiste,1,out,non,488241
mouchoirs de fil et de coton,89,cotton goods,non,14762
mouchoirs de fil et de lin,1,out,non,488241
mouchoirs de fil et de pitre,1,out,non,488241
mouchoirs de fil fin,1,out,non,488241
mouchoirs de fil organdi,15,out,non,488241
mouchoirs de fil peint,1,out,non,488241
mouchoirs de filoselle,1,out,non,488241
mouchoirs de fleuret,3,out,non,488241
mouchoirs de foulard,3,out,non,488241
mouchoirs de France,1,out,non,488241
mouchoirs de gaze,66,out,non,488241
mouchoirs de gaze de soie,2,out,non,488241
mouchoirs de gaze divers,3,out,non,488241
mouchoirs de gaze grands,1,out,non,488241
mouchoirs de guingan,3,out,non,488241
mouchoirs de Hollande,1,out,non,488241
mouchoirs de kinfin,1,out,non,488241
mouchoirs de l'hotes,2,out,non,488241
mouchoirs de la Compagnie des Indes,3,out,non,488241
mouchoirs de laine,2,out,non,488241
mouchoirs de laiton,1,out,non,488241
mouchoirs de Laval,1,out,non,488241
mouchoirs de lin,4,out,non,488241
mouchoirs de linon,3,out,non,488241
mouchoirs de Madras,7,out,non,488241
mouchoirs de Masulipatan,17,out,non,488241
mouchoirs de mousseline,25,cotton goods,non,14762
mouchoirs de mousseline brodée,1,cotton goods,non,14762
mouchoirs de Paliacate,9,out,non,488241
mouchoirs de Patras,1,out,non,488241
mouchoirs de pitre,1,out,non,488241
mouchoirs de Pondichéry,161,out,non,488241
mouchoirs de romals,55,cotton goods,non,14762
mouchoirs de romals et de la Côte,1,cotton goods,non,14762
mouchoirs de Rouen,97,out,non,488241
mouchoirs de Saumur,1,out,non,488241
mouchoirs de Sénégal,3,out,non,488241
mouchoirs de siamoise,1,out,non,488241
mouchoirs de soie,628,out,non,488241
mouchoirs de soie de la Chine,2,out,non,488241
mouchoirs de soie de renvoi,1,out,non,488241
mouchoirs de soie de Rouen,1,out,non,488241
mouchoirs de soie des Indes,1,out,non,488241
mouchoirs de soie en coton,1,out,non,488241
mouchoirs de soucis,1,out,non,488241
mouchoirs de taffetas,1,out,non,488241
mouchoirs de toile,8,out,non,488241
mouchoirs de toile ???,1,out,non,488241
mouchoirs de toile aune,1,out,non,488241
mouchoirs de toile blanche,1,out,non,488241
mouchoirs de toile de Bretagne,1,out,non,488241
mouchoirs de toile de Cholet,51,out,non,488241
mouchoirs de toile de Hin,1,out,non,488241
mouchoirs de toile découpés,1,out,non,488241
mouchoirs de toile fine,1,out,non,488241
mouchoirs de toile peinte,11,out,non,488241
mouchoirs de toile rayée,2,out,non,488241
mouchoirs de traite,2,out,non,488241
mouchoirs de Zurich,1,out,non,488241
mouchoirs demi soie,2,out,non,488241
mouchoirs des Îles,1,out,non,488241
mouchoirs des Indes,214,cotton goods,non,14762
mouchoirs des Indes communs,1,out,non,488241
mouchoirs des Indes de coton,2,cotton goods,non,14762
mouchoirs des Indes de soie,3,out,non,488241
mouchoirs des Indes dit bandanas,1,cotton goods,non,14762
mouchoirs des Indes dits romals,1,cotton goods,non,14762
mouchoirs du Béarn,17,out,non,488241
mouchoirs du Levant,2,out,non,488241
mouchoirs du pays,1,out,non,488241
mouchoirs du Sénégal,1,out,non,488241
mouchoirs écorce d'arbre,1,out,non,488241
mouchoirs en soie,1,out,non,488241
mouchoirs et ???,1,out,non,488241
mouchoirs et cravates de mousseline,1,cotton goods,non,14762
mouchoirs et cravates de soie mêlée,2,out,non,488241
mouchoirs et fichus de toile peinte,2,out,non,488241
mouchoirs et mouchoirs des Indes,17,cotton goods,non,14762
mouchoirs et mousseline,3,cotton goods,non,14762
mouchoirs et ornements,1,out,non,488241
mouchoirs fabriqués en France,2,out,non,488241
mouchoirs fins,2,out,non,488241
mouchoirs foulards,3,out,non,488241
mouchoirs gros en fil,1,out,non,488241
mouchoirs guingan,2,out,non,488241
mouchoirs imprimés,3,out,non,488241
mouchoirs imprimés et teints de chanvre et de lin,2,out,non,488241
mouchoirs indienne,5,cotton goods,non,14762
mouchoirs Komel et Renis,1,out,non,488241
mouchoirs linon,2,out,non,488241
mouchoirs Masulipatan,33,out,non,488241
mouchoirs peints,85,out,non,488241
mouchoirs peints de France,1,out,non,488241
mouchoirs peints de Hollande,2,out,non,488241
mouchoirs rayés,2,out,non,488241
mouchoirs romals,9,cotton goods,non,14762
mouchoirs saserpatis,1,out,non,488241
mouchoirs Tranquebar,2,out,non,488241
moufles,1,out,non,488241
moulage,2,out,non,488241
moulages de fer de fonte,2,out,non,488241
moules,4,out,non,488241
moules (poisson),1,out,non,488241
moules à chandelle,1,out,non,488241
moules à faire,1,out,non,488241
moules de boutons,25,out,non,488241
moules de boutons de bois,2,out,non,488241
