goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
sel vieux,2,,non,483077
sel volatil,4,,non,483077
sellerie,40,Sellerie,non,160
sellerie commune,1,,non,483077
sellerie de cuir,54,,non,483077
sellerie en harnais,1,,non,483077
selles,112,,non,483077
selles avec leurs harnais,1,,non,483077
selles communes,7,,non,483077
selles de bois,3,,non,483077
selles de cuir,1,,non,483077
selles de femme,2,,non,483077
selles de fer,1,,non,483077
selles de maître,1,,non,483077
selles de poste,1,,non,483077
selles de sapin,2,,non,483077
selles de velours,109,Sellerie,non,160
selles garnies de velours,1,,non,483077
selles neuves,1,,non,483077
selles vieilles,2,,non,483077
sellet et télescope,1,,non,483077
selleterie commune,0,,oui,483077
selliers,3,,non,483077
sels,0,,oui,483077
semé,6,,non,483077
semelles et talons,1,,non,483077
semen contra,144,,non,483077
semen dacy,3,,non,483077
semence de Caroy,1,,non,483077
semence de perles,1,,non,483077
semence écarlate,1,,non,483077
semence froide,22,,non,483077
semencine,13,,non,483077
semenconna,1,,non,483077
semoirs,1,,non,483077
semoule,95,,non,483077
sempiterne,24,,non,483077
sendaline,2,,non,483077
séné,630,,non,483077
séné en follicule,3,,non,483077
séné en grabeau,20,,non,483077
sénegré,4,,non,483077
senes,0,,oui,483077
sennes,44,,non,483077
sennes à pêcher,0,,oui,483077
senobre,4,,non,483077
sequins,15,,non,483077
sequins par Marseille,1,,non,483077
serains,1,,non,483077
serans,4,,non,483077
serans à peigner,1,,non,483077
serans à peigner le lin,4,,non,483077
séraphine,1,,non,483077
sercliers,1,,non,483077
serencontra,0,,oui,483077
serge,72,,non,483077
serge ???,8,,non,483077
serge 1/2 Londres,1,,non,483077
serge à doubler,87,,non,483077
serge à doubler et drap,2,,non,483077
serge à doubler et drapée,7,,non,483077
serge à draper,2,,non,483077
serge à fleurs,1,,non,483077
serge aune blanche,1,,non,483077
serge aune commune,1,,non,483077
serge aune commune teinte,1,,non,483077
serge aune d'Angleterre,1,,non,483077
serge aune drapée,1,,non,483077
serge aune teinte,1,,non,483077
serge blanche,1,,non,483077
serge Blicourt,1,,non,483077
serge commune,2,,non,483077
serge commune aune,0,,oui,483077
serge commune teinte,1,,non,483077
serge croisée,2,,non,483077
serge croisée de laine,1,,non,483077
serge d'Angleterre,1,,non,483077
serge d'Arnetal,6,,non,483077
serge d'Aumale,30,,non,483077
serge d'Aumale de laine,2,,non,483077
serge d'Aumale imprimée,2,,non,483077
serge de Bruxelles,1,,non,483077
serge de fil et de laine,6,,non,483077
serge de fil et laine,1,,non,483077
serge de laine,776,Lainage,non,9470
serge de laine ???,4,,non,483077
serge de laine Aumale,0,,oui,483077
serge de laine Blicourt,2,,non,483077
serge de laine d'Aumale,6,,non,483077
serge de laine de Blicourt,9,,non,483077
serge de laine de Rome,1,,non,483077
serge de laine de Rouen,1,,non,483077
serge de laine diverse,6,,non,483077
serge de laine drapée,2,,non,483077
serge de laine et de soie,1,,non,483077
serge de laine étroite,2,,non,483077
serge de laine forte,1,,non,483077
serge de laine imprimée,3,,non,483077
serge de laine large,3,,non,483077
serge de laine Minorque,6,,non,483077
serge de laine noire,1,,non,483077
serge de laine pour ???,0,Lainage,oui,9470
serge de laine sagati,2,,non,483077
serge de laine voile,6,,non,483077
serge de Lille,27,,non,483077
serge de Londres et autres,8,,non,483077
serge de Montauban,17,,non,483077
serge de Nîmes,1,,non,483077
serge de Nîmes aune,1,,non,483077
serge de Poitou,1,,non,483077
serge de Rome,4,,non,483077
serge de Rouen,1,,non,483077
serge de Saint-Maixant,0,,oui,483077
serge de Saint-Maixent,5,,non,483077
serge de Savoie,2,,non,483077
serge de soie,12,,non,483077
serge des prise,0,,oui,483077
serge des prises,6,,non,483077
serge double,4,,non,483077
serge drap,1,,non,483077
serge drapée,79,,non,483077
serge drapée à doubler,3,,non,483077
serge drapée de laine,1,,non,483077
serge drapée et de laine,5,,non,483077
serge du Languedoc,7,,non,483077
serge du pays,2,,non,483077
serge écarlate,1,,non,483077
serge écarlatine,2,,non,483077
serge et prunelle de laine étroite,3,,non,483077
serge fil et laine,1,,non,483077
serge forte,5,,non,483077
serge imprimée,133,,non,483077
serge imprimée aune,1,,non,483077
serge imprimée d'Aumale,1,,non,483077
serge Minorque,3,,non,483077
serge sergette,1,,non,483077
serge teinte,1,,non,483077
serge verte,1,,non,483077
sergette,10,,non,483077
sergette de laine,4,,non,483077
sergette de Montauban,7,,non,483077
sergette des prises,3,,non,483077
sergette fine,1,,non,483077
sergette Maine,2,,non,483077
serinettes,16,,non,483077
serinettes ouvrées,1,,non,483077
seringues,14,,non,483077
seringues d'étain,19,,non,483077
serizes,0,,oui,483077
serpentera virgina,1,,non,483077
serpentin à distiller,1,,non,483077
serpentine,3,,non,483077
serpentine à distiller l'eau-de-vie,1,,non,483077
serpents,1,,non,483077
serpes,12,,non,483077
serpes de fer,6,,non,483077
serra merita,1,,non,483077
serratille,1,,non,483077
serrure de bois,3,,non,483077
serrure de cuivre,2,,non,483077
serrure petite,1,,non,483077
serrure pour faucettes,0,,oui,483077
serrures de cuivre,6,,non,483077
serrures de fer,1,,non,483077
serrures pour fossettes,1,,non,483077
service de porcelaine,1,,non,483077
service de tables,1,,non,483077
service de tables argenté et doré et d'osier,1,,non,483077
serviettes,127,,non,483077
serviettes à nappes,1,,non,483077
serviettes communes,6,,non,483077
serviettes d'étoupes,1,,non,483077
serviettes de lin,1,,non,483077
serviettes de table,1,,non,483077
serviettes de toile,2,,non,483077
serviettes de toile de ménage,1,,non,483077
serviettes de toile peinte,1,,non,483077
serviettes découpées,1,,non,483077
serviettes et nappes,1,,non,483077
serviettes et nappes de toile peinte,1,,non,483077
serviettes et nappes des Indes,1,,non,483077
serviettes ouvrées,8,,non,483077
sevan de cuir de Russie,1,,non,483077
Sèvres,1,,non,483077
shetas des Indes,1,,non,483077
siagne,2,,non,483077
siague,1,,non,483077
siamoise,539,,non,483077
siamoise à bouquet de coton,1,,non,483077
siamoise à bouquets de laine de coton et de fil,4,,non,483077
siamoise à bouquets de laine de fil,1,,non,483077
siamoise à fleurs,41,,non,483077
siamoise à fleurs de soie,5,,non,483077
siamoise à peu,0,,oui,483077
siamoise à peu de soie,65,,non,483077
siamoise au quart de soie,2,,non,483077
siamoise au sixième de soie,9,,non,483077
siamoise blanche de coton,1,,non,483077
siamoise blanche de coton et de fil,2,,non,483077
siamoise brochée de coton et de fil,2,,non,483077
siamoise commune,18,,non,483077
siamoise de coton,5,,non,483077
siamoise de coton au quart de soie,1,,non,483077
siamoise de coton au sixième de soie,1,,non,483077
siamoise de coton et de fil,95,Coton de toute espèce,non,8294
siamoise de coton et de fil et imprimée,2,,non,483077
siamoise de coton et de fil et teinte,2,,non,483077
siamoise de coton et de fil imprimée,3,,non,483077
siamoise de coton et de fil unie,4,,non,483077
siamoise de coton et toile de coton peinte,16,,non,483077
siamoise de coton imprimée,5,,non,483077
siamoise de coton teinte,1,,non,483077
siamoise de fil à bouquets de laine,0,,oui,483077
siamoise de fil et teinte,0,,oui,483077
siamoise de fil imprimée,1,,non,483077
siamoise de fil peinte,2,,non,483077
siamoise de fil rayée,1,,non,483077
siamoise de fil simple,1,,non,483077
siamoise de fil teinte,2,,non,483077
siamoise de Rouen,8,,non,483077
siamoise de soie,9,,non,483077
siamoise en crin,1,,non,483077
siamoise fil coton,1,,non,483077
siamoise fil de coton,1,,non,483077
siamoise fine,5,,non,483077
siamoise imprimée,9,,non,483077
siamoise imprimée et de fil,0,,oui,483077
siamoise teinte,4,,non,483077
sicader,1,,non,483077
sigle vis de laine,1,Lainage,non,9470
simaboura,0,,oui,483077
simarouba,17,,non,483077
simenontrea,0,,oui,483077
simples,1,,non,483077
sinabre,1,,non,483077
siné,1,,non,483077
singalette,1,,non,483077
singe,1,,non,483077
siragondis,1,,non,483077
siraménéas,0,,oui,483077
sirop,271,,non,483077
sirop à boire,2,,non,483077
sirop brut,1,,non,483077
sirop calbasse,1,,non,483077
sirop d'alkermès,109,,non,483077
sirop d'altea,1,,non,483077
sirop d'amont,28,,non,483077
sirop d'amour,3,,non,483077
sirop d'orgeat,8,,non,483077
sirop d'orgeat au fiasque,4,,non,483077
sirop de Calabre,1,,non,483077
sirop de calbasse,2,,non,483077
sirop de capillaire,627,,non,483077
sirop de capillaire et autre composés,1,,non,483077
sirop de capitaine,9,,non,483077
sirop de cédrat,2,,non,483077
sirop de citron,1,,non,483077
sirop de coriandre,1,,non,483077
sirop de framboise,1,,non,483077
sirop de l'étranger,1,,non,483077
sirop de limon,56,,non,483077
sirop de mélasse,782,,non,483077
sirop de mûre,1,,non,483077
sirop de raffinerie,3,,non,483077
sirop de sucre,256,,non,483077
sirop de sucre candi,1,,non,483077
sirop de vinaigre,9,,non,483077
sirop de violette,2,,non,483077
sirop des Indes,70,,non,483077
sirop et sucre,9,,non,483077
sirop fin,31,,non,483077
sirop fin et mélasse,3,,non,483077
sirop fins et sucre,9,,non,483077
sirop médicinal,1,,non,483077
sirop mélasse,23,,non,483077
sirop ou jus de cerise et de grenade avec nourritures,0,,oui,483077
sirop ou jus de cerise et de grenades,0,,oui,483077
sirop terré,1,,non,483077
sirops,0,,oui,483077
sistes condales,1,,non,483077
sistresaye,15,,non,483077
sivadille,12,,non,483077
slatille des Indes,4,,non,483077
slin de laine,1,,non,483077
smalte,1,,non,483077
soberton,1,,non,483077
socle de fer,1,,non,483077
socreton,5,,non,483077
socrotour,1,,non,483077
socs,1,,non,483077
socs de charrues,6,,non,483077
socs de fer,3,,non,483077
soie,527,Soie,non,10385
soie à broder,2,,non,483077
soie à coudre,305,Soie,non,10385
soie à coudre teinte,1,,non,483077
soie à tricoter,1,,non,483077
soie apprêtée,391,Soie,non,10385
soie ardasse,2,,non,483077
soie ardassine,1,,non,483077
soie blanche,3,,non,483077
soie blanche à l'aune,1,,non,483077
soie blanche sans apprêt,1,,non,483077
soie blanche sans apprêt à l'aune,1,,non,483077
soie bourre cardée en feuilles et ouates,1,,non,483077
soie bourre écrue,1,,non,483077
soie bourre écrue en masse,2,,non,483077
soie bourre écrue et teinte,1,,non,483077
soie bourre écrue filée moulinée,1,,non,483077
soie bourre écrue filée non moulinée,1,,non,483077
soie bourre en masse teinte,1,,non,483077
soie bourre filée fleuret écru,1,,non,483077
soie bourre filée fleuret teint,1,,non,483077
soie bourre filée-fleuret en masse,1,,non,483077
soie bourre fleuret écru et teint,1,,non,483077
soie brousse,1,,non,483077
soie Canton,1,,non,483077
soie cendre,1,,non,483077
soie cocon,1,,non,483077
soie cocons perus,1,,non,483077
soie commune,2,,non,483077
soie crue,451,,non,483077
soie crue organsine,1,,non,483077
soie de Bruges,1,,non,483077
soie de charrues,1,,non,483077
soie de Chypre,1,,non,483077
soie de fleuret,1,,non,483077
soie de la chaîne,1,Soie,non,10385
soie de laine,1,,non,483077
soie de Liège,1,,non,483077
soie de Nankin,39,Soie,non,10385
soie de porcs,174,,non,483077
soie de porcs ???,2,,non,483077
soie de porcs et soie de sanglier,91,,non,483077
soie de porcs étrangère,2,,non,483077
soie de porcs ouvré,2,,non,483077
soie de Provence,2,,non,483077
soie de sanglier,6,Soie,non,10385
soie de toile,4,,non,483077
soie de toile vieille,2,,non,483077
soie de Zagora,1,,non,483077
soie des Indes,6,Soie,non,10385
soie des pays étrangers,1,,non,483077
soie dite filoselle,1,,non,483077
soie dite fleuret,1,,non,483077
soie du Bengale,2,,non,483077
soie écrue,11,Soie,non,10385
soie écrue moulinée,1,,non,483077
soie écrue moulinée doupion,1,,non,483077
soie en bourre,1,,non,483077
soie en cocon,6,,non,483077
soie en cocons et en estrasse,1,,non,483077
soie en estrasse,5,,non,483077
soie en étoupes,4,,non,483077
soie en fleuret,5,,non,483077
soie en masses,1,,non,483077
soie en peluches,6,,non,483077
soie en rames,15,,non,483077
soie en strasse,1,,non,483077
soie en suaze,1,,non,483077
soie étoupe,0,,oui,483077
soie étoupes,6,,non,483077
soie exportée de Marseille,1,,non,483077
soie filée,0,,oui,483077
soie fleuret ???,1,,non,483077
soie floche,1,,non,483077
soie galette,1,,non,483077
soie grège,32,,non,483077
soie grège ???,1,,non,483077
soie grège autre que doupion,1,,non,483077
soie grège de Provence,1,,non,483077
soie grège doupion,3,,non,483077
soie grège écrue,1,,non,483077
soie grège écrue doupion,1,,non,483077
soie grège par Marseille,1,,non,483077
soie grèse,0,,oui,483077
soie grèse ???,0,,oui,483077
soie grèse de Provence,0,,oui,483077
soie grèse par Marseille,0,,oui,483077
soie limeneas,1,,non,483077
soie lorce,1,,non,483077
soie mauresque,8,,non,483077
soie mêlée,0,,oui,483077
soie mêlée à l'aune,1,,non,483077
soie moulinée,3,,non,483077
soie moulinée autre que doupion,1,,non,483077
soie moulinée doupion,3,,non,483077
soie ouvrée,41,,non,483077
soie par Collonges et Strasbourg,1,,non,483077
soie par Marseille,3,,non,483077
soie plate,4,,non,483077
soie siamoise,2,,non,483077
soie tamis,1,,non,483077
soie tanier,1,,non,483077
soie tapis,3,,non,483077
soie teinte,22,,non,483077
soie torse,1,,non,483077
soie trame ???,1,,non,483077
soie tricoter,1,,non,483077
soie tripoline,1,,non,483077
soierie,182,Soie,non,10385
soierie brodée,1,,non,483077
soierie confinant,2,,non,483077
soierie de fil à fleurs,1,,non,483077
soierie de lin,1,,non,483077
soierie de Lyon,4,,non,483077
soierie de toile,1,,non,483077
soierie de Tours,1,,non,483077
soierie des Indes,1,Soie,non,10385
soierie et coton des Indes,1,Prohibé,non,91
soierie et dorure,12,,non,483077
soierie et dorure fine,13,,non,483077
soierie fleuret,1,,non,483077
soierie habits,0,,oui,483077
soins,1,,non,483077
solas,1,,non,483077
soles,1,,non,483077
soles marinées,1,,non,483077
soliveaux,110,,non,483077
soliveaux d'acajou,1,,non,483077
soliveaux de 10 à 12 pieds et de sapin,2,,non,483077
soliveaux de 10 pieds et de sapin,5,,non,483077
soliveaux de 12 pieds et de sapin,9,,non,483077
soliveaux de 14 à 16 pieds et de 4 pouces de carré,1,,non,483077
soliveaux de 14 pieds et de sapin,2,,non,483077
soliveaux de 15 à 20 pieds et de sapin,2,,non,483077
soliveaux de 15 pieds,1,,non,483077
soliveaux de 15 pieds et de sapin,3,,non,483077
soliveaux de 17 pieds et de sapin,2,,non,483077
soliveaux de 18 à 20 pieds,1,,non,483077
soliveaux de 18 à 20 pieds et de sapin,2,,non,483077
soliveaux de 18 pieds,1,,non,483077
soliveaux de 18 pieds et de sapin,5,,non,483077
soliveaux de 20 à 22 pieds,1,,non,483077
soliveaux de 20 à 25 pieds et de sapin,1,,non,483077
soliveaux de 20 à 30 pieds et de sapin,1,,non,483077
soliveaux de 20 pieds et de sapin,10,,non,483077
soliveaux de 21 à 22 pieds et dde sapin,1,,non,483077
soliveaux de 22 pieds et de sapin,5,,non,483077
soliveaux de 24 pieds,1,,non,483077
soliveaux de 24 pieds et de sapin,4,,non,483077
soliveaux de 25 pieds et de sapin,5,,non,483077
soliveaux de 26 pieds et de sapin,5,,non,483077
soliveaux de 29 à 30 pieds et de sapin,1,,non,483077
soliveaux de 30 pieds et de sapin,3,,non,483077
soliveaux de 34 pieds et de sapin,1,,non,483077
soliveaux de 36 pieds et de sapin,3,,non,483077
soliveaux de 50 pieds et de sapin,1,,non,483077
soliveaux de 6 à 7 pieds et de sapin,1,,non,483077
soliveaux de 9 à 18 pieds et de sapin,1,,non,483077
soliveaux de 9 pieds et de sapin,1,,non,483077
soliveaux de bois,3,,non,483077
soliveaux de bois de nache,1,,non,483077
soliveaux de châtaigner,1,,non,483077
soliveaux de châtaignier,0,,oui,483077
soliveaux de chêne,32,,non,483077
soliveaux de chêne de 10 pieds,2,,non,483077
soliveaux de chêne de 12 à 15 pieds,1,,non,483077
soliveaux de chêne de 13 pieds,1,,non,483077
soliveaux de chêne de 15 à 20 pieds,1,,non,483077
soliveaux de chêne de 16 pieds,1,,non,483077
soliveaux de chêne de 18 pieds,2,,non,483077
soliveaux de chêne de 24 pieds,1,,non,483077
soliveaux de cyprès,1,,non,483077
soliveaux de hêtre,4,,non,483077
soliveaux de sapin,109,,non,483077
soliveaux de sapin de 16 pieds,1,,non,483077
soliveaux de sapin de 28 pieds,2,,non,483077
soliveaux de sapin de 5 pieds,1,,non,483077
soliveaux de sapin de 6 pieds,1,,non,483077
soliveaux de sapin de 9 pieds,0,,oui,483077
soliveaux petits,2,,non,483077
soliveaux petits et de sapin,1,,non,483077
solives,3,,non,483077
solives de 16 à 20 pieds,1,,non,483077
solives de sapin,1,,non,483077
solles ou langues,1,,non,483077
sommiers bruts et pour Mannem,2,,non,483077
sommiers de bois,2,,non,483077
sommiers de chêne,1,,non,483077
sommiers façonnés et de chêne,1,,non,483077
sommiers ou corps d'arbre de sapin,1,,non,483077
son,142,,non,483077
son d'Espagne,1,,non,483077
son de farine,1,,non,483077
son et vesse de fer,1,,non,483077
sonde,6,,non,483077
sonde d'argent,1,,non,483077
sonde ou soude,1,,non,483077
sonnettes,27,,non,483077
sonnettes de bronze,1,,non,483077
sonnettes de fonte,1,,non,483077
soquet,1,,non,483077
sorbet,7,,non,483077
sortes,1,,non,483077
sotas,1,,non,483077
soucade,3,,non,483077
souci,0,,oui,483077
souci pour mouchoirs,0,,oui,483077
soucis,53,,non,483077
soucis de soie,1,,non,483077
soucis pour mouchoirs,1,,non,483077
soucoupes de faïence,1,,non,483077
soucoupes et tasses de faïence,2,,non,483077
soucoupes vernies,1,,non,483077
soucrillon,2,,non,483077
soucrillon en gerbes,1,,non,483077
soude de toute sorte,6,,non,483077
soude soufre,1,,non,483077
soudes,859,,non,483077
soudes et natron et salin,40,,non,483077
soudes et potasse,23,,non,483077
soudes et tartre,1,,non,483077
soudure,10,,non,483077
soudure de cuivre,1,,non,483077
soufflets,45,,non,483077
soufflets à bouche,2,,non,483077
soufflets à feu,11,,non,483077
soufflets à forge,10,,non,483077
soufflets à poudre,3,,non,483077
soufflets à tirer,1,,non,483077
soufflets à tirer le vin,7,,non,483077
soufflets à tirer le vin au clair,1,,non,483077
soufflets à tirer le vin au clair et sa garniture,1,,non,483077
soufflets à tirer vin au clair,1,,non,483077
