numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
66,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Grain (maïs),,820,9650,Chalosse,,livres,2473,,,,,,0
67,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Grain (maïs),,1653,19450,Chalosse,,livres,2473,,,,,,0
68,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Graisse de porc,,525,700,Béarn,,livres,,,,,,,0
69,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Huile de lin,,1125,2500,Hollande,,,,,,,,"Pas d'unité, sans doute des livres",0
70,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Huile d'olive,,2500,2000,Provence,,livres,3508,,,,,,0
71,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Huile d'olive,,1008,1000,Provence,,livres,3508,,,,,,0
72,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Instrument de marine,,600,,Bayonne,,livres,,,,,,,0
73,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Laine commune,,1237,825,Béarn,,livres,,,,,,,0
74,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Légumes,,104,,Béarn,,,,,,,,,0
75,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Linge de table,,3940,,Béarn,,,6379,,,,,,0
76,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Linge de table,,2439,,Béarn,,,6379,,,,,,0
77,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Liqueurs diverses,,275,,Bordeaux,,,,,,,,,0
78,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Marchandises à la valeur,,282,,,,,351,,,,,,0
79,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Marchandises à la valeur,,69,,,,,351,,,,,,0
80,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Mouchoirs fil et coton,,8479,1792,Béarn,,en nombre,16910,,,,,149 douzaines et 4 pièces,0
81,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Mouchoirs fil et coton,,8431,1736,Béarn,,en nombre,16910,,,,,144 douzaines et 8 pièces,0
82,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Ozier (bois),,526,3115,Chalosse,,paquets,912,,,,,,0
83,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Ozier (bois),,386,2095,Chalosse,,paquets,912,,,,,,0
84,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Ouvrages de cuivre en souliers pou homme,,35460,11820,St Esprit,,paires,36102,,,,,,0
85,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Ouvrages de cuivre en souliers pou homme,,642,214,St Esprit,,paires,36102,,,,,,0
86,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Papier à écrire,,704,88,La Rochelle,,rames,,,,,,,0
87,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Plumes d'oyes,,3250,3250,Béarn,,livres,,,,,,,0
88,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Pierres en carreaux,,2544,11340,Bidache,,en nombre,4092,,,,,,0
89,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Pierres en carreaux,,1548,7208,Bidache,,en nombre,4092,,,,,,0
90,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Pierres à taillandier,,450,150,Espagne,,livres,,,,,,,0
91,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Poisson (sardines),,1456,5200,Bretagne,,livres,2161,,,,,,0
92,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Poisson (sardines),,705,2520,Bretagne,,livres,2161,,,,,,0
93,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Poisson (sardines),,336,1200,Bordeaux,,livres,,,,,,,0
94,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Morue sèche,,14382,42300,Pêche française,,livres,32198,,,,,,0
95,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Morue sèche,,17816,52400,Pêche française,,livres,32198,,,,,,0
96,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Quincaillerie en fer,,4838,14985,St Esprit,,livres,10382,,,,,,0
97,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Quincaillerie en fer,,5544,17568,St Esprit,,livres,10382,,,,,,0
98,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Suif en chandelles,,591,975,St Esprit,,livres,,,,,,,0
99,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,21,Suif fondu,,8735,14559,,,livres,9683,,,,,,0
100,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,21,Suif fondu,,948,1580,,,livres,9683,,,,,,0
101,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Toile nankin,,2400,,Compagnie des Indes,,pièces,,,,,,,0
102,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Tuiles,,122,8180,Bidache,,en nombre,,,,,,,0
103,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en bouteille,,836,1673,Béarn,,en nombre,1846,,,,,,0
104,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Vin en bouteille,,1010,2020,Béarn,,en nombre,1846,,,,,,0
105,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en muids,,7922,"135,5",Béarn,,muids,11322,,,,,,1
106,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en muids,,7922,20,Béarn,,pintes,11322,,,,,,2
107,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Vin en muids,,3400,"58,3333333333",Béarn,,muids,11322,,,,,,0
108,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en muids,,7438,"64,6666666667",Bordeaux,,muids,24838,,,,,,0
109,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Vin en muids,,17400,151,Bordeaux,,muids,24838,,,,,,1
110,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Vin en muids,,17400,12,Bordeaux,,pintes,24838,,,,,,2
111,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en muids,,4620,77,Armagnac,,muids,6020,,,,,,0
112,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Vin en muids,,1400,"23,3333333333",Armagnac,,muids,6020,,,,,,0
113,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en muids,,7800,"90,25",Garonne,,muids,,,,,,,1
114,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en muids,,7800,8,Garonne,,pintes,,,,,,,2
115,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin de liqueur,,60,60,Espagne,,bouteilles,333,,,,,,0
116,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Vin de liqueur,,273,273,Espagne,,bouteilles,333,,,,,,0
117,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en muids,,38784,713,Provence,,muids,,,,,,,1
118,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en muids,,38784,31,Provence,,pintes,,,,,,,2
119,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en bouteille,,120,150,Cap breton,,bouteilles,,,,,,,0
120,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vin en muids,,14400,139,Quercy,,muids,,,,,,,0
121,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Vin en bouteille,,987,987,Bordeaux,,bouteilles,,,,,,,0
122,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vinaigre,,2382,"20,25",Chalosse,,muids,2686,,,,,,1
123,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,22,Vinaigre,,2382,44,Chalosse,,pintes,2686,,,,,,2
124,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Vinaigre,,304,7,Chalosse,,muids,2686,,,,,,1
125,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,22,Vinaigre,,304,12,Chalosse,,pintes,2686,,,,,,2
