line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,
2533,Local,1747,Nantes,,Dannemarck,Imports,bois de bourdilles,,,43,,172,pièces,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2534,Local,1747,Nantes,,Dannemarck,Imports,cabilleaux,,,1200,,4000,livres,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2535,Local,1747,Nantes,,Dannemarck,Imports,charbon de terre,,,720,,72,bariques,10,Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2536,Local,1747,Nantes,,Dannemarck,Imports,douelles à bariques,,,360,,4500,pièces,"0,08",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2537,Local,1747,Nantes,,Dannemarck,Imports,douelles à Pipes,,,55,,460,pièces,"0,12",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,"-0,199999999999996",,,,,,,,,,,,,,,,,,,,,
2538,Local,1747,Nantes,,Dannemarck,Imports,epars de sapin,,,290,,242,pièces,"1,2",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,"-0,399999999999977",,,,,,,,,,,,,,,,,,,,,
2539,Local,1747,Nantes,,Dannemarck,Imports,fer en barres,,,2750,,25000,livres,"0,11",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2540,Local,1747,Nantes,,Dannemarck,Imports,pelles de bois,,,66,,168,pièces,"0,4",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,légère incohérence,"-1,2",,,,,,,,,,,,,,,,,,,,,
2541,Local,1747,Nantes,,Dannemarck,Imports,planches de chêne de 9 à 10 pieds,,,108,,72,pièces,"1,5",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2542,Local,1747,Nantes,,Dannemarck,Imports,planches de sapin de 10 à 11 pieds,,,1078,,1348,pièces,"0,8",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,"-0,400000000000091",,,,,,,,,,,,,,,,,,,,,
2542,Local,1747,Nantes,,Dannemarck,Imports,planches de sapin de 5 pieds,,,75,,550,pièces,"0,15",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,erreur de calcul,"-7,5",,,,,,,,,,,,,,,,,,,,,
2543,Local,1747,Nantes,,D'Espagne,Imports,ancres de fer,,,522,,2090,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2544,Local,1747,Nantes,,D'Espagne,Imports,avirons,,,327,,218,traques,"1,5",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2545,Local,1747,Nantes,,D'Espagne,Imports,beuf salé,,,4800,,160,Baril,30,Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2546,Local,1747,Nantes,,D'Espagne,Imports,bois de gayac,,,200,,2000,livres,"0,1",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2547,Local,1747,Nantes,,D'Espagne,Imports,bois de grenadille,,,,,11390,livres,,Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,pas de prix ni de valeur mentionnés,0,,,,,,,,,,,,,,,,,,,,,
2548,Local,1747,Nantes,,D'Espagne,Imports,bray sec,,,84,,1200,livres,"0,07",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2549,Local,1747,Nantes,,D'Espagne,Imports,citrons,,,1,,"30,5",milliers,"0,006",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,"0,817",,,,,,,,,,,,,,,,,,,,,
2550,Local,1747,Nantes,,D'Espagne,Imports,fer en barres,,,68601,,623650,livres,"0,11",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2551,Local,1747,Nantes,,D'Espagne,Imports,fer en feuillards,,,1518,,10125,livres,"0,15",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,"-0,75",,,,,,,,,,,,,,,,,,,,,
2552,Local,1747,Nantes,,D'Espagne,Imports,fer pla en quarré,,,54114,,491950,livres,"0,11",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2553,Local,1747,Nantes,,D'Espagne,Imports,huille d’olive,,,119833,,239666,livres,"0,5",Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2554,Local,1747,Nantes,,D'Espagne,Imports,laine,,,70971,,23657,livres,3,Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,erreur de calcul (valeur notéé 7095),0,,,,,,,,,,,,,,,,,,,,,
2555,Local,1747,Nantes,,D'Espagne,Imports,meulles bâtardes,,,2448,,816,pièces,3,Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2556,Local,1747,Nantes,,D'Espagne,Imports,noisettes,,,300,,300,boisseaux,1,Nantes -- 1747 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2557,Local,1747,Nantes,,D'Espagne,Imports,Oranges aigres,,,3984,,66400,pièces,"0,06",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2558,Local,1747,Nantes,,D'Espagne,Imports,oranges douces,,,32,,2,milliers,16,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2559,Local,1747,Nantes,,D'Espagne,Imports,peaux d’agneau en laine,,,60,,200,pièces,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2560,Local,1747,Nantes,,D'Espagne,Imports,peaux de mouton en laine,,,40,,100,pièces,"0,4",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2561,Local,1747,Nantes,,D'Espagne,Imports,vin d’Espagne,,,600,,2,tonneaux,300,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2562,Local,1747,Nantes,,De hollande,Imports,acier,,,"7053,25",,28213,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,erreur de calcul (valeur notée 6055),0,,,,,,,,,,,,,,,,,,,,,
2563,Local,1747,Nantes,,De hollande,Imports,amidon,,,11987,,59935,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2564,Local,1747,Nantes,,De hollande,Imports,ancres de fer,,,5968,,23875,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,"-0,75",,,,,,,,,,,,,,,,,,,,,
2565,Local,1747,Nantes,,De hollande,Imports,azur,,,2200,,2750,livres,"0,8",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2566,Local,1747,Nantes,,De hollande,Imports,baleine coupée,,,12152,,3472,livres,"3,5",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,erreur de calcul (valeur notée 12252),0,,,,,,,,,,,,,,,,,,,,,
2567,Local,1747,Nantes,,De hollande,Imports,bâtons de sapin,,,36,,120,pièces,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,erreur de calcul (valeur notée 28),0,,,,,,,,,,,,,,,,,,,,,
2568,Local,1747,Nantes,,De hollande,Imports,Boeuf salé,,,108990,,3633,barrils,30,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2568,Local,1747,Nantes,,De hollande,Imports,Boeuf salé,,,16308,,453,tierçons,36,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2569,Local,1747,Nantes,,De hollande,Imports,beurre,,,239,,956,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2570,Local,1747,Nantes,,De hollande,Imports,bierre,,,26475,,1059,barriques,25,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2570,Local,1747,Nantes,,De hollande,Imports,bierre,,,304,,19,tierçons,16,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2571,Local,1747,Nantes,,De hollande,Imports,Bois à bruler,,,150,,15,cordes,10,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2572,Local,1747,Nantes,,De hollande,Imports,bois de caliatour,,,3856,,9642,livres,"0,4",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,"-0,800000000000182",,,,,,,,,,,,,,,,,,,,,
2573,Local,1747,Nantes,,De hollande,Imports,bois de campêche en bûches,,,"738,75",,4925,livres,"0,15",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,erreur de calcul (valeur notée 1477),0,,,,,,,,,,,,,,,,,,,,,
2574,Local,1747,Nantes,,De hollande,Imports,bois de fustel,,,,,20050,livres,,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,ni valeur ni prix unitaire,0,,,,,,,,,,,,,,,,,,,,,
2575,Local,1747,Nantes,,De hollande,Imports,bois d’inde rapé,,,1147,,3825,livres,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2576,Local,1747,Nantes,,De hollande,Imports,bois d’inde en bücher,,,985,,4925,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2577,Local,1747,Nantes,,De hollande,Imports,bois de sandal moulu,,,360,,600,livres,"0,6",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2578,Local,1747,Nantes,,De hollande,Imports,bois de teinture moulu,,,1620,,4050,livres,"0,4",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2579,Local,1747,Nantes,,De hollande,Imports,bordages de chêne de 28 pieds,,,122,,101,pièces,12,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,-1090,,,,,,,,,,,,,,,,,,,,,
2580,Local,1747,Nantes,,De hollande,Imports,bouteilles de verre,,,226,,1130,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2581,Local,1747,Nantes,,De hollande,Imports,bray gras,,,11544,,444,barils,26,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2582,Local,1747,Nantes,,De hollande,Imports,bray sec,,,61740,,1764,barriques,35,Nantes -- 1747 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2583,Local,1747,Nantes,,De hollande,Imports,Briques,,,500,,50,milliers,10,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2584,Local,1747,Nantes,,De hollande,Imports,brosserie,,,670,,670,livres,1,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2585,Local,1747,Nantes,,De hollande,Imports,cabilleaux,,,5,,"0,25",barils,20,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,erreur de calcul (valeur notée 20),0,,,,,,,,,,,,,,,,,,,,,
2585,Local,1747,Nantes,,De hollande,Imports,cabilleaux,,,128760,,429200,livres,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2586,Local,1747,Nantes,,De hollande,Imports,canelle,,,25416,,4236,livres,6,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2587,Local,1747,Nantes,,De hollande,Imports,carreaux de brique,,,840,,60,milliers,14,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2588,Local,1747,Nantes,,De hollande,Imports,canes et flacons de verre,,,160,,800,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2589,Local,1747,Nantes,,De hollande,Imports,ceruze,,,318,,1591,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-0,200000000000045",,,,,,,,,,,,,,,,,,,,,
2590,Local,1747,Nantes,,De hollande,Imports,Chaises de Commodité,,,12,,2,douzaine,6,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2591,Local,1747,Nantes,,De hollande,Imports,cloux de fer,,,534,,2546,livres,"0,21",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-0,659999999999968",,,,,,,,,,,,,,,,,,,,,
2592,Local,1747,Nantes,,De hollande,Imports,coffre de fer,,,100,,1,pièce,100,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2593,Local,1747,Nantes,,De hollande,Imports,cornes à lanterne ,,,148,,247,livres,"0,6",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-0,199999999999989",,,,,,,,,,,,,,,,,,,,,
2594,Local,1747,Nantes,,De hollande,Imports,couperoze verte,,,9450,,99475,livres,"0,095",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-0,125",,,,,,,,,,,,,,,,,,,,,
2595,Local,1747,Nantes,,De hollande,Imports,coutil,,,942,,314,aunes,3,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2596,Local,1747,Nantes,,De hollande,Imports,crapandine de fer,,,161,,538,livres,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-0,400000000000006",,,,,,,,,,,,,,,,,,,,,
2597,Local,1747,Nantes,,De hollande,Imports,cuirs,,,1720,,2868,livres,"0,6",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-0,799999999999955",,,,,,,,,,,,,,,,,,,,,
2598,Local,1747,Nantes,,De hollande,Imports,cuirs de Roussi,,,515,,515,livres,1,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2599,Local,1747,Nantes,,De hollande,Imports,cuirs verts en poil,,,27952,,1747,pièces,16,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,erreur de calcul (valeur notée 17952),0,,,,,,,,,,,,,,,,,,,,,
2600,Local,1747,Nantes,,De hollande,Imports,cuivre jaune ouvré,,,2550,,1700,livres,"1,5",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2601,Local,1747,Nantes,,De hollande,Imports,cuivre rouge ouvrée,,,723,,452,livres,"1,6",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-0,200000000000045",,,,,,,,,,,,,,,,,,,,,
2602,Local,1747,Nantes,,De hollande,Imports,droguerie en épicerie,,,11816,,5908,livres,2,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2603,Local,1747,Nantes,,De hollande,Imports,epars ,,,336,,280,pièces,"1,2",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2604,Local,1747,Nantes,,De hollande,Imports,fayance,,,1320,,2640,livres,"0,5",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2605,Local,1747,Nantes,,De hollande,Imports,fer blanc simple,,,220,,2,barils,110,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2606,Local,1747,Nantes,,De hollande,Imports,fer en cercle,,,1298,,8658,livres,"0,15",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-0,700000000000046",,,,,,,,,,,,,,,,,,,,,
2607,Local,1747,Nantes,,De hollande,Imports,Fil blanc,,,2,,12,onces,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-0,4",,,,,,,,,,,,,,,,,,,,,
2608,Local,1747,Nantes,,De hollande,Imports,fil de caret,,,5204,,20816,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2609,Local,1747,Nantes,,De hollande,Imports,fil de fer,,,850,,2838,livres,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,"-1,39999999999998",,,,,,,,,,,,,,,,,,,,,
2610,Local,1747,Nantes,,De hollande,Imports,fil de laton,,,215,,215,livres,1,Nantes -- 1747 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2611,Local,1747,Nantes,,De hollande,Imports,fleches,,,240,,40,pièces,6,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2612,Local,1747,Nantes,,De hollande,Imports,fromage,,,37170,,123902,livres,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,"-0,599999999998545",,,,,,,,,,,,,,,,,,,,,
2613,Local,1747,Nantes,,De hollande,Imports,garence ,,,12571,,27935,livres,"0,45",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,"0,25",,,,,,,,,,,,,,,,,,,,,
2614,Local,1747,Nantes,,De hollande,Imports,goudron,,,21575,,863,barils,25,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2615,Local,1747,Nantes,,De hollande,Imports,geroffle,,,43400,,3100,barils,14,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2616,Local,1747,Nantes,,De hollande,Imports,gruau,,,80,,4,bariques,20,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2617,Local,1747,Nantes,,De hollande,Imports,harangs sors,,,8030,,146,barils,55,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2618,Local,1747,Nantes,,De hollande,Imports,harangs blancs,,,49440,,824,barils,60,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2619,Local,1747,Nantes,,De hollande,Imports,huile de lin,,,9384,,69,bariques,136,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,erreur de calcul (valeur notée 9394),0,,,,,,,,,,,,,,,,,,,,,
2619,Local,1747,Nantes,,De hollande,Imports,huile de lin,,,9398,,36148,livres,"0,26",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,"-0,479999999999563",,,,,,,,,,,,,,,,,,,,,
2620,Local,1747,Nantes,,De hollande,Imports,huile de poisson,,,2915,,14579,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,"-0,800000000000182",,,,,,,,,,,,,,,,,,,,,
2621,Local,1747,Nantes,,De hollande,Imports,Jambons,,,1100,,2201,livres,"0,5",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2622,Local,1747,Nantes,,De hollande,Imports,Laine d'Espagne,,,7986,,2662,livres,3,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2623,Local,1747,Nantes,,De hollande,Imports,lattes de sapin,,,10,,200,pièces,"0,05",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2624,Local,1747,Nantes,,De hollande,Imports,liens de fil,,,96,,32,livres,3,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2625,Local,1747,Nantes,,De hollande,Imports,lin cru,,,85240,,113654,livres,"0,75",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2626,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 36 à 75 pieds,,,13800,,23,pièces,600,Nantes -- 1747 --  Imports -- AD44_C706,,5,150,;,6,estimés,1500,,,0,,,,,,,,,,,,,,,,,,,,,
2626,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 58 à 71 pieds,,,7700,,11,pièces,700,Nantes -- 1747 --  Imports -- AD44_C706,,5,150,;,6,estimés,1500,,,0,,,,,,,,,,,,,,,,,,,,,
2626,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 70 pieds,,,5000,,5,pièces,1000,Nantes -- 1747 --  Imports -- AD44_C706,,5,150,;,6,estimés,1500,,,0,,,,,,,,,,,,,,,,,,,,,
2626,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 56 à 60 pieds,,,10000,,20,pièces,500,Nantes -- 1747 --  Imports -- AD44_C706,,5,150,;,6,estimés,1500,,,0,,,,,,,,,,,,,,,,,,,,,
2626,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 39 pieds,,,900,,6,pièces,150,Nantes -- 1747 --  Imports -- AD44_C706,,5,150,;,6,estimés,1500,,,0,,,,,,,,,,,,,,,,,,,,,
2626,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 30 à 35 pieds,,,10000,,100,pièces,100,Nantes -- 1747 --  Imports -- AD44_C706,,5,150,;,6,estimés,1500,,,0,,,,,,,,,,,,,,,,,,,,,
2626,Local,1747,Nantes,,De hollande,Imports,mats de sapin de diverses grandeurs,,,1350,,9,pièces,150,Nantes -- 1747 --  Imports -- AD44_C706,,5,150,;,6,estimés,1500,,,0,,,,,,,,,,,,,,,,,,,,,
2626,Local,1747,Nantes,,De hollande,Imports,mats de sapin ; estimés,,,1500,,6,pièces,250,Nantes -- 1747 --  Imports -- AD44_C706,,5,150,;,6,estimés,1500,,,0,,,,,,,,,,,,,,,,,,,,,
2627,Local,1747,Nantes,,De hollande,Imports,matreaux de 50 pieds,,,5200,,13,pièces,400,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2627,Local,1747,Nantes,,De hollande,Imports,matreaux de 40 à 48 pieds,,,27300,,91,pièces,300,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2628,Local,1747,Nantes,,De hollande,Imports,Mercerie,,,4430,,2215,livres,2,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2629,Local,1747,Nantes,,De hollande,Imports,Mine de plomb,,,46,,461,livres,"0,1",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,"-0,100000000000001",,,,,,,,,,,,,,,,,,,,,
2630,Local,1747,Nantes,,De hollande,Imports,noix de galle,,,7905,,7905,livres,1,Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2631,Local,1747,Nantes,,De hollande,Imports,orge mondée,,,99,,498,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,"-0,600000000000009",,,,,,,,,,,,,,,,,,,,,
2632,Local,1747,Nantes,,De hollande,Imports,outils de menuisier,,,1379,,3065,livres,"0,45",Nantes -- 1747 --  Imports -- AD44_C706,,5,,,,,,,,"-0,25",,,,,,,,,,,,,,,,,,,,,
2633,Local,1747,Nantes,,De hollande,Imports,papier,,,1062,,177,rames,6,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2634,Local,1747,Nantes,,De hollande,Imports,planches de chêne de 12 pieds,,,860,,860,pièces,1,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
