line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
6019,Local,1753,Rennes,,Angleterre,Exports,porcelaine,,,,,1,caisse,120,pans,,3,,,,,,,,0,,,,,,,,,
6019,Local,1753,Rennes,,Angleterre,Exports,porcelaine,,,,,12,jattes,8,pans,,3,,,,,,,,0,,,,,,,,,
6020,Local,1753,Rennes,,Angleterre,Exports,potterie de terre,,,,,34,douzaines,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6021,Local,1753,Rennes,,Angleterre,Exports,poudre à poudrer,,,,,60,livres,"0,4",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6022,Local,1753,Rennes,,Angleterre,Exports,pruneaux,,,,,3,barils,30,Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6022,Local,1753,Rennes,,Angleterre,Exports,pruneaux,,,,,700,livres,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6023,Local,1753,Rennes,,Angleterre,Exports,raisins secs,,,,,3,barils,20,Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6023,Local,1753,Rennes,,Angleterre,Exports,raisins secs,,,,,800,livres,"0,2",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6024,Local,1753,Rennes,,Angleterre,Exports,sabots,,,,,36,paires,"0,3",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6025,Local,1753,Rennes,,Angleterre,Exports,savon,,,,,125,caisses,120,avg},,3,,,,,,,,0,,,,,,,,,
6025,Local,1753,Rennes,,Angleterre,Exports,savon,,,,,307,livres,"0,45",avg},,3,,,,,,,,0,,,,,,,,,
6026,Local,1753,Rennes,,Angleterre,Exports,sel,,,,,133,muids,70,Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6027,Local,1753,Rennes,,Angleterre,Exports,siamoise,,,200,,,,,Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6028,Local,1753,Rennes,,Angleterre,Exports,sirop de melasse,,,,,10,barils,"0,07",moyenne,,3,,,,,,,,0,,,,,,,,,
6028,Local,1753,Rennes,,Angleterre,Exports,sirop de melasse,,,,,4,tierçons,"0,07",moyenne,,3,,,,,,,,0,,,,,,,,,
6028,Local,1753,Rennes,,Angleterre,Exports,sirop de melasse,,,,,6050,livres,"0,08",moyenne,,3,,,,,,,,0,,,,,,,,,
6029,Local,1753,Rennes,,Angleterre,Exports,sucre en pain,,,,,303,livres,"0,7",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6030,Local,1753,Rennes,,Angleterre,Exports,sucre terré,,,,,130009,livres,"0,35",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6031,Local,1753,Rennes,,Angleterre,Exports,suif,,,,,1300,livres,"0,4",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6032,Local,1753,Rennes,,Angleterre,Exports,taffia,,,,,743,veltes,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6033,Local,1753,Rennes,,Angleterre,Exports,thé,,,,,39360,livres,"3,75",Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6034,Local,1753,Rennes,,Angleterre,Exports,toille baptistes,,,,,54,aunes,9,Rennes -- 1753 -- Exports-- AD44_C716,,3,,,,,,,,0,,,,,,,,,
6035,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne blanche,,,,,60,aunes,2,Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6036,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne diverses,,,,,150,aunes,"0,75",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6037,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne cirée,,,,,92,pièces,"4,5",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,Unité ?,0,,,,,,,,,
6038,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne de cotton,,,,,333,aunes,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6039,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne cottonade,,,,,691,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6040,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne crue,,,,,50,aunes,"0,85",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6041,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne d’etoupe,,,,,20,aunes,"0,15",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6042,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne de halle,,,,,38420,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6043,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne de languenan ,,,,,11230,aunes,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6044,Local,1753,Rennes,,Angleterre,Exports,toilles de bretagne de lavale,,,,,18,aunes,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6045,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne de menage,,,,,98,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6046,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne de morlaix,,,,,1908,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6047,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne de poldavie,,,,,5463,aunes,"1,25",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6048,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne rondelettes,,,,,112,aunes,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6049,Local,1753,Rennes,,Angleterre,Exports,toille de bretragne serpilliere,,,,,5930,aunes,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6050,Local,1753,Rennes,,Angleterre,Exports,toille de bretagne à voille,,,,,280,aunes,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6051,Local,1753,Rennes,,Angleterre,Exports,vin de bordeaux,,,,,15,bariques,20,Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6052,Local,1753,Rennes,,Angleterre,Exports,vin rouge,,,,,1,barique,20,1,,4,,,,,,,,0,,,,,,,,,
6052,Local,1753,Rennes,,Angleterre,Exports,vin rouge,,,,,"1,66",tonneaux,80,1,,4,,,,,,,,0,,,,,,,,,
6052,Local,1753,Rennes,,Angleterre,Exports,vin rouge,,,,,1,tierçon,10,1,,4,,,,,,,,0,,,,,,,,,
6053,Local,1753,Rennes,,Angleterre,Exports,vinaigre,,,,,1,quart,8,Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6054,Local,1753,Rennes,,Dannemark,Exports,caffé des isles,,,,,2470,livres,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6055,Local,1753,Rennes,,Dannemark,Exports,confitures,,,,,50,livres,1,Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6056,Local,1753,Rennes,,Dannemark,Exports,drap de van robais,,,,,9,aunes,21,Rennes -- 1753 -- Exports-- AD44_C716,,4,,,,,,,,0,,,,,,,,,
6057,Local,1753,Rennes,,Dannemark,Exports,sel,,,,,126,muids,70,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6058,Local,1753,Rennes,,Dannemark,Exports,Serge,,,,,11,aunes,6,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,"Lecture (« 6 livres si elle est de soie et 1,4 livre si elle est de laine »)",0,,,,,,,,,
6059,Local,1753,Rennes,,Dannemark,Exports,toille de beauvait,,,,,2,pièces,72,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6060,Local,1753,Rennes,,Dannemark,Exports,velours,,,,,5,aunes,28,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6061,Local,1753,Rennes,,Espagne,Exports,azur,,,,,417,livres,1,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6062,Local,1753,Rennes,,Espagne,Exports,bas de soye,,,,,476,paires,12,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6063,Local,1753,Rennes,,Espagne,Exports,beure,,,,,323,livres,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6064,Local,1753,Rennes,,Espagne,Exports,bougie,,,,,300,livres,"2,25",Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6065,Local,1753,Rennes,,Espagne,Exports,caffé de bourbon,,,,,600,livres,"1,25",Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6066,Local,1753,Rennes,,Espagne,Exports,caffé des isles,,,,,453,livres,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6067,Local,1753,Rennes,,Espagne,Exports,chandelles,,,,,1600,livres,"0,45",Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6068,Local,1753,Rennes,,Espagne,Exports,chapeaux castors,,,,,120,pièces,18,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6069,Local,1753,Rennes,,Espagne,Exports,chaussettes de fil,,,,,344,douzaines,20,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6070,Local,1753,Rennes,,Espagne,Exports,chemises de bretagne,,,,,6972,livres,"5,5",Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6071,Local,1753,Rennes,,Espagne,Exports,chemises grosses,,,,,1500,livres,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6072,Local,1753,Rennes,,Espagne,Exports,Colliers de verre ,,,,,100,livres,"0,3",Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,lecture,0,,,,,,,,,
6073,Local,1753,Rennes,,Espagne,Exports,confitures,,,,,1022,livres,1,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6074,Local,1753,Rennes,,Espagne,Exports,cuirs de bœuf tannés,,,,,2352,pièces,26,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6075,Local,1753,Rennes,,Espagne,Exports,cuirs de genisse corroyées,,,,,369,pièces,6,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6076,Local,1753,Rennes,,Espagne,Exports,culottes de soye,,,,,4,pièces,15,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6077,Local,1753,Rennes,,Espagne,Exports,eau de vie,,,,,150,veltes,5,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6078,Local,1753,Rennes,,Espagne,Exports,etamine de laine,,,,,44,balles,450,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6079,Local,1753,Rennes,,Espagne,Exports,etamine de nogens,,,,,692,livres,6,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6080,Local,1753,Rennes,,Espagne,Exports,feves,,,,,24,tonneaux ,100,Rennes -- 1753 -- Exports-- AD44_C716,,5,,,,,,,,0,,,,,,,,,
6081,Local,1753,Rennes,,Espagne,Exports,fil de couleur,,,,,104,livres,"2,25",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6082,Local,1753,Rennes,,Espagne,Exports,fil crin,,,,,400,livres,"0,4",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6083,Local,1753,Rennes,,Espagne,Exports,gazes de soye,,,,,400,aunes,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6084,Local,1753,Rennes,,Espagne,Exports,gazes de soye d’or et d’argens faux,,,,,600,aunes,"1,75",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6085,Local,1753,Rennes,,Espagne,Exports,graisse,,,,,1225,livres,"0,3",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6086,Local,1753,Rennes,,Espagne,Exports,mercerie,,,,,200,livres,4,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6087,Local,1753,Rennes,,Espagne,Exports,morue seche,,,,,1200,livres,"0,3",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6088,Local,1753,Rennes,,Espagne,Exports,mouchoirs de toille de bretagne,,,,,600,pièces,12,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6089,Local,1753,Rennes,,Espagne,Exports,papier batard fin,,,,,282,rames,12,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6090,Local,1753,Rennes,,Espagne,Exports,papier batard commun,,,,,3276,rames,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6091,Local,1753,Rennes,,Espagne,Exports,papier bullle blanche,,,,,120,rames,4,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6092,Local,1753,Rennes,,Espagne,Exports,peaux de veau corroyées,,,,,228,douzaines,28,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6093,Local,1753,Rennes,,Espagne,Exports,porcelaine,,,,,3,urnes,30,30,,6,,,,,,,«  à savoir de quelle grandeur »,0,,,,,,,,,
6094,Local,1753,Rennes,,Espagne,Exports,rogues de poisson,,,,,8,bariques,80,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6095,Local,1753,Rennes,,Espagne,Exports,sel,,,,,169,muids,70,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6096,Local,1753,Rennes,,Espagne,Exports,sucre terré,,,,,37858,livres,"0,35",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6097,Local,1753,Rennes,,Espagne,Exports,suif,,,,,850,livres,"0,4",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6098,Local,1753,Rennes,,Espagne,Exports,tabac de la ferme,,,,,54,livres,"2,6",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6099,Local,1753,Rennes,,Espagne,Exports,toille de bretagne de bas brin,,,,,9000,aunes,1,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6100,Local,1753,Rennes,,Espagne,Exports,toille de bretagne diverses,,,,,30850,aunes,"2,25",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6101,Local,1753,Rennes,,Espagne,Exports,toille de bretagne à carreaux,,,,,7,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6101,Local,1753,Rennes,,Espagne,Exports,toille de bretagne à carreaux,,,,,8974,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6102,Local,1753,Rennes,,Espagne,Exports,toille de bretagne crée large,,,,,2,pièces,40,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6102,Local,1753,Rennes,,Espagne,Exports,toille de bretagne crée large,,,,,597310,aunes,"1,3",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6103,Local,1753,Rennes,,Espagne,Exports,toille de bretagne entre large,,,,,42306,aunes,"0,75",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6104,Local,1753,Rennes,,Espagne,Exports,toille de bretagne étroite,,,,,250280,pièces,20,Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6104,Local,1753,Rennes,,Espagne,Exports,toille de bretagne étroite,,,,,218495,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,6,,,,,,,,0,,,,,,,,,
6105,Local,1753,Rennes,,Espagne,Exports,toille de bretagne gracienne,,,,,1919966,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6106,Local,1753,Rennes,,Espagne,Exports,toille de bretagne halle,,,,,26581,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,nom produit,0,,,,,,,,,
6106,Local,1753,Rennes,,Espagne,Exports,toille de bretagne haut brin,,,,,2400,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6107,Local,1753,Rennes,,Espagne,Exports,toille de bretagne languenan,,,,,8242,aunes,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6108,Local,1753,Rennes,,Espagne,Exports,toille de bretagne large,,,,,50723,pièces,125,Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6108,Local,1753,Rennes,,Espagne,Exports,toille de bretagne large,,,,,100149,aunes,"2,25",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6109,Local,1753,Rennes,,Espagne,Exports,toille de bretagne morlaix,,,,,21000,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6110,Local,1753,Rennes,,Espagne,Exports,toille de bretagne d’olonne,,,,,12,pièces,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6110,Local,1753,Rennes,,Espagne,Exports,toille de bretagne d’olonne,,,,,3100,aunes,1,Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6111,Local,1753,Rennes,,Espagne,Exports,toille de poldavie,,,,,420,aunes,2,Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
