line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
6265,Local,1753,Rennes,,Portugal,Exports,Toille de Bretagne crée large,,,,,18657,aunes,"1,3",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6266,Local,1753,Rennes,,Portugal,Exports,Toille de Bretagne entre large,,,,,392,aunes,"0,75",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6267,Local,1753,Rennes,,Portugal,Exports,Toille de Bretagne etroitte,,,,,17299,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6268,Local,1753,Rennes,,Portugal,Exports,Toille de Bretagne gratienne,,,,,2940,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6269,Local,1753,Rennes,,Portugal,Exports,Toille de Bretagne de halle,,,,,17725,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6270,Local,1753,Rennes,,Portugal,Exports,Toille de Bretagne large,,,,,5000,aunes,"2,25",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6271,Local,1753,Rennes,,Portugal,Exports,Toille de Bretagne de poldavie,,,,,2120,aunes,"1,25",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6272,Local,1753,Rennes,,Portugal,Exports,Toille de Bretagne de morlaix,,,,,3170,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6273,Local,1753,Rennes,,Portugal,Exports,Toille de Bretagne de rosconne,,,,,1470,aunes,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6274,Local,1753,Rennes,,Portugal,Exports,toille à carreaux,,,,,8410,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6275,Local,1753,Rennes,,Portugal,Exports,toille laval,,,,,1511,livres,"1,4",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6276,Local,1753,Rennes,,Portugal,Exports,vin rouge,,,,,2,bariques,,Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,valeur unitaire manquante,0,,,,,,,,,
6277,Local,1753,Rennes,,Suède,Exports,caffé des isles,,,,,400,livres,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6278,Local,1753,Rennes,,Suède,Exports,eau de vie,,,,,62,veltes,5,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6279,Local,1753,Rennes,,Suède,Exports,gomme du sénégal,,,,,13512,livres,"0,75",Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6280,Local,1753,Rennes,,Suède,Exports,sel,,,,,185,tonneaux,70,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,valeur unitaire donnée au muids ?,0,,,,,,,,,
6281,Local,1753,Rennes,,Suède,Exports,Sucre,,,,,100,livres,"0,4",Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6282,Local,1753,Rennes,,Suède,Exports,vin de bordeaux,,,,,2,bariques,90,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6283,Local,1753,Rennes,,Guinée,Exports,anabas,,,,,2015,pièces,26,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6284,Local,1753,Rennes,,Guinée,Exports,Baffetas,,,,,200,pièces,20,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6285,Local,1753,Rennes,,Guinée,Exports,bajutapeaux,,,,,713,pièces,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6286,Local,1753,Rennes,,Guinée,Exports,beuf salé,,,,,70,barils,35,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6287,Local,1753,Rennes,,Guinée,Exports,bonnets brodés en argens,,,,,14,en nombre,6,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6288,Local,1753,Rennes,,Guinée,Exports,boulange,,,,,53,pièces,8,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6289,Local,1753,Rennes,,Guinée,Exports,braules,,,,,60,pièces,45,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6290,Local,1753,Rennes,,Guinée,Exports,cannettes de grez,,,,,1212,en nombre,"1,25",Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6291,Local,1753,Rennes,,Guinée,Exports,caves garnies de 9 flacons,,,,,195,pièces,9,2340,,14,,,,,,,,0,,,,,,,,,
6291,Local,1753,Rennes,,Guinée,Exports,caves garnies de 6 flacons,,,,,2340,pièces,6,2340,,14,,,,,,,,0,,,,,,,,,
6292,Local,1753,Rennes,,Guinée,Exports,cauris,,,,,"1235,75",livres,"0,7",Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6293,Local,1753,Rennes,,Guinée,Exports,chandelle,,,,,687,livres,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6294,Local,1753,Rennes,,Guinée,Exports,Chapeaux Garnis,,,,,14,pièces,25,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6295,Local,1753,Rennes,,Guinée,Exports,chapeaux à negre,,,,,40,pièces,"1,25",Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6296,Local,1753,Rennes,,Guinée,Exports,chasselas,,,,,230,pièces,25,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6297,Local,1753,Rennes,,Guinée,Exports,Chemises Communes,,,,,40,pièces,3,Rennes -- 1753 -- Exports-- AD44_C716,,14,,,,,,,,0,,,,,,,,,
6298,Local,1753,Rennes,,Guinée,Exports,corail fin,,,,,"35,25",pièces,150,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6299,Local,1753,Rennes,,Guinée,Exports,corail faux,,,,,332,pièces,"0,75",6s,,15,,,,,,,,0,,,,,,,,,
6300,Local,1753,Rennes,,Guinée,Exports,coros,,,,,1520,pièces,"4,5",2786,,15,,,,,,,,0,,,,,,,,,
6301,Local,1753,Rennes,,Guinée,Exports,coupes,,,,,695,pièces,15,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6301,Local,1753,Rennes,,Guinée,Exports,couteaux flamans,,,,,5172,douzaines,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6302,Local,1753,Rennes,,Guinée,Exports,couteaux à manche de forme,,,,,35,douzaines,6,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6303,Local,1753,Rennes,,Guinée,Exports,couteaux à manche de gayac,,,,,350,douzaines,10,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6304,Local,1753,Rennes,,Guinée,Exports,cuivre en bassins,,,,,250,pièces,2,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6305,Local,1753,Rennes,,Guinée,Exports,cuivre en chaudrons,,,,,75,pièces,35,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6306,Local,1753,Rennes,,Guinée,Exports,cuivre ouvré,,,,,3786,pièces,35/20,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6307,Local,1753,Rennes,,Guinée,Exports,damas,,,,,62,aunes,12,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6308,Local,1753,Rennes,,Guinée,Exports,drap de carcassonne,,,,,1,balots,800,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6308,Local,1753,Rennes,,Guinée,Exports,drap de carcassonne,,,,,203,aunes,20,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6309,Local,1753,Rennes,,Guinée,Exports,drap ecarlatte,,,,,25,aunes,20,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6310,Local,1753,Rennes,,Guinée,Exports,drap de toille de lin,,,,,19,pièces,2,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,« fils ?? vieux »,0,,,,,,,,,
6311,Local,1753,Rennes,,Guinée,Exports,eaux de vie,,,,,33503,veltes,5,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6312,Local,1753,Rennes,,Guinée,Exports,etaim ouvré,,,,,75,,2,40s,,15,,,,,,,Unité ?,0,,,,,,,,,
6312,Local,1753,Rennes,,Guinée,Exports,etaim ouvré,,,,,375,livres,"1,25",40s,,15,,,,,,,,0,,,,,,,,,
6313,Local,1753,Rennes,,Guinée,Exports,etoffe de soye,,,,,88,aunes,82,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6314,Local,1753,Rennes,,Guinée,Exports,farine,,,,,113,barils,35,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6315,Local,1753,Rennes,,Guinée,Exports,fer en barres,,,,,38268,livres,"0,14",Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6316,Local,1753,Rennes,,Guinée,Exports,fer en marmittes,,,,,100,pièces,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6317,Local,1753,Rennes,,Guinée,Exports,feves,,,,,40,tonneaux,,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6317,Local,1753,Rennes,,Guinée,Exports,feves,,,,,419,,,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,Unité ?,0,,,,,,,,,
6317,Local,1753,Rennes,,Guinée,Exports,feves,,,,,192,sacs,,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6317,Local,1753,Rennes,,Guinée,Exports,feves,,,,,1520,boisseaux,,Rennes -- 1753 -- Exports-- AD44_C716,,15,,,,,,,,0,,,,,,,,,
6318,Local,1753,Rennes,,Guinée,Exports,flacons ,,,,,60,pièces,30,;,,15,,,,,,,valeur estimée,0,,,,,,,,,
6319,Local,1753,Rennes,,Guinée,Exports,folas,,,,,483,pièces,12,15s},,15,,,,,,,,0,,,,,,,,,
6320,Local,1753,Rennes,,Guinée,Exports,fuzils,,,,,1273,pièces,"8,5",Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6321,Local,1753,Rennes,,Guinée,Exports,garas,,,,,480,pièces,18,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6322,Local,1753,Rennes,,Guinée,Exports,grellots,,,,,35,,,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6323,Local,1753,Rennes,,Guinée,Exports,gruau,,,,,4,bottes,170,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6323,Local,1753,Rennes,,Guinée,Exports,gruau,,,,,10047,livres,1,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,lecture,0,,,,,,,,,
6324,Local,1753,Rennes,,Guinée,Exports,guildives,,,,,2934,veltes,4,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6325,Local,1753,Rennes,,Guinée,Exports,guinée blanc,,,,,3512,pièces,32,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6326,Local,1753,Rennes,,Guinée,Exports,jets de grez,,,,,450,pièces,"1,125",Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6327,Local,1753,Rennes,,Guinée,Exports,indienne,,,,,731,pièces,26,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6328,Local,1753,Rennes,,Guinée,Exports,limeneas,,,,,450,pièces,25,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6329,Local,1753,Rennes,,Guinée,Exports,liqueurs,,,,,6,paniers,4,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,lecture,0,,,,,,,,,
6330,Local,1753,Rennes,,Guinée,Exports,menteaux d’écarlatte brodés en or et argent,,,,,6,pièces,170,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6331,Local,1753,Rennes,,Guinée,Exports,marchandises meslée,,,7651,,,,,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6332,Local,1753,Rennes,,Guinée,Exports,mouchoirs de bengalle,,,,,114,pièces,24,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6333,Local,1753,Rennes,,Guinée,Exports,mouchoirs de Roüen,,,,,159,douzaines,14,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6334,Local,1753,Rennes,,Guinée,Exports,necaneas grand,,,,,1512,pièces,12,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6335,Local,1753,Rennes,,Guinée,Exports,necaneas petits,,,,,646,pièces,10,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6336,Local,1753,Rennes,,Guinée,Exports,neganepeaux,,,,,609,pièces,25,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6337,Local,1753,Rennes,,Guinée,Exports,pimens,,,,,1,baril,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6338,Local,1753,Rennes,,Guinée,Exports,pipes à fumer,,,,,30,grosses,"2,25",Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6339,Local,1753,Rennes,,Guinée,Exports,plomb en grenailles,,,,,711,livres,"0,35",Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6340,Local,1753,Rennes,,Guinée,Exports,poudre à canon,,,,,55570,livres,1,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6341,Local,1753,Rennes,,Guinée,Exports,rasade,,,,,104,masses,20,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6341,Local,1753,Rennes,,Guinée,Exports,rasade,,,,,2727,livres,"0,25",Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6342,Local,1753,Rennes,,Guinée,Exports,ris,,,,,4241,livres,"0,25",Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6343,Local,1753,Rennes,,Guinée,Exports,salemporis ,,,,,335,pièces,27,Rennes -- 1753 -- Exports-- AD44_C716,,16,,,,,,,,0,,,,,,,,,
6344,Local,1753,Rennes,,Guinée,Exports,sel,,,,,2,tonneaux,50,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6345,Local,1753,Rennes,,Guinée,Exports,siamoise,,,,,878,aunes,2,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6346,Local,1753,Rennes,,Guinée,Exports,surcre terré,,,,,2200,livres,"0,35",Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6347,Local,1753,Rennes,,Guinée,Exports,suif,,,,,300,livres,"0,4",Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6348,Local,1753,Rennes,,Guinée,Exports,tabac,,,,,50,livres,"2,6",Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6349,Local,1753,Rennes,,Guinée,Exports,tapsel,,,,,23170,pièces,22,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6350,Local,1753,Rennes,,Guinée,Exports,toille peinte,,,,,360,pièces,28,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6351,Local,1753,Rennes,,Guinée,Exports,toile platille,,,,,2131,pièces,5,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6352,Local,1753,Rennes,,Guinée,Exports,velours,,,,,20,aunes,24,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6353,Local,1753,Rennes,,Guinée,Exports,verres à boire,,,,,388,pièces,"0,1",Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6354,Local,1753,Rennes,,Guinée,Exports,vestes de drap brodées en or et en argens,,,,,5,pièces,100,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6355,Local,1753,Rennes,,Guinée,Exports,vin d’aubagne,,,,,121,bariques,90,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6356,Local,1753,Rennes,,Guinée,Exports,vin de bordeaux,,,,,126,bariques,40,40,,17,,,,,,,,0,,,,,,,,,
6356,Local,1753,Rennes,,Guinée,Exports,vin de bordeaux,,,,,2,tierçon,20,40,,17,,,,,,,,0,,,,,,,,,
6357,Local,1753,Rennes,,Guinée,Exports,vin nantois,,,,,6,bariques,20,Bqt,,200,,,,,,,,0,,,,,,,,,
6358,Local,1753,Rennes,,Guinée,Exports,vin d’espagne,,,,,1,barique,200,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6359,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,amidon,,,,,100,livres,"0,2",Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6360,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,bas de cotton,,,,,390,paires,4,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6361,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,bas de fil,,,,,905,paires,3,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6362,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,bœuf salé,,,,,46,barils,35,Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6363,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,beure salé,,,,,31349,livres,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6364,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,biscuits de mer,,,,,120900,livres,"0,2",Rennes -- 1753 -- Exports-- AD44_C716,,17,,,,,,,,0,,,,,,,,,
6365,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,bonnetterie,,,,,2,balots,1000,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,valeur estimée,0,,,,,,,,,
6366,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,bled fromens,,,,,1000,barils,1,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6367,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,bierre,,,,,10,bariques,36,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6368,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,brays,,,,,3,barils,25,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6369,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,calemande,,,,,132,aunes,3,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6370,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,camelot,,,,,88,aunes,"4,5",Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6371,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,canelle,,,,,60,livres,10,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6372,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,cercles à tonneaux,,,,,549,paquets,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6373,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,chandelle,,,,,23173,livres,"0,45",Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6374,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,chapeaux castor,,,,,700,pièces,16,4,,18,,,,,,,,0,,,,,,,,,
6375,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,chapeaux mi-castors,,,,,86,pièces,10,,,18,,,,,,,,0,,,,,,,,,
6376,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,chapeaux communs,,,,,4,ballots,140,,,18,,,,,,,,0,,,,,,,,,
6376,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,chapeaux communs,,,,,207,pièces,4,,,18,,,,,,,,0,,,,,,,,,
6377,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,chaussettes de fil,,,,,48,paires,"0,75",Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6378,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,chemises bretonnes,,,,,896,pièces,4,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6379,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,chemises garnies,,,,,3285,pièces,5,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6380,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,cèdre,,,,,98,bariques,20,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6381,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,cloux de fer,,,,,6131,livres,"0,3",Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6382,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,cuir de bœuf corroyés ,,,,,113,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6383,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,culottes de peaux de dain,,,,,12,pièces,8,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6384,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,dentelle,,,,,1,ballots,1000,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6385,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,drap d’elbeuf,,,,,170,aunes,15,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6386,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,draperie,,,,,2,balots,500,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6387,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,eau de vie,,,,,573,veltes,5,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6388,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,idem,,,,,1,barique,100,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6389,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,etamine de laine,,,,,1028,aunes,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6390,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,etoffe de laine,,,,,2,balots,500,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6391,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,etoffe de soye,,,,,72,livres,40,Rennes -- 1753 -- Exports-- AD44_C716,,18,,,,,,,,0,,,,,,,,,
6392,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,farine,,,,,65800,livres,"0,0416666666666667",quarteaux,,19,,,,,,,valeur unitaire ?,0,,,,,,,,,
6392,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,farine,,,,,18,quarts,30,quarteaux,,19,,,,,,,,0,,,,,,,,,
6392,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,farine,,,,,25,barils,30,quarteaux,,19,,,,,,,,0,,,,,,,,,
6393,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,fer en barre,,,,,2000,livres,"0,14",Rennes -- 1753 -- Exports-- AD44_C716,,19,,,,,,,,0,,,,,,,,,
6394,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,fer blanc,,,,,4,barils,110,Rennes -- 1753 -- Exports-- AD44_C716,,19,,,,,,,,0,,,,,,,,,
6395,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,fil de rennes,,,,,125,livres,3,Rennes -- 1753 -- Exports-- AD44_C716,,19,,,,,,,,0,,,,,,,,,
6396,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,filain,,,,,17711,livres,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,19,,,,,,,,0,,,,,,,,,
6397,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,fromage,,,,,60,pièces,15,Rennes -- 1753 -- Exports-- AD44_C716,,19,,,,,,,valeur unitaire ?,0,,,,,,,,,
6397,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,fromage,,,,,1095,livres,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,19,,,,,,,,0,,,,,,,,,
6398,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,fruit sec,,,,,600,livres,"0,25",,,19,,,,,,,,0,,,,,,,,,
6399,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,funain,,,,,600,livres,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,19,,,,,,,,0,,,,,,,,,
6400,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,fruits communs,,,,,25,pièces,"8,5",Rennes -- 1753 -- Exports-- AD44_C716,,19,,,,,,,,0,,,,,,,,,
6401,Local,1753,Rennes,,Pour les Isles Francoises et l'Amerique,Exports,huille de lin,,,,,14,bariques,140,D'olive,,19,,,,,,,,0,,,,,,,,,
