line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,
3670,Local,1753,Nantes,,Hollande,Imports,fleaux de fer,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3671,Local,1753,Nantes,,Hollande,Imports,Fromage,,,,,523649,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3672,Local,1753,Nantes,,Hollande,Imports,Garance,,,,,892,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3673,Local,1753,Nantes,,Hollande,Imports,Gingembre,,,,,12500,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3674,Local,1753,Nantes,,Hollande,Imports,Graines d'avignon,,,,,89,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3675,Local,1753,Nantes,,Hollande,Imports,graine de choix,,,,,35,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3676,Local,1753,Nantes,,Hollande,Imports,Graines de jardin,,,,,266,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3677,Local,1753,Nantes,,Hollande,Imports,Graines de Lin,,,,,16,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3678,Local,1753,Nantes,,Hollande,Imports,grellots,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3679,Local,1753,Nantes,,Hollande,Imports,gruau,,,,,5034,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3680,Local,1753,Nantes,,Hollande,Imports,guennerie,,,,,50,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3681,Local,1753,Nantes,,Hollande,Imports,horloge de sable,,,,,400,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3682,Local,1753,Nantes,,Hollande,Imports,huille de baleine,,,,,65070,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3683,Local,1753,Nantes,,Hollande,Imports,huile de lin,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3684,Local,1753,Nantes,,Hollande,Imports,huille d’olive,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
