numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
28,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,cacao,Hollande,24830,19100,livres,1.3,0,
29,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,canefice,Hollande,62,250,livres,0.25,-0.5,en quintal
30,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,cochenille,Hollande,35400,1770,livres,20,0,
31,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,cire jaune,Hollande,14375,12500,livres,1.15,0,
32,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,chandelle,Hollande,1400,3500,livres,0.4,0,
33,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,canelle,Hollande,133200,22200,livres,6,0,
34,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,camphre,Hollande,17010,2430,livres,7,0,
35,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,cinabrium,Hollande,45600,7600,livres,6,0,
36,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,ceruze,Hollande,22238,111192,livres,0.2,-0.400000000001455,arrondi
37,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,couperoze verte,Hollande,25137,279300,livres,0.09,0,en pourcentage
38,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,colle de poisson,Hollande,3948,1316,livres,3,0,
39,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,colle forte,Hollande,13200,33000,livres,0.4,0,
40,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,chanvre crû,Hollande,53839,316700,livres,0.17,0,en pourcentage
41,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,crin de cheval,Hollande,720,1200,livres,0.6,0,
42,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,cordages de chanvre,Hollande,1800,6000,livres,0.3,0,
43,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,cuirs de vache de Russie,Hollande,3000,3000,livres,1,0,
44,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,couteaux communs,Hollande,10252,341.75,grosses,30,-0.5,arrondi
45,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,cuivre neuf,Hollande,20419,13613,livres,1.5,-0.5,arrondi
46,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,clous de fer,Hollande,1800,9000,livres,0.2,0,
47,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,canons fer,Hollande,1247,12475,livres,0.1,-0.5,arrondi
48,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,cendre gravelée,Hollande,15,125,livres,0.12,0,en quintal
49,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,charbon de terre,Hollande,2040,680,barrils,3,0,
50,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,charbon de terre,Hollande,900,450,mesures,2,0,
51,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,2,drogueries,Hollande,52176,52176,livres,1,0,
52,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,douelles à tonneaux,Hollande,474,79,tonneaux,6,0,
53,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,epicerie,Hollande,33000,11000,livres,3,0,
54,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,etoffe de soye,Hollande,8000,200,livres,40,0,
55,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,etain neuf,Hollande,24750,22500,livres,1.1,0,
56,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,ecorce de gayac,Hollande,300,1200,livres,0.25,0,en quintal
57,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,feves,Hollande,5325,355,charges,15,0,
58,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,fromage,Hollande,95493,318310,livres,0.3,0,
59,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,folium indicum,Hollande,200,200,livres,1,0,
60,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,fil à coudre,Hollande,6000,2400,livres,2.5,0,
61,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,fil à tisserand,Hollande,4440,7400,livres,0.6,0,
62,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,fil de laton,Hollande,25900,18500,livres,1.4,0,
63,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,fer blanc,Hollande,103200,172000,livres,0.6,0,
64,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,fer en barres,Hollande,76240,609925,livres,0.125,-0.625,en pourcentage
65,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,fer en plaques,Hollande,12440,124400,livres,0.1,0,
66,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,fer vieux,Hollande,1500,25000,livres,0.06,0,en pourcentage
67,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,fayence,Hollande,2050,4100,livres,0.5,0,
68,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,gerofle,Hollande,462232,57779,livres,8,0,
69,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,garence,Hollande,118540,296350,livres,0.4,0,
70,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,gomme arabique,Hollande,2790,7750,livres,0.36,0,en quintal
71,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,gaudron,Hollande,10500,105000,livres,0.1,0,en quintal
72,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,grattes,Hollande,75,150,pièces,0.5,0,
73,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,harans blancs,Hollande,11032,394,barrils,28,0,
74,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,harans sors,Hollande,576,24,barrils,24,0,
75,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,huile de poisson,Hollande,7000,35000,livres,0.2,0,
76,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,litarge d'or,Hollande,4085,20425,livres,0.2,0,en quintal
77,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,laque plattes,Hollande,1050,350,livres,3,0,
78,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,livres en feuilles,Hollande,1225,1225,livres,1,0,
79,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,morues vertes,Hollande,2187,12500,livres,0.175,-0.5,en pourcentage
80,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,mus cades,Hollande,58960,7370,livres,8,0,
81,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,miny,Hollande,6120,30600,livres,0.2,0,
82,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,mastic,Hollande,125,50,livres,2.5,0,
83,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,mouchoirs de soye,Hollande,868,372,pièces,2.33333333333,1.23998233902967E-09,
84,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,mouchoirs de gaze,Hollande,2500,250,livres,10,0,
85,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,mercerie,Hollande,151950,50650,livres,3,0,
86,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,mats de vaisseaux assortis,Hollande,1900,19,pièces,100,0,
87,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,nois de fumée,Hollande,2700,6750,livres,0.4,0,
88,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,nattes de joncs,Hollande,87,208,pièces,0.416666666666666,0.333333333333471,arrondi
89,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,orpiment,Hollande,2600,2600,livres,1,0,
90,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,orseille,Hollande,15200,38000,livres,0.4,0,
91,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,3,poivre,Hollande,544080,453400,livres,1.2,0,
92,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,poix noire,Hollande,6588,73200,livres,0.09,0,
93,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,plumes à ecrire,Hollande,2000,200,livres,10,0,
94,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,plume à lit,Hollande,900,900,livres,1,0,
95,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,peaux d'agneau,Hollande,4875,6500,livres,0.75,0,
96,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,peaux de lievre,Hollande,12600,4200,livres,3,0,
97,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,peaux de marroquins,Hollande,720,240,pièces,3,0,
98,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,pelleterie commune crue,Hollande,2500,2000,livres,1.25,0,
99,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,pinceaux,Hollande,875,700,livres,1.25,0,
100,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,pinceaux à gaudronner,Hollande,6,72,pièces,0.083333333333333,2.30926389122033E-14,
101,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,porcelaine,Hollande,28750,5750,livres,5,0,
102,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,pipes à fumer,Hollande,11415,3805,grosses,3,0,
103,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,plomb en saumons,Hollande,244150,1220750,livres,0.2,0,
104,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,planches,Hollande,270,360,pièces,0.75,0,
105,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,quinquina,Hollande,6400,1600,livres,4,0,
106,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,rubarbe de moscovie,Hollande,42175,1205,livres,35,0,
107,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,racines de calamus,Hollande,19,120,livres,0.16,-0.199999999999999,en quintal
108,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,stocfiche,Hollande,3975,26500,livres,0.15,0,
109,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,sandal sitrin,Hollande,166,166,livres,1,0,
110,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,salsafras,Hollande,500,1000,livres,0.5,0,
111,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,suif,Hollande,21000,52500,livres,0.4,0,
112,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,scies,Hollande,96,48,pièces,2,0,
113,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,thé,Hollande,12770,2554,livres,5,0,
114,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,tabac d'hollande,Hollande,7280,36400,livres,0.2,0,en quintal
115,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,terramerita,Hollande,105,350,livres,0.3,0,en quintal
116,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,tournesol,Hollande,165,275,livres,0.6,0,en quintal
117,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,teintures,Hollande,300,300,livres,1,0,
118,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,toile d'hollande,Hollande,975,13,pièces,75,0,
119,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,toile blanche,Hollande,32660,8165,livres,4,0,
120,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,toile à voile,Hollande,1200,48,pièces,25,0,
121,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,verres cristallins,Hollande,4900,2450,livres,2,0,
122,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,beurre,Angleterre,2650,10600,livres,0.25,0,
123,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,bierre,Angleterre,75,1500,livres,0.05,0,
124,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,cire jaune,Angleterre,82339,68616,livres,1.2,-0.200000000011642,en quintal
125,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,crasse de cire,Angleterre,75,300,livres,0.25,0,en quintal
126,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,cuirs en poil,Angleterre,9594,533,pièces,18,0,
127,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,cordouans,Angleterre,108,36,pièces,3,0,
128,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,cordouans,Angleterre,2000,1600,livres,1.25,0,
129,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,cuivre neuf,Angleterre,66669,44446,livres,1.5,0,
130,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1740.csv,Local,1740,Imports,Marseille,4,encens,Angleterre,200,500,livres,0.4,0,en quintal
