numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
17,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,1,couperose verte,hollande,2508,45600,livres,0.055,0,en quintal
18,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,corne de cerf,hollande,49,350,livres,0.14,0,
19,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,charbon de terre,hollande,1365.75,607,livres,2.25,0,
20,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,crin,hollande,275,550,livres,0.5,0,
21,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,epicerie,hollande,872,218,livres,4,0,
22,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,etain,hollande,3832.5,5110,livres,0.75,0,
23,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,fayence,hollande,161,460,livres,0.35,0,
24,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,fil de fer,hollande,5.4,20,livres,0.27,0,en quintal
25,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,gerofle,hollande,9056,1132,livres,8,0,
26,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,garance,hollande,2876.6,7570,livres,0.38,0,en quintal
27,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,harans sors,hollande,350,2000,pièces,0.0175,315,erreur de calcul
28,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,huille de poisson,hollande,284.8,1780,livres,0.16,0,en quintal
29,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,laton en rouleau,hollande,1080,135,livres,8,0,
30,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,litarge,hollande,88.5,885,livres,0.5,-354,erreur de calcul
31,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,muscade,hollande,2696,337,livres,8,0,
32,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,noir de fumée,hollande,18,40,livres,0.45,0,
33,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,poivre noir,hollande,122289.5,143870,livres,0.85,0,en quintal
34,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,plume à écrire,hollande,1215,405,livres,3,0,
35,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,pipe à fumer,hollande,1995,665,grosses,3,0,
36,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,quincaille de fer,hollande,100,100,livres,1,0,
37,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,ruban de fil,hollande,2740,1370,livres,2,0,
38,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,saumon salé,hollande,228,6,barils,38,0,
39,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,saumon salé,hollande,2983.75,17050,livres,0.175,0,
40,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,storax,hollande,100,100,livres,1,0,
41,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,teraille de gray,hollande,310,1550,livres,0.2,0,
42,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,Anchoix,Espagne,16,2,barils,8,0,
43,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,anis vert,Espagne,8676.5,49580,livres,0.175,0,en quintal
44,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,aulx,Espagne,7.425,330,livres,0.0225,0,en quintal
45,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,aloes,Espagne,117,117,livres,1,0,
46,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,arquifou,Espagne,27395,273950,livres,0.1,0,en quintal
47,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,œuf,Espagne,60504.75,672275,livres,0.09,0,en quintal
48,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,beaume de Perou,Espagne,680,68,livres,10,0,
49,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,brun rouge,Espagne,237.5,9500,livres,0.025,0,en quintal
50,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,balais de palme,Espagne,1473.3,1637,livres,0.9,0,
51,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,cumin,Espagne,1483.25,8725,livres,0.17,0,en quintal
52,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,cochenille,Espagne,185075,7403,livres,25,0,
53,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,couverture de lit de coton,Espagne,100,50,livres,2,0,
54,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,cire jaune,Espagne,1200,1000,livres,1.2,0,en quintal
55,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,chandelle,Espagne,83.7,320,livres,0.27,-2.7,arrondi
56,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,couffins dauf,Espagne,36,240,douzaines,0.15,0,
57,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,cornes de mouton,Espagne,324,25920,paires,0.0125,0,
58,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,fromages,Espagne,56.95,335,livres,0.17,0,en quintal
59,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,huile de copahu,Espagne,1761.5,542,livres,3.25,0,
60,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,jalap,Espagne,750,750,livres,1,0,
61,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,laine lavée,Espagne,63051.7,85205,livres,0.74,0,en quintal
62,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,laine demy lavée,Espagne,5070,9750,livres,0.52,0,en quintal
63,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,liège,Espagne,2441.25,27125,livres,0.09,0,en quintal
64,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,meules à moullin,Espagne,210,7,pièces,30,0,
65,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,noisetes,Espagne,294,4900,livres,0.06,0,en quintal
66,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,pignons cassés,Espagne,137.6,860,livres,0.16,0,en quintal
67,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,quinquina,Espagne,21450,7150,livres,3,0,
68,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,quinquina en grabeau,Espagne,325,325,livres,1,0,
69,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,reglisse,Espagne,2140.5,42810,livres,0.05,0,en quintal
70,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,suc de reglisse,Espagne,250,1000,livres,0.25,0,en quintal
71,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,sardines salées,Espagne,4600,1150,barils,4,0,
72,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,sardines salées,Espagne,1735,138800,pièces,0.0125,0,
73,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,salsepareille,Espagne,70,44,livres,1.6,-0.400000000000006,arrondi
74,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,2,saxafra,Espagne,19,142,livres,0.14,-0.880000000000003,en quintal
75,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,soude,Espagne,38375,614000,livres,0.0625,0,en quintal
76,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,soyes crues,Espagne,772340,77234,livres,10,0,
77,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,vanille,Espagne,1088,17,livres,64,0,
78,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,vermillon,Espagne,9,72,tasses,0.125,0,
79,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,anchoix,Piemont,22608,2826,barils,8,0,
80,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,anchoix,Piemont,472,472,pots,1,0,
81,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,arquifou,Piemont,300,3000,livres,0.1,0,en quintal
82,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,beure frais,Piemont,60,300,livres,0.2,0,
83,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,bas de chamois,Piemont,69,46,paires,1.5,0,
84,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,brosses,Piemont,25,25,livres,1,0,
85,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,barils vuides,Piemont,88.2,196,pièces,0.45,0,en quintal
86,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,bouteilles de verre,Piemont,9,4,douzaines,2.25,0,
87,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,confitures,Piemont,35,50,livres,0.7,0,
88,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,chateignes seches,Piemont,287,7175,livres,0.04,0,en quintal
89,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,citrons,Piemont,266.5,41,charges,6.5,0,
90,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,citrons,Piemont,143.5,41000,pièces,0.0035,0,en milliers
91,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,couverture de laine,Piemont,210,30,pieces,7,0,
92,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,cheveux commun,Piemont,73.75,14.75,livres,5,0,14 livres et 12 onces
93,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,chanvre battu,Piemont,22457,132100,livres,0.17,0,en quintal
94,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,chanvre cru,Piemont,4839.25,37225,livres,0.13,0,en quintal
95,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,corde de chanvre,Piemont,66,300,livres,0.22,0,en quintal
96,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,chandelle,Piemont,141.75,525,livres,0.27,0,en quintal
97,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,cuivre vieux,Piemont,1767.5,1850,livres,0.95,10,arrondi (en quintal)
98,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,clouds de fer,Piemont,16,80,livres,0.2,0,en quintal
99,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,cercles de bois,Piemont,75,50,rodes,1.5,0,
100,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,chaise de bois,Piemont,7.8,13,pièces,0.6,0,
101,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,chevrons,Piemont,35.75,11,douzaine,3.25,0,
102,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,dentelle grosse,Piemont,1000,100,livres,10,0,
103,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,drap grossier,Piemont,30,30,livres,1,0,
104,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,essence de citron,Piemont,84,60,livres,1.4,0,
105,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,eau de fleur d'orange,Piemont,390,780,livres,0.5,0,
106,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,feves,Piemont,675,67.5,charges,10,0,67 charges et 1/2
107,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,fromage,Piemont,1394,8200,livres,0.17,0,en quintal
108,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,fil cru,Piemont,1300,1300,livres,1,0,
109,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,filets à pescher,Piemont,600,300,livres,2,0,
110,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,fer en bandes,Piemont,72,300,livres,0.24,0,en quintal
111,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,graisse de boucherie,Piemont,4530,22650,livres,0.2,0,en quintal
112,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,galles legeres,Piemont,483,3450,livres,0.14,0,
113,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,graine de chanvre,Piemont,340,6800,livres,0.05,0,en quintal
114,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,harans sors,Piemont,3.75,250,pièces,0.015,0,
115,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,herbages,Piemont,80,20,charges,4,0,
116,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,huile d'olive,Piemont,2740,68.5,milleroles,40,0,68 milleroles et 1/2
117,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,huile de senteur,Piemont,25,50,livres,0.5,0,
118,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,lard,Piemont,6.25,25,livres,0.25,0,en quintal
119,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,liqueurs à boire,Piemont,760,760,bouteilles,1,0,
120,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,laine pellade,Piemont,34.5,150,livres,0.23,0,en quintal
121,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,maquet,Piemont,236.25,315,barils,0.75,0,
122,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,mercerie commune,Piemont,90,90,livres,1,0,
123,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,oranges douces,Piemont,282,47,charges,6,0,
124,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,oranges douces,Piemont,54,18000,pièces,0.003,0,
125,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,oranges aigres,Piemont,12,4000,pièces,0.003,0,
126,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,poisson frix gros,Piemont,630,700,livres,0.9,0,
127,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,peaux de renard,Piemont,16,48,pièces,0.333333333333333,0,
128,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,pelleterie blanche,Piemont,612.5,1225,livres,0.5,0,en quintal
129,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,peaux de chien de mer,Piemont,50,100,livres,0.5,0,
130,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,poix,Piemont,1.8,30,livres,0.06,0,en quintal
131,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1730.csv,Local,1730,Imports,Marseille,3,porcelaine,Piemont,20,200,livres,0.1,0,en quintal
