numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,remarks
361,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Coton filé commun,Marseille,Levant,529450,livres,"0,7",
362,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Coton en laine,Marseille,Levant,209500,livres,"0,35",
363,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cire jaune,Marseille,Levant,180600,livres,"1,1",
364,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cuivre tangou,Marseille,Levant,12925,livres,"0,55",
365,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cornes de mouton,Marseille,Levant,52640,paires,"0,025",25 livres le millier
366,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cendre du levant,Marseille,Levant,90,sacs,8,8 livres le quintal
367,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Encens,Marseille,Levant,8100,livres,"0,32",
368,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Emery,Marseille,Levant,800,livres,"0,025",
369,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Eponges fines,Marseille,Levant,1950,livres,"1,25",
370,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Eponges grosses,Marseille,Levant,5600,livres,"0,5",
371,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Fleurs de souffre,Marseille,Levant,3400,livres,"0,2",
372,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Fil de poil de chevre,Marseille,Levant,375,livres,4,
373,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Galles d'alep,Marseille,Levant,82400,livres,"0,48",
374,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Grabeau d'encens,Marseille,Levant,20,livres,"0,06",
375,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Gomme turique,Marseille,Levant,24200,livres,"0,22",
376,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Gomme adragan,Marseille,Levant,1500,livres,"0,65",
377,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Gomme gutte,Marseille,Levant,60,livres,"2,25",
378,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Jus de citron,Marseille,Levant,69500,livres,"0,05",
379,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Laine de vigogne,Marseille,Levant,230,livres,10,
380,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Laine rousse,Marseille,Levant,2865,livres,5,
381,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Laine lavée,Marseille,Levant,5900,livres,"0,8",
382,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Laine pellade,Marseille,Levant,6025,livres,"0,2",
383,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Laine surge,Marseille,Levant,558150,livres,"0,18",
384,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Laine peignée,Marseille,Levant,1080,livres,"0,7",
385,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Laine crue,Marseille,Levant,10600,livres,"0,18",
386,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Marchandises melées,Marseille,Levant,,,50,
387,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Peaux de marroquin,Marseille,Levant,248,douzaines ,20,
388,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Peaux de marroquin,Marseille,Levant,230,livres,"1,25",
389,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Peaux de chagrin,Marseille,Levant,150,livres,"1,5",
390,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Peaux de veau en poil,Marseille,Levant,721,douzaines ,24,
391,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Peaux de veau en poil,Marseille,Levant,46560,livres,"0,3",
392,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Plumes d'autruche brutes,Marseille,Levant,2240,livres,"2,5",
393,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Poil de chameau,Marseille,Levant,68775,livres,1,
394,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Poil de chevre,Marseille,Levant,256865,livres,3,
395,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Pierre ponce,Marseille,Levant,2100,livres,"0,015",
396,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Planches de sapin,Marseille,Levant,162,en nombre,"0,8333333",
397,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Soie ouvrée,Marseille,Levant,9460,livres,26,
398,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Soie grès,Marseille,Levant,25626,livres,8,
399,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Soie tripoline,Marseille,Levant,1800,livres,"8,25",
400,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Soie de chipre,Marseille,Levant,9260,livres,"7,5",
401,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Soie ardasse,Marseille,Levant,1760,livres,5,
402,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Safranon,Marseille,Levant,64650,livres,"0,35",
403,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Suif,Marseille,Levant,1100,livres,"0,18",
404,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Tabac en feuilles,Marseille,Levant,20375,livres,"0,8",
405,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,7,1725,Imports,Vitriol de chipre,Marseille,Levant,2025,livres,"1,2",
