numrodeligne,dataentryby,source,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Remarques
762,Hasna,CCI Marseille - I 29,11,1741,Import,Poterie de gray,Marseille,Italie,"2 644,00",livres,"0,2000000","528,00","-0,80",
763,Hasna,CCI Marseille - I 29,11,1741,Import,Pipes a fumer,Marseille,Italie,"210,00",grosses,"3,0000000","630,00","0,00",
764,Hasna,CCI Marseille - I 29,11,1741,Import,Percerettes,Marseille,Italie,"11,00",douzaines,"1,0000000","11,00","0,00",
765,Hasna,CCI Marseille - I 29,11,1741,Import,Pierres a eguisée,Marseille,Italie,"117,00",nombre,"2,5000000","292,00","-0,50",
766,Hasna,CCI Marseille - I 29,11,1741,Import,Pierres a faulx,Marseille,Italie,"134 125,00",livres,"0,2000000","26825,00","0,00",
767,Hasna,CCI Marseille - I 29,11,1741,Import,Pierres codes,Marseille,Italie,"3 750,00",livres,"0,0600000","225,00","0,00",
768,Hasna,CCI Marseille - I 29,11,1741,Import,Pierres de malte,Marseille,Italie,"4,00",nombre,"24,0000000","96,00","0,00",400 pierres de malte à 24 livres le cent
769,Hasna,CCI Marseille - I 29,11,1741,Import,Pierres ponces,Marseille,Italie,"235 950,00",livres,"0,0500000","11797,00","-0,50",
770,Hasna,CCI Marseille - I 29,11,1741,Import,Pierres d'ardoise,Marseille,Italie,"1,00",casse,"6,0000000","6,00","0,00",en valeur
771,Hasna,CCI Marseille - I 29,11,1741,Import,Pierres pour la batisse,Marseille,Italie,"1 850,00",livres,"0,2000000","370,00","0,00",
772,Hasna,CCI Marseille - I 29,11,1741,Import,Platre,Marseille,Italie,"376,00",charges,"3,0000000","1128,00","0,00",
773,Hasna,CCI Marseille - I 29,11,1741,Import,Pinceaux a goudron,Marseille,Italie,"2,00",douzaines,"6,0000000","12,00","0,00",
774,Hasna,CCI Marseille - I 29,11,1741,Import,Perches ferrées,Marseille,Italie,"44,00",nombre,"0,5000000","22,00","0,00",
775,Hasna,CCI Marseille - I 29,11,1741,Import,Poutres,Marseille,Italie,"2,00",nombre,"10,0000000","20,00","0,00",
776,Hasna,CCI Marseille - I 29,11,1741,Import,Planches de sapin,Marseille,Italie,"3 310,00",douzaines,"9,0000000","29790,00","0,00",
777,Hasna,CCI Marseille - I 29,11,1741,Import,Plants d'orangers,Marseille,Italie,"89 300,00",livres,"0,5000000","49850,00","5 200,00",erreur de calcul
778,Hasna,CCI Marseille - I 29,11,1741,Import,Plants de jasmin,Marseille,Italie,"1 250,00",livres,"0,2500000","312,00","-0,50",
779,Hasna,CCI Marseille - I 29,11,1741,Import,Quinquina,Marseille,Italie,"4 916,00",livres,"4,0000000","19664,00","0,00",
780,Hasna,CCI Marseille - I 29,11,1741,Import,Quincailles de fer et d'acier,Marseille,Italie,"1 580,00",livres,"1,0000000","1580,00","0,00",
781,Hasna,CCI Marseille - I 29,11,1741,Import,Quincailles de fer ,Marseille,Italie,"6 137,00",livres,"0,5000000","3068,00","-0,50",
782,Hasna,CCI Marseille - I 29,12,1741,Import,Raisins secs,Marseille,Italie,"203 875,00",livres,"0,1000000","20387,00","-0,50",
783,Hasna,CCI Marseille - I 29,12,1741,Import,Ris,Marseille,Italie,"102 050,00",livres,"0,1000000","10205,00","0,00",
784,Hasna,CCI Marseille - I 29,12,1741,Import,Rubarbe,Marseille,Italie,"842,00",livres,"60,0000000","50520,00","0,00",
785,Hasna,CCI Marseille - I 29,12,1741,Import,Reglisse,Marseille,Italie,"37 375,00",livres,"0,0500000","1868,00","-0,75",
786,Hasna,CCI Marseille - I 29,12,1741,Import,Rusque,Marseille,Italie,"500,00",livres,"0,0600000","30,00","0,00",
787,Hasna,CCI Marseille - I 29,12,1741,Import,Racine d'Esquine,Marseille,Italie,"500,00",livres,"1,0000000","500,00","0,00",
788,Hasna,CCI Marseille - I 29,12,1741,Import,Rouge d'Espagne,Marseille,Italie,"197,00",douzaines de tasses,"1,4000000","275,00","-0,80",
789,Hasna,CCI Marseille - I 29,12,1741,Import,Rouge d'Espagne,Marseille,Italie,"1 520,00",livres,"1,0000000","1520,00","0,00",
790,Hasna,CCI Marseille - I 29,12,1741,Import,Rocail de corail,Marseille,Italie,"1 100,00",livres,"0,5000000","550,00","0,00",
791,Hasna,CCI Marseille - I 29,12,1741,Import,Rapure d'ivoire,Marseille,Italie,"1 180,00",livres,"1,4000000","1652,00","0,00",
792,Hasna,CCI Marseille - I 29,12,1741,Import,Roussette,Marseille,Italie,"167,00",livres,"0,3500000","58,00","-0,45",
793,Hasna,CCI Marseille - I 29,12,1741,Import,Rozeaux,Marseille,Italie,"1 500,00",livres,"0,3000000","450,00","0,00",
794,Hasna,CCI Marseille - I 29,12,1741,Import,Rognures de cartes,Marseille,Italie,"6 300,00",livres,"0,1000000","630,00","0,00",
795,Hasna,CCI Marseille - I 29,12,1741,Import,Saucissons,Marseille,Italie,"7 316,00",livres,"0,8000000","5852,00","-0,80",
796,Hasna,CCI Marseille - I 29,12,1741,Import,Sardines salées,Marseille,Italie,"322,00",barrils,"10,0000000","3220,00","0,00",
797,Hasna,CCI Marseille - I 29,12,1741,Import,Sardines salées,Marseille,Italie,"8 725,00",livres,"0,2500000","2181,00","-0,25",
798,Hasna,CCI Marseille - I 29,12,1741,Import,Sirop de capilaire,Marseille,Italie,"38,00",livres,"1,0000000","38,00","0,00",
799,Hasna,CCI Marseille - I 29,12,1741,Import,Son,Marseille,Italie,"2 600,00",livres,"0,0250000","65,00","0,00",
800,Hasna,CCI Marseille - I 29,12,1741,Import,Sel armoniac,Marseille,Italie,"1 200,00",livres,"0,9000000","1080,00","0,00",
801,Hasna,CCI Marseille - I 29,12,1741,Import,Spicanardy,Marseille,Italie,"25,00",livres,"4,5000000","112,00","-0,50",
802,Hasna,CCI Marseille - I 29,12,1741,Import,Salsepareille,Marseille,Italie,"250,00",livres,"0,9000000","225,00","0,00",
803,Hasna,CCI Marseille - I 29,12,1741,Import,Sumac,Marseille,Italie,"46 650,00",livres,"0,2000000","9330,00","0,00",
804,Hasna,CCI Marseille - I 29,12,1741,Import,Saumure,Marseille,Italie,"29,00",barrils,"10,0000000","290,00","0,00",
805,Hasna,CCI Marseille - I 29,12,1741,Import,Saumure,Marseille,Italie,"5 800,00",livres,"0,0500000","290,00","0,00",
806,Hasna,CCI Marseille - I 29,12,1741,Import,Suif,Marseille,Italie,"102 597,00",livres,"0,4000000","41038,00","-0,80",
807,Hasna,CCI Marseille - I 29,12,1741,Import,Souffre,Marseille,Italie,"968 025,00",livres,"0,1200000","116163,00","0,00",
808,Hasna,CCI Marseille - I 29,12,1741,Import,Savon mol,Marseille,Italie,"3 800,00",livres,"0,2000000","760,00","0,00",
809,Hasna,CCI Marseille - I 29,12,1741,Import,Savon d'Espagne,Marseille,Italie,"2 000,00",livres,"0,3000000","600,00","0,00",
810,Hasna,CCI Marseille - I 29,12,1741,Import,Soye crue,Marseille,Italie,"236 521,00",livres,"12,0000000","2838252,00","0,00",
811,Hasna,CCI Marseille - I 29,12,1741,Import,Sasses ,Marseille,Italie,"83,00",douzaines,"24,0000000","1992,00","0,00",
812,Hasna,CCI Marseille - I 29,12,1741,Import,Sasses ,Marseille,Italie,"1,00",valeur,"20,0000000","20,00","0,00",en valeur
813,Hasna,CCI Marseille - I 29,12,1741,Import,Scies,Marseille,Italie,"126,00",douzaines,"24,0000000","3024,00","0,00",
814,Hasna,CCI Marseille - I 29,12,1741,Import,Soude,Marseille,Italie,"1 940 550,00",livres,"0,0800000","155244,00","0,00",
815,Hasna,CCI Marseille - I 29,12,1741,Import,Thon marine,Marseille,Italie,"3 641,00",livres,"0,9000000","3276,00","-0,90",
816,Hasna,CCI Marseille - I 29,12,1741,Import,Thé,Marseille,Italie,"7,50",livres,"5,0000000","37,00","-0,50",
817,Hasna,CCI Marseille - I 29,12,1741,Import,Terraque,Marseille,Italie,"250,00",livres,"12,0000000","3000,00","0,00",
818,Hasna,CCI Marseille - I 29,12,1741,Import,Therebentine,Marseille,Italie,"1 700,00",livres,"0,5000000","850,00","0,00",
819,Hasna,CCI Marseille - I 29,12,1741,Import,Tutie,Marseille,Italie,"100,00",livres,"2,5000000","250,00","0,00",
820,Hasna,CCI Marseille - I 29,12,1741,Import,Tabac en feuille,Marseille,Italie,"6 625,00",livres,"0,2000000","1325,00","0,00",
821,Hasna,CCI Marseille - I 29,12,1741,Import,Tartre ,Marseille,Italie,"95 900,00",livres,"0,1500000","14385,00","0,00",
822,Hasna,CCI Marseille - I 29,12,1741,Import,Tapis de laine,Marseille,Italie,"19,00",pieces,"6,0000000","114,00","0,00",
823,Hasna,CCI Marseille - I 29,12,1741,Import,Toille peinte,Marseille,Italie,"50,00",pieces,"20,0000000","1000,00","0,00",
824,Hasna,CCI Marseille - I 29,12,1741,Import,Toille blanche,Marseille,Italie,"300,00",cannes,"2,5000000","750,00","0,00",
825,Hasna,CCI Marseille - I 29,12,1741,Import,Toille blanche,Marseille,Italie,"85 932,00",livres,"3,0000000","257796,00","0,00",
826,Hasna,CCI Marseille - I 29,12,1741,Import,Toille grise,Marseille,Italie,"472,00",livres,"2,0000000","944,00","0,00",
827,Hasna,CCI Marseille - I 29,12,1741,Import,Toille a serviettes,Marseille,Italie,"35,00",pieces,"25,0000000","875,00","0,00",
828,Hasna,CCI Marseille - I 29,12,1741,Import,Toille cordat,Marseille,Italie,"328,00",pieces,"20,0000000","6560,00","0,00",
829,Hasna,CCI Marseille - I 29,12,1741,Import,Toille de Laval,Marseille,Italie,"467,00",livres,"3,0000000","1401,00","0,00",
830,Hasna,CCI Marseille - I 29,12,1741,Import,Toille vernante,Marseille,Italie,"2,00",pieces,"24,0000000","28,00","-20,00",erreur de calcul
831,Hasna,CCI Marseille - I 29,12,1741,Import,Toille a bat,Marseille,Italie,"200,00",pieces,"4,0000000","800,00","0,00",
832,Hasna,CCI Marseille - I 29,12,1741,Import,Toille de montagne,Marseille,Italie,"2 615,00",pieces,"6,0000000","15690,00","0,00",
833,Hasna,CCI Marseille - I 29,12,1741,Import,Toille de troye,Marseille,Italie,"6,00",pieces,"40,0000000","240,00","0,00",
834,Hasna,CCI Marseille - I 29,12,1741,Import,Toille d'Allemagne,Marseille,Italie,"25,00",pieces,"40,0000000","1000,00","0,00",
835,Hasna,CCI Marseille - I 29,12,1741,Import,Toille d'Allemagne,Marseille,Italie,"6 590,00",livres,"6,0000000","39540,00","0,00",
836,Hasna,CCI Marseille - I 29,12,1741,Import,Toille d'antioche,Marseille,Italie,"1 731,00",pieces,"9,0000000","15579,00","0,00",
837,Hasna,CCI Marseille - I 29,12,1741,Import,Toilles caissies,Marseille,Italie,"1 900,00",pieces,"5,0000000","9500,00","0,00",
838,Hasna,CCI Marseille - I 29,12,1741,Import,Toille manouf ,Marseille,Italie,"2 800,00",pieces,"6,0000000","16800,00","0,00",
839,Hasna,CCI Marseille - I 29,12,1741,Import,Toille de Piemont,Marseille,Italie,"60,00",pieces,"30,0000000","1800,00","0,00",
840,Hasna,CCI Marseille - I 29,12,1741,Import,Toille d'embalage,Marseille,Italie,"168,00",pieces,"20,0000000","3360,00","0,00",
841,Hasna,CCI Marseille - I 29,12,1741,Import,Toille d'embalage,Marseille,Italie,"41 370,00",livres,"0,7500000","31027,00","-0,50",
842,Hasna,CCI Marseille - I 29,12,1741,Import,Toille a voille,Marseille,Italie,"67,00",pieces,"25,0000000","1675,00","0,00",
843,Hasna,CCI Marseille - I 29,12,1741,Import,Toille a voille,Marseille,Italie,"10,00",canes,"2,0000000","20,00","0,00",
844,Hasna,CCI Marseille - I 29,12,1741,Import,Toille de crin,Marseille,Italie,"1 559,00",livres,"5,0000000","7795,00","0,00",
845,Hasna,CCI Marseille - I 29,12,1741,Import,Treills,Marseille,Italie,"650,00",livres,"2,0000000","1300,00","0,00",
846,Hasna,CCI Marseille - I 29,12,1741,Import,Tableaux communs,Marseille,Italie,"180,00",douzaines,"7,0000000","1260,00","0,00",
847,Hasna,CCI Marseille - I 29,12,1741,Import,Tableaux communs,Marseille,Italie,"65,00",livres,"20,0000000","1300,00","0,00",
848,Hasna,CCI Marseille - I 29,12,1741,Import,Tableaux communs,Marseille,Italie,"1,00",valeur,"2 920,0000000","2920,00","0,00",en valeur
849,Hasna,CCI Marseille - I 29,12,1741,Import,Tetes de cuirs en poil,Marseille,Italie,"450,00",pieces,"0,2000000","90,00","0,00",
850,Hasna,CCI Marseille - I 29,12,1741,Import,Tabatieres de cuivre,Marseille,Italie,"173,00",livres,"2,0000000","346,00","0,00",
851,Hasna,CCI Marseille - I 29,12,1741,Import,Talons de bois,Marseille,Italie,"10,00",douzaines,"0,3000000","3,00","0,00",
852,Hasna,CCI Marseille - I 29,12,1741,Import,Terraille blanche,Marseille,Italie,"160 400,00",livres,"0,3000000","48120,00","0,00",
853,Hasna,CCI Marseille - I 29,12,1741,Import,Terraille noire,Marseille,Italie,"594 475,00",livres,"0,0400000","23779,00","0,00",
854,Hasna,CCI Marseille - I 29,12,1741,Import,Terre de porcelaine,Marseille,Italie,"252 800,00",livres,"0,0300000","7584,00","0,00",
855,Hasna,CCI Marseille - I 29,13,1741,Import,Terre a fayance,Marseille,Italie,"67 300,00",livres,"0,0030000","201,00","-0,90",
856,Hasna,CCI Marseille - I 29,13,1741,Import,Tables de marbre,Marseille,Italie,"178,00",nombre,"20,0000000","3560,00","0,00",
857,Hasna,CCI Marseille - I 29,13,1741,Import,Tonneaux cercles de fer,Marseille,Italie,"10,00",nombre,"24,0000000","240,00","0,00",
858,Hasna,CCI Marseille - I 29,13,1741,Import,Vermichel,Marseille,Italie,"174 762,00",livres,"0,2000000","34952,00","-0,40",
859,Hasna,CCI Marseille - I 29,13,1741,Import,Vin muscat,Marseille,Italie,"344,00",milleroles,"40,0000000","13760,00","0,00",
860,Hasna,CCI Marseille - I 29,13,1741,Import,Vin muscat,Marseille,Italie,"144,00",bouteilles,"0,7500000","108,00","0,00",
861,Hasna,CCI Marseille - I 29,13,1741,Import,Vin de Siracuse,Marseille,Italie,"1,00",milleroles,"80,0000000","80,00","0,00",
862,Hasna,CCI Marseille - I 29,13,1741,Import,Vin de Chipres,Marseille,Italie,"2,00",milleroles,"80,0000000","160,00","0,00",
863,Hasna,CCI Marseille - I 29,13,1741,Import,Vin de xires ,Marseille,Italie,"17,00",milleroles,"100,0000000","1700,00","0,00",
864,Hasna,CCI Marseille - I 29,13,1741,Import,Vin de borgogne,Marseille,Italie,"4,00",milleroles,"120,0000000","480,00","0,00",
865,Hasna,CCI Marseille - I 29,13,1741,Import,Vin rouge,Marseille,Italie,"37,00",milleroles,"8,0000000","296,00","0,00",
866,Hasna,CCI Marseille - I 29,13,1741,Import,Vin blanc,Marseille,Italie,"6,00",milleroles,"20,0000000","120,00","0,00",
867,Hasna,CCI Marseille - I 29,13,1741,Import,Vanille,Marseille,Italie,"200,00",livres,"100,0000000","20000,00","0,00",
868,Hasna,CCI Marseille - I 29,13,1741,Import,Vitriol,Marseille,Italie,"55 680,00",livres,"0,7500000","41760,00","0,00",
869,Hasna,CCI Marseille - I 29,13,1741,Import,Vermillon,Marseille,Italie,"5 556,00",livres,"5,0000000","27780,00","0,00",
870,Hasna,CCI Marseille - I 29,13,1741,Import,Vieux oint,Marseille,Italie,"500,00",livres,"0,3000000","150,00","0,00",
871,Hasna,CCI Marseille - I 29,13,1741,Import,Vacquettes,Marseille,Italie,"2 325,00",livres,"0,5000000","1162,00","-0,50",
872,Hasna,CCI Marseille - I 29,13,1741,Import,Verrunes,Marseille,Italie,"158,00",douzaines,"6,0000000","948,00","0,00",
873,Hasna,CCI Marseille - I 29,13,1741,Import,Verre a vitres,Marseille,Italie,"600,00",livres,"0,5000000","300,00","0,00",
874,Hasna,CCI Marseille - I 29,13,1741,Import,Verres de cristal,Marseille,Italie,"100,00",livres,"2,0000000","200,00","0,00",
875,Hasna,CCI Marseille - I 29,13,1741,Import,Verres casses,Marseille,Italie,"84,00",livres,"0,0500000","4,00","-0,20",
876,Hasna,CCI Marseille - I 29,13,1741,Import,Velours,Marseille,Italie,"553,00",pieces,"300,0000000","165900,00","0,00",
877,Hasna,CCI Marseille - I 29,13,1741,Import,Velours noir,Marseille,Italie,"15,00",livres,"50,0000000","750,00","0,00",
878,Hasna,CCI Marseille - I 29,13,1741,Import,Anis,Marseille,Levant,"1 000,00",livres,"0,2000000","200,00","0,00",
879,Hasna,CCI Marseille - I 29,13,1741,Import,Assafetida,Marseille,Levant,"255,00",livres,"1,2500000","318,00","-0,75",
880,Hasna,CCI Marseille - I 29,13,1741,Import,Aloes,Marseille,Levant,"4 280,00",livres,"1,2500000","5350,00","0,00",
881,Hasna,CCI Marseille - I 29,13,1741,Import,Alun,Marseille,Levant,"425 900,00",livres,"0,1000000","42590,00","0,00",
882,Hasna,CCI Marseille - I 29,13,1741,Import,Allaya,Marseille,Levant,"2 610,00",pieces,"3,0000000","7830,00","0,00",
883,Hasna,CCI Marseille - I 29,13,1741,Import,Ajamis,Marseille,Levant,"189 120,00",pieces,"6,0000000","1134720,00","0,00",
884,Hasna,CCI Marseille - I 29,13,1741,Import,Ajamis,Marseille,Levant,"42 567,00",livres,"1,3500000","57465,00","-0,45",
885,Hasna,CCI Marseille - I 29,13,1741,Import,Avirons ,Marseille,Levant,"38,00",paires,"4,0000000","152,00","0,00",
886,Hasna,CCI Marseille - I 29,13,1741,Import,Bled froment,Marseille,Levant,"74 109,00",charges,"20,0000000","1482180,00","0,00",
887,Hasna,CCI Marseille - I 29,13,1741,Import,Bled froment,Marseille,Levant,"18 079,00",septiers,"7,5000000","135582,00","-10,50",erreur de calcul
888,Hasna,CCI Marseille - I 29,13,1741,Import,Bled froment,Marseille,Levant,"1 300,00",mines,"5,0000000","6500,00","0,00",
889,Hasna,CCI Marseille - I 29,13,1741,Import,Baume de copahu,Marseille,Levant,"250,00",livres,"2,2500000","562,00","-0,50",
890,Hasna,CCI Marseille - I 29,13,1741,Import,Bonnets de toille,Marseille,Levant,"150,00",douzaines,"4,5000000","675,00","0,00",
891,Hasna,CCI Marseille - I 29,13,1741,Import,Bats et bonnets de coton,Marseille,Levant,"290,00",livres,"6,0000000","1740,00","0,00",
892,Hasna,CCI Marseille - I 29,13,1741,Import,Bonnets de laine,Marseille,Levant,"504,00",douzaines,"9,0000000","4536,00","0,00",
893,Hasna,CCI Marseille - I 29,13,1741,Import,Bermus de laine,Marseille,Levant,"100,00",douzaines,"80,0000000","8000,00","0,00",
894,Hasna,CCI Marseille - I 29,13,1741,Import,Bours de soye,Marseille,Levant,"1 854,00",pieces,"24,0000000","44496,00","0,00",
895,Hasna,CCI Marseille - I 29,13,1741,Import,Bours soye et coton,Marseille,Levant,"300,00",pieces,"8,0000000","2400,00","0,00",
896,Hasna,CCI Marseille - I 29,13,1741,Import,Bours de coton,Marseille,Levant,"6 680,00",pieces,"4,0000000","26720,00","0,00",
897,Hasna,CCI Marseille - I 29,13,1741,Import,Bours fil et coton,Marseille,Levant,"7 223,00",pieces,"3,0000000","21669,00","0,00",
898,Hasna,CCI Marseille - I 29,13,1741,Import,Bours fil et coton,Marseille,Levant,"2 450,00",pieces,"3,0000000","7350,00","0,00",
899,Hasna,CCI Marseille - I 29,13,1741,Import,Batanonis,Marseille,Levant,"16 471,00",pieces,"2,5000000","41177,00","-0,50",
900,Hasna,CCI Marseille - I 29,13,1741,Import,Boucassins,Marseille,Levant,"114,00",pieces,"4,0000000","456,00","0,00",
901,Hasna,CCI Marseille - I 29,13,1741,Import,Bazannes,Marseille,Levant,"5 641,00",livres,"1,0000000","5641,00","0,00",
902,Hasna,CCI Marseille - I 29,13,1741,Import,Bijouterie,Marseille,Levant,"50,00",livres,"50,0000000","2500,00","0,00",
903,Hasna,CCI Marseille - I 29,13,1741,Import,Bronze,Marseille,Levant,"800,00",livres,"1,2000000","960,00","0,00",
904,Hasna,CCI Marseille - I 29,13,1741,Import,Bourdes,Marseille,Levant,"13 500,00",livres,"0,0500000","675,00","0,00",
905,Hasna,CCI Marseille - I 29,13,1741,Import,Caffé du Levant,Marseille,Levant,"335 036,00",livres,"1,3500000","452298,00","-0,60",
906,Hasna,CCI Marseille - I 29,13,1741,Import,Cumin,Marseille,Levant,"12 650,00",livres,"0,1700000","2150,00","-0,50",
907,Hasna,CCI Marseille - I 29,13,1741,Import,Collequinte,Marseille,Levant,"100,00",livres,"1,5000000","150,00","0,00",
908,Hasna,CCI Marseille - I 29,13,1741,Import,Coque de Levant,Marseille,Levant,"2 200,00",livres,"1,0000000","2200,00","0,00",
909,Hasna,CCI Marseille - I 29,13,1741,Import,Couvertures d'indienne ,Marseille,Levant,"25,00",nombre,"10,0000000","250,00","0,00",
910,Hasna,CCI Marseille - I 29,13,1741,Import,Couvertures de coton,Marseille,Levant,"581,00",nombre,"8,0000000","4648,00","0,00",
911,Hasna,CCI Marseille - I 29,13,1741,Import,Ceintures de laine,Marseille,Levant,"1 000,00",pieces,"0,2500000","250,00","0,00",
912,Hasna,CCI Marseille - I 29,13,1741,Import,Ceintures de laine,Marseille,Levant,"504,00",douzaines,"2,5000000","1260,00","0,00",
913,Hasna,CCI Marseille - I 29,13,1741,Import,Capots,Marseille,Levant,"1 460,00",pieces,"7,0000000","10220,00","0,00",
914,Hasna,CCI Marseille - I 29,13,1741,Import,Capots,Marseille,Levant,"200,00",douzaines,"84,0000000","16800,00","0,00",
915,Hasna,CCI Marseille - I 29,13,1741,Import,Crin de cheval,Marseille,Levant,"10 767,00",livres,"0,6000000","6460,00","-0,20",
916,Hasna,CCI Marseille - I 29,13,1741,Import,Coton filé,Marseille,Levant,"2 229 800,00",livres,"0,7000000","1560860,00","0,00",
917,Hasna,CCI Marseille - I 29,13,1741,Import,Coton en laine,Marseille,Levant,"2 033 900,00",livres,"0,4600000","935594,00","0,00",
918,Hasna,CCI Marseille - I 29,13,1741,Import,Cuirs tannés,Marseille,Levant,"9 050,00",livres,"0,6000000","5430,00","0,00",
919,Hasna,CCI Marseille - I 29,14,1741,Import,Cuirs de bœufs en poil,Marseille,Levant,"48 797,00",En nombre,"14,0000000","683158,00","0,00",
920,Hasna,CCI Marseille - I 29,14,1741,Import,Cuirs de bœufs en poil,Marseille,Levant,"2 312,00",livres,"0,3000000","693,00","-0,60",
921,Hasna,CCI Marseille - I 29,14,1741,Import,Cordouans,Marseille,Levant,"926,00",pieces,"3,0000000","2778,00","0,00",
922,Hasna,CCI Marseille - I 29,14,1741,Import,Cordouans,Marseille,Levant,"9 930,00",livres,"1,5000000","14895,00","0,00",
923,Hasna,CCI Marseille - I 29,14,1741,Import,Cire jaune,Marseille,Levant,"1 068 490,00",livres,"1,1500000","1228763,00","-0,50",
924,Hasna,CCI Marseille - I 29,14,1741,Import,Corail brut,Marseille,Levant,"4 317,00",livres,"1,5000000","6475,00","-0,50",
925,Hasna,CCI Marseille - I 29,14,1741,Import,Cuivre ouvré,Marseille,Levant,"250,00",livres,"1,6000000","400,00","0,00",
926,Hasna,CCI Marseille - I 29,14,1741,Import,Cuivre Tangoul,Marseille,Levant,"191 334,00",livres,"0,9000000","172200,00","-0,60",
927,Hasna,CCI Marseille - I 29,14,1741,Import,Carreaux de marbre,Marseille,Levant,"1 950,00",nombre,"1,2500000","2437,00","-0,50",
928,Hasna,CCI Marseille - I 29,14,1741,Import,Cendres,Marseille,Levant,"2 638 175,00",livres,"0,0900000","237435,00","-0,75",
929,Hasna,CCI Marseille - I 29,14,1741,Import,Dattes,Marseille,Levant,"118 125,00",livres,"0,1500000","17718,00","-0,75",
930,Hasna,CCI Marseille - I 29,14,1741,Import,Drogueries fines,Marseille,Levant,"2 170,00",livres,"3,0000000","6510,00","0,00",
931,Hasna,CCI Marseille - I 29,14,1741,Import,Demittes,Marseille,Levant,"45 337,00",pieces,"2,5000000","113342,00","-0,50",
932,Hasna,CCI Marseille - I 29,14,1741,Import,Draperie petite,Marseille,Levant,"330,00",livres,"3,0000000","990,00","0,00",
933,Hasna,CCI Marseille - I 29,14,1741,Import,Douelles a tonneaux,Marseille,Levant,"169,00",tonneaux,"6,0000000","1014,00","0,00",
934,Hasna,CCI Marseille - I 29,14,1741,Import,Eau de fleur d'orange,Marseille,Levant,"400,00",livres,"0,5000000","200,00","0,00",
935,Hasna,CCI Marseille - I 29,14,1741,Import,Encens,Marseille,Levant,"50 450,00",livres,"0,4500000","22702,00","-0,50",
936,Hasna,CCI Marseille - I 29,14,1741,Import,Emerie en poudre,Marseille,Levant,"1 800,00",livres,"0,0100000","18,00","0,00",
937,Hasna,CCI Marseille - I 29,14,1741,Import,Ecaille de tortüe,Marseille,Levant,"200,00",livres,"8,0000000","1600,00","0,00",
938,Hasna,CCI Marseille - I 29,14,1741,Import,Etoupe de soye,Marseille,Levant,"57 966,00",livres,"0,5000000","28983,00","0,00",
939,Hasna,CCI Marseille - I 29,14,1741,Import,Estrasses de soye,Marseille,Levant,"540,00",livres,"1,0000000","540,00","0,00",
940,Hasna,CCI Marseille - I 29,14,1741,Import,Etoffes or et argent,Marseille,Levant,"280,00",livres,"80,0000000","22400,00","0,00",
941,Hasna,CCI Marseille - I 29,14,1741,Import,Etoffe de soye,Marseille,Levant,"1 700,00",livres,"40,0000000","68000,00","0,00",
942,Hasna,CCI Marseille - I 29,14,1741,Import,Escamittes,Marseille,Levant,"12 092,00",pieces,"2,2500000","27207,00","0,00",
943,Hasna,CCI Marseille - I 29,14,1741,Import,Eponges,Marseille,Levant,"31 327,00",livres,"1,0000000","31327,00","0,00",
944,Hasna,CCI Marseille - I 29,14,1741,Import,Evantails,Marseille,Levant,"200,00",livres,"16,0000000","3200,00","0,00",
945,Hasna,CCI Marseille - I 29,14,1741,Import,Escayolle,Marseille,Levant,"239 850,00",livres,"0,1000000","23985,00","0,00",
946,Hasna,CCI Marseille - I 29,14,1741,Import,Farine,Marseille,Levant,"7 050,00",livres,"0,0850000","599,00","-0,25",
947,Hasna,CCI Marseille - I 29,14,1741,Import,Feves,Marseille,Levant,"1 073,00",charges,"15,0000000","16095,00","0,00",
948,Hasna,CCI Marseille - I 29,14,1741,Import,Figues,Marseille,Levant,"29 900,00",livres,"0,1000000","2990,00","0,00",
949,Hasna,CCI Marseille - I 29,14,1741,Import,Fromage,Marseille,Levant,"158 332,00",livres,"0,2000000","31666,00","-0,40",
950,Hasna,CCI Marseille - I 29,14,1741,Import,Folicule de sené,Marseille,Levant,"1 215,00",livres,"3,0000000","3645,00","0,00",
951,Hasna,CCI Marseille - I 29,14,1741,Import,Fourrure de soye,Marseille,Levant,"1 600,00",livres,"1,2500000","2000,00","0,00",
952,Hasna,CCI Marseille - I 29,14,1741,Import,Fil de chevre,Marseille,Levant,"204 349,00",livres,"3,0000000","613047,00","0,00",
953,Hasna,CCI Marseille - I 29,14,1741,Import,Fil de lin,Marseille,Levant,"330,00",livres,"1,5000000","495,00","0,00",
954,Hasna,CCI Marseille - I 29,14,1741,Import,Fil a coudre,Marseille,Levant,"2 360,00",livres,"2,0000000","4720,00","0,00",
955,Hasna,CCI Marseille - I 29,14,1741,Import,Galles d'alep,Marseille,Levant,"604 971,00",livres,"0,5000000","302485,00","-0,50",
956,Hasna,CCI Marseille - I 29,14,1741,Import,Galbanum,Marseille,Levant,"816,00",livres,"2,0000000","1632,00","0,00",
957,Hasna,CCI Marseille - I 29,14,1741,Import,Grabeau de mirrhe,Marseille,Levant,"3 750,00",livres,"0,5000000","1870,00","-5,00",erreur de calcul
958,Hasna,CCI Marseille - I 29,14,1741,Import,Grabeau de sené,Marseille,Levant,"22 670,00",livres,"0,5000000","11335,00","0,00",
959,Hasna,CCI Marseille - I 29,14,1741,Import,Grabeau de corail,Marseille,Levant,"240,00",livres,"0,6000000","144,00","0,00",
