numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,unit_price,value,probleme,remarks
426,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,carreaux de marbre,Marseille,Italie,"9 830,00",nombre,"0,75000","7372,00","-0,50",
427,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,carreaux a paver,Marseille,Italie,"3 400,00",livres,"0,02000","68,00","0,00",
428,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,carrouges,Marseille,Italie,"10 800,00",livres,"0,05000","540,00","0,00",
429,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,caruby,Marseille,Italie,"325,00",livres,"0,05000","16,00","-0,25",
430,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cedra,Marseille,Italie,"500,00",livres,"0,10000","50,00","0,00",
431,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cercles a barrils,Marseille,Italie,"120,00",faix,"1,00000","120,00","0,00",
432,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cercles a barrils,Marseille,Italie,"6,00",milliers,"12,00000","72,00","0,00",
433,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cercles de fer,Marseille,Italie,"104 613,00",livres,"0,20000","20922,00","-0,60",
434,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cendre commune,Marseille,Italie,"24,00",sacs,"20,00000","480,00","0,00",
435,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cendre commune,Marseille,Italie,"648 550,00",livres,"0,09000","58369,00","-0,50",
436,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cercles a tonneaux,Marseille,Italie,"535,00",faix,"1,50000","802,00","-0,50",
437,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cercles a tonneaux,Marseille,Italie,"240,00",rodes,"1,00000","240,00","0,00",
438,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cercles a tonneaux,Marseille,Italie,"2 967 000,00",milliers,"0,02000","59340,00","0,00",2967 milliers à 40 sous le mille
439,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,cercles a tonneaux,Marseille,Italie,"112 100,00",livres,"0,04000","4484,00","0,00",
440,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,champignons secs,Marseille,Italie,"150,00",livres,"2,00000","300,00","0,00",
441,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,chandelle,Marseille,Italie,"2 664,00",livres,"0,45000","1198,00","-0,80",
442,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,chanvre cru,Marseille,Italie,"629 525,00",livres,"0,18000","113314,00","-0,50",
443,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,chanvre peigné,Marseille,Italie,"100,00",livres,"0,36000","36,00","0,00",
444,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,13,1744,Imports,chapeaux de paille,Marseille,Italie,"43,00",douzaines,"6,00000","258,00","0,00",
445,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,charbon de bois,Marseille,Italie,"165 400,00",livres,"0,02000","3308,00","0,00",
446,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,chataignes biscotes,Marseille,Italie,"333,00",livres,"0,10000","33,00","-0,30",
447,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,chataignes seches,Marseille,Italie,"115 815,00",livres,"0,05000","5790,00","-0,75",
448,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,chaussettes de coton,Marseille,Italie,"166,00",douzaines,"3,00000","498,00","0,00",
449,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cheveux ,Marseille,Italie,"50,00",livres,"25,00000","1250,00","0,00",
450,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,chocolat,Marseille,Italie,"1 642,00",livres,"3,50000","5747,00","0,00",
451,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cire jaune,Marseille,Italie,"7 373,00",livres,"1,15000","8478,00","-0,95",
452,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,citrons,Marseille,Italie,"23 803,50",livres,"15,00000","357052,00","-0,50",2380350 livres à 15 livres le cent
453,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cloux de fer,Marseille,Italie,"7 373,00",livres,"0,20000","1481,00","6,40",erreur de calcul
454,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,colle a papetier,Marseille,Italie,"3 000,00",livres,"0,20000","600,00","0,00",
455,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,confitures,Marseille,Italie,"41 039,00",livres,"1,00000","41039,00","0,00",
456,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,corail brut,Marseille,Italie,"300,00",livres,"2,00000","600,00","0,00",
457,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,corbeilles d'ozier,Marseille,Italie,"1 816,00",douzaines,"20,00000","36320,00","0,00",
458,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cordes a boyau,Marseille,Italie,"500,00",livres,"20,00000","10000,00","0,00",
459,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cordes d'emballage,Marseille,Italie,"7 956,00",livres,"0,30000","3389,00","1 002,20",erreur de calcul
460,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cordes d'espars,Marseille,Italie,"5 800,00",livres,"0,15000","870,00","0,00",
461,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cornes de cerf,Marseille,Italie,"325,00",livres,"0,25000","81,00","-0,25",
462,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cornes de mouton,Marseille,Italie,"98 665,00",paires,"0,05000","4933,00","-0,25",
463,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,coton filé,Marseille,Italie,"1 768,00",livres,"1,00000","1768,00","0,00",
464,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,coton en laine,Marseille,Italie,"4 200,00",livres,"0,50000","2100,00","0,00",
465,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,coucons de soye,Marseille,Italie,"2 400,00",livres,"1,00000","2400,00","0,00",
466,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,couffes a boulanger,Marseille,Italie,"483,00",douzaines,"30,00000","14490,00","0,00",
467,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,couffin de palmes,Marseille,Italie,"32,00",douzaines,"4,00000","128,00","0,00",
468,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,couperose verte,Marseille,Italie,"700,00",livres,"0,09000","63,00","0,00",
469,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cuirs de bœuf en poil,Marseille,Italie,"987,00",en nombre,"14,00000","13818,00","0,00",
470,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cuirs de bœuf en poil,Marseille,Italie,"1 000,00",livres,"0,40000","400,00","0,00",
471,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,craye,Marseille,Italie,"2 600,00",livres,"0,10000","260,00","0,00",
472,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cristal brut,Marseille,Italie,"400,00",livres,"2,00000","800,00","0,00",
473,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cuivre brut,Marseille,Italie,"2 830,00",livres,"1,00000","2830,00","0,00",
474,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,cuivre en plaques,Marseille,Italie,"2 260,00",livres,"1,60000","3616,00","0,00",
475,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,dattes,Marseille,Italie,"941,00",livres,"0,16000","150,00","-0,56",
476,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,dossiers de chaises,Marseille,Italie,"1,00",douzaines,"30,00000","30,00","0,00",
477,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,douelles a tonneaux,Marseille,Italie,"22 387,00",tonneaux,"5,00000","111935,00","0,00",
478,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,douelles a tonneaux,Marseille,Italie,"163,00",canelles,"4,00000","652,00","0,00",
479,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,douelles a tonneaux,Marseille,Italie,"391,00",douzaines,"3,00000","1173,00","0,00",
480,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,douelles a tonneaux,Marseille,Italie,"194 375,00",livres,"0,05000","9718,00","-0,75",
481,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,14,1744,Imports,drogueries,Marseille,Italie,"4 951,00",livres,"1,00000","4951,00","0,00",
482,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,eau de fleur d'orange,Marseille,Italie,"16 253,00",livres,"0,50000","8126,00","-0,50",
483,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,eau de la reine d'hongrie,Marseille,Italie,"486,00",livres,"0,75000","364,00","-0,50",
484,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,eau de senteur,Marseille,Italie,"200,00",livres,"0,50000","100,00","0,00",
485,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,ecorce de citron,Marseille,Italie,"300,00",livres,"0,15000","45,00","0,00",
486,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,egoutoirs,Marseille,Italie,"188,00",douzaines,"5,00000","940,00","0,00",
487,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,eponges,Marseille,Italie,"7 474,00",livres,"1,00000","7474,00","0,00",
488,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,escayolles,Marseille,Italie,"9 500,00",livres,"0,10000","950,00","0,00",
489,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,espars,Marseille,Italie,"60,00",milliers,"40,00000","2440,00","40,00",erreur de calcul
490,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,esprit de bergamotte,Marseille,Italie,"1 200,00",livres,"10,00000","12000,00","0,00",
491,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,esprit de citron,Marseille,Italie,"364,00",livres,"1,50000","546,00","0,00",
492,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,essence,Marseille,Italie,"605,00",livres,"1,00000","605,00","0,00",
493,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,etain en bloc,Marseille,Italie,"18 519,00",livres,"1,00000","18519,00","0,00",
494,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,etoffe de soye,Marseille,Italie,"5 797,00",livres,"40,00000","231880,00","0,00",
495,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,etoupes de chanvre,Marseille,Italie,"800,00",livres,"0,10000","80,00","0,00",
496,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,etoupes de soye,Marseille,Italie,"1 200,00",livres,"2,00000","2400,00","0,00",
497,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,evantails de papier,Marseille,Italie,"10,00",douzaines,"6,00000","60,00","0,00",
498,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fayence,Marseille,Italie,"1 000,00",livres,"0,50000","500,00","0,00",
499,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fer en barres,Marseille,Italie,"267 850,00",livres,"0,14500","38838,00","-0,25",
500,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fer ouvré,Marseille,Italie,"100,00",livres,"0,25000","25,00","0,00",
501,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,feves,Marseille,Italie,"352,00",charges,"10,00000","3520,00","0,00",
502,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,figues,Marseille,Italie,"38 100,00",livres,"0,10000","3810,00","0,00",
503,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fil de bourgogne,Marseille,Italie,"12 000,00",livres,"0,75000","9000,00","0,00",
504,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fil de chevre,Marseille,Italie,"5 500,00",livres,"3,00000","16500,00","0,00",
505,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fil a coudre,Marseille,Italie,"200,00",livres,"2,00000","400,00","0,00",
506,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fil cru,Marseille,Italie,"13 268,00",livres,"1,50000","19902,00","0,00",
507,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fil de laiton,Marseille,Italie,"1 800,00",livres,"1,40000","2520,00","0,00",
508,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fil de Piemont,Marseille,Italie,"4 050,00",livres,"1,00000","4050,00","0,00",
509,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,filets pour la pêche,Marseille,Italie,"490,00",pièces,"30,00000","14700,00","0,00",
510,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,filets pour la pêche,Marseille,Italie,"75,00",livres,"0,75000","56,00","-0,25",
511,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,filozelle,Marseille,Italie,"2 800,00",livres,"2,00000","5600,00","0,00",
512,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fleurs artificielles,Marseille,Italie,"1 450,00",livres,"50,00000","72500,00","0,00",
513,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,folicule de sené,Marseille,Italie,"3 900,00",livres,"3,00000","11700,00","0,00",
514,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fougons,Marseille,Italie,"22,00",en nombre,"1,00000","22,00","0,00",
515,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fourneaux de plâtre,Marseille,Italie,"100,00",en nombre,"1,50000","150,00","0,00",
516,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,15,1744,Imports,fromage,Marseille,Italie,"151 771,00",livres,"0,20000","30354,00","-0,20",
517,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,galles legeres,Marseille,Italie,"4 400,00",livres,"0,20000","880,00","0,00",
518,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,galles de Levant,Marseille,Italie,"1 676,00",livres,"0,60000","1005,00","-0,60",
519,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,galon d'argent,Marseille,Italie,"100,00",livres,"60,00000","600,00","-5 400,00",erreur de calcul
520,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,gans de coton,Marseille,Italie,"144,00",paires,"0,50000","72,00","0,00",
521,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,gentes,Marseille,Italie,"2,00",douzaines,"4,00000","8,00","0,00",
522,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,geroffle,Marseille,Italie,"750,00",livres,"8,00000","6000,00","0,00",
523,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,gomme copale,Marseille,Italie,"310,00",livres,"2,50000","775,00","0,00",
524,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,grabeau de sené,Marseille,Italie,"9 335,00",livres,"0,40000","3734,00","0,00",
525,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,graine d'alkerme,Marseille,Italie,"600,00",livres,"2,50000","1500,00","0,00",
526,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,graine de canarie,Marseille,Italie,"480,00",livres,"0,10000","48,00","0,00",
527,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,graine de jardin,Marseille,Italie,"2 612,00",livres,"1,10000","2873,00","-0,20",
528,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,graisse de boucherie,Marseille,Italie,"450,00",livres,"0,35000","157,00","-0,50",
529,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,herbes a teindre,Marseille,Italie,"1 800,00",livres,"0,12000","216,00","0,00",
530,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,huile d'amande douce,Marseille,Italie,"3 040,00",livres,"1,00000","3040,00","0,00",
531,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,huile de lin,Marseille,Italie,"13 840,00",livres,"0,25000","3460,00","0,00",
532,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,huile d'olive,Marseille,Italie,"26 024,00",milleroles,"45,00000","1171080,00","0,00",
533,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,huile d'olive,Marseille,Italie,"15 978,00",livres,"0,30000","4793,00","-0,40",
534,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,jambons,Marseille,Italie,"3 040,00",livres,"0,50000","1520,00","0,00",
535,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,iris de florence,Marseille,Italie,"3 654,00",livres,"0,20000","730,00","-0,80",
536,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,jus de citrons et limons,Marseille,Italie,"63 500,00",livres,"0,06000","3810,00","0,00",
537,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,jus de reglisse,Marseille,Italie,"107 825,00",livres,"0,75000","80868,00","-0,75",
538,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,lacque platte,Marseille,Italie,"8 060,00",livres,"3,00000","24180,00","0,00",
539,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,16,1744,Imports,laine a broder,Marseille,Italie,"200,00",livres,"5,00000","1000,00","0,00",
