numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,unit_price,value,probleme,remarks
21,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,auf,Marseille,Espagne,1200,livres,"0,05",60,0,
22,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,avoine,Marseille,Espagne,120,charges,12,1440,0,
23,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,balets de palmes,Marseille,Espagne,15769,douzaines,"0,9",14192,"-0,1",
24,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,barres de bois,Marseille,Espagne,300,pieces,"0,5",150,0,
25,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,beurre,Marseille,Espagne,400,livres,"0,4",160,0,
26,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,bled froment,Marseille,Espagne,2290,charges,25,57250,0,
27,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,bois de brezil,Marseille,Espagne,2875,livres,"0,5",1437,"-0,5",
28,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,bois a bruler,Marseille,Espagne,14400,livres,"0,0075",108,0,
29,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,bois de campeche,Marseille,Espagne,157550,livres,"0,25",39387,"-0,5",
30,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,boras,Marseille,Espagne,1955,livres,"4,5",8797,"-0,5",
31,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,bouchons,Marseille,Espagne,1200,livres,3,3600,0,
32,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,boulets de canon,Marseille,Espagne,199,livres,1,199,0,
33,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,bourde,Marseille,Espagne,8518990,livres,"0,08",681519,"-0,2",
34,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,bours de fil,Marseille,Espagne,13,pieces,6,78,0,
35,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,brun rouge,Marseille,Espagne,225600,livres,"0,025",5640,0,
36,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cacao,Marseille,Espagne,18475,livres,"1,3",24017,"-0,5",
37,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,caffé,Marseille,Espagne,461438,livres,"1,3",599869,"-0,4",
38,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,canefice,Marseille,Espagne,32900,livres,"0,6",19740,0,
39,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,canons de fer,Marseille,Espagne,28,en nombre,300,8400,0,
40,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,capres,Marseille,Espagne,6280,livres,"0,22",1381,"-0,6",
41,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cascarille,Marseille,Espagne,13282,livres,4,53128,0,
42,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,ceintures de soye,Marseille,Espagne,10,douzaines,150,1500,0,
43,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cendre commune,Marseille,Espagne,947200,livres,"0,12",113664,0,
44,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cendre de sicile,Marseille,Espagne,307100,livres,"0,05",15355,0,
45,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,chandelle,Marseille,Espagne,207,livres,"0,45",93,"-0,15",
46,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,chataignes,Marseille,Espagne,25000,livres,"0,05",1250,0,
47,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,chocolat,Marseille,Espagne,148,livres,2,296,0,
48,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,clous de fer,Marseille,Espagne,1830,livres,"0,25",457,"-0,5",
49,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cochenille,Marseille,Espagne,20054,livres,17,340918,0,
50,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cochenille fine,Marseille,Espagne,715,livres,18,12870,0,
51,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cordages de chanvre,Marseille,Espagne,24200,livres,"0,4",9680,0,
52,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cordages d'esparts,Marseille,Espagne,2957,douzaines,7,20699,0,
53,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cordes a violons,Marseille,Espagne,94402,livres,6,566412,0,
54,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,coquillage,Marseille,Espagne,200,livres,"0,25",50,0,
55,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,corail brut,Marseille,Espagne,1090,livres,4,4360,0,
56,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cornes de mouton,Marseille,Espagne,156676,livres,"0,1",15667,"-0,6",
57,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,couperose,Marseille,Espagne,18285,livres,"0,1",1828,"-0,5",
58,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,couvertures,Marseille,Espagne,66,pieces,10,660,0,
59,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cuirs de bœuf en poil,Marseille,Espagne,1593,pieces,14,22302,0,
60,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,cuirs de bœuf tannés,Marseille,Espagne,203,pieces,24,4872,0,
61,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,dattes,Marseille,Espagne,48500,livres,"0,25",12125,0,
62,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,drapeaux vieux,Marseille,Espagne,5200,livres,"0,05",260,0,
63,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,drogueries,Marseille,Espagne,300,livres,1,300,0,
64,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,eau de vie,Marseille,Espagne,1000,livres,"0,2",200,0,
65,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,escayolles,Marseille,Espagne,58005,livres,"0,1",5800,"-0,5",
66,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,esparts,Marseille,Espagne,266,milliers,40,10640,0,
67,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,etoffe de soye,Marseille,Espagne,250,livres,40,10000,0,
68,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,etoupe de soye,Marseille,Espagne,150,livres,"0,5",75,0,
69,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,2,1758,Imports,fayance,Marseille,Espagne,700,livres,"0,5",350,0,
70,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,fer vieux,Marseille,Espagne,23000,livres,"0,08",1840,0,
71,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,figues,Marseille,Espagne,3700,livres,"0,1",370,0,
72,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,fil blanc,Marseille,Espagne,600,livres,2,1200,0,
73,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,filets d'esparts,Marseille,Espagne,1000,milliers,40,40000,0,
74,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,filets d'esparts,Marseille,Espagne,13031,grosses,50,651550,0,
75,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,fromage,Marseille,Espagne,37460,livres,"0,25",9365,0,
76,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,galles,Marseille,Espagne,920,livres,"0,75",690,0,
77,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,garance,Marseille,Espagne,230,livres,"0,5",115,0,
78,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,gaudes,Marseille,Espagne,926,livres,"0,1",92,"-0,6",
79,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,gaudron,Marseille,Espagne,8800,livres,"0,08",704,0,
80,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,gerles de terre,Marseille,Espagne,93,douzaines,36,3348,0,
81,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,gimgembre,Marseille,Espagne,480,livres,"0,6",288,0,
82,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,gome adragan,Marseille,Espagne,2007,livres,"1,25",2508,"-0,75",
83,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,gome d'amandier,Marseille,Espagne,3485,livres,"0,4",1394,0,
84,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,gome sandarac,Marseille,Espagne,400,livres,"1,5",600,0,
85,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,herbes d'orseille,Marseille,Espagne,5030,livres,"0,4",2012,0,
86,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,herbes perelle,Marseille,Espagne,1200,livres,"0,4",480,0,
87,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,huile d'olive,Marseille,Espagne,1587,milleroles,40,63480,0,
88,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,huile de poisson,Marseille,Espagne,129860,livres,"0,25",32465,0,
89,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,jalap,Marseille,Espagne,7390,livres,"2,25",16627,"-0,5",
90,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,indigo,Marseille,Espagne,47724,livres,8,381792,0,
91,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,ipecacuana,Marseille,Espagne,1035,livres,4,4140,0,
92,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,laine lavée,Marseille,Espagne,115,livres,"1,1",126,"-0,5",
93,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,laine de segovie,Marseille,Espagne,29140,livres,"1,6",46624,0,
94,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,laine surge,Marseille,Espagne,422040,livres,1,422040,0,
95,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,legumes,Marseille,Espagne,7925,livres,"0,15",1188,"-0,75",
96,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,liege,Marseille,Espagne,62790,livres,"0,15",9418,"-0,5",
97,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,manne,Marseille,Espagne,175,livres,"1,75",306,"-0,25",
98,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,marbre brut,Marseille,Espagne,5,pieces,20,100,0,
99,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,mercerie,Marseille,Espagne,4820,livres,"3,5",16870,0,
100,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,miel,Marseille,Espagne,5350,livres,"0,15",802,"-0,5",
101,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,mouchoirs fil et cotton,Marseille,Espagne,24,pieces,8,192,0,
102,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,mouchoirs de soye,Marseille,Espagne,7299,douzaines,28,204372,0,
103,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,nattes,Marseille,Espagne,60,douzaines,8,480,0,
104,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,oranges,Marseille,Espagne,4,milliers,10,40,0,
105,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,palmes en feuille,Marseille,Espagne,600,livres,"0,5",300,0,
106,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,papier,Marseille,Espagne,696,rames,6,4176,0,
107,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,peaux de chagrin,Marseille,Espagne,117,douzaines,30,3510,0,
108,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,peaux de chagrin,Marseille,Espagne,1610,livres,2,3220,0,
109,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,peaux de lapin,Marseille,Espagne,3820,livres,"1,5",5730,0,
110,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,peaux de lievre,Marseille,Espagne,200,livres,"1,5",300,0,
111,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,peaux de maroquin,Marseille,Espagne,1110,livres,2,2220,0,
112,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,peaux de mouton en laine,Marseille,Espagne,4200,livres,"0,75",3150,0,
113,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,peaux de tigres,Marseille,Espagne,24,en nombre,40,960,0,
114,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,peaux de tigres,Marseille,Espagne,600,livres,5,3000,0,
115,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,peaux de veau en poil,Marseille,Espagne,360,livres,"0,25",90,0,
116,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,pignons d'epine,Marseille,Espagne,27890,livres,"0,3",8367,0,
117,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,plantes de vigne,Marseille,Espagne,15,caisses,10,150,0,
118,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,plomb en saumon,Marseille,Espagne,774765,livres,"0,2",154953,0,
119,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,3,1758,Imports,poil de lapin,Marseille,Espagne,6775,livres,8,54200,0,
