numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
864,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Essences,Marseille,Levant,"200,00",livres,"1,0000000","200,00","0,00",
865,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Encens,Marseille,Levant,"139 025,00",livres,"0,4500000","62561,00","-0,25",
866,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Escamittes,Marseille,Levant,"7 071,00",pieces,"3,0000000","21213,00","0,00",
867,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Etoffes de soye,Marseille,Levant,"9 350,00",livres,"40,0000000","374000,00","0,00",
868,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Etoupes de soye,Marseille,Levant,"44 869,00",livres,"1,5000000","67303,00","-0,50",
869,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Evantails communs,Marseille,Levant,"550,00",livres,"16,0000000","8800,00","0,00",
870,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Eponges,Marseille,Levant,"24 930,00",livres,"1,0000000","24930,00","0,00",
871,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Escayolles,Marseille,Levant,"229 125,00",livres,"0,0600000","13747,00","-0,50",
872,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Feves,Marseille,Levant,"4 904,00",charges,"12,0000000","58848,00","0,00",
873,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Fromage,Marseille,Levant,"457 216,00",livres,"0,2000000","91443,00","-0,20",
874,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Folicule de sené,Marseille,Levant,"3 765,00",livres,"3,0000000","11295,00","0,00",
875,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Fil de chevre,Marseille,Levant,"269 928,00",livres,"3,0000000","809784,00","0,00",
876,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Fer blanc,Marseille,Levant,"42 500,00",livres,"0,6000000","25500,00","0,00",
877,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Fer en barres,Marseille,Levant,"3 000,00",livres,"0,1450000","435,00","0,00",
878,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Fourrures de soye,Marseille,Levant,"698,00",livres,"4,0000000","2792,00","0,00",
879,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Fer vieux,Marseille,Levant,"6 000,00",livres,"0,0750000","450,00","0,00",
880,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Gingembre,Marseille,Levant,"3 710,00",livres,"0,1400000","519,00","-0,40",
881,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Galbanum,Marseille,Levant,"1 426,00",livres,"3,0000000","4278,00","0,00",
882,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Galles de Levant,Marseille,Levant,"27 788,00",livres,"0,4500000","12504,00","-0,60",
883,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Gome arabique,Marseille,Levant,"140 350,00",livres,"0,4600000","64561,00","0,00",
884,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Gome turique,Marseille,Levant,"39 175,00",livres,"0,5000000","19587,00","-0,50",
885,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Gome adragan,Marseille,Levant,"15 350,00",livres,"0,9500000","14582,00","-0,50",
886,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Gome sandarac,Marseille,Levant,"333,00",livres,"0,9000000","299,00","-0,70",
887,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Grabeau de sené,Marseille,Levant,"9 580,00",livres,"0,2500000","2395,00","0,00",
888,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Grabeau de corail,Marseille,Levant,"242,00",livres,"0,1000000","24,00","-0,20",
889,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Graine de canarie,Marseille,Levant,"17 675,00",livres,"0,0600000","1060,00","-0,50",
890,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Graine pour teinture,Marseille,Levant,"13 250,00",livres,"1,0000000","13250,00","0,00",
891,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Glu,Marseille,Levant,"850,00",livres,"0,3000000","255,00","0,00",
892,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Harens blanc,Marseille,Levant,"50,00",livres,"0,3000000","15,00","0,00",
893,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Huile d'olive,Marseille,Levant,"27 198,00",Milleroles,"42,0000000","1142316,00","0,00",
894,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Huile d'olive,Marseille,Levant,"10 339,00",livres,"0,3000000","3101,00","-0,70",
895,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Huile de lin,Marseille,Levant,"1 950,00",livres,"0,2500000","487,00","-0,50",
896,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Hermodates,Marseille,Levant,"5 079,00",livres,"0,3000000","1523,00","-0,70",
897,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Ipecacuana,Marseille,Levant,"324,00",livres,"3,0000000","972,00","0,00",
898,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Indïennes,Marseille,Levant,"3 482,00",pieces,"8,0000000","27856,00","0,00",
899,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Langues salées,Marseille,Levant,"400,00",livres,"1,0000000","400,00","0,00",
900,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Legumes,Marseille,Levant,"351 450,00",livres,"0,0500000","17572,00","-0,50",
901,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Ligatures de soye,Marseille,Levant,"900,00",livres,"1,0000000","900,00","0,00",
902,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Laine de chevron,Marseille,Levant,"133 581,00",livres,"1,5000000","200371,00","-0,50",
903,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Laine surge,Marseille,Levant,"3 104 075,00",livres,"0,2600000","807059,00","-0,50",
904,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Lin cru,Marseille,Levant,"65 872,00",livres,"0,6000000","39523,00","-0,20",
905,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Laine lavée,Marseille,Levant,"436 364,00",livres,"1,1000000","480000,00","-0,40",
906,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Miel,Marseille,Levant,"950,00",livres,"0,2200000","114,00","-95,00",erreur de calcul a compté en sous au lieu de lt/100
907,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Mirobolans,Marseille,Levant,"1 125,00",livres,"0,3000000","337,00","-0,50",
908,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Mirrhe,Marseille,Levant,"242,00",livres,"1,0000000","242,00","0,00",
909,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Mastic en larme,Marseille,Levant,"4 070,00",livres,"12,0000000","48840,00","0,00",
910,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Mousseline,Marseille,Levant,"64,00",pieces,"75,0000000","4800,00","0,00",
911,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Maugarbines,Marseille,Levant,"216,00",pieces,"5,0000000","1080,00","0,00",
912,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Mouchoirs de soye,Marseille,Levant,"279,00",douzaines,"24,0000000","6696,00","0,00",
913,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Mouchoirs de coton,Marseille,Levant,"305,00",pieces,"16,0000000","4880,00","0,00",
914,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Mercerie,Marseille,Levant,"600,00",livres,"3,0000000","1800,00","0,00",
915,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Nacres de perle,Marseille,Levant,"5 300,00",pieces,"0,0500000","265,00","0,00",5300 pièces à 50 livres la mille
916,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Orge,Marseille,Levant,"11 028,00",charges,"12,0000000","132336,00","0,00",
917,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Opium,Marseille,Levant,"4 966,00",livres,"3,0000000","14898,00","0,00",
918,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Pistaches,Marseille,Levant,"250,00",livres,"1,5000000","375,00","0,00",
919,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Poussiere d'encens,Marseille,Levant,"23 000,00",livres,"0,1200000","2760,00","0,00",
920,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Plumes d'autruches crües,Marseille,Levant,"1 888,00",livres,"3,0000000","5664,00","0,00",
921,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Plumes d'oye,Marseille,Levant,"250,00",livres,"0,6000000","150,00","0,00",
922,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,15,1742,Import,Poil de chevre,Marseille,Levant,"1 212,00",livres,"3,0000000","3636,00","0,00",
923,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Peaux de chagrin,Marseille,Levant,"108,00",livres,"5,0000000","540,00","0,00",
924,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Peaux de chagrin,Marseille,Levant,"1 485,00",livres,"2,5000000","3712,00","-0,50",
925,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Peaux de chien de mer,Marseille,Levant,"250,00",livres,"0,3500000","87,00","-0,50",
926,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Peaux de marroquin,Marseille,Levant,"1 600,00",livres,"1,5000000","2400,00","0,00",
927,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Peaux de chevre en poil,Marseille,Levant,"6 618,00",livres,"0,4000000","2647,00","-0,20",
928,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Peaux de veau en poil,Marseille,Levant,"3 417,00",livres,"0,5000000","1708,00","-0,50",
929,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Peaux de mouton passées,Marseille,Levant,"100,00",livres,"1,2500000","125,00","0,00",
930,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Peaux de mouton en laine,Marseille,Levant,"350,00",en nombre,"0,4000000","140,00","0,00",
931,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Peaux de mouton en laine,Marseille,Levant,"300,00",livres,"0,7500000","225,00","0,00",
932,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Poutargues,Marseille,Levant,"1 500,00",livres,"0,5000000","750,00","0,00",
933,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Palmes en feuilles,Marseille,Levant,"250,00",livres,"0,0600000","15,00","0,00",
934,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Porcelaines,Marseille,Levant,"750,00",livres,"5,0000000","3750,00","0,00",
935,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Pierres a faulx,Marseille,Levant,"800,00",livres,"0,2000000","160,00","0,00",
936,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Planches de sapin,Marseille,Levant,"15,00",douzaines,"9,0000000","135,00","0,00",
937,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Quincailles de fer,Marseille,Levant,"550,00",livres,"0,5000000","275,00","0,00",
938,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Raisins secs,Marseille,Levant,"549 463,00",livres,"0,2000000","109892,00","-0,60",
939,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Ris,Marseille,Levant,"5 722 225,00",livres,"0,1000000","572222,00","-0,50",
940,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Rhubarbe,Marseille,Levant,"3 454,00",livres,"60,0000000","207240,00","0,00",
941,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Raisines de dictam,Marseille,Levant,"1 225,00",livres,"0,7000000","857,00","-0,50",
942,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Saffranum,Marseille,Levant,"291 527,00",livres,"0,6000000","174916,00","-0,20",
943,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Scaminée,Marseille,Levant,"4 973,00",livres,"7,0000000","34811,00","0,00",
944,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Sel armoniac,Marseille,Levant,"36 529,00",livres,"0,7000000","25570,00","-0,30",
945,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Storax,Marseille,Levant,"5 756,00",livres,"0,6000000","3453,00","-0,60",
946,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Sené,Marseille,Levant,"7 281,00",livres,"1,2500000","9101,00","-0,25",
947,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Salsepareille,Marseille,Levant,"413,00",livres,"2,0000000","826,00","0,00",
948,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Sebeste,Marseille,Levant,"2 200,00",livres,"0,3500000","770,00","0,00",
949,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Semencine,Marseille,Levant,"1 336,00",livres,"2,2500000","3006,00","0,00",
950,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Spicanardi,Marseille,Levant,"205,00",livres,"8,0000000","1640,00","0,00",
951,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Son,Marseille,Levant,"2 000,00",livres,"0,5000000","1000,00","0,00",
952,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Savon blanc,Marseille,Levant,"22 500,00",livres,"0,2400000","5400,00","0,00",
953,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Suif,Marseille,Levant,"3 836,00",livres,"0,4000000","1534,00","-0,40",
954,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,16,1742,Import,Soye crüe,Marseille,Levant,"258 120,00",livres,"12,0000000","3097440,00","0,00",
