numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
47,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Bois de Saint Marthe,Hollande,"46 450,00",livres,"0,2400000","11148,00","0,00",,,,
48,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Bois jaune,Hollande,"57 400,00",livres,"0,0700000","4018,00","0,00",,,,
49,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Bois de Sayan,Hollande,"485,00",Pieces,"1,7500000","848,75","0,00",,,,
50,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Bourdillons,Hollande,"67 820,00",Pieces,"1,0000000","67820,00","0,00",,,,
51,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Barriques vuides,Hollande,"860,00",Nombre,"1,5000000","1290,00","0,00",,,,
52,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cabillau,Hollande,"23,00",Barils,"30,0000000","690,00","0,00",,,,
53,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Canelle,Hollande,"6 384,00",Livres,"5,0000000","31920,00","0,00",,,,
54,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Couty,Hollande,"2 670,00",Aunes,"2,0000000","5340,00","0,00",,,,
55,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cotonine,Hollande,"32,00",Pieces,"50,0000000","1600,00","0,00",,,,
56,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cordage,Hollande,"21 500,00",Livres,"0,2300000","4945,00","0,00",,,,
57,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Chanvre peigné,Hollande,"3 975,00",Livres,"0,3200000","1272,00","0,00",,,,
58,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Crin,Hollande,"4 230,00",Livres,"0,6000000","2538,00","0,00",,,,
59,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cuir de roussy,Hollande,"4 705,00",Livres,"1,2500000","5881,25","0,00",,,,
60,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Comodes,Hollande,"2,00",Nombre,"90,0000000","180,00","0,00",,,,
61,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Chanvre cru,Hollande,"535 975,00",Livres,"0,2600000","139353,50","0,00",,,,
62,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cabinet verny,Hollande,"1,00",Nombre,"20,0000000","20,00","0,00",,,,
63,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Chaises de comodité,Hollande,"226,00",Pieces,"5,0000000","1130,00","0,00",,,,
64,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cannes a main,Hollande,"237,00",Livres,"6,0000000","1422,00","0,00",,,,
65,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cochenille mesteque,Hollande,"380,00",Livres,"22,0000000","8360,00","0,00",,,,
66,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cochenille silustre,Hollande,"497,00",Livres,"10,0000000","4970,00","0,00",doute sur la marchandise,,,
67,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Camphre,Hollande,"409,00",Livres,"4,0000000","1636,00","0,00",,,,
68,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cinabre broyé,Hollande,"225,00",Livres,"5,0000000","1125,00","0,00",,,,
69,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cassia linea,Hollande,"478,00",Livres,"1,5000000","717,00","0,00",,,,
70,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Coudre bleue,Hollande,"190,00",Livres,"0,6000000","114,00","0,00",,,,
71,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Ceruze,Hollande,"64 530,00",Livres,"0,2000000","12906,00","0,00",,,,
72,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Couperose verte,Hollande,"199 775,00",Livres,"0,0750000","14983,13","0,00",,,,
73,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cire jaune,Hollande,"850,00",Livres,"1,1000000","935,00","0,00",,,,
74,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Chandelle,Hollande,"200,00",Livres,"0,3800000","76,00","0,00",,,,
75,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cannetille or et argent,Hollande,"200,00",Marcs,"15,0000000","3000,00","0,00",doute sur la marchandise,,,
76,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cuivre rouge ouvré,Hollande,"69 790,00",livres,"1,6000000","111664,00","0,00",,,,
77,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cuivre en planches,Hollande,"19 395,00",livres,"1,4000000","27153,00","0,00",,,,
78,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cuivre jaune,Hollande,"8 440,00",livres,"1,3000000","10972,00","0,00",,,,
79,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Couteaux communs,Hollande,"135,00",livres,"0,7500000","101,25","0,00",,,,
80,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Clouds de fer,Hollande,"54 465,00",livres,"0,2500000","13616,25","0,00",,,,
81,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Cunettes de verre,Hollande,"100,00",Pieces,"1,0000000","100,00","0,00",,,,
82,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Colle de poisson,Hollande,"685,00",livres,"3,0000000","2055,00","0,00",,,,
83,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Colle forte,Hollande,"25 030,00",livres,"0,4000000","10012,00","0,00",,,,
84,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Chevrons de sapin ,Hollande,"517,00",Nombre,"1,5000000","775,50","0,00",,,,
85,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Charbon de terre,Hollande,"72,00",Tonneaux,"220,0000000","15840,00","0,00",,,,
86,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Droguerie,Hollande,"9 745,00",livres,"1,0000000","9745,00","0,00",,,,
87,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Dez a coudre,Hollande,"2 730,00",livres,"2,0000000","5460,00","0,00",,,,
88,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Etain en bloc,Hollande,"140,00",livres,"0,1700000","23,80","0,00",,,,
89,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Eau forte,Hollande,"200,00",livres,"2,0000000","400,00","0,00",,,,
90,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Esprit de vitriol,Hollande,"80,00",livres,"1,5000000","120,00","0,00",,,,
91,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Emery,Hollande,"210,00",livres,"0,1500000","31,50","0,00",,,,
92,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fromage,Hollande,"32 200,00",livres,"0,3000000","9660,00","0,00",,,,
93,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fayence,Hollande,"58 150,00",livres,"0,2000000","11630,00","0,00",,,,
94,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fil de Laton,Hollande,"37 905,00",livres,"1,4000000","53067,00","0,00",,,,
95,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fil de fer assorti,Hollande,"185 510,00",livres,"0,6000000","111306,00","0,00",,,,
96,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fil a voile,Hollande,"1 265,00",livres,"0,7500000","948,75","0,00",,,,
97,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fer blanc,Hollande,"21,00",Barils,"90,0000000","1890,00","0,00",,,,
98,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fer en taule,Hollande,"123 875,00",Livres,"0,3000000","37162,50","0,00",,,,
99,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fer en barre,Hollande,"890 650,00",Livres,"0,1300000","115784,50","0,00",,,,
100,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fer de fonte ouvré,Hollande,"82 750,00",Livres,"0,1100000","9102,50","0,00",,,,
101,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Fleaux de fer,Hollande,"5 715,00",Livres,"0,5000000","2857,50","0,00",,,,
102,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Geroffle,Hollande,"18 817,00",Livres,"8,0000000","150536,00","0,00",,,,
103,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,2,Gruau,Hollande,"528,00",Livres,"0,5000000","264,00","0,00",,,,
104,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Graine a chapeler,Hollande,"695,00",Livres,"0,4000000","278,00","0,00",,,,
105,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Galles de Levant,Hollande,"200,00",Livres,"1,0000000","200,00","0,00",,,,
106,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Garance non robée,Hollande,"107 100,00",Livres,"0,6600000","70686,00","0,00",,,,
107,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Gomme gutte,Hollande,"100,00",Livres,"3,0000000","300,00","0,00",,,,
108,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Gomme laque,Hollande,"5 906,00",Livres,"0,7500000","4429,50","0,00",,,,
109,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Harans blancs,Hollande,"188,00",Barils,"30,0000000","5640,00","0,00",,,,
110,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Huilles de canelle,Hollande,"9,00",Livres,"18,0000000","162,00","0,00",,,,
111,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Huille de cade,Hollande,"70,00",Livres,"0,8000000","56,00","0,00",,,,
112,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Huille d'olive,Hollande,"3 160,00",Livres,"0,4000000","1264,00","0,00",,,,
113,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Huille de lin,Hollande,"861 200,00",Livres,"0,3500000","301420,00","0,00",,,,
114,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Huille de poisson,Hollande,"13 950,00",Livres,"0,2500000","3487,50","0,00",,,,
115,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Horloges de sable,Hollande,"6,00",Douzaines,"1,7500000","10,50","0,00",,,,
116,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Haches de fer et acier,Hollande,"4 080,00",Pieces,"1,0000000","4080,00","0,00",,,,
117,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Jalap,Hollande,"1 117,00",Livres,"2,5000000","2792,50","0,00",,,,
118,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Ipecacuana,Hollande,"100,00",Livres,"4,0000000","400,00","0,00",,,,
119,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Inde plate,Hollande,"3 995,00",Livres,"0,7500000","2996,25","0,00",,,,
120,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Lin peignée,Hollande,"95 200,00",Livres,"0,8000000","76160,00","0,00",,,,
121,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Lin cru,Hollande,"9 350,00",Livres,"0,6000000","5610,00","0,00",,,,
122,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Litarge,Hollande,"3 650,00",Livres,"0,2400000","876,00","0,00",,,,
123,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Lames de sabre,Hollande,"1 060,00",Livres,"1,0000000","1060,00","0,00",,,,
124,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Lames d'épée,Hollande,"202,00",Nombre,"2,2500000","454,50","0,00",,,,
125,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Mongette,Hollande,"711,00",Boisseaux,"16,0000000","11376,00","0,00",,,,
126,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Morue,Hollande,"3 000,00",livres,"0,1800000","540,00","0,00",,,,
127,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Muscade,Hollande,"2 615,00",livres,"8,0000000","20920,00","0,00",,,,
128,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Mercerie fort,Hollande,"3 470,00",livres,"1,0000000","3470,00","0,00",,,,
129,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Mercerie grossiere,Hollande,"11 210,00",livres,"1,0000000","11210,00","0,00",,,,
130,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,Local,1741,Imports,Bordeaux,3,Minium,Hollande,"10 975,00",livres,"0,2800000","3073,00","0,00",,,,
