numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
13,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,1,Tabac en feuille de Virginie,Angleterre,"800 200,00",Livres,"0,4000000","320080,00","0,00",,,,
14,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,1,Avoine,Hollande,"60,00",Boisseaux,"2,5000000","150,00","0,00",,,,
15,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,1,Azur commun,Hollande,"16 250,00",Livres,"0,3000000","4875,00","0,00",,,,
16,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,1,Amidon,Hollande,"153 100,00",Livres,"0,1500000","22965,00","0,00",,,,
17,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,1,Allumettes a vin,Hollande,"600,00",Livres,"0,1800000","108,00","0,00",,,,
18,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,1,Acier,Hollande,"32 175,00",Livres,"0,3000000","9652,50","0,00",,,,
19,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Avirons,Hollande,"80,00",Nombre,"1,5000000","120,00","0,00",,,,
20,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Bled froment,Hollande,"1 500,00",Boisseaux,"7,5000000","11200,00","-50,00",erreur de calcul,,,
21,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Bled froment,Hollande,"40,00",sacs,"7,5000000","300,00","0,00",,,,
22,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Beurre,Hollande,"43 175,00",Livres,"0,2600000","11225,50","0,00",,,,
23,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Bierre,Hollande,"626,00",Barriques,"16,0000000","10016,00","0,00",,,,
24,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Bourre de bœuf ,Hollande,"81 900,00",Livres,"0,0700000","5733,00","0,00",,,,
25,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Brun rouge,Hollande,"38 175,00",Livres,"0,0350000","1336,13","0,00",,,,
26,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Bouteilles de verre,Hollande,"10,00",Douzaines,"2,4000000","24,00","0,00",,,,
27,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Baleine coupées,Hollande,"33 030,00",Livres,"4,5000000","148635,00","0,00",,,,
28,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Baleine en fanon,Hollande,"20 337,00",Livres,"3,7000000","75246,00","-0,90",erreur de calcul,,,
29,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Bois de teinture,Hollande,"484 100,00",Livres,"0,1000000","48410,00","0,00",,,,
30,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Bois de Sandal moulu,Hollande,"279 900,00",Livres,"0,2500000","69775,00","-200,00",erreur de calcul,,,
31,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Barriques vuides,Hollande,"185,00",Nombre,"1,0000000","185,00","0,00",,,,
32,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Bourdilles,Hollande,"1 360,00",Nombre,"1,7000000","2312,00","0,00",,,,
33,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Bourdillons,Hollande,"4 950,00",Nombre,"1,1000000","5445,00","0,00",,,,
34,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Blanc d'Espagne,Hollande,"12 800,00",Livres,"0,0200000","256,00","0,00",,,,
35,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Cabillau,Hollande,"99,00",Barils,"10,0000000","990,00","0,00",,,,
36,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Canelle,Hollande,"3 260,00",Livres,"6,0000000","19560,00","0,00",,,,
37,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Confitures,Hollande,"25,00",Livres,"0,7500000","18,75","0,00",,,,
38,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Cochenille mesteque,Hollande,"200,00",Livres,"18,0000000","3600,00","0,00",,,,
39,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Couty,Hollande,"1 158,00",Aunes,"2,0000000","2316,00","0,00",,,,
40,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Cartes de geographie,Hollande,"5,00",Nombre,"3,0000000","15,00","0,00",,,,
41,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Cuir de roussy,Hollande,"5 130,00",Livres,"0,7500000","3847,00","-0,50",erreur de calcul,,,
42,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Crin,Hollande,"9 400,00",Livres,"0,6000000","5640,00","0,00",,,,
43,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Chanvre en rame,Hollande,"8 000,00",Livres,"0,2000000","1600,00","0,00",,,,
44,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Cordage,Hollande,"18 725,00",Livres,"0,2200000","4119,50","0,00",,,,
45,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Chaises de comodité,Hollande,"54,00",Nombre,"4,5000000","243,00","0,00",,,,
46,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Cuivre ouvré,Hollande,"9 515,00",Livres,"1,6000000","15224,00","0,00",,,,
47,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Cuivre brut,Hollande,"97 440,00",Livres,"1,4000000","136416,00","0,00",,,,
48,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Clouds de fer,Hollande,"123 900,00",Livres,"0,2000000","24780,00","0,00",,,,
49,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Caboches,Hollande,"47 250,00",Livres,"0,0600000","2735,00","-100,00",erreur de calcul,,,
50,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Cire jaune,Hollande,"7 085,00",Livres,"1,0000000","7085,00","0,00",,,,
51,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Colle de poisson,Hollande,"3 060,00",Livres,"3,5000000","1260,00","-9 450,00",erreur de calcul,,,
52,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Colle forte,Hollande,"44 550,00",Livres,"0,4000000","17820,00","0,00",,,,
53,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Chandelle,Hollande,"275,00",Livres,"0,3000000","82,50","0,00",,,,
54,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Ceruze,Hollande,"12 630,00",Livres,"0,2000000","2526,00","0,00",,,,
55,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Couperose verte,Hollande,"301 300,00",Livres,"0,0500000","15065,00","0,00",,,,
56,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Charbon de terre,Hollande,"13,50",Tonneaux,"200,0000000","2600,00","-100,00",erreur de calcul,,,
57,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Chevrons de chesne,Hollande,"90,00",Pieces,"3,0000000","270,00","0,00",,,,
58,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Drogueries,Hollande,"18 060,00",Livres,"0,5000000","9030,00","0,00",,,,
59,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Fromage,Hollande,"439 950,00",Livres,"0,2200000","96789,00","0,00",,,,
60,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Fayence,Hollande,"22 280,00",Livres,"0,5000000","11140,00","0,00",,,,
61,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Formes de terre a sucre,Hollande,"2 000,00",Pieces,"0,2500000","500,00","0,00",,,,
62,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Fil de Laton,Hollande,"25 700,00",Livres,"1,2500000","32125,00","0,00",,,,
63,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Fil de fer a Couty,Hollande,"40 425,00",Livres,"0,3500000","14148,00","-0,75",erreur de calcul,,,
64,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Fer blanc,Hollande,"228,00",Barils,"90,0000000","20520,00","0,00",,,,
65,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Fer en barres,Hollande,"1 272 950,00",Livres,"0,1200000","152754,00","0,00",,,,
66,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Geroffle,Hollande,"11 467,00",Livres,"8,0000000","91736,00","0,00",,,,
67,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Garance,Hollande,"150 985,00",Livres,"0,3000000","45295,50","0,00",,,,
68,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Graine de jardin,Hollande,"10,00",Boisseaux,"45,0000000","450,00","0,00",,,,
69,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Gaudron,Hollande,"61,00",Barils,"10,5000000","640,50","0,00",,,,
70,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Harans blancs,Hollande,"566,00",Barils,"24,0000000","13584,00","0,00",,,,
71,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Harans blancs,Hollande,"52,00",quarts,"6,0000000","312,00","0,00",,,,
72,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Huille de navette,Hollande,"408 000,00",Livres,"0,2000000","81600,00","0,00",,,,
73,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Indeplatte,Hollande,"1 320,00",Livres,"0,8000000","1056,00","0,00",,,,
74,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Lin peignée,Hollande,"17 600,00",Livres,"0,7000000","12320,00","0,00",,,,
75,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Lin en rame,Hollande,"13 675,00",Livres,"0,3500000","4786,25","0,00",,,,
76,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Muscade,Hollande,"1 180,00",Livres,"8,0000000","9440,00","0,00",,,,
77,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Morue verte,Hollande,"4 000,00",Livres,"0,1500000","1500,00","900,00",erreur de calcul,,,
78,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Mercerie grossiere,Hollande,"27 420,00",Livres,"1,0000000","27420,00","0,00",,,,
79,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Miny,Hollande,"775,00",Livres,"0,8000000","620,00","0,00",,,,
80,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Mats de navire ; 66 pieds,Hollande,"2,00",Pieces,"75,0000000","150,00","0,00",,,,
81,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Mats de navire ; 55 pieds,Hollande,"113,00",Pieces,"50,0000000","5650,00","0,00",,,,
82,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Mats de navire ; 50 pieds,Hollande,"6,00",Pieces,"44,0000000","264,00","0,00",,,,
83,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Mats de navire ; 40 pieds,Hollande,"418,00",Pieces,"36,0000000","15048,00","0,00",,,,
84,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Merrain a pipe,Hollande,"91 400,00",Douelles,"0,2000000","18280,00","0,00",,,,
85,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Merrain a barriques,Hollande,"139 400,00",Douelles,"0,1250000","17425,00","0,00",,,,
86,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Merrain foncaille,Hollande,"33 500,00",Nombre,"0,0625000","2093,00","-0,75",erreur de calcul,,,
87,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Noir de fumée,Hollande,"2 550,00",Barillets,"0,0500000","127,50","0,00",,,,
88,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,2,Pois verte,Hollande,"30,00",Boisseaux,"6,5000000","195,00","0,00",,,,
89,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Poivre,Hollande,"124 900,00",Livres,"1,2500000","156125,00","0,00",,,,
90,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Papier violet,Hollande,"652,00",Rames,"24,0000000","15648,00","0,00",,,,
91,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Poix de Bourgogne,Hollande,"2 450,00",Livres,"0,0750000","183,75","0,00",,,,
92,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Porcelaine,Hollande,"9,00",Livres,"1,7500000","15,75","0,00",,,,
93,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Pipes a fumer,Hollande,"2 060,00",Grosses,"2,2500000","4635,00","0,00",,,,
94,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Poudre a tirer,Hollande,"24 050,00",Livres,"1,0000000","24050,00","0,00",,,,
95,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Plomb en grenaille,Hollande,"3 600,00",Livres,"0,2200000","792,00","0,00",,,,
96,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Plomb en saumon,Hollande,"372 350,00",Livres,"0,2000000","74470,00","0,00",,,,
97,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Planches de chesne ; 20 pieds,Hollande,"60,00",Pieces,"3,0000000","180,00","0,00",,,,
98,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Planches de chesne ; 12 pieds,Hollande,"180,00",Pieces,"2,0000000","360,00","0,00",,,,
99,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Planches de chesne ; 10 pieds,Hollande,"300,00",Pieces,"1,0000000","300,00","0,00",,,,
100,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Planches de Sapin ; 22 pieds,Hollande,"1 400,00",Pieces,"1,7500000","1450,00","-1 000,00",erreur de calcul,,,
101,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Planches de Sapin ; 18 pieds,Hollande,"18 700,00",Pieces,"1,5000000","28050,00","0,00",,,,
102,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Quincaille,Hollande,"13 615,00",Livres,"0,8000000","10892,00","0,00",,,,
103,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Saumon salé,Hollande,"17,00",Barils,"42,0000000","714,00","0,00",,,,
104,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Suif,Hollande,"172 585,00",Livres,"0,2500000","43146,25","0,00",,,,
105,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Souffre,Hollande,"27 100,00",Livres,"0,1200000","3252,00","0,00",,,,
106,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Sacs de toile,Hollande,"300,00",Pieces,"1,5000000","450,00","0,00",,,,
107,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Thé,Hollande,"232,00",Livres,"2,7500000","638,00","0,00",,,,
108,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Tables d'ardoise,Hollande,"100,00",Pieces,"5,0000000","500,00","0,00",,,,
109,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Vin de canarie,Hollande,"125,00",pots,"3,0000000","375,00","0,00",,,,
110,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Azur commun,Nord,"1 750,00",Livres,"0,3000000","625,00","100,00",erreur de calcul,,,
111,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Amidon,Nord,"52 525,00",Livres,"0,1500000","7878,75","0,00",,,,
112,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Bourre de bœuf ,Nord,"2 600,00",Livres,"0,0700000","182,00","0,00",,,,
113,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Bouteilles de verre,Nord,"24,00",Douzaines,"2,4000000","57,60","0,00",,,,
114,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Bois a teindre,Nord,"41 400,00",Livres,"0,1000000","4140,00","0,00",,,,
115,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Bourdillons,Nord,"900,00",Nombre,"1,1000000","990,00","0,00",,,,
116,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Cire jaune,Nord,"1 850,00",Livres,"1,0000000","1850,00","0,00",,,,
117,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Cuir de roussy,Nord,"600,00",Livres,"0,7500000","450,00","0,00",,,,
118,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Chanvre cru,Nord,"48 000,00",Livres,"0,2000000","9600,00","0,00",,,,
119,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Cordage,Nord,"7 700,00",Livres,"0,2200000","1694,00","0,00",,,,
120,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Cuivre brut,Nord,"37 160,00",Livres,"1,4000000","52024,00","0,00",,,,
121,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Fromage,Nord,"610,00",Livres,"0,1000000","61,00","0,00",,,,
122,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Fil de Laton,Nord,"3 200,00",Livres,"1,2500000","4000,00","0,00",,,,
123,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Fer blanc,Nord,"109,00",Barils,"90,0000000","9810,00","0,00",,,,
124,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Fer en barre,Nord,"73 000,00",Livres,"0,1200000","8760,00","0,00",,,,
125,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Laine en suin,Nord,"3 000,00",Livres,"1,5000000","4500,00","0,00",,,,
126,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Mercerie grossiere,Nord,"1 500,00",Livres,"1,0000000","1500,00","0,00",,,,
127,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Meulles a eguiser,Nord,"1 700,00",Nombre,"3,0000000","5100,00","0,00",,,,
128,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,Local,1736,Imports,Bordeaux,3,Mats de navire ; 55 pieds,Nord,"47,00",Pieces,"50,0000000","2350,00","0,00",,,,
