numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
30,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de Bourg,Espagne,"105,25",Tonneaux,"100,00","10525,00","0,00",,,,
31,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de haut,Espagne,"82,50",Tonneaux,"150,00","12375,00","0,00",,,,
32,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de ville,Espagne,"52,50",Tonneaux,"300,00","15750,00","0,00",,,,
33,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de ville,Espagne,"3 382,00",Tonneaux,"200,00","676400,00","0,00",,,,
34,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vinaigre,Espagne,"173,25",Tonneaux,"120,00","20790,00","0,00",,,,
35,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Caffé des Isles,Flandre,"1 830,00",Livres,"0,85","1555,50","0,00",,,,
36,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Eau de vie,Flandre,"136,00",Barriques,"125,00","17000,00","0,00",,,,
37,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Pruneaux,Flandre,"25 700,00",Livres,"0,10","2570,00","0,00",,,,
38,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de haut,Flandre,"114,00",Tonneaux,"150,00","17100,00","0,00",,,,
39,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de ville,Flandre,"457,00",Tonneaux,"300,00","137100,00","0,00",,,,
40,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de ville,Flandre,"1 310,75",Tonneaux,"200,00","262150,00","0,00",,,,
41,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vinaigre,Flandre,"9,75",Tonneaux,"120,00","1170,00","0,00",,,,
42,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Caffé des Isles,Hollande,"7 898,00",Livres,"0,85","6713,30","0,00",,,,
43,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Chataignes,Hollande,"1 345,00",Livres,"6,00","8070,00","0,00",,,,
44,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Eau de vie,Hollande,"5 627,00",Barriques,"125,00","703375,00","0,00",,,,
45,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Eau de vie,Hollande,"108,00",Veltes,"2,50","270,00","0,00",,,,
46,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Farine,Hollande,"7 323,00",Boisseaux,"15,00","109845,00","0,00",,,,
47,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Feves,Hollande,"1 350,00",Boisseaux,"7,00","9450,00","0,00",,,,
48,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Graine de lin,Hollande,"1 944,00",Boisseaux,"3,00","5832,00","0,00",,,,
49,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Huile de noix,Hollande,"100,00",Livres,"0,35","35,00","0,00",,,,
50,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Indigo,Hollande,"2 170,00",Livres,"8,00","17360,00","0,00",,,,
51,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Legumes,Hollande,"116,00",Boisseaux,"6,00","696,00","0,00",,,,
52,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Miel,Hollande,"13,25",Tonneaux,"400,00","5300,00","0,00",,,,
53,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Noix,Hollande,"14,00",Boisseaux,"9,00","126,00","0,00",,,,
54,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Poids verts,Hollande,"112,00",Boisseaux,"10,00","1120,00","0,00",,,,
55,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Pruneaux,Hollande,"2 382 700,00",Livres,"0,10","238270,00","0,00",,,,
56,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de Blaye,Hollande,"773,25",Tonneaux,"90,00","69592,50","0,00",,,,
57,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de Bourg,Hollande,"70,50",Tonneaux,"100,00","7050,00","0,00",,,,
58,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de haut,Hollande,"9 562,25",Tonneaux,"150,00","1434337,50","0,00",,,,
59,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de Medoc,Hollande,"9,75",Tonneaux,"200,00","1950,00","0,00",,,,
60,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de ville,Hollande,"270,00",Tonneaux,"1 300,00","351000,00","0,00",,,,
61,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de ville,Hollande,"520,00",Tonneaux,"700,00","364000,00","0,00",,,,
62,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de ville,Hollande,"1 265,00",Tonneaux,"300,00","379500,00","0,00",,,,
63,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vin de ville,Hollande,"19 334,00",Tonneaux,"200,00","3866800,00","0,00",,,,
64,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vinaigre,Hollande,"418,00",Tonneaux,"120,00","50160,00","0,00",,,,
65,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Vinaigre,Hollande,"25,00",Pots,"0,30","7,50","0,00",,,,
66,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,2,Caffé des Isles,Italie,"129 741,00",Livres,"0,85","110279,85","0,00",,,,
67,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Indigo,Italie,"75 589,00",Livres,"8,00","604712,00","0,00",,,,
68,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Sucre blanc,Italie,"298 154,00",Livres,"0,50","149077,00","0,00",,,,
69,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Caffé des Isles,Nord,"388 550,00",Livres,"0,85","325267,50","-5 000,00",erreur de calcul,,,
70,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Eau de vie,Nord,"4 441,00",Barriques,"125,00","555125,00","0,00",,,,
71,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Indigo,Nord,"29 211,00",Livres,"8,00","233688,00","0,00",,,,
72,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Pruneaux,Nord,"1 085 800,00",Livres,"0,10","108580,00","0,00",,,,
73,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vin de Blaye,Nord,"225,75",Tonneaux,"90,00","20317,50","0,00",,,,
74,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vin de Bourg,Nord,"8,00",Tonneaux,"100,00","800,00","0,00",,,,
75,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vin de haut,Nord,"1 975,50",Tonneaux,"150,00","296325,00","0,00",,,,
76,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vin de ville,Nord,"22 407,50",Tonneaux,"200,00","4481500,00","0,00",,,,
77,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vinaigre,Nord,"297,75",Tonneaux,"120,00","35730,00","0,00",,,,
78,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Bled d'Espagne,Portugal,"47,50",Tonneaux,"300,00","14250,00","0,00",,,,
79,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Bled d'Espagne,Portugal,"4 700,00",Boisseaux,"4,00","18800,00","0,00",,,,
80,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Bled d'Espagne,Portugal,"1 638 520,00",Livres,"0,05","81926,00","0,00",,,,
81,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Planches de sapin; rebut,Portugal,"70,00",Nombre,"0,40","28,00","0,00",,,,
82,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Caffé des Isles,Russie,"5 328,00",Livres,"0,85","4528,80","0,00",,,,
83,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Eau de vie,Russie,"351,00",Barriques,"125,00","43875,00","0,00",,,,
84,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Eau de vie,Russie,"59,00",Pots,"0,80","47,20","0,00",,,,
85,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Indigo,Russie,"1 260,00",Livres,"8,00","10080,00","0,00",,,,
86,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Pruneaux,Russie,"48 800,00",Livres,"0,10","4880,00","0,00",,,,
87,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vin de haut,Russie,"411,75",Tonneaux,"150,00","61762,50","0,00",,,,
88,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vin de ville,Russie,"1 311,25",Tonneaux,"200,00","262250,00","0,00",,,,
89,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vinaigre,Russie,"9,50",Tonneaux,"120,00","1140,00","0,00",,,,
90,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Caffé des Isles,Suéde,"9 037,00",Livres,"0,85","7731,45","50,00",erreur de calcul,,,
91,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Eau de vie,Suéde,"670,00",Barriques,"125,00","83750,00","0,00",,,,
92,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Indigo,Suéde,"2 062,00",Livres,"8,00","16496,00","0,00",,,,
93,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Pruneaux,Suéde,"165 200,00",Livres,"0,10","16520,00","0,00",,,,
94,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Sucre blanc,Suéde,"12 417,00",Livres,"0,50","6200,85","-7,65",erreur de calcul,,,
95,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vin de haut,Suéde,"107,50",Tonneaux,"150,00","16125,00","0,00",,,,
96,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vin de ville,Suéde,"1 601,50",Tonneaux,"200,00","320300,00","0,00",,,,
97,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Vinaigre,Suéde,"23,25",Tonneaux,"120,00","2790,00","0,00",,,,
98,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Caffé des Isles,Suisse,"13 300,00",Livres,"0,85","11305,00","0,00",,,,
99,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Indigo,Suisse,"3 737,00",Livres,"8,00","29896,00","0,00",,,,
100,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Sucre blanc,Suisse,"26 736,00",Livres,"0,50","13368,00","0,00",,,,
101,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Sucre en pain,Suisse,"765,00",Livres,"1,25","956,25","0,00",,,,
102,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Acier,Isles françoise de l' Amerique,"2 300,00",Livres,"0,40","920,00","0,00",,,,
103,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Anchois,Isles françoise de l' Amerique,"23 474,00",flacons,"1,25","29342,50","0,00",,,,
104,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Artichaux confitd,Isles françoise de l' Amerique,"1 540,00",Livres,"1,25","1925,00","0,00",,,,
105,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Bas de fil,Isles françoise de l' Amerique,"3 500,00",Paires,"2,25","7875,00","0,00",,,,
106,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Bas de laine,Isles françoise de l' Amerique,"58 800,00",Paires,"2,50","147000,00","0,00",,,,
107,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Bas de soye,Isles françoise de l' Amerique,"1 580,00",Paires,"10,00","15800,00","0,00",,,,
108,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,3,Bœuf salé,Isles françoise de l' Amerique,"127 500,00",Livres,"0,10","12750,00","0,00",,,,
109,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Beurre,Isles françoise de l' Amerique,"339 400,00",Livres,"0,35","118790,00","0,00",,,,
110,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Bière,Isles françoise de l' Amerique,"10,00",Barriques,"24,00","240,00","0,00",,,,
111,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Bougie,Isles françoise de l' Amerique,"16 900,00",Livres,"2,40","40560,00","0,00",,,,
112,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Bray,Isles françoise de l' Amerique,"39 600,00",Livres,"0,05","1980,00","0,00",,,,
113,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Brun Rouge,Isles françoise de l' Amerique,"600,00",Livres,"0,05","30,00","0,00",,,,
114,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Capres,Isles françoise de l' Amerique,"3 700,00",flacons,"1,50","5550,00","0,00",,,,
115,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Chandelle,Isles françoise de l' Amerique,"517 400,00",Livres,"0,50","258700,00","0,00",,,,
116,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Chemises communes,Isles françoise de l' Amerique,"10 800,00",Douzaines,"48,00","518400,00","0,00",,,,
117,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Chemises garnier,Isles françoise de l' Amerique,"186,00",Douzaines,"72,00","13392,00","0,00",,,,
118,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Cochons salés,Isles françoise de l' Amerique,"2 126 400,00",Livres,"0,20","425280,00","0,00",,,,
119,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Coffres de chirurgie,Isles françoise de l' Amerique,,valeurs,"0,00","33300,00","33 300,00",,,,
120,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Cordages de Chanvre,Isles françoise de l' Amerique,"1 960 000,00",Livres,"0,25","490000,00","0,00",,,,
121,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Cuivre ouvré,Isles françoise de l' Amerique,"13 400,00",Livres,"2,00","26800,00","0,00",,,,
122,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Dame jaunes,Isles françoise de l' Amerique,"60,00",Pieces,"6,00","360,00","0,00",,,,
123,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Draperie de toute especes,Isles françoise de l' Amerique,,valeurs,"0,00","1200000,00","1 200 000,00",,,,
124,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Eau de vie,Isles françoise de l' Amerique,"288 150,00",Pots,"0,80","230520,00","0,00",,,,
125,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Epicerie,Isles françoise de l' Amerique,"1 500,00",Livres,"6,00","9000,00","0,00",,,,
126,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Etaim ouvré,Isles françoise de l' Amerique,"11 900,00",Livres,"1,50","17850,00","0,00",,,,
127,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Etoffe de soye,Isles françoise de l' Amerique,"630,00",Livres,"2,00","1260,00","0,00",,,,
128,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,Local,1758,Exports,Bordeaux,4,Etoaupe de chanvre,Isles françoise de l' Amerique,"25 600,00",Livres,"0,10","2560,00","0,00",,,,
