numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
38,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Vinaigre,Espagne,"3,00",tonneaux,"100,0000000","300,00","0,00",,,,
39,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Caffé,Flandre,"4 653 869,00",Livres,"0,5000000","2326934,50","0,00",,,,
40,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Eau de vie,Flandre,"1 063,00",Barriques,"120,0000000","127560,00","0,00",,,,
41,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Indigo,Flandre,"3 864,00",Livres,"6,0000000","23184,00","0,00",,,,
42,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Pruneaux,Flandre,"117 310,00",Livres,"0,1000000","11731,00","0,00",,,,
43,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Rocou,Flandre,"12 339,00",Livres,"0,5000000","6169,50","0,00",,,,
44,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Sucre blanc,Flandre,"374 501,00",Livres,"0,5000000","187250,50","0,00",,,,
45,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Sucre brut,Flandre,"104 470,00",Livres,"0,2500000","26117,50","0,00",,,,
46,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Vin de haut,Flandre,"166,00",tonneaux,"200,0000000","33200,00","0,00",,,,
47,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Vin de ville,Flandre,"535,50",tonneaux,"200,0000000","107100,00","0,00",,,,
48,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Vinaigre,Flandre,"38,50",tonneaux,"100,0000000","3850,00","0,00",,,,
49,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Caffé,Geneve,"445 181,00",Livres,"0,5000000","222590,50","0,00",,,,
50,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Indigo,Geneve,"35 683,00",Livres,"6,0000000","214098,00","0,00",,,,
51,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Sucre blanc,Geneve,"150 507,00",Livres,"0,5000000","75253,50","0,00",,,,
52,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Sucre en pain,Geneve,"67 553,00",Livres,"0,8000000","54042,40","0,00",,,,
53,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Cacao,Hollande,"5 875,00",Livres,"0,6500000","3818,75","0,00",,,,
54,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,caffé,Hollande,"4 256 291,00",Livres,"0,5000000","2128145,50","0,00",,,,
55,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Cuisses d'oyes,Hollande,"4,00",Douzaines,"12,0000000","48,00","0,00",,,,
56,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Eau de vie,Hollande,"2 223,00",Barriques,"120,0000000","266760,00","0,00",,,,
57,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Eau de vie,Hollande,"6,00",pieces,"180,0000000","1080,00","0,00",,,,
58,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Eau de vie,Hollande,"30,00",veltes,"3,7500000","112,50","0,00",,,,
59,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Graine de lin,Hollande,"175 450,00",Livres,"0,1000000","17545,00","0,00",,,,
60,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Indigo,Hollande,"267 654,00",Livres,"6,0000000","1605924,00","0,00",,,,
61,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Pruneaux,Hollande,"1 020 930,00",Livres,"0,1000000","102093,00","0,00",,,,
62,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Rocou,Hollande,"8 893,00",Livres,"0,5000000","4446,50","0,00",,,,
63,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Sucre blanc,Hollande,"6 173 348,00",Livres,"0,5000000","3086674,00","0,00",,,,
64,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Sucre brut,Hollande,"6 027 347,00",Livres,"0,2500000","1506836,75","0,00",,,,
65,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Vin de haut,Hollande,"11 573,50",tonneaux,"200,0000000","2314700,00","0,00",,,,
66,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Vin de ville,Hollande,"15 691,00",tonneaux,"200,0000000","3138200,00","0,00",,,,
67,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,2,Vinaigre,Hollande,"116,25",tonneaux,"100,0000000","11625,00","0,00",,,,
68,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Cacao,Italie,"6 880,00",Livres,"0,6500000","4472,00","0,00",,,,
69,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Caffé,Italie,"841 016,00",Livres,"0,5000000","420508,00","0,00",,,,
70,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Etoffe de soye,Italie,"104,00",Livres,"30,0000000","3120,00","0,00",,,,
71,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Indigo,Italie,"354 184,00",Livres,"6,0000000","2125104,00","0,00",,,,
72,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Rocou,Italie,"3 908,00",Livres,"0,5000000","1954,00","0,00",,,,
73,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre blanc,Italie,"363 484,00",Livres,"0,5000000","181742,00","0,00",,,,
74,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre rafiné,Italie,"69 592,00",Livres,"0,4000000","27836,80","0,00",,,,
75,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Cacao,Nord,"10 691,00",Livres,"0,6500000","6949,15","0,00",,,,
76,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Caffé,Nord,"19 876 581,00",Livres,"0,5000000","9938290,50","0,00",,,,
77,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Eau de vie,Nord,"1 777,00",Barriques,"120,0000000","213240,00","0,00",,,,
78,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Indigo,Nord,"371 376,00",Livres,"6,0000000","2228256,00","0,00",,,,
79,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Pruneaux,Nord,"1 430 673,00",Livres,"0,1000000","143067,30","0,00",,,,
80,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Rocou,Nord,"3 521,00",Livres,"0,5000000","1760,50","0,00",,,,
81,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre blanc,Nord,"2 837 310,00",Livres,"0,5000000","1418655,00","0,00",,,,
82,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre brut,Nord,"15 466 673,00",Livres,"0,2500000","3866668,25","0,00",,,,
83,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Vin de haut,Nord,"3 386,75",tonneaux,"200,0000000","677275,00","-75,00",erreur de calcul,,,
84,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Vin de ville,Nord,"8 146,00",tonneaux,"200,0000000","1629200,00","0,00",,,,
85,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Vinaigre,Nord,"121,50",tonneaux,"100,0000000","12150,00","0,00",,,,
86,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Cacao,Russie,"1 616,00",Livres,"0,6500000","1050,40","0,00",,,,
87,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Caffé,Russie,"13 360 210,00",Livres,"0,5000000","6680105,00","0,00",,,,
88,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Eau de vie,Russie,"505,00",Barriques,"120,0000000","60600,00","0,00",,,,
89,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Eau de vie,Russie,"514,00",tonneaux,"140,0000000","71960,00","0,00",,,,
90,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Etoffe de soye,Russie,"649,00",Livres,"30,0000000","19470,00","0,00",,,,
91,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Indigo,Russie,"178 137,00",Livres,"6,0000000","1068822,00","0,00",,,,
92,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Poudre a poudrer,Russie,"7 709,00",Livres,"0,3000000","2312,70","0,00",,,,
93,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Pruneaux,Russie,"75 800,00",Livres,"0,1000000","7580,00","0,00",,,,
94,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre blanc,Russie,"1 004 666,00",Livres,"0,5000000","502333,00","0,00",,,,
95,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre brut,Russie,"27 450,00",Livres,"0,2500000","13725,00","6 862,50",erreur de calcul,,,
96,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Vin de haut,Russie,"1 282,25",tonneaux,"200,0000000","256450,00","0,00",,,,
97,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Vin de ville,Russie,"5 430,75",tonneaux,"200,0000000","1086150,00","0,00",,,,
98,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Vinaigre,Russie,"166,00",tonneaux,"100,0000000","16600,00","0,00",,,,
99,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Cacao,Suede,"2 719,00",Livres,"0,6500000","1767,35","0,00",,,,
100,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Caffé,Suede,"4 631 929,00",Livres,"0,5000000","2315964,50","0,00",,,,
101,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Eau de vie,Suede,"771,00",Barriques,"120,0000000","92520,00","0,00",,,,
102,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Indigo,Suede,"579 772,00",Livres,"6,0000000","3478632,00","0,00",,,,
103,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Pruneaux,Suede,"946 773,00",Livres,"0,1000000","94677,30","0,00",,,,
104,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Rocou,Suede,"3 609,00",Livres,"0,5000000","1804,50","0,00",,,,
105,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre blanc,Suede,"1 844 228,00",Livres,"0,5000000","922114,00","0,00",,,,
106,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre brut,Suede,"1 063 396,00",Livres,"0,2500000","265849,00","0,00",,,,
107,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Vin de haut,Suede,"509,25",tonneaux,"200,0000000","101866,65","16,65",erreur de calcul,,,
108,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Vin de ville,Suede,"1 193,00",tonneaux,"200,0000000","238600,00","0,00",,,,
109,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Vinaigre,Suede,"26,50",tonneaux,"100,0000000","2650,00","0,00",,,,
110,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Cacao,Suisse,"720,00",Livres,"0,6500000","468,00","0,00",,,,
111,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Caffé,Suisse,"1 504 062,00",Livres,"0,5000000","752031,00","0,00",,,,
112,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Indigo,Suisse,"51 781,00",Livres,"6,0000000","310686,00","0,00",,,,
113,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre blanc,Suisse,"407 267,00",Livres,"0,5000000","203633,50","0,00",,,,
114,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Sucre rafiné,Suisse,"117 331,00",Livres,"0,4000000","46932,40","0,00",,,,
115,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,3,Acier,Isles françoise de l' Amerique,"13 596,00",Livres,"0,6000000","8157,60","0,00",,,,
116,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Amandes,Isles françoise de l' Amerique,"3 650,00",Livres,"0,2500000","912,50","0,00",,,,
117,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Amidon,Isles françoise de l' Amerique,"80 700,00",Livres,"0,2000000","16140,00","0,00",,,,
118,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Anchois,Isles françoise de l' Amerique,"4 860,00",flacons,"1,0000000","4860,00","0,00",,,,
119,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Argenterie,Isles françoise de l' Amerique,,valeurs,"0,0000000","30200,00","30 200,00",,,,
120,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Armes a feu ; fusils,Isles françoise de l' Amerique,"350,00",nombre,"12,0000000","4200,00","0,00",,,,
121,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Artichaux ,Isles françoise de l' Amerique,"14 870,00",Livres,"0,4000000","5948,00","0,00",,,,
122,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Bas de fil,Isles françoise de l' Amerique,"1 260,00",Douzaines,"0,0000000","30240,00","30 240,00",absence de prix,,,
123,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Bas de fil,Isles françoise de l' Amerique,"5 270,00",paires,"2,0000000","10540,00","0,00",,,,
124,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Bas de soye,Isles françoise de l' Amerique,"464,00",Douzaines,"100,0000000","46400,00","0,00",,,,
125,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Bazin,Isles françoise de l' Amerique,"7 850,00",aunes,"3,0000000","23550,00","0,00",,,,
126,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Bœuf salé,Isles françoise de l' Amerique,"87 583,00",Livres,"0,2000000","17516,60","0,00",,,,
127,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Beurre,Isles françoise de l' Amerique,"94 597,00",Livres,"0,5000000","47298,50","0,00",,,,
128,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,Local,1773,Exports,Bordeaux,4,Bière,Isles françoise de l' Amerique,"331,00",Barriques,"25,0000000","8275,00","0,00",,,,
