numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
24,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Argent vif,Hollande,"810,00",Livres,"4,0000000","3240,00","0,00",,,,
25,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Azur commun,Hollande,"1 420,00",Livres,"0,6000000","852,00","0,00",,,,
26,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Baleine coupée,Hollande,"13 930,00",Livres,"2,5000000","34825,00","0,00",,,,
27,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Baleine en fanon,Hollande,"73 345,00",Livres,"2,0000000","146690,00","0,00",,,,
28,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Balzamun,Hollande,"40,00",Livres,"0,9000000","36,00","0,00",,,,
29,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Barriques vuides,Hollande,"380,00",Nombre,"3,0000000","1140,00","0,00",,,,
30,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Benjoin,Hollande,"17,00",Livres,"3,0000000","51,00","0,00",,,,
31,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bœuf sallé,Hollande,"460 400,00",Livres,"0,1500000","69060,00","0,00",,,,
32,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Beurre sallé,Hollande,"522 025,00",Livres,"0,3500000","167708,75","-15 000,00",erreur calcul,,,
33,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bierre,Hollande,"1 390,00",Barriques,"15,0000000","20850,00","0,00",,,,
34,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Blanc de baleine,Hollande,"227,00",Livres,"3,0000000","681,00","0,00",,,,
35,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bled froment,Hollande,"1 585,00",Boisseaux,"6,0000000","9510,00","0,00",,,,
36,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bois de Brezil,Hollande,"15 200,00",Livres,"0,5000000","7600,00","0,00",,,,
37,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bois de campesche,Hollande,"113 200,00",Livres,"0,1200000","13584,00","0,00",,,,
38,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bois de geroffle,Hollande,"1 350,00",Livres,"0,5000000","675,00","0,00",,,,
39,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bois jaune,Hollande,"18 825,00",Livres,"0,0800000","1506,00","0,00",,,,
40,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bois de Saint marthe,Hollande,"96 750,00",Livres,"0,2400000","23220,00","0,00",,,,
41,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bois de sandal moulu,Hollande,"340 100,00",Livres,"0,3500000","119035,00","0,00",,,,
42,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bourre de bœuf,Hollande,"35 850,00",Livres,"0,0600000","2151,00","0,00",,,,
43,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bol,Hollande,"165,00",Livres,"0,2500000","41,25","0,00",,,,
44,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Borax,Hollande,"380,00",Livres,"1,6000000","608,00","0,00",,,,
45,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Boulange,Hollande,"70,00",Pieces,"9,0000000","630,00","0,00",,,,
46,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Bourdillons,Hollande,"2 370,00",Nombre,"1,0000000","2370,00","0,00",,,,
47,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Braule,Hollande,"140,00",Pieces,"12,0000000","1680,00","0,00",,,,
48,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Brebis,Hollande,"4,00",Nombre,"4,0000000","16,00","0,00",,,,
49,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Brique,Hollande,"15 000,00",Nombre,"0,0150000","225,00","0,00",,,,
50,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Brosserie,Hollande,"516,00",Livres,"1,0000000","516,00","0,00",,,,
51,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Brun rouge,Hollande,"67 900,00",Livres,"0,0300000","2037,00","0,00",,,,
52,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Cabillau,Hollande,"1 833,00",Barils,"35,0000000","64155,00","0,00",,,,
53,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Camfre,Hollande,"136,00",Livres,"5,0000000","680,00","0,00",,,,
54,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Canelle,Hollande,"8 273,00",Livres,"6,0000000","49638,00","0,00",,,,
55,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Canette de gré,Hollande,"850,00",Nombre,"0,1500000","2550,00","2 422,50",erreur de calcul,,,
56,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Cassialinea,Hollande,"345,00",Livres,"1,5000000","517,50","0,00",,,,
57,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Cauris,Hollande,"1 400,00",Livres,"0,7500000","1050,00","0,00",,,,
58,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Cendre bleue,Hollande,"42,00",Livres,"1,0000000","42,00","0,00",,,,
59,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Ceruze,Hollande,"52 475,00",Livres,"0,2000000","10495,00","0,00",,,,
60,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Chaise de commodité,Hollande,"208,00",Pieces,"5,0000000","1040,00","0,00",,,,
61,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Chandelle,Hollande,"17 160,00",Livres,"0,4400000","7550,40","0,00",,,,
62,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Charbon de terre,Hollande,"96,50",Tonneaux,"300,0000000","28950,00","0,00",,,,
63,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Charbon de terre,Hollande,"140,00",Barils,"2,0000000","280,00","0,00",,,,
64,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Chevron de sapin,Hollande,"14,00",Nombre,"1,5000000","21,00","0,00",,,,
65,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Chocolat,Hollande,"35,00",Livres,"1,7500000","61,25","0,00",,,,
66,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Cinabre,Hollande,"393,00",Livres,"3,0000000","1179,00","0,00",,,,
67,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Clouds de fer,Hollande,"108 900,00",Livres,"0,2250000","24502,50","0,00",,,,
68,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Colle forte,Hollande,"12 500,00",Livres,"0,4000000","5000,00","0,00",,,,
69,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Colle de poisson,Hollande,"740,00",Livres,"2,0000000","1480,00","0,00",,,,
70,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Cordage,Hollande,"35 525,00",Livres,"0,2500000","8881,25","0,00",,,,
71,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Corots,Hollande,"940,00",Pieces,"3,5000000","3290,00","0,00",,,,
72,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Couperose verte,Hollande,"144 600,00",Livres,"0,0900000","14914,00","1 900,00",erreur de calcul,,,
73,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Coupis,Hollande,"380,00",Pieces,"12,5000000","4750,00","0,00",,,,
74,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Couteaux commun,Hollande,"2 760,00",Douzaines,"1,5000000","4140,00","0,00",,,,
75,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Couteaux commun,Hollande,"3 565,00",Livres,"0,1200000","427,80","0,00",,,,
76,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Coutelas,Hollande,"1 225,00",Livres,"0,7500000","918,75","0,00",,,,
77,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Crayon,Hollande,"685,00",Livres,"0,2400000","164,40","0,00",,,,
78,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Crin,Hollande,"1 250,00",Livres,"0,6000000","750,00","0,00",,,,
79,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Cuivre ouvré,Hollande,"32 100,00",Livres,"1,6000000","51360,00","0,00",,,,
80,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Cuivre en platine,Hollande,"2 370,00",Livres,"1,2500000","2962,50","0,00",,,,
81,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Cuir de Roussy,Hollande,"4 660,00",Livres,"1,2500000","5825,00","0,00",,,,
82,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Dez d'acier,Hollande,"392,00",Livres,"0,5000000","196,00","0,00",,,,
83,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Dez de cuivre,Hollande,"2 450,00",Livres,"2,0000000","4900,00","0,00",,,,
84,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,2,Eau forte,Hollande,"310,00",Livres,"2,0000000","620,00","0,00",,,,
85,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Esprit de vitriol,Hollande,"25,00",Livres,"2,0000000","50,00","0,00",,,,
86,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Essence de geroffle,Hollande,"1,00",Nombre,"30,0000000","30,00","0,00",,,,
87,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fayence,Hollande,"45 650,00",Livres,"0,2200000","10043,00","0,00",,,,
88,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fer en barres,Hollande,"383 850,00",Livres,"0,1300000","49900,50","0,00",,,,
89,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fer blanc en barril,Hollande,"1,00",Barils de 450 feuilles,"90,0000000","90,00","0,00",,,,
90,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fer de fonte,Hollande,"146 700,00",Livres,"0,1200000","17604,00","0,00",,,,
91,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fer ouvré,Hollande,"21 275,00",Livres,"0,2500000","5318,75","0,00",,,,
92,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fer en taule,Hollande,"88 825,00",Livres,"0,1800000","15988,50","0,00",,,,
93,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Feves,Hollande,"72,00",Boisseaux,"3,0000000","216,00","0,00",,,,
94,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fil de fer assorty,Hollande,"15 550,00",Livres,"0,4000000","6220,00","0,00",,,,
95,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fil de fer a corder,Hollande,"16 100,00",Livres,"0,6000000","9660,00","0,00",,,,
96,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fil de fer gros,Hollande,"23 150,00",Livres,"0,3000000","6945,00","0,00",,,,
97,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fil de fer passeperle,Hollande,"48 550,00",Livres,"0,4500000","21847,50","0,00",,,,
98,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fil de laton,Hollande,"37 300,00",Livres,"1,4000000","52220,00","0,00",,,,
99,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fil my,Hollande,"2 185,00",Livres,"2,5000000","5462,50","0,00",doute sur la marchandise,,,
100,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fil a voile,Hollande,"3 550,00",Livres,"0,7500000","2512,50","-150,00",erreur calcul,,,
101,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fromage ,Hollande,"673 225,00",Livres,"0,2200000","148109,50","0,00",,,,
102,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Fusils de traite,Hollande,"1 710,00",Nombre,"7,0000000","11970,00","0,00",,,,
103,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Garance billon,Hollande,"109 450,00",Livres,"0,0700000","7661,50","0,00",,,,
104,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Garance commun,Hollande,"50 450,00",Livres,"0,3000000","15135,00","0,00",,,,
105,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Garance non robée,Hollande,"116 160,00",Livres,"0,6000000","69696,00","0,00",,,,
106,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Gaudron,Hollande,"21 200,00",Livres,"0,0400000","848,00","0,00",,,,
107,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Geroffle,Hollande,"16 592,00",Livres,"8,5000000","141032,00","0,00",,,,
108,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Gomme gutte,Hollande,"210,00",Livres,"3,0000000","630,00","0,00",,,,
109,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Gomme laque,Hollande,"11 920,00",Livres,"1,2500000","14900,00","0,00",,,,
110,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Graine d'alpiste,Hollande,"1 060,00",Livres,"0,2500000","265,00","0,00",,,,
111,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Graine de verre,Hollande,"1 765,00",Livres,"2,0000000","3530,00","0,00",,,,
112,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Gruau,Hollande,"100,00",Livres,"0,1100000","11,00","0,00",,,,
113,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Guinée bleue,Hollande,"120,00",Pieces,"16,5000000","1980,00","0,00",,,,
114,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Harans blanc,Hollande,"37,00",Barils,"35,0000000","1295,00","0,00",,,,
115,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Harans sors,Hollande,"7,50",Barils,"40,0000000","300,00","0,00",,,,
116,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Hermodate,Hollande,"45,00",Livres,"1,0000000","45,00","0,00",,,,
117,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Huile d'anis,Hollande,"15,00",Livres,"1,5000000","22,50","0,00",,,,
118,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Huille de Copahu,Hollande,"60,00",Livres,"3,0000000","180,00","0,00",,,,
119,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Huile de Baleine,Hollande,"167 325,00",Livres,"0,2000000","33465,00","0,00",,,,
120,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Huile de muscade,Hollande,"4,00",Livres,"7,0000000","28,00","0,00",,,,
121,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Huille de navette,Hollande,"158 950,00",Livres,"0,2500000","39737,50","0,00",,,,
122,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Jalap,Hollande,"320,00",Livres,"2,2500000","720,00","0,00",,,,
123,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Indienne,Hollande,"837,00",Pieces,"16,0000000","13392,00","0,00",,,,
124,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Ipecacuana,Hollande,"64,00",Livres,"4,0000000","256,00","0,00",,,,
125,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Indeplatte,Hollande,"9 340,00",Livres,"0,7500000","7005,00","0,00",,,,
126,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Langues cabillau,Hollande,"8,00",Barils,"30,0000000","240,00","0,00",,,,
127,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Laton ouvré,Hollande,"3 885,00",Livres,"1,5000000","5827,50","0,00",,,,
128,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Limes de fer,Hollande,"40,00",Livres,"1,0000000","40,00","0,00",,,,
129,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Limeneas,Hollande,"770,00",Pieces,"15,5000000","11935,00","0,00",,,,
130,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Lin cru,Hollande,"11 600,00",Livres,"0,4000000","4640,00","0,00",,,,
131,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Lin peigné,Hollande,"75 175,00",Livres,"0,5000000","37587,50","0,00",,,,
132,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,Local,1744,Imports,Bordeaux,3,Litarge,Hollande,"3 825,00",Livres,"0,1500000","573,75","0,00",,,,
