marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg
,???,???,,,,,,,,1,,,,,,2205,
.,???,???,,,,,,,,,,,,,,,
Etoffes de laine,Étoffe ; de laine,Étoffe ; de laine,,,,,,0,0,0,,,,,,0,
Etoffes de soie,Étoffe ; de soie,Étoffe ; de soie,,,,,,0,0,0,,,,,,0,
Etoffes diverses,Étoffe ; diverses,Étoffe ; diverses,,,,,,0,0,0,,,,,,0,
Etoffes en coton et en laine,Étoffe ; de coton et laine,Étoffe ; de coton et laine,,,,,,0,0,0,,,,,,0,
Etoffes mélangées de ces matières,Étoffe ; diverses,Étoffe ; diverses,,,,,,0,0,0,,,,,,0,
Etoffes riches,Étoffe ; riche,Étoffe ; riche,,,,,,0,0,0,,,,,,0,
Etoofe ; de soye ; velours,Etoffe ; de soie ; velours,Étoffe ; de soie ; velours,,,,,,,,,,,,,,,
Etoupe,Étoupe,Étoupe,,,,,,0,0,1,1,,,,,3,
Etoupe ; de chanvre,Étoupe ; de chanvre,Étoupe ; de chanvre,,,,,,0,0,1,,,,,,2,
Etoupe ; de lin,Étoupe ; de lin,Étoupe ; de lin,,,,,,,,1,,,,,,2,
Etoupe ; de soye,Étoupe ; de soie,Étoupe ; de soie,,,,,,0,0,1,,,,,,1,
Etoupe de chanvre,Étoupe ; de chanvre,Étoupe ; de chanvre,,,,,,0,0,1,,,,,,2,
Etoupes,Étoupe,Étoupe,,,,,,0,0,1,,,,,,32,
Etoupes ; de chanvre,Étoupe ; de chanvre,Étoupe ; de chanvre,,,,,,,,1,,,,,,33,
Etoupes ; de lin,Étoupe ; de lin,Étoupe ; de lin,,,,,,0,0,1,,,,,,4,
Etoupes ; de soye,Étoupe ; de soie,Étoupe ; de soie,,,,,,0,0,1,,,,,,12,
Etriers,Étriers,Étriers,,,,,,0,0,1,,,,,,1,
Etuis,Étuis,Étuis,,,,,,,,,,,,,,,
Etuis pour plumes à écrire,Étuis ; pour plume à écrire,Étuis ; pour plume à écrire,,,,,,,,0,1,,,,,0,
Etuve,Etuves,Etuves,,,,,,,,,,,,,,,
Etuve ; commune,Etuves ; commune,Etuves ; commune,,,,,,,,,,,,,,,
Etuves,Etuves,,,,,,,,,,,,,,,,
Etuves ; de fer,Étuves ; de fer,Étuves ; de fer,,,,,,0,0,1,,,,,,1,
Etuys,Étuis,Étuis,,,,,,0,0,1,,,,,,5,
Euphorbe,Euphorbe,Euphorbe,,,,,,0,0,1,,,,,,11,
Evantails,Éventail,Éventail,,,,,,0,0,1,,,,,,6,
Evantails ; communs,Éventail ; communs,Éventail ; communs,,,,,,0,0,1,,,,,,1,
Eventails,Éventail,Éventail,,,,,,0,0,1,,,,,,67,
Eventails ; commun,Éventail ; communs,,,,,,,,,,,,,,,,
Eventails ; communs,Éventail ; communs,Éventail ; communs,,,,,,0,0,1,,,,,,45,
Eventails ; d'yvoire,Éventail ; d'ivoire,Éventail ; d'ivoire,,,,,,0,0,1,,,,,,4,
Eventails ; de la ffetas,Éventail ; communs,Éventail ; communs,,,,,,0,0,1,,,,,,1,
Eventails ; de palmes,Éventail ; de palmes,Éventail ; de palmes,,,,,,0,0,1,,,,,,3,
Eventails ; de taffetas,Éventail ; de taffetas,Éventail ; de taffetas,,,,,,0,0,1,,,,,,40,
Eventails ; fins,Éventail ; fin,Éventail ; fin,,,,,,0,0,1,,,,,,68,
Eventails communs,Éventail ; communs,,,,,,,,,,,,,,,,
Extrait ; de genievre,Éventail ; fin,Éventail ; fin,,,,,,0,0,1,,,,,,1,
Extrait ; de genièvre,Extrait ; de genièvre,Extrait ; de genièvre,,,,,,,,,,,,,,,
Extrait ; de lavande,Extrait ; de lavande,Extrait ; de lavande,,,,,,0,0,1,,,,,,1,
Extrait ; de quinquina,Extrait ; de quinquina,Drogue ; médicinale ; quinquina ; extrait,,,,,,0,0,1,,,,,,1,
Extrait de citron,Extrait ; de citron,,,,,,,,,,,,,,,,
Extrait de genievre,Extrait ; de genièvre,Extrait ; de genièvre,,,,,,0,0,1,,,,,,1,
Extrait de lavande,Extrait ; de lavande,Extrait ; de lavande,,,,,,0,0,1,,,,,,1,
Fagots,Bois ; fagots,Bois ; à brûler,,,,,,0,0,1,,,,,,4,
Faience et poterie,faïence et poterie,Ouvrage ; de poterie et faïence,,,,,,0,0,0,,,,,,0,
Faisans,Faisans,Faisan,,,,,,0,0,1,,,,,,2,
Falquieres de mule,Falquieres de mulets,Falquieres de mulets,,,,,,0,0,1,,,,,,1,
Falquieres de mulet,Falquieres de mulets,Falquieres de mulets,,,,,,0,0,1,,,,,,1,
Falquieres de mulets,Falquieres de mulets,Falquieres de mulets,,,,,,0,0,1,,,,,,1,
Falquières ; de mulet,Falquieres de mulets,Falquieres de mulets,,,,,,,,,,,,,,,
Fanailes,Fanailes,Fanailes,,,,,,0,0,1,,,,,,2,
Fange ; de soye,Fange ; de soie,Fange ; de soie,,,,,,,,,,,,,,,
Fanons ; de baleine,Baleine ; en fanon,Baleine ; en fanon,,,,,,,,,,,,,,,
Fanons de baleine,Baleine ; en fanon,Baleine ; en fanon,,,,,,,,0,1,,,,,0,
Farces a drapier,Farces a drapier,Farces a drapier,,,,,,0,0,1,,,,,,2,
Farine,Farine,Farine,,,,,,0,0,1,1,,,,,184,
Farine ; De sarazin,Farine ; de sarrasin,Farine ; de Grains ; sarrasin,,,,,,0,0,1,,,,,,1,
Farine ; Dite gruau,Farine ; dite gruau,Farine ; en gruau,,,,,,0,0,1,,,,,,9,
Farine ; Ordinaire,Farine ; ordinaire,Farine ; ordinaire,,,,,,0,0,1,,,,,,14,
Farine ; d'avoine,Farine ; d'avoine,Farine ; d'avoine,,,,,,,,1,,,,,,1,
Farine ; d'orge,Farine ; d'orge,Farine ; d'orge,,,,,,,,1,,,,,,1,
Farine ; d'orge et gruau,Farine ; d'orge et gruau,Farine et gruau ; d'orge,,,,,,,,1,,,,,,2,
Farine ; de bled,Farine ; de blé,Farine ; de Grains ; blé,,,,,,,,1,,,,,,2,
Farine ; de boquette,Farine ; de bouquette,Farine ; de bouquette,,,,,,,,1,,,,,,1,
Farine ; de bouqette,Farine ; de bouquette,Farine ; de bouquette,,,,,,,,1,,,,,,1,
Farine ; de bouquette,Farine ; de bouquette,Farine ; de bouquette,,,,,,0,0,1,,,,,,2,
Farine ; de fleur,Farine ; de fleur,Farine ; de fleur,,,,,,,,1,,,,,,1,
Farine ; de froment,Farine ; de froment,Farine ; de Grains ; froment,,,,,,0,0,1,,,,,,24,
Farine ; de froment ; de fleur,Farine ; de froment ; fleur,Farine ; de Grains ; froment ; fleur,,,,,,,,1,,,,,,1,
Farine ; de sarazin,Farine ; de sarrasin,Farine ; de Grains ; sarrasin,,,,,,,,1,,,,,,2,
Farine ; de sarrazin,Farine ; de sarrasin,Farine ; de Grains ; sarrasin,,,,,,0,0,1,,,,,,1,
Farine ; de seigle,Farine ; de seigle,Farine ; de Grains ; seigle,,,,,,,,1,,,,,,3,
Farine ; dite gruau,Farine ; dite gruau,Farine ; en gruau,,,,,,,,1,,,,,,1,
Farine ; ditto gradu (???),Farine ; dite gruau,Farine ; dite gruau,,,,,,0,0,1,,,,,,2,
Farine ; en déchet,Farine ; en déchet,Farine ; en déchet,,,,,,,,1,,,,,,1,
Farine ; en fleures,Farine ; en fleure,Farine ; en fleure,,,,,,,,1,,,,,,1,
Farine ; en gruau,Farine ; en gruau,Farine ; en gruau,,,,,,,,1,,,,,,1,
Farine ; froment,Farine ; de froment,Farine ; de Grains ; froment,,,,,,,,1,,,,,,1,
Farine ; ordinaire,Farine ; ordinaire,Farine ; ordinaire,,,,,,0,0,1,,,,,,7,
Farine d'avoine,Farine ; d'avoine,Farine ; d'avoine,,,,,,,,0,1,,,,,0,
Farine de blé/farine de froment,Farine ; de froment,Farine ; de Grains ; froment,,,,,,,,0,1,,,,,0,
Farine de seigle,Farine ; de seigle,Farine ; de Grains ; seigle,,,,,,,,0,1,,,,,0,
Farine d’orge,Farine ; d'orge,Farine ; d'orge,,,,,,,,0,1,,,,,0,
Farine en sacs,Farine ; en sacs,Farine ; en sacs,,,,,,,,0,1,,,,,0,
Farine en tonneaux,Farine ; en tonneaux,Farine ; en tonneaux,,,,,,,,0,1,,,,,0,
Farine et biscuit de mer,Farine et biscuits de mer,Farine et biscuits de mer,,,,,,0,0,0,,,,,,0,
Farine ordinaire,Farine ; ordinaire,Farine ; ordinaire,,,,,,0,0,1,,,,,,16,
Faucille,Faucilles,Faucilles,,,,,,0,0,1,,,,,,3,
Faucilles,Faucilles,Faucilles,,,,,,0,0,1,,,,,,14,
Faucons,Faucons,Faucons,,,,,,,,0,1,,,,,0,
Faulx,Faux,Faux,,,,,,0,0,1,,,,,,5,
Faulx ; à faucher,Faux ; à faucher,Faux ; à faucher,,,,,,0,0,1,,,,,,29,
Faulx a faucher,Faux ; à faucher,Faux ; à faucher,,,,,,0,0,1,,,,,,3,
Faulx à faucher,Faux ; à faucher,Faux ; à faucher,,,,,,0,0,1,,,,,,58,
Fautas,Fautas,Fautas,,,,,,0,0,1,,,,,,1,
Fauteuils de canne,Fauteuils ; de canne,Fauteuils ; de canne,,,,,,0,0,1,,,,,,1,
Fauteuils de tappisserie,Fauteuils de tapisserie,Fauteuils de tapisserie,,,,,,0,0,1,,,,,,1,
Fautx à faucher,Faux ; à faucher,,,,,,,,,,,,,,,,
Fauvy,Faux,Faux,,,,,,0,0,1,,,,,,1,
Faux ; à faucher,Faux ; à faucher,Faux ; à faucher,,,,,,,,,,,,,,,
Faux à faucher,Faux ; à faucher,Faux ; à faucher,,,,,,0,0,1,,,,,,7,
Fayance,Faïence,Ouvrage ; de faïence,,,,,,0,0,1,,,,,,299,
Fayance ; commune,Faïence ; commune,Ouvrage ; de faïence ; commune,,,,,,,,1,,,,,,1,
Fayance ; diverse,Faïence ; diverse,Ouvrage ; de faïence ; diverse,,,,,,,,1,,,,,,1,
Fayance ; en carreaux,Carreaux ; de faïence,Carreaux ; de faïence,,,,,,,,1,,,,,,1,
Fayaux,Faïence,Ouvrage ; de faïence,,,,,,,,,,,,,,,
Fayence,Faïence,Ouvrage ; de faïence,,,,,,0,0,1,,,,,,50,
Fayolles,Fayottes,Fayottes,,,,,,,,,,,,,,,
Fayottes,Fayottes,Fayottes,,,,,,0,0,1,,,,,,1,
Fenouil,Fenouil,Fenouil,,,,,,0,0,1,1,,,,,3,
Fenouilles,Fenouil,Fenouil,,,,,,,,,,,,,,,
Fenoüil,Fenouil,Fenouil,,,,,,0,0,1,,,,,,1,
Fenugrec,Fenugrec,Fenugrec,,,,,,,,,,,,,,,
Fer,Fer,Fer,,,,,,,,0,1,1,,,,0,36
Fer  ; de tête,Fer ; de tête,Fer ; de tête,,,,,,,,0,1,,,,,0,
Fer ;  en poêle à frire,Fer ;  en poêle à frire,Fer ; en poêles à frire,,,,,,,,,,,,,,,
Fer ; Blanc,Fer ; blanc,Fer ; blanc,,,,,,0,0,1,,,,,,8,
Fer ; De fonte et coulé,Fer ; de fonte ou coulé,Fer ; de fonte,,,,,,0,0,1,,,,,,6,
Fer ; Divers et en barres,Fer ; divers,Fer ; divers,,,,,,0,0,1,,,,,,12,
Fer ; En Tôle,Fer ; en tôle,Fer ; en tôle,,,,,,0,0,1,,,,,,11,
Fer ; En batterie,Fer ; en batterie,Fer ; en batteries,,,,,,0,0,1,,,,,,9,
Fer ; En fouillard,Fer ; En fouillard,Fer ; En fouillard,,,,,,0,0,1,,,,,,6,
Fer ; En marmitte,Fer ; en marmites,Fer ; en marmites,,,,,,0,0,1,,,,,,9,
Fer ; Maqua,Fer ; maqua,Fer ; maqua,,,,,,,,,,,,,,,
Fer ; Ouvré ; Divers,Ouvrage ; de fer,Fer ; ouvré,,,,,,0,0,1,,,,,,22,
Fer ; Ouvré ; En fonte,Ouvrage ; de fer en fonte,Fer ; ouvré ; en fonte,,,,,,0,0,1,,,,,,15,
Fer ; Vieux,Fer ; vieux,Fer ; vieux,,,,,,0,0,1,,,,,,8,
Fer ; a negres,Fer ; à moulins,Fer ; à moulins,,,,,,0,0,1,,,,,,3,
Fer ; battu,Fer ; battu,Fer ; battu,,,,,,0,0,1,,,,,,32,
Fer ; battu ; en poêles à frire,Fer ; battu ; en poêles à frire,Poêles ; de fer,,,,,,,,1,,,,,,1,
Fer ; battu et fondu,Fer ; battu et fondu,Fer ; battu et fondu,,,,,,,,1,,,,,,1,
Fer ; blanc,Fer ; blanc,Fer ; blanc,,,,,,,,1,,,,,,214,
Fer ; blanc ; en barres,Fer ; blanc ; en barres,Fer ; blanc ; en barres,,,,,,,,1,,,,,,1,
Fer ; blanc ; en feuilles,Fer ; blanc ; en feuilles,Fer ; blanc ; en feuilles,,,,,,,,1,,,,,,1,
Fer ; blanc ; en tôle,Fer ; blanc ; en tôle,Fer ; blanc ; en tôle,,,,,,,,1,,,,,,1,
Fer ; blanc ; ouvré,Fer ; blanc ; ouvré,Ouvrage ; de fer ; blanc,,,,,,,,1,,,,,,1,
Fer ; blanc ; vieux,Fer ; blanc ; vieux,Fer ; blanc ; vieux,,,,,,,,1,,,,,,1,
Fer ; blanterie,Fer ; blanterie,Ferblanterie,,,,,,,,1,,,,,,1,
Fer ; bleue,Fer ; bleue,Fer ; bleue,,,,,,,,1,,,,,,1,
Fer ; caverges,Fer ; caverges,Fer ; caverges,,,,,,0,0,1,,,,,,4,
Fer ; coudé,Fer ; coulé,Fer ; coulé,,,,,,,,,,,,,,,
Fer ; coulé,Fer ; coulé,Fer ; coulé,,,,,,,,1,,,,,,130,
Fer ; courbes,Fer ; courbes,Fer ; courbes,,,,,,0,0,1,,,,,,1,
Fer ; cullière,Fer ; cuillères,Cuillères ; de fer,,,,,,0,0,1,,,,,,1,
Fer ; de fonte,Fer ; de fonte,Fer ; de fonte,,,,,,0,0,1,,,,,,5,
Fer ; de fonte ; ouvré,Ouvrage ; de fer ; fonte,Ouvrage ; de fer ; fonte,,,,,,,,1,,,,,,1,
Fer ; de fonte ou coulé,Fer ; de fonte ou coulé,Fer ; de fonte,,,,,,0,0,1,,,,,,4,
Fer ; divers,Fer ; divers,Fer ; divers,,,,,,,,1,,,,,,11,
Fer ; en,Fer ; en,Fer ; en ?,,,,,,0,0,1,,,,,,7,
Fer ; en  grilles,Fer ; en grilles,Fer ; en grille,,,,,,,,,,,,,,,
Fer ; en ?,Fer ; en ?,Fer ; en ?,,,,,,,,1,,,,,,1,
Fer ; en Plaques,Fer ; en plaques,Fer ; en plaques,,,,,,0,0,1,,,,,,1,
Fer ; en ancres,Fer ; en ancres,Ouvrage ; de fer ; ancre,,,,,,0,0,1,,,,,,47,
Fer ; en aneres,Fer ; en ancres,Ouvrage ; de fer ; ancre,,,,,,0,0,1,,,,,,2,
Fer ; en aners,Fer ; en ancres,Ouvrage ; de fer ; ancre,,,,,,0,0,1,,,,,,1,
Fer ; en armures,Armures ; de fer,Armures ; de fer,,,,,,,,1,,,,,,1,
Fer ; en balances,Fer ; en balances,Fer ; en balances,,,,,,0,0,1,,,,,,1,
Fer ; en bande,Fer ; en bandes,Fer ; en bandes,,,,,,0,0,1,,,,,,1,
Fer ; en bandes,Fer ; en bandes,Fer ; en bandes,,,,,,0,0,1,,,,,,8,
Fer ; en barre,Fer ; en barres,Fer ; en barres,,,,,,,,1,,,,,,2,
Fer ; en barres,Fer ; en barres,Fer ; en barres,,,,,,,,1,,,,,,425,
Fer ; en barres ; écru,Fer ; en barres ; écru,Fer ; en barres,,,,,,,,1,,,,,,1,
Fer ; en bassins,Fer ; en bassins,Fer ; en bassins,,,,,,0,0,1,,,,,,2,
Fer ; en batterie,Fer ; en batterie,Fer ; en batteries,,,,,,,,1,,,,,,25,
Fer ; en batteries,Fer ; en batterie,Fer ; en batteries,,,,,,0,0,1,,,,,,3,
Fer ; en battons,Fer ; en battons,Fer ; en battons,,,,,,0,0,1,,,,,,1,
Fer ; en bocages,Fer ; en bocages,Fer ; en bocages,,,,,,0,0,1,,,,,,2,
Fer ; en boites,Fer ; en boites,Fer ; en boite,,,,,,0,0,1,,,,,,1,
Fer ; en bombes,Fer ; en bombes,Fer ; en bombes,,,,,,0,0,1,,,,,,1,
Fer ; en botte,Fer ; en bottes,Fer ; en bottes,,,,,,,,,,,,,,,
Fer ; en bottes,Fer ; en bottes,Fer ; en bottes,,,,,,0,0,1,,,,,,4,
Fer ; en boues,Fer ; en boues,Fer ; en boues,,,,,,0,0,1,,,,,,1,
Fer ; en brancard,Fer ; en brancard,Fer ; en brancards,,,,,,0,0,1,,,,,,1,
Fer ; en brancards,Fer ; en brancards,Fer ; en brancards,,,,,,0,0,1,,,,,,1,
Fer ; en canon,Fer ; en canon,Canon ; de fer,,,,,,,,1,,,,,,1,
Fer ; en canons,Fer ; en canon,Canon ; de fer,,,,,,,,,,,,,,,
Fer ; en carillon,Fer ; en carillon,Ouvrage ; de fer ; carillon,,,,,,,,1,,,,,,1,
Fer ; en casse,Fer ; en casses,Fer ; en casses,,,,,,,,,,,,,,,
Fer ; en casses,Fer ; en casses,Fer ; en casses,,,,,,0,0,1,,,,,,11,
Fer ; en cercle,Cercles ; de fer,Cercles et feuillard ; en fer,,,,,,0,0,1,,,,,,1,
Fer ; en cercles,Cercles ; de fer,Cercles et feuillard ; en fer,,,,,,0,0,1,,,,,,80,
Fer ; en chaine,Fer ; en chaine,Fer ; en chaîne,,,,,,,,,,,,,,,
Fer ; en chaines,Fer ; en chaine,Fer ; en chaîne,,,,,,0,0,1,,,,,,1,
Fer ; en chaises,Fer ; en chaine,Fer ; en chaîne,,,,,,0,0,1,,,,,,4,
Fer ; en chaisne,Fer ; en chaine,Fer ; en chaîne,,,,,,0,0,1,,,,,,3,
Fer ; en chaisnes,Fer ; en chaine,Fer ; en chaîne,,,,,,,,1,,,,,,7,
Fer ; en chandieres,Fer ; en chaudière,Fer ; en chaudière,,,,,,0,0,1,,,,,,1,
Fer ; en chapes,Fer ; en chapes,Fer ; en chapes,,,,,,0,0,1,,,,,,1,
Fer ; en chaudieres,Fer ; en chaudière,Fer ; en chaudière,,,,,,,,1,,,,,,14,
Fer ; en chaudiers,Fer ; en chaudière,Fer ; en chaudière,,,,,,0,0,1,,,,,,2,
Fer ; en chaudière,Fer ; en chaudière,Fer ; en chaudière,,,,,,,,,,,,,,,
Fer ; en chaudières,Fer ; en chaudière,Fer ; en chaudière,,,,,,0,0,1,,,,,,3,
Fer ; en chaudronnerie,Fer ; en chaudronnerie,Fer ; en chaudronnerie,,,,,,0,0,1,,,,,,1,
Fer ; en chaudrons,Fer ; en chaudronnerie,Fer ; en chaudronnerie,,,,,,0,0,1,,,,,,2,
Fer ; en chaîne,Fer ; en chaine,Fer ; en chaîne,,,,,,,,,,,,,,,
Fer ; en choux,Fer ; en choux,Fer ; en choux,,,,,,,,1,,,,,,4,
Fer ; en cloches,Fer ; en cloches,Fer ; en cloches,,,,,,,,,,,,,,,
Fer ; en coffres,Fer ; en coffres,,,,,,,,,,,,,,,,
Fer ; en compas,Fer ; en compas,Fer ; en compas,,,,,,,,,,,,,,,
Fer ; en coules,Fer ; en chaudronnerie,Fer ; en chaudronnerie,,,,,,0,0,1,,,,,,1,
Fer ; en couvercles,Fer ; en couvercles,Fer ; en couvercles,,,,,,0,0,1,,,,,,1,
Fer ; en crapaudines,Fer ; en crapaudines,,,,,,,,,,,,,,,,
Fer ; en cuillieres,Fer ; en cuillères,Cuillères ; de fer,,,,,,0,0,1,,,,,,1,
Fer ; en culture,Fer ; en culture,Fer ; en culture,,,,,,,,,,,,,,,
Fer ; en enchmes,Fer ; en enclumes,Ouvrage ; de fer ; enclumes,,,,,,0,0,1,,,,,,1,
Fer ; en enclume,Fer ; en enclumes,Ouvrage ; de fer ; enclumes,,,,,,,,,,,,,,,
Fer ; en enclumes,Fer ; en enclumes,Ouvrage ; de fer ; enclumes,,,,,,0,0,1,,,,,,17,
Fer ; en enclumes et etaux,Fer ; en enclumes et étaux,Ouvrage ; de fer ; enclumes et étaux,,,,,,,,1,,,,,,1,
Fer ; en ess?,Fer ; en essieux,Fer ; en essieux,,,,,,0,0,1,,,,,,1,
Fer ; en essieux,Fer ; en essieux,Fer ; en essieux,,,,,,0,0,1,,,,,,11,
Fer ; en fafion,Fer ; en fafion,,,,,,,,,,,,,,,,
Fer ; en ferailles,Fer ; en ferailles,Ferrailles,,,,,,,,1,,,,,,1,
Fer ; en feuille,Fer ; en feuilles,Fer ; en feuilles,,,,,,,,,,,,,,,
Fer ; en feuilles,Fer ; en feuilles,Fer ; en feuilles,,,,,,0,0,1,,,,,,13,
Fer ; en feüillards,Fer ; en feuillards,Fer ; en feuilles,,,,,,0,0,1,,,,,,4,
Fer ; en feüilles,Fer ; en feuilles,Fer ; en feuilles,,,,,,0,0,1,,,,,,5,
Fer ; en figures,Fer ; en figures,Fer ; en figures,,,,,,0,0,1,,,,,,1,
Fer ; en fleaux,Fer ; en fléaux,Fer ; en fléaux,,,,,,0,0,1,,,,,,9,
Fer ; en fléaux,Fer ; en fléaux,Fer ; en fléaux,,,,,,,,,,,,,,,
Fer ; en fouilles,Fer ; en feuilles,Fer ; en feuilles,,,,,,0,0,1,,,,,,1,
Fer ; en fourneaux,Fer ; en étrilles,Fer ; en étrilles,,,,,,0,0,1,,,,,,2,
Fer ; en grapines,Fer ; en grappins,Fer ; en grappins,,,,,,,,1,,,,,,2,
Fer ; en grapins,Fer ; en grappins,Fer ; en grappins,,,,,,0,0,1,,,,,,7,
Fer ; en grappins,Fer ; en grappins,Fer ; en grappins,,,,,,,,,,,,,,,
Fer ; en grattes,Fer ; en grattes,,,,,,,,,,,,,,,,
Fer ; en grenaille,Fer ; en grenaille,Fer ; en grenaille,,,,,,0,0,1,,,,,,8,
Fer ; en grenailles,Fer ; en grenaille,Fer ; en grenaille,,,,,,0,0,1,,,,,,1,
Fer ; en grillons,Fer ; en grillons,Fer ; en grillons,,,,,,0,0,1,,,,,,1,
Fer ; en grislage,Fer ; en grillage,Fer ; en grillage,,,,,,0,0,1,,,,,,1,
Fer ; en grisles,Fer ; en grille,Fer ; en grille,,,,,,0,0,1,,,,,,8,
Fer ; en gueuse,Fer ; en gueuse,Fer ; en gueuse,,,,,,,,1,,,,,,2,
Fer ; en lames,Fer ; en lames,Fer ; en lames,,,,,,0,0,1,,,,,,12,
Fer ; en limaille,Fer ; en limaille,Fer ; en limaille,,,,,,0,0,1,,,,,,1,
Fer ; en léchefrittes,Fer ; en lèchefrite,,,,,,,,,,,,,,,,
Fer ; en marmille,Fer ; en marmites,Fer ; en marmites,,,,,,0,0,1,,,,,,6,
Fer ; en marmites,Fer ; en marmites,Fer ; en marmites,,,,,,,,1,,,,,,8,
Fer ; en marmittes,Fer ; en marmites,Fer ; en marmites,,,,,,0,0,1,,,,,,70,
Fer ; en masse,Fer ; en masse,Fer ; en masse,,,,,,0,0,1,,,,,,1,
Fer ; en mitrailles,Fer ; en mitraille,Fer ; en mitraille,,,,,,,,1,,,,,,1,
Fer ; en mittieres,Fer ; en marmites,Fer ; en marmites,,,,,,0,0,1,,,,,,1,
Fer ; en outils,Fer ; en outils,Outils ; en fer,,,,,,0,0,1,,,,,,3,
Fer ; en palmes,Fer ; en palmes,Fer ; en palmes,,,,,,0,0,1,,,,,,1,
Fer ; en paquet,Fer ; en paquet,,,,,,,,,,,,,,,,
Fer ; en pelles,Fer ; en pelles,Fer ; en pelles,,,,,,0,0,1,,,,,,8,
Fer ; en pentures,Fer ; en pelles,Fer ; en pelles,,,,,,0,0,1,,,,,,1,
Fer ; en perles à frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,0,0,1,,,,,,1,
Fer ; en pierriers,Fer ; en pierriers,Fer ; en pierriers,,,,,,,,,,,,,,,
Fer ; en pivots,Fer ; en pivots,Fer ; en pivots,,,,,,0,0,1,,,,,,1,
Fer ; en plane,Fer ; en plaques,Fer ; en plaques,,,,,,0,0,1,,,,,,1,
Fer ; en planques,Fer ; en plaques,,,,,,,,,,,,,,,,
Fer ; en plançons,Fer ; en plançons,Fer ; en plançons,,,,,,0,0,1,,,,,,1,
Fer ; en plaquerie,Fer ; en plaques,Fer ; en plaques,,,,,,,,,,,,,,,
Fer ; en plaques,Fer ; en plaques,Fer ; en plaques,,,,,,0,0,1,,,,,,51,
Fer ; en plat,Fer ; en plate,Fer ; en plaques,,,,,,,,,,,,,,,
Fer ; en plate,Fer ; en plate,Fer ; en plaques,,,,,,,,1,,,,,,1,
Fer ; en platine,Fer ; en platines,Fer ; en platines,,,,,,0,0,1,,,,,,3,
Fer ; en platines,Fer ; en platines,Fer ; en platines,,,,,,,,1,,,,,,22,
Fer ; en plats,Fer ; en plate,Fer ; en plate,,,,,,0,0,1,,,,,,5,
Fer ; en platte,Fer ; en plate,Fer ; en plate,,,,,,0,0,1,,,,,,7,
Fer ; en plattes,Fer ; en plate,Fer ; en plate,,,,,,0,0,1,,,,,,1,
Fer ; en platures,Fer ; en platures,Fer ; en platures,,,,,,,,1,,,,,,1,
Fer ; en poele à frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,0,0,1,,,,,,3,
Fer ; en poeles a frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,0,0,1,,,,,,4,
Fer ; en poeles à frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,,,1,,,,,,7,
Fer ; en poesles à frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,0,0,1,,,,,,2,
Fer ; en poestes à frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,0,0,1,,,,,,2,
Fer ; en poids,Fer ; en poids,Fer ; en poids,,,,,,0,0,1,,,,,,13,
Fer ; en porte à frir,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,0,0,1,,,,,,2,
Fer ; en poterie,Fer ; en poterie,Fer ; en poterie,,,,,,,,,,,,,,,
Fer ; en pots,Fer ; en pots,Fer ; en poterie,,,,,,,,1,,,,,,1,
Fer ; en potterie,Fer ; en poterie,Fer ; en poterie,,,,,,0,0,1,,,,,,10,
Fer ; en potteries,Fer ; en poterie,Fer ; en poterie,,,,,,0,0,1,,,,,,1,
Fer ; en poêle à frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,,,,,,,,,,
Fer ; en poêles,Fer ; en poêles à frire,Poêles ; de fer,,,,,,0,0,1,,,,,,2,
Fer ; en poêles à frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,,,,,,,,,,
Fer ; en poële à frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,0,0,1,,,,,,1,
Fer ; en poëles à frire,Fer ; en poêles à frire,Fer ; en poêles à frire,,,,,,0,0,1,,,,,,5,
Fer ; en rampes,Fer ; en rampes,Fer ; en rampes,,,,,,,,,,,,,,,
Fer ; en rechaux,Fer ; en rechaux,Fer ; en rechaux,,,,,,,,,,,,,,,
Fer ; en saule,Fer ; en tôle,Fer ; en taule,,,,,,0,0,1,,,,,,2,
Fer ; en scies,Fer ; en scies,Quincailleries ; de fer ; scies,,,,,,0,0,1,,,,,,1,
Fer ; en serrares,Fer ; en serrures,Ouvrage ; de serrurerie ; fer,,,,,,0,0,1,,,,,,2,
Fer ; en serrure,Fer ; en serrures,Ouvrage ; de serrurerie ; fer,,,,,,,,,,,,,,,
Fer ; en serrures,Fer ; en serrures,Ouvrage ; de serrurerie ; fer,,,,,,,,1,,,,,,14,
Fer ; en sucs,Fer ; en sucs,Fer ; en sucs,,,,,,0,0,1,,,,,,1,
