marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	test	numrodeligne	dataentryby	source	SourceType	year	exportsimports	direction	bureaux	sheet	origine	pays	quantit	value	leurvaleursubtotal1	leurvaleursubtotal2	leurvaleursubtotal3	total	remarks
Peaux de rennes	Peaux ; de rennes	Peaux ; de rennes										1				1	3695	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			124		Hollande		7785		0		0	
Peaux de tauraux	Peaux ; de taureaux	Peaux ; de taureaux										1				1	2802	Milewski	Montbret 155-1	Objet Général	1761	Imports			120		Naples		48110				1431229.2	
peaux de tigres	Peaux ; de tigres	Peaux ; de tigres		huiden (tijgers)	tigre hides	pieces	[idem] appretés	1	0	0	0					1	3101	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Nantes		174		Hollande		372.5					
Peaux de vache	Peaux ; de vache	Peaux ; de vache										1				1	585	Saadia Mai	Montbret 155-1	Objet Général	1755	Exports			121		Espagne		181.1	0	0		0	
Peaux de veaux	Peaux ; de veau	Peaux ; de veau										1				1	4535	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	La Rochelle		228		Isles Françoises de l'Amerique, Canada et Terre-Neuve		180				180	
peaux de veaux à paqueter	Peaux ; de veaux ; à paqueter	Peaux ; de veau ; pour emballage		huiden (kalveren, voor verpakking)	calf hides for packaging	guilders		1	0	0	0					1	1106	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Amiens		317		Angleterre		36				38	
peaux de veaux à poil	Peaux ; de veaux ; à poil	Peaux ; de veau		huiden (kalveren, behaard)	hides of calfs (with hair)	pieces		1	1	0	0					1	3529	Hichem Omri	AN F12 249	Objet Général	1782	Exports			210		Genese		232				73385	
peaux de veaux appretées en chamois	Peaux ; de veaux ; apprêtées en chamois	Peaux ; de veau ; chamoisées		huiden (kalveren, bereid tot zeemvellen)	calf hides in chamois	pounds		1	1	0	0					1	291	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Dunkerque-Basseville	33		marseilles	3150	391					
peaux de veaux appretées et en couleur	Peaux ; de veaux ; apprêtées et en couleur	Peaux ; apprêtées ; de veau ; teintées		huiden (kalveren, bereid in allerlei kleuren)	processed calf hides in colours	pieces		1	1	0	0					1	333	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Lille	Lille	12		etatsdelempereur		220				220	
peaux de veaux appretés en buffle	Peaux ; de veaux ; apprêtées  en buffle	Peaux ; de veau apprêtés en buffle		huiden (kalveren, bereid in buffel)	calf hides in buffle	pieces		1	0	0	0					1	290	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Dunkerque-Basseville	33		marseilles	41025	4102					
peaux de veaux appretés en maroquin	Peaux ; de veaux ; apprêtées  en maroquin	Peaux ; de veau apprêtés en maroquin		huiden (kalveren, bereid in marokijn)	calf hides (morocco)	pounds		1	0	0	0					1	52	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Rouen	Honfleur	37		marseilles	109770	16465					
peaux de veaux appretés pour cuir doré	Peaux ; de veaux ; apprêtées  pour cuir doré	Peaux ; de veau apprêtés pour cuir doré		huiden (kalveren, voor verguld leder)	calf hides for gilded leather	pieces		1	1	0	0					1	339	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Rouen	Rouen	31		marseilles	25159	6290					
peaux de veaux corroyé	Peaux ; de veaux ; corroyé	Peaux ;  corroyé ; de veau		huiden (kalveren, geweld)	steeped calf hides	pieces		1	0	0	0					1	338	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Rouen	Rouen	31		marseilles	332395	46535					
peaux de veaux dit rousette	Peaux ; de veaux ; dit roussette	Peaux ; de veaux ; dit roussette		huiden (kalveren, roussette)	calf hides (roussette)	guilders		1	0	0	0					1																		
peaux de veaux dit roussette	Peaux ; de veaux ; dit roussette	Peaux ; de veaux ; dit roussette						0	0	0	0					1	77	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Rouen	Dieppe	41		marseilles	4033	806					
peaux de veaux en bazennes	Peaux ; de veaux ; en basanes	Peaux ; de veaux ; basane		huiden (kalveren, bereid in bazennes)	calf hides in bazennes	pieces		1	1	0	0					1	2053	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			128		Nord		4456				118075	
peaux de veaux en blanc	Peaux ; de veaux ; en blanc	Peaux ; de veau en blanc		huiden (kalveren, bereid in wit)	processed calf hides in white	pieces		1	1	0	0					1	2990	Annick Davis	Montbret 849	Objet Général	1752	Exports			196		Italie		104				50303	
peaux de veaux pour cordonniers	Peaux ; de veaux ; pour cordonniers	Peaux ; de veau pour cordonniers		huiden (kalveren, voor schoenmakers)	calf hides for shoemakers	pounds		1	1	0	0					1	4538	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Bordeaux		228		Isles Françoises de l'Amerique, Canada et Terre-Neuve		600	600			171124.5	
peaux de veaux secs et à poil	Peaux ; de veaux ; secs et à poil	Peaux ; de veau secs et à poil		huiden (kalveren, gedroogd en behaard)	hides of calfs (dried and with hair)	pieces		1	0	0	0					1	4539	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Bordeaux		228		Isles Françoises de l'Amerique, Canada et Terre-Neuve		1920	1920			171124.5	
peaux de veaux secs pour caisses	Peaux ; de veaux ; secs pour caisses	Peaux ; de veau ; pour emballage						0	0	0	0					1	4540	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Nantes		228		Isles Françoises de l'Amerique, Canada et Terre-Neuve		800	800			171124.5	
Peaux et pelleteries	Peaux ; Pelleterie	Peaux						0	0	0	0					1	6532	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Lyon		63		Savoye et Piemont		2222.5	2563.5			2613.5	
Peaux fines de chèvre	Peaux ; fines de ; chèvre	Peaux ; de chèvre, fine										1				1	4544	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Montpellier		228		Isles Françoises de l'Amerique, Canada et Terre-Neuve		1566	167804.5			171124.5	
Peaux melées ; D'agneaux	Peaux mêlées ; D'agneaux	Peaux ; d'agneau						0	0	1	0					1	6535	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Lyon		63		Savoye et Piemont		50	50			2613.5	
Peaux melées ; De boucs	Peaux mêlées ; De boucs	Peaux ; de boucs						0	0	1	0					1	2993	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	St. Quentin		42		Flandre Autrichienne		105				2500	
Peaux melées ; De cerfs	Peaux mêlées ; De cerfs	Peaux ; de cerfs						0	0	1	0					1	1620	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Flandre		42		Flandre Autrichienne		1392					
Peaux melées ; De chevres	Peaux mêlées ; De chèvres	Peaux ; de chèvre						0	0	1	0					1	1621	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Flandre		42		Flandre Autrichienne		18					
Peaux melées ; De chevreuil	Peaux mêlées ; De chevreuil	Peaux ; de chevreuil						0	0	1	0					1	3526	Hichem Omri	AN F12 249	Objet Général	1782	Exports			210		Espagne		2400				461598	
Peaux melées ; De Daims	Peaux mêlées ; De Daims	Peaux ; de daim						0	0	1	0					1	3519	Hichem Omri	AN F12 249	Objet Général	1782	Exports			210		Etat de l'empreur		200847	459198			461598	
Peaux melées ; De dains	Peaux mêlées ; De Daims	Peaux ; de daim						0	0	1	0					1	3005	Annick Davis	Montbret 849	Objet Général	1752	Exports			197		Nord		6500				3561276	
Peaux melées ; De maroquins	Peaux mêlées ; De maroquins	Peaux ; de maroquin						0	0	1	0					1	1561	Annick Davis	Montbret 849	Objet Général	1772	Imports			73		Indes		710556				6451518	
Peaux melées ; De moutons	Peaux mêlées ; De moutons	Peaux ; de mouton						0	0	1	0					1	3795	Milewski	Montbret 155-1	Objet Général	1754	Exports			124		Espagne		9543.75	21693	0		1111321.75	
Peaux melées ; De veaux	Peaux mêlées ; De veaux	Peaux ; de veau						0	0	1	0					1	2065	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			130		Hollande		43100	324400			422517	
Peaux melées ; Diverses	Peaux mêlées ; Diverses	Peaux						0	0	1	0					1	2060	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Exports			69		Italie		80020		654020		844957	
Peaux meslées ; D'agneaux	Peaux mêlées ; D'agneaux	Peaux ; d'agneau						0	0	1	0					1	2005	Fatima Zahra	AN F12 242	Objet Général	1775	Exports			126		Suede		29700	1381560			1534517	
Peaux meslées ; De boucs	Peaux mêlées ; De boucs	Peaux ; de boucs						0	0	1	0					1	3498	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Marseille		174		Hollande		290800				290800	
Peaux meslées ; De cerfs	Peaux mêlées ; De cerfs	Peaux ; de cerfs						0	0	1	0					1	2622	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			125		Hollande		21200	0	0	0	13528004	
Peaux meslées ; De chamois	Peaux mêlées ; De chamois	Peaux ; de chamois						0	0	1	0					1	1492	Fatima Zahra	IIHS-122G	Objet Général	1774	Imports			69		Savoye		398064	6298306			6779068	
Peaux meslées ; De chevreaux	Peaux mêlées ; De chevreaux	Peaux ; de chevreaux						0	0	1	0					1	1554	Annick Davis	Montbret 849	Objet Général	1772	Imports			73		Hollande		6624	5736228			6451518	
Peaux meslées ; De chevres	Peaux mêlées ; De chèvres	Peaux ; de chèvre						0	0	1	0					1	288	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Dunkerque-Basseville	33		dunkerque	4183	83660					
Peaux meslées ; De chevreuils	Peaux mêlées ; De chevreuil	Peaux ; de chevreuil						0	0	1	0					1	289	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Dunkerque-Basseville	33		dunkerque	16641	399384					
Peaux meslées ; De chien de mer	Peaux mêlées ; De chien de mer	Peaux ; de chien de mer						0	0	1	0					1	2283	Annick Davis	Montbret 849	Objet Général	1752	Imports			197		Suisse		2.9e+06				22769952	
Peaux meslées ; De cigues	Peaux mêlées ; De cignes	Peaux ; de cygne						0	0	1	0					1	4940	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Imports	Lyon		33		Suisse et Geneve		6					
Peaux meslées ; diverses	Peaux mêlées ; Diverses	Peaux						0	0	1	0					1	1539	Saadia Mai	IIHS-122E	Objet Général	1771	Imports			80		Russie	48492	43642				90458	
Peaux salés	Peaux ; salés	Peaux ; salés										1				1	1481	Annick Davis	IIHS-122A	Objet Général	1767	Imports			72		Hollande		8500				47225	
peaux sauvages et de castor	Peaux ; sauvages et de castor	Peaux ; sauvages et de castor		huiden (bevers en wilde dieren)	hides of wild animals and beavers	pieces	[idem] appretés	1	0	0	0					1	2479	Milewski	Montbret 155-1	Objet Général	1754	Imports			125		Suisse		3.0e+06				23519212	
peaux sauvages et étrangères	Peaux ; sauvages et étrangères	Peaux ; sauvages et étrangères		huiden (wilde en vreemde dieren)	wild hides	guilders	[idem] appretés	1	1	0	0					1	2628	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			125		Suisse		2.0e+06	0	0	0	13528004	
Peaux séchés	Peaux ; séchés	Peaux ; séchés										1				1	1366	Fatima Zahra	AN F12 248	Objet Général	1780	Imports			116		Espagne		16700				28972916	
Peaux tannées	Peaux ; tannées	Peaux ; tannées										1				1	1918	Saadia Mai	Montbret 155-1	Objet Général	1755	Imports			122		Suisse		3.1e+06	0	0		19650044	
Peaux, de cignes?	Peaux ; de cygnes?	Peaux ; de cygnes						0	0	1	0					1	1917	Saadia Mai	Montbret 155-1	Objet Général	1755	Imports			122		Allemagne		336	0	0		19650044	
Peaux, de martre	Peaux ; de martre	Peaux ; de martre						0	0	1	0					1	1479	Annick Davis	IIHS-122A	Objet Général	1767	Imports			72		Suisse		21896				15915164	
Peaux/fourrure d'écureil	Peau et fourrure ; d'écureuil	Peaux ; d'écureuil										1				1	2667	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			113		Savoye		3.1e+06	0	0		14718410	
pêches	Pêches	Fruit ; Pêche		perzikken	peaches	mand		1	0	0	0					1	2830	Milewski	Montbret 155-1	Objet Général	1761	Imports			121		Savoye		5.4e+06				15850224	
Peches seches	Pêches ; sèches	Fruit ; Pêche ; sèche						0	0	1	0					1	3799	Milewski	Montbret 155-1	Objet Général	1754	Exports			125		Espagne		452.75	0	0		1111321.75	
peigne d'ecaille	Peignes ; d'écaille	Peignes ; d'écaille		kammen (schelp)	combs of shell	guilders		1	1	0	0					1	1478	Annick Davis	IIHS-122A	Objet Général	1767	Imports			72		Savoye		7.2e+06				15915164	
peigne de bois	Peignes ; de bois	Peignes ; de bois		kammen (hout)	combs of wood	guilders		1	0	0	0					1	3009	Annick Davis	Montbret 849	Objet Général	1752	Exports			197		Portugal		48				3561276	
Peignes	Peignes	Peignes						0	0	1	0					1	2669	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			113		Hollande		20625	0	0		14718410	
Peignes ; a tisserand	Peignes ; a tisserand	Peignes ; a tisserand						0	0	1	0					1	1495	Fatima Zahra	IIHS-122G	Objet Général	1774	Imports			70		Hollande		128800	480762			6779068	
Peignes ; à tisserand	Peignes ; à tisserand	Peignes ; à tisserand						0	0	1	0					1	2833	Milewski	Montbret 155-1	Objet Général	1761	Imports			121		Flandre		11968				15850224	
Peignes ; d'Ecaille	Peignes ; d'écaille	Peignes ; d'écaille						0	0	1	0					1	2668	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			113		Suisse		2.7e+06	0	0		14718410	
Peignes ; d'ecaille	Peignes ; d'écaille	Peignes ; d'écaille						0	0	1	0					1	1562	Annick Davis	Montbret 849	Objet Général	1772	Imports			73		Indes		4734				6451518	
Peignes ; d'écaille	Peignes ; d'écaille	Peignes ; d'écaille						0	0	1	0					1	3595	Milewski	Montbret 155-1	Objet Général	1761	Exports			121		Hollande		56896				432246.8	
Peignes ; d'yvoine	Peignes ; d'ivoire	Peignes ; d'ivoire						0	0	1	0					1	624	Saadia Mai	Montbret 155-1	Objet Général	1755	Exports			122		Hollande		5280	100128	0		2793629	
Peignes ; d'yvoire	Peignes ; d'ivoire	Peignes ; d'ivoire						0	0	1	0					1	2112	Annick Davis	IIHS-122A	Objet Général	1767	Exports			72		Angleterre		114000				503493	
Peignes ; de bois	Peignes ; de bois	Peignes ; de bois						0	0	1	0					1	5611	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Lyon		103		Italie		216				623176	
Peignes ; de buis	Peignes ; de buis	Peignes ; de buis						0	0	1	0					1	1480	Annick Davis	IIHS-122A	Objet Général	1767	Imports			72		Suisse		2260				15915164	
Peignes ; de corne	Peignes ; de corne	Peignes ; de corne						0	0	1	0					1	2995	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Flandre		42		Flandre Autrichienne		26				1326	
Peignes ; de cornes	Peignes ; de corne	Peignes ; de corne						0	0	1	0					1	2011	Fatima Zahra	AN F12 242	Objet Général	1775	Exports			126		Suisse		6975	70925			1534517	
Peignes ; de corue	Peignes ; de corne	Peignes ; de corne						0	0	1	0					1	157	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Lille	45		etatsdelempereur	1113	40064				40064	
Peignes à tisserand	Peignes ; à tisserand	Peignes ; à tisserand						0	0	1	0					1	2670	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			113		Hollande		5858	0	0		25803	
peignes d'ivoir	Peignes ; d'ivoire	Peignes ; d'ivoire		kammen (ivoor)	combs of ivory	pounds		1	0	0	0					1	3742	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			125		Flandre		88		0		0	
peignes d'os	Peinges ; d'os	Peignes ; d'os		kammen (been)	combs of bone	pounds		1	0	0	0					1	2481	Milewski	Montbret 155-1	Objet Général	1754	Imports			125		Hollande		49000				23519212	
Peignes de buis	Peignes ; de buis	Peignes ; de buis						0	0	1	0					1	1108	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Bordeaux		318		Angleterre		4140				4140	
peignes de cornes	Peignes ; de corne	Peignes ; de corne		kammen (hoorn)	combs of horn	pounds		1	0	0	0					1	2864	Hichem Omri	AN F12 249	Objet Général	1782	Imports			209		Sardaigne		13698				25708491	
Peignes étoffe	Peignes ; d'étoffe	Peignes ; d'étoffe						0	0	1	0					1	2863	Hichem Omri	AN F12 249	Objet Général	1782	Imports			209		Suisse-Geneve		503225	25112669			25708491	
Peinceaux	Pinceaux	Pinceaux						0	0	1	0					1	2866	Hichem Omri	AN F12 249	Objet Général	1782	Imports			209		Suisse-Geneve		570360	582124			25708491	
Peinçeaux	Pinceaux	Pinceaux						0	0	1	0					1	2209	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Nantes		166		Espagne, Canaries et Indes Occidentales		450				2839.5	
Peingnes ; d'yvoire	Peignes ; d'ivoire	Peignes ; d'ivoire						0	0	1	0					1	3805	Milewski	Montbret 155-1	Objet Général	1754	Exports			125		Suede		278.25	0	0		657.75	
Peingnes ; de buis	Peignes ; de buis	Peignes ; de buis						0	0	1	0					1	3111	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Rouen		174		Hollande		118.5					
Peingnes ; de corne	Peignes ; de corne	Peignes ; de corne						0	0	1	0					1	2288	Annick Davis	Montbret 849	Objet Général	1752	Imports			197		Espagne		395.3				395	
Peintures	Peintures	Peintures						0	0	1	0					1																		
peintures et tableaux	Peintures ; et tableaux	Peintures ; et tableaux		schilderijen	paintings	pieces		1	1	0	0					1	3112	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Rennes		174		Hollande		2.5					
Peintures/tableaux	Peintures ; et tableaux	Peintures ; et tableaux										1				1	2631	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			125		Italie		664	0	0	0	0	
Pekin	Pékin	Pékin						0	0	1	0					1	3011	Annick Davis	Montbret 849	Objet Général	1752	Exports			197		Angleterre		563				1638	
Pelares ; De cacao	Pelures ; De cacao	Écorce ; de cacao						0	0	1	0					1	2289	Annick Davis	Montbret 849	Objet Général	1752	Imports			197		Hollande		125				1513	
Peletterie ; aprêtée	Pelleterie ; apprêtée	Peaux ; apprêtées						0	0	1	0					1	3114	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Amiens		174		Hollande		5					
Pelisse	Pelisse	Pelisse						0	0	1	0					1	3115	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Rouen		174		Hollande		45					
pelisses communes	Pelisse ; commune	Pelisse ; commune		bonten tabberts	fur tabards	pieces		1	0	0	0					1	1925	Saadia Mai	Montbret 155-1	Objet Général	1755	Imports			123		Hollande		40	0	0		0	
Pelle ; de bois	Pelle ; de bois	Pelle ; de bois						0	0	1	0					1	2841	Milewski	Montbret 155-1	Objet Général	1761	Imports			122		Hollande		375				0	
Pelle ; de fer	Pelle ; de fer	Pelle ; de fer						0	0	1	0					1																		
Pelles	Pelles	Pelles										1				1	2024	Fatima Zahra	IIHS-122G	Objet Général	1774	Exports			68		Levant		750000				1181625	
Pelles ; de bois	Pelle ; de bois	Pelle ; de bois						0	0	1	0					1	2488	Milewski	Montbret 155-1	Objet Général	1754	Imports			125		Hollande		207.8				0	
Pelles de bois	Pelle ; de bois	Pelle ; de bois						0	0	1	0					1	3955	Fatima Zahra	AN F12 242	Objet Général	1775	Imports			127		Hollande		2484					
