marchandises;id;marchandises_normalisees_inter;marchandises_normalisees;product_prix;dutchtranslation;englishproduct;unit;alternativenames;source_rg_1774;source_rgbase;source_france;source_sound;source_hambourg;v14;v15;remarques;nbr_lignes_fr;nbr_lignes_hambourg
"Toile ; de Bretagne ; de montagne";15178;"Toile ; de Bretagne ; de Montagne";"Toile ; de Bretagne ; de Mortagne";;;;;;;;;;;;;;;
"Toile ; de Bretagne ; de mortaix";15179;"Toile ; de Bretagne ; de Morlaix";"Toile ; de Bretagne ; de Morlaix";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; de ménage";15180;"Toile ; de Bretagne ; de ménage";"Toile ; de Bretagne ; de ménage";;;;;;0;0;1;;;;;;4;
"Toile ; de Bretagne ; de quatrefils";15181;"Toile ; de Bretagne ; de Fils";"Toile ; de Bretagne ; de Fils";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; de rondelette";15182;"Toile ; de Bretagne ; de rondelette";"Toile ; de Bretagne ; de rondelette";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; de rosconne";15183;"Toile ; de Bretagne ; de rosconne";"Toile ; de Bretagne ; de rosconne";;;;;;;;1;;;;;;6;
"Toile ; de Bretagne ; de rousse";15184;"Toile ; de Bretagne ; de rousse";"Toile ; de Bretagne ; rousse";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; de sept huit";15185;"Toile ; de Bretagne ; de sept huit";"Toile ; de Bretagne ; de sept huit";;;;;;;;;;;;;;;
"Toile ; de Bretagne ; debrin";15186;"Toile ; de Bretagne ; de brin";"Toile ; de Bretagne ; de brin";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; diverse";15187;"Toile ; de Bretagne ; diverse";"Toile ; de Bretagne";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; diverses";15188;"Toile ; de Bretagne ; diverse";"Toile ; de Bretagne ; diverse";;;;;;;;1;;;;;;2;
"Toile ; de Bretagne ; entre large";15189;"Toile ; de Bretagne ; entre large";"Toile ; de Bretagne ; entre large";;;;;;0;0;1;;;;;;12;
"Toile ; de Bretagne ; entre-large";15190;"Toile ; de Bretagne ; entre large";"Toile ; de Bretagne ; entre large";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; entrelarge";15191;"Toile ; de Bretagne ; entre large";"Toile ; de Bretagne ; entre large";;;;;;0;0;1;;;;;;2;
"Toile ; de Bretagne ; etroitte";15192;"Toile ; de Bretagne ; étroite";"Toile ; de Bretagne ; étroite";;;;;;0;0;1;;;;;;7;
"Toile ; de Bretagne ; gracienne";15193;"Toile ; de Bretagne ; gracienne";"Toile ; de Bretagne ; gracienne";;;;;;0;0;1;;;;;;27;
"Toile ; de Bretagne ; gratienne";15194;"Toile ; de Bretagne ; gracienne";"Toile ; de Bretagne ; gracienne";;;;;;0;0;1;;;;;;2;
"Toile ; de Bretagne ; gris";15195;"Toile ; de Bretagne ; gris";"Toile ; de Bretagne ; grise";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; grise";15196;"Toile ; de Bretagne ; grise";"Toile ; de Bretagne ; grise";;;;;;0;0;1;;;;;;2;
"Toile ; de Bretagne ; gros brin";15197;"Toile ; de Bretagne ; gros brin";"Toile ; de Bretagne ; gros brin";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; langerneau";15198;"Toile ; de Bretagne ; de Landerneau";"Toile ; de Bretagne ; de Landerneau";;;;;;0;0;1;;;;;;3;
"Toile ; de Bretagne ; large";15199;"Toile ; de Bretagne ; large";"Toile ; de Bretagne ; large";;;;;;0;0;1;;;;;;36;
"Toile ; de Bretagne ; ocbrin";15200;"Toile ; de Bretagne ; de brin";"Toile ; de Bretagne ; de brin";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; ouvrée";15201;"Toile ; de Bretagne ; ouvrée";"Toile ; de Bretagne ; ouvrée";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; peinte";15202;"Toile ; de Bretagne ; peinte";"Toile ; de Bretagne ; peinte";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; raxonne";15203;"Toile ; de Bretagne ; raxonne";"Toile ; de Bretagne ; raxonne";;;;;;;;1;;;;;;1;
"Toile ; de Bretagne ; rayée";15204;"Toile ; de Bretagne ; rayée";"Toile ; de Bretagne ; rayée";;;;;;0;0;1;;;;;;3;
"Toile ; de Bretagne ; reforme";15205;"Toile ; de Bretagne ; reforme";"Toile ; de Bretagne ; reforme";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; rondelette";15206;"Toile ; de Bretagne ; de rondelette";"Toile ; de Bretagne ; de rondelette";;;;;;0;0;1;;;;;;5;
"Toile ; de Bretagne ; rosconne";15207;"Toile ; de Bretagne ; de rosconne";"Toile ; de Bretagne ; de rosconne";;;;;;0;0;1;;;;;;24;
"Toile ; de Bretagne ; roscours";15208;"Toile ; de Bretagne ; de rosconne";"Toile ; de Bretagne ; de rosconne";;;;;;0;0;1;;;;;;4;
"Toile ; de Bretagne ; roudelette";15209;"Toile ; de Bretagne ; de rondelette";"Toile ; de Bretagne ; de rondelette";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; rouge et bleüe";15210;"Toile ; de Bretagne ; rouge et bleue";"Toile ; de Bretagne ; rouge et bleue";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; rousse";15211;"Toile ; de Bretagne ; rousse";"Toile ; de Bretagne ; rousse";;;;;;0;0;1;;;;;;3;
"Toile ; de Bretagne ; serpillere";15212;"Toile ; de Bretagne ; serpillière";"Toile ; de Bretagne ; serpillière";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne ; serpilliere";15213;"Toile ; de Bretagne ; serpillière";"Toile ; de Bretagne ; serpillière";;;;;;0;0;1;;;;;;2;
"Toile ; de Bretagne ; vitrée";15214;"Toile ; de Bretagne ; vitrée";"Toile ; de Bretagne ; vitrée";;;;;;0;0;1;;;;;;3;
"Toile ; de Bretagne ; à carreaux";15215;"Toile ; de Bretagne ; à carreaux";"Toile ; de Bretagne ; à carreaux";;;;;;0;0;1;;;;;;20;
"Toile ; de Bretagne ; à voile";15216;"Toile ; de Bretagne ; à voile";"Toile ; de Bretagne ; à voile";;;;;;0;0;1;;;;;;17;
"Toile ; de Bretagne ; étroite";15217;"Toile ; de Bretagne ; étroite";"Toile ; de Bretagne ; étroite";;;;;;0;0;1;;;;;;18;
"Toile ; de Bretagne ; étroitte";15218;"Toile ; de Bretagne ; étroite";"Toile ; de Bretagne ; étroite";;;;;;0;0;1;;;;;;22;
"Toile ; de Bretagne de Fougere";15219;"Toile ; de Bretagne ; de Fougère";"Toile ; de Bretagne ; de Fougère";;;;;;0;0;1;;;;;;1;
"Toile ; de Bretagne; large";15220;"Toile ; de Bretagne ; large";"Toile ; de Bretagne ; large";;;;;;;;;;;;;;;
"Toile ; de Bretagne; à voile";15221;"Toile ; de Bretagne ; à voile";"Toile ; de Bretagne ; à voile";;;;;;;;;;;;;;;
"Toile ; de Béarn";15222;"Toile ; du Béarn";"Toile ; du Béarn";;;;;;;;;;;;;;;
"Toile ; de Caladric";15223;"Toile ; de Bretagne ; vitrée";"Toile ; de Bretagne ; vitrée";;;;;;0;0;1;;;;;;1;
"Toile ; de Cambray";15224;"Toile ; de Cambrais";"Toile ; de Cambrais";;;;;;0;0;1;;;;;;16;
"Toile ; de Chanvre";15225;"Toile ; de chanvre";"Toile ; de chanvre";;;;;;0;0;1;;;;;;3;
"Toile ; de Cholen";15226;"Toile ; de Cholet";"Toile ; de Cholet";;;;;;0;0;1;;;;;;6;
"Toile ; de Comté";15227;"Toile ; de Comté";"Toile ; de Comté";;;;;;0;0;1;;;;;;4;
"Toile ; de Flandre";15228;"Toile ; de Flandre";"Toile ; de Flandre";;;;;;0;0;1;;;;;;2;
"Toile ; de France";15229;"Toile ; de France";"Toile ; de France";;;;;;0;0;1;;;;;;2;
"Toile ; de Frize";15230;"Toile ; de Frize";"Toile ; de Frize";;;;;;;;;;;;;;;
"Toile ; de Grenoble";15231;"Toile ; de Grenoble";"Toile ; de Grenoble";;;;;;0;0;1;;;;;;1;
"Toile ; de Hollande";15232;"Toile ; de Hollande";"Toile ; de Hollande";;;;;;;;1;;;;;;1;
"Toile ; de Laval";15233;"Toile ; de Laval";"Toile ; de Laval";;;;;;0;0;1;;;;;;1;
"Toile ; de Levant";15234;"Toile ; de Levant";"Toile ; du Levant";;;;;;0;0;1;;;;;;36;
"Toile ; de Levant ; diverses";15235;"Toile ; de Levant ; divers";"Toile ; du Levant";;;;;;0;0;1;;;;;;8;
"Toile ; de Lille";15236;"Toile ; de Lille";"Toile ; de Lille";;;;;;0;0;1;;;;;;1;
"Toile ; de Lin ; Des Quentin";15237;"Toile ; de lin ; de St. Quentin";"Toile ; de lin ; de St. Quentin";;;;;;0;0;1;;;;;;14;
"Toile ; de Lin ; Royale";15238;"Toile ; de lin ; Royale";"Toile ; de lin ; royale";;;;;;0;0;1;;;;;;1;
"Toile ; de Lyon";15239;"Toile ; de Lyon";"Toile ; de Lyon";;;;;;0;0;1;;;;;;2;
"Toile ; de Marigny";15240;"Toile ; de Marigny";"Toile ; de Marigny";;;;;;0;0;1;;;;;;1;
"Toile ; de Montagne";15241;"Toile ; de montagne";"Toile ; de montagne";;;;;;;;;;;;;;;
"Toile ; de Mortagne";15242;"Toile ; de montagne";"Toile ; de montagne";;;;;;0;0;1;;;;;;1;
"Toile ; de Piemont";15243;"Toile ; de Piémont";"Toile ; de Piémont";;;;;;0;0;1;;;;;;1;
"Toile ; de Piémon";15244;"Toile ; de Piémont";"Toile ; de Piémont";;;;;;0;0;1;;;;;;1;
"Toile ; de Rosconne";15245;"Toile ; de Rosconne";"Toile ; de Rosconne";;;;;;;;;;;;;;0;
"Toile ; de Rouen";15246;"Toile ; de Rouen";"Toile ; de Rouen";;;;;;0;0;1;;;;;;1;
"Toile ; de Roüen";15247;"Toile ; de Rouen";"Toile ; de Rouen";;;;;;0;0;1;;;;;;2;
"Toile ; de Russie";15248;"Toile ; de Russie";"Toile ; de Russie";;;;;;;;1;;;;;;1;
"Toile ; de Saintonge";15249;"Toile ; de Russie";"Toile ; de Russie";;;;;;;;;;;;;;;
"Toile ; de Saintonges";15250;"Toile ; de Saintonge";"Toile ; de Saintonge";;;;;;0;0;1;;;;;;7;
"Toile ; de Saintongs";15251;"Toile ; de Saintonge";"Toile ; de Saintonge";;;;;;0;0;1;;;;;;2;
"Toile ; de Silesie";15252;"Toile ; de Valenciennes";"Toile ; de Valenciennes";;;;;;0;0;1;;;;;;1;
"Toile ; de Silésie";15253;"Toile ; de Silesie";"Toile ; de Silésie";;;;;;;;;;;;;;;
"Toile ; de St Georges";15254;"Toile ; de St Georges";"Toile ; de St Georges";;;;;;0;0;1;;;;;;1;
"Toile ; de St Quentin";15255;"Toile ; de St Quentin";"Toile ; de St Quentin";;;;;;;;;;;;;;;
"Toile ; de Suisse";15256;"Toile ; de Suisse";"Toile ; de Suisse";;;;;;;;1;;;;;;15;
"Toile ; de Valencienne";15257;"Toile ; de Suisse";"Toile ; de Suisse";;;;;;0;0;1;;;;;;1;
"Toile ; de Valenciennes";15258;"Toile ; de Valenciennes";"Toile ; de Valenciennes";;;;;;0;0;1;;;;;;15;
"Toile ; de Virmoutiers";15259;"Toile ; de Valenciennes";"Toile ; de Valenciennes";;;;;;0;0;1;;;;;;1;
"Toile ; de bearn";15260;"Toile ; du Béarn";"Toile ; du Béarn";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne";15261;"Toile ; de Bretagne";"Toile ; de Bretagne";;;;;;0;0;1;;;;;;7;
"Toile ; de bretagne ; blanche";15262;"Toile ; de Bretagne ; blanche";"Toile ; de Bretagne ; blanche";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; crée";15263;"Toile ; de Bretagne ; crue";"Toile ; de Bretagne ; crue";;;;;;0;0;1;;;;;;2;
"Toile ; de bretagne ; crée large";15264;"Toile ; de Bretagne ; crée large";"Toile ; de Bretagne ; crée large";;;;;;;;1;;;;;;1;
"Toile ; de bretagne ; d'oloune";15265;"Toile ; de Bretagne ; d'Olonne";"Toile ; de Bretagne ; d'Olonne";;;;;;0;0;1;;;;;;2;
"Toile ; de bretagne ; de 4 fils";15266;"Toile ; de Bretagne ; de Fils";"Toile ; de Bretagne ; de Fils";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de Morlaix";15267;"Toile ; de Bretagne ; de Morlaix";"Toile ; de Bretagne ; de Morlaix";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de brin";15268;"Toile ; de Bretagne ; de brin";"Toile ; de Bretagne ; de brin";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de cambourg";15269;"Toile ; de Bretagne ; de Combourg";"Toile ; de Bretagne ; de Combourg";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de couleur";15270;"Toile ; de Bretagne ; de couleur";"Toile ; de Bretagne ; de couleur";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de fougere";15271;"Toile ; de Bretagne ; de Fougère";"Toile ; de Bretagne ; de Fougère";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de halle";15272;"Toile ; de Bretagne ; de halle";"Toile ; de Bretagne ; de halle";;;;;;0;0;1;;;;;;3;
"Toile ; de bretagne ; de haw brin";15273;"Toile ; de Bretagne ; de haut brin";"Toile ; de Bretagne ; de haut brin";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de leon";15274;"Toile ; de Bretagne ; de Leon";"Toile ; de Bretagne ; de Leon";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de montagne";15275;"Toile ; de Bretagne ; de Montagne";"Toile ; de Bretagne ; de Mortagne";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de ménage";15276;"Toile ; de bretagne ; de ménage";"Toile ; de Bretagne ; de ménage";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; de vimoutiers";15277;"Toile ; de Bretagne ; de Virmoutiers";"Toile ; de Bretagne ; de Vimoutiers";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; entre large";15278;"Toile ; de Bretagne ; entre large";"Toile ; de Bretagne ; entre large";;;;;;0;0;1;;;;;;2;
"Toile ; de bretagne ; gracunne";15279;"Toile ; de Bretagne ; gracienne";"Toile ; de Bretagne ; gracienne";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; iosconne";15280;"Toile ; de Bretagne ; de rosconne";"Toile ; de Bretagne ; de rosconne";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; large";15281;"Toile ; de Bretagne ; large";"Toile ; de Bretagne ; large";;;;;;0;0;1;;;;;;3;
"Toile ; de bretagne ; rondelette";15282;"Toile ; de Bretagne ; de rondelette";"Toile ; de Bretagne ; de rondelette";;;;;;0;0;1;;;;;;1;
"Toile ; de bretagne ; à carreaux";15283;"Toile ; de Bretagne ; à carreaux";"Toile ; de Bretagne ; à carreaux";;;;;;0;0;1;;;;;;2;
"Toile ; de bretagne ; à voile";15284;"Toile ; de Bretagne ; à voile";"Toile ; de Bretagne ; à voile";;;;;;0;0;1;;;;;;3;
"Toile ; de bretagne ; étroite";15285;"Toile ; de Bretagne ; étroite";"Toile ; de Bretagne ; étroite";;;;;;0;0;1;;;;;;3;
"Toile ; de cambray";15286;"Toile ; de Cambrais";"Toile ; de Cambrais";;;;;;0;0;1;;;;;;3;
"Toile ; de capiton";15287;"Toile ; de capiton";"Toile ; de capiton";;;;;;0;0;1;;;;;;1;
"Toile ; de chanvre";15288;"Toile ; de chanvre";"Toile ; de chanvre";;;;;;;;1;;;;;;116;
"Toile ; de chanvre ; ...";15289;"Toile ; de chanvre ; ?";"Toile ; de chanvre";;;;;;0;0;1;;;;;;4;
"Toile ; de chanvre ; blanche";15290;"Toile ; de chanvre ; blanche";"Toile ; de chanvre ; blanche";;;;;;0;0;1;;;;;;6;
"Toile ; de chanvre ; diverse";15291;"Toile ; de chanvre ; diverse";"Toile ; de chanvre ; diverse";;;;;;0;0;1;;;;;;12;
"Toile ; de chanvre ; fine";15292;"Toile ; de chanvre ; fine";"Toile ; de chanvre ; fine";;;;;;0;0;1;;;;;;3;
"Toile ; de chanvre ; lerue";15293;"Toile ; de chanvre ; lerue";"Toile ; de chanvre ; lerue";;;;;;0;0;1;;;;;;1;
"Toile ; de chanvre ; loutil";15294;"Toile ; de chanvre ; loutil";"Toile ; de chanvre ; loutil";;;;;;0;0;1;;;;;;5;
"Toile ; de chanvre ; trillin";15295;"Toile ; de chanvre ; trillin";"Toile ; de chanvre ; trillin";;;;;;0;0;1;;;;;;1;
"Toile ; de chanvre ; à voile";15296;"Toile ; de chanvre ; à voile";"Toile ; de chanvre ; à voile";;;;;;0;0;1;;;;;;14;
"Toile ; de chasse";15297;"Tabac ; fabriqué";"Tabac ; fabriqué";;;;;;0;0;1;;;;;;16;
"Toile ; de chateau Gentier";15298;"Toile ; de Château-Gontier";"Toile ; de Château-Gontier";;;;;;0;0;1;;;;;;1;
"Toile ; de cholet";15299;"Toile ; de Cholet";"Toile ; de Cholet";;;;;;0;0;1;;;;;;3;
"Toile ; de comté";15300;"Toile ; de Comté";"Toile ; de Comté";;;;;;0;0;1;;;;;;1;
"Toile ; de cordat";15301;"Toile ; de cordat";"Toile ; de cordat";;;;;;0;0;1;;;;;;1;
"Toile ; de coton";15302;"Toile ; de coton";"Toile ; de coton";;;;;;;;1;;;;;;168;
"Toile ; de coton ; ***";15303;"Toile ; de coton ; ?";"Toile ; de coton";;;;;;0;0;1;;;;;;8;
"Toile ; de coton ; ...";15304;"Toile ; de coton ; ?";"Toile ; de coton";;;;;;0;0;1;;;;;;7;
"Toile ; de coton ; ?";15305;"Toile ; de coton ; ?";"Toile ; de coton";;;;;;;;1;;;;;;1;
"Toile ; de coton ; F...";15306;"Toile ; de coton ; ?";"Toile ; de coton";;;;;;0;0;1;;;;;;1;
"Toile ; de coton ; bazin";15307;"Toile ; de coton ; basin";"Toile ; de coton ; basin";;;;;;;;1;;;;;;13;
"Toile ; de coton ; bisinette";15308;"Toile ; de coton ; basinette";"Toile ; de coton ; basinette";;;;;;;;1;;;;;;1;
"Toile ; de coton ; blanche";15309;"Toile ; de coton ; blanche";"Toile ; de coton ; blanche";;;;;;;;1;;;;;;10;
"Toile ; de coton ; corroyée";15310;"Toile ; de coton ; corroyée";"Toile ; de coton ; corroyée";;;;;;;;1;;;;;;1;
"Toile ; de coton ; cotonette";15311;"Toile ; de coton ; cotonnette";"Toile ; de coton ; cotonnette";;;;;;;;1;;;;;;1;
"Toile ; de coton ; de Roüen";15312;"Toile ; de coton ; basin";"Toile ; de coton ; basin";;;;;;0;0;1;;;;;;2;
"Toile ; de coton ; des Indes";15313;"Toile ; de coton ; basin";"Toile ; de coton ; basin";;;;;;0;0;1;;;;;;4;
"Toile ; de coton ; divers";15314;"Toile ; de coton ; divers";"Toile ; de coton";;;;;;0;0;1;;;;;;7;
"Toile ; de coton ; diverse";15315;"Toile ; de coton ; divers";"Toile ; de coton";;;;;;0;0;1;;;;;;14;
"Toile ; de coton ; diverses";15316;"Toile ; de coton ; divers";"Toile ; de coton ; divers";;;;;;;;1;;;;;;11;
"Toile ; de coton ; en bazin";15317;"Toile ; de coton ; basin";"Toile ; de coton ; basin";;;;;;;;1;;;;;;2;
"Toile ; de coton ; en mousseline";15318;"Toile ; de coton ; en mousseline";"Toile ; de coton ; mousseline";;;;;;;;1;;;;;;1;
"Toile ; de coton ; façon ; de Nankin";15319;"Toile ; de coton ; façon ; de Nankin";"Étoffe ; coton ; Nankin";;;;;;;;1;;;;;;1;
"Toile ; de coton ; imprimée";15320;"Toile ; de coton ; imprimée";"Toile ; de coton ; imprimée";;;;;;0;0;1;;;;;;1;
"Toile ; de coton ; mousseline";15321;"Toile ; de coton ; mousseline";"Toile ; de coton ; mousseline";;;;;;0;0;1;;;;;;7;
"Toile ; de coton ; peinte";15322;"Toile ; de coton ; peinte";"Toile ; de coton ; peinte";;;;;;;;1;;;;;;5;
"Toile ; de coton ; persiste";15323;"Toile ; de coton ; persiste";"Toile ; de coton ; persiste";;;;;;;;1;;;;;;1;
"Toile ; de coton ; piquée";15324;"Toile ; de coton ; piquée";"Toile ; de coton ; piquée";;;;;;;;1;;;;;;1;
"Toile ; de coton ; soyée";15325;"Toile ; de coton ; soyée";"Toile ; de coton et soie";;;;;;;;1;;;;;;2;
"Toile ; de coton ; teinte";15326;"Toile ; de coton ; teinte";"Toile ; de coton ; teinte";;;;;;;;1;;;;;;2;
"Toile ; de coton des Indes";15327;"Toile ; de coton ; des Indes";"Toile ; de coton ; des Indes";;;;;;0;0;1;;;;;;1;
"Toile ; de coton pointe";15328;"Toile ; de coton";"Toile ; de coton";;;;;;0;0;1;;;;;;1;
"Toile ; de cotton";15329;"Toile ; de coton";"Toile ; de coton";;;;;;;;;;;;;;;
"Toile ; de cottray";15330;"Toile ; de Courtrai";"Toile ; de Courtrai";;;;;;0;0;1;;;;;;2;
"Toile ; de couleur";15331;"Toile ; de couleur";"Toile ; de couleur";;;;;;0;0;1;;;;;;4;
"Toile ; de crin";15332;"Toile ; de crin";"Toile ; de crin";;;;;;;;1;;;;;;84;
"Toile ; de fil";15333;"Toile ; de fil";"Toile ; de Bretagne ; raxonne";;;;;;0;0;1;;;;;;3;
"Toile ; de fil et coton";15334;"Toile ; de fil et coton";"Toile ; de fil et coton";;;;;;;;1;;;;;;28;
"Toile ; de fil et coton ; bazin";15335;"Toile ; de fil et coton ; basin";"Toile ; de fil et coton ; basin";;;;;;;;1;;;;;;1;
"Toile ; de fil et coton ; blanche";15336;"Toile ; de fil et coton ; blanche";"Toile ; de fil et coton ; blanche";;;;;;;;1;;;;;;1;
"Toile ; de fil et coton ; en siamoise ; blanche";15337;"Toile ; de fil et coton ; en siamoise ; blanche";"Toile ; de fil et coton ; siamoise ; blanche";;;;;;;;1;;;;;;2;
"Toile ; de fil et coton ; en siamoise ; imprimée";15338;"Toile ; de fil et coton ; en siamoise ; imprimée";"Toile ; de fil de coton ; siamoise ; imprimée";;;;;;;;1;;;;;;2;
"Toile ; de fil et coton ; en siamoise ; teinte";15339;"Toile ; de fil et coton ; en siamoise ; teinte";"Toile ; de fil de coton ; siamoise ; teinte";;;;;;;;1;;;;;;2;
"Toile ; de fil et coton ; imprimée";15340;"Toile ; de fil et coton ; imprimée";"Toile ; de fil et coton ; imprimée";;;;;;;;1;;;;;;2;
"Toile ; de fil et coton ; teinte";15341;"Toile ; de fil et coton ; teinte";"Toile ; de fil et coton ; teinte";;;;;;;;1;;;;;;3;
"Toile ; de flandre";15342;"Toile ; de Flandre";"Toile ; de Flandre";;;;;;0;0;1;;;;;;1;
"Toile ; de flandre de lin";15343;"Toile ; de lin ; de Flandre";"Toile ; de lin ; de Flandre";;;;;;0;0;1;;;;;;1;
"Toile ; de frame";15344;"Toile ; de France";"Toile ; de France";;;;;;0;0;1;;;;;;1;
"Toile ; de grenade";15345;"Toile ; de Grenade";"Toile ; de Grenade";;;;;;;;;;;;;;;
"Toile ; de grenoble";15346;"Toile ; de Grenoble";"Toile ; de Grenoble";;;;;;0;0;1;;;;;;1;
"Toile ; de l'inde";15347;"Toile ; de Grenoble";"Toile ; de Grenoble";;;;;;;;1;;;;;;3;
"Toile ; de levant";15348;"Toile ; de Levant";"Toile ; du Levant";;;;;;0;0;1;;;;;;5;
"Toile ; de lin";15349;"Toile ; de lin";"Toile ; de lin";;;;;;0;0;1;;;;;;8;
"Toile ; de lin , de Beauvais";15350;"Toile ; de lin ; de Beauvais";"Toile ; de lin ; de Beauvais";;;;;;;;;;;;;;;
"Toile ; de lin ; Blanche";15351;"Toile ; de lin ; blanche";"Toile ; de lin ; blanche";;;;;;0;0;1;;;;;;17;
"Toile ; de lin ; Cholet";15352;"Toile ; de lin ; de Cholet";"Toile ; de lin ; de Cholet";;;;;;;;1;;;;;;11;
"Toile ; de lin ; Hollande";15353;"Toile ; de lin ; de Hollande";"Toile ; de lin ; de Hollande";;;;;;;;;;;;;;;
"Toile ; de lin ; Royale";15354;"Toile ; de lin ; Royale";"Toile ; de lin ; royale";;;;;;0;0;1;;;;;;19;
"Toile ; de lin ; Saint Quentin";15355;"Toile ; de lin ; de St. Quentin";"Toile ; de lin ; de St. Quentin";;;;;;;;;;;;;;;
"Toile ; de lin ; Valenciennes";15356;"Toile ; de lin ; de Valenciennes";"Toile ; de lin ; de Valenciennes";;;;;;;;;;;;;;;
"Toile ; de lin ; au lait";15357;"Toile ; de lin ; au lait";"Toile ; de lin ; au lait";;;;;;0;0;1;;;;;;9;
"Toile ; de lin ; baptiste";15358;"Toile ; de lin ; batiste";"Toile ; de lin ; batiste";;;;;;0;0;1;;;;;;2;
"Toile ; de lin ; baptiste et linog";15359;"Toile ; de lin ; batiste";"Toile ; de lin ; batiste";;;;;;0;0;1;;;;;;17;
"Toile ; de lin ; batiste";15360;"Toile ; de lin ; batiste";"Toile ; de lin ; batiste";;;;;;;;1;;;;;;58;
"Toile ; de lin ; blanch";15361;"Toile ; de lin ; blanche";"Toile ; de lin ; blanche";;;;;;0;0;1;;;;;;10;
"Toile ; de lin ; blanche";15362;"Toile ; de lin ; blanche";"Toile ; de lin ; blanche";;;;;;;;1;;;;;;232;
"Toile ; de lin ; blanche ; commune";15363;"Toile ; de lin ; blanche ; commune";"Toile ; de lin ; blanche";;;;;;;;1;;;;;;1;
"Toile ; de lin ; brochée";15364;"Toile ; de lin ; brochée";"Toile ; de lin ; brochée";;;;;;;;1;;;;;;4;
"Toile ; de lin ; cholet";15365;"Toile ; de lin ; de Cholet";"Toile ; de lin ; de Cholet";;;;;;0;0;1;;;;;;18;
"Toile ; de lin ; cirée";15366;"Toile ; de lin ; cirée";"Toile ; de lin ; cirée";;;;;;;;1;;;;;;1;
"Toile ; de lin ; claire";15367;"Toile ; de lin ; claire";"Toile ; de lin ; claire";;;;;;;;1;;;;;;3;
"Toile ; de lin ; commune";15368;"Toile ; de lin ; commune";"Toile ; de lin ; commune";;;;;;;;1;;;;;;12;
"Toile ; de lin ; coutel";15369;"Toile ; de lin ; coutil";"Toile ; de lin ; coutil";;;;;;;;1;;;;;;1;
"Toile ; de lin ; crue";15370;"Toile ; de lin ; crue";"Toile ; de lin ; crue";;;;;;0;0;1;;;;;;2;
"Toile ; de lin ; crüe";15371;"Toile ; de lin ; crue";"Toile ; de lin ; crue";;;;;;0;0;1;;;;;;1;
"Toile ; de lin ; d'Abbeville";15372;"Toile ; de lin ; d'Abbeville";"Toile ; de lin ; d'Abbeville";;;;;;0;0;1;;;;;;1;
"Toile ; de lin ; d'Alençon";15373;"Toile ; de lin ; d'Alençon";"Toile ; de lin ; d'Alençon";;;;;;0;0;1;;;;;;1;
"Toile ; de lin ; d'Amiens";15374;"Toile ; de lin ; d'Amiens";"Toile ; de lin ; d'Amiens";;;;;;;;;;;;;;;
"Toile ; de lin ; d'Hollande";15375;"Toile ; de lin ; de Hollande";"Toile ; de lin ; de Hollande";;;;;;0;0;1;;;;;;15;
"Toile ; de lin ; d'hollande";15376;"Toile ; de lin ; de Hollande";"Toile ; de lin ; de Hollande";;;;;;;;1;;;;;;7;
"Toile ; de lin ; de Beaujolais";15377;"Toile ; de lin ; de Beaujolais";"Toile ; de lin ; de Beaujolais";;;;;;;;;;;;;;;
"Toile ; de lin ; de Beauvais";15378;"Toile ; de lin ; de Beauvais";"Toile ; de lin ; de Beauvais";;;;;;;;1;;;;;;34;
"Toile ; de lin ; de Cambray";15379;"Toile ; de lin ; de Cambrais";"Toile ; de lin ; de Cambrais";;;;;;;;1;;;;;;5;
