marchandises;id;marchandises_normalisees_inter;marchandises_normalisees;product_prix;dutchtranslation;englishproduct;unit;alternativenames;source_rg_1774;source_rgbase;source_france;source_sound;source_hambourg;v14;v15;remarques;nbr_lignes_fr;nbr_lignes_hambourg
Fil de laine;7502;"Fil ; de laine";"Fil ; de laine";;;;;;;;0;1;;;;;0;
Fil de laiton;7503;"Fil ; de laiton";"Fil ; de laiton";;;;;;;;0;1;;;;;0;
"Fil de lin ; bis ; blanc";7504;"Fil ; de lin ; bis ; blanc";"Fil ; de lin ; bis ; blanc";;;;;;;;;;;;;;;
Fil de léton;7505;"Fil ; de laiton";"Fil ; de laiton";;;;;;0;0;1;;;;;;14;
Fil de soie;7506;"Fil ; de soie";"Fil ; de soie";;;;;;;;0;1;;;;;0;
Fil double;7507;"Fil ; double";"Fil ; double";;;;;;;;0;1;;;;;0;
Fil d’argent;7508;"Fil ; d'argent";"Fil ; d'argent";;;;;;;;0;1;;;;;0;
Fil d’estame;7509;"Fil ; d'étame";"Fil ; d'étame";;;;;;;;0;1;;;;;0;
Fil d’or;7510;"Fil ; d'or";"Fil ; d'or";;;;;;;;0;1;;;;;0;
Fil en cuivre;7511;"Fil ; de cuivre";"Fil ; de cuivre";;;;;;;;0;1;;;;;0;
Fil en lin;7512;"Fil ; de lin";"Fil ; de lin";;;;;;;;0;1;;;;;0;
Fil pour dentelles ?;7513;"Fil ; pour dentelles ?";"Fil ; pour dentelles ?";;;;;;;;0;1;;;;;0;
Fil à coudre;7514;"Fil ; à coudre";"Fil ; à coudre";;;;;;;;0;1;;;;;0;
Fil à gans;7515;"Fil ; à gant";"Fil ; à gant";;;;;;;;;;;;;;;
Fil à tricotter;7516;"Fil ; à tricoter";"Fil ; à tricoter";;;;;;;;0;1;;;;;0;
Filages;7517;Filages;Filages;;;;;;;;0;1;;;;;0;
Filain;7518;Filin;Filin;;;;;;0;0;1;;;;;;27;
Filasse;7519;Filasse;Filasse;;;;;;0;0;1;;;;;;1;
"Filet ; pour la pêche";7520;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;;;;;;;;;;
"Filet ; à sardineaux";7521;"Filets ; à sardinaux";"Filets ; à sardinaux";;;;;;;;;;;;;;;
Filets;7522;Filets;Filets;;;;;;;;;;;;;;;
"Filets ; d'Espars";7523;"Filets ; d'Espars";"Filets ; d'Espars";;;;;;0;0;1;;;;;;5;
"Filets ; d'auf";7524;"Filets ; d'auf";"Filets ; d'auf";;;;;;0;0;1;;;;;;1;
"Filets ; d'espars";7525;"Filets ; d'Espars";"Filets ; d'Espars";;;;;;;;1;;;;;;28;
"Filets ; de la pêche";7526;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;;;;;;;;;;
"Filets ; de lapache";7527;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;2;
"Filets ; de palmes";7528;"Filets ; de palmes";"Filets ; de palmes";;;;;;0;0;1;;;;;;1;
"Filets ; de patines";7529;"Filets ; de patines";"Filets ; de patines";;;;;;0;0;1;;;;;;1;
"Filets ; lapesch";7530;"Filets ; pour la pêche";;;;;;;;;;;;;;;;
"Filets ; p. la pesche";7531;"Filets ; pour la pêche";;;;;;;;;;;;;;;;
"Filets ; pour la peche";7532;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;5;
"Filets ; pour la pesche";7533;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;1;
"Filets ; pour la pêche";7534;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;4;
"Filets ; pour le pêche";7535;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;1;
"Filets ; pr la peche";7536;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;1;
"Filets ; pr la pesche";7537;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;1;
"Filets ; pr la pêche";7538;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;2;
"Filets ; sennes";7539;"Filets ; à sennes";"Filets ; à sennes";;;;;;0;0;1;;;;;;1;
"Filets ; à pecher";7540;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;3;
"Filets ; à peches";7541;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;;;1;;;;;;1;
"Filets ; à pêcher";7542;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;;;;;;;;;;
"Filets ; à sardinaux";7543;"Filets ; à sardinaux";"Filets ; à sardinaux";;;;;;0;0;1;;;;;;4;
"Filets ; à sardineaux";7544;"Filets ; à sardinaux";"Filets ; à sardinaux";;;;;;0;0;1;;;;;;3;
"Filets ; à senne";7545;"Filets ; à sennes";"Filets ; à sennes";;;;;;;;;;;;;;;
"Filets ; à sennes";7546;"Filets ; à sennes";"Filets ; à sennes";;;;;;0;0;1;;;;;;1;
Filets pour la pêche;7547;"Filets ; pour la pêche";"Filets ; pour la pêche";;;;;;0;0;1;;;;;;1;
Filets à pecher d'espars;7548;"Filets ; pour la pêche ; d'Espars";"Filets ; d'Espars";;;;;;0;0;1;;;;;;1;
Filoselle;7549;Filoselle;Filoselle;;;;;;;;;;;;;;;
Filozelle;7550;Filoselle;Filoselle;;;;;;0;0;1;;;;;;49;
Filozette;7551;Filoselle;Filoselle;;;;;;0;0;1;;;;;;1;
"Fils ; A coudre";7552;"Fil ; à coudre";"Fil ; à coudre";;;;;;0;0;1;;;;;;6;
"Fils ; A dentelle";7553;"Fil ; à dentelle";"Fil ; à dentelle";;;;;;0;0;1;;;;;;1;
"Fils ; A voile";7554;"Fil ; à voile";"Fil ; à voile";;;;;;0;0;1;;;;;;8;
"Fils ; Divers de lin et de chanvre";7555;"Fil ; divers de lin et de chanvre";"Fil ; divers de lin et de chanvre";;;;;;0;0;1;;;;;;9;
"Fils ; d'argent";7556;"Fil ; d'argent";"Fil ; d'argent";;;;;;0;0;1;;;;;;1;
"Fils ; d'or et d'argent";7557;"Fil ; d'or et d'argent";"Fil ; d'or et d'argent";;;;;;0;0;1;;;;;;1;
"Fils ; de chanvre";7558;"Fil ; de chanvre";"Fil ; de chanvre";;;;;;;;;;;;;;;
"Fils ; divers de lin et de chanvre";7559;"Fil ; divers de lin et de chanvre";"Fil ; divers de lin et de chanvre";;;;;;0;0;1;;;;;;15;
"Fils ; à coudre";7560;"Fil ; à coudre";"Fil ; à coudre";;;;;;0;0;1;;;;;;14;
"Fils ; à coudre ; de couleur";7561;"Fil ; à coudre ; de couleur";"Fil ; à coudre ; de couleur";;;;;;;;;;;;;;;
"Fils ; à dentelle";7562;"Fil ; à dentelle";"Fil ; à dentelle";;;;;;0;0;1;;;;;;1;
"Fils ; à voile";7563;"Fil ; à voile";"Fil ; à voile";;;;;;0;0;1;;;;;;3;
Fils d'or et d'argent;7564;"Fil ; d'or et d'argent";"Fil ; d'or et d'argent";;;;;;;;0;1;;;;;0;
Fils en lin;7565;"Fil ; de lin";"Fil ; de lin";;;;;;;;0;1;;;;;0;
Fils filés;7566;Fil;Fil;;;;;;;;0;1;;;;;0;
Fils longues;7567;"Fil ; long";"Fil ; long";;;;;;;;0;1;;;;;0;
Finette;7568;Finette;Finette;;;;;;0;0;1;;;;;;1;
"Fiolles ; de verre blanc";7569;"Fiolles ; de verre blanc";"Fiolles ; de verre blanc";;;;;;;;;;;;;;;
"Flacons ; de verre";7570;Flacons de verre;Flacons de verre;;;;;;0;0;1;;;;;;7;
Flambeaux;7571;Flambeaux;Flambeaux;;;;;;0;0;1;;;;;;11;
"Flambeaux ; argentés";7572;"Flambeaux ; argentés";"Flambeaux ; argentés";;;;;;0;0;1;;;;;;1;
Flanelle;7573;Flanelle;"Étoffe ; de laine ; flanelle";;;;;;0;0;1;1;;;;;41;
Flanelle / aune;7574;Flanelle;"Étoffe ; de laine ; flanelle";flanel;flanel / el;flannel;guilders;;1;1;0;;;;;;0;
Flaçons de verre;7575;Flacons de verre;Flacons de verre;;;;;;0;0;1;;;;;;1;
"Fleaux ; de fer";7576;"Fléaux ; de fer";"Fléaux ; de fer";;;;;;0;0;1;;;;;;5;
Fleaux de fer;7577;"Fléaux ; de fer";"Fléaux ; de fer";;;;;;0;0;1;;;;;;2;
Fleches marines;7578;"Flèches ; marines";"Flèches ; marines";;;;;;0;0;1;;;;;;1;
Flets, carrelets;7579;Flets et carrelets;"Poisson ; flets et carrelets";;;;;;;;0;1;;;;;0;
"Fleur ; d'esquinante";7580;"Fleurs ; d'esquinante";"Fleurs ; d'esquinante";;;;;;0;0;1;;;;;;1;
"Fleur ; de fouffre";7581;"Fleurs ; de soufre";"Fleur ; de soufre";;;;;;0;0;1;;;;;;1;
"Fleur ; de moutarde";7582;"Fleur ; de moutarde";"Moutarde ; fleur";;;;;;;;1;;;;;;1;
"Fleur ; de muscade";7583;"Fleurs ; de muscade";"Épicerie ; muscade ; fleurs";;;;;;;;1;;;;;;2;
"Fleur ; de poix";7584;"Fleur ; de poix";"Fleur ; de poix";;;;;;;;1;;;;;;1;
"Fleur ; de souffre";7585;"Fleurs ; de soufre";"Fleur ; de soufre";;;;;;0;0;1;;;;;;3;
Fleur de muscade;7586;"Fleurs ; de muscade";"Épicerie ; muscade ; fleurs";;;;;;;;0;1;;;;;0;
Fleur de souffre;7587;"Fleur ; de soufre";;;;;;;;;;;;;;;;
Fleures;7588;Fleuret;Fleuret;;;;;;0;0;1;;;;;;1;
Fleuret;7589;Fleuret;Fleuret;;;;;;0;0;1;;;;;;28;
Fleurets;7590;Fleuret;Fleuret;;;;;;;;;;;;;;;
"Fleurs ; artifficielle";7591;"Fleurs ; artificielles";"Fleurs ; artificielles";;;;;;0;0;1;;;;;;4;
"Fleurs ; artifficielles";7592;"Fleurs ; artificielles";"Fleurs ; artificielles";;;;;;;;1;;;;;;39;
"Fleurs ; artificielles";7593;"Fleurs ; artificielles";"Fleurs ; artificielles";;;;;;0;0;1;;;;;;40;
"Fleurs ; d'aspic";7594;"Fleurs ; d'aspic";"Fleurs ; d'aspic";;;;;;0;0;1;;;;;;18;
"Fleurs ; d'avoine";7595;"Fleurs ; d'avoine";"Fleurs ; d'avoine";;;;;;;;;;;;;;;
"Fleurs ; d'estima";7596;"Fleurs ; d'estima";"Fleurs ; d'estima";;;;;;0;0;1;;;;;;1;
"Fleurs ; d'orange";7597;"Fleurs ; d'oranger";"Fleurs ; d'oranger";;;;;;0;0;1;;;;;;4;
"Fleurs ; d'oranger";7598;"Fleurs ; d'oranger";"Fleurs ; d'oranger";;;;;;0;0;1;;;;;;1;
"Fleurs ; d'oranges";7599;"Fleurs ; d'oranger";"Fleurs ; d'oranger";;;;;;0;0;1;;;;;;4;
"Fleurs ; de Violette";7600;"Fleurs ; de violette";"Fleurs ; de violette";;;;;;0;0;1;;;;;;2;
"Fleurs ; de benjoin";7601;"Fleurs ; de benjoin";"Drogue ; médicinale ; plante ; Fleur de benjoin";;;;;;0;0;1;;;;;;2;
"Fleurs ; de bouquets";7602;"Fleurs ; de bouquets";"Fleurs ; de bouquets";;;;;;;;;;;;;;;
"Fleurs ; de canelle";7603;"Épicerie ; cannelle ; de fleur";"Épicerie ; cannelle ; fleur de";;;;;;;;1;;;;;;9;
"Fleurs ; de canelles";7604;"Épicerie ; cannelle ; de fleur";"Épicerie ; cannelle ; fleur de";;;;;;0;0;1;;;;;;1;
"Fleurs ; de chine";7605;"Fleurs ; de Chine";"Fleurs ; de Chine";;;;;;0;0;1;;;;;;1;
"Fleurs ; de d?";7606;"Fleurs ; ?";Fleurs;;;;;;0;0;1;;;;;;1;
"Fleurs ; de diclam";7607;"Fleurs ; de diclam";"Fleurs ; de dictame";;;;;;0;0;1;;;;;;1;
"Fleurs ; de dietame";7608;"Fleurs ; de dietame";"Fleurs ; de dictame";;;;;;0;0;1;;;;;;1;
"Fleurs ; de fouffre";7609;"Fleurs ; de soufre";"Fleur ; de soufre";;;;;;0;0;1;;;;;;5;
"Fleurs ; de jardin";7610;"Fleurs ; de jardin";"Fleurs ; de jardin";;;;;;0;0;1;;;;;;1;
"Fleurs ; de jasmin";7611;"Fleurs ; de jasmin";"Fleurs ; de jasmin";;;;;;0;0;1;;;;;;1;
"Fleurs ; de lavande";7612;"Fleurs ; de lavande";"Fleurs ; de lavande";;;;;;0;0;1;;;;;;3;
"Fleurs ; de muscades";7613;"Fleurs ; de muscade";"Épicerie ; muscade ; fleurs";;;;;;0;0;1;;;;;;4;
"Fleurs ; de roze";7614;"Fleurs ; de rose";"Fleurs ; de rose";;;;;;;;;;;;;;;
"Fleurs ; de rozes";7615;"Fleurs ; de rose";"Fleurs ; de rose";;;;;;0;0;1;;;;;;1;
"Fleurs ; de siascades";7616;"Fleurs ; de muscade";"Fleurs ; de muscade";;;;;;0;0;1;;;;;;1;
"Fleurs ; de souffre";7617;"Fleurs ; de soufre";"Fleur ; de soufre";;;;;;0;0;1;;;;;;14;
"Fleurs ; de sousfre";7618;"Fleur ; de soufre";"Fleur ; de soufre";;;;;;0;0;1;;;;;;1;
"Fleurs ; de violette";7619;"Fleurs ; de violette";"Fleurs ; de violette";;;;;;0;0;1;;;;;;18;
"Fleurs ; de violettes";7620;"Fleurs ; de violette";"Fleurs ; de violette";;;;;;0;0;1;;;;;;1;
Fleurs aromatiques;7621;"Fleurs ; aromatiques";"Fleurs ; aromatiques";;;;;;0;0;1;;;;;;17;
Fleurs aromtiques;7622;"Fleurs ; aromatiques";"Fleurs ; aromatiques";;;;;;0;0;1;;;;;;1;
Fleurs d'oranges;7623;"Fleurs ; d'oranger";"Fleurs ; d'oranger";;;;;;0;0;1;;;;;;1;
Fleurs de soufre;7624;"Fleur ; de soufre";"Fleur ; de soufre";;;;;;0;0;1;;;;;;4;
Flocons de soie;7625;"Soie ; en cocon";"Soie ; en cocon";;;;;;;;0;1;;;;;0;
Flotteurs en écorce;7626;"Flotteurs ; en écorce";"Flotteurs ; en écorce";;;;;;;;0;1;;;;;0;
Flutte;7627;Flûte;Flûte;;;;;;0;0;1;;;;;;1;
"Fléaux ; de fer";7628;"Fléaux ; de fer";"Fléaux ; de fer";;;;;;0;0;1;;;;;;1;
Flétan;7629;Flétan;"Poisson ; flétan";;;;;;;;0;1;;;;;0;
"Flèche ; marine";7630;"Flèches ; marines";"Flèches ; marines";;;;;;;;;;;;;;;
"Flèches ; marines";7631;"Flèches ; marines";"Flèches ; marines";;;;;;;;;;;;;;;
"Flèches ; marinés";7632;"Flèches ; marines";"Flèches ; marines";;;;;;0;0;1;;;;;;2;
"Flêches ; marines";7633;"Flèches ; marines";"Flèches ; marines";;;;;;0;0;1;;;;;;1;
Foin;7634;Foin;Foin;;;;;;0;0;1;1;;;;;58;
Folicule;7635;Folicule;Folicule;;;;;;0;0;1;;;;;;4;
"Folicule ; de sene";7636;"Folicule ; de sené";"Folicule ; de sené";;;;;;0;0;1;;;;;;1;
"Folicule ; de sené";7637;"Folicule ; de sené";"Folicule ; de sené";;;;;;0;0;1;;;;;;6;
Folicule de sené;7638;"Folicule ; de sené";"Folicule ; de sené";;;;;;0;0;1;;;;;;14;
Folium;7639;Folium;Folium;;;;;;0;0;1;;;;;;1;
"Folium ; geriofilalum";7640;"Folium ; geriofilalum";"Folium ; geriofilalum";;;;;;;;;;;;;;;
"Folium ; indi";7641;Folium;Folium;;;;;;0;0;1;;;;;;1;
Folium geriofilalum;7642;"Folium ; geriofilalum";"Folium ; geriofilalum";;;;;;0;0;1;;;;;;1;
"Fondette ; de corail";7643;"Fondette ; de corail";"Fondette ; de corail";;;;;;0;0;1;;;;;;2;
"Fondettes ; de corail";7644;"Fondette ; de corail";"Fondette ; de corail";;;;;;0;0;1;;;;;;2;
Fondettes de corail;7645;"Fondette ; de corail";"Fondette ; de corail";;;;;;0;0;1;;;;;;1;
Fonds (de bateau?);7646;"Fonds ; de bateau/navire ?";"Fonds ; de bateau/navire ?";;;;;;;;0;1;;;;;0;
Fonds ?;7647;"Fonds ; ?";"Fonds ; ?";;;;;;;;0;1;;;;;0;
Fonds de bassins;7648;"Fonds ; de bassins";"Fonds ; de bassins";;;;;;0;0;1;;;;;;1;
Fonds de bateau/navire?;7649;"Fonds ; de bateau/navire ?";"Fonds ; de bateau/navire ?";;;;;;;;0;1;;;;;0;
Fonds de chaudron;7650;"Chaudrons ; fonds";"Chaudrons ; fonds";;;;;;;;0;1;;;;;0;
Fonds de chaudrons en cuivre;7651;"Cuivre ; en fonds de chaudrons";"Cuivre ; en fonds de chaudrons";;;;;;;;0;1;;;;;0;
"Fontaines ; de fer blanc";7652;Fontaines de fer blanc;Fontaines de fer blanc;;;;;;;;;;;;;;;
Fontaines de fer blanc;7653;Fontaines de fer blanc;Fontaines de fer blanc;;;;;;0;0;1;;;;;;1;
Fonte;7654;Fonte;Fonte;;;;;;;;0;1;;;;;0;
"Forces ; à drapier";7655;"Forces ; à drapier";"Forces ; à drapier";;;;;;0;0;1;;;;;;12;
Forces à drapier;7656;"Forces ; à drapier";"Forces ; à drapier";;;;;;0;0;1;;;;;;6;
"Formes ; de chapeaux";7657;"Formes ; de chapeaux";"Formes ; de chapeaux";;;;;;0;0;1;;;;;;1;
"Formes ; à souliers";7658;"Formes ; à souliers";"Formes ; à souliers";;;;;;0;0;1;;;;;;1;
"Formes ; à sucres";7659;"Formes ; à sucres";"Poterie ; formes ; à sucre";;;;;;0;0;1;;;;;;2;
"Fort ; en diable";7660;"Fort ; en diable";"Fort ; en diable";;;;;;0;0;1;;;;;;3;
Fort en diable;7661;"Fort ; en diable";"Fort ; en diable";;;;;;0;0;1;;;;;;2;
Fotas;7662;Fotas;Fotas;;;;;;0;0;1;;;;;;4;
Foticule de semé;7663;"Folicule ; de sené";"Folicule ; de sené";;;;;;0;0;1;;;;;;1;
Foticule de sené;7664;"Folicule ; de sené";"Folicule ; de sené";;;;;;0;0;1;;;;;;2;
Fouets;7665;Fouets;Fouets;;;;;;0;0;1;;;;;;2;
Foulard;7666;Foulard;Foulard;;;;;;0;0;1;;;;;;1;
Foulards en soie;7667;"Foulard ; en soie";"Foulard ; en soie";;;;;;;;0;1;;;;;0;
Foulards pour femmes en tissu très fin;7668;"Foulard ; pour femmes en tissu très fin";"Foulard ; pour femmes en tissu très fin";;;;;;;;0;1;;;;;0;
Foulas;7669;Foulas;Foulas;;;;;;0;0;1;;;;;;1;
"Fourage ; en foin";7670;"Fourrages ; foin";"Fourrages ; foin";;;;;;;;1;;;;;;1;
"Fourage ; en foin ; à bestiaux";7671;"Fourrages ; foin ; à bestiaux";"Fourrages ; foin";;;;;;;;1;;;;;;1;
"Fourage ; en paille";7672;"Fourrages ; paille";"Fourrages ; paille";;;;;;;;1;;;;;;1;
"Fourages ; Divers";7673;"Fourrages ; divers";"Fourrages ; divers";;;;;;0;0;1;;;;;;2;
"Fourages ; Foin";7674;"Fourrages ; foin";"Fourrages ; foin";;;;;;0;0;1;;;;;;13;
"Fourages ; Paille";7675;"Fourrages ; paille";"Fourrages ; paille";;;;;;0;0;1;;;;;;7;
"Fourages ; Son";7676;"Fourrages ; son";"Fourrages ; son";;;;;;0;0;1;;;;;;1;
"Fourages ; divers";7677;"Fourrages ; divers";"Fourrages ; divers";;;;;;0;0;1;;;;;;1;
"Fourages ; foin";7678;"Fourrages ; foin";"Fourrages ; foin";;;;;;0;0;1;;;;;;1;
"Fourages ; glands de chêne";7679;"Fourrages ; glands de chêne";"Fourrages ; glands de chêne";;;;;;0;0;1;;;;;;1;
"Fourages ; paille";7680;"Fourrages ; paille";"Fourrages ; paille";;;;;;0;0;1;;;;;;2;
"Fourages ; son";7681;"Fourrages ; son";"Fourrages ; son";;;;;;0;0;1;;;;;;2;
"Fourages ; vesses";7682;"Fourrages ; vesses";"Fourrages ; vesses";;;;;;0;0;1;;;;;;1;
Fourchettes;7683;Fourchettes;Fourchettes;;;;;;;;0;1;;;;;0;
Foureaux d'epéés;7684;"Fourreaux ; d'épées";"Fourreaux ; d'épées";;;;;;0;0;1;;;;;;1;
"Fourneaux ; de briques";7685;"Fourneaux ; de briques";"Fourneaux ; de briques";;;;;;0;0;1;;;;;;3;
"Fourneaux ; de fer";7686;"Fourneaux ; de fer";"Fourneaux ; de fer";;;;;;0;0;1;;;;;;2;
Fourneaux de briques;7687;"Fourneaux ; de briques";;;;;;;;;;;;;;;;
Fourneaux de terre;7688;"Fourneaux ; de terre";"Fourneaux ; de terre";;;;;;0;0;1;;;;;;1;
Fourniments;7689;Fourniments;Fourniments;;;;;;0;0;1;;;;;;1;
"Fourrages ; pailles";7690;"Fourrages ; paille";"Fourrages ; paille";;;;;;;;1;;;;;;1;
Fourrure;7691;Fourrure;Fourrure;;;;;;;;0;1;;;;;0;
"Fourrure ; de martre";7692;"Fourrure ; de martre";"Fourrure ; de martre";;;;;;;;;;;;;;;
"Fourrure ; de soye";7693;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;;;;;;;;;;
Fourrure de Russie;7694;"Fourrure ; de Russie";"Fourrure ; de Russie";;;;;;;;0;1;;;;;0;
Fourrure de chat;7695;"Fourrure ; de chat";"Fourrure ; de chat";;;;;;;;0;1;;;;;0;
Fourrure de chaton;7696;"Fourrure ; de chaton";"Fourrure ; de chaton";;;;;;;;0;1;;;;;0;
Fourrure de chevreuil;7697;"Fourrure ; de chevreuil";"Fourrure ; de chevreuil";;;;;;;;0;1;;;;;0;
Fourrure de chèvre;7698;"Fourrure ; de chèvre";"Fourrure ; de chèvre";;;;;;;;0;1;;;;;0;
Fourrure de lapin;7699;"Fourrure ; de lapin";"Fourrure ; de lapin";;;;;;;;0;1;;;;;0;
Fourrure de leopard;7700;"Fourrure ; de léopard";"Fourrure ; de léopard";;;;;;;;0;1;;;;;0;
Fourrure de lynx;7701;"Fourrure ; de lynx";"Fourrure ; de lynx";;;;;;;;0;1;;;;;0;
Fourrure de martre;7702;"Fourrure ; de martre";"Fourrure ; de martre";;;;;;;;0;1;;;;;0;
Fourrure de phoque;7703;"Fourrure ; de phoque";"Fourrure ; de phoque";;;;;;;;0;1;;;;;0;
Fourrure de soie;7704;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;0;0;1;;;;;;1;
Fourrure de soye;7705;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;0;0;1;;;;;;2;
Fourrure d’agneau;7706;"Fourrure ; d'agneau";"Fourrure ; d'agneau";;;;;;;;0;1;;;;;0;
Fourrures;7707;Fourrure;Fourrure;;;;;;;;0;1;;;;;0;
"Fourrures ; de soye";7708;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;;;;;;;;;;
Fourrures de soye;7709;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;0;0;1;;;;;;2;
"Fourues ; de soye";7710;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;0;0;1;;;;;;2;
"Fourure ; de petit gris";7711;"Fourrure ; de petit gris";"Fourrure ; de petit gris";;;;;;0;0;1;;;;;;1;
"Fourure ; de soye";7712;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;0;0;1;;;;;;5;
Fourure de soye;7713;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;0;0;1;;;;;;2;
"Fourures ; de soye";7714;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;0;0;1;;;;;;2;
Fourures de soye;7715;"Fourrure ; de soie";"Fourrure ; de soie";;;;;;0;0;1;;;;;;2;
Foüets;7716;Fouets;Fouets;;;;;;;;;;;;;;;
"Fraisset ; de Vermillon";7717;"Fraisset ; de Vermillon";"Fraisset ; de Vermillon";;;;;;0;0;1;;;;;;1;
"Fraisset ; de vermillon";7718;"Fraisset ; de Vermillon";"Fraisset ; de Vermillon";;;;;;;;;;;;;;;
"Fraisset ; de vermitton";7719;"Fraisset ; de Vermillon";"Fraisset ; de Vermillon";;;;;;0;0;1;;;;;;1;
"Frange ; d'or";7720;"Frange ; or";"Frange ; or";;;;;;0;0;1;;;;;;2;
"Frange ; d'or ; faux";7721;"Frange ; d'or ; faux";"Frange ; or ; faux";;;;;;;;;;;;;;;
"Frange ; d'or et d'argent";7722;"Frange ; or et argent";"Frange ; or et argent";;;;;;0;0;1;;;;;;1;
"Frange ; d'or et d'argent faux";7723;"Frange ; or et argent ; faux";"Frange ; or et argent ; faux";;;;;;0;0;1;;;;;;1;
"Frange ; de soye";7724;"Frange ; de soie";"Frange ; de soie";;;;;;0;0;1;;;;;;2;
"Frange ; or et argent";7725;"Frange ; or et argent";"Frange ; or et argent";;;;;;0;0;1;;;;;;2;
"Frange ; or et argent ; faux";7726;"Frange ; or et argent ; faux";"Frange ; or et argent ; faux";;;;;;;;;;;;;;;
"Frange ; or et argent faux";7727;"Frange ; or et argent ; faux";"Frange ; or et argent ; faux";;;;;;0;0;1;;;;;;1;
Frange d'or faux;7728;"Frange ; d'or ; faux";;;;;;;;;;;;;;;;
Frange de soye;7729;"Frange ; de soie";"Frange ; de soie";;;;;;0;0;1;;;;;;2;
Franges d'or faux;7730;"Frange ; or ; faux";"Frange ; or ; faux";;;;;;0;0;1;;;;;;1;
Franges en soie;7731;"Frange ; de soie";"Frange ; de soie";;;;;;;;0;1;;;;;0;
"Fraomage ; de Brie";7732;"Fromage ; de Brie";"Fromage ; de Brie";;;;;;;;;;;;;;;
Friperie;7733;Friperie;Friperie;;;;;;0;0;1;;;;;;17;
Frisade / aune;7734;Frisade;Frisade;frisade;frisades / el;frisade;guilders;;1;1;0;;;;;;0;
"Frise ; seiche";7735;"Frise ; sèche";"Frise ; sèche";;;;;;;;;;;;;;;
"Frise ; à la Gode";7736;"Frise ; à la Gode";"Frise ; à la Gode";;;;;;;;;;;;;;;
Frise étoffe;7737;"Frise ; étoffe";"Frise ; étoffe";;;;;;;;;;;;;;;
"Frisons ; d'Angleterre";7738;"Frisons ; d'Angleterre";"Bêtes de somme ; chevaux ; anglais";;;;;;;;;;;;;;;
Frize;7739;Frise;Frise;;;;;;0;0;1;;;;;;1;
Froc de Bolbec;7740;Froc de Bolbec;Froc de Bolbec;;;;;;0;0;1;;;;;;1;
Froc de laine;7741;Froc de laine;;;;;;;;;;;;;;;;
"Fromae ; d'Hollande";7742;"Fromage ; de Hollande";"Fromage ; de Hollande";;;;;;0;0;1;;;;;;1;
Fromage;7743;Fromage;Fromage;;;;;;0;0;1;1;;;;;65;
"Fromage ; commun";7744;"Fromage ; commun";"Fromage ; commun";;;;;;;;1;;;;;;283;
"Fromage ; commune";7745;"Fromage ; commun";"Fromage ; commun";;;;;;0;0;1;;;;;;11;
"Fromage ; communs";7746;"Fromage ; d'auvergne";"Fromage ; d'auvergne";;;;;;0;0;1;;;;;;20;
"Fromage ; cru";7747;"Fromage ; cru";"Fromage ; cru";;;;;;;;;;;;;;;
"Fromage ; d'Auvergne";7748;"Fromage ; d'auvergne";"Fromage ; d'auvergne";;;;;;0;0;1;;;;;;2;
"Fromage ; d'Hollande";7749;"Fromage ; de Hollande";"Fromage ; de Hollande";;;;;;0;0;1;;;;;;28;
"Fromage ; d'auvergne";7750;"Fromage ; de Hollande";"Fromage ; de Hollande";;;;;;0;0;1;;;;;;5;
"Fromage ; d'herbes";7751;"Fromage ; de Hollande";"Fromage ; de Hollande";;;;;;;;;;;;;;;
"Fromage ; d'hollande";7752;"Fromage ; de Hollande";"Fromage ; de Hollande";;;;;;0;0;1;;;;;;25;
"Fromage ; d'holllande";7753;"Fromage ; de Hollande";"Fromage ; de Hollande";;;;;;0;0;1;;;;;;1;
"Fromage ; de Brie";7754;"Fromage ; de Brie";"Fromage ; de Brie";;;;;;0;0;1;;;;;;9;
"Fromage ; de Chester";7755;"Fromage ; de Chester";"Fromage ; de Chester";;;;;;0;0;1;;;;;;2;
