dataentryby	Source	year	sheet	marchandises	pays	quantit	value	leurvaleursub~1	leurvaleursub~2	total	Remarks	exportsimports	numrodeligne
Saadia Mai	AN F12 243	1776	43	Dents d'élephant	Portugal	365	1460			257517		Exports	514
Saadia Mai	AN F12 243	1776	43	Dents d'élephant	Isles	16549	50156			257517		Exports	515
Saadia Mai	AN F12 243	1776	43	"Dentelle; de fil blanc"	Flandre	262	210112		214357	214357		Exports	516
Saadia Mai	AN F12 243	1776	45	"Dentelle; de fils; communs"	Savoye	111	2230	4245	214357	214357		Exports	517
Saadia Mai	AN F12 243	1776	45	"Dentelle; de fils; communs"	Suisse	95	2015	4245	214357	214357		Exports	518
Saadia Mai	AN F12 243	1776	45	Dominoterie	Allemagne	1490	14900					Exports	519
Saadia Mai	AN F12 243	1776	45	"Drap; de castor"	Hollande	22	4550	4550		24819		Exports	520
Saadia Mai	AN F12 243	1776	47	"Drap; de laine"				4550		24819		Exports	521
Saadia Mai	AN F12 243	1776	47	"Drap; draperie; bayette"	Hollande	214	3852	20269		24819		Exports	522
Saadia Mai	AN F12 243	1776	49	"Drap; draperie; drogues"	Hollande	3067	9202	20269		24819		Exports	523
Saadia Mai	AN F12 243	1776	51	"Drap; draperie; ratine"	Hollande	721	7215	20269		24819		Exports	524
Saadia Mai	AN F12 243	1776	51	Drapeaux vieux	Allemagne	27090	1354			10946		Exports	525
Saadia Mai	AN F12 243	1776	51	Drapeaux vieux	Savoye	63950	9592			10946		Exports	526
Saadia Mai	AN F12 243	1776	51	Drogueries	Allemagne	891	1782			728255		Exports	527
Saadia Mai	AN F12 243	1776	51	Drogueries	Espagne	9317	11234			728255		Exports	528
Saadia Mai	AN F12 243	1776	51	Drogueries	Flandre	1361	2722			728255		Exports	529
Saadia Mai	AN F12 243	1776	51	Drogueries	Hollande	628171	662177			728255		Exports	530
Saadia Mai	AN F12 243	1776	51	Drogueries	Italie	7000	5250			728255		Exports	531
Saadia Mai	AN F12 243	1776	51	Drogueries	Naples	1100	1100			728255		Exports	532
Saadia Mai	AN F12 243	1776	51	Drogueries	Genes	7521	7521			728255		Exports	533
Saadia Mai	AN F12 243	1776	51	Drogueries	Levant	26285	26285			728255		Exports	534
Saadia Mai	AN F12 243	1776	51	Drogueries	Nord	3302	6604			728255		Exports	535
Saadia Mai	AN F12 243	1776	51	Drogueries	Savoye	3580	3580			728255		Exports	536
Saadia Mai	AN F12 243	1776	51	"Eau; de Bussingue"	Allemagne	4170	3127			48333		Exports	537
Saadia Mai	AN F12 243	1776	51	"Eau; de fleur d'orange"	Italie	22839	11419	39291		48333		Exports	538
Saadia Mai	AN F12 243	1776	51	"Eau; de fleur d'orange"	Naples	3626	1813	39291		48333		Exports	539
Saadia Mai	AN F12 243	1776	51	"Eau; de fleur d'orange"	Genes	45600	22800	39291		48333		Exports	540
Saadia Mai	AN F12 243	1776	53	"Eau; de fleur d'orange"	Levant	2000	1000	39291		48333		Exports	541
Saadia Mai	AN F12 243	1776	53	"Eau; de fleur d'orange"	Savoye	4518	2259	39291		48333		Exports	542
Saadia Mai	AN F12 243	1776	53	"Eau; forte"	Hollande	3515	3515			48333		Exports	543
Saadia Mai	AN F12 243	1776	53	"Eau; de Spa"	Flandre	1200	2400			48333		Exports	544
Saadia Mai	AN F12 243	1776	53	Eau de vie	Allemagne	148	22285			2382301		Exports	545
Saadia Mai	AN F12 243	1776	53	Eau de vie	Espagne	15875	2360016			2382301		Exports	546
Saadia Mai	AN F12 243	1776	53	"Ecaille; de cahoüane"	Isles	432	1684			88075		Exports	547
Saadia Mai	AN F12 243	1776	53	"Ecaille; de tortüe"	Espagne	2968	35616	86391		88075		Exports	548
Saadia Mai	AN F12 243	1776	53	"Ecaille; de tortüe"	Flandre	630	7428	86391		88075		Exports	549
Saadia Mai	AN F12 243	1776	53	"Ecaille; de tortüe"	Hollande	714	8568	86391		88075		Exports	550
Saadia Mai	AN F12 243	1776	53	"Ecaille; de tortüe"	Isles	3542	34779	86391		88075		Exports	551
Saadia Mai	AN F12 243	1776	53	Echalotes	Allemagne	107	5350					Exports	552
Saadia Mai	AN F12 243	1776	53	Ecorce de chesne	Allemagne	51	2472			8034		Exports	553
Saadia Mai	AN F12 243	1776	53	Ecorce de chesne	Flandre	1854	5562			8034		Exports	554
Saadia Mai	AN F12 243	1776	53	Email	Allemagne	1255	1004					Exports	555
Saadia Mai	AN F12 243	1776	53	Encens	Levant	88020	52812					Exports	556
Saadia Mai	AN F12 243	1776	55	Epicerie	Espagne	4220	9495			21224		Exports	557
Saadia Mai	AN F12 243	1776	55	Epicerie	Hollande	6183	11729			21224		Exports	558
Saadia Mai	AN F12 243	1776	55	Eponges	Allemagne	3786	3786					Exports	559
Saadia Mai	AN F12 243	1776	55	"Esprit; de bergamottes"	Italie	385	5775	103575		130425		Exports	560
Saadia Mai	AN F12 243	1776	55	"Esprit; de bergamottes"	Naples	2195	32925	103575		130425		Exports	561
Saadia Mai	AN F12 243	1776	55	"Esprit; de bergamottes"	Genes	4325	64875	103575		130425		Exports	562
Saadia Mai	AN F12 243	1776	55	"Esprit; de citrons"	Savoye	1790	26850			130425		Exports	563
Saadia Mai	AN F12 243	1776	55	"Essence; de citron"	Savoye	1421	4263			4263		Exports	564
Saadia Mai	AN F12 243	1776	55	Estampes	Allemagne	3501	21006			155226		Exports	565
Saadia Mai	AN F12 243	1776	55	Estampes	Angleterre	2482	24820			155226		Exports	566
Saadia Mai	AN F12 243	1776	55	Estampes	Italie	10940	109400			155226		Exports	567
Saadia Mai	AN F12 243	1776	55	"Etaim; en bloc"	Angleterre	493351	378012	509114		581491		Exports	568
Saadia Mai	AN F12 243	1776	55	"Etaim; en bloc"	Flandre	49510	44459	509114		581491		Exports	569
Saadia Mai	AN F12 243	1776	55	"Etaim; en bloc"	Hollande	34227	31930	509114		581491		Exports	570
Saadia Mai	AN F12 243	1776	55	"Etaim; en bloc"	Italie	65740	49305	509114		581491		Exports	571
Saadia Mai	AN F12 243	1776	55	"Etaim; en bloc"	Levant	3690	2767	509114		581491		Exports	572
Saadia Mai	AN F12 243	1776	55	"Etaim; en bloc"	Suede	2935	2641	509114		581491		Exports	573
Saadia Mai	AN F12 243	1776	55	"Etaim; de glace"	Nord	2255	2255			581491		Exports	574
Saadia Mai	AN F12 243	1776	55	"Etaim; des Indes"	Hollande	58320	64152			581491		Exports	575
Saadia Mai	AN F12 243	1776	55	"Etaim; ouvré"	Allemagne	886	1329	3298		581491		Exports	576
Saadia Mai	AN F12 243	1776	55	"Etaim; ouvré"	Hollande	1671	1969	3298		581491		Exports	577
Saadia Mai	AN F12 243	1776	55	"Etaim; vieux"	Allemagne	3340	2672			581491		Exports	578
Saadia Mai	AN F12 243	1776	57	"Etamine; à pavillon"	Hollande	883	2207			2207		Exports	579
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; diverses"	Espagne	30	1220	318300	1173477	1200964		Exports	580
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; diverses"	Hollande	36	1460	318300	1173477	1200964		Exports	581
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; diverses"	Italie	28	1160	318300	1173477	1200964		Exports	582
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; diverses"	Naples	4836	193440	318300	1173477	1200964		Exports	583
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; diverses"	Genes	168	6760	318300	1173477	1200964		Exports	584
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; diverses"	Nord	17	1020	318300	1173477	1200964		Exports	585
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; diverses"	Savoye	2831	113240	318300	1173477	1200964		Exports	586
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; des Indes"	Hollande	320	19200	48160	1173477	1200964		Exports	587
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; des Indes"	Nord	277	11080	48160	1173477	1200964		Exports	588
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; des Indes"	Indes	149	17880	48160	1173477	1200964		Exports	589
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; de Levant"	Levant	599	23960	1173477		1200964		Exports	590
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; velour"	Italie	200	8000	714500	1173477	1200964		Exports	591
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; velour"	Naples	230	9200	714500	1173477	1200964		Exports	592
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; velour"	Genes	13946	697300	714500	1173477	1200964		Exports	593
Saadia Mai	AN F12 243	1776	59	"Etoffe; de soye; voile"	Savoye	1523	68557	1173477		1200964		Exports	594
Saadia Mai	AN F12 243	1776	59	"Etoffe; meslée de soye; panne"	Allemagne	200	1200	27487		1200964		Exports	595
Saadia Mai	AN F12 243	1776	61	"Etoffe; meslée de soye; peluche"	Hollande	5257	26287	27487		1200964		Exports	596
Saadia Mai	AN F12 243	1776	63	Eventails	Espagne	194	3910					Exports	597
Saadia Mai	AN F12 243	1776	63	Farine	Angleterre	4887278	736556			794034		Exports	598
Saadia Mai	AN F12 243	1776	63	Farine	Espagne	98500	19700			794034		Exports	599
Saadia Mai	AN F12 243	1776	63	Farine	Flandre	48600	12150			794034		Exports	600
Saadia Mai	AN F12 243	1776	63	Farine	Hollande	108580	16281			794034		Exports	601
Saadia Mai	AN F12 243	1776	63	Farine	Italie	31460	6292			794034		Exports	602
Saadia Mai	AN F12 243	1776	63	Farine	Genes	8805	1761			794034		Exports	603
Saadia Mai	AN F12 243	1776	63	Farine	Savoye	6470	1294			794034		Exports	604
Saadia Mai	AN F12 243	1776	63	Faucilles	Allemagne	608	1216					Exports	605
Saadia Mai	AN F12 243	1776	63	Faulx à faucher	Allemagne	13030	6515			123806		Exports	606
Saadia Mai	AN F12 243	1776	63	Faulx à faucher	Hollande	51467	51467			123806		Exports	607
Saadia Mai	AN F12 243	1776	63	Faulx à faucher	Italie	7075	3538			123806		Exports	608
Saadia Mai	AN F12 243	1776	63	Faulx à faucher	Genes	51744	12936			123806		Exports	609
Saadia Mai	AN F12 243	1776	63	Faulx à faucher	Nord	49350	49350			123806		Exports	610
Saadia Mai	AN F12 243	1776	65	Fayance	Allemagne	146768	52482			58370		Exports	611
Saadia Mai	AN F12 243	1776	65	Fayance	Flandre	5055	3001			58370		Exports	612
Saadia Mai	AN F12 243	1776	65	Fayance	Hollande	962	2887			58370		Exports	613
Saadia Mai	AN F12 243	1776	65	"Fer; en ancres"	Espagne	327000	92676	112249		9564937		Exports	614
Saadia Mai	AN F12 243	1776	65	"Fer; en ancres"	Genes	31810	3181	112249		9564937		Exports	615
Saadia Mai	AN F12 243	1776	65	"Fer; en ancres"	Portugal	6800	2040	112249		9564937		Exports	616
Saadia Mai	AN F12 243	1776	65	"Fer; en ancres"	Suede	47840	14352	112249		9564937		Exports	617
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Allemagne	2478915	314957	8466762		9564937		Exports	618
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Angleterre	49800	7470	8466762		9564937		Exports	619
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Danemark	328785	57809	8466762		9564937		Exports	620
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Espagne	23818250	3651849	8466762		9564937		Exports	621
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Flandre	74987	11023	8466762		9564937		Exports	622
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Hollande	11573111	1772331	8466762		9564937		Exports	623
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Italie	172585	25736	8466762		9564937		Exports	624
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Genes	324950	48742	8466762		9564937		Exports	625
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Levant	44600	6690	8466762		9564937		Exports	626
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Nord	6486980	878909	8466762		9564937		Exports	627
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Portugal	21000	3150	8466762		9564937		Exports	628
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Russie	1672261	304362	8466762		9564937		Exports	629
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Savoye	36650	4006	8466762		9564937		Exports	630
Saadia Mai	AN F12 243	1776	65	"Fer; en barres"	Suede	7392352	1379728	8466762		9564937		Exports	631
Saadia Mai	AN F12 243	1776	65	"Fer; en batterie"	Allemagne	77939	15587	17139		9564937		Exports	632
Saadia Mai	AN F12 243	1776	65	"Fer; en batterie"	Hollande	7760	1552	17139		9564937		Exports	633
Saadia Mai	AN F12 243	1776	65	"Fer; blanc"	Allemagne	5740	5490	480555		9564937		Exports	634
Saadia Mai	AN F12 243	1776	65	"Fer; blanc"	Danemark	5260	3156	480555		9564937		Exports	635
Saadia Mai	AN F12 243	1776	65	"Fer; blanc"	Espagne	5100	2805	480555		9564937		Exports	636
Saadia Mai	AN F12 243	1776	65	"Fer; blanc"	Flandre	57918	35838	480555		9564937		Exports	637
Saadia Mai	AN F12 243	1776	65	"Fer; blanc"	Hollande	238477	143174	480555		9564937		Exports	638
Saadia Mai	AN F12 243	1776	65	"Fer; blanc"	Nord	454863	282207	480555		9564937		Exports	639
Saadia Mai	AN F12 243	1776	65	"Fer; blanc"	Suede	12770	7885	480555		9564937		Exports	640
Saadia Mai	AN F12 243	1776	65	"Fer; en bottes"	Hollande	75056	18764			9564937		Exports	641
Saadia Mai	AN F12 243	1776	65	"Fer; en cercles"	Angleterre	16200	2430	181131		9564937		Exports	642
Saadia Mai	AN F12 243	1776	65	"Fer; en cercles"	Espagne	163490	104700	181131		9564937		Exports	643
Saadia Mai	AN F12 243	1776	65	"Fer; en cercles"	Flandre	6844	2011	181131		9564937		Exports	644
Saadia Mai	AN F12 243	1776	65	"Fer; en cercles"	Hollande	243664	70194	181131		9564937		Exports	645
Saadia Mai	AN F12 243	1776	65	"Fer; en cercles"	Savoye	7187	1796	181131		9564937		Exports	646
Saadia Mai	AN F12 243	1776	65	"Fer; coulé"	Allemagne	659303	65930	99669		9564937		Exports	647
Saadia Mai	AN F12 243	1776	65	"Fer; coulé"	Flandre	205840	20584	99669		9564937		Exports	648
Saadia Mai	AN F12 243	1776	65	"Fer; coulé"	Hollande	79381	9686	99669		9564937		Exports	649
Saadia Mai	AN F12 243	1776	65	"Fer; coulé"	Nord	20725	3469	99669		9564937		Exports	650
Saadia Mai	AN F12 243	1776	65	"Fer; en enclumes"	Hollande	29315	7944			9564937		Exports	651
Saadia Mai	AN F12 243	1776	67	"Fer; en fleaux"	Nord		2155			9564937		Exports	652
Saadia Mai	AN F12 243	1776	67	"Fer; noir"	Allemagne	6691	3010	4112		9564937		Exports	653
Saadia Mai	AN F12 243	1776	67	"Fer; noir"	Hollande	1175	1102	4112		9564937		Exports	654
Saadia Mai	AN F12 243	1776	67	"Fer; ouvré"	Hollande	27863	9973	13149		9564937		Exports	655
Saadia Mai	AN F12 243	1776	67	"Fer; ouvré"	Savoye	12704	3176	13149		9564937		Exports	656
Saadia Mai	AN F12 243	1776	67	"Fer; en plaques"	Hollande	80965	14342	18402		9564937		Exports	657
Saadia Mai	AN F12 243	1776	67	"Fer; en plaques"	Nord	20300	4060	18402		9564937		Exports	658
Saadia Mai	AN F12 243	1776	67	"Fer; en platines"	Flandre	106235	31870			9564937		Exports	659
Saadia Mai	AN F12 243	1776	67	"Fer; en poeles à frire"	Hollande	57630	19884			9564937		Exports	660
Saadia Mai	AN F12 243	1776	67	"Fer; en poids"	Hollande	11300	1130			9564937		Exports	661
Saadia Mai	AN F12 243	1776	67	"Fer; en taule"	Flandre	12045	2946	77260		9564937		Exports	662
Saadia Mai	AN F12 243	1776	67	"Fer; en taule"	Hollande	59423	26198	77260		9564937		Exports	663
Saadia Mai	AN F12 243	1776	67	"Fer; en taule"	Nord	38591	19079	77260		9564937		Exports	664
Saadia Mai	AN F12 243	1776	67	"Fer; en taule"	Suede	107542	29037	77260		9564937		Exports	665
Saadia Mai	AN F12 243	1776	67	"Fer; en tuyaux"	Hollande	8150	3667			9564937		Exports	666
Saadia Mai	AN F12 243	1776	67	"Fer; vieux"	Hollande	181900	9095			9564937		Exports	667
Saadia Mai	AN F12 243	1776	67	"Fil; à coudre; blanc"	Flandre	8925	23313	233450		1796116		Exports	668
Saadia Mai	AN F12 243	1776	67	"Fil; à coudre; blanc"	Hollande	92392	185387	233450		1796116		Exports	669
Saadia Mai	AN F12 243	1776	67	"Fil; à coudre; blanc"	Genes	3960	7920	233450		1796116		Exports	670
Saadia Mai	AN F12 243	1776	67	"Fil; à coudre; blanc"	Nord	3089	12356	233450		1796116		Exports	671
Saadia Mai	AN F12 243	1776	67	"Fil; à coudre; blanc"	Savoye	2237	4474	233450		1796116		Exports	672
Saadia Mai	AN F12 243	1776	69	"Fil; de carette"	Hollande	43444	14336			1796116		Exports	673
Saadia Mai	AN F12 243	1776	69	"Fil; de chanvre"	Allemagne	14337	32551			1796116		Exports	674
Saadia Mai	AN F12 243	1776	69	"Fil; de chevre"	Allemagne	580	4350	648813		1796116		Exports	675
Saadia Mai	AN F12 243	1776	69	"Fil; de chevre"	Espagne	3300	9900	648813		1796116		Exports	676
Saadia Mai	AN F12 243	1776	69	"Fil; de chevre"	Flandre	2026	6078	648813		1796116		Exports	677
Saadia Mai	AN F12 243	1776	69	"Fil; de chevre"	Levant	209495	628485	648813		1796116		Exports	678
Saadia Mai	AN F12 243	1776	69	"Fil; à dentelle"	Flandre	14	1130	10630		1796116		Exports	679
Saadia Mai	AN F12 243	1776	69	"Fil; à dentelle"	Hollande	190	9500	10630		1796116		Exports	680
Saadia Mai	AN F12 243	1776	69	"Fil; épinal blanc"	Flandre	262900	657250			1796116		Exports	681
Saadia Mai	AN F12 243	1776	69	"Fil; d' étoupes"	Allemagne	14696	8329			1796116		Exports	682
Saadia Mai	AN F12 243	1776	69	"Fil; de lin; blanc"	Allemagne	585	1104	155360		1796116		Exports	683
Saadia Mai	AN F12 243	1776	69	"Fil; de lin; retord"	Allemagne	93020	139661	154256	155360	1796116		Exports	684
Saadia Mai	AN F12 243	1776	69	"Fil; de lin; retord"	Flandre	1358	4075	154256	155360	1796116		Exports	685
Saadia Mai	AN F12 243	1776	69	"Fil; de lin; retord"	Hollande	2410	10520	154256	155360	1796116		Exports	686
Saadia Mai	AN F12 243	1776	69	"Fil; simple"	Allemagne	16742	16742			1796116		Exports	687
Saadia Mai	AN F12 243	1776	69	"Fil; de ritte"	Savoye	2055	2055			1796116		Exports	688
Saadia Mai	AN F12 243	1776	69	"Fil; de soyette"	Flandre	1521	1521			1796116		Exports	689
Saadia Mai	AN F12 243	1776	69	"Fil; à voile"	Italie	6719	6719	15079		1796116		Exports	690
Saadia Mai	AN F12 243	1776	69	"Fil; à voile"	Genes	8360	8360	15079		1796116		Exports	691
Saadia Mai	AN F12 243	1776	69	"Fil; de fer"	Allemagne	38456	19227	81548		1738179		Exports	692
Saadia Mai	AN F12 243	1776	69	"Fil; de fer"	Flandre	7256	3628	81548		1738179		Exports	693
Saadia Mai	AN F12 243	1776	69	"Fil; de fer"	Hollande	66353	34268	81548		1738179		Exports	694
Saadia Mai	AN F12 243	1776	69	"Fil; de fer"	Nord	9439	4719	81548		1738179		Exports	695
Saadia Mai	AN F12 243	1776	69	"Fil; de fer"	Suisse	49275	19706	81548		1738179		Exports	696
Saadia Mai	AN F12 243	1776	69	"Fil; de léton"	Allemagne	59911	77884	1656631		1738179		Exports	697
Saadia Mai	AN F12 243	1776	69	"Fil; de léton"	Hollande	29336	56714	1656631		1738179		Exports	698
Saadia Mai	AN F12 243	1776	69	"Fil; de léton"	Nord	46660	63179	1656631		1738179		Exports	699
Saadia Mai	AN F12 243	1776	69	"Fil; de léton"	Suede	1041563	1458854	1656631		1738179		Exports	700
Saadia Mai	AN F12 243	1776	69	Filain	Russie	3600	2880					Exports	701
Saadia Mai	AN F12 243	1776	69	"Filets; d'espars"	Espagne	14051	98158			98158		Exports	702
Saadia Mai	AN F12 243	1776	69	"Fleurs; artifficielles"	Savoye	170	1900			7345		Exports	703
Saadia Mai	AN F12 243	1776	69	"Fleurs; d'oranges"	Italie	7260	5445			7345		Exports	704
Saadia Mai	AN F12 243	1776	69	Fleuret	Suisse	87704	698432					Exports	705
Saadia Mai	AN F12 243	1776	69	Foin	Allemagne	144	18035					Exports	706
Saadia Mai	AN F12 243	1776	69	Folicule de sené	Italie	10775	53875					Exports	707
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Allemagne	33040	10193	1172421		2842906		Exports	708
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Angleterre	6080	2128	1172421		2842906		Exports	709
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Geneve	34659	11575	1172421		2842906		Exports	710
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Italie	188712	58713	1172421		2842906		Exports	711
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Naples	4125	1237	1172421		2842906		Exports	712
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Genes	20270	6081	1172421		2842906		Exports	713
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Nord	5090	1624	1172421		2842906		Exports	714
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Savoye	601425	180427	1172421		2842906		Exports	715
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Suede	5520	1656	1172421		2842906		Exports	716
Saadia Mai	AN F12 243	1776	71	"Fromage; commun"	Suisse	2604066	898787	1172421		2842906		Exports	717
Saadia Mai	AN F12 243	1776	71	"Fromage; d'Hollande"	Hollande	4782727	1670485			2842906		Exports	718
Saadia Mai	AN F12 243	1776	71	"Fruits; cruds"	Allemagne		3218	66576		810900	le sous total devrait être	Exports	719
Saadia Mai	AN F12 243	1776	71	"Fruits; cruds"	Genes	630680	31534	66576		810900		Exports	720
Saadia Mai	AN F12 243	1776	71	"Fruits; cruds"	Savoye	381790	32824	66576		810900		Exports	721
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Allemagne	27156	4593	744324		810900		Exports	722
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Espagne	1098344	189661	744324		810900		Exports	723
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Flandre	92410	13861	744324		810900		Exports	724
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Hollande	12120	1822	744324		810900		Exports	725
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Italie	1774555	297953	744324		810900		Exports	726
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Naples	233300	23335	744324		810900		Exports	727
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Genes	93650	14047	744324		810900		Exports	728
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Levant	582900	116580	744324		810900		Exports	729
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Portugal	398326	61406	744324		810900		Exports	730
Saadia Mai	AN F12 243	1776	71	"Fruits; secs"	Savoye	334080	21066	744324		810900		Exports	731
Saadia Mai	AN F12 243	1776	71	Futailles	Italie	1164	5820			6990		Exports	732
Saadia Mai	AN F12 243	1776	71	Futailles	Nord	390	1170			6990		Exports	733
Saadia Mai	AN F12 243	1776	71	Fuzeaux	Allemagne	90350	4953					Exports	734
Saadia Mai	AN F12 243	1776	73	Galles	Naples	5665	2262			104148		Exports	735
Saadia Mai	AN F12 243	1776	73	Galles	Levant	193200	77280			104148		Exports	736
Saadia Mai	AN F12 243	1776	73	Galles	Savoye	82020	24606			104148		Exports	737
Saadia Mai	AN F12 243	1776	73	Garance	Allemagne	27801	18206			451230		Exports	738
Saadia Mai	AN F12 243	1776	73	Garance	Flandre	18515	13886			451230		Exports	739
Saadia Mai	AN F12 243	1776	73	Garance	Hollande	539898	401884			451230		Exports	740
Saadia Mai	AN F12 243	1776	73	Garance	Nord	34508	17254			451230		Exports	741
Saadia Mai	AN F12 243	1776	75	Geroffle	Hollande	35497	353810			497150		Exports	742
Saadia Mai	AN F12 243	1776	75	Geroffle	Italie	7334	73340			497150		Exports	743
Saadia Mai	AN F12 243	1776	75	Geroffle	Savoye	7000	70000			497150		Exports	744
Saadia Mai	AN F12 243	1776	75	Gibier	Savoye	1293	1293					Exports	745
Saadia Mai	AN F12 243	1776	75	Gingembre	Isles	88535	27209					Exports	746
Saadia Mai	AN F12 243	1776	75	"Gomme; adragant"	Hollande	1260	2520			376662		Exports	747
Saadia Mai	AN F12 243	1776	75	"Gomme; arabique"	Levant	120677	72406			376662		Exports	748
Saadia Mai	AN F12 243	1776	75	"Gomme; de cedre"	Flandre	2260	1808	4621		376662		Exports	749
Saadia Mai	AN F12 243	1776	75	"Gomme; de cedre"	Hollande	3517	2813	4621		376662		Exports	750
Saadia Mai	AN F12 243	1776	75	"Gomme; de gayac"	Isles	931	2327			376662		Exports	751
Saadia Mai	AN F12 243	1776	75	"Gomme; gutte"	Hollande	1278	1198			376662		Exports	752
Saadia Mai	AN F12 243	1776	75	"Gomme; lacque"	Angleterre	17120	12840	126491		376662		Exports	753
Saadia Mai	AN F12 243	1776	75	"Gomme; lacque"	Hollande	15747	31274	126491		376662		Exports	754
Saadia Mai	AN F12 243	1776	75	"Gomme; lacque"	Indes	109836	82377	126491		376662		Exports	755
Saadia Mai	AN F12 243	1776	75	"Gomme; de Sénégal"	Flandre	154755	85114	161461		376662		Exports	756
Saadia Mai	AN F12 243	1776	75	"Gomme; de Sénégal"	Hollande	127994	76347	161461		376662		Exports	757
Saadia Mai	AN F12 243	1776	75	"Gomme; thurique"	Genes	5800	1900	5638		376662		Exports	758
Saadia Mai	AN F12 243	1776	75	"Gomme; thurique"	Savoye	7476	3738	5638		376662		Exports	759
Saadia Mai	AN F12 243	1776	75	"Grabeau; de cochenille"	Espagne	19628	98140	101140		101140		Exports	760
Saadia Mai	AN F12 243	1776	75	"Grabeau; de cochenille"	Italie	600	3000	101140		101140		Exports	761
Saadia Mai	AN F12 243	1776	75	"Graines; d'Avignon"	Espagne	5175	1035			237490		Exports	762
Saadia Mai	AN F12 243	1776	75	"Graines; de bois d'Inde"	Isles	3940	1379			237490		Exports	763
Saadia Mai	AN F12 243	1776	75	"Graines; de chanvre"	Genes	6000	1500			237490		Exports	764
Saadia Mai	AN F12 243	1776	77	"Graines; d'écarlaste"	Espagne	400	1200			237490		Exports	765
Saadia Mai	AN F12 243	1776	77	"Graines; de jardin"	Hollande	2168	2168			237490		Exports	766
Saadia Mai	AN F12 243	1776	77	"Graines; jaune"	Espagne	5000	1500	5160		237490		Exports	767
Saadia Mai	AN F12 243	1776	77	"Graines; jaune"	Isles	366	3660	5160		237490		Exports	768
Saadia Mai	AN F12 243	1776	77	"Graines; de lin"	Angleterre	32200	3220	199688		237490		Exports	769
Saadia Mai	AN F12 243	1776	77	"Graines; de lin"	Flandre	34810	6920	199688		237490		Exports	770
Saadia Mai	AN F12 243	1776	77	"Graines; de lin"	Hollande	861700	172340	199688		237490		Exports	771
Saadia Mai	AN F12 243	1776	77	"Graines; de lin"	Russie	74720	11208	199688		237490		Exports	772
Saadia Mai	AN F12 243	1776	77	"Graines; de lin"	Suede	30000	6000	199688		237490		Exports	773
Saadia Mai	AN F12 243	1776	77	"Graines; longue"	Levant	215910	21591			237490		Exports	774
Saadia Mai	AN F12 243	1776	77	"Graines; de millet"	Espagne	1605	1605			237490		Exports	775
Saadia Mai	AN F12 243	1776	77	"Graines; de navette"	Allemagne	6709	2164			237490		Exports	776
Saadia Mai	AN F12 243	1776	77	Graisses	Savoye	3760	2305					Exports	777
Saadia Mai	AN F12 243	1776	77	Gruau	Hollande	9580	2874					Exports	778
