marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg,blok,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
Soye ; Dites filozelle,Soie ; filoselle,Soie ; filoselle,,,,,,0,0,1,,,,,,1,,1,1,1,171
Soye ; Diverses,Soie ; diverse,Soie ; diverse,,,,,,0,0,1,,,,,,13,,1,1,13,30
Soye ; NanKin,Soie ; Nankin,Soie ; Nankin,,,,,,0,0,1,,,,,,1,,1,1,1,23
Soye ; Nankin,Soie ; Nankin,Soie ; Nankin,,,,,,,,1,,,,,,4,,1,1,13,23
Soye ; Teinte,Soie ; teinte,Soie ; teinte,,,,,,,,,,,,,,,,1,1,3,11
Soye ; a coudre,Soie ; à coudre,Soie ; à coudre,,,,,,0,0,1,,,,,,6,,1,1,8,212
Soye ; a tricoter,,,,,,,,,,,,,,,,,,,1,1,3084
Soye ; apprêtée,Soie ; apprêtée,Soie ; apprêtée,,,,,,,,,,,,,,,,1,1,16,173
Soye ; apressée,Soie ; apprêtée,Soie ; apprêtée,,,,,,0,0,1,,,,,,8,,1,1,8,173
Soye ; aprestée,Soie ; apprêtée,Soie ; apprêtée,,,,,,0,0,1,,,,,,80,,1,1,123,173
Soye ; aprestées,Soie ; apprêtée,Soie ; apprêtée,,,,,,0,0,1,,,,,,16,,1,1,16,173
Soye ; aprêtée,Soie ; apprêtée,Soie ; apprêtée,,,,,,0,0,1,,,,,,4,,1,1,4,173
Soye ; blanche,Soie ; blanche,Soie ; blanche,,,,,,0,0,1,,,,,,1,,1,1,2,2
Soye ; crue,Soie ; crue,Soie ; crue,,,,,,0,0,1,,,,,,81,,1,1,103,214
Soye ; cruë,Soie ; crue,Soie ; crue,,,,,,,,,,,,,,,,1,1,8,214
Soye ; crüe,Soie ; crue,Soie ; crue,,,,,,0,0,1,,,,,,56,,1,1,93,214
Soye ; crüe ; orgransine,,,,,,,,,,,,,,,,,,,1,1,3084
Soye ; de Bengale,Soie ; de Bengale,Soie ; de Bengale,,,,,,,,1,,,,,,1,,1,1,1,1
Soye ; de Nankin,Soie ; de Nankin,Soie ; de Nankin,,,,,,,,1,,,,,,1,,1,1,1,1
Soye ; de fleuret,Soie ; en fleuret,Soie ; fleuret,,,,,,0,0,1,,,,,,1,,1,1,1,14
Soye ; de poc,Soie ; de porc,Soie ; de porc,,,,,,0,0,1,,,,,,1,,1,1,1,121
Soye ; de porc,Soie ; de porc,Soie ; de porc,,,,,,,,1,,,,,,23,,1,1,65,121
Soye ; de porc ?,Soie ; de porc,Soie ; de porc,,,,,,0,0,1,,,,,,2,,1,1,2,121
Soye ; de sanglier,,,,,,,,,,,,,,,,,,,1,2,3084
Soye ; des Indes,Soie ; des Indes,Soie ; des Indes,,,,,,,,,,,,,,,,1,1,2,4
Soye ; des Pais Etrangers,Soie ; étrangère,Soie ; étrangère,,,,,,,,,,,,,,,,1,1,1,1
Soye ; diverse,Soie ; diverse,Soie ; diverse,,,,,,,,,,,,,,,,1,1,6,30
Soye ; ecruë,,,,,,,,,,,,,,,,,,,1,2,3084
Soye ; en fleures,Soie ; en fleuret,Soie ; fleuret,,,,,,0,0,1,,,,,,1,,1,1,1,14
Soye ; en fleuret,Soie ; en fleuret,Soie ; fleuret,,,,,,0,0,1,,,,,,2,,1,1,3,14
Soye ; en fleurs,Soie ; en fleuret,Soie ; fleuret,,,,,,,,,,,,,,,,1,1,1,14
Soye ; en rames,Soie ; en rames,Soie ; en rames,,,,,,0,0,1,,,,,,2,,1,1,3,3
Soye ; en strase et cocons,soie ; en strase et cocons,soie ; en strase et cocons,,,,,,,,,,,,,,,,1,1,1,1
Soye ; et fleures,Soie ; en fleuret,Soie ; fleuret,,,,,,0,0,1,,,,,,1,,1,0,0,0
Soye ; exporté de Marseille,Soie ; exporté de Marseille,Soie ; exporté de Marseille,,,,,,,,,,,,,,,,1,1,1,1
Soye ; filée,Soie ; filée,Soie ; filée,,,,,,0,0,1,,,,,,1,,1,0,0,0
Soye ; fleurs ?,Soie ; en fleuret,Soie ; fleuret,,,,,,0,0,1,,,,,,1,,1,1,1,14
Soye ; graise,Soie ; grège,Soie ; grège,,,,,,0,0,1,,,,,,1,,1,1,3,7
Soye ; graize,Soie ; grège,Soie ; grège,,,,,,0,0,1,,,,,,1,,1,1,1,7
Soye ; greze,Soie ; grège,Soie ; grège,,,,,,0,0,1,,,,,,2,,1,1,2,7
Soye ; grise ?,Soie ; grège,Soie ; grège,,,,,,0,0,1,,,,,,1,,1,1,1,7
Soye ; lorce,Soie ; torce,Soie ; torce,,,,,,0,0,1,,,,,,1,,1,1,1,1
Soye ; mankin,Soie ; Nankin,Soie ; Nankin,,,,,,0,0,1,,,,,,2,,1,1,2,23
Soye ; moresque,Soie ; moresque,Soie ; moresque,,,,,,,,1,,,,,,1,,1,1,2,2
Soye ; nankin,Soie ; Nankin,Soie ; Nankin,,,,,,0,0,1,,,,,,4,,1,1,4,23
Soye ; organsine,Soie ; Nankin,Soie ; Nankin,,,,,,0,0,1,,,,,,1,,1,1,2,23
Soye ; ouvrée,Soie ; ouvrée,Soie ; ouvrée,,,,,,,,,,,,,,,,1,1,4,7
Soye ; platte,Soie ; plate,Soie ; plate,,,,,,,,,,,,,,,,1,1,1,1
Soye ; soye et fleuret,Soie ; en fleures,Soie ; fleuret,,,,,,0,0,1,,,,,,3,,1,1,5,14
Soye ; tanier,Soie ; tapis,Soie ; tapis,,,,,,0,0,1,,,,,,1,,1,1,1,14
Soye ; tanir,Soie ; tapis,Soie ; tapis,,,,,,0,0,1,,,,,,1,,1,1,1,14
Soye ; tanis,Soie ; tapis,Soie ; tapis,,,,,,0,0,1,,,,,,8,,1,1,6,14
Soye ; tapis,Soie ; tapis,Soie ; tapis,,,,,,0,0,1,,,,,,1,,1,1,3,14
Soye ; teinte,Soie ; teinte,Soie ; teinte,,,,,,0,0,1,,,,,,2,,1,1,5,11
Soye ; trame ?,Soie ; trame de,Soie ; trame de,,,,,,0,0,1,,,,,,1,,1,1,1,1
Soye ; tricoter,,,,,,,,,,,,,,,,,,,1,1,3084
Soye ; à broder,Soie ; à broder,Soie ; à broder,,,,,,0,0,1,,,,,,1,,1,1,1,1
Soye ; à coudre,Soie ; à coudre,Soie ; à coudre,,,,,,,,1,,,,,,117,,1,1,171,212
Soye ; écru,Soie ; crue,Soie ; crue,,,,,,,,1,,,,,,2,,1,1,2,214
Soye Nankin,,,,,,,,,,,,,,,,,,,1,1,3084
Soye a coudre,Soie ; à coudre,Soie ; à coudre,,,,,,,,,,,,,,,,1,1,9,212
Soye apretée,Soie ; apprêtée,Soie ; apprêtée,,,,,,,,,,,,,,,,1,1,2,2
Soye crue,Soie ; crue,Soie ; crue,,,,,,,,,,,,,,,,1,1,5,5
Soye de charues,Socs ; de charrues,Socs ; de charrues,,,,,,,,,,,,,,,,1,1,1,1
Soye de porc,Soie ; de porc,Soie ; de porc,,,,,,0,0,1,,,,,,36,,1,1,49,121
Soye de pos,Soie ; de porc,Soie ; de porc,,,,,,0,0,1,,,,,,1,,1,1,1,121
Soye ouvrée,Soie ; ouvrée,Ouvrage ; de soie,,,,,,,,,,,,,,,,1,1,1,1
Soye teinte,Soie ; teinte,Soie ; teinte,,,,,,,,,,,,,,,,1,1,2,11
Soye à coudre,Soie ; à coudre,Soie ; à coudre,,,,,,,,,,,,,,,,1,1,4,212
Soye à couvre,Soie ; à coudre,Soie ; à coudre,,,,,,,,,,,,,,,,1,1,1,212
"Soye, Ilankin",Soie ; Nankin,Soie ; Nankin,,,,,,0,0,1,,,,,,1,,1,1,1,23
Soye; aprestée,Soie ; apprêtée,Soie ; apprêtée,,,,,,,,,,,,,,,,1,1,6,173
Soye; crüe,Soie ; crue,Soie ; crue,,,,,,,,,,,,,,,,1,1,7,214
Soye; et fleures,Soie ; en fleuret,Soie ; en fleuret,,,,,,,,,,,,,,,,1,1,1,1
Soye; filée,Soie ; filée,Soie ; filée,,,,,,,,,,,,,,,,1,1,1,4
Soye; tanis,Soie ; tapis,Soie ; tapis,,,,,,,,,,,,,,,,1,1,3,14
Soye; à coudre,Soie ; à coudre,Soie ; à coudre,,,,,,,,,,,,,,,,1,1,12,212
Soyerie,Soierie,Soierie,,,,,,0,0,1,,,,,,4,,1,1,28,29
Soyeries,Soieries,Soieries,,,,,,,,,,,,,,,,1,1,8,10
Soyes ; Cocons,Soie ; cocons,Soie ; cocons,,,,,,0,0,1,,,,,,1,,1,1,1,1
Soyes ; Diverses,Soie ; diverse,Soie ; diverse,,,,,,0,0,1,,,,,,9,,1,1,9,30
Soyes ; Filoselle,Soie ; filoselle,Soie ; filoselle,,,,,,0,0,1,,,,,,2,,1,1,2,171
Soyes ; diverses,Soie ; diverse,Soie ; diverse,,,,,,,,,,,,,,,,1,1,2,30
Soyette ; de fil,Soie ; de fil,Soie ; filée,,,,,,,,,,,,,,,,1,1,1,4
Soyette de fil à fleurs,Soieries ; de fil de fleurs,Soieries ; de fil de fleurs,,,,,,,,,,,,,,,,1,1,1,1
Soyrie,Soierie,Soierie,,,,,,0,0,1,,,,,,1,,1,1,1,29
Spalme,Spalme,Spalme,,,,,,0,0,1,,,,,,3,,1,1,3,3
Spalte,Spalte,Spalte,,,,,,0,0,1,,,,,,1,,1,1,1,1
Spardilles,Spardilles,Spardilles,,,,,,0,0,1,,,,,,2,,1,1,2,2
Sparterie,Sparterie,Sparterie,,,,,,,,,,,,,,,,1,1,9,35
"Sparterie brute en auffe, joncs et roseaux","Sparterie ; brute en auffe, joncs et roseaux",Sparterie,,,,,,,,,,,,,,,,1,1,6,35
"Sparterie brute, en auffe, joncs et roseaux","Sparterie ; brute en auffe, joncs et roseaux",Sparterie,,,,,,,,,,,,,,,,1,1,13,35
"Sparterie brute, en aulle, joncs et roseaux","Sparterie ; brute en auffe, joncs et roseaux",Sparterie,,,,,,,,,,,,,,,,1,1,7,35
Spath zinc/ smithsonite,Spath ; zinc ; smithsonite,Spath ; zinc ; smithsonite,,,,,,,,0,1,,,,,0,,1,0,0,0
Spermaceti,Spermaceti,Spermaceti,,,,,,0,0,1,,,,,,13,,1,1,20,24
Spermacety,Spicaceltica,Spicaceltica,,,,,,,,,,,,,,,,1,1,5,25
Sperme ; de baleine,,,,,,,,,,,,,,,,,,,1,1,3084
Sperme de Baleine,Spermaceti,Spermaceti,,,,,,,,,,,,,,,,1,1,1,24
Sperme de baleine,Spermaceti,Spermaceti,,,,,,,,,,,,,,,,1,1,1,24
Spiante,Spiante,Spiante,,,,,,,,,,,,,,,,1,1,1,1
Spicacellica,Spicaceltica,Spicaceltica,,,,,,0,0,1,,,,,,1,,1,1,1,25
Spicaceltica,Spicaceltica,Spicaceltica,,,,,,0,0,1,,,,,,9,,1,1,15,25
Spicaceltina,Spicaceltica,Spicaceltica,,,,,,0,0,1,,,,,,3,,1,1,3,25
Spicajudica,Spicaceltica,Spicaceltica,,,,,,0,0,1,,,,,,1,,1,1,1,25
Spicanardi,Spicanardi,Spicanardi,,,,,,0,0,1,,,,,,2,,1,1,3,4
Spicanardy,Spicanardi,Spicanardi,,,,,,0,0,1,,,,,,1,,1,1,1,4
Spode,Spode,Spode,,,,,,0,0,1,,,,,,1,,1,1,1,1
Sprats,Sprats,Poisson,,,,,,,,0,1,,,,,0,,1,0,0,0
Squine,Squine,Squine,,,,,,0,0,1,,,,,,31,,1,1,57,57
Stafis ; aigre,,,,,,,,,,,,,,,,,,,1,1,3084
Stafisagre,Stafisagre,Stafisagre,,,,,,,,,,,,,,,,1,1,1,11
Stafisaigne,Stafisagre,Stafisagre,,,,,,,,,,,,,,,,1,1,1,11
Stafisaigre,Stafisagre,Stafisagre,,,,,,0,0,1,,,,,,9,,1,1,9,11
Stagnon,Stagnon,Stagnon,,,,,,,,,,,,,,,,1,1,1,1
Stil ; de grain,Stil de grain,Stil de grain,,,,,,,,,,,,,,,,1,1,3,29
Stil de grain,Stil de grain,Stil de grain,,,,,,0,0,1,,,,,,6,,1,1,21,29
Stil de grain et vermillon,Stil de grain et vermillon,Stil de grain et vermillon,,,,,,,,,,,,,,,,1,1,1,1
Stil de grains,Stil de grain,Stil de grain,,,,,,0,0,1,,,,,,2,,1,1,3,29
Stil;Grain,Stil de grain,Stil de grain,,,,,,,,,,,,,,,,1,1,1,29
StinKerque,Stinkerque,Stinkerque,,,,,,0,0,1,,,,,,3,,1,1,3,7
Stinkerque,Stinkerque,Stinkerque,,,,,,0,0,1,,,,,,2,,1,1,4,7
Stira Liquide,Storax ; Liquide,Storax ; Liquide,,,,,,,,,,,,,,,,1,1,1,1
Stocfich,Stockfish,Stockfish,,,,,,,,,,,,,,,,1,1,8,16
Stocfiche,Stockfish,Poisson ; de mer ; salé ; morue,,,,,,0,0,1,,,,,,59,,1,1,144,526
Stocfiches,Stockfish,Stockfish,,,,,,,,,,,,,,,,1,1,3,16
Stocfisch,,,,,,,,,,,,,,,,,,,1,1,3084
Stockfisch,Stockfish,Poisson ; de mer ; salé ; morue,,,,,,,,0,1,,,,,0,,1,0,0,0
Stockfish,Stockfish,Poisson ; de mer ; salé ; morue,,,,,,,,1,,,,,,2,,1,1,15,526
Stocliche,Stockfish,Poisson ; de mer ; salé ; morue,,,,,,0,0,1,,,,,,6,,1,1,6,526
Stofiche,Stockfish,Poisson ; de mer ; salé ; morue,,,,,,0,0,1,,,,,,9,,1,1,13,526
Storaix,Storax,Drogue ; médicinale ; storax,,,,,,0,0,1,,,,,,1,,1,1,1,77
Storax,Storax,Drogue ; médicinale ; storax,,,,,,0,0,1,,,,,,35,,1,1,62,77
Storax Catamus,Storax Catamus,Storax Catamus,,,,,,,,,,,,,,,,1,1,1,1
Stovax,Storax,Drogue ; médicinale ; storax,,,,,,,,,,,,,,,,1,1,1,77
Sublime,Sublimé,Sublimé,,,,,,,,,,,,,,,,1,1,2,75
Sublime Corosief,Sublime corosif,Sublime corosif,,,,,,,,,,,,,,,,1,1,1,3
Sublimé,Sublimé,Sublimé,,,,,,0,0,1,,,,,,31,,1,1,71,75
Sublimé Corrosif,Sublime corosif,Sublime corosif,,,,,,,,,,,,,,,,1,1,1,3
Sublimé corosif,Sublime corosif,Sublime corosif,,,,,,,,,,,,,,,,1,1,1,3
Subsistances ; bestiaux,Subsistances ; bestiaux,Subsistances ; bestiaux,,,,,,,,,,,,,,,,1,1,8,8
Subsistances ; beurre,Subsistances ; beurre,Subsistances ; beurre,,,,,,,,,,,,,,,,1,1,17,17
Subsistances ; chairs fraîches et salées,Subsistances ; chair ; fraîche et salée,Subsistances ; chair ; fraîche et salée,,,,,,,,,,,,,,,,1,1,15,15
Subsistances ; chairs volailles et gibier,Subsistances ; chair ; volaille et gibier,Subsistances ; chair ; volaille et gibier,,,,,,,,,,,,,,,,1,1,8,8
Subsistances ; farine et biscuits de mer,Subsistances ; farine et biscuits de mer,Subsistances ; farine et biscuits de mer,,,,,,,,,,,,,,,,1,1,14,14
"Subsistances ; farine, pâtes d'Italie et vermicelle","Subsistances ; farine, pâtes d'Italie et vermicelle","Subsistances ; farine, pâtes d'Italie et vermicelle",,,,,,,,,,,,,,,,1,1,13,13
Subsistances ; fromage,Subsistances ; fromage,Subsistances ; fromage,,,,,,,,,,,,,,,,1,1,16,16
Subsistances ; fruits confits au sucre et confitures,Subsistances ; fruit ; confits au sucre et confitures,Subsistances ; fruit ; confits au sucre et confitures,,,,,,,,,,,,,,,,1,1,17,17
Subsistances ; fruits confits à l'eau-de-vie,Subsistances ; fruit ; confit à l'eau-de-vie,Subsistances ; fruit ; confit à l'eau-de-vie,,,,,,,,,,,,,,,,1,1,13,13
Subsistances ; fruits et légumes confits et marinés,Subsistances ; fruit et légume ; confits et marinés,Subsistances ; fruit et légume ; confits et marinés,,,,,,,,,,,,,,,,1,1,13,13
Subsistances ; fruits frais divers,Subsistances ; fruit ; frais ; divers,Subsistances ; fruit ; frais ; divers,,,,,,,,,,,,,,,,1,1,15,15
Subsistances ; fruits secs amandes,Subsistances ; fruit ; sec ; amande,Subsistances ; fruit ; sec ; amande,,,,,,,,,,,,,,,,1,1,16,16
Subsistances ; fruits secs divers,Subsistances ; fruit ; sec,Subsistances ; fruit ; sec,,,,,,,,,,,,,,,,1,1,18,18
Subsistances ; huile d'olive,Subsistances ; huile d'olive,Subsistances ; huile d'olive,,,,,,,,,,,,,,,,1,1,18,18
Subsistances ; légumes divers,Subsistances ; légume ; divers,Subsistances ; légume ; divers,,,,,,,,,,,,,,,,1,1,15,15
Subsistances ; miel,Subsistances ; miel,Subsistances ; miel,,,,,,,,,,,,,,,,1,1,8,8
Subsistances ; moutarde,Subsistances ; moutarde,Subsistances ; moutarde,,,,,,,,,,,,,,,,1,1,13,13
Subsistances ; poissons de toutes sortes,Subsistances ; poisson ; divers,Subsistances ; poisson ; divers,,,,,,,,,,,,,,,,1,1,16,16
Subsistances ; provisions de bouche réunies,Subsistances ; provisions de bouche réunies,Subsistances ; provisions de bouche réunies,,,,,,,,,,,,,,,,1,1,19,19
Subsistances ; riz,Subsistances ; riz,Subsistances ; riz,,,,,,,,,,,,,,,,1,1,13,13
Subsistances ; sel,Subsistances ; sel,Subsistances ; sel,,,,,,,,,,,,,,,,1,1,19,19
Subsistances ; œufs,Subsistances ; œuf,Subsistances ; œuf,,,,,,,,,,,,,,,,1,1,7,7
Subsistances réunies,Subsistances réunies,Subsistances réunies,,,,,,,,,,,,,,,,1,1,19,19
Substances et produits chimiques,Substances et produits chimiques,Substances et produits chimiques,,,,,,,,,,,,,,,,1,1,29,29
"Substances et produits chimiques, principalement eau-forte et couperose",Substances et produits chimiques ; eau forte et couperose,Substances et produits chimiques ; eau forte et couperose,,,,,,,,,,,,,,,,1,1,14,26
"Substances et produits chimiques, principalement en eau-forte et couperose bleue et blanche",Substances et produits chimiques ; eau forte et couperose,Substances et produits chimiques ; eau forte et couperose,,,,,,,,,,,,,,,,1,1,12,26
Suc ; de reglisse,,,,,,,,,,,,,,,,,,,1,1,3084
Succade,Succade,Succade,,,,,,0,0,1,1,,,,,1,,1,1,1,1
"Succin, ambre jaune",Ambre ; jaune,Ambre ; jaune,,,,,,,,0,1,,,,,0,,1,0,0,0
Sucre,Sucre,Sucre,,,,,,0,0,1,1,,,,,2,,1,1,334,535
Sucre  : brut,Sucre ; brut,Sucre ; brut,,,,,,0,0,1,,,,,,5,,1,0,0,0
Sucre  : en pain,Sucre ; en pain,Sucre ; en pain,,,,,,0,0,1,,,,,,1,,1,0,0,0
Sucre  ; brut,,,,,,,,,,,,,,,,,,,1,1,3084
Sucre : brut,Sucre ; brut,Sucre ; brut,,,,,,,,,,,,,,,,1,1,5,586
Sucre : en pain,Sucre ; en pain,Sucre ; en pain,,,,,,,,,,,,,,,,1,1,1,428
Sucre ; batard,Sucre ; bâtard,Sucre ; bâtard,,,,,,0,0,1,,,,,,1,,1,1,1,1
Sucre ; blanc,Sucre ; blanc,Sucre ; blanc,,,,,,,,1,,,,,,242,,1,1,388,576
Sucre ; blanc ; en pain,Sucre ; blanc ; en pain,Sucre ; blanc ; en pain,,,,,,,,1,,,,,,1,,1,1,1,2
Sucre ; blanc ; en pains,Sucre ; blanc ; en pains,Sucre ; blanc ; en pain,,,,,,,,1,,,,,,1,,1,1,1,2
Sucre ; blanc ; terré et tête,Sucre ; blanc ; terré et tête,Sucre ; blanc ; terré et tête,,,,,,,,,,,,,,,,1,1,4,24
Sucre ; brun,Sucre ; brun,Sucre ; brun,,,,,,0,0,1,,,,,,29,,1,1,31,52
Sucre ; brut,Sucre ; brut,Sucre ; brut,,,,,,0,0,1,,,,,,189,,1,1,354,586
Sucre ; candi,Sucre ; candy,Sucre ; candy,,,,,,0,0,1,,,,,,13,,1,1,15,85
Sucre ; candy,Sucre ; candy,Sucre ; candy,,,,,,0,0,1,,,,,,30,,1,1,46,85
Sucre ; canoy,Sucre ; candy,Sucre ; candy,,,,,,0,0,1,,,,,,9,,1,1,9,85
Sucre ; carré,Sucre ; carré,Sucre ; carré,,,,,,0,0,1,,,,,,1,,1,1,1,1
Sucre ; cassonade,Sucre ; cassonade,Sucre ; cassonade,,,,,,0,0,1,,,,,,7,,1,1,13,88
Sucre ; cassonnade,Sucre ; cassonade,Sucre ; cassonade,,,,,,,,1,,,,,,47,,1,1,61,88
Sucre ; cassonne,Sucre ; cassonade,Sucre ; cassonade,,,,,,,,,,,,,,,,1,1,1,88
Sucre ; commun,Sucre ; commun,Sucre ; commun,,,,,,0,0,1,,,,,,8,,1,1,9,12
Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,Sucre ; cru blanc ; du Brésil,,,,,,,,,,1,,,,,36,1,0,0,0
Sucre ; d'Arabe,Sucre ; commun,Sucre ; commun,,,,,,0,0,1,,,,,,1,,1,1,1,12
Sucre ; d'erabe,Sucre ; d'érable,Sucre ; d'érable,,,,,,0,0,1,,,,,,1,,1,1,1,3
Sucre ; d'ergeois,Sucre ; d'orge,Sucre ; d'orge,,,,,,0,0,1,,,,,,1,,1,1,1,7
Sucre ; d'orge,Sucre ; d'orge,Sucre ; d'orge,,,,,,0,0,1,,,,,,4,,1,1,5,7
Sucre ; d'érable,Sucre ; d'érable,Sucre ; d'érable,,,,,,,,,,,,,,,,1,1,1,3
Sucre ; de pain,Sucre ; en pain,Sucre ; en pain,,,,,,0,0,1,,,,,,6,,1,1,6,428
Sucre ; divers,Sucre ; divers,Sucre,,,,,,,,1,,,,,,5,,1,1,7,535
Sucre ; empains,Sucre ; en pain,Sucre ; en pain,,,,,,0,0,1,,,,,,2,,1,1,2,428
Sucre ; en,,,,,,,,,,,,,,,,,,,1,1,3084
Sucre ; en lait,,,,,,,,,,,,,,,,,,,1,1,3084
Sucre ; en pain,Sucre ; en pain,Sucre ; en pain,,,,,,0,0,1,,,,,,191,,1,1,308,428
Sucre ; en pain ; rafiné ; tête ; etc.,Sucre ; en pain ; rafiné ; tête ; etc.,Sucre ; en pain ; rafiné ; tête ; etc.,,,,,,,,,,,,,,,,1,1,1,1
Sucre ; en pain et raffiné,Sucre ; en pain et raffiné,Sucre ; en pain et raffiné,,,,,,,,,,,,,,,,1,1,3,9
Sucre ; en pain et rafiné,Sucre ; en pain et raffiné,Sucre ; en pain et raffiné,,,,,,,,,,,,,,,,1,1,6,9
Sucre ; en pains,Sucre ; en pain,Sucre ; en pain,,,,,,0,0,1,,,,,,20,,1,1,21,428
Sucre ; en poudre,Sucre ; en poudre,Sucre ; en poudre,,,,,,0,0,1,,,,,,1,,1,1,2,3
Sucre ; ferré,Sucre ; ferré,Sucre ; terré,,,,,,0,0,1,,,,,,3,,1,1,3,602
Sucre ; mes???,Sucre ; mêlé,Sucre,,,,,,0,0,1,,,,,,1,,1,1,1,535
Sucre ; meslis,Sucre ; mêlé,Sucre,,,,,,0,0,1,,,,,,1,,1,1,1,535
Sucre ; moscovade,Sucre ; moscovie de,Sucre ; de moscovie,,,,,,,,,,,,,,,,1,1,3,4
Sucre ; moscoviede,Sucre ; moscovie de,Sucre ; de moscovie,,,,,,0,0,1,,,,,,1,,1,1,1,4
Sucre ; mélasse,Sucre ; mélasse,Sucre ; mélasse,,,,,,,,,,,,,,,,1,1,3,3
Sucre ; raffiné,Sucre ; raffiné,Sucre ; raffiné,,,,,,0,0,1,,,,,,4,,1,1,9,54
Sucre ; rafiné,Sucre ; raffiné,Sucre ; raffiné,,,,,,0,0,1,,,,,,19,,1,1,26,54
Sucre ; sucrerie,Sucre ; divers,Sucre ; divers,,,,,,,,,,,,,,,,1,1,1,2
Sucre ; sucrerie divers,Sucre ; divers,Sucre ; divers,,,,,,0,0,1,,,,,,1,,1,1,1,2
Sucre ; terné,Sucre ; terré,Sucre ; terré,,,,,,0,0,1,,,,,,1,,1,1,1,602
Sucre ; terré,Sucre ; terré,Sucre ; terré,,,,,,0,0,1,,,,,,205,,1,1,347,602
Sucre ; terré et tête,Sucre ; terré,Sucre ; terré,,,,,,,,,,,,,,,,1,1,12,602
Sucre ; test,Sucre ; tête,Sucre ; tête,,,,,,0,0,1,,,,,,3,,1,1,10,161
Sucre ; teste,Sucre ; tête,Sucre ; tête,,,,,,0,0,1,,,,,,65,,1,1,87,161
Sucre ; tete,,,,,,,,,,,,,,,,,,,1,1,3084
Sucre ; tete de forme,,,,,,,,,,,,,,,,,,,1,3,3084
Sucre ; tête,Sucre ; tête,Sucre ; tête,,,,,,,,,,,,,,,,1,1,14,161
Sucre ; tête de forme,,,,,,,,,,,,,,,,,,,1,1,3084
Sucre ; vergeois,Sucre ; vergeoise,Sucre ; vergeoise,,,,,,0,0,1,,,,,,1,,1,1,2,24
Sucre ; versoir,Sucre ; versoir,Sucre ; versoir,,,,,,0,0,1,,,,,,22,,1,1,35,36
Sucre ; versois,Sucre ; vergeoise,Sucre ; vergeoise,,,,,,,,,,,,,,,,1,1,2,24
Sucre ; versoix,Sucre ; vergeoise,Sucre ; vergeoise,,,,,,0,0,1,,,,,,12,,1,1,19,24
Sucre Blan,Sucre ; blanc,Sucre ; blanc,,,,,,,,,,,,,,,,1,1,1,576
Sucre Blanc,Sucre ; blanc,Sucre ; blanc,,,,,,,,,,,,,,,,1,1,8,576
Sucre Brun,Sucre ; brun,Sucre ; brun,,,,,,,,,,,,,,,,1,1,8,52
Sucre Brut,Sucre ; brut,Sucre ; brut,,,,,,,,,,,,,,,,1,1,48,586
Sucre Cassonade,Sucre ; cassonade,Sucre ; cassonade,,,,,,,,,,,,,,,,1,1,1,88
Sucre Rafiné,Sucre ; raffiné,Sucre ; raffiné,,,,,,,,,,,,,,,,1,1,3,54
Sucre Serré,Sucre ; terré,Sucre ; terré,,,,,,,,,,,,,,,,1,1,1,602
Sucre Terre,Sucre ; terré,Sucre ; terré,,,,,,,,,,,,,,,,1,1,6,602
Sucre Terré,Sucre ; terré,Sucre ; terré,,,,,,,,,,,,,,,,1,1,16,602
Sucre Terrés,Sucre ; terré,Sucre ; terré,,,,,,,,,,,,,,,,1,1,1,602
Sucre Teste,Sucre ; tête,Sucre ; tête,,,,,,,,,,,,,,,,1,1,4,161
Sucre Teste de forme,Sucre ; tête de forme,Sucre ; tête de forme,,,,,,,,,,,,,,,,1,1,1,44
Sucre Tete,Sucre ; tête,Sucre ; tête,,,,,,,,,,,,,,,,1,1,1,161
Sucre Téste,Sucre ; tête,Sucre ; tête,,,,,,,,,,,,,,,,1,1,1,161
Sucre blan,Sucre ; blanc,Sucre ; blanc,,,,,,,,,,,,,,,,1,1,2,576
Sucre blanc,Sucre ; blanc,Sucre ; blanc,,,,,,,,0,1,,,,,0,,1,1,141,576
Sucre blanc terré,Sucre ; blanc ; terré,Sucre ; blanc ; terré,,,,,,,,,,,,,,,,1,1,1,2
Sucre blancs,Sucre ; blanc,Sucre ; blanc,,,,,,,,,,,,,,,,1,1,1,576
Sucre brun,Sucre ; brun,Sucre ; brun,,,,,,,,,,,,,,,,1,1,1,52
Sucre brut,Sucre ; brut,Sucre ; brut,,,,,,,,0,1,,,,,0,,1,1,144,586
Sucre brut en forme,Sucre ; brut en forme,Sucre ; brut en forme,,,,,,,,,,,,,,,,1,1,1,1
Sucre brute,Sucre ; brut,Sucre ; brut,,,,,,,,,,,,,,,,1,1,1,586
Sucre candi,Sucre ; candy,Sucre ; candy,,,,,,,,0,1,,,,,0,,1,0,0,0
Sucre candy,Sucre ; candy,Sucre ; candy,,,,,,,,,,,,,,,,1,1,2,85
Sucre cassonnade,Sucre ; cassonade,Sucre ; cassonade,,,,,,,,,,,,,,,,1,1,4,88
Sucre de forme,Sucre ; en forme,Sucre ; en forme,,,,,,,,,,,,,,,,1,1,1,1
