numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
11,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,1,Couperose,Angleterre,2000,livres,"0,15",300,0,,1
12,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,1,Draperie ; ordinaire,Angleterre,1823,livres,5,9115,0,,1
13,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,1,Draperie ; petite,Angleterre,700,livres,3,2100,0,,1
14,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,1,Drogueries,Angleterre,140,livres,1,140,0,,1
15,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,1,Eau de vie,Angleterre,84750,livres,"0,25",21137,"-50,5",,1
16,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,1,Etoffe ; de soye,Angleterre,50,livres,40,2000,0,,1
17,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,1,Feves ; baris,Angleterre,47020,livres,"0,15",7053,0,,1
18,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,1,Fromage,Angleterre,3000,livres,"0,4",1200,0,,1
19,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Galles,Angleterre,31500,livres,"0,55",17325,0,,1
20,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Huile ; d'olive,Angleterre,81015,livres,"0,4",32421,15,,1
21,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Liqueurs,Angleterre,1840,livres,1,1840,0,,1
22,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Marchandises melées,Angleterre,1,valeur,496,496,0,,1
23,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Mercerie,Angleterre,1750,livres,"3,5",6125,0,,1
24,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Miel,Angleterre,4550,livres,"0,15",682,"-0,5",,1
25,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Mouchoirs ; de soye,Angleterre,109,douzaines,36,3924,0,,1
26,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Papier ; blanc,Angleterre,120,rames,6,720,0,,1
27,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Parasols,Angleterre,150,livres,6,900,0,,1
28,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Poissons ; salés,Angleterre,3500,livres,"0,2",700,0,,1
29,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Poivre,Angleterre,924,livres,"1,5",1386,0,,1
30,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Poterie ; de terre,Angleterre,138,douzaines,1,138,0,,1
31,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Prunes,Angleterre,4500,livres,"0,2",900,0,,1
32,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Raisin ; sec,Angleterre,600,livres,"0,2",120,0,,1
33,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Ris,Angleterre,3278,livres,"0,2",655,"-0,6",,1
34,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Rocou,Angleterre,3278,livres,"2,5",8195,0,,1
35,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Savon,Angleterre,131390,livres,"0,25",32847,"-0,5",,1
36,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Sirop ; de capilaire,Angleterre,6400,livres,1,6400,0,,1
37,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Souffre,Angleterre,1960,livres,"0,08",157,"0,2",,1
38,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Souliers,Angleterre,100,douzaines,36,3600,0,,1
39,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Sucre ; blanc,Angleterre,18790,livres,"0,5",9395,0,,1
40,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Sucre ; rafiné,Angleterre,406,livres,"0,6",243,"-0,6",,1
41,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Sucre ; versoir,Angleterre,547,livres,"0,25",136,"-0,75",,1
42,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Sumac,Angleterre,700,livres,"0,08",56,0,,1
43,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Tabac,Angleterre,1060,livres,"1,25",1325,0,,1
44,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Tartre,Angleterre,1400,livres,"0,2",280,0,,1
45,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Verdet,Angleterre,4056,livres,1,4056,0,,1
46,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Verres ; communs,Angleterre,1600,livres,1,1600,0,,1
47,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Vin ; rouge,Angleterre,713,milleroles,12,8556,0,,1
48,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Acier,Espagne,1300,livres,"0,35",455,0,,1
49,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Ajamis,Espagne,530,pièces,9,4770,0,,1
50,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Alun,Espagne,4600,livres,"0,2",920,0,,1
51,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Amadou,Espagne,200,livres,1,200,0,,1
52,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Amandes,Espagne,7600,livres,"0,2",1520,0,,1
53,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Anis,Espagne,1680,livres,"0,2",336,0,,1
54,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Antimoine,Espagne,420,livres,"0,15",63,0,,1
55,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Avoine,Espagne,10,charges,15,150,0,,1
56,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Azur,Espagne,300,livres,"0,75",225,0,,1
57,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bas ; de coton,Espagne,50,douzaines,12,600,0,,1
58,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bas ; de coton,Espagne,1070,livres,5,5350,0,,1
59,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bas ; de fil,Espagne,3160,livres,5,15800,0,,1
60,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bas ; de filoselle,Espagne,675,livres,8,5400,0,,1
61,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bas ; de laine,Espagne,7040,livres,6,42240,0,,1
62,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bas ; de soye,Espagne,27338,livres,40,1093520,0,,1
63,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Batanonis,Espagne,1400,pièces,3,4200,0,,1
64,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bazin,Espagne,2680,livres,6,16080,0,,1
65,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bled ; froment,Espagne,34552,charges,30,1036560,0,,1
66,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bois ; de bresil,Espagne,1800,livres,"0,5",900,0,,1
67,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bois ; de campeche,Espagne,15618,livres,"0,25",3904,"-0,5",,1
68,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bois ; de construction,Espagne,50,pièces,50,2500,0,,1
69,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bois ; de sandal,Espagne,4475,livres,"0,5",2237,"-0,5",,1
70,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bonnets ; de coton,Espagne,950,livres,5,4750,0,,1
71,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bonnets ; de laine,Espagne,602,douzaines,14,8428,0,,1
72,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bouchons ; de liege,Espagne,300,livres,"0,1",30,0,,1
73,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bouteilles ; de verre,Espagne,755,livres,"0,2",151,0,,1
74,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Bray ; sec,Espagne,2500,livres,"0,15",375,0,,1
75,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Cacao,Espagne,49726,,"0,6",29835,"-0,6",,1
76,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Caffé ; des Isles,Espagne,27910,livres,"0,75",20932,"-0,5",,1
77,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Canefice,Espagne,900,livres,"0,3",270,0,,1
78,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Canelle,Espagne,2760,livres,12,33120,0,,1
79,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Capres,Espagne,1480,livres,"0,25",370,0,,1
80,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Cardes ; a carder,Espagne,250,livres,"2,5",625,0,,1
81,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Ceruze,Espagne,8000,livres,"0,25",2000,0,,1
82,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,2,Chaises ; de paille,Espagne,541,douzaines,12,6492,0,,1
83,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Chalotte,Espagne,185,livres,"0,2",37,0,,1
84,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Champignons,Espagne,340,livres,2,680,0,,1
85,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Chandelle,Espagne,26425,livres,"0,4",10570,0,,1
86,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Chanvre ; peigné,Espagne,313513,livres,"0,5",156756,"-0,5",,1
87,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Chapeaux ; poil et laine,Espagne,2980,douzaines,60,178800,0,,1
88,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Chataignes,Espagne,1550,livres,"0,1",155,0,,1
89,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cire ; blanche,Espagne,19033,livres,2,38066,0,,1
90,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cire ; jaune,Espagne,5579,livres,"1,5",8368,"-0,5",,1
91,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cloux ; de fer,Espagne,20540,livres,"0,25",5135,0,,1
92,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cochenille ; silvestre,Espagne,4200,livres,"0,8",3360,0,,1
93,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cochon ; salé,Espagne,29050,livres,"0,35",10167,"-0,5",,1
94,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Colle ; forte,Espagne,6300,livres,"0,4",2520,0,,1
95,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Confitures,Espagne,21591,livres,1,21591,0,,1
96,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Corail ; ouvré,Espagne,125,livres,160,20000,0,,1
97,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cordages ; de chanvre,Espagne,15000,livres,"0,3",4500,0,,1
98,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cordages ; d'espars,Espagne,25,douzaines,7,175,0,,1
99,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Coton ; filé,Espagne,63413,livres,"1,1",69754,"-0,3",,1
100,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Coton ; en laine,Espagne,58600,livres,1,58600,0,,1
101,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cotonne,Espagne,3641,livres,3,10923,0,,1
102,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Couteaux,Espagne,1200,livres,3,3600,0,,1
103,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Couvertures ; de laine,Espagne,300,livres,2,600,0,,1
104,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Craye,Espagne,1790,livres,"0,05",89,"-0,5",,1
105,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Creme ; de tartre,Espagne,254,livres,"0,3",76,"-0,2",,1
106,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Crin,Espagne,300,livres,1,300,0,,1
107,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cuirs ; de bœuf ; tannés,Espagne,6090,livres,"0,6",3654,0,,1
108,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1769 (-).csv,Local,1769,Exports,Marseille,3,Cuisses ; d'oyes,Espagne,360,livres,1,360,0,,1
