numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
25,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Poivre,Angleterre,"2 562,00",livres,"1,5",3843,0,,1
26,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Pomades,Angleterre,"100,00",livres,2,200,0,,1
27,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Savon,Angleterre,"113 950,00",livres,"0,4",45580,0,,1
28,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Sirop ; de capilaire,Angleterre,"2 000,00",livres,1,2000,0,,1
29,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Sucre ; blanc,Angleterre,"1 718,00",livres,"0,5",859,0,,1
30,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Sucre ; en pain,Angleterre,"1 036,00",livres,"0,6",621,"-0,6",,1
31,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Tartre,Angleterre,"3 220,00",livres,"0,2",644,0,,1
32,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Toile ; ajamis,Angleterre,"500,00",pièces,8,4000,0,,1
33,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Toile ; diverse,Angleterre,"2 200,00",livres,"3,5",7700,0,,1
34,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Toile ; peinte,Angleterre,"810,00",livres,5,4050,0,,1
35,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Verdet,Angleterre,"9 747,00",livres,1,9747,0,,1
36,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Vin,Angleterre,"311,00",milleroles,12,3732,0,,1
37,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Vin,Angleterre,"1 950,00",livres,"0,1",195,0,,1
38,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Acier,Espagne,"22 215,00",livres,"0,35",7775,"-0,25",,1
39,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Alun,Espagne,"9 835,00",livres,"0,2",1967,0,,1
40,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Asur,Espagne,"500,00",livres,"0,5",250,0,,1
41,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bas ; de fil de coton,Espagne,"1 100,00",livres,5,5500,0,,1
42,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bas ; de laine,Espagne,"2 200,00",livres,6,13200,0,,1
43,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bas ; de soye,Espagne,"18 605,00",livres,40,744200,0,,1
44,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bœuf ; salé,Espagne,"15 000,00",livres,"0,3",4500,0,,1
45,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bled ; froment,Espagne,"15 509 700,00",livres,"0,1",1550970,0,,1
46,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bled ; seigle,Espagne,"37 500,00",livres,"0,05",1875,0,,1
47,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bois ; fernambourg,Espagne,"3 000,00",livres,"0,5",1500,0,,1
48,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bois ; merrain,Espagne,"11 000,00",livres,"0,1",1100,0,,1
49,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bouteilles ; de verre,Espagne,"4 250,00",livres,"0,2",850,0,,1
50,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Bray et gaudron,Espagne,"11 180,00",livres,"0,2",2236,0,,1
51,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Cacao,Espagne,"55 216,00",livres,"1,3",71780,"-0,8",,1
52,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Caffé ; des Isles,Espagne,"57 460,00",livres,"0,75",43095,0,,1
53,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Canelle,Espagne,"2 597,00",livres,10,25970,0,,1
54,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Chandelle,Espagne,"14 650,00",livres,"0,5",7325,0,,1
55,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Chanvre ; peigné,Espagne,"112 954,00",livres,"0,75",84715,"-0,5",,1
56,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Chapeaux ; poil et aline,Espagne,"84 990,00",livres,6,509940,0,,1
57,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Cire ; blanche,Espagne,"3 206,00",livres,2,6412,0,,1
58,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Cire ; jaune,Espagne,"44 311,00",livres,"1,5",66466,"-0,5",,1
59,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Clous ; de fer,Espagne,"16 040,00",livres,"0,25",4010,0,,1
60,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Colle ; forte,Espagne,"11 900,00",livres,"0,4",4760,0,,1
61,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Confitures,Espagne,"10 325,00",livres,1,10325,0,,1
62,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Corail ; ouvré,Espagne,"29,00",livres,169,4901,0,,1
63,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Coton ; filé,Espagne,"20 053,00",livres,"1,1",22058,"-0,3",,1
64,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Coton ; en laine,Espagne,"41 231,00",livres,1,41231,0,,1
65,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Couperose,Espagne,"4 260,00",livres,"0,08",340,"-0,8",,1
66,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Cuirs ; de bœuf ; en poil,Espagne,"3 200,00",livres,"0,4",1280,0,,1
67,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Cuirs ; de bœuf ; tannés,Espagne,"11 600,00",livres,"0,6",6960,0,,1
68,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Cuirs ; de vache ; ??,Espagne,"1 700,00",livres,"0,8",1360,0,lissés ?,1
69,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Cuirs ; de vache ; tannés,Espagne,"2 300,00",livres,"0,5",1150,0,,1
70,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Cuivre ; ouvré,Espagne,"600,00",livres,"1,6",960,0,,1
71,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Cumin,Espagne,"2 125,00",livres,"0,1",212,"-0,5",,1
72,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Dentelle ; du Puy,Espagne,"3 990,00",livres,50,199500,0,,1
73,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Dorure ; fine,Espagne,"7 554,00",livres,100,755400,0,,1
74,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Drap ; londrin,Espagne,"6 261,00",aunes,7,43827,0,,1
75,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Draperie ; ordinaire,Espagne,"34 926,00",livres,5,174630,0,,1
76,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Drogueries,Espagne,"66 950,00",livres,2,133900,0,,1
77,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Eau ; forte,Espagne,"1 000,00",livres,"1,2",1200,0,,1
78,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Eau ; de senteur,Espagne,"2 000,00",livres,1,2000,0,,1
79,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,20,Eau de vie,Espagne,"4 800,00",livres,"0,3",1440,0,,1
80,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Encens,Espagne,"300,00",livres,"0,5",150,0,,1
81,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Eponges,Espagne,"1 000,00",livres,1,1000,0,,1
82,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Etamine ; de laine,Espagne,"8 576,00",livres,6,51456,0,,1
83,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Etoffe ; or et argent,Espagne,"5 920,00",livres,80,473600,0,,1
84,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Etoffe ; de soye,Espagne,"46 822,00",livres,40,1872880,0,,1
85,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Farine,Espagne,"1 200,00",livres,"0,3",360,0,,1
86,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Faulx ; a faucher,Espagne,"1 600,00",livres,"0,25",400,0,,1
87,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Fayance,Espagne,"7 970,00",livres,"0,5",3985,0,,1
88,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Fer ; en barres,Espagne,"104 525,00",livres,"0,15",15678,"-0,75",,1
89,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Fil ; blanc,Espagne,"890,00",livres,2,1780,0,,1
90,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Fil ; de fer,Espagne,"36 000,00",livres,"0,5",18000,0,,1
91,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Fleurs ; d'aspic,Espagne,"2 226,00",livres,"0,3",667,"-0,8",,1
92,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Fromage,Espagne,"3 115,00",livres,"0,3",934,"-0,5",,1
93,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Galles,Espagne,"18 700,00",livres,"0,5",9350,0,,1
94,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Geroffle,Espagne,"3 000,00",livres,10,30000,0,,1
95,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Gingembre,Espagne,"900,00",livres,"0,2",180,0,,1
96,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Gomme ; arabique,Espagne,"10 983,00",livres,"0,75",8237,"-0,25",,1
97,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Harangs ; blancs,Espagne,"612,00",livres,"0,25",153,0,,1
98,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Huile ; d'olive,Espagne,"25 380,00",livres,"0,4",10152,0,,1
99,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Jambon,Espagne,"3 000,00",livres,"0,6",1800,0,,1
100,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Indigo,Espagne,"905,00",livres,5,4525,0,,1
101,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Laine ; de chevron,Espagne,"4 675,00",livres,"1,5",7012,"-0,5",,1
102,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Laine ; divers,Espagne,"20 656,00",livres,"0,75",15492,0,,1
103,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Legumes,Espagne,"1 450 420,00",livres,"0,15",217563,0,,1
104,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Librairie,Espagne,"41 005,00",livres,2,82010,0,,1
105,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Liqueurs,Espagne,"28 520,00",livres,1,28520,0,,1
106,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Manne,Espagne,"5 127,00",livres,"1,5",7690,"-0,5",,1
107,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille - Exports - 1776.csv,Local,1776,Exports,Marseille,21,Marbre ; ouvré,Espagne,"1 000,00",livres,3,3000,0,,1
